ID;Geslacht;LeeftijdOp31December;BurgerlijkeStaat;Nationaliteit;Perioden;Immigratie_1;EmigratieInclusiefAdministratieveC_2;MigratiesaldoInclusiefAdministratie_3;AdministratieveOpnemingen_4;AdministratieveAfvoeringen_5;SaldoAdministratieveCorrecties_6
75;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2014;43601.0;64419.0;-20818.0;28450.0;33348.0;-4898.0
76;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2015;45132.0;64319.0;-19187.0;26377.0;29833.0;-3456.0
77;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2016;48581.0;61624.0;-13043.0;23515.0;27844.0;-4329.0
78;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2017;51101.0;57868.0;-6767.0;23673.0;27620.0;-3947.0
79;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2018;52732.0;54564.0;-1832.0;20952.0;23541.0;-2589.0
80;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2019;53836.0;51121.0;2715.0;18700.0;21005.0;-2305.0
81;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2020;50241.0;39322.0;10919.0;16396.0;16577.0;-181.0
82;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2021;44472.0;44774.0;-302.0;12565.0;12334.0;231.0
83;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederlands;2022;43777.0;54507.0;-10730.0;9996.0;12408.0;-2412.0
84;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;1995;10141.0;4820.0;5321.0;1056.0;3678.0;-2622.0
85;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;1996;10360.0;5819.0;4541.0;1404.0;5056.0;-3652.0
86;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;1997;9925.0;4215.0;5710.0;1395.0;3492.0;-2097.0
87;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;1998;10922.0;3696.0;7226.0;1326.0;3303.0;-1977.0
88;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;1999;8580.0;3159.0;5421.0;1115.0;2723.0;-1608.0
89;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2000;8271.0;2394.0;5877.0;1207.0;2459.0;-1252.0
90;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2001;9184.0;2638.0;6546.0;1044.0;2121.0;-1077.0
91;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2002;9151.0;2848.0;6303.0;1142.0;2774.0;-1632.0
92;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2003;8596.0;3008.0;5588.0;1149.0;2924.0;-1775.0
93;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2004;6804.0;3102.0;3702.0;1163.0;2925.0;-1762.0
94;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2005;6041.0;3316.0;2725.0;1165.0;3110.0;-1945.0
95;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2006;5398.0;3357.0;2041.0;1430.0;3324.0;-1894.0
96;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2007;4835.0;3177.0;1658.0;1520.0;2965.0;-1445.0
97;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2008;5804.0;2904.0;2900.0;1616.0;3091.0;-1475.0
98;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2009;6562.0;2638.0;3924.0;1581.0;2772.0;-1191.0
99;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2010;5655.0;3230.0;2425.0;1487.0;3091.0;-1604.0
100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2011;5670.0;2767.0;2903.0;1443.0;2538.0;-1095.0
101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2012;5096.0;2957.0;2139.0;1340.0;2637.0;-1297.0
102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2013;6320.0;3158.0;3162.0;1312.0;2739.0;-1427.0
103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2014;9579.0;2645.0;6934.0;1130.0;2006.0;-876.0
104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2015;11628.0;2577.0;9051.0;1053.0;1966.0;-913.0
105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2016;12460.0;2741.0;9719.0;932.0;1866.0;-934.0
106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2017;11395.0;2654.0;8741.0;998.0;1998.0;-1000.0
107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2018;12917.0;2463.0;10454.0;908.0;1662.0;-754.0
108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2019;14103.0;2466.0;11637.0;931.0;1627.0;-696.0
109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2020;9916.0;2475.0;7441.0;762.0;1471.0;-709.0
110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2021;12569.0;2565.0;10004.0;674.0;1475.0;-801.0
111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Afrika;2022;18498.0;2845.0;15653.0;615.0;1516.0;-901.0
112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;1995;5901.0;4160.0;1741.0;261.0;1734.0;-1473.0
113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;1996;8833.0;5066.0;3767.0;442.0;2742.0;-2300.0
114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;1997;8806.0;4454.0;4352.0;442.0;1847.0;-1405.0
115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;1998;9943.0;4345.0;5598.0;419.0;1828.0;-1409.0
116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;1999;8076.0;4209.0;3867.0;263.0;1602.0;-1339.0
117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2000;8585.0;3986.0;4599.0;254.0;1475.0;-1221.0
118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2001;8687.0;3874.0;4813.0;231.0;1508.0;-1277.0
119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2002;8718.0;4300.0;4418.0;249.0;1687.0;-1438.0
120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2003;8272.0;4417.0;3855.0;222.0;1927.0;-1705.0
121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2004;7186.0;4191.0;2995.0;260.0;1816.0;-1556.0
122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2005;7164.0;4597.0;2567.0;294.0;2098.0;-1804.0
123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2006;7616.0;5523.0;2093.0;304.0;2687.0;-2383.0
124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2007;7485.0;5600.0;1885.0;324.0;2429.0;-2105.0
125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2008;8737.0;5336.0;3401.0;355.0;2523.0;-2168.0
126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2009;8259.0;5571.0;2688.0;381.0;2357.0;-1976.0
127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2010;8454.0;5488.0;2966.0;290.0;2102.0;-1812.0
128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2011;8803.0;5703.0;3100.0;305.0;2045.0;-1740.0
129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2012;8694.0;6090.0;2604.0;286.0;1894.0;-1608.0
130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2013;8959.0;6875.0;2084.0;298.0;2111.0;-1813.0
131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2014;9232.0;6336.0;2896.0;258.0;1475.0;-1217.0
132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2015;10664.0;6822.0;3842.0;260.0;1366.0;-1106.0
133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2016;10549.0;7483.0;3066.0;227.0;1530.0;-1303.0
134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2017;12805.0;7495.0;5310.0;249.0;1845.0;-1596.0
135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2018;15081.0;8171.0;6910.0;271.0;1494.0;-1223.0
136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2019;15844.0;8320.0;7524.0;241.0;1226.0;-985.0
137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2020;10679.0;8545.0;2134.0;210.0;1343.0;-1133.0
138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2021;12541.0;6101.0;6440.0;292.0;912.0;-620.0
139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Amerika;2022;15766.0;6611.0;9155.0;210.0;728.0;-518.0
140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;1995;12338.0;4357.0;7981.0;237.0;1927.0;-1690.0
141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;1996;12089.0;5418.0;6671.0;319.0;2764.0;-2445.0
142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;1997;10451.0;4520.0;5931.0;412.0;1802.0;-1390.0
143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;1998;11115.0;4700.0;6415.0;388.0;2016.0;-1628.0
144;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;1999;9793.0;4290.0;5503.0;228.0;1689.0;-1461.0
145;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2000;10703.0;3972.0;6731.0;234.0;1646.0;-1412.0
146;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2001;11979.0;4072.0;7907.0;251.0;1516.0;-1265.0
147;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2002;12746.0;4830.0;7916.0;360.0;2141.0;-1781.0
148;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2003;12782.0;5253.0;7529.0;372.0;2368.0;-1996.0
149;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2004;10629.0;5519.0;5110.0;360.0;2465.0;-2105.0
150;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2005;11698.0;6485.0;5213.0;421.0;3127.0;-2706.0
151;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2006;12463.0;7918.0;4545.0;570.0;4000.0;-3430.0
152;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2007;13236.0;8430.0;4806.0;636.0;3599.0;-2963.0
153;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2008;16667.0;8754.0;7913.0;677.0;3958.0;-3281.0
154;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2009;16406.0;9904.0;6502.0;648.0;3664.0;-3016.0
155;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2010;17147.0;10797.0;6350.0;532.0;3994.0;-3462.0
156;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2011;18941.0;11290.0;7651.0;472.0;3641.0;-3169.0
157;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2012;18125.0;11953.0;6172.0;438.0;3424.0;-2986.0
158;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2013;19556.0;12644.0;6912.0;432.0;3588.0;-3156.0
159;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2014;27220.0;12614.0;14606.0;457.0;3023.0;-2566.0
160;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2015;40169.0;13490.0;26679.0;475.0;3334.0;-2859.0
161;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2016;54788.0;14745.0;40043.0;461.0;3664.0;-3203.0
162;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2017;45082.0;16791.0;28291.0;522.0;4522.0;-4000.0
163;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2018;38484.0;17676.0;20808.0;601.0;3691.0;-3090.0
164;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2019;44459.0;18438.0;26021.0;610.0;3386.0;-2776.0
165;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2020;28795.0;18654.0;10141.0;512.0;3560.0;-3048.0
166;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2021;46177.0;14266.0;31911.0;589.0;2982.0;-2393.0
167;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Azië;2022;62317.0;13382.0;48935.0;522.0;2094.0;-1572.0
168;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);1995;29150.0;20297.0;8853.0;1153.0;8555.0;-7402.0
169;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);1996;31179.0;24881.0;6298.0;1629.0;12654.0;-11025.0
170;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);1997;31177.0;19750.0;11427.0;1565.0;8350.0;-6785.0
171;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);1998;31792.0;19978.0;11814.0;1246.0;8302.0;-7056.0
172;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);1999;30848.0;18722.0;12126.0;1236.0;7404.0;-6168.0
173;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);2000;33834.0;18210.0;15624.0;1539.0;6573.0;-5034.0
174;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);2001;34920.0;18023.0;16897.0;1283.0;6832.0;-5549.0
175;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);2002;33788.0;20950.0;12838.0;1544.0;9532.0;-7988.0
176;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);2003;32420.0;21820.0;10600.0;1715.0;10109.0;-8394.0
177;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);2004;33178.0;24751.0;8427.0;1815.0;11655.0;-9840.0
178;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);2005;33139.0;24005.0;9134.0;1815.0;11125.0;-9310.0
179;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederlands);2006;37270.0;28744.0;8526.0;2310.0;14833.0;-12523.0
