ID;Geslacht;Leeftijd;Migratieachtergrond;HoogstBehaaldOnderwijsniveau;Onderwijsrichting;Perioden;Bevolking_1
76;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2018 2e kwartaal;14221.0
77;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2018 3e kwartaal;14244.0
78;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2018 4e kwartaal;14268.0
79;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2018;14232.0
80;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2019 1e kwartaal;14298.0
81;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2019 2e kwartaal;14333.0
82;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2019 3e kwartaal;14368.0
83;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2019 4e kwartaal;14404.0
84;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2019;14351.0
85;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2020 1e kwartaal;14433.0
86;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2020 2e kwartaal;14455.0
87;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2020 3e kwartaal;14478.0
88;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2020 4e kwartaal;14500.0
89;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2020;14466.0
90;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2021 1e kwartaal;14521.0
91;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2021 2e kwartaal;14539.0
92;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;Totaal;2021 3e kwartaal;
93;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2003 1e kwartaal;4549.0
94;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2003 2e kwartaal;4517.0
95;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2003 3e kwartaal;4425.0
96;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2003 4e kwartaal;4416.0
97;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2003;4477.0
98;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2004 1e kwartaal;4419.0
99;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2004 2e kwartaal;4417.0
100;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2004 3e kwartaal;4298.0
101;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2004 4e kwartaal;4307.0
102;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2004;4360.0
103;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2005 1e kwartaal;4319.0
104;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2005 2e kwartaal;4303.0
105;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2005 3e kwartaal;4185.0
106;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2005 4e kwartaal;4179.0
107;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2005;4247.0
108;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2006 1e kwartaal;4166.0
109;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2006 2e kwartaal;4163.0
110;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2006 3e kwartaal;4042.0
111;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2006 4e kwartaal;4061.0
112;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2006;4108.0
113;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2007 1e kwartaal;4105.0
114;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2007 2e kwartaal;4087.0
115;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2007 3e kwartaal;4014.0
116;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2007 4e kwartaal;3985.0
117;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2007;4048.0
118;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2008 1e kwartaal;4063.0
119;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2008 2e kwartaal;4080.0
120;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2008 3e kwartaal;4018.0
121;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2008 4e kwartaal;4016.0
122;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2008;4044.0
123;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2009 1e kwartaal;4024.0
124;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2009 2e kwartaal;4019.0
125;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2009 3e kwartaal;3942.0
126;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2009 4e kwartaal;3960.0
127;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2009;3986.0
128;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2010 1e kwartaal;3985.0
129;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2010 2e kwartaal;3979.0
130;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2010 3e kwartaal;4030.0
131;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2010 4e kwartaal;4118.0
132;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2010;4028.0
133;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2011 1e kwartaal;4165.0
134;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2011 2e kwartaal;4184.0
135;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2011 3e kwartaal;4108.0
136;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2011 4e kwartaal;4102.0
137;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2011;4140.0
138;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2012 1e kwartaal;4106.0
139;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2012 2e kwartaal;4103.0
140;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2012 3e kwartaal;4018.0
141;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2012 4e kwartaal;4237.0
142;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2012;4116.0
143;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2013 1e kwartaal;3985.0
144;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2013 2e kwartaal;4558.0
145;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2013 3e kwartaal;4403.0
146;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2013 4e kwartaal;4375.0
147;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2013;4330.0
148;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2014 1e kwartaal;4351.0
149;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2014 2e kwartaal;4325.0
150;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2014 3e kwartaal;4202.0
151;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2014 4e kwartaal;4204.0
152;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2014;4270.0
153;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2015 1e kwartaal;4224.0
154;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2015 2e kwartaal;4282.0
155;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2015 3e kwartaal;4203.0
156;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2015 4e kwartaal;4244.0
157;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2015;4238.0
158;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2016 1e kwartaal;4274.0
159;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2016 2e kwartaal;4283.0
160;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2016 3e kwartaal;4222.0
161;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2016 4e kwartaal;4216.0
162;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2016;4249.0
163;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2017 1e kwartaal;4179.0
164;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2017 2e kwartaal;4174.0
165;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2017 3e kwartaal;4114.0
166;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2017 4e kwartaal;4184.0
167;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2017;4163.0
168;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2018 1e kwartaal;4257.0
169;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2018 2e kwartaal;4279.0
170;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2018 3e kwartaal;4212.0
171;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2018 4e kwartaal;4212.0
172;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2018;4240.0
173;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2019 1e kwartaal;4254.0
174;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2019 2e kwartaal;4270.0
175;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2019 3e kwartaal;4177.0
176;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2019 4e kwartaal;4185.0
177;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2019;4222.0
178;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2020 1e kwartaal;4205.0
179;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2020 2e kwartaal;4169.0
180;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2020 3e kwartaal;4078.0
181;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2020 4e kwartaal;4097.0
182;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2020;4137.0
183;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2021 1e kwartaal;4100.0
184;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2021 2e kwartaal;4095.0
185;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;00 Algemeen;2021 3e kwartaal;
186;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2003 1e kwartaal;549.0
187;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2003 2e kwartaal;567.0
188;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2003 3e kwartaal;561.0
189;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2003 4e kwartaal;568.0
190;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2003;561.0
191;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2004 1e kwartaal;590.0
192;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2004 2e kwartaal;602.0
193;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2004 3e kwartaal;608.0
194;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2004 4e kwartaal;621.0
195;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2004;605.0
196;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2005 1e kwartaal;618.0
197;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2005 2e kwartaal;613.0
198;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2005 3e kwartaal;609.0
199;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2005 4e kwartaal;615.0
200;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2005;614.0
201;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2006 1e kwartaal;606.0
202;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2006 2e kwartaal;619.0
203;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2006 3e kwartaal;623.0
204;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2006 4e kwartaal;616.0
205;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2006;616.0
206;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2007 1e kwartaal;617.0
207;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2007 2e kwartaal;633.0
208;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2007 3e kwartaal;642.0
209;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2007 4e kwartaal;644.0
210;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2007;634.0
211;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2008 1e kwartaal;635.0
212;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2008 2e kwartaal;646.0
213;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2008 3e kwartaal;652.0
214;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2008 4e kwartaal;631.0
215;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2008;641.0
216;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2009 1e kwartaal;638.0
217;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2009 2e kwartaal;642.0
218;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2009 3e kwartaal;655.0
219;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2009 4e kwartaal;661.0
220;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2009;649.0
221;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2010 1e kwartaal;658.0
222;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2010 2e kwartaal;661.0
223;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2010 3e kwartaal;657.0
224;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2010 4e kwartaal;658.0
225;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2010;659.0
226;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2011 1e kwartaal;653.0
227;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2011 2e kwartaal;659.0
228;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2011 3e kwartaal;654.0
229;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2011 4e kwartaal;664.0
230;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2011;658.0
231;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2012 1e kwartaal;653.0
232;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2012 2e kwartaal;657.0
233;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2012 3e kwartaal;658.0
234;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2012 4e kwartaal;623.0
235;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2012;648.0
236;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2013 1e kwartaal;510.0
237;Totaal mannen en vrouwen;15 jaar of ouder;Totaal ;Totaal;01 Onderwijs;2013 2e kwartaal;583.0
