ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;SpreektEenTaal_1;SpreektMeerDanEenTaal_2;Papiaments_3;Engels_4;Nederlands_5;Spaans_6;Anders_7;Papiaments_8;Engels_9;Nederlands_10;Spaans_11;Anders_12
29;Geslacht: mannen;Percentage;Bonaire;2021;10.0;90.1;87.7;76.2;76.3;76.2;10.1;63.6;6.1;13.5;15.5;1.4
30;Geslacht: mannen;Percentage;Sint-Eustatius;2013;30.2;69.8;27.5;98.3;48.3;41.9;14.7;;91.8;5.2;;
31;Geslacht: mannen;Percentage;Sint-Eustatius;2017/2018;53.5;46.5;18.4;93.5;28.5;29.9;8.9;;83.5;2.5;11.4;2.3
32;Geslacht: mannen;Percentage;Sint-Eustatius;2021;52.1;47.9;16.0;97.6;31.8;27.8;4.1;;85.4;2.4;9.2;2.0
33;Geslacht: mannen;Percentage;Saba;2013;44.7;55.3;8.1;100.0;27.1;25.4;28.8;;95.4;;;
34;Geslacht: mannen;Percentage;Saba;2017/2018;35.7;64.3;14.7;98.6;32.6;25.9;29.9;;88.1;3.1;;6.2
35;Geslacht: mannen;Percentage;Saba;2021;44.2;55.9;15.2;97.6;31.0;30.0;15.7;;85.9;;8.2;3.6
36;Geslacht: mannen;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.1;3.1;3.9;3.3;3.9;3.9;3.0;4.1;3.7;2.6;2.9;0.8
37;Geslacht: mannen;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.0;3.0;3.3;2.8;3.4;3.4;2.6;3.3;3.3;2.0;2.3;1.3
38;Geslacht: mannen;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.2;3.2;3.5;2.4;3.5;3.5;2.1;3.3;3.5;1.9;2.3;1.0
39;Geslacht: mannen;Betrouwbaarheidsmarge;Bonaire;2013;3.0;3.0;3.5;4.3;4.2;3.9;3.5;4.7;2.2;3.3;3.8;0.9
40;Geslacht: mannen;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.2;3.2;3.1;4.0;4.1;4.0;3.3;4.2;2.3;3.0;3.1;1.6
41;Geslacht: mannen;Betrouwbaarheidsmarge;Bonaire;2021;2.9;2.9;3.2;4.2;4.2;4.2;3.0;4.7;2.3;3.4;3.5;1.1
42;Geslacht: mannen;Betrouwbaarheidsmarge;Sint-Eustatius;2013;10.4;10.4;10.2;3.0;11.4;11.2;8.1;;6.3;5.1;;
43;Geslacht: mannen;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;6.9;6.9;5.4;3.4;6.3;6.4;4.0;;5.2;2.2;4.4;2.1
44;Geslacht: mannen;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.4;6.4;4.7;2.0;6.0;5.8;2.6;;4.5;2.0;3.7;1.8
45;Geslacht: mannen;Betrouwbaarheidsmarge;Saba;2013;11.5;11.5;6.3;;10.3;10.1;10.5;;4.9;;;
46;Geslacht: mannen;Betrouwbaarheidsmarge;Saba;2017/2018;8.4;8.4;6.2;2.1;8.2;7.7;8.0;;5.7;3.0;;4.2
47;Geslacht: mannen;Betrouwbaarheidsmarge;Saba;2021;8.3;8.3;6.0;2.5;7.7;7.6;6.1;;5.8;;4.6;3.1
48;Geslacht: vrouwen;Percentage;Caribisch Nederland;2013;16.3;83.8;72.5;80.7;69.9;62.1;14.2;49.5;23.1;14.5;10.9;2.0
49;Geslacht: vrouwen;Percentage;Caribisch Nederland;2017/2018;21.1;78.9;61.3;79.8;61.5;59.3;14.0;37.9;32.8;13.0;14.2;2.1
50;Geslacht: vrouwen;Percentage;Caribisch Nederland;2021;25.3;74.7;53.0;85.1;59.0;55.2;9.1;31.1;41.7;10.9;14.9;1.4
51;Geslacht: vrouwen;Percentage;Bonaire;2013;9.1;90.9;90.1;75.7;78.1;72.2;14.2;66.3;3.4;17.6;11.3;1.3
52;Geslacht: vrouwen;Percentage;Bonaire;2017/2018;11.4;88.6;90.2;71.2;75.1;72.6;14.3;61.3;5.6;18.5;13.4;1.2
53;Geslacht: vrouwen;Percentage;Bonaire;2021;7.1;92.9;89.0;77.6;76.8;75.8;11.8;61.1;5.1;16.6;15.2;2.1
54;Geslacht: vrouwen;Percentage;Sint-Eustatius;2013;34.4;65.7;22.2;93.0;51.5;34.6;11.8;;75.7;7.7;12.9;
55;Geslacht: vrouwen;Percentage;Sint-Eustatius;2017/2018;41.0;59.0;23.4;91.9;44.2;38.0;8.3;2.5;76.9;3.6;14.8;
56;Geslacht: vrouwen;Percentage;Sint-Eustatius;2021;44.8;55.2;21.6;89.5;44.8;35.3;2.6;;77.0;4.8;16.4;
57;Geslacht: vrouwen;Percentage;Saba;2013;42.1;57.9;18.5;99.2;37.3;28.7;17.9;;90.5;;;
58;Geslacht: vrouwen;Percentage;Saba;2017/2018;28.9;71.1;6.7;95.3;35.3;39.4;21.5;;72.1;5.8;16.3;5.5
59;Geslacht: vrouwen;Percentage;Saba;2021;41.3;58.7;9.4;97.5;35.0;33.6;12.4;;80.8;5.8;11.6;
60;Geslacht: vrouwen;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.3;3.3;3.9;3.5;4.0;4.3;3.1;4.4;3.7;3.1;2.7;1.2
61;Geslacht: vrouwen;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;2.8;2.8;3.4;2.8;3.4;3.4;2.4;3.4;3.3;2.3;2.4;1.0
62;Geslacht: vrouwen;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.1;3.1;3.6;2.6;3.5;3.6;2.1;3.4;3.6;2.3;2.6;0.8
63;Geslacht: vrouwen;Betrouwbaarheidsmarge;Bonaire;2013;3.0;3.0;3.1;4.4;4.2;4.6;3.6;4.8;1.9;3.9;3.3;1.2
64;Geslacht: vrouwen;Betrouwbaarheidsmarge;Bonaire;2017/2018;2.8;2.8;2.7;4.0;3.9;4.0;3.1;4.4;2.0;3.5;3.0;1.0
65;Geslacht: vrouwen;Betrouwbaarheidsmarge;Bonaire;2021;2.6;2.6;3.2;4.3;4.3;4.4;3.3;5.0;2.2;3.8;3.7;1.5
66;Geslacht: vrouwen;Betrouwbaarheidsmarge;Sint-Eustatius;2013;12.3;12.3;10.7;6.6;12.9;12.3;8.3;;11.1;6.9;8.6;
67;Geslacht: vrouwen;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;7.1;7.1;6.1;3.9;7.2;7.0;4.0;2.2;6.1;2.7;5.1;
68;Geslacht: vrouwen;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.4;6.4;5.3;4.0;6.4;6.2;2.1;;5.5;2.8;4.8;
69;Geslacht: vrouwen;Betrouwbaarheidsmarge;Saba;2013;11.4;11.4;8.9;2.0;11.1;10.3;8.8;;6.7;;;
70;Geslacht: vrouwen;Betrouwbaarheidsmarge;Saba;2017/2018;8.0;8.0;4.4;3.7;8.4;8.6;7.2;;7.9;4.1;6.5;4.0
71;Geslacht: vrouwen;Betrouwbaarheidsmarge;Saba;2021;8.2;8.2;4.9;2.6;7.9;7.9;5.5;;6.5;3.9;5.3;
72;Leeftijd: 15 tot 45 jaar;Percentage;Caribisch Nederland;2013;16.9;83.2;65.6;83.6;68.5;65.6;13.6;44.9;28.0;10.9;14.0;2.1
73;Leeftijd: 15 tot 45 jaar;Percentage;Caribisch Nederland;2017/2018;22.6;77.3;58.3;82.2;58.8;57.1;14.1;36.6;36.9;9.6;12.9;4.1
74;Leeftijd: 15 tot 45 jaar;Percentage;Caribisch Nederland;2021;24.9;75.1;52.0;87.2;57.7;56.7;8.1;30.3;43.2;8.3;15.8;2.4
75;Leeftijd: 15 tot 45 jaar;Percentage;Bonaire;2013;9.5;90.5;85.0;78.7;78.9;78.2;12.8;62.1;5.8;14.0;16.2;1.9
76;Leeftijd: 15 tot 45 jaar;Percentage;Bonaire;2017/2018;13.5;86.6;89.7;73.5;73.6;71.7;11.8;61.1;6.5;14.0;14.6;3.8
77;Leeftijd: 15 tot 45 jaar;Percentage;Bonaire;2021;5.5;94.5;91.2;80.3;79.3;79.7;9.8;59.8;5.6;13.0;18.4;3.2
78;Leeftijd: 15 tot 45 jaar;Percentage;Sint-Eustatius;2013;29.3;70.7;19.2;94.0;49.9;37.3;12.7;;82.5;;10.6;
79;Leeftijd: 15 tot 45 jaar;Percentage;Sint-Eustatius;2017/2018;42.9;57.1;17.1;93.7;40.0;36.3;7.5;;82.0;;11.5;3.4
80;Leeftijd: 15 tot 45 jaar;Percentage;Sint-Eustatius;2021;44.1;55.9;17.4;92.8;41.0;33.0;2.4;;79.5;3.5;14.8;
81;Leeftijd: 15 tot 45 jaar;Percentage;Saba;2013;46.6;53.4;8.6;99.4;28.7;25.2;20.6;;91.7;;5.0;
82;Leeftijd: 15 tot 45 jaar;Percentage;Saba;2017/2018;26.9;73.1;7.8;96.6;34.0;35.6;30.3;;79.0;6.1;9.2;5.7
83;Leeftijd: 15 tot 45 jaar;Percentage;Saba;2021;44.7;55.3;4.9;96.3;28.4;34.5;12.3;;83.1;3.7;10.7;
84;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.2;3.2;4.0;3.1;3.9;4.0;2.9;4.2;3.8;2.6;2.9;1.2
85;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;2.9;2.9;3.4;2.6;3.4;3.4;2.4;3.3;3.3;2.0;2.3;1.4
86;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.2;3.2;3.6;2.5;3.6;3.6;2.0;3.4;3.6;2.0;2.7;1.1
87;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2013;2.9;2.9;3.5;4.1;4.1;4.1;3.3;4.8;2.3;3.4;3.7;1.4
88;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.1;3.1;2.7;4.0;4.0;4.1;2.9;4.4;2.2;3.1;3.2;1.7
89;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2021;2.4;2.4;2.9;4.1;4.2;4.2;3.1;5.1;2.4;3.5;4.0;1.8
90;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;10.9;10.9;9.4;5.7;11.9;11.5;8.0;;9.1;;7.4;
91;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;7.2;7.2;5.4;3.5;7.1;7.0;3.8;;5.6;;4.6;2.6
92;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.6;6.6;5.0;3.4;6.5;6.2;2.0;;5.4;2.4;4.7;
93;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2013;10.3;10.3;5.7;1.6;9.3;8.9;8.3;;5.7;;4.5;
94;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;7.3;7.3;4.4;3.0;7.8;7.9;7.5;;6.7;3.9;4.7;3.8
95;Leeftijd: 15 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2021;8.3;8.3;3.6;3.2;7.5;7.9;5.5;;6.3;3.2;5.2;
96;Leeftijd: 45 jaar of ouder;Percentage;Caribisch Nederland;2013;16.7;83.3;74.5;76.5;66.7;64.7;17.1;49.9;23.6;14.3;11.6;
97;Leeftijd: 45 jaar of ouder;Percentage;Caribisch Nederland;2017/2018;26.6;73.4;61.1;76.4;54.8;55.0;17.7;37.8;33.7;12.8;13.9;1.9
98;Leeftijd: 45 jaar of ouder;Percentage;Caribisch Nederland;2021;29.2;70.8;53.9;84.6;55.9;52.0;10.2;33.9;43.0;10.5;11.5;1.0
99;Leeftijd: 45 jaar of ouder;Percentage;Bonaire;2013;10.8;89.2;88.7;69.6;73.1;73.2;16.8;65.4;3.2;16.8;14.2;
100;Leeftijd: 45 jaar of ouder;Percentage;Bonaire;2017/2018;14.5;85.6;84.7;66.3;67.7;69.4;20.3;59.5;6.6;18.0;14.5;1.4
101;Leeftijd: 45 jaar of ouder;Percentage;Bonaire;2021;11.4;88.7;85.8;73.8;74.2;72.8;11.9;64.7;5.5;16.7;12.7;
102;Leeftijd: 45 jaar of ouder;Percentage;Sint-Eustatius;2013;34.8;65.2;31.5;98.0;49.4;40.2;14.1;;87.0;8.1;;
103;Leeftijd: 45 jaar of ouder;Percentage;Sint-Eustatius;2017/2018;51.6;48.4;24.2;91.8;32.4;31.5;9.7;;78.8;4.9;14.5;
104;Leeftijd: 45 jaar of ouder;Percentage;Sint-Eustatius;2021;52.4;47.6;20.0;94.3;35.7;30.2;4.3;;82.7;3.7;10.9;
105;Leeftijd: 45 jaar of ouder;Percentage;Saba;2013;38.0;62.0;21.4;100.0;38.3;30.3;27.9;;95.0;;;
106;Leeftijd: 45 jaar of ouder;Percentage;Saba;2017/2018;39.5;60.5;14.6;97.4;33.9;28.6;19.6;;81.6;;9.8;6.0
107;Leeftijd: 45 jaar of ouder;Percentage;Saba;2021;40.8;59.3;19.7;98.9;37.7;29.1;15.7;;83.6;4.5;9.1;
108;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.2;3.2;3.7;3.6;4.1;4.1;3.2;4.3;3.7;3.0;2.8;
109;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.0;3.0;3.3;2.9;3.4;3.4;2.6;3.3;3.2;2.3;2.4;0.9
110;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.2;3.2;3.5;2.5;3.5;3.5;2.1;3.3;3.4;2.1;2.2;0.7
111;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2013;3.1;3.1;3.1;4.6;4.4;4.4;3.7;4.7;1.7;3.7;3.5;
112;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.0;3.0;3.1;4.0;4.0;3.9;3.4;4.2;2.1;3.3;3.0;1.0
113;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2021;3.1;3.1;3.4;4.3;4.3;4.3;3.1;4.6;2.2;3.6;3.2;
114;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2013;11.6;11.6;11.3;3.4;12.2;12.0;8.5;;8.2;6.7;;
115;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;6.9;6.9;5.9;3.8;6.5;6.4;4.1;;5.7;3.0;4.9;
116;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.3;6.3;5.0;2.9;6.0;5.8;2.5;;4.8;2.4;3.9;
117;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Saba;2013;13.0;13.0;11.0;;13.0;12.3;12.0;;5.8;;;
118;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Saba;2017/2018;9.3;9.3;6.7;3.0;9.0;8.6;7.5;;7.4;;5.6;4.5
119;Leeftijd: 45 jaar of ouder;Betrouwbaarheidsmarge;Saba;2021;8.2;8.2;6.6;1.8;8.1;7.5;6.0;;6.2;3.4;4.8;
120;Leeftijd: 15 tot 25 jaar;Percentage;Caribisch Nederland;2013;13.5;86.5;67.3;90.8;74.0;55.9;15.7;50.5;35.9;4.7;6.3;2.6
121;Leeftijd: 15 tot 25 jaar;Percentage;Caribisch Nederland;2017/2018;20.5;79.5;59.6;85.9;65.8;59.8;9.7;45.1;39.1;5.2;7.4;3.2
122;Leeftijd: 15 tot 25 jaar;Percentage;Caribisch Nederland;2021;30.2;69.8;50.7;90.6;57.4;55.6;3.6;35.7;45.3;5.4;13.5;
123;Leeftijd: 15 tot 25 jaar;Percentage;Bonaire;2013;4.5;95.5;95.0;86.4;90.5;68.9;13.3;74.5;10.8;5.3;6.6;
124;Leeftijd: 15 tot 25 jaar;Percentage;Bonaire;2017/2018;12.1;87.9;96.8;77.3;84.0;73.0;9.5;76.1;6.6;6.7;8.3;
125;Leeftijd: 15 tot 25 jaar;Percentage;Bonaire;2021;8.8;91.2;93.3;84.6;87.9;79.3;5.2;69.7;;10.8;15.7;
126;Leeftijd: 15 tot 25 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;
127;Leeftijd: 15 tot 25 jaar;Percentage;Sint-Eustatius;2017/2018;;;;;;;;;;;;
128;Leeftijd: 15 tot 25 jaar;Percentage;Sint-Eustatius;2021;52.8;47.2;11.6;94.8;28.1;30.9;0.0;;85.0;;12.9;
129;Leeftijd: 15 tot 25 jaar;Percentage;Saba;2013;;;;;;;;;;;;
130;Leeftijd: 15 tot 25 jaar;Percentage;Saba;2017/2018;;;;;;;;;;;;
131;Leeftijd: 15 tot 25 jaar;Percentage;Saba;2021;;;;;;;;;;;;
132;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;5.3;5.3;7.2;4.4;6.7;7.6;5.6;7.7;7.4;3.3;3.7;2.5
133;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;5.2;5.2;6.4;4.5;6.2;6.4;3.8;6.5;6.3;2.9;3.4;2.3
134;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;6.8;6.8;7.4;4.3;7.3;7.4;2.8;7.1;7.4;3.4;5.1;
135;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2013;3.9;3.9;4.1;6.4;5.5;8.7;6.4;8.2;5.8;4.2;4.7;
136;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;5.5;5.5;3.0;7.1;6.2;7.5;5.0;7.3;4.2;4.2;4.7;
137;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Bonaire;2021;5.9;5.9;5.2;7.5;6.8;8.5;4.6;9.6;;6.5;7.6;
138;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;
139;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;;;;;;;;;;;;
140;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;13.0;13.0;8.3;5.8;11.7;12.0;0.0;;9.3;;8.7;
141;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;
142;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;;;;;;;;;;;;
143;Leeftijd: 15 tot 25 jaar;Betrouwbaarheidsmarge;Saba;2021;;;;;;;;;;;;
144;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2013;18.3;81.7;64.8;80.5;66.2;69.7;12.7;42.5;24.6;13.6;17.3;1.9
145;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2017/2018;23.5;76.4;57.8;80.8;55.9;56.0;15.9;33.2;36.0;11.4;15.1;4.4
146;Leeftijd: 25 tot 45 jaar;Percentage;Caribisch Nederland;2021;23.1;76.9;52.4;86.1;57.8;57.0;9.5;28.5;42.5;9.3;16.6;3.2
147;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2013;11.4;88.6;81.1;75.7;74.3;81.9;12.5;57.3;3.8;17.4;20.0;1.5
148;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2017/2018;14.0;86.0;86.9;71.9;69.5;71.1;12.7;55.2;6.5;16.9;17.0;4.4
149;Leeftijd: 25 tot 45 jaar;Percentage;Bonaire;2021;4.4;95.6;90.5;78.8;76.5;79.8;11.3;56.5;6.2;13.8;19.3;4.2
150;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;
151;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2017/2018;42.3;57.7;21.2;93.0;39.3;37.0;8.2;;80.5;;13.8;3.8
152;Leeftijd: 25 tot 45 jaar;Percentage;Sint-Eustatius;2021;41.0;59.0;19.5;92.1;45.7;33.7;3.3;;77.5;4.8;15.5;
153;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2013;;;;;;;;;;;;
154;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2017/2018;30.0;70.0;7.1;94.8;31.7;29.3;38.4;;76.5;8.0;10.1;5.4
155;Leeftijd: 25 tot 45 jaar;Percentage;Saba;2021;43.2;56.8;6.2;95.3;29.7;34.8;14.1;;80.8;4.7;11.4;
156;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.9;3.9;4.8;4.0;4.8;4.6;3.4;5.0;4.3;3.4;3.8;1.4
157;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.5;3.5;4.0;3.2;4.1;4.1;3.0;3.9;3.9;2.6;2.9;1.7
158;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.5;3.5;4.2;2.9;4.2;4.2;2.5;3.8;4.2;2.5;3.1;1.5
159;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2013;3.7;3.7;4.6;5.0;5.1;4.5;3.9;5.8;2.3;4.4;4.7;1.5
160;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;3.7;3.7;3.6;4.8;4.9;4.8;3.5;5.3;2.6;4.0;4.0;2.2
161;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Bonaire;2021;2.5;2.5;3.5;4.9;5.1;4.8;3.8;5.9;2.9;4.1;4.7;2.4
162;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;
163;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;8.3;8.3;6.8;4.3;8.2;8.1;4.6;;6.6;;5.8;3.2
164;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.6;7.6;6.1;4.2;7.7;7.3;2.8;;6.5;3.3;5.6;
165;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;
166;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;9.3;9.3;5.2;4.5;9.4;9.2;9.8;;8.6;5.5;6.1;4.6
167;Leeftijd: 25 tot 45 jaar;Betrouwbaarheidsmarge;Saba;2021;9.3;9.3;4.5;4.0;8.6;8.9;6.5;;7.4;4.0;6.0;
