ID;Geslacht;SBI93;Perioden;TotaalAantalBanen_1;DoorlopendeBanen_2;Instroom_3;Uitstroom_4;SaldoVanInstroomEnUitstroom_5;Arbeidsverloop_6;GemiddeldeBaanduurBinnenHetJaar_7;GemiddeldAantalBanen_8;RelatiefArbeidsverloop_9;DoorlopendeBanenAlsVanGemAantal_10;TotaalAantalBanen_11;DoorlopendeBanen_12;Instroom_13;Uitstroom_14;SaldoVanInstroomEnUitstroom_15;Arbeidsverloop_16;GemiddeldeBaanduurBinnenHetJaar_17;GemiddeldAantalBanen_18;RelatiefArbeidsverloop_19;DoorlopendeBanenAlsVanGemAantal_20;TotaalAantalBanen_21;Instroom_22;Uitstroom_23;SaldoVanInstroomEnUitstroom_24;Arbeidsverloop_25;GemiddeldeBaanduurBinnenHetJaar_26;GemiddeldAantalBanen_27;RelatiefArbeidsverloop_28;TotaalAantalBanen_29;Instroom_30;Uitstroom_31;SaldoVanInstroomEnUitstroom_32;Arbeidsverloop_33;GemiddeldeBaanduurBinnenHetJaar_34;GemiddeldAantalBanen_35;RelatiefArbeidsverloop_36;TotaalAantalBanen_37;DoorlopendeBanen_38;Instroom_39;Uitstroom_40;SaldoVanInstroomEnUitstroom_41;Arbeidsverloop_42;GemiddeldeBaanduurBinnenHetJaar_43;GemiddeldAantalBanen_44;RelatiefArbeidsverloop_45;DoorlopendeBanenAlsVanGemAantal_46;Baancreatie_47;Baanvernietiging_48;SaldoBaancreatieEnBaanvernietiging_49;Baanreallocatie_50;BaanreallocatieAlsGemAantalBanen_51;TotaalAantalBanen_52;DoorlopendeBanen_53;Instroom_54;Uitstroom_55;SaldoVanInstroomEnUitstroom_56;Arbeidsverloop_57;GemiddeldeBaanduurBinnenHetJaar_58;GemiddeldAantalBanen_59;RelatiefArbeidsverloop_60;DoorlopendeBanenAlsVanGemAantal_61;TotaalAantalWerkzamePerioden_62;DoorlopendeWerkzamePerioden_63;Instroom_64;Uitstroom_65;SaldoVanInstroomEnUitstroom_66;Arbeidsverloop_67;GemDuurWerkzamePerBinnenHetJaar_68;GemiddeldAantalWerkzamePerioden_69;RelatiefArbeidsverloop_70;DoorlopendeWerkzamePerAlsGem_71;TotaalAantalWerkzamePerioden_72;DoorlopendeWerkzamePerioden_73;Instroom_74;Uitstroom_75;SaldoVanInstroomEnUitstroom_76;Arbeidsverloop_77;GemDuurWerkzamePerBinnenHetJaar_78;GemiddeldAantalWerkzamePerioden_79;RelatiefArbeidsverloop_80;DoorlopendeWerkzamePerAlsGem_81;Baanwisselaars_82;BaanwisselaarsAlsVanHetTotaal_83;TotaalAantalWerkzamePerioden_84;DoorlopendeWerkzamePerioden_85;Instroom_86;Uitstroom_87;SaldoVanInstroomEnUitstroom_88;Arbeidsverloop_89;GemDuurWerkzamePerBinnenHetJaar_90;GemiddeldAantalWerkzamePerioden_91;RelatiefArbeidsverloop_92;DoorlopendeWerkzamePerAlsGem_93
10;9;1;2003;426.0;237.0;155.0;160.0;-4.0;315.0;259.0;303;37.0;78.0;256.0;81.0;150.0;150.0;0.0;300.0;189.0;133.0;59.0;61.0;102.0;102.0;102.0;0.0;204.0;35.0;10.0;100.0;32.0;28.0;28.0;0.0;56.0;176.0;15.0;88.0;122.0;81.0;20.0;20.0;0.0;40.0;323.0;108.0;17.0;75.0;12.0;12.0;0.0;24.0;18.0;170;156;5;10;-5;15;365.0;170;4.0;92.0;370.0;230.0;117.0;119.0;-2.0;236.0;275.0;278;32.0;83.0;217.0;85.0;115.0;112.0;3.0;227.0;210.0;125;52.0;68.0;21.0;10.0;154;145;2;7;-4;9;365.0;154;3.0;95.0
11;9;1;2004;415.0;229.0;154.0;159.0;-5.0;313.0;260.0;294;38.0;78.0;254.0;79.0;149.0;153.0;-4.0;302.0;192.0;133.0;59.0;59.0;103.0;102.0;103.0;0.0;205.0;36.0;10.0;100.0;32.0;28.0;29.0;-1.0;56.0;189.0;16.0;89.0;120.0;79.0;19.0;22.0;-3.0;41.0;328.0;107.0;17.0;74.0;11.0;15.0;-4.0;27.0;20.0;161;150;5;6;-1;11;366.0;161;4.0;93.0;362.0;223.0;118.0;119.0;-2.0;237.0;274.0;271;33.0;82.0;217.0;85.0;115.0;115.0;1.0;230.0;212.0;125;53.0;67.0;20.0;9.0;146;139;2;5;-2;7;366.0;146;2.0;95.0
12;9;1;2005;387.0;223.0;130.0;138.0;-7.0;268.0;273.0;289;35.0;77.0;227.0;78.0;126.0;128.0;-2.0;253.0;208.0;130.0;56.0;60.0;78.0;78.0;78.0;0.0;155.0;35.0;8.0;100.0;33.0;30.0;29.0;0.0;59.0;194.0;17.0;90.0;116.0;78.0;18.0;20.0;-2.0;39.0;328.0;105.0;17.0;74.0;11.0;13.0;-2.0;24.0;18.0;159;146;5;10;-5;15;365.0;159;5.0;92.0;341.0;219.0;100.0;103.0;-3.0;203.0;284.0;266;30.0;83.0;197.0;84.0;98.0;96.0;2.0;194.0;225.0;122;49.0;69.0;19.0;10.0;144;136;2;7;-5;9;365.0;144;3.0;94.0
13;9;1;2006;404.0;215.0;159.0;155.0;4.0;313.0;257.0;284;39.0;76.0;250.0;74.0;150.0;148.0;3.0;298.0;190.0;130.0;60.0;57.0;97.0;97.0;97.0;0.0;194.0;35.0;9.0;100.0;33.0;30.0;29.0;1.0;59.0;181.0;17.0;89.0;120.0;74.0;24.0;22.0;2.0;45.0;318.0;104.0;19.0;71.0;16.0;14.0;3.0;30.0;23.0;154;140;8;7;1;15;365.0;154;5.0;91.0;355.0;211.0;124.0;118.0;6.0;243.0;269.0;262;34.0;81.0;216.0;80.0;120.0;114.0;6.0;233.0;207.0;122;54.0;65.0;16.0;7.0;139;131;4;5;0;9;365.0;139;3.0;94.0
14;9;1;2007;397.0;212.0;152.0;150.0;3.0;302.0;258.0;281;38.0;76.0;248.0;76.0;145.0;143.0;2.0;288.0;194.0;132.0;58.0;58.0;90.0;90.0;90.0;0.0;180.0;35.0;9.0;99.0;36.0;32.0;31.0;0.0;63.0;177.0;17.0;88.0;122.0;76.0;24.0;22.0;2.0;46.0;316.0;106.0;19.0;72.0;16.0;13.0;2.0;29.0;22.0;149;136;7;7;0;13;365.0;149;4.0;91.0;349.0;210.0;119.0;113.0;6.0;232.0;271.0;259;33.0;81.0;214.0;82.0;116.0;109.0;6.0;225.0;212.0;124;52.0;66.0;17.0;8.0;135;127;3;4;-1;8;365.0;135;3.0;95.0
15;9;1;2008;383.0;216.0;136.0;138.0;-2.0;274.0;265.0;277;36.0;78.0;235.0;78.0;131.0;132.0;0.0;263.0;201.0;129.0;56.0;60.0;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;13.0;0.0;25.0;19.0;148;138;5;7;-2;11;366.0;148;4.0;93.0;336.0;211.0;105.0;104.0;1.0;209.0;278.0;255;31.0;83.0;202.0;83.0;103.0;100.0;3.0;202.0;219.0;121;50.0;69.0;16.0;8.0;134;128;2;4;-2;7;366.0;134;2.0;96.0
16;9;2;2001;11.0;8.0;2.0;1.0;0.0;3.0;323.0;9;15.0;84.0;10.0;8.0;2.0;1.0;0.0;3.0;321.0;9.0;15.0;85.0;0.0;0.0;0.0;0.0;0.0;;0.0;;1.0;0.0;0.0;0.0;1.0;159.0;0.0;72.0;9.0;8.0;1.0;1.0;0.0;2.0;338.0;9.0;10.0;87.0;1.0;0.0;0.0;1.0;9.0;0;0;0;0;0;0;;0;;;10.0;8.0;1.0;1.0;0.0;2.0;339.0;9;9.0;91.0;10.0;8.0;1.0;1.0;0.0;2.0;338.0;9;9.0;91.0;1.0;7.0;0;0;0;0;0;0;;0;;
17;9;2;2002;11.0;8.0;2.0;1.0;0.0;3.0;326.0;10;14.0;86.0;11.0;8.0;2.0;1.0;0.0;3.0;325.0;9.0;14.0;87.0;0.0;0.0;0.0;0.0;0.0;;0.0;;1.0;0.0;0.0;0.0;1.0;152.0;0.0;73.0;10.0;8.0;1.0;1.0;0.0;2.0;341.0;9.0;8.0;89.0;0.0;0.0;0.0;1.0;6.0;0;0;0;0;0;0;;0;;;11.0;9.0;1.0;1.0;0.0;2.0;340.0;10;9.0;91.0;10.0;9.0;1.0;1.0;0.0;2.0;339.0;9;9.0;91.0;1.0;5.0;0;0;0;0;0;0;;0;;
18;9;2;2003;11.0;8.0;1.0;1.0;0.0;3.0;328.0;9;13.0;86.0;10.0;8.0;1.0;1.0;0.0;3.0;328.0;9.0;13.0;86.0;0.0;0.0;0.0;0.0;0.0;;0.0;;1.0;0.0;0.0;0.0;1.0;159.0;0.0;75.0;10.0;8.0;1.0;1.0;0.0;2.0;342.0;9.0;8.0;89.0;0.0;0.0;0.0;1.0;8.0;0;0;0;0;0;0;;0;;;10.0;9.0;1.0;1.0;0.0;2.0;342.0;9;9.0;91.0;10.0;9.0;1.0;1.0;0.0;2.0;341.0;9;9.0;91.0;0.0;;0;0;0;0;0;0;;0;;
19;9;2;2004;10.0;8.0;1.0;1.0;0.0;2.0;332.0;9;12.0;88.0;10.0;8.0;1.0;1.0;0.0;2.0;332.0;9.0;12.0;88.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;1.0;;0.0;;9.0;8.0;1.0;1.0;0.0;1.0;346.0;9.0;8.0;90.0;0.0;0.0;0.0;1.0;6.0;0;0;0;0;0;0;;0;;;10.0;8.0;1.0;1.0;0.0;2.0;344.0;9;8.0;92.0;10.0;8.0;1.0;1.0;0.0;2.0;344.0;9;8.0;92.0;0.0;;0;0;0;0;0;0;;0;;
20;9;2;2005;9.0;7.0;1.0;1.0;0.0;3.0;319.0;8;15.0;85.0;9.0;7.0;1.0;1.0;0.0;3.0;319.0;8.0;15.0;85.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;1.0;;0.0;;8.0;7.0;1.0;1.0;0.0;2.0;334.0;8.0;10.0;87.0;0.0;0.0;0.0;1.0;9.0;0;0;0;0;0;0;;0;;;8.0;7.0;1.0;1.0;0.0;1.0;341.0;8;8.0;92.0;8.0;7.0;1.0;1.0;0.0;1.0;341.0;8;8.0;92.0;1.0;7.0;0;0;0;0;0;0;;0;;
21;9;2;2006;9.0;6.0;2.0;1.0;0.0;3.0;311.0;8;18.0;83.0;9.0;6.0;2.0;1.0;0.0;3.0;311.0;8.0;18.0;83.0;0.0;0.0;0.0;0.0;1.0;;0.0;;1.0;0.0;0.0;0.0;1.0;159.0;0.0;73.0;8.0;6.0;1.0;1.0;0.0;2.0;331.0;7.0;11.0;86.0;0.0;0.0;0.0;1.0;10.0;0;0;0;0;0;0;;0;;;8.0;7.0;1.0;1.0;0.0;2.0;334.0;8;10.0;90.0;8.0;7.0;1.0;1.0;0.0;2.0;334.0;8;10.0;90.0;1.0;9.0;0;0;0;0;0;0;;0;;
22;9;2;2007;9.0;6.0;2.0;1.0;0.0;3.0;315.0;8;17.0;83.0;9.0;6.0;2.0;1.0;0.0;3.0;315.0;8.0;17.0;83.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;1.0;;0.0;;8.0;6.0;1.0;1.0;0.0;2.0;332.0;7.0;11.0;86.0;0.0;0.0;0.0;1.0;10.0;0;0;0;0;0;0;;0;;;8.0;7.0;1.0;1.0;0.0;2.0;337.0;8;10.0;90.0;8.0;7.0;1.0;1.0;0.0;2.0;336.0;8;10.0;90.0;1.0;8.0;0;0;0;0;0;0;;0;;
23;9;2;2008;9.0;6.0;2.0;1.0;0.0;3.0;315.0;8;17.0;83.0;9.0;6.0;2.0;1.0;0.0;3.0;314.0;7.0;17.0;83.0;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;0.0;1.0;11.0;0;0;0;0;0;0;;0;;;8.0;7.0;1.0;1.0;0.0;2.0;337.0;8;9.0;92.0;8.0;7.0;1.0;1.0;0.0;2.0;337.0;7;9.0;92.0;1.0;8.0;0;0;0;0;0;0;;0;;
24;9;103;2001;1256.0;860.0;244.0;254.0;-10.0;499.0;308.0;1059;20.0;81.0;1204.0;818.0;240.0;250.0;-10.0;489.0;305.0;1007.0;20.0;81.0;60.0;58.0;58.0;0.0;116.0;36.0;6.0;97.0;97.0;70.0;73.0;-3.0;144.0;170.0;45.0;74.0;1047.0;818.0;111.0;118.0;-7.0;229.0;333.0;956.0;11.0;86.0;44.0;54.0;-10.0;99.0;10.0;51;43;5;5;0;10;365.0;51;9.0;83.0;1136.0;916.0;130.0;141.0;-10.0;271.0;332.0;1032;12.0;89.0;1090.0;874.0;129.0;138.0;-10.0;267.0;330.0;986;12.0;89.0;84.0;8.0;46;42;2;3;-1;4;365.0;46;5.0;91.0
25;9;103;2002;1213.0;853.0;212.0;240.0;-28.0;452.0;311.0;1033;19.0;83.0;1165.0;812.0;208.0;235.0;-27.0;444.0;309.0;985.0;19.0;82.0;56.0;54.0;54.0;0.0;108.0;35.0;5.0;97.0;83.0;59.0;63.0;-4.0;121.0;165.0;37.0;73.0;1026.0;812.0;95.0;119.0;-24.0;214.0;335.0;942.0;10.0;86.0;42.0;70.0;-27.0;112.0;11.0;49;41;4;4;-1;8;365.0;49;8.0;85.0;1104.0;896.0;111.0;141.0;-29.0;252.0;333.0;1008;11.0;89.0;1061.0;856.0;110.0;138.0;-28.0;248.0;332.0;964;12.0;89.0;74.0;7.0;43;40;1;2;-1;4;365.0;43;4.0;92.0
26;9;103;2003;1156.0;843.0;179.0;213.0;-34.0;392.0;316.0;999;17.0;84.0;1106.0;801.0;176.0;208.0;-32.0;384.0;313.0;950.0;17.0;84.0;49.0;48.0;48.0;0.0;96.0;34.0;5.0;97.0;70.0;50.0;53.0;-3.0;103.0;162.0;31.0;73.0;987.0;801.0;78.0;107.0;-29.0;185.0;338.0;914.0;9.0;88.0;33.0;65.0;-32.0;98.0;10.0;49;41;4;5;-2;9;365.0;49;9.0;84.0;1066.0;873.0;99.0;135.0;-35.0;234.0;334.0;975;11.0;90.0;1021.0;832.0;98.0;132.0;-34.0;229.0;333.0;930;11.0;89.0;57.0;6.0;45;41;1;3;-2;4;365.0;45;5.0;91.0
27;9;103;2004;1116.0;825.0;171.0;195.0;-24.0;365.0;318.0;971;16.0;85.0;1065.0;781.0;167.0;192.0;-25.0;358.0;316.0;920.0;17.0;85.0;45.0;44.0;44.0;0.0;87.0;34.0;4.0;97.0;65.0;48.0;48.0;0.0;96.0;162.0;29.0;74.0;955.0;781.0;75.0;99.0;-24.0;174.0;340.0;887.0;9.0;88.0;34.0;59.0;-25.0;93.0;10.0;51;44;4;3;1;7;366.0;51;7.0;87.0;1031.0;853.0;94.0;123.0;-29.0;217.0;336.0;948;11.0;90.0;985.0;810.0;93.0;121.0;-28.0;213.0;335.0;902;11.0;90.0;56.0;6.0;46;43;1;2;0;3;366.0;46;4.0;93.0
28;9;103;2005;1092.0;798.0;167.0;201.0;-35.0;368.0;318.0;952;17.0;84.0;1040.0;754.0;163.0;197.0;-33.0;360.0;316.0;900.0;17.0;84.0;40.0;38.0;39.0;0.0;77.0;35.0;4.0;97.0;69.0;52.0;53.0;-1.0;106.0;169.0;32.0;76.0;931.0;754.0;73.0;105.0;-32.0;177.0;339.0;864.0;10.0;87.0;30.0;63.0;-33.0;93.0;10.0;51;44;3;5;-1;8;365.0;51;8.0;86.0;1006.0;836.0;89.0;118.0;-28.0;207.0;337.0;929;10.0;90.0;959.0;794.0;88.0;115.0;-27.0;203.0;336.0;882;11.0;90.0;56.0;6.0;46;43;1;3;-2;4;365.0;46;4.0;92.0
29;9;103;2006;1105.0;793.0;193.0;193.0;0.0;387.0;313.0;948;18.0;84.0;1054.0;749.0;188.0;190.0;-2.0;378.0;311.0;897.0;18.0;84.0;45.0;44.0;44.0;0.0;88.0;38.0;5.0;97.0;68.0;52.0;48.0;4.0;100.0;156.0;29.0;73.0;940.0;749.0;93.0;98.0;-6.0;191.0;335.0;863.0;10.0;87.0;44.0;46.0;-2.0;90.0;10.0;51;44;5;3;2;9;365.0;51;8.0;85.0;1007.0;839.0;99.0;107.0;-8.0;206.0;335.0;925;10.0;91.0;961.0;795.0;97.0;106.0;-9.0;202.0;334.0;879;11.0;90.0;68.0;7.0;46;43;2;2;0;4;365.0;46;4.0;93.0
30;9;103;2007;1120.0;789.0;207.0;198.0;8.0;405.0;310.0;953;18.0;83.0;1069.0;745.0;202.0;195.0;7.0;397.0;308.0;901.0;19.0;83.0;44.0;43.0;43.0;0.0;85.0;38.0;5.0;97.0;75.0;54.0;52.0;3.0;106.0;154.0;31.0;71.0;950.0;745.0;105.0;100.0;5.0;205.0;332.0;865.0;11.0;86.0;48.0;41.0;7.0;88.0;10.0;52;44;5;4;1;8;365.0;52;8.0;85.0;1014.0;843.0;101.0;107.0;-6.0;208.0;335.0;930;10.0;91.0;968.0;800.0;99.0;105.0;-6.0;204.0;333.0;883;11.0;91.0;81.0;8.0;47;43;2;2;0;4;365.0;47;4.0;92.0
