ID;Arbeidspositie;Gezondheid;Geslacht;Persoonskenmerken;Perioden;NietWerkzameBevolking_1
55;Niet-werkzame bevolking;Totaal;Mannen;Totaal personen;2024;1526.0
56;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2021;330.0
57;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2022;265.0
58;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2023;256.0
59;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2024;267.0
60;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2021;204.0
61;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2022;203.0
62;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2023;204.0
63;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2024;207.0
64;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2021;115.0
65;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2022;117.0
66;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2023;115.0
67;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2024;117.0
68;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2021;90.0
69;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2022;86.0
70;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2023;89.0
71;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2024;91.0
72;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2021;1159.0
73;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2022;1101.0
74;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2023;1057.0
75;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2024;1052.0
76;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2021;140.0
77;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2022;118.0
78;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2023;120.0
79;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2024;119.0
80;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2021;248.0
81;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2022;240.0
82;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2023;223.0
83;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2024;226.0
84;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2021;771.0
85;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2022;744.0
86;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2023;715.0
87;Niet-werkzame bevolking;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2024;707.0
88;Niet-werkzame bevolking;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2021;657.0
89;Niet-werkzame bevolking;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2022;598.0
90;Niet-werkzame bevolking;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2023;598.0
91;Niet-werkzame bevolking;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2024;598.0
92;Niet-werkzame bevolking;Totaal;Mannen;2 Havo, vwo, mbo2-4;2021;605.0
93;Niet-werkzame bevolking;Totaal;Mannen;2 Havo, vwo, mbo2-4;2022;556.0
94;Niet-werkzame bevolking;Totaal;Mannen;2 Havo, vwo, mbo2-4;2023;526.0
95;Niet-werkzame bevolking;Totaal;Mannen;2 Havo, vwo, mbo2-4;2024;535.0
96;Niet-werkzame bevolking;Totaal;Mannen;3 Hbo, wo;2021;406.0
97;Niet-werkzame bevolking;Totaal;Mannen;3 Hbo, wo;2022;392.0
98;Niet-werkzame bevolking;Totaal;Mannen;3 Hbo, wo;2023;374.0
99;Niet-werkzame bevolking;Totaal;Mannen;3 Hbo, wo;2024;375.0
100;Niet-werkzame bevolking;Totaal;Mannen;Onderwijsniveau: onbekend;2021;25.0
101;Niet-werkzame bevolking;Totaal;Mannen;Onderwijsniveau: onbekend;2022;23.0
102;Niet-werkzame bevolking;Totaal;Mannen;Onderwijsniveau: onbekend;2023;19.0
103;Niet-werkzame bevolking;Totaal;Mannen;Onderwijsniveau: onbekend;2024;19.0
104;Niet-werkzame bevolking;Totaal;Vrouwen;Totaal personen;2021;2198.0
105;Niet-werkzame bevolking;Totaal;Vrouwen;Totaal personen;2022;2111.0
106;Niet-werkzame bevolking;Totaal;Vrouwen;Totaal personen;2023;2071.0
107;Niet-werkzame bevolking;Totaal;Vrouwen;Totaal personen;2024;2063.0
108;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2021;270.0
109;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2022;261.0
110;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2023;254.0
111;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2024;255.0
112;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;384.0
113;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;357.0
114;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;358.0
115;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2024;369.0
116;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2021;175.0
117;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2022;170.0
118;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2023;179.0
119;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2024;176.0
120;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;209.0
121;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;187.0
122;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2023;179.0
123;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2024;193.0
124;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2021;1544.0
125;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2022;1493.0
126;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2023;1459.0
127;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2024;1440.0
128;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2021;214.0
129;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2022;208.0
130;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2023;200.0
131;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2024;197.0
132;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2021;439.0
133;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2022;406.0
134;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2023;393.0
135;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2024;388.0
136;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2021;892.0
137;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2022;878.0
138;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2023;866.0
139;Niet-werkzame bevolking;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2024;855.0
140;Niet-werkzame bevolking;Totaal;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;933.0
141;Niet-werkzame bevolking;Totaal;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;896.0
142;Niet-werkzame bevolking;Totaal;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;884.0
143;Niet-werkzame bevolking;Totaal;Vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;860.0
144;Niet-werkzame bevolking;Totaal;Vrouwen;2 Havo, vwo, mbo2-4;2021;743.0
145;Niet-werkzame bevolking;Totaal;Vrouwen;2 Havo, vwo, mbo2-4;2022;704.0
146;Niet-werkzame bevolking;Totaal;Vrouwen;2 Havo, vwo, mbo2-4;2023;689.0
147;Niet-werkzame bevolking;Totaal;Vrouwen;2 Havo, vwo, mbo2-4;2024;690.0
148;Niet-werkzame bevolking;Totaal;Vrouwen;3 Hbo, wo;2021;487.0
149;Niet-werkzame bevolking;Totaal;Vrouwen;3 Hbo, wo;2022;471.0
150;Niet-werkzame bevolking;Totaal;Vrouwen;3 Hbo, wo;2023;467.0
151;Niet-werkzame bevolking;Totaal;Vrouwen;3 Hbo, wo;2024;485.0
152;Niet-werkzame bevolking;Totaal;Vrouwen;Onderwijsniveau: onbekend;2021;35.0
153;Niet-werkzame bevolking;Totaal;Vrouwen;Onderwijsniveau: onbekend;2022;40.0
154;Niet-werkzame bevolking;Totaal;Vrouwen;Onderwijsniveau: onbekend;2023;31.0
155;Niet-werkzame bevolking;Totaal;Vrouwen;Onderwijsniveau: onbekend;2024;29.0
156;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Totaal personen;2021;2305.0
157;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Totaal personen;2022;2070.0
158;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Totaal personen;2023;1955.0
159;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Totaal personen;2024;1927.0
160;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;483.0
161;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;411.0
162;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;399.0
163;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024;401.0
164;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2021;325.0
165;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2022;299.0
166;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2023;290.0
167;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 45 jaar;2024;293.0
168;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;173.0
169;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;165.0
170;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;168.0
171;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024;159.0
172;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2021;152.0
173;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2022;134.0
174;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2023;122.0
175;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2024;135.0
176;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2021;1496.0
177;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2022;1360.0
178;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2023;1266.0
179;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 75 jaar;2024;1233.0
180;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2021;122.0
181;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2022;101.0
182;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2023;97.0
183;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 45 tot 55 jaar;2024;91.0
184;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2021;275.0
185;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2022;229.0
186;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2023;214.0
187;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 55 tot 65 jaar;2024;204.0
188;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2021;1099.0
189;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2022;1030.0
190;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2023;955.0
191;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Leeftijd: 65 tot 75 jaar;2024;938.0
192;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;862.0
193;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;768.0
194;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;736.0
195;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;715.0
196;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021;809.0
197;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022;714.0
198;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023;662.0
199;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024;641.0
200;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;3 Hbo, wo;2021;615.0
201;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;3 Hbo, wo;2022;564.0
202;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;3 Hbo, wo;2023;541.0
203;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;3 Hbo, wo;2024;556.0
204;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2021;20.0
205;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2022;24.0
206;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2023;15.0
207;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2024;15.0
208;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Totaal personen;2021;1017.0
209;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Totaal personen;2022;905.0
210;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Totaal personen;2023;842.0
211;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Totaal personen;2024;842.0
212;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 15 tot 25 jaar;2021;276.0
213;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 15 tot 25 jaar;2022;223.0
214;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 15 tot 25 jaar;2023;210.0
215;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 15 tot 25 jaar;2024;217.0
216;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 45 jaar;2021;109.0
217;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 45 jaar;2022;104.0
218;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 45 jaar;2023;102.0
219;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 45 jaar;2024;105.0
220;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 35 jaar;2021;69.0
221;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 35 jaar;2022;70.0
222;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 35 jaar;2023;67.0
223;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 25 tot 35 jaar;2024;63.0
224;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 35 tot 45 jaar;2021;40.0
225;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 35 tot 45 jaar;2022;34.0
226;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 35 tot 45 jaar;2023;35.0
227;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 35 tot 45 jaar;2024;42.0
228;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 45 tot 75 jaar;2021;633.0
229;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 45 tot 75 jaar;2022;579.0
230;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 45 tot 75 jaar;2023;529.0
231;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 45 tot 75 jaar;2024;519.0
232;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 45 tot 55 jaar;2021;38.0
233;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 45 tot 55 jaar;2022;32.0
234;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 45 tot 55 jaar;2023;31.0
235;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 45 tot 55 jaar;2024;30.0
236;Niet-werkzame bevolking;Ervaren gezondheid: (zeer) goed;Mannen;Leeftijd: 55 tot 65 jaar;2021;88.0
