ID;Geslacht;Leeftijd;GestandaardiseerdInkomen;GeneesmiddelengroepATC;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2;GedefinieerdeDagdosesDDD_3;GedefinieerdeDagdosesDDDRelatief_4
34;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01 Mondpreparaten;2022;112735.0;0.62;921.0;51.0
35;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01 Mondpreparaten;2023;99835.0;0.55;628.0;34.0
36;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2012;38160.0;0.22;;
37;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2013;37720.0;0.22;;
38;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2014;38925.0;0.23;;
39;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2015;38365.0;0.22;;
40;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2016;38155.0;0.22;;
41;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2017;36165.0;0.21;;
42;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2018;35780.0;0.2;;
43;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2019;43930.0;0.25;;
44;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2020;45190.0;0.25;288.0;16.0
45;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2021;57885.0;0.32;240.0;13.0
46;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2022;112735.0;0.62;921.0;51.0
47;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A01A Mondpreparaten;2023;99835.0;0.55;628.0;34.0
48;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2012;1822580.0;10.67;;
49;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2013;1917420.0;11.19;;
50;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2014;2025395.0;11.78;;
51;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2015;2103755.0;12.17;;
52;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2016;2176235.0;12.52;;
53;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2017;2204900.0;12.61;;
54;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2018;2230140.0;12.67;;
55;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2019;2265425.0;12.78;;
56;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2020;2271760.0;12.76;824097.0;46301.0
57;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2021;2288615.0;12.78;829291.0;46309.0
58;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2022;2265255.0;12.48;820614.0;45198.0
59;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02 Middelen bij zuurgerelateerde afw.;2023;2237090.0;12.22;808517.0;44171.0
60;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2012;305.0;0.0;;
61;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2013;480.0;0.0;;
62;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2014;290.0;0.0;;
63;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2015;210.0;0.0;;
64;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2016;185.0;0.0;;
65;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2017;125.0;0.0;;
66;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2018;85.0;0.0;;
67;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2019;95.0;0.0;;
68;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2020;85.0;0.0;17.0;1.0
69;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2021;60.0;0.0;20.0;1.0
70;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2022;115.0;0.0;25.0;1.0
71;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02A Antacida;2023;135.0;0.0;14.0;1.0
72;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2012;1822400.0;10.67;;
73;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2013;1917165.0;11.19;;
74;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2014;2025265.0;11.78;;
75;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2015;2103665.0;12.17;;
76;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2016;2176150.0;12.51;;
77;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2017;2204845.0;12.61;;
78;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2018;2230105.0;12.67;;
79;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2019;2265380.0;12.78;;
80;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2020;2271720.0;12.76;824080.0;46300.0
81;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2021;2288590.0;12.78;829270.0;46308.0
82;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2022;2265210.0;12.48;820589.0;45196.0
83;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02B Midd ulcus pept/gastro-oesof.reflux;2023;2237035.0;12.22;808503.0;44171.0
84;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2012;0.0;0.0;;
85;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2013;0.0;0.0;;
86;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2014;0.0;0.0;;
87;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2015;0.0;0.0;;
88;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2016;0.0;0.0;;
89;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2017;0.0;0.0;;
90;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2018;0.0;0.0;;
91;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2019;0.0;0.0;;
92;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2020;0.0;0.0;0.0;0.0
93;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2021;0.0;0.0;0.0;0.0
94;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2022;0.0;0.0;0.0;0.0
95;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A02X Ov midd bij zuurgerelateerde afwijk;2023;0.0;0.0;0.0;0.0
96;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2012;369020.0;2.16;;
97;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2013;348950.0;2.04;;
98;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2014;368575.0;2.14;;
99;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2015;406800.0;2.35;;
100;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2016;407125.0;2.34;;
101;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2017;400305.0;2.29;;
102;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2018;405705.0;2.31;;
103;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2019;391785.0;2.21;;
104;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2020;371205.0;2.09;23081.0;1297.0
105;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2021;381890.0;2.13;22809.0;1274.0
106;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2022;378045.0;2.08;22539.0;1241.0
107;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03 Middelen bij funct. maagdarmstoorn.;2023;367705.0;2.01;22018.0;1203.0
108;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2012;128535.0;0.75;;
109;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2013;119550.0;0.7;;
110;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2014;117065.0;0.68;;
111;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2015;110675.0;0.64;;
112;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2016;107915.0;0.62;;
113;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2017;105930.0;0.61;;
114;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2018;104195.0;0.59;;
115;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2019;101390.0;0.57;;
116;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2020;94720.0;0.53;17350.0;975.0
117;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2021;94740.0;0.53;17209.0;961.0
118;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2022;91385.0;0.5;17153.0;945.0
119;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03A Middelen bij funct. darmstoornissen;2023;85835.0;0.47;16821.0;919.0
120;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2012;4600.0;0.03;;
121;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2013;4555.0;0.03;;
122;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2014;4800.0;0.03;;
123;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2015;4655.0;0.03;;
124;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2016;4940.0;0.03;;
125;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2017;4970.0;0.03;;
126;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2018;5070.0;0.03;;
127;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2019;5055.0;0.03;;
128;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2020;4530.0;0.03;34.0;2.0
129;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2021;4570.0;0.03;33.0;2.0
130;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2022;4455.0;0.02;34.0;2.0
131;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03B Belladonna en derivaten;2023;4480.0;0.02;33.0;2.0
132;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2012;0.0;0.0;;
133;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2013;0.0;0.0;;
134;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2014;0.0;0.0;;
135;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2015;0.0;0.0;;
136;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2016;0.0;0.0;;
137;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2017;0.0;0.0;;
138;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2018;0.0;0.0;;
139;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2019;0.0;0.0;;
140;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2020;0.0;0.0;0.0;0.0
141;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2021;0.0;0.0;0.0;0.0
142;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2022;0.0;0.0;0.0;0.0
143;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03C Spasmolytica met psycholeptica;2023;0.0;0.0;0.0;0.0
144;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2012;0.0;0.0;;
145;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2013;0.0;0.0;;
146;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2014;0.0;0.0;;
147;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2015;0.0;0.0;;
148;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2016;0.0;0.0;;
149;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2017;0.0;0.0;;
150;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2018;0.0;0.0;;
151;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2019;0.0;0.0;;
152;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2020;0.0;0.0;0.0;0.0
153;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2021;0.0;0.0;0.0;0.0
154;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2022;0.0;0.0;0.0;0.0
155;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03D Spasmolytica met analgetica;2023;0.0;0.0;0.0;0.0
156;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2012;0.0;0.0;;
157;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2013;0.0;0.0;;
158;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2014;0.0;0.0;;
159;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2015;0.0;0.0;;
160;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2016;0.0;0.0;;
161;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2017;0.0;0.0;;
162;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2018;0.0;0.0;;
163;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2019;0.0;0.0;;
164;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2020;0.0;0.0;0.0;0.0
165;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2021;0.0;0.0;0.0;0.0
166;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2022;0.0;0.0;0.0;0.0
167;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03E Ov spasmolytica en parasympath.comb;2023;0.0;0.0;0.0;0.0
168;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2012;247900.0;1.45;;
169;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2013;235635.0;1.38;;
170;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2014;258230.0;1.5;;
171;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2015;304255.0;1.76;;
172;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2016;306805.0;1.76;;
173;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2017;301525.0;1.72;;
174;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2018;308350.0;1.75;;
175;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2019;296735.0;1.67;;
176;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2020;282425.0;1.59;5697.0;320.0
177;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2021;292900.0;1.64;5567.0;311.0
178;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2022;292110.0;1.61;5352.0;295.0
179;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A03F Motiliteitsbevorderende middelen;2023;286510.0;1.57;5164.0;282.0
180;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2012;52820.0;0.31;;
181;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2013;55085.0;0.32;;
182;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2014;56855.0;0.33;;
183;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2015;62365.0;0.36;;
184;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2016;67625.0;0.39;;
185;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2017;72455.0;0.41;;
186;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2018;83510.0;0.47;;
187;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2019;90095.0;0.51;;
188;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2020;81110.0;0.46;1010.0;57.0
189;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2021;109225.0;0.61;1140.0;64.0
190;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2022;133665.0;0.74;1250.0;69.0
191;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04 Anti-emetica;2023;136085.0;0.74;1306.0;71.0
192;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2012;52820.0;0.31;;
193;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2013;55085.0;0.32;;
194;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2014;56855.0;0.33;;
195;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2015;62365.0;0.36;;
196;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2016;67625.0;0.39;;
197;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2017;72455.0;0.41;;
198;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2018;83510.0;0.47;;
199;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2019;90095.0;0.51;;
200;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2020;81110.0;0.46;1010.0;57.0
201;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2021;109225.0;0.61;1140.0;64.0
202;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2022;133665.0;0.74;1250.0;69.0
203;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A04A Anti-emetica;2023;136085.0;0.74;1306.0;71.0
204;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A05 Gal- en levertherapeutica;2012;12035.0;0.07;;
205;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A05 Gal- en levertherapeutica;2013;12800.0;0.07;;
206;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A05 Gal- en levertherapeutica;2014;13380.0;0.08;;
207;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A05 Gal- en levertherapeutica;2015;13890.0;0.08;;
208;Totaal mannen en vrouwen;10000;Totaal alle inkomens (personen);A05 Gal- en levertherapeutica;2016;14395.0;0.08;;
