ID;Migratieachtergrond;Perioden;TotaalLevendGeborenKinderen_1;GemiddeldKindertalPerVrouw_2
83;1e generatie migratieachtergrond;2057;40414;1.64
84;1e generatie migratieachtergrond;2058;40538;1.64
85;1e generatie migratieachtergrond;2059;40656;1.64
86;Ned. achtergrond/2e gen migratieachte...;2017;134966;1.6
87;Ned. achtergrond/2e gen migratieachte...;2018;136057;1.6
88;Ned. achtergrond/2e gen migratieachte...;2019;137650;1.6
89;Ned. achtergrond/2e gen migratieachte...;2020;139336;1.61
90;Ned. achtergrond/2e gen migratieachte...;2021;142536;1.64
91;Ned. achtergrond/2e gen migratieachte...;2022;145446;1.66
92;Ned. achtergrond/2e gen migratieachte...;2023;148737;1.69
93;Ned. achtergrond/2e gen migratieachte...;2024;151437;1.71
94;Ned. achtergrond/2e gen migratieachte...;2025;153879;1.73
95;Ned. achtergrond/2e gen migratieachte...;2026;156021;1.75
96;Ned. achtergrond/2e gen migratieachte...;2027;157654;1.77
97;Ned. achtergrond/2e gen migratieachte...;2028;159011;1.78
98;Ned. achtergrond/2e gen migratieachte...;2029;159901;1.78
99;Ned. achtergrond/2e gen migratieachte...;2030;160363;1.79
100;Ned. achtergrond/2e gen migratieachte...;2031;160292;1.79
101;Ned. achtergrond/2e gen migratieachte...;2032;159647;1.79
102;Ned. achtergrond/2e gen migratieachte...;2033;158939;1.78
103;Ned. achtergrond/2e gen migratieachte...;2034;158306;1.79
104;Ned. achtergrond/2e gen migratieachte...;2035;157305;1.79
105;Ned. achtergrond/2e gen migratieachte...;2036;155982;1.79
106;Ned. achtergrond/2e gen migratieachte...;2037;154462;1.79
107;Ned. achtergrond/2e gen migratieachte...;2038;152890;1.79
108;Ned. achtergrond/2e gen migratieachte...;2039;151323;1.79
109;Ned. achtergrond/2e gen migratieachte...;2040;149756;1.79
110;Ned. achtergrond/2e gen migratieachte...;2041;148235;1.79
111;Ned. achtergrond/2e gen migratieachte...;2042;146843;1.79
112;Ned. achtergrond/2e gen migratieachte...;2043;145622;1.79
113;Ned. achtergrond/2e gen migratieachte...;2044;144579;1.79
114;Ned. achtergrond/2e gen migratieachte...;2045;143713;1.79
115;Ned. achtergrond/2e gen migratieachte...;2046;143035;1.79
116;Ned. achtergrond/2e gen migratieachte...;2047;142594;1.79
117;Ned. achtergrond/2e gen migratieachte...;2048;142435;1.79
118;Ned. achtergrond/2e gen migratieachte...;2049;142599;1.79
119;Ned. achtergrond/2e gen migratieachte...;2050;143089;1.79
120;Ned. achtergrond/2e gen migratieachte...;2051;143861;1.79
121;Ned. achtergrond/2e gen migratieachte...;2052;144865;1.79
122;Ned. achtergrond/2e gen migratieachte...;2053;146063;1.79
123;Ned. achtergrond/2e gen migratieachte...;2054;147413;1.79
124;Ned. achtergrond/2e gen migratieachte...;2055;148846;1.79
125;Ned. achtergrond/2e gen migratieachte...;2056;150295;1.79
126;Ned. achtergrond/2e gen migratieachte...;2057;151683;1.79
127;Ned. achtergrond/2e gen migratieachte...;2058;152964;1.79
128;Ned. achtergrond/2e gen migratieachte...;2059;154083;1.79
129;Westerse migratieachtergrond;2017;12256;1.41
130;Westerse migratieachtergrond;2018;12932;1.41
131;Westerse migratieachtergrond;2019;13553;1.41
132;Westerse migratieachtergrond;2020;14124;1.42
133;Westerse migratieachtergrond;2021;14636;1.43
134;Westerse migratieachtergrond;2022;15100;1.44
135;Westerse migratieachtergrond;2023;15512;1.45
136;Westerse migratieachtergrond;2024;15854;1.45
137;Westerse migratieachtergrond;2025;16133;1.46
138;Westerse migratieachtergrond;2026;16336;1.46
139;Westerse migratieachtergrond;2027;16479;1.46
140;Westerse migratieachtergrond;2028;16591;1.46
141;Westerse migratieachtergrond;2029;16676;1.46
142;Westerse migratieachtergrond;2030;16751;1.46
143;Westerse migratieachtergrond;2031;16813;1.46
144;Westerse migratieachtergrond;2032;16868;1.46
145;Westerse migratieachtergrond;2033;16918;1.46
146;Westerse migratieachtergrond;2034;16968;1.46
147;Westerse migratieachtergrond;2035;17013;1.46
148;Westerse migratieachtergrond;2036;17060;1.46
149;Westerse migratieachtergrond;2037;17113;1.46
150;Westerse migratieachtergrond;2038;17169;1.46
151;Westerse migratieachtergrond;2039;17227;1.46
152;Westerse migratieachtergrond;2040;17284;1.46
153;Westerse migratieachtergrond;2041;17348;1.46
154;Westerse migratieachtergrond;2042;17410;1.46
155;Westerse migratieachtergrond;2043;17475;1.47
156;Westerse migratieachtergrond;2044;17540;1.47
157;Westerse migratieachtergrond;2045;17606;1.47
158;Westerse migratieachtergrond;2046;17677;1.47
159;Westerse migratieachtergrond;2047;17742;1.47
160;Westerse migratieachtergrond;2048;17814;1.47
161;Westerse migratieachtergrond;2049;17878;1.47
162;Westerse migratieachtergrond;2050;17944;1.47
163;Westerse migratieachtergrond;2051;18010;1.47
164;Westerse migratieachtergrond;2052;18073;1.47
165;Westerse migratieachtergrond;2053;18136;1.47
166;Westerse migratieachtergrond;2054;18197;1.47
167;Westerse migratieachtergrond;2055;18256;1.47
168;Westerse migratieachtergrond;2056;18312;1.47
169;Westerse migratieachtergrond;2057;18369;1.47
170;Westerse migratieachtergrond;2058;18419;1.47
171;Westerse migratieachtergrond;2059;18470;1.47
172;Niet-westerse migratieachtergrond;2017;21367;2.03
173;Niet-westerse migratieachtergrond;2018;21287;2.02
174;Niet-westerse migratieachtergrond;2019;20982;2.01
175;Niet-westerse migratieachtergrond;2020;20597;1.99
176;Niet-westerse migratieachtergrond;2021;20197;1.97
177;Niet-westerse migratieachtergrond;2022;19815;1.95
178;Niet-westerse migratieachtergrond;2023;19483;1.93
179;Niet-westerse migratieachtergrond;2024;19212;1.91
180;Niet-westerse migratieachtergrond;2025;19014;1.89
181;Niet-westerse migratieachtergrond;2026;18912;1.88
182;Niet-westerse migratieachtergrond;2027;18874;1.87
183;Niet-westerse migratieachtergrond;2028;18864;1.87
184;Niet-westerse migratieachtergrond;2029;18882;1.86
185;Niet-westerse migratieachtergrond;2030;18923;1.86
186;Niet-westerse migratieachtergrond;2031;18990;1.85
187;Niet-westerse migratieachtergrond;2032;19074;1.85
188;Niet-westerse migratieachtergrond;2033;19177;1.85
189;Niet-westerse migratieachtergrond;2034;19290;1.84
190;Niet-westerse migratieachtergrond;2035;19412;1.84
191;Niet-westerse migratieachtergrond;2036;19543;1.84
192;Niet-westerse migratieachtergrond;2037;19681;1.83
193;Niet-westerse migratieachtergrond;2038;19823;1.83
194;Niet-westerse migratieachtergrond;2039;19968;1.83
195;Niet-westerse migratieachtergrond;2040;20114;1.83
196;Niet-westerse migratieachtergrond;2041;20260;1.83
197;Niet-westerse migratieachtergrond;2042;20406;1.82
198;Niet-westerse migratieachtergrond;2043;20547;1.82
199;Niet-westerse migratieachtergrond;2044;20685;1.82
200;Niet-westerse migratieachtergrond;2045;20819;1.82
201;Niet-westerse migratieachtergrond;2046;20949;1.82
202;Niet-westerse migratieachtergrond;2047;21074;1.82
203;Niet-westerse migratieachtergrond;2048;21193;1.82
204;Niet-westerse migratieachtergrond;2049;21310;1.82
205;Niet-westerse migratieachtergrond;2050;21420;1.82
206;Niet-westerse migratieachtergrond;2051;21521;1.82
207;Niet-westerse migratieachtergrond;2052;21618;1.82
208;Niet-westerse migratieachtergrond;2053;21711;1.82
209;Niet-westerse migratieachtergrond;2054;21803;1.82
210;Niet-westerse migratieachtergrond;2055;21888;1.82
211;Niet-westerse migratieachtergrond;2056;21970;1.82
212;Niet-westerse migratieachtergrond;2057;22045;1.82
213;Niet-westerse migratieachtergrond;2058;22118;1.81
214;Niet-westerse migratieachtergrond;2059;22186;1.81
215;Afrika;2017;3968;2.55
216;Afrika;2018;4070;2.55
217;Afrika;2019;4156;2.55
218;Afrika;2020;4238;2.55
219;Afrika;2021;4326;2.55
220;Afrika;2022;4411;2.55
221;Afrika;2023;4496;2.55
222;Afrika;2024;4573;2.55
223;Afrika;2025;4642;2.54
224;Afrika;2026;4706;2.54
225;Afrika;2027;4766;2.54
226;Afrika;2028;4822;2.54
227;Afrika;2029;4876;2.53
228;Afrika;2030;4928;2.53
229;Afrika;2031;4978;2.53
230;Afrika;2032;5027;2.52
231;Afrika;2033;5073;2.52
232;Afrika;2034;5118;2.52
233;Afrika;2035;5157;2.52
234;Afrika;2036;5195;2.51
235;Afrika;2037;5230;2.51
236;Afrika;2038;5263;2.51
237;Afrika;2039;5296;2.51
238;Afrika;2040;5327;2.51
239;Afrika;2041;5357;2.5
240;Afrika;2042;5387;2.5
241;Afrika;2043;5416;2.5
242;Afrika;2044;5444;2.5
243;Afrika;2045;5472;2.5
244;Afrika;2046;5500;2.5
245;Afrika;2047;5528;2.5
246;Afrika;2048;5554;2.5
247;Afrika;2049;5580;2.5
248;Afrika;2050;5604;2.5
249;Afrika;2051;5627;2.5
250;Afrika;2052;5650;2.5
251;Afrika;2053;5671;2.5
252;Afrika;2054;5691;2.5
253;Afrika;2055;5711;2.5
254;Afrika;2056;5728;2.5
255;Afrika;2057;5745;2.5
256;Afrika;2058;5761;2.5
257;Afrika;2059;5776;2.5
258;Latijns-Amerika;2017;1351;1.48
259;Latijns-Amerika;2018;1420;1.48
260;Latijns-Amerika;2019;1481;1.49
261;Latijns-Amerika;2020;1537;1.49
262;Latijns-Amerika;2021;1589;1.49
263;Latijns-Amerika;2022;1637;1.49
264;Latijns-Amerika;2023;1680;1.5
265;Latijns-Amerika;2024;1720;1.5
266;Latijns-Amerika;2025;1756;1.5
267;Latijns-Amerika;2026;1788;1.5
268;Latijns-Amerika;2027;1817;1.5
269;Latijns-Amerika;2028;1843;1.5
270;Latijns-Amerika;2029;1868;1.5
271;Latijns-Amerika;2030;1890;1.5
272;Latijns-Amerika;2031;1912;1.5
273;Latijns-Amerika;2032;1931;1.5
274;Latijns-Amerika;2033;1951;1.5
275;Latijns-Amerika;2034;1968;1.5
276;Latijns-Amerika;2035;1987;1.5
277;Latijns-Amerika;2036;2004;1.5
278;Latijns-Amerika;2037;2021;1.5
279;Latijns-Amerika;2038;2038;1.5
280;Latijns-Amerika;2039;2054;1.5
281;Latijns-Amerika;2040;2071;1.5
282;Latijns-Amerika;2041;2087;1.5
283;Latijns-Amerika;2042;2103;1.5
284;Latijns-Amerika;2043;2119;1.5
285;Latijns-Amerika;2044;2134;1.5
286;Latijns-Amerika;2045;2149;1.5
287;Latijns-Amerika;2046;2163;1.5
288;Latijns-Amerika;2047;2177;1.5
289;Latijns-Amerika;2048;2191;1.5
290;Latijns-Amerika;2049;2205;1.5
291;Latijns-Amerika;2050;2219;1.5
292;Latijns-Amerika;2051;2232;1.5
293;Latijns-Amerika;2052;2244;1.5
294;Latijns-Amerika;2053;2257;1.5
295;Latijns-Amerika;2054;2269;1.5
296;Latijns-Amerika;2055;2281;1.5
297;Latijns-Amerika;2056;2292;1.5
298;Latijns-Amerika;2057;2303;1.5
299;Latijns-Amerika;2058;2314;1.5
300;Latijns-Amerika;2059;2324;1.5
301;Azië;2017;7781;1.88
302;Azië;2018;7971;1.86
303;Azië;2019;7947;1.82
304;Azië;2020;7845;1.78
305;Azië;2021;7705;1.74
306;Azië;2022;7556;1.7
307;Azië;2023;7422;1.66
308;Azië;2024;7328;1.63
309;Azië;2025;7286;1.61
310;Azië;2026;7314;1.6
311;Azië;2027;7386;1.6
312;Azië;2028;7463;1.6
313;Azië;2029;7547;1.6
314;Azië;2030;7637;1.6
315;Azië;2031;7735;1.6
316;Azië;2032;7838;1.6
317;Azië;2033;7948;1.6
318;Azië;2034;8060;1.6
319;Azië;2035;8175;1.6
320;Azië;2036;8292;1.6
321;Azië;2037;8411;1.6
322;Azië;2038;8526;1.6
323;Azië;2039;8638;1.6
324;Azië;2040;8747;1.6
325;Azië;2041;8851;1.6
326;Azië;2042;8952;1.6
327;Azië;2043;9044;1.6
328;Azië;2044;9131;1.6
329;Azië;2045;9213;1.6
330;Azië;2046;9289;1.6
331;Azië;2047;9360;1.6
332;Azië;2048;9427;1.6
333;Azië;2049;9493;1.6
334;Azië;2050;9555;1.6
335;Azië;2051;9612;1.6
336;Azië;2052;9667;1.6
337;Azië;2053;9721;1.6
338;Azië;2054;9777;1.6
339;Azië;2055;9827;1.6
340;Azië;2056;9880;1.6
341;Azië;2057;9926;1.6
342;Azië;2058;9974;1.6
343;Azië;2059;10019;1.6
344;Overig Europa;2017;2284;1.56
345;Overig Europa;2018;2340;1.56
346;Overig Europa;2019;2385;1.56
347;Overig Europa;2020;2427;1.56
348;Overig Europa;2021;2465;1.56
349;Overig Europa;2022;2509;1.55
350;Overig Europa;2023;2551;1.55
351;Overig Europa;2024;2590;1.55
352;Overig Europa;2025;2626;1.55
353;Overig Europa;2026;2660;1.55
354;Overig Europa;2027;2692;1.55
355;Overig Europa;2028;2723;1.55
356;Overig Europa;2029;2753;1.55
357;Overig Europa;2030;2781;1.55
358;Overig Europa;2031;2810;1.55
359;Overig Europa;2032;2837;1.55
360;Overig Europa;2033;2865;1.55
361;Overig Europa;2034;2892;1.55
362;Overig Europa;2035;2919;1.55
363;Overig Europa;2036;2945;1.55
364;Overig Europa;2037;2970;1.55
365;Overig Europa;2038;2995;1.55
366;Overig Europa;2039;3019;1.55
367;Overig Europa;2040;3044;1.55
368;Overig Europa;2041;3067;1.55
369;Overig Europa;2042;3089;1.55
370;Overig Europa;2043;3112;1.55
371;Overig Europa;2044;3133;1.55
372;Overig Europa;2045;3154;1.55
373;Overig Europa;2046;3176;1.55
374;Overig Europa;2047;3195;1.55
375;Overig Europa;2048;3215;1.55
376;Overig Europa;2049;3234;1.55
377;Overig Europa;2050;3254;1.55
378;Overig Europa;2051;3271;1.55
379;Overig Europa;2052;3288;1.55
380;Overig Europa;2053;3305;1.55
381;Overig Europa;2054;3321;1.55
382;Overig Europa;2055;3336;1.55
383;Overig Europa;2056;3350;1.55
384;Overig Europa;2057;3364;1.55
385;Overig Europa;2058;3378;1.55
386;Overig Europa;2059;3390;1.55
387;Overig buiten Europa;2017;635;1.2
388;Overig buiten Europa;2018;681;1.21
389;Overig buiten Europa;2019;713;1.21
390;Overig buiten Europa;2020;742;1.22
391;Overig buiten Europa;2021;767;1.23
392;Overig buiten Europa;2022;790;1.23
393;Overig buiten Europa;2023;809;1.24
394;Overig buiten Europa;2024;826;1.25
395;Overig buiten Europa;2025;840;1.25
396;Overig buiten Europa;2026;851;1.25
397;Overig buiten Europa;2027;860;1.25
398;Overig buiten Europa;2028;869;1.25
399;Overig buiten Europa;2029;876;1.25
400;Overig buiten Europa;2030;883;1.25
401;Overig buiten Europa;2031;889;1.25
402;Overig buiten Europa;2032;896;1.25
403;Overig buiten Europa;2033;902;1.25
404;Overig buiten Europa;2034;908;1.25
405;Overig buiten Europa;2035;915;1.25
406;Overig buiten Europa;2036;921;1.25
407;Overig buiten Europa;2037;928;1.25
408;Overig buiten Europa;2038;934;1.25
409;Overig buiten Europa;2039;941;1.25
410;Overig buiten Europa;2040;947;1.25
411;Overig buiten Europa;2041;953;1.25
412;Overig buiten Europa;2042;959;1.25
413;Overig buiten Europa;2043;966;1.25
414;Overig buiten Europa;2044;972;1.25
415;Overig buiten Europa;2045;978;1.25
416;Overig buiten Europa;2046;984;1.25
417;Overig buiten Europa;2047;990;1.25
418;Overig buiten Europa;2048;996;1.25
419;Overig buiten Europa;2049;1001;1.25
420;Overig buiten Europa;2050;1007;1.25
421;Overig buiten Europa;2051;1012;1.25
422;Overig buiten Europa;2052;1018;1.25
423;Overig buiten Europa;2053;1023;1.25
424;Overig buiten Europa;2054;1028;1.25
425;Overig buiten Europa;2055;1033;1.25
426;Overig buiten Europa;2056;1038;1.25
427;Overig buiten Europa;2057;1043;1.25
428;Overig buiten Europa;2058;1047;1.25
429;Overig buiten Europa;2059;1052;1.25
430;Europese Unie (excl. Nederlandse acht...;2017;8974;1.4
431;Europese Unie (excl. Nederlandse acht...;2018;9551;1.4
432;Europese Unie (excl. Nederlandse acht...;2019;10094;1.41
433;Europese Unie (excl. Nederlandse acht...;2020;10591;1.42
434;Europese Unie (excl. Nederlandse acht...;2021;11035;1.43
435;Europese Unie (excl. Nederlandse acht...;2022;11430;1.44
436;Europese Unie (excl. Nederlandse acht...;2023;11774;1.45
437;Europese Unie (excl. Nederlandse acht...;2024;12054;1.46
438;Europese Unie (excl. Nederlandse acht...;2025;12276;1.47
439;Europese Unie (excl. Nederlandse acht...;2026;12426;1.47
440;Europese Unie (excl. Nederlandse acht...;2027;12520;1.47
441;Europese Unie (excl. Nederlandse acht...;2028;12586;1.47
442;Europese Unie (excl. Nederlandse acht...;2029;12628;1.47
443;Europese Unie (excl. Nederlandse acht...;2030;12662;1.47
444;Europese Unie (excl. Nederlandse acht...;2031;12685;1.47
445;Europese Unie (excl. Nederlandse acht...;2032;12702;1.47
446;Europese Unie (excl. Nederlandse acht...;2033;12715;1.47
447;Europese Unie (excl. Nederlandse acht...;2034;12728;1.47
448;Europese Unie (excl. Nederlandse acht...;2035;12739;1.47
449;Europese Unie (excl. Nederlandse acht...;2036;12752;1.47
450;Europese Unie (excl. Nederlandse acht...;2037;12772;1.47
451;Europese Unie (excl. Nederlandse acht...;2038;12796;1.47
452;Europese Unie (excl. Nederlandse acht...;2039;12822;1.47
453;Europese Unie (excl. Nederlandse acht...;2040;12848;1.47
454;Europese Unie (excl. Nederlandse acht...;2041;12883;1.47
455;Europese Unie (excl. Nederlandse acht...;2042;12916;1.47
456;Europese Unie (excl. Nederlandse acht...;2043;12952;1.47
457;Europese Unie (excl. Nederlandse acht...;2044;12991;1.47
458;Europese Unie (excl. Nederlandse acht...;2045;13030;1.47
459;Europese Unie (excl. Nederlandse acht...;2046;13074;1.47
460;Europese Unie (excl. Nederlandse acht...;2047;13113;1.47
461;Europese Unie (excl. Nederlandse acht...;2048;13159;1.47
462;Europese Unie (excl. Nederlandse acht...;2049;13199;1.47
463;Europese Unie (excl. Nederlandse acht...;2050;13241;1.47
464;Europese Unie (excl. Nederlandse acht...;2051;13284;1.47
465;Europese Unie (excl. Nederlandse acht...;2052;13324;1.47
466;Europese Unie (excl. Nederlandse acht...;2053;13366;1.47
467;Europese Unie (excl. Nederlandse acht...;2054;13406;1.47
468;Europese Unie (excl. Nederlandse acht...;2055;13445;1.47
469;Europese Unie (excl. Nederlandse acht...;2056;13482;1.47
470;Europese Unie (excl. Nederlandse acht...;2057;13519;1.47
471;Europese Unie (excl. Nederlandse acht...;2058;13552;1.47
472;Europese Unie (excl. Nederlandse acht...;2059;13586;1.47
473;Indonesië;2017;362;1.35
474;Indonesië;2018;360;1.36
475;Indonesië;2019;361;1.38
476;Indonesië;2020;365;1.39
477;Indonesië;2021;369;1.4
478;Indonesië;2022;372;1.4
479;Indonesië;2023;378;1.4
480;Indonesië;2024;384;1.4
481;Indonesië;2025;391;1.4
482;Indonesië;2026;399;1.4
483;Indonesië;2027;406;1.4
484;Indonesië;2028;413;1.4
485;Indonesië;2029;419;1.4
486;Indonesië;2030;425;1.4
487;Indonesië;2031;429;1.4
488;Indonesië;2032;433;1.4
489;Indonesië;2033;436;1.4
490;Indonesië;2034;439;1.4
491;Indonesië;2035;441;1.4
492;Indonesië;2036;442;1.4
493;Indonesië;2037;443;1.4
494;Indonesië;2038;444;1.4
495;Indonesië;2039;445;1.4
496;Indonesië;2040;445;1.4
497;Indonesië;2041;445;1.4
498;Indonesië;2042;445;1.4
499;Indonesië;2043;445;1.4
500;Indonesië;2044;445;1.4
501;Indonesië;2045;444;1.4
502;Indonesië;2046;444;1.4
503;Indonesië;2047;444;1.4
504;Indonesië;2048;444;1.4
505;Indonesië;2049;443;1.4
506;Indonesië;2050;443;1.4
507;Indonesië;2051;443;1.4
508;Indonesië;2052;443;1.4
509;Indonesië;2053;443;1.4
510;Indonesië;2054;442;1.4
511;Indonesië;2055;442;1.4
512;Indonesië;2056;442;1.4
513;Indonesië;2057;442;1.4
514;Indonesië;2058;442;1.4
515;Indonesië;2059;442;1.4
516;Marokko;2017;3409;2.86
517;Marokko;2018;3143;2.86
518;Marokko;2019;2890;2.85
519;Marokko;2020;2653;2.85
520;Marokko;2021;2433;2.84
521;Marokko;2022;2232;2.83
522;Marokko;2023;2050;2.81
523;Marokko;2024;1887;2.8
524;Marokko;2025;1743;2.78
525;Marokko;2026;1618;2.77
526;Marokko;2027;1510;2.75
527;Marokko;2028;1418;2.74
528;Marokko;2029;1342;2.72
529;Marokko;2030;1278;2.7
530;Marokko;2031;1225;2.68
531;Marokko;2032;1180;2.66
532;Marokko;2033;1144;2.65
533;Marokko;2034;1113;2.63
534;Marokko;2035;1087;2.61
535;Marokko;2036;1066;2.59
536;Marokko;2037;1048;2.58
537;Marokko;2038;1033;2.56
538;Marokko;2039;1021;2.55
539;Marokko;2040;1012;2.54
540;Marokko;2041;1005;2.53
541;Marokko;2042;1001;2.52
542;Marokko;2043;998;2.51
543;Marokko;2044;997;2.5
544;Marokko;2045;998;2.5
545;Marokko;2046;999;2.5
546;Marokko;2047;1001;2.5
547;Marokko;2048;1004;2.5
548;Marokko;2049;1006;2.5
549;Marokko;2050;1008;2.5
550;Marokko;2051;1010;2.5
551;Marokko;2052;1012;2.5
552;Marokko;2053;1013;2.5
553;Marokko;2054;1015;2.5
554;Marokko;2055;1016;2.5
555;Marokko;2056;1016;2.5
556;Marokko;2057;1017;2.5
557;Marokko;2058;1017;2.5
558;Marokko;2059;1016;2.5
559;(voormalige) Nederlandse Antillen, Aruba;2017;1272;1.65
560;(voormalige) Nederlandse Antillen, Aruba;2018;1290;1.66
561;(voormalige) Nederlandse Antillen, Aruba;2019;1309;1.67
562;(voormalige) Nederlandse Antillen, Aruba;2020;1326;1.68
563;(voormalige) Nederlandse Antillen, Aruba;2021;1345;1.7
564;(voormalige) Nederlandse Antillen, Aruba;2022;1362;1.71
565;(voormalige) Nederlandse Antillen, Aruba;2023;1378;1.73
566;(voormalige) Nederlandse Antillen, Aruba;2024;1391;1.74
567;(voormalige) Nederlandse Antillen, Aruba;2025;1400;1.75
568;(voormalige) Nederlandse Antillen, Aruba;2026;1406;1.75
569;(voormalige) Nederlandse Antillen, Aruba;2027;1408;1.75
570;(voormalige) Nederlandse Antillen, Aruba;2028;1409;1.75
571;(voormalige) Nederlandse Antillen, Aruba;2029;1410;1.75
572;(voormalige) Nederlandse Antillen, Aruba;2030;1411;1.75
573;(voormalige) Nederlandse Antillen, Aruba;2031;1410;1.75
574;(voormalige) Nederlandse Antillen, Aruba;2032;1411;1.75
575;(voormalige) Nederlandse Antillen, Aruba;2033;1411;1.75
576;(voormalige) Nederlandse Antillen, Aruba;2034;1411;1.75
577;(voormalige) Nederlandse Antillen, Aruba;2035;1412;1.75
578;(voormalige) Nederlandse Antillen, Aruba;2036;1412;1.75
579;(voormalige) Nederlandse Antillen, Aruba;2037;1414;1.75
580;(voormalige) Nederlandse Antillen, Aruba;2038;1416;1.75
581;(voormalige) Nederlandse Antillen, Aruba;2039;1419;1.75
582;(voormalige) Nederlandse Antillen, Aruba;2040;1423;1.75
583;(voormalige) Nederlandse Antillen, Aruba;2041;1426;1.75
584;(voormalige) Nederlandse Antillen, Aruba;2042;1430;1.75
585;(voormalige) Nederlandse Antillen, Aruba;2043;1435;1.75
586;(voormalige) Nederlandse Antillen, Aruba;2044;1438;1.75
587;(voormalige) Nederlandse Antillen, Aruba;2045;1442;1.75
588;(voormalige) Nederlandse Antillen, Aruba;2046;1445;1.75
589;(voormalige) Nederlandse Antillen, Aruba;2047;1449;1.75
590;(voormalige) Nederlandse Antillen, Aruba;2048;1451;1.75
591;(voormalige) Nederlandse Antillen, Aruba;2049;1454;1.75
592;(voormalige) Nederlandse Antillen, Aruba;2050;1456;1.75
593;(voormalige) Nederlandse Antillen, Aruba;2051;1459;1.75
594;(voormalige) Nederlandse Antillen, Aruba;2052;1461;1.75
595;(voormalige) Nederlandse Antillen, Aruba;2053;1463;1.75
596;(voormalige) Nederlandse Antillen, Aruba;2054;1465;1.75
597;(voormalige) Nederlandse Antillen, Aruba;2055;1466;1.75
598;(voormalige) Nederlandse Antillen, Aruba;2056;1468;1.75
599;(voormalige) Nederlandse Antillen, Aruba;2057;1470;1.75
