ID;Bestemming;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2010_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4
110;01 Landbouw;1983;;;;
111;01 Landbouw;1984;;;;
112;01 Landbouw;1985;;;;
113;01 Landbouw;1986;;;;
114;01 Landbouw;1987;;;;
115;01 Landbouw;1988;;;;
116;01 Landbouw;1989;;;;
117;01 Landbouw;1990;;;;
118;01 Landbouw;1991;;;;
119;01 Landbouw;1992;;;;
120;01 Landbouw;1993;;;;
121;01 Landbouw;1994;;;;
122;01 Landbouw;1995;2337.0;3193.0;;73.2
123;01 Landbouw;1996;2370.0;3321.0;4.0;71.4
124;01 Landbouw;1997;3022.0;4127.0;24.3;73.2
125;01 Landbouw;1998;2576.0;3460.0;-16.1;74.4
126;01 Landbouw;1999;3233.0;4301.0;24.3;75.2
127;01 Landbouw;2000;3210.0;4114.0;-4.4;78.0
128;01 Landbouw;2001;3400.0;4205.0;2.2;80.9
129;01 Landbouw;2002;3490.0;4129.0;-1.8;84.5
130;01 Landbouw;2003;3575.0;4165.0;0.9;85.8
131;01 Landbouw;2004;3222.0;3707.0;-11.0;86.9
132;01 Landbouw;2005;3366.0;3808.0;2.7;88.4
133;01 Landbouw;2006;3514.0;3891.0;2.2;90.3
134;01 Landbouw;2007;4278.0;4626.0;18.9;92.5
135;01 Landbouw;2008;4580.0;4832.0;4.5;94.8
136;01 Landbouw;2009;4255.0;4365.0;-9.7;97.5
137;01 Landbouw;2010;4488.0;4488.0;2.8;100.0
138;01 Landbouw;2011;5625.0;5652.0;25.9;99.5
139;01 Landbouw;2012;5121.0;5165.0;-8.6;99.2
140;01 Landbouw;2013;4684.0;4707.0;-8.9;99.5
141;01 Landbouw;2014;5035.0;5030.0;6.9;100.1
142;01 Landbouw;2015;4822.0;4788.0;-4.8;100.7
143;01 Landbouw;2016;;;;
144;02 Bosbouw;1969;;;;
145;02 Bosbouw;1970;;;;
146;02 Bosbouw;1971;;;;
147;02 Bosbouw;1972;;;;
148;02 Bosbouw;1973;;;;
149;02 Bosbouw;1974;;;;
150;02 Bosbouw;1975;;;;
151;02 Bosbouw;1976;;;;
152;02 Bosbouw;1977;;;;
153;02 Bosbouw;1978;;;;
154;02 Bosbouw;1979;;;;
155;02 Bosbouw;1980;;;;
156;02 Bosbouw;1981;;;;
157;02 Bosbouw;1982;;;;
158;02 Bosbouw;1983;;;;
159;02 Bosbouw;1984;;;;
160;02 Bosbouw;1985;;;;
161;02 Bosbouw;1986;;;;
162;02 Bosbouw;1987;;;;
163;02 Bosbouw;1988;;;;
164;02 Bosbouw;1989;;;;
165;02 Bosbouw;1990;;;;
166;02 Bosbouw;1991;;;;
167;02 Bosbouw;1992;;;;
168;02 Bosbouw;1993;;;;
169;02 Bosbouw;1994;;;;
170;02 Bosbouw;1995;1.0;1.0;;124.7
171;02 Bosbouw;1996;1.0;1.0;0.0;124.7
172;02 Bosbouw;1997;1.0;1.0;0.0;124.7
173;02 Bosbouw;1998;4.0;3.0;300.0;124.7
174;02 Bosbouw;1999;8.0;6.0;100.0;124.7
175;02 Bosbouw;2000;7.0;6.0;-12.5;124.7
176;02 Bosbouw;2001;15.0;12.0;114.3;124.7
177;02 Bosbouw;2002;11.0;10.0;-20.0;114.3
178;02 Bosbouw;2003;7.0;6.0;-36.4;114.3
179;02 Bosbouw;2004;7.0;7.0;14.3;100.0
180;02 Bosbouw;2005;9.0;9.0;28.6;100.0
181;02 Bosbouw;2006;9.0;9.0;0.0;100.0
182;02 Bosbouw;2007;8.0;8.0;-11.1;100.0
183;02 Bosbouw;2008;9.0;9.0;12.5;100.0
184;02 Bosbouw;2009;13.0;13.0;44.4;100.0
185;02 Bosbouw;2010;9.0;9.0;-30.8;100.0
186;02 Bosbouw;2011;7.0;7.0;-22.2;100.0
187;02 Bosbouw;2012;8.0;8.0;14.3;100.0
188;02 Bosbouw;2013;7.0;7.0;-12.5;100.0
189;02 Bosbouw;2014;3.0;3.0;-57.1;100.0
190;02 Bosbouw;2015;9.0;9.0;200.0;100.0
191;02 Bosbouw;2016;;;;
192;03 Visserij;1969;;;;
193;03 Visserij;1970;;;;
194;03 Visserij;1971;;;;
195;03 Visserij;1972;;;;
196;03 Visserij;1973;;;;
197;03 Visserij;1974;;;;
198;03 Visserij;1975;;;;
199;03 Visserij;1976;;;;
200;03 Visserij;1977;;;;
201;03 Visserij;1978;;;;
202;03 Visserij;1979;;;;
203;03 Visserij;1980;;;;
204;03 Visserij;1981;;;;
205;03 Visserij;1982;;;;
206;03 Visserij;1983;;;;
207;03 Visserij;1984;;;;
208;03 Visserij;1985;;;;
209;03 Visserij;1986;;;;
210;03 Visserij;1987;;;;
211;03 Visserij;1988;;;;
212;03 Visserij;1989;;;;
213;03 Visserij;1990;;;;
214;03 Visserij;1991;;;;
215;03 Visserij;1992;;;;
216;03 Visserij;1993;;;;
217;03 Visserij;1994;;;;
218;03 Visserij;1995;43.0;62.0;;69.0
219;03 Visserij;1996;43.0;61.0;-2.3;70.6
220;03 Visserij;1997;34.0;48.0;-20.9;70.6
221;03 Visserij;1998;61.0;82.0;70.6;74.3
222;03 Visserij;1999;70.0;90.0;9.8;77.6
223;03 Visserij;2000;108.0;137.0;51.4;79.1
224;03 Visserij;2001;58.0;72.0;-47.2;80.5
225;03 Visserij;2002;82.0;96.0;32.8;85.7
226;03 Visserij;2003;54.0;64.0;-32.9;84.1
227;03 Visserij;2004;36.0;43.0;-33.3;84.1
228;03 Visserij;2005;26.0;30.0;-30.6;87.5
229;03 Visserij;2006;42.0;48.0;61.5;87.5
230;03 Visserij;2007;47.0;51.0;7.1;91.4
231;03 Visserij;2008;38.0;42.0;-19.1;91.4
232;03 Visserij;2009;73.0;76.0;81.6;96.7
233;03 Visserij;2010;30.0;30.0;-60.3;100.0
234;03 Visserij;2011;31.0;30.0;0.0;103.3
235;03 Visserij;2012;79.0;75.0;151.6;104.7
236;03 Visserij;2013;73.0;70.0;-7.6;104.7
237;03 Visserij;2014;68.0;64.0;-8.2;106.2
238;03 Visserij;2015;63.0;58.0;-8.8;107.9
239;03 Visserij;2016;;;;
240;B-E Nijverheid (geen bouw) en energie;1969;3563.0;11799.0;;30.2
241;B-E Nijverheid (geen bouw) en energie;1970;4500.0;13686.0;16.0;32.9
242;B-E Nijverheid (geen bouw) en energie;1971;5017.0;13866.0;1.3;36.2
243;B-E Nijverheid (geen bouw) en energie;1972;4779.0;12274.0;-11.5;38.9
244;B-E Nijverheid (geen bouw) en energie;1973;4760.0;11475.0;-6.5;41.5
245;B-E Nijverheid (geen bouw) en energie;1974;5246.0;11297.0;-1.6;46.4
246;B-E Nijverheid (geen bouw) en energie;1975;5799.0;11211.0;-0.8;51.7
247;B-E Nijverheid (geen bouw) en energie;1976;5858.0;10433.0;-6.9;56.1
248;B-E Nijverheid (geen bouw) en energie;1977;6538.0;11100.0;6.4;58.9
249;B-E Nijverheid (geen bouw) en energie;1978;6689.0;10763.0;-3.0;62.1
250;B-E Nijverheid (geen bouw) en energie;1979;6822.0;10409.0;-3.3;65.5
251;B-E Nijverheid (geen bouw) en energie;1980;7950.0;11452.0;10.0;69.4
252;B-E Nijverheid (geen bouw) en energie;1981;7619.0;10314.0;-9.9;73.9
253;B-E Nijverheid (geen bouw) en energie;1982;7511.0;9787.0;-5.1;76.7
254;B-E Nijverheid (geen bouw) en energie;1983;7833.0;10062.0;2.8;77.8
255;B-E Nijverheid (geen bouw) en energie;1984;9462.0;12125.0;20.5;78.0
256;B-E Nijverheid (geen bouw) en energie;1985;11242.0;14369.0;18.5;78.2
257;B-E Nijverheid (geen bouw) en energie;1986;12156.0;15623.0;8.7;77.8
258;B-E Nijverheid (geen bouw) en energie;1987;12329.0;15713.0;0.6;78.5
259;B-E Nijverheid (geen bouw) en energie;1988;11670.0;14778.0;-5.9;79.0
260;B-E Nijverheid (geen bouw) en energie;1989;12370.0;15509.0;4.9;79.8
261;B-E Nijverheid (geen bouw) en energie;1990;12542.0;15558.0;0.3;80.6
262;B-E Nijverheid (geen bouw) en energie;1991;12680.0;15511.0;-0.3;81.7
263;B-E Nijverheid (geen bouw) en energie;1992;12827.0;15514.0;0.0;82.7
264;B-E Nijverheid (geen bouw) en energie;1993;13767.0;16439.0;6.0;83.7
265;B-E Nijverheid (geen bouw) en energie;1994;13176.0;15696.0;-4.5;83.9
266;B-E Nijverheid (geen bouw) en energie;1995;14251.0;16837.0;7.3;84.6
267;B-E Nijverheid (geen bouw) en energie;1996;14651.0;17298.0;2.7;84.7
268;B-E Nijverheid (geen bouw) en energie;1997;15779.0;18564.0;7.3;85.0
269;B-E Nijverheid (geen bouw) en energie;1998;15812.0;18606.0;0.2;85.0
270;B-E Nijverheid (geen bouw) en energie;1999;15696.0;18418.0;-1.0;85.2
271;B-E Nijverheid (geen bouw) en energie;2000;15642.0;17938.0;-2.6;87.2
272;B-E Nijverheid (geen bouw) en energie;2001;15635.0;17559.0;-2.1;89.0
273;B-E Nijverheid (geen bouw) en energie;2002;15536.0;17139.0;-2.4;90.6
274;B-E Nijverheid (geen bouw) en energie;2003;15313.0;16865.0;-1.6;90.8
275;B-E Nijverheid (geen bouw) en energie;2004;14924.0;16342.0;-3.1;91.3
276;B-E Nijverheid (geen bouw) en energie;2005;15537.0;16868.0;3.2;92.1
277;B-E Nijverheid (geen bouw) en energie;2006;17112.0;18287.0;8.4;93.6
278;B-E Nijverheid (geen bouw) en energie;2007;18056.0;18967.0;3.7;95.2
279;B-E Nijverheid (geen bouw) en energie;2008;19679.0;20153.0;6.3;97.6
280;B-E Nijverheid (geen bouw) en energie;2009;18696.0;18944.0;-6.0;98.7
281;B-E Nijverheid (geen bouw) en energie;2010;18387.0;18387.0;-2.9;100.0
282;B-E Nijverheid (geen bouw) en energie;2011;22780.0;22532.0;22.5;101.1
283;B-E Nijverheid (geen bouw) en energie;2012;22868.0;22260.0;-1.2;102.7
284;B-E Nijverheid (geen bouw) en energie;2013;22373.0;21651.0;-2.7;103.3
285;B-E Nijverheid (geen bouw) en energie;2014;24728.0;23794.0;9.9;103.9
286;B-E Nijverheid (geen bouw) en energie;2015;25583.0;24446.0;2.7;104.7
287;B-E Nijverheid (geen bouw) en energie;2016;26429.0;25082.0;2.6;105.4
288;B Delfstoffenwinning;1969;163.0;647.0;;25.2
289;B Delfstoffenwinning;1970;232.0;850.0;31.3;27.3
290;B Delfstoffenwinning;1971;429.0;1418.0;66.8;30.3
291;B Delfstoffenwinning;1972;414.0;1249.0;-11.9;33.1
292;B Delfstoffenwinning;1973;374.0;1050.0;-15.9;35.6
293;B Delfstoffenwinning;1974;373.0;932.0;-11.2;40.0
294;B Delfstoffenwinning;1975;668.0;1514.0;62.5;44.1
295;B Delfstoffenwinning;1976;579.0;1202.0;-20.7;48.2
296;B Delfstoffenwinning;1977;621.0;1202.0;0.0;51.7
297;B Delfstoffenwinning;1978;645.0;1155.0;-3.9;55.8
298;B Delfstoffenwinning;1979;556.0;919.0;-20.5;60.5
299;B Delfstoffenwinning;1980;627.0;955.0;4.0;65.6
300;B Delfstoffenwinning;1981;696.0;993.0;4.0;70.1
301;B Delfstoffenwinning;1982;879.0;1219.0;22.7;72.1
302;B Delfstoffenwinning;1983;890.0;1220.0;0.1;73.0
303;B Delfstoffenwinning;1984;931.0;1258.0;3.1;74.0
304;B Delfstoffenwinning;1985;1289.0;1727.0;37.3;74.6
305;B Delfstoffenwinning;1986;968.0;1300.0;-24.7;74.5
306;B Delfstoffenwinning;1987;875.0;1166.0;-10.3;75.1
307;B Delfstoffenwinning;1988;771.0;1018.0;-12.7;75.8
308;B Delfstoffenwinning;1989;801.0;1045.0;2.7;76.6
309;B Delfstoffenwinning;1990;1035.0;1335.0;27.7;77.5
310;B Delfstoffenwinning;1991;1247.0;1576.0;18.1;79.1
311;B Delfstoffenwinning;1992;1446.0;1802.0;14.3;80.3
312;B Delfstoffenwinning;1993;1933.0;2378.0;32.0;81.3
313;B Delfstoffenwinning;1994;1140.0;1456.0;-38.8;78.3
314;B Delfstoffenwinning;1995;1295.0;1628.0;11.8;79.5
315;B Delfstoffenwinning;1996;1330.0;1661.0;2.0;80.1
316;B Delfstoffenwinning;1997;1910.0;2364.0;42.3;80.8
317;B Delfstoffenwinning;1998;1730.0;2109.0;-10.8;82.0
318;B Delfstoffenwinning;1999;1414.0;1716.0;-18.6;82.4
319;B Delfstoffenwinning;2000;1368.0;1617.0;-5.8;84.6
320;B Delfstoffenwinning;2001;1729.0;1976.0;22.2;87.5
321;B Delfstoffenwinning;2002;1874.0;2075.0;5.0;90.3
322;B Delfstoffenwinning;2003;1916.0;2114.0;1.9;90.6
323;B Delfstoffenwinning;2004;1552.0;1718.0;-18.7;90.3
324;B Delfstoffenwinning;2005;1857.0;2051.0;19.4;90.5
325;B Delfstoffenwinning;2006;2179.0;2362.0;15.1;92.3
326;B Delfstoffenwinning;2007;1847.0;1972.0;-16.5;93.6
327;B Delfstoffenwinning;2008;2522.0;2599.0;31.8;97.0
328;B Delfstoffenwinning;2009;2366.0;2433.0;-6.4;97.2
329;B Delfstoffenwinning;2010;2347.0;2347.0;-3.6;100.0
330;B Delfstoffenwinning;2011;3880.0;3780.0;61.1;102.6
331;B Delfstoffenwinning;2012;3462.0;3273.0;-13.4;105.8
332;B Delfstoffenwinning;2013;3246.0;3019.0;-7.8;107.5
333;B Delfstoffenwinning;2014;3729.0;3417.0;13.2;109.1
334;B Delfstoffenwinning;2015;3482.0;3173.0;-7.1;109.7
335;B Delfstoffenwinning;2016;3502.0;3175.0;0.1;110.3
336;06 Winning van aardolie en aardgas;1969;;;;
337;06 Winning van aardolie en aardgas;1970;;;;
338;06 Winning van aardolie en aardgas;1971;;;;
339;06 Winning van aardolie en aardgas;1972;;;;
340;06 Winning van aardolie en aardgas;1973;;;;
341;06 Winning van aardolie en aardgas;1974;;;;
342;06 Winning van aardolie en aardgas;1975;;;;
343;06 Winning van aardolie en aardgas;1976;;;;
344;06 Winning van aardolie en aardgas;1977;;;;
345;06 Winning van aardolie en aardgas;1978;;;;
346;06 Winning van aardolie en aardgas;1979;;;;
347;06 Winning van aardolie en aardgas;1980;;;;
348;06 Winning van aardolie en aardgas;1981;;;;
349;06 Winning van aardolie en aardgas;1982;;;;
350;06 Winning van aardolie en aardgas;1983;;;;
351;06 Winning van aardolie en aardgas;1984;;;;
352;06 Winning van aardolie en aardgas;1985;;;;
353;06 Winning van aardolie en aardgas;1986;;;;
354;06 Winning van aardolie en aardgas;1987;;;;
355;06 Winning van aardolie en aardgas;1988;;;;
356;06 Winning van aardolie en aardgas;1989;;;;
357;06 Winning van aardolie en aardgas;1990;;;;
358;06 Winning van aardolie en aardgas;1991;;;;
359;06 Winning van aardolie en aardgas;1992;;;;
360;06 Winning van aardolie en aardgas;1993;;;;
361;06 Winning van aardolie en aardgas;1994;;;;
362;06 Winning van aardolie en aardgas;1995;1273.0;1610.0;;79.1
363;06 Winning van aardolie en aardgas;1996;1287.0;1615.0;0.3;79.7
364;06 Winning van aardolie en aardgas;1997;1867.0;2321.0;43.7;80.4
365;06 Winning van aardolie en aardgas;1998;1693.0;2072.0;-10.7;81.7
366;06 Winning van aardolie en aardgas;1999;1369.0;1668.0;-19.5;82.1
367;06 Winning van aardolie en aardgas;2000;1324.0;1571.0;-5.8;84.3
368;06 Winning van aardolie en aardgas;2001;1679.0;1924.0;22.5;87.2
369;06 Winning van aardolie en aardgas;2002;1835.0;2038.0;5.9;90.0
370;06 Winning van aardolie en aardgas;2003;1855.0;2052.0;0.7;90.4
371;06 Winning van aardolie en aardgas;2004;1504.0;1670.0;-18.7;90.1
372;06 Winning van aardolie en aardgas;2005;1798.0;1990.0;19.2;90.3
373;06 Winning van aardolie en aardgas;2006;2130.0;2311.0;16.1;92.2
374;06 Winning van aardolie en aardgas;2007;1798.0;1922.0;-16.9;93.6
375;06 Winning van aardolie en aardgas;2008;2451.0;2528.0;31.5;97.0
376;06 Winning van aardolie en aardgas;2009;2341.0;2408.0;-4.7;97.2
377;06 Winning van aardolie en aardgas;2010;2330.0;2330.0;-3.2;100.0
378;06 Winning van aardolie en aardgas;2011;3843.0;3746.0;60.8;102.6
379;06 Winning van aardolie en aardgas;2012;3436.0;3250.0;-13.2;105.7
380;06 Winning van aardolie en aardgas;2013;3207.0;2983.0;-8.2;107.5
381;06 Winning van aardolie en aardgas;2014;3684.0;3377.0;13.2;109.1
382;06 Winning van aardolie en aardgas;2015;3434.0;3132.0;-7.2;109.6
383;06 Winning van aardolie en aardgas;2016;;;;
384;08 Delfstoffenwinning (geen olie en gas);1969;;;;
385;08 Delfstoffenwinning (geen olie en gas);1970;;;;
386;08 Delfstoffenwinning (geen olie en gas);1971;;;;
387;08 Delfstoffenwinning (geen olie en gas);1972;;;;
388;08 Delfstoffenwinning (geen olie en gas);1973;;;;
389;08 Delfstoffenwinning (geen olie en gas);1974;;;;
390;08 Delfstoffenwinning (geen olie en gas);1975;;;;
391;08 Delfstoffenwinning (geen olie en gas);1976;;;;
392;08 Delfstoffenwinning (geen olie en gas);1977;;;;
393;08 Delfstoffenwinning (geen olie en gas);1978;;;;
394;08 Delfstoffenwinning (geen olie en gas);1979;;;;
395;08 Delfstoffenwinning (geen olie en gas);1980;;;;
396;08 Delfstoffenwinning (geen olie en gas);1981;;;;
397;08 Delfstoffenwinning (geen olie en gas);1982;;;;
398;08 Delfstoffenwinning (geen olie en gas);1983;;;;
399;08 Delfstoffenwinning (geen olie en gas);1984;;;;
400;08 Delfstoffenwinning (geen olie en gas);1985;;;;
401;08 Delfstoffenwinning (geen olie en gas);1986;;;;
402;08 Delfstoffenwinning (geen olie en gas);1987;;;;
403;08 Delfstoffenwinning (geen olie en gas);1988;;;;
404;08 Delfstoffenwinning (geen olie en gas);1989;;;;
405;08 Delfstoffenwinning (geen olie en gas);1990;;;;
406;08 Delfstoffenwinning (geen olie en gas);1991;;;;
407;08 Delfstoffenwinning (geen olie en gas);1992;;;;
408;08 Delfstoffenwinning (geen olie en gas);1993;;;;
409;08 Delfstoffenwinning (geen olie en gas);1994;;;;
410;08 Delfstoffenwinning (geen olie en gas);1995;22.0;22.0;;102.2
411;08 Delfstoffenwinning (geen olie en gas);1996;43.0;43.0;100.0;99.9
412;08 Delfstoffenwinning (geen olie en gas);1997;43.0;43.0;0.0;99.9
413;08 Delfstoffenwinning (geen olie en gas);1998;37.0;37.0;-14.0;99.9
414;08 Delfstoffenwinning (geen olie en gas);1999;45.0;45.0;21.6;99.9
415;08 Delfstoffenwinning (geen olie en gas);2000;44.0;43.0;-4.4;102.2
416;08 Delfstoffenwinning (geen olie en gas);2001;50.0;49.0;13.6;102.2
417;08 Delfstoffenwinning (geen olie en gas);2002;39.0;37.0;-24.0;104.9
418;08 Delfstoffenwinning (geen olie en gas);2003;61.0;58.0;56.4;104.9
419;08 Delfstoffenwinning (geen olie en gas);2004;48.0;46.0;-21.3;104.9
420;08 Delfstoffenwinning (geen olie en gas);2005;59.0;57.0;25.0;103.1
421;08 Delfstoffenwinning (geen olie en gas);2006;49.0;48.0;-15.3;101.1
422;08 Delfstoffenwinning (geen olie en gas);2007;49.0;48.0;0.0;101.1
423;08 Delfstoffenwinning (geen olie en gas);2008;71.0;68.0;40.8;104.0
424;08 Delfstoffenwinning (geen olie en gas);2009;25.0;25.0;-63.4;100.0
425;08 Delfstoffenwinning (geen olie en gas);2010;17.0;17.0;-32.0;100.0
426;08 Delfstoffenwinning (geen olie en gas);2011;37.0;34.0;100.0;108.8
427;08 Delfstoffenwinning (geen olie en gas);2012;26.0;24.0;-29.7;108.8
428;08 Delfstoffenwinning (geen olie en gas);2013;39.0;36.0;50.0;108.8
