ID;Geslacht;Niveau;Leerweg;Sectorkamer;Leeftijd;BedrijfstakkenBranchesSBI2008;Perioden;InstromersMbo_1
18;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;F Bouwnijverheid;2018/'19;1200
19;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;F Bouwnijverheid;2019/'20;1320
20;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;F Bouwnijverheid;2020/'21;1200
21;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;F Bouwnijverheid;2021/'22;1360
22;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;F Bouwnijverheid;2022/'23;1420
23;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;F Bouwnijverheid;2023/'24;1500
24;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;G-I Handel, vervoer en horeca;2018/'19;11250
25;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;G-I Handel, vervoer en horeca;2019/'20;12000
26;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;G-I Handel, vervoer en horeca;2020/'21;11990
27;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;G-I Handel, vervoer en horeca;2021/'22;11390
28;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;G-I Handel, vervoer en horeca;2022/'23;10950
29;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;G-I Handel, vervoer en horeca;2023/'24;12260
30;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;J Informatie en communicatie;2018/'19;220
31;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;J Informatie en communicatie;2019/'20;250
32;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;J Informatie en communicatie;2020/'21;220
33;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;J Informatie en communicatie;2021/'22;250
34;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;J Informatie en communicatie;2022/'23;210
35;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;J Informatie en communicatie;2023/'24;280
36;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;K Financiële dienstverlening;2018/'19;190
37;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;K Financiële dienstverlening;2019/'20;170
38;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;K Financiële dienstverlening;2020/'21;130
39;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;K Financiële dienstverlening;2021/'22;130
40;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;K Financiële dienstverlening;2022/'23;90
41;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;K Financiële dienstverlening;2023/'24;90
42;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;L Verhuur en handel van onroerend goed;2018/'19;80
43;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;L Verhuur en handel van onroerend goed;2019/'20;80
44;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;L Verhuur en handel van onroerend goed;2020/'21;60
45;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;L Verhuur en handel van onroerend goed;2021/'22;60
46;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;L Verhuur en handel van onroerend goed;2022/'23;60
47;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;L Verhuur en handel van onroerend goed;2023/'24;60
48;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;M-N Zakelijke dienstverlening;2018/'19;7380
49;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;M-N Zakelijke dienstverlening;2019/'20;7530
50;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;M-N Zakelijke dienstverlening;2020/'21;7120
51;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;M-N Zakelijke dienstverlening;2021/'22;6190
52;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;M-N Zakelijke dienstverlening;2022/'23;6680
53;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;M-N Zakelijke dienstverlening;2023/'24;6620
54;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;O-Q Overheid en zorg;2018/'19;11040
55;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;O-Q Overheid en zorg;2019/'20;11080
56;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;O-Q Overheid en zorg;2020/'21;10460
57;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;O-Q Overheid en zorg;2021/'22;11430
58;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;O-Q Overheid en zorg;2022/'23;11880
59;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;O-Q Overheid en zorg;2023/'24;11390
60;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;R-U Cultuur, recreatie, overige diensten;2018/'19;1120
61;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;R-U Cultuur, recreatie, overige diensten;2019/'20;1160
62;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;R-U Cultuur, recreatie, overige diensten;2020/'21;1280
63;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;R-U Cultuur, recreatie, overige diensten;2021/'22;1340
64;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;R-U Cultuur, recreatie, overige diensten;2022/'23;1210
65;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;10000;R-U Cultuur, recreatie, overige diensten;2023/'24;1360
66;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A-U Alle economische activiteiten;2018/'19;2450
67;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A-U Alle economische activiteiten;2019/'20;2420
68;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A-U Alle economische activiteiten;2020/'21;2660
69;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A-U Alle economische activiteiten;2021/'22;2160
70;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A-U Alle economische activiteiten;2022/'23;2260
71;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A-U Alle economische activiteiten;2023/'24;2940
72;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A Landbouw, bosbouw en visserij;2018/'19;40
73;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A Landbouw, bosbouw en visserij;2019/'20;40
74;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A Landbouw, bosbouw en visserij;2020/'21;50
75;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A Landbouw, bosbouw en visserij;2021/'22;50
76;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A Landbouw, bosbouw en visserij;2022/'23;50
77;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;A Landbouw, bosbouw en visserij;2023/'24;40
78;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;B-E Nijverheid (geen bouw) en energie;2018/'19;80
79;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;B-E Nijverheid (geen bouw) en energie;2019/'20;90
80;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;B-E Nijverheid (geen bouw) en energie;2020/'21;80
81;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;B-E Nijverheid (geen bouw) en energie;2021/'22;70
82;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;B-E Nijverheid (geen bouw) en energie;2022/'23;90
83;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;B-E Nijverheid (geen bouw) en energie;2023/'24;80
84;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;F Bouwnijverheid;2018/'19;40
85;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;F Bouwnijverheid;2019/'20;50
86;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;F Bouwnijverheid;2020/'21;60
87;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;F Bouwnijverheid;2021/'22;80
88;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;F Bouwnijverheid;2022/'23;50
89;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;F Bouwnijverheid;2023/'24;70
90;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;G-I Handel, vervoer en horeca;2018/'19;1560
91;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;G-I Handel, vervoer en horeca;2019/'20;1520
92;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;G-I Handel, vervoer en horeca;2020/'21;1660
93;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;G-I Handel, vervoer en horeca;2021/'22;1370
94;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;G-I Handel, vervoer en horeca;2022/'23;1460
95;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;G-I Handel, vervoer en horeca;2023/'24;1840
96;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;J Informatie en communicatie;2018/'19;10
97;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;J Informatie en communicatie;2019/'20;20
98;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;J Informatie en communicatie;2020/'21;20
99;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;J Informatie en communicatie;2021/'22;10
100;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;J Informatie en communicatie;2022/'23;10
101;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;J Informatie en communicatie;2023/'24;30
102;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;K Financiële dienstverlening;2018/'19;10
103;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;K Financiële dienstverlening;2019/'20;0
104;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;K Financiële dienstverlening;2020/'21;0
105;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;K Financiële dienstverlening;2021/'22;10
106;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;K Financiële dienstverlening;2022/'23;0
107;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;K Financiële dienstverlening;2023/'24;10
108;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;L Verhuur en handel van onroerend goed;2018/'19;0
109;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;L Verhuur en handel van onroerend goed;2019/'20;0
110;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;L Verhuur en handel van onroerend goed;2020/'21;0
111;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;L Verhuur en handel van onroerend goed;2021/'22;10
112;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;L Verhuur en handel van onroerend goed;2022/'23;0
113;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;L Verhuur en handel van onroerend goed;2023/'24;0
114;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;M-N Zakelijke dienstverlening;2018/'19;520
115;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;M-N Zakelijke dienstverlening;2019/'20;510
116;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;M-N Zakelijke dienstverlening;2020/'21;550
117;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;M-N Zakelijke dienstverlening;2021/'22;360
118;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;M-N Zakelijke dienstverlening;2022/'23;400
119;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;M-N Zakelijke dienstverlening;2023/'24;570
120;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;O-Q Overheid en zorg;2018/'19;100
121;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;O-Q Overheid en zorg;2019/'20;110
122;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;O-Q Overheid en zorg;2020/'21;160
123;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;O-Q Overheid en zorg;2021/'22;150
124;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;O-Q Overheid en zorg;2022/'23;140
125;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;O-Q Overheid en zorg;2023/'24;220
126;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;R-U Cultuur, recreatie, overige diensten;2018/'19;90
127;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;R-U Cultuur, recreatie, overige diensten;2019/'20;70
128;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;R-U Cultuur, recreatie, overige diensten;2020/'21;70
129;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;R-U Cultuur, recreatie, overige diensten;2021/'22;60
130;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;R-U Cultuur, recreatie, overige diensten;2022/'23;50
131;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70400;R-U Cultuur, recreatie, overige diensten;2023/'24;90
132;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A-U Alle economische activiteiten;2018/'19;12080
133;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A-U Alle economische activiteiten;2019/'20;12330
134;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A-U Alle economische activiteiten;2020/'21;12840
135;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A-U Alle economische activiteiten;2021/'22;11880
136;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A-U Alle economische activiteiten;2022/'23;11170
137;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A-U Alle economische activiteiten;2023/'24;12410
138;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A Landbouw, bosbouw en visserij;2018/'19;100
139;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A Landbouw, bosbouw en visserij;2019/'20;110
140;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A Landbouw, bosbouw en visserij;2020/'21;90
141;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A Landbouw, bosbouw en visserij;2021/'22;110
142;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A Landbouw, bosbouw en visserij;2022/'23;90
143;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;A Landbouw, bosbouw en visserij;2023/'24;120
144;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;B-E Nijverheid (geen bouw) en energie;2018/'19;620
145;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;B-E Nijverheid (geen bouw) en energie;2019/'20;620
146;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;B-E Nijverheid (geen bouw) en energie;2020/'21;580
147;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;B-E Nijverheid (geen bouw) en energie;2021/'22;520
148;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;B-E Nijverheid (geen bouw) en energie;2022/'23;530
149;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;B-E Nijverheid (geen bouw) en energie;2023/'24;540
150;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;F Bouwnijverheid;2018/'19;370
151;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;F Bouwnijverheid;2019/'20;360
152;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;F Bouwnijverheid;2020/'21;360
153;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;F Bouwnijverheid;2021/'22;420
154;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;F Bouwnijverheid;2022/'23;450
155;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;F Bouwnijverheid;2023/'24;460
156;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;G-I Handel, vervoer en horeca;2018/'19;5410
157;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;G-I Handel, vervoer en horeca;2019/'20;5530
158;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;G-I Handel, vervoer en horeca;2020/'21;5810
159;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;G-I Handel, vervoer en horeca;2021/'22;5280
160;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;G-I Handel, vervoer en horeca;2022/'23;4660
161;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;G-I Handel, vervoer en horeca;2023/'24;5630
162;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;J Informatie en communicatie;2018/'19;90
163;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;J Informatie en communicatie;2019/'20;80
164;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;J Informatie en communicatie;2020/'21;80
165;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;J Informatie en communicatie;2021/'22;90
166;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;J Informatie en communicatie;2022/'23;60
167;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;J Informatie en communicatie;2023/'24;90
168;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;K Financiële dienstverlening;2018/'19;20
169;Totaal mannen en vrouwen;Totaal middelbaar beroepsonderwijs;Totaal mbo (incl. extranei);Totaal;70500;K Financiële dienstverlening;2019/'20;20
