ID;Geslacht;Leeftijd;Herkomstgroepering;Huishouden;Perioden;TotaleBevolking_1;AlleenArbeidTotaal_2;AlleenWerknemer_3;AlleenZelfstandige_4;WerknemerEnZelfstandige_5;AlleenUitkeringTotaal_6;AlleenAOUitkering_7;AlleenWWUitkering_8;AlleenWWEnAOUitkering_9;AlleenBijstandsuitkering_10;AlleenBijstandsEnAOUitkeringen_11;OverigeUitkeringsontvangers_12;AlleenArbeidEnUitkeringTotaal_13;WerknemerMetAlleenUitkeringTotaal_14;WerknemerMetAlleenEenAOUitkering_15;WerknemerMetAlleenEenWWUitkering_16;WerknemerMetAlleenBijstandsuitkering_17;OverigeWerknemersMetAlleenUitkering_18;ZelfstandigeMetAlleenEenUitkering_19;WerknemerEnZelfstMetAlleenUitk_20;AlleenPensioen_21;AlleenArbeidEnPensioenTotaal_22;WerknemerMetAlleenPensioen_23;ZelfstandigeMetAlleenPensioen_24;WerknemerEnZelfstMetAlleenPensioen_25;AlleenUitkeringEnPensioenTotaal_26;PensioenMetAlleenAOUitkering_27;PensioenMetAlleenWWUitkering_28;PensioenMetAlleenBijstandsuitkering_29;OverigPensioenMetAlleenUitkering_30;ArbeidUitkeringEnPensioen_31;GeenArbeidUitkeringPensioenTotaal_32;NietSchoolgaandeKinderen_33;ScholierStudent_34;OverigePersonen_35
10;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;1999, vrijdag 24 september;15618.0;6757.4;6065.9;533.6;158.0;1103.7;423.6;68.3;10.1;357.5;11.4;232.9;500.9;438.5;183.4;36.1;45.7;173.3;52.6;9.9;2088.9;111.7;65.7;43.6;2.4;138.6;53.6;19.5;19.1;46.3;12.9;4903.8;782.5;2631.3;1490.0
11;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2000, vrijdag 29 september;15743.0;6928.7;6215.3;546.5;166.9;1057.1;426.0;56.9;9.0;331.5;11.6;222.1;485.3;423.5;190.2;26.8;41.2;165.2;51.7;10.0;2116.2;122.0;73.4;45.5;3.0;146.0;56.7;19.2;21.7;48.4;14.5;4873.4;802.2;2615.3;1455.9
12;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2001, vrijdag 28 september;15874.3;7061.8;6340.1;555.4;166.3;1033.6;426.8;52.3;9.0;315.2;11.6;218.7;485.1;423.9;199.9;21.3;36.0;166.7;50.6;10.7;2152.2;135.0;87.4;44.1;3.5;147.8;60.5;18.1;23.6;45.7;17.1;4841.7;813.0;2612.1;1416.5
13;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2002, vrijdag 27 september;15968.2;7101.0;6384.6;554.8;161.6;1039.8;422.4;66.5;9.9;310.2;11.7;219.2;478.5;420.3;201.0;26.1;35.3;157.8;48.7;9.5;2182.4;148.1;100.0;44.3;3.8;150.4;65.1;15.4;25.5;44.4;19.2;4848.8;816.9;2643.1;1388.7
14;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2003, vrijdag 26 september;16035.9;7045.0;6336.9;549.9;158.1;1098.7;416.6;108.8;12.8;326.6;12.1;221.7;469.1;408.7;186.1;33.7;32.4;156.4;51.1;9.4;2201.9;169.4;118.1;47.0;4.3;163.8;67.8;16.3;27.8;51.9;22.3;4865.6;814.7;2701.0;1349.9
15;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2004, vrijdag 24 september;16083.9;6964.2;6277.9;543.5;142.8;1127.5;408.7;133.3;15.1;334.8;11.9;223.8;455.1;396.6;170.8;40.5;31.2;154.0;50.4;8.1;2252.6;171.7;121.4;46.4;3.9;175.2;72.4;16.9;29.7;56.2;23.0;4914.6;801.3;2755.3;1358.0
16;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2005, vrijdag 30 september;16121.3;6970.3;6273.8;545.2;151.3;1105.5;372.2;129.1;13.0;333.0;11.2;246.9;448.6;389.0;144.1;43.7;32.6;168.6;50.9;8.8;2290.4;196.2;141.2;50.3;4.7;179.7;73.4;16.6;32.1;57.6;26.1;4904.6;787.8;2784.5;1332.4
17;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2006, vrijdag 29 september;16139.9;7060.1;6322.1;565.2;172.8;1038.3;362.1;104.0;10.8;313.7;8.7;238.9;468.6;408.1;129.7;37.5;33.5;207.5;50.5;10.0;;;;;;;;;;;;4843.3;768.2;2783.1;1292.0
18;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2007, vrijdag 28 september;16183.9;7322.2;6548.4;596.8;177.0;919.8;355.5;77.3;7.5;278.7;7.6;;431.6;376.7;134.3;28.7;29.9;183.8;45.8;9.1;2386.9;;;61.4;;;78.7;14.9;36.3;;;4697.1;747.7;2741.6;1207.7
19;Totaal mannen en vrouwen;0;0;Particuliere huishoudens;2008, vrijdag 26 september;16257.6;7449.6;6655.1;613.6;180.9;898.4;367.3;64.1;5.3;264.5;7.4;;400.1;346.5;127.3;24.5;27.3;167.5;45.3;8.3;2422.6;251.7;180.0;66.1;5.6;;80.5;12.2;40.0;;27.9;4636.8;736.5;2719.6;1180.6
20;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;1999, vrijdag 24 september;224.6;6.3;6.1;0.2;0.1;47.7;42.1;0.1;0.0;4.1;0.1;1.3;5.4;5.3;4.8;0.0;0.1;0.4;0.0;0.0;142.7;0.3;0.2;0.1;0.0;2.2;0.6;0.0;0.2;1.4;0.0;20.1;0.6;12.2;7.3
21;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2000, vrijdag 29 september;219.6;6.7;6.4;0.2;0.1;45.8;40.3;0.1;0.0;4.2;0.1;1.2;5.3;5.3;4.8;0.0;0.2;0.3;0.0;0.0;139.3;0.3;0.2;0.1;0.0;2.3;0.6;0.0;0.2;1.5;0.0;19.9;0.7;11.5;7.7
22;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2001, vrijdag 28 september;211.7;6.7;6.4;0.2;0.1;44.3;38.8;0.0;0.0;4.1;0.1;1.2;4.9;4.9;4.4;0.0;0.1;0.3;0.0;0.0;133.9;0.2;0.1;0.1;0.0;2.1;0.5;0.0;0.2;1.3;0.0;19.6;0.7;11.2;7.7
23;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2002, vrijdag 27 september;214.2;6.7;6.4;0.2;0.1;45.8;39.3;0.1;0.0;5.0;0.1;1.4;5.1;5.0;4.5;0.0;0.2;0.3;0.0;0.0;133.7;0.3;0.2;0.1;0.0;2.0;0.6;0.0;0.2;1.1;0.0;20.7;0.8;11.7;8.2
24;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2003, vrijdag 26 september;215.1;6.9;6.7;0.2;0.1;47.1;39.9;0.2;0.0;5.5;0.1;1.5;5.0;4.9;4.5;0.0;0.1;0.3;0.1;0.0;131.7;0.3;0.2;0.1;0.0;2.4;0.7;0.0;0.2;1.5;0.0;21.7;0.9;11.9;8.8
25;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2004, vrijdag 24 september;213.5;6.6;6.3;0.2;0.1;48.0;40.3;0.2;0.0;5.8;0.1;1.6;4.8;4.7;4.3;0.0;0.1;0.2;0.1;0.0;129.8;0.3;0.2;0.1;0.0;2.6;0.7;0.0;0.2;1.6;0.0;21.5;0.9;11.6;9.0
26;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2005, vrijdag 30 september;209.3;6.1;5.8;0.2;0.1;47.6;39.5;0.2;0.0;5.9;0.1;1.9;4.4;4.3;3.9;0.0;0.1;0.2;0.1;0.0;127.8;0.3;0.2;0.1;0.0;2.5;0.8;0.0;0.2;1.5;0.0;20.7;0.8;11.7;8.2
27;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2006, vrijdag 29 september;214.0;6.3;6.0;0.2;0.1;48.7;40.1;0.1;0.0;6.4;0.1;2.0;4.6;4.5;3.9;0.0;0.2;0.4;0.1;0.0;;;;;;;;;;;;20.9;0.7;11.1;9.1
28;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2007, vrijdag 28 september;217.1;8.6;8.0;0.5;0.1;51.2;41.7;0.1;0.0;7.2;0.1;;5.0;5.0;4.2;0.0;0.2;0.5;0.1;0.0;127.0;;;0.1;;;0.9;0.0;0.2;;;23.0;0.9;11.5;10.6
29;Totaal mannen en vrouwen;0;0;Institutionele huishoudens;2008, vrijdag 26 september;214.6;8.3;8.0;0.3;0.1;52.5;42.3;0.1;0.0;7.8;0.1;;4.9;4.8;4.0;0.0;0.2;0.5;0.1;0.0;125.1;0.3;0.2;0.1;0.0;;0.9;0.0;0.2;;0.0;21.8;0.9;11.2;9.6
30;Totaal mannen en vrouwen;0;1;Totaal huishoudens;1999, vrijdag 24 september;13084.0;5766.9;5159.2;469.2;138.5;816.6;377.7;51.7;7.9;186.4;7.7;185.2;409.7;354.9;164.0;28.2;25.0;137.7;46.2;8.5;2028.7;101.4;58.8;40.4;2.2;109.3;45.4;16.6;4.9;42.3;11.4;3840.1;613.0;2074.4;1152.7
31;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2000, vrijdag 29 september;13112.1;5873.3;5249.9;477.7;145.7;776.1;375.2;42.5;6.9;168.9;7.6;174.9;399.0;345.1;169.2;20.7;22.3;132.9;45.3;8.6;2045.0;110.2;65.5;42.0;2.7;114.3;48.0;16.3;5.6;44.4;12.8;3781.4;624.6;2047.9;1109.0
32;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2001, vrijdag 28 september;13136.8;5957.5;5331.6;481.3;144.5;751.3;372.3;38.2;6.8;155.9;7.5;170.5;401.0;348.1;176.8;16.3;19.8;135.2;43.8;9.1;2068.1;121.3;77.8;40.4;3.1;113.6;51.3;15.4;5.5;41.4;15.1;3708.8;629.8;2026.6;1052.4
33;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2002, vrijdag 27 september;13154.0;5978.5;5359.3;479.0;140.2;749.4;367.3;47.3;7.4;149.9;7.4;170.1;396.8;346.4;177.2;19.3;19.4;130.5;42.3;8.2;2089.3;132.7;88.8;40.5;3.4;114.3;55.2;13.1;5.6;40.3;17.0;3676.0;630.4;2036.8;1008.8
34;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2003, vrijdag 26 september;13167.2;5930.4;5320.4;473.0;137.1;781.4;361.5;76.5;9.5;154.6;7.6;171.7;390.1;338.0;164.5;24.8;18.1;130.6;44.0;8.2;2099.8;151.7;104.9;42.9;3.9;124.5;57.7;13.9;5.6;47.3;19.7;3669.5;627.2;2073.4;968.9
35;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2004, vrijdag 24 september;13179.2;5865.5;5275.1;466.5;123.8;797.4;354.4;93.4;11.2;157.2;7.6;173.6;378.2;327.8;151.0;29.9;17.4;129.4;43.4;7.1;2138.5;154.0;108.1;42.4;3.6;133.3;62.1;14.5;5.7;51.1;20.4;3692.0;615.6;2111.6;964.9
36;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2005, vrijdag 30 september;13188.0;5855.4;5257.3;467.3;130.8;780.3;325.0;91.7;9.8;155.9;7.2;190.8;371.6;320.5;127.7;32.2;18.1;142.5;43.5;7.6;2164.8;175.6;125.5;45.8;4.3;135.0;62.6;14.3;5.8;52.3;23.1;3682.2;604.6;2134.0;943.6
37;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2006, vrijdag 29 september;13187.5;5900.7;5270.1;481.8;148.8;731.3;316.3;75.9;8.3;143.3;5.7;181.7;379.9;328.5;115.5;27.5;17.4;168.1;42.9;8.5;2206.1;187.3;128.4;54.3;4.6;123.7;62.0;12.3;6.0;43.4;22.1;3636.4;588.1;2129.8;918.5
38;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2007, vrijdag 28 september;13192.1;6077.6;5422.0;504.4;151.2;652.8;313.4;56.4;5.8;129.3;5.1;;348.9;302.3;118.9;21.2;15.3;146.9;38.8;7.8;2242.7;;;55.5;;;67.6;12.8;6.3;;;3519.3;569.8;2096.9;852.6
39;Totaal mannen en vrouwen;0;1;Totaal huishoudens;2008, vrijdag 26 september;13197.6;6143.8;5474.8;515.3;153.7;634.0;319.3;46.2;4.0;118.4;4.9;;323.8;278.5;113.2;17.6;13.2;134.4;38.3;7.1;2271.2;224.0;159.2;59.7;5.1;;69.0;10.5;6.9;;24.7;3456.1;559.3;2075.0;821.8
40;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;1999, vrijdag 24 september;12886.7;5761.8;5154.3;469.1;138.4;775.6;340.5;51.6;7.9;183.8;7.6;184.2;404.9;350.1;159.6;28.2;24.9;137.5;46.2;8.5;1897.0;101.2;58.7;40.3;2.2;107.4;44.9;16.6;4.8;41.1;11.3;3827.6;612.7;2065.7;1149.3
41;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2000, vrijdag 29 september;12920.0;5868.1;5244.9;477.6;145.6;736.7;339.5;42.5;6.9;166.3;7.5;173.9;394.2;340.3;164.8;20.6;22.3;132.6;45.3;8.6;1916.6;109.9;65.3;41.9;2.7;112.3;47.5;16.3;5.5;43.0;12.8;3769.3;624.2;2039.8;1105.3
42;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2001, vrijdag 28 september;12952.2;5952.4;5326.8;481.2;144.5;713.3;337.9;38.2;6.8;153.5;7.4;169.5;396.6;343.7;172.8;16.3;19.7;134.9;43.8;9.1;1944.8;121.1;77.7;40.3;3.1;111.8;50.8;15.4;5.4;40.2;15.1;3697.1;629.5;2018.8;1048.8
43;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2002, vrijdag 27 september;12968.7;5973.5;5354.6;478.8;140.2;710.4;332.6;47.2;7.3;147.0;7.3;169.0;392.3;341.9;173.0;19.3;19.3;130.2;42.2;8.2;1966.1;132.4;88.6;40.4;3.4;112.6;54.7;13.1;5.5;39.3;17.0;3664.3;630.0;2029.1;1005.2
44;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2003, vrijdag 26 september;12982.2;5925.4;5315.6;472.8;137.0;741.6;326.3;76.4;9.5;151.3;7.5;170.5;385.7;333.6;160.4;24.8;18.1;130.3;44.0;8.2;1978.6;151.4;104.7;42.8;3.9;122.4;57.1;13.9;5.5;45.9;19.7;3657.4;626.8;2065.5;965.1
45;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2004, vrijdag 24 september;12995.8;5860.5;5270.4;466.3;123.7;757.1;319.0;93.3;11.2;153.8;7.5;172.3;373.9;323.5;147.1;29.8;17.4;129.2;43.3;7.1;2019.2;153.7;107.9;42.3;3.6;131.1;61.5;14.5;5.6;49.6;20.3;3680.0;615.2;2103.7;961.0
46;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2005, vrijdag 30 september;13008.1;5850.8;5253.0;467.1;130.7;740.4;290.3;91.6;9.8;152.4;7.1;189.2;367.7;316.6;124.1;32.1;18.0;142.3;43.5;7.6;2047.7;175.3;125.4;45.6;4.3;132.8;61.9;14.3;5.7;50.9;23.1;3670.5;604.3;2126.2;940.1
47;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2006, vrijdag 29 september;13003.9;5896.0;5265.7;481.6;148.8;690.8;281.3;75.8;8.3;139.5;5.7;180.1;375.9;324.5;111.9;27.5;17.3;167.8;42.9;8.5;2085.8;187.0;128.2;54.2;4.6;122.1;61.4;12.3;5.9;42.6;22.1;3624.3;587.7;2122.4;914.1
48;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2007, vrijdag 28 september;13008.3;6071.1;5416.0;504.0;151.1;610.6;277.1;56.3;5.8;125.2;5.0;;344.5;298.0;115.1;21.2;15.2;146.5;38.7;7.8;2126.5;;;55.4;;;66.8;12.8;6.2;;;3506.5;569.3;2089.5;847.7
49;Totaal mannen en vrouwen;0;1;Particuliere huishoudens;2008, vrijdag 26 september;13016.2;6137.9;5469.1;515.1;153.7;591.2;282.7;46.1;3.9;114.0;4.8;;319.7;274.3;109.6;17.6;13.1;134.0;38.2;7.1;2157.0;223.7;159.1;59.6;5.1;;68.2;10.5;6.8;;24.6;3443.5;558.9;2067.7;817.0
50;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;1999, vrijdag 24 september;197.3;5.1;4.9;0.1;0.0;41.0;37.3;0.1;0.0;2.6;0.1;1.0;4.8;4.8;4.4;0.0;0.1;0.3;0.0;0.0;131.7;0.3;0.2;0.1;0.0;1.9;0.5;0.0;0.1;1.3;0.0;12.5;0.3;8.8;3.4
51;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2000, vrijdag 29 september;192.2;5.2;5.0;0.1;0.1;39.4;35.7;0.0;0.0;2.5;0.1;1.0;4.8;4.7;4.4;0.0;0.1;0.3;0.0;0.0;128.4;0.3;0.2;0.1;0.0;2.0;0.5;0.0;0.1;1.4;0.0;12.2;0.3;8.1;3.7
52;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2001, vrijdag 28 september;184.5;5.1;4.8;0.2;0.1;37.9;34.4;0.0;0.0;2.5;0.1;1.0;4.4;4.4;4.0;0.0;0.1;0.3;0.0;0.0;123.4;0.2;0.1;0.1;0.0;1.8;0.5;0.0;0.1;1.2;0.0;11.7;0.3;7.8;3.6
53;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2002, vrijdag 27 september;185.4;4.9;4.7;0.2;0.1;39.0;34.8;0.0;0.0;3.0;0.1;1.1;4.5;4.5;4.2;0.0;0.1;0.2;0.0;0.0;123.2;0.2;0.1;0.1;0.0;1.7;0.5;0.0;0.1;1.1;0.0;11.7;0.4;7.8;3.6
54;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2003, vrijdag 26 september;185.0;5.0;4.8;0.2;0.1;39.7;35.1;0.1;0.0;3.2;0.1;1.2;4.5;4.4;4.1;0.0;0.1;0.2;0.0;0.0;121.2;0.3;0.1;0.1;0.0;2.1;0.6;0.0;0.1;1.4;0.0;12.2;0.4;7.9;3.9
55;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2004, vrijdag 24 september;183.4;5.0;4.7;0.2;0.1;40.3;35.5;0.1;0.0;3.4;0.1;1.2;4.3;4.2;3.9;0.0;0.1;0.2;0.0;0.0;119.3;0.3;0.1;0.1;0.0;2.3;0.6;0.0;0.1;1.5;0.0;12.1;0.4;7.8;3.8
56;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2005, vrijdag 30 september;179.9;4.6;4.3;0.2;0.1;40.0;34.7;0.1;0.0;3.6;0.1;1.5;3.9;3.9;3.6;0.0;0.1;0.2;0.0;0.0;117.2;0.3;0.1;0.1;0.0;2.2;0.7;0.0;0.1;1.4;0.0;11.7;0.4;7.8;3.6
57;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2006, vrijdag 29 september;183.6;4.7;4.5;0.2;0.1;40.5;35.0;0.1;0.0;3.8;0.1;1.6;4.0;4.0;3.6;0.0;0.1;0.3;0.0;0.0;120.3;0.2;0.1;0.1;0.0;1.6;0.7;0.0;0.1;0.8;0.0;12.2;0.4;7.4;4.4
58;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2007, vrijdag 28 september;183.9;6.5;6.0;0.4;0.1;42.2;36.3;0.1;0.0;4.1;0.1;;4.4;4.3;3.8;0.0;0.1;0.4;0.1;0.0;116.1;;;0.1;;;0.8;0.0;0.1;;;12.8;0.5;7.4;4.9
59;Totaal mannen en vrouwen;0;1;Institutionele huishoudens;2008, vrijdag 26 september;181.5;5.9;5.7;0.2;0.1;42.8;36.6;0.1;0.0;4.4;0.1;;4.2;4.1;3.7;0.0;0.1;0.3;0.0;0.0;114.2;0.3;0.1;0.1;0.0;;0.8;0.0;0.1;;0.0;12.5;0.5;7.3;4.8
60;Totaal mannen en vrouwen;0;2;Totaal huishoudens;1999, vrijdag 24 september;2758.5;996.9;912.8;64.6;19.6;334.8;88.0;16.7;2.2;175.1;3.8;49.0;96.6;88.9;24.2;7.9;20.8;35.9;6.4;1.4;202.9;10.6;7.1;3.3;0.2;31.5;8.8;2.9;14.4;5.4;1.6;1083.7;170.1;569.0;344.5
61;Totaal mannen en vrouwen;0;2;Totaal huishoudens;2000, vrijdag 29 september;2850.4;1062.1;971.8;69.0;21.3;326.7;91.0;14.4;2.1;166.8;4.0;48.4;91.6;83.7;25.8;6.2;19.0;32.7;6.5;1.4;210.5;12.1;8.1;3.6;0.3;33.9;9.3;2.8;16.3;5.5;1.7;1111.7;178.3;578.9;354.5
62;Totaal mannen en vrouwen;0;2;Totaal huishoudens;2001, vrijdag 28 september;2949.2;1111.0;1014.9;74.3;21.9;326.6;93.3;14.1;2.2;163.4;4.2;49.5;89.1;80.7;27.5;5.0;16.4;31.8;6.8;1.6;217.9;13.9;9.8;3.8;0.3;36.3;9.7;2.7;18.3;5.5;2.0;1152.4;183.9;596.8;371.8
63;Totaal mannen en vrouwen;0;2;Totaal huishoudens;2002, vrijdag 27 september;3028.3;1129.1;1031.7;76.0;21.4;336.2;94.4;19.3;2.6;165.2;4.4;50.5;86.8;79.0;28.4;6.8;16.1;27.7;6.5;1.3;226.8;15.7;11.4;3.9;0.4;38.1;10.5;2.3;20.2;5.2;2.3;1193.4;187.4;618.0;388.1
64;Totaal mannen en vrouwen;0;2;Totaal huishoudens;2003, vrijdag 26 september;3083.7;1121.5;1023.2;77.2;21.1;364.4;95.0;32.5;3.3;177.5;4.6;51.4;84.0;75.6;26.1;8.9;14.4;26.2;7.1;1.2;233.8;18.1;13.4;4.2;0.4;41.7;10.8;2.4;22.4;6.2;2.6;1217.7;188.4;639.6;389.8
65;Totaal mannen en vrouwen;0;2;Totaal huishoudens;2004, vrijdag 24 september;3118.1;1105.3;1009.1;77.2;19.1;378.1;94.5;40.1;3.9;183.4;4.5;51.8;81.7;73.5;24.1;10.7;13.9;24.8;7.1;1.1;243.9;18.0;13.5;4.2;0.3;44.4;11.0;2.4;24.2;6.7;2.6;1244.1;186.6;655.4;402.1
66;Totaal mannen en vrouwen;0;2;Totaal huishoudens;2005, vrijdag 30 september;3142.6;1121.0;1022.3;78.1;20.6;372.8;86.7;37.6;3.2;183.0;4.1;58.1;81.4;72.8;20.2;11.5;14.6;26.4;7.4;1.2;253.3;20.9;15.8;4.7;0.4;47.3;11.6;2.4;26.5;6.9;3.0;1243.0;183.9;662.2;396.9
67;Totaal mannen en vrouwen;0;2;Totaal huishoudens;2006, vrijdag 29 september;3166.3;1165.7;1058.0;83.6;24.0;355.7;85.8;28.3;2.5;176.8;3.0;59.3;93.3;84.2;18.1;10.1;16.3;39.7;7.7;1.5;;;;;;;;;;;;1227.7;180.8;664.4;382.5
68;Totaal mannen en vrouwen;0;2;Totaal huishoudens;2007, vrijdag 28 september;3208.4;1253.1;1134.3;92.9;25.9;318.1;83.8;21.1;1.8;156.5;2.7;;87.7;79.4;19.6;7.5;14.8;37.5;7.1;1.3;271.2;;;5.9;;;11.9;2.1;30.3;;;1200.4;178.8;656.1;365.4
