ID;Geslacht;Leeftijd;NationaliteitInJaarVanImmigratie;AfgeleidMigratiedoel;Kenmerken;JaarVanImmigratie;Perioden;BevolkingOp31DecemberEUEFTA_1
20;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Totaal;2019;1073220.0
21;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Totaal;2020;1099115.0
22;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Totaal;2021;1174195.0
23;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;Totaal;2022;1251275.0
24;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;1999;61765.0
25;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2000;54910.0
26;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2001;50290.0
27;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2002;46075.0
28;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2003;42895.0
29;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2004;40905.0
30;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2005;38415.0
31;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2006;36335.0
32;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2007;35095.0
33;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2008;33795.0
34;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2009;32730.0
35;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2010;31810.0
36;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2011;30935.0
37;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2012;30130.0
38;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2013;29585.0
39;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2014;28940.0
40;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2015;28380.0
41;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2016;27845.0
42;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2017;27375.0
43;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2018;26965.0
44;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2019;26540.0
45;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2020;25455.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2021;25145.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;1999 ;2022;24765.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;1999;
49;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2000;63655.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2001;56805.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2002;51235.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2003;46610.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2004;44090.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2005;40920.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2006;37990.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2007;36515.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2008;34990.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2009;33795.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2010;32675.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2011;31635.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2012;30700.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2013;30050.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2014;29370.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2015;28740.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2016;28180.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2017;27740.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2018;27330.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2019;26945.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2020;25845.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2021;25505.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2000 ;2022;25130.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;1999;
73;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2000;
74;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2001;61635.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2002;54035.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2003;48365.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2004;45165.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2005;41555.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2006;38265.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2007;36510.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2008;34780.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2009;33445.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2010;32315.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2011;31115.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2012;30150.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2013;29430.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2014;28705.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2015;28135.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2016;27585.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2017;27065.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2018;26645.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2019;26245.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2020;25015.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2021;24650.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2001;2022;24290.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;1999;
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2000;
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2001;
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2002;56180.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2003;48805.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2004;45115.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2005;40615.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2006;36750.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2007;34760.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2008;32955.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2009;31500.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2010;30310.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2011;29160.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2012;28130.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2013;27365.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2014;26675.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2015;26095.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2016;25505.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2017;25025.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2018;24640.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2019;24260.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2020;23160.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2021;22830.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2002 ;2022;22490.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;1999;
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2000;
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2001;
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2002;
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2003;49965.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2004;44745.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2005;39690.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2006;35435.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2007;33255.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2008;31115.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2009;29475.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2010;28170.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2011;26985.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2012;26040.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2013;25285.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2014;24640.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2015;24040.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2016;23540.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2017;23100.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2018;22680.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2019;22340.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2020;21340.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2021;21005.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2003;2022;20685.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;1999;
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2000;
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2001;
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2002;
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2003;
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2004;54725.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2005;47020.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2006;40910.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2007;37520.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2008;34600.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2009;32505.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2010;30875.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2011;29500.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2012;28295.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2013;27330.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2014;26455.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2015;25810.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2016;25225.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2017;24725.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2018;24280.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2019;23880.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2020;22965.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2021;22620.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2004 ;2022;22265.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;1999;
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2000;
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2001;
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2002;
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2003;
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2004;
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2005;55950.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2006;47190.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2007;42265.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2008;38170.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2009;35175.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2010;32885.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2011;30995.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2012;29395.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2013;28215.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2014;27220.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2015;26465.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2016;25820.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2017;25260.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2018;24755.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2019;24285.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2020;23335.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2021;23000.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2005 ;2022;22680.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;1999;
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2000;
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2001;
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2002;
196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2003;
197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2004;
198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2005;
199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2006;63875.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2007;55060.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2008;48535.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2009;43725.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2010;40225.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2011;37560.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2012;35415.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2013;33770.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2014;32470.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2015;31455.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2016;30550.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2017;29820.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2018;29170.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2019;28610.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2020;27430.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2021;26975.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2006;2022;26520.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;1999;
217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2000;
218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2001;
219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2002;
220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2003;
221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2004;
222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2005;
223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2006;
224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2007;78310.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2008;65640.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2009;57490.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2010;52020.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2011;47810.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2012;44590.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2013;42205.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2014;40395.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2015;38985.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2016;37825.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2017;36890.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2018;36040.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2019;35395.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2020;33945.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2021;33335.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2007 ;2022;32780.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;1999;
241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2000;
242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2001;
243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2002;
244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2003;
245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2004;
246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2005;
247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2006;
248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2007;
249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2008;92090.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2009;75610.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2010;65605.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2011;58505.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2012;53320.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2013;49815.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2014;47225.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2015;45195.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2016;43530.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2017;42280.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2018;41225.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2019;40345.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2020;38635.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2021;37940.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2008;2022;37300.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;1999;
265;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2000;
266;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2001;
267;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2002;
268;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2003;
269;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2004;
270;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2005;
271;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2006;
272;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2007;
273;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2008;
274;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2009;91920.0
275;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2010;75325.0
276;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2011;65080.0
277;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2012;57715.0
278;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2013;52795.0
279;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2014;49265.0
280;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2015;46635.0
281;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2016;44535.0
282;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2017;43005.0
283;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2018;41825.0
284;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2019;40735.0
285;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2020;39055.0
286;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2021;38300.0
287;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2022;37595.0
288;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;1999;
289;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2000;
290;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2001;
