ID;Geslacht;Leeftijd;Migratieachtergrond;Onderwijssoort;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Mbo (incl. extranei);2017/'18;398580;22760;375820;6.0
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Mbo (incl. extranei);2018/'19;403260;24400;378860;6.0
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Mbo (incl. extranei);2019/20;404020;20860;383170;5.0
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Mbo (incl. extranei);2020/'21;408700;22730;385960;6.0
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2012/'13;13400;1650;11750;12.0
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2013/'14;12330;1680;10650;14.0
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2014/'15;12780;1730;11050;14.0
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2015/'16;13180;1760;11420;13.0
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2016/'17;13880;1880;12000;14.0
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2017/'18;14560;2030;12530;14.0
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2018/'19;14260;1970;12290;14.0
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2019/20;13870;1610;12270;12.0
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Vavo;2020/'21;8450;1280;7170;15.0
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2012/'13;1027370;19610;1007760;2.0
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2013/'14;1033320;17870;1015450;2.0
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2014/'15;1039150;17000;1022150;2.0
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2015/'16;1043020;16670;1026360;2.0
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2016/'17;1040650;17020;1023630;2.0
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2017/'18;1027260;18230;1009030;2.0
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2018/'19;1009180;19020;990160;2.0
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2019/20;988050;15970;972080;2.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Totaal onderwijs;2020/'21;966430;17370;949060;2.0
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2012/'13;724450;3360;721090;0.0
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2013/'14;732480;3130;729350;0.0
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2014/'15;738540;3150;735400;0.0
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2015/'16;741520;3220;738300;0.0
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2016/'17;734760;3170;731580;0.0
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2017/'18;720920;3070;717850;0.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2018/'19;702100;3010;699090;0.0
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2019/20;682650;2240;680410;0.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2020/'21;664090;2710;661380;0.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2012/'13;294200;15260;278940;5.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2013/'14;292860;13710;279150;5.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2014/'15;292330;12830;279500;4.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2015/'16;292860;12360;280510;4.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2016/'17;296810;12730;284080;4.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2017/'18;297040;14000;283040;5.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2018/'19;298080;14860;283220;5.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2019/20;296770;12790;283990;4.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2020/'21;297100;13900;283210;5.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2012/'13;8720;990;7730;11.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2013/'14;7980;1030;6950;13.0
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2014/'15;8280;1030;7260;12.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2015/'16;8640;1090;7560;13.0
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2016/'17;9080;1120;7960;12.0
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2017/'18;9300;1160;8140;12.0
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2018/'19;9000;1150;7850;13.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2019/20;8630;940;7680;11.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal Nederlandse achtergrond;Vavo;2020/'21;5240;770;4470;15.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2012/'13;80880;2620;78260;3.0
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2013/'14;81620;2480;79140;3.0
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2014/'15;82980;2440;80530;3.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2015/'16;84030;2390;81640;3.0
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2016/'17;85250;2470;82780;3.0
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2017/'18;86200;2650;83560;3.0
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2018/'19;86920;2540;84380;3.0
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2019/20;88650;2190;86460;2.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Totaal onderwijs;2020/'21;90040;2450;87590;3.0
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2012/'13;58000;610;57390;1.0
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2013/'14;58790;590;58200;1.0
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2014/'15;60070;530;59540;1.0
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2015/'16;61310;560;60750;1.0
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2016/'17;62370;580;61790;1.0
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2017/'18;63160;630;62530;1.0
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2018/'19;64010;560;63450;1.0
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2019/20;65450;470;64980;1.0
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2020/'21;66460;590;65870;1.0
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2012/'13;21550;1810;19740;8.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2013/'14;21680;1730;19950;8.0
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2014/'15;21730;1720;20010;8.0
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2015/'16;21440;1610;19830;8.0
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2016/'17;21600;1700;19900;8.0
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2017/'18;21780;1800;19980;8.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2018/'19;21700;1780;19920;8.0
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2019/20;21960;1560;20400;7.0
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2020/'21;22760;1730;21030;8.0
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2012/'13;1330;200;1130;15.0
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2013/'14;1150;170;990;15.0
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2014/'15;1180;190;990;16.0
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2015/'16;1280;210;1060;17.0
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2016/'17;1280;190;1090;15.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2017/'18;1270;220;1050;17.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2018/'19;1210;200;1010;16.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2019/20;1250;170;1070;14.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal westerse migratieachtergrond;Vavo;2020/'21;830;140;700;16.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2012/'13;212940;9070;203870;4.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2013/'14;216110;8970;207150;4.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2014/'15;219440;8680;210770;4.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2015/'16;223230;8310;214920;4.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2016/'17;231280;8870;222400;4.0
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2017/'18;238180;9390;228800;4.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2018/'19;242610;9920;232700;4.0
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2019/20;245150;8200;236950;3.0
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2020/'21;247190;8600;238590;3.0
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2012/'13;135520;1320;134200;1.0
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2013/'14;138490;1390;137090;1.0
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2014/'15;141580;1400;140180;1.0
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2015/'16;145330;1550;143780;1.0
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2016/'17;151080;1840;149240;1.0
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2017/'18;154430;1770;152660;1.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2018/'19;155090;1550;153550;1.0
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2019/20;155850;1200;154650;1.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2020/'21;155970;1120;154860;1.0
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2012/'13;74070;7290;66780;10.0
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2013/'14;74430;7090;67340;10.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2014/'15;74540;6760;67780;9.0
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2015/'16;74630;6300;68330;8.0
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2016/'17;76680;6470;70210;8.0
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2017/'18;79760;6970;72800;9.0
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2018/'19;83480;7760;75720;9.0
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2019/20;85300;6520;78780;8.0
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2020/'21;88840;7110;81730;8.0
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2012/'13;3350;460;2900;14.0
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2013/'14;3200;480;2720;15.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2014/'15;3320;510;2810;15.0
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2015/'16;3260;460;2810;14.0
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2016/'17;3520;570;2950;16.0
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2017/'18;3990;650;3340;16.0
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2018/'19;4050;610;3430;15.0
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2019/20;4000;490;3510;12.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niet-westerse migratieachtergrond;Vavo;2020/'21;2370;380;2000;16.0
144;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2012/'13;38120;2500;35630;7.0
145;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2013/'14;36240;2510;33740;7.0
146;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2014/'15;34590;2440;32160;7.0
147;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2015/'16;34270;2380;31890;7.0
148;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2016/'17;37490;2810;34690;7.0
149;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2017/'18;40940;2990;37950;7.0
150;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2018/'19;43420;3220;40200;7.0
151;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2019/20;45780;2700;43080;6.0
152;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2020/'21;48020;2730;45290;6.0
153;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2012/'13;19880;470;19410;2.0
154;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2013/'14;18380;450;17930;2.0
155;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2014/'15;17620;530;17090;3.0
156;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2015/'16;18310;670;17640;4.0
157;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2016/'17;21710;1040;20660;5.0
158;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2017/'18;24000;1040;22960;4.0
159;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2018/'19;24780;850;23920;3.0
160;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2019/20;25990;620;25380;2.0
161;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2020/'21;27450;540;26910;2.0
162;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2012/'13;17360;1920;15440;11.0
163;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2013/'14;16980;1930;15060;11.0
164;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2014/'15;16190;1780;14410;11.0
165;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2015/'16;15170;1610;13560;11.0
166;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2016/'17;14840;1580;13260;11.0
167;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2017/'18;15780;1740;14040;11.0
168;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2018/'19;17540;2170;15360;12.0
169;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2019/20;18740;1940;16800;10.0
170;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Mbo (incl. extranei);2020/'21;19880;2100;17780;11.0
171;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2012/'13;880;100;780;12.0
172;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2013/'14;880;130;750;14.0
173;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2014/'15;790;130;660;16.0
174;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2015/'16;790;100;690;13.0
175;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2016/'17;940;180;760;19.0
176;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2017/'18;1160;210;960;18.0
177;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2018/'19;1100;190;910;17.0
178;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2019/20;1040;140;900;14.0
179;Totaal mannen en vrouwen;Totaal leeftijd;1e gen niet-westerse migratieachtergrond;Vavo;2020/'21;700;100;600;14.0
180;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2012/'13;174820;6570;168250;4.0
181;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2013/'14;179870;6460;173410;4.0
182;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2014/'15;184850;6240;178610;3.0
183;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2015/'16;188960;5930;183030;3.0
184;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2016/'17;193790;6070;187720;3.0
185;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2017/'18;197240;6400;190840;3.0
186;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2018/'19;199200;6700;192500;3.0
187;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2019/20;199370;5510;193870;3.0
188;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Totaal onderwijs;2020/'21;199170;5870;193300;3.0
189;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2012/'13;115640;850;114790;1.0
190;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2013/'14;120110;940;119170;1.0
191;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2014/'15;123960;860;123100;1.0
192;Totaal mannen en vrouwen;Totaal leeftijd;2e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2015/'16;127030;880;126140;1.0
