ID;Inkomensgrens;Geslacht;KenmerkenPersonen;Perioden;Personen_1;PersonenRelatief_2;Personen_3;PersonenRelatief_4
18;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;2016;999.1;100.0;74.2;100.0
19;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;2017;1014.5;100.0;80.5;100.0
20;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;2018;1028.3;100.0;89.9;100.0
21;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;2019;1032.3;100.0;98.5;100.0
22;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;2020;1027.0;100.0;105.7;100.0
23;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;2021;1011.8;100.0;108.3;100.0
24;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;2022;1004.0;100.0;118.5;100.0
25;Totaal;Totaal mannen en vrouwen;Leeftijd: 15 tot 20 jaar;2023;1000.2;100.0;132.3;100.0
26;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2011;999.1;100.0;623.7;100.0
27;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2012;1010.5;100.0;615.7;100.0
28;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2013;1016.2;100.0;603.8;100.0
29;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2014;1020.5;100.0;593.0;100.0
30;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2015;1026.5;100.0;597.1;100.0
31;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2016;1020.6;100.0;600.1;100.0
32;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2017;1019.6;100.0;605.7;100.0
33;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2018;1023.8;100.0;619.4;100.0
34;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2019;1035.1;100.0;630.2;100.0
35;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2020;1045.3;100.0;638.9;100.0
36;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2021;1064.5;100.0;655.0;100.0
37;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2022;1088.7;100.0;680.5;100.0
38;Totaal;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2023;1115.9;100.0;715.7;100.0
39;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2011;971.6;100.0;918.4;100.0
40;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2012;980.1;100.0;922.0;100.0
41;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2013;992.4;100.0;930.9;100.0
42;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2014;1005.0;100.0;940.5;100.0
43;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2015;1017.7;100.0;952.0;100.0
44;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2016;1035.9;100.0;970.7;100.0
45;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2017;1054.5;100.0;990.2;100.0
46;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2018;1071.7;100.0;1008.5;100.0
47;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2019;1088.6;100.0;1025.6;100.0
48;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2020;1104.5;100.0;1040.5;100.0
49;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2021;1100.9;100.0;1040.3;100.0
50;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2022;1102.1;100.0;1042.2;100.0
51;Totaal;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2023;1118.4;100.0;1058.9;100.0
52;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2011;983.0;100.0;975.7;100.0
53;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2012;987.0;100.0;979.3;100.0
54;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2013;987.4;100.0;979.9;100.0
55;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2014;985.0;100.0;977.6;100.0
56;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2015;990.5;100.0;982.9;100.0
57;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2016;993.9;100.0;986.4;100.0
58;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2017;1008.7;100.0;1001.3;100.0
59;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2018;1029.6;100.0;1022.2;100.0
60;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2019;1054.1;100.0;1046.5;100.0
61;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2020;1078.1;100.0;1070.4;100.0
62;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2021;1102.3;100.0;1094.6;100.0
63;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2022;1123.5;100.0;1115.8;100.0
64;Totaal;Totaal mannen en vrouwen;Leeftijd: 30 tot 35 jaar;2023;1154.5;100.0;1146.9;100.0
65;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2011;1103.5;100.0;1099.8;100.0
66;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2012;1053.7;100.0;1050.3;100.0
67;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2013;1013.6;100.0;1010.6;100.0
68;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2014;994.3;100.0;991.8;100.0
69;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2015;984.3;100.0;982.2;100.0
70;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2016;990.7;100.0;988.7;100.0
71;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2017;1000.1;100.0;997.9;100.0
72;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2018;1007.1;100.0;1004.7;100.0
73;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2019;1013.1;100.0;1010.5;100.0
74;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2020;1026.6;100.0;1023.8;100.0
75;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2021;1034.6;100.0;1031.7;100.0
76;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2022;1051.6;100.0;1048.7;100.0
77;Totaal;Totaal mannen en vrouwen;Leeftijd: 35 tot 40 jaar;2023;1084.7;100.0;1081.8;100.0
78;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2011;1278.8;100.0;1275.6;100.0
79;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2012;1271.2;100.0;1268.1;100.0
80;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2013;1253.6;100.0;1251.0;100.0
81;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2014;1215.1;100.0;1213.1;100.0
82;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2015;1159.7;100.0;1158.2;100.0
83;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2016;1102.9;100.0;1101.5;100.0
84;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2017;1058.0;100.0;1056.5;100.0
85;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2018;1022.9;100.0;1021.3;100.0
86;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2019;1009.9;100.0;1008.2;100.0
87;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2020;1005.8;100.0;1004.1;100.0
88;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2021;1016.8;100.0;1014.9;100.0
89;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2022;1026.8;100.0;1025.0;100.0
90;Totaal;Totaal mannen en vrouwen;Leeftijd: 40 tot 45 jaar;2023;1043.3;100.0;1041.6;100.0
91;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2011;1282.3;100.0;1280.0;100.0
92;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2012;1281.3;100.0;1279.0;100.0
93;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2013;1276.6;100.0;1274.6;100.0
94;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2014;1268.3;100.0;1266.8;100.0
95;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2015;1268.7;100.0;1267.5;100.0
96;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2016;1269.1;100.0;1268.1;100.0
97;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2017;1266.0;100.0;1264.9;100.0
98;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2018;1252.2;100.0;1250.9;100.0
99;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2019;1219.6;100.0;1218.2;100.0
100;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2020;1170.1;100.0;1168.7;100.0
101;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2021;1116.7;100.0;1115.4;100.0
102;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2022;1072.6;100.0;1071.4;100.0
103;Totaal;Totaal mannen en vrouwen;Leeftijd: 45 tot 50 jaar;2023;1044.6;100.0;1043.4;100.0
104;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2011;1182.3;100.0;1180.8;100.0
105;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2012;1202.1;100.0;1200.8;100.0
106;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2013;1220.8;100.0;1219.6;100.0
107;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2014;1236.8;100.0;1235.9;100.0
108;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2015;1253.0;100.0;1252.2;100.0
109;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2016;1262.7;100.0;1262.0;100.0
110;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2017;1265.3;100.0;1264.6;100.0
111;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2018;1263.5;100.0;1262.7;100.0
112;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2019;1260.4;100.0;1259.5;100.0
113;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2020;1265.1;100.0;1264.2;100.0
114;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2021;1269.5;100.0;1268.6;100.0
115;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2022;1266.0;100.0;1265.1;100.0
116;Totaal;Totaal mannen en vrouwen;Leeftijd: 50 tot 55 jaar;2023;1256.5;100.0;1255.7;100.0
117;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2011;1078.0;100.0;1077.3;100.0
118;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2012;1092.0;100.0;1091.4;100.0
119;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2013;1102.8;100.0;1102.2;100.0
120;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2014;1116.8;100.0;1116.5;100.0
121;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2015;1136.3;100.0;1135.9;100.0
122;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2016;1154.8;100.0;1154.5;100.0
123;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2017;1176.9;100.0;1176.6;100.0
124;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2018;1196.1;100.0;1195.7;100.0
125;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2019;1215.7;100.0;1215.3;100.0
126;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2020;1234.2;100.0;1233.8;100.0
127;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2021;1247.0;100.0;1246.5;100.0
128;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2022;1248.5;100.0;1248.1;100.0
129;Totaal;Totaal mannen en vrouwen;Leeftijd: 55 tot 60 jaar;2023;1249.4;100.0;1249.0;100.0
130;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2011;860.5;100.0;860.2;100.0
131;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2012;835.4;100.0;835.2;100.0
132;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2013;846.1;100.0;846.0;100.0
133;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2014;858.8;100.0;858.7;100.0
134;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2015;879.9;100.0;879.8;100.0
135;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2016;939.8;100.0;939.7;100.0
136;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2017;1003.5;100.0;1003.4;100.0
137;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2018;1066.2;100.0;1066.1;100.0
138;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2019;1083.1;100.0;1083.0;100.0
139;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2020;1103.6;100.0;1103.5;100.0
140;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2021;1123.1;100.0;1122.9;100.0
141;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2022;1143.2;100.0;1143.1;100.0
142;Totaal;Totaal mannen en vrouwen;Leeftijd: 60 tot 65 jaar;2023;1165.1;100.0;1165.0;100.0
143;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2011;;;;
144;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2012;;;;
145;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2013;;;;
146;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2014;;;;
147;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2015;;;;
148;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2016;;;;
149;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2017;;;;
150;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2018;;;;
151;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2019;64.1;100.0;64.1;100.0
152;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2020;66.4;100.0;66.4;100.0
153;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2021;66.7;100.0;66.7;100.0
154;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2022;121.4;100.0;121.4;100.0
155;Totaal;Totaal mannen en vrouwen;Leeftijd: 65 jaar tot AOW-leeftijd;2023;180.9;100.0;180.9;100.0
156;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2011;8448.8;100.0;7444.4;100.0
157;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2012;8376.4;100.0;7357.1;100.0
158;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2013;8335.5;100.0;7300.2;100.0
159;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2014;8292.7;100.0;7237.9;100.0
160;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2015;8265.5;100.0;7203.9;100.0
161;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2016;8268.4;100.0;7205.9;100.0
162;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2017;8282.6;100.0;7223.4;100.0
163;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2018;8284.6;100.0;7239.3;100.0
164;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2019;8299.9;100.0;7267.5;100.0
165;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2020;8255.2;100.0;7240.6;100.0
166;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2021;;;;
167;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2022;;;;
168;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;2023;;;;
169;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2011;1003.5;100.0;901.0;100.0
170;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2012;1010.5;100.0;905.4;100.0
171;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2013;1017.9;100.0;910.9;100.0
172;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2014;1028.4;100.0;920.1;100.0
173;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2015;1045.0;100.0;936.5;100.0
174;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2016;1064.9;100.0;955.5;100.0
175;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2017;1089.0;100.0;978.2;100.0
176;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2018;1121.7;100.0;1006.5;100.0
177;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2019;1160.7;100.0;1040.3;100.0
178;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2020;1196.9;100.0;1072.9;100.0
179;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2021;;;;
180;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2022;;;;
181;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: westers;2023;;;;
182;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2011;460.1;100.0;425.2;100.0
183;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2012;472.3;100.0;435.7;100.0
184;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2013;482.7;100.0;445.1;100.0
185;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2014;495.9;100.0;458.0;100.0
186;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2015;513.9;100.0;476.5;100.0
187;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2016;533.9;100.0;496.0;100.0
188;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2017;557.2;100.0;518.4;100.0
189;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2018;589.6;100.0;546.5;100.0
190;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2019;626.9;100.0;578.7;100.0
191;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2020;664.5;100.0;613.5;100.0
192;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2021;;;;
193;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2022;;;;
194;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen westers;2023;;;;
195;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2011;543.4;100.0;475.8;100.0
196;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2012;538.2;100.0;469.7;100.0
197;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2013;535.2;100.0;465.9;100.0
198;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2014;532.5;100.0;462.0;100.0
199;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2015;531.1;100.0;460.0;100.0
200;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2016;531.0;100.0;459.5;100.0
201;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2017;531.8;100.0;459.8;100.0
202;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2018;532.2;100.0;460.0;100.0
203;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2019;533.7;100.0;461.6;100.0
204;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2020;532.4;100.0;459.5;100.0
205;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2021;;;;
206;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2022;;;;
207;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen westers;2023;;;;
208;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2011;1276.6;100.0;1042.4;100.0
209;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2012;1307.1;100.0;1067.6;100.0
210;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2013;1330.9;100.0;1086.5;100.0
211;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2014;1357.8;100.0;1108.6;100.0
212;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2015;1389.4;100.0;1139.2;100.0
213;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2016;1436.2;100.0;1184.4;100.0
214;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2017;1495.4;100.0;1239.9;100.0
215;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2018;1555.0;100.0;1295.6;100.0
216;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2019;1615.5;100.0;1351.8;100.0
217;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2020;1674.6;100.0;1406.6;100.0
218;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2021;;;;
219;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2022;;;;
220;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: niet-westers;2023;;;;
221;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2011;898.0;100.0;825.2;100.0
222;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2012;906.0;100.0;833.6;100.0
223;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2013;907.0;100.0;836.1;100.0
224;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2014;909.0;100.0;840.0;100.0
225;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2015;914.9;100.0;848.8;100.0
226;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2016;935.2;100.0;871.0;100.0
227;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2017;967.2;100.0;902.2;100.0
228;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2018;998.7;100.0;931.1;100.0
229;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2019;1031.0;100.0;960.1;100.0
230;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2020;1061.6;100.0;987.6;100.0
231;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2021;;;;
232;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2022;;;;
233;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 1e gen niet-west...;2023;;;;
234;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen niet-west...;2011;378.6;100.0;217.1;100.0
235;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen niet-west...;2012;401.1;100.0;233.9;100.0
236;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen niet-west...;2013;423.9;100.0;250.4;100.0
237;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen niet-west...;2014;448.8;100.0;268.6;100.0
238;Totaal;Totaal mannen en vrouwen;Migratieachtergrond: 2e gen niet-west...;2015;474.5;100.0;290.4;100.0
