ID;Geslacht;Startjaar;OnderwijssoortStartjaar;Peilmoment;OnderwijspositiePeilmoment;TotaalStudentenStartjaar_1;TotaalGediplomeerden_2;BachelorHbo_3;MasterHbo_4;BachelorWo_5;MasterWo_6;BachelorHboMasterHbo_7;BachelorHboMasterWo_8;BachelorWoMasterWo_9;TotaalGediplomeerden_10;BachelorHbo_11;MasterHbo_12;BachelorWo_13;MasterWo_14;BachelorHboMasterHbo_15;BachelorHboMasterWo_16;BachelorWoMasterWo_17;NietGediplomeerden_18;NietGediplomeerdenRelatief_19
48;Totaal geslacht;2008;Totaal studenten startjaar;9 jaar na startjaar;Totaal onderwijspositie;126432.0;93315.0;55256.0;848.0;5805.0;4204.0;904.0;4404.0;21894.0;74.0;44.0;1.0;5.0;3.0;1.0;3.0;17.0;33117.0;26.0
49;Totaal geslacht;2008;Totaal studenten startjaar;9 jaar na startjaar;Totaal studenten in ho op peilmoment;9980.0;4696.0;2142.0;1.0;2059.0;3.0;25.0;114.0;352.0;47.0;21.0;0.0;21.0;0.0;0.0;1.0;4.0;5284.0;53.0
50;Totaal geslacht;2008;Totaal studenten startjaar;9 jaar na startjaar;Totaal studenten in  hbo op peilmoment;5916.0;1414.0;1189.0;1.0;67.0;3.0;21.0;15.0;118.0;24.0;20.0;0.0;1.0;0.0;0.0;0.0;2.0;4502.0;76.0
51;Totaal geslacht;2008;Totaal studenten startjaar;9 jaar na startjaar;Totaal studenten in wo op peilmoment;4029.0;3269.0;951.0;0.0;1983.0;0.0;4.0;98.0;233.0;81.0;24.0;0.0;49.0;0.0;0.0;2.0;6.0;760.0;19.0
52;Totaal geslacht;2008;Totaal studenten startjaar;9 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;35.0;13.0;2.0;0.0;9.0;0.0;0.0;1.0;1.0;37.0;6.0;0.0;26.0;0.0;0.0;3.0;3.0;22.0;63.0
53;Totaal geslacht;2008;Totaal studenten startjaar;9 jaar na startjaar;Totaal studenten uit ho op peilmoment;116452.0;88619.0;53114.0;847.0;3746.0;4201.0;879.0;4290.0;21542.0;76.0;46.0;1.0;3.0;4.0;1.0;4.0;18.0;27833.0;24.0
54;Totaal geslacht;2008;Hbo;1 jaar na startjaar;Totaal onderwijspositie;89704.0;966.0;862.0;104.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;88738.0;99.0
55;Totaal geslacht;2008;Hbo;1 jaar na startjaar;Totaal studenten in ho op peilmoment;74619.0;101.0;98.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74518.0;100.0
56;Totaal geslacht;2008;Hbo;1 jaar na startjaar;Totaal studenten in  hbo op peilmoment;73074.0;89.0;86.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72985.0;100.0
57;Totaal geslacht;2008;Hbo;1 jaar na startjaar;Totaal studenten in wo op peilmoment;1410.0;12.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1398.0;99.0
58;Totaal geslacht;2008;Hbo;1 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;135.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.0;100.0
59;Totaal geslacht;2008;Hbo;1 jaar na startjaar;Totaal studenten uit ho op peilmoment;15085.0;865.0;764.0;101.0;0.0;0.0;0.0;0.0;0.0;6.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;14220.0;94.0
60;Totaal geslacht;2008;Hbo;2 jaar na startjaar;Totaal onderwijspositie;89704.0;2757.0;2147.0;609.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;86947.0;97.0
61;Totaal geslacht;2008;Hbo;2 jaar na startjaar;Totaal studenten in ho op peilmoment;68919.0;328.0;307.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68591.0;100.0
62;Totaal geslacht;2008;Hbo;2 jaar na startjaar;Totaal studenten in  hbo op peilmoment;66485.0;279.0;258.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66206.0;100.0
63;Totaal geslacht;2008;Hbo;2 jaar na startjaar;Totaal studenten in wo op peilmoment;2309.0;49.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2260.0;98.0
64;Totaal geslacht;2008;Hbo;2 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;125.0;100.0
65;Totaal geslacht;2008;Hbo;2 jaar na startjaar;Totaal studenten uit ho op peilmoment;20785.0;2429.0;1840.0;588.0;0.0;0.0;0.0;1.0;0.0;12.0;9.0;3.0;0.0;0.0;0.0;0.0;0.0;18356.0;88.0
66;Totaal geslacht;2008;Hbo;3 jaar na startjaar;Totaal onderwijspositie;89704.0;7441.0;6639.0;787.0;0.0;2.0;8.0;5.0;0.0;8.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;82263.0;92.0
67;Totaal geslacht;2008;Hbo;3 jaar na startjaar;Totaal studenten in ho op peilmoment;62967.0;688.0;682.0;5.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;62279.0;99.0
68;Totaal geslacht;2008;Hbo;3 jaar na startjaar;Totaal studenten in  hbo op peilmoment;60028.0;373.0;368.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;59655.0;99.0
69;Totaal geslacht;2008;Hbo;3 jaar na startjaar;Totaal studenten in wo op peilmoment;2808.0;314.0;313.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;2494.0;89.0
70;Totaal geslacht;2008;Hbo;3 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;131.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;99.0
71;Totaal geslacht;2008;Hbo;3 jaar na startjaar;Totaal studenten uit ho op peilmoment;26737.0;6753.0;5957.0;782.0;0.0;2.0;8.0;4.0;0.0;25.0;22.0;3.0;0.0;0.0;0.0;0.0;0.0;19984.0;75.0
72;Totaal geslacht;2008;Hbo;4 jaar na startjaar;Totaal onderwijspositie;89704.0;31159.0;29778.0;818.0;473.0;7.0;38.0;45.0;0.0;35.0;33.0;1.0;1.0;0.0;0.0;0.0;0.0;58545.0;65.0
73;Totaal geslacht;2008;Hbo;4 jaar na startjaar;Totaal studenten in ho op peilmoment;41156.0;3908.0;3550.0;2.0;354.0;0.0;0.0;2.0;0.0;9.0;9.0;0.0;1.0;0.0;0.0;0.0;0.0;37248.0;91.0
74;Totaal geslacht;2008;Hbo;4 jaar na startjaar;Totaal studenten in  hbo op peilmoment;36092.0;963.0;958.0;2.0;3.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;35129.0;97.0
75;Totaal geslacht;2008;Hbo;4 jaar na startjaar;Totaal studenten in wo op peilmoment;4962.0;2940.0;2588.0;0.0;350.0;0.0;0.0;2.0;0.0;59.0;52.0;0.0;7.0;0.0;0.0;0.0;0.0;2022.0;41.0
76;Totaal geslacht;2008;Hbo;4 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;102.0;5.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;97.0;95.0
77;Totaal geslacht;2008;Hbo;4 jaar na startjaar;Totaal studenten uit ho op peilmoment;48548.0;27251.0;26228.0;816.0;119.0;7.0;38.0;43.0;0.0;56.0;54.0;2.0;0.0;0.0;0.0;0.0;0.0;21297.0;44.0
78;Totaal geslacht;2008;Hbo;5 jaar na startjaar;Totaal onderwijspositie;89704.0;44924.0;42548.0;825.0;1017.0;9.0;163.0;267.0;95.0;50.0;47.0;1.0;1.0;0.0;0.0;0.0;0.0;44780.0;50.0
79;Totaal geslacht;2008;Hbo;5 jaar na startjaar;Totaal studenten in ho op peilmoment;28466.0;5446.0;4595.0;1.0;826.0;0.0;0.0;15.0;9.0;19.0;16.0;0.0;3.0;0.0;0.0;0.0;0.0;23020.0;81.0
80;Totaal geslacht;2008;Hbo;5 jaar na startjaar;Totaal studenten in  hbo op peilmoment;22736.0;1258.0;1255.0;1.0;1.0;0.0;0.0;0.0;1.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;21478.0;94.0
81;Totaal geslacht;2008;Hbo;5 jaar na startjaar;Totaal studenten in wo op peilmoment;5625.0;4179.0;3334.0;0.0;823.0;0.0;0.0;14.0;8.0;74.0;59.0;0.0;15.0;0.0;0.0;0.0;0.0;1446.0;26.0
82;Totaal geslacht;2008;Hbo;5 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;105.0;9.0;6.0;0.0;2.0;0.0;0.0;1.0;0.0;9.0;6.0;0.0;2.0;0.0;0.0;1.0;0.0;96.0;91.0
83;Totaal geslacht;2008;Hbo;5 jaar na startjaar;Totaal studenten uit ho op peilmoment;61238.0;39478.0;37953.0;824.0;191.0;9.0;163.0;252.0;86.0;64.0;62.0;1.0;0.0;0.0;0.0;0.0;0.0;21760.0;36.0
84;Totaal geslacht;2008;Hbo;6 jaar na startjaar;Totaal onderwijspositie;89704.0;52074.0;48113.0;830.0;1199.0;13.0;354.0;1150.0;415.0;58.0;54.0;1.0;1.0;0.0;0.0;1.0;0.0;37630.0;42.0
85;Totaal geslacht;2008;Hbo;6 jaar na startjaar;Totaal studenten in ho op peilmoment;20606.0;5469.0;4436.0;0.0;930.0;0.0;8.0;73.0;22.0;27.0;22.0;0.0;5.0;0.0;0.0;0.0;0.0;15137.0;73.0
86;Totaal geslacht;2008;Hbo;6 jaar na startjaar;Totaal studenten in  hbo op peilmoment;15453.0;1337.0;1318.0;0.0;6.0;0.0;4.0;2.0;7.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;14116.0;91.0
87;Totaal geslacht;2008;Hbo;6 jaar na startjaar;Totaal studenten in wo op peilmoment;5080.0;4121.0;3113.0;0.0;920.0;0.0;4.0;69.0;15.0;81.0;61.0;0.0;18.0;0.0;0.0;1.0;0.0;959.0;19.0
88;Totaal geslacht;2008;Hbo;6 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;73.0;11.0;5.0;0.0;4.0;0.0;0.0;2.0;0.0;15.0;7.0;0.0;5.0;0.0;0.0;3.0;0.0;62.0;85.0
89;Totaal geslacht;2008;Hbo;6 jaar na startjaar;Totaal studenten uit ho op peilmoment;69098.0;46605.0;43677.0;830.0;269.0;13.0;346.0;1077.0;393.0;67.0;63.0;1.0;0.0;0.0;1.0;2.0;1.0;22493.0;33.0
90;Totaal geslacht;2008;Hbo;7 jaar na startjaar;Totaal onderwijspositie;89704.0;56469.0;50736.0;837.0;1133.0;21.0;514.0;2382.0;846.0;63.0;57.0;1.0;1.0;0.0;1.0;3.0;1.0;33235.0;37.0
91;Totaal geslacht;2008;Hbo;7 jaar na startjaar;Totaal studenten in ho op peilmoment;14557.0;4515.0;3531.0;0.0;801.0;0.0;14.0;127.0;42.0;31.0;24.0;0.0;6.0;0.0;0.0;1.0;0.0;10042.0;69.0
92;Totaal geslacht;2008;Hbo;7 jaar na startjaar;Totaal studenten in  hbo op peilmoment;10774.0;1368.0;1341.0;0.0;6.0;0.0;10.0;5.0;6.0;13.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;9406.0;87.0
93;Totaal geslacht;2008;Hbo;7 jaar na startjaar;Totaal studenten in wo op peilmoment;3739.0;3139.0;2186.0;0.0;792.0;0.0;4.0;121.0;36.0;84.0;58.0;0.0;21.0;0.0;0.0;3.0;1.0;600.0;16.0
94;Totaal geslacht;2008;Hbo;7 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;44.0;8.0;4.0;0.0;3.0;0.0;0.0;1.0;0.0;18.0;9.0;0.0;7.0;0.0;0.0;2.0;0.0;36.0;82.0
95;Totaal geslacht;2008;Hbo;7 jaar na startjaar;Totaal studenten uit ho op peilmoment;75147.0;51954.0;47205.0;837.0;332.0;21.0;500.0;2255.0;804.0;69.0;63.0;1.0;0.0;0.0;1.0;3.0;1.0;23193.0;31.0
96;Totaal geslacht;2008;Hbo;8 jaar na startjaar;Totaal onderwijspositie;89704.0;59237.0;52082.0;841.0;966.0;27.0;704.0;3344.0;1273.0;66.0;58.0;1.0;1.0;0.0;1.0;4.0;1.0;30467.0;34.0
97;Totaal geslacht;2008;Hbo;8 jaar na startjaar;Totaal studenten in ho op peilmoment;9833.0;3331.0;2597.0;1.0;555.0;0.0;18.0;119.0;41.0;34.0;26.0;0.0;6.0;0.0;0.0;1.0;0.0;6502.0;66.0
98;Totaal geslacht;2008;Hbo;8 jaar na startjaar;Totaal studenten in  hbo op peilmoment;7364.0;1279.0;1244.0;1.0;7.0;0.0;13.0;7.0;7.0;17.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;6085.0;83.0
99;Totaal geslacht;2008;Hbo;8 jaar na startjaar;Totaal studenten in wo op peilmoment;2440.0;2045.0;1348.0;0.0;546.0;0.0;5.0;112.0;34.0;84.0;55.0;0.0;22.0;0.0;0.0;5.0;1.0;395.0;16.0
100;Totaal geslacht;2008;Hbo;8 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;29.0;7.0;5.0;0.0;2.0;0.0;0.0;0.0;0.0;24.0;17.0;0.0;7.0;0.0;0.0;0.0;0.0;22.0;76.0
101;Totaal geslacht;2008;Hbo;8 jaar na startjaar;Totaal studenten uit ho op peilmoment;79871.0;55906.0;49485.0;840.0;411.0;27.0;686.0;3225.0;1232.0;70.0;62.0;1.0;1.0;0.0;1.0;4.0;2.0;23965.0;30.0
