ID;Geslacht;KenmerkenPersonen;CaribischNederland;Perioden;Personen_1;PersoonlijkBrutoInkomenGemiddeld_2;PersoonlijkBrutoInkomenMediaan_3;PersoonlijkInkomenGemiddeld_4;PersoonlijkInkomenMediaan_5
65;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Bonaire;2016;7250.0;34.9;25.1;30.9;24.2
66;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Bonaire;2017;7650.0;35.7;25.5;31.4;24.6
67;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Bonaire;2018;8050.0;35.6;25.4;31.5;24.5
68;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Bonaire;2019;8450.0;35.6;25.0;31.4;24.2
69;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Bonaire;2020;8800.0;35.7;24.8;31.7;24.2
70;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Bonaire;2021;9100.0;36.4;25.5;32.4;24.5
71;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Bonaire;2022;9650.0;37.5;26.7;33.1;25.5
72;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2011;950.0;38.3;28.5;35.2;26.9
73;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2012;950.0;39.9;30.6;36.8;28.5
74;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2013;1050.0;40.2;30.5;37.1;28.6
75;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2014;1050.0;41.6;33.0;38.2;30.9
76;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2015;1150.0;43.8;33.3;40.5;31.1
77;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2016;1200.0;42.7;30.8;39.5;28.7
78;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2017;1300.0;45.6;35.4;42.2;33.2
79;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2018;1300.0;45.6;32.7;41.9;31.4
80;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2019;1300.0;45.1;31.1;41.4;29.9
81;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2020;1300.0;44.7;31.6;40.6;29.8
82;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2021;1350.0;42.7;30.5;39.2;29.3
83;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Sint Eustatius;2022;1400.0;44.1;31.6;40.6;30.5
84;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2011;550.0;32.5;24.3;30.1;22.8
85;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2012;600.0;34.3;26.0;31.8;24.1
86;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2013;600.0;34.7;26.5;32.1;25.0
87;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2014;650.0;35.3;26.5;32.5;24.6
88;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2015;700.0;36.3;26.5;33.3;25.1
89;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2016;700.0;37.2;28.4;33.9;26.5
90;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2017;700.0;37.9;28.0;34.6;26.6
91;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2018;750.0;39.8;29.5;36.5;28.0
92;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2019;750.0;39.9;28.9;36.5;27.5
93;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2020;750.0;41.5;30.8;38.0;28.9
94;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2021;750.0;41.5;31.8;38.5;30.5
95;Totaal mannen en vrouwen;Positie hh: hoofdkostwinner;Saba;2022;800.0;44.2;33.6;40.9;31.8
96;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2011;3900.0;25.4;18.0;23.7;17.4
97;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2012;4100.0;26.4;18.7;24.7;18.1
98;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2013;4400.0;27.2;19.8;25.4;19.1
99;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2014;4550.0;28.0;20.0;26.1;19.4
100;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2015;4750.0;28.6;20.6;26.6;19.9
101;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2016;4950.0;30.1;21.7;27.2;20.9
102;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2017;5300.0;31.0;22.3;28.0;21.5
103;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2018;5500.0;30.2;21.7;27.3;21.1
104;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2019;5900.0;30.2;21.4;27.4;20.7
105;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2020;6250.0;30.8;21.5;27.8;21.0
106;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2021;6500.0;31.1;21.6;28.3;20.9
107;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Caribisch Nederland;2022;7050.0;32.7;23.1;29.7;22.3
108;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2011;3050.0;24.3;17.5;22.7;16.8
109;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2012;3250.0;24.9;17.8;23.3;17.4
110;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2013;3450.0;25.8;18.8;24.1;18.3
111;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2014;3600.0;26.6;19.1;24.8;18.7
112;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2015;3700.0;26.9;19.7;25.0;19.1
113;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2016;3800.0;28.6;20.9;25.7;20.2
114;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2017;4050.0;29.1;21.0;26.1;20.3
115;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2018;4250.0;28.3;20.5;25.4;19.8
116;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2019;4550.0;28.5;20.4;25.7;19.9
117;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2020;4900.0;29.3;20.5;26.4;20.0
118;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2021;5150.0;29.6;20.4;26.8;19.8
119;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Bonaire;2022;5600.0;31.2;22.0;28.1;21.2
120;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2011;550.0;31.3;22.7;28.9;21.8
121;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2012;550.0;33.6;23.9;31.1;22.8
122;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2013;650.0;33.3;24.1;30.8;22.7
123;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2014;600.0;35.2;27.4;32.5;26.2
124;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2015;700.0;36.3;28.1;33.7;26.2
125;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2016;750.0;35.7;25.8;33.2;24.5
126;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2017;850.0;39.0;29.0;36.1;28.0
127;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2018;850.0;38.0;26.0;35.1;25.1
128;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2019;900.0;37.0;25.2;34.1;24.3
129;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2020;850.0;36.0;24.9;32.9;24.0
130;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2021;950.0;36.6;25.5;33.5;24.8
131;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Sint Eustatius;2022;950.0;38.4;27.5;35.5;26.7
132;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2011;300.0;26.0;18.9;24.3;18.0
133;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2012;350.0;29.1;22.8;27.1;21.6
134;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2013;350.0;30.1;22.9;27.9;21.9
135;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2014;350.0;30.3;22.8;28.1;21.8
136;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2015;350.0;30.5;21.7;28.1;20.9
137;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2016;350.0;33.4;24.5;30.3;23.5
138;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2017;400.0;33.5;24.5;30.5;23.1
139;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2018;400.0;33.9;25.8;31.2;24.6
140;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2019;450.0;34.2;25.2;31.2;23.9
141;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2020;450.0;36.8;26.6;33.7;25.1
142;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2021;450.0;37.5;27.0;34.9;25.5
143;Totaal mannen en vrouwen;Positie hh: hoofdkostw. zonder partner;Saba;2022;500.0;39.1;29.4;36.2;28.1
144;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2011;2950.0;25.8;17.7;24.2;17.3
145;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2012;3150.0;26.7;18.3;25.0;17.9
146;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2013;3400.0;27.4;19.6;25.7;19.0
147;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2014;3500.0;28.1;19.7;26.2;19.2
148;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2015;3600.0;28.6;20.0;26.7;19.3
149;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2016;3700.0;30.5;21.5;27.5;20.7
150;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2017;3950.0;31.1;22.0;28.1;21.2
151;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2018;4100.0;30.3;21.3;27.3;20.6
152;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2019;4400.0;29.9;20.4;27.1;19.9
153;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2020;4700.0;30.3;20.7;27.3;20.1
154;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2021;4850.0;30.7;20.7;27.9;20.0
155;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Caribisch Nederland;2022;5200.0;32.2;22.0;29.1;21.2
156;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2011;2300.0;24.5;17.1;23.0;16.7
157;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2012;2500.0;25.0;17.6;23.5;17.2
158;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2013;2700.0;25.8;18.5;24.2;18.1
159;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2014;2750.0;26.5;18.9;24.8;18.4
160;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2015;2800.0;26.7;19.2;24.9;18.7
161;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2016;2900.0;28.8;20.7;25.7;19.8
162;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2017;3100.0;28.8;20.7;25.8;20.0
163;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2018;3200.0;28.1;20.1;25.1;19.6
164;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2019;3450.0;28.0;19.9;25.2;19.2
165;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2020;3750.0;28.6;19.9;25.7;19.3
166;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2021;3850.0;28.9;19.8;26.1;19.1
167;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Bonaire;2022;4150.0;30.3;20.8;27.2;20.1
168;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2011;400.0;33.1;23.2;30.7;22.2
169;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2012;400.0;35.5;25.5;32.9;23.8
170;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2013;450.0;35.0;25.4;32.4;24.7
171;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2014;450.0;36.9;27.8;34.1;26.3
172;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2015;500.0;38.2;28.4;35.6;27.2
173;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2016;550.0;38.4;26.8;35.6;25.4
174;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2017;600.0;41.5;32.1;38.4;30.0
175;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2018;600.0;40.0;26.9;36.8;25.4
176;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2019;600.0;38.4;24.7;35.6;24.0
177;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2020;600.0;36.7;24.5;33.7;23.7
178;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2021;650.0;37.1;24.0;34.1;23.4
179;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Sint Eustatius;2022;650.0;39.6;26.0;36.3;25.1
180;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2011;250.0;26.7;17.2;25.1;17.0
181;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2012;250.0;29.1;21.4;27.3;20.8
182;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2013;250.0;30.6;22.1;28.4;21.3
183;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2014;300.0;30.1;21.3;28.1;21.0
184;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2015;300.0;30.3;20.4;28.1;19.7
185;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2016;300.0;32.6;23.2;29.8;21.8
186;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2017;300.0;33.9;24.0;31.0;22.4
187;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2018;300.0;34.3;24.7;31.6;23.4
188;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2019;350.0;33.9;23.8;31.0;22.5
189;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2020;350.0;37.3;25.0;34.3;24.7
190;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2021;350.0;39.1;27.4;36.4;25.6
191;Totaal mannen en vrouwen;Positie hh: hoofdkostw. alleenstaande;Saba;2022;400.0;40.4;29.6;37.4;28.0
192;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2011;950.0;24.1;18.7;22.2;17.9
193;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2012;950.0;25.6;19.9;23.7;19.1
194;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2013;1000.0;26.5;20.1;24.5;19.3
195;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2014;1050.0;27.6;20.9;25.4;20.1
196;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2015;1150.0;28.6;22.3;26.2;21.4
197;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2016;1250.0;28.8;22.4;26.4;21.9
198;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2017;1350.0;30.8;23.1;27.8;22.4
199;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2018;1400.0;30.2;23.1;27.6;22.3
200;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2019;1500.0;31.2;23.7;28.4;23.0
201;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2020;1550.0;32.2;24.1;29.3;23.7
202;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2021;1700.0;32.3;24.3;29.7;23.6
203;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Caribisch Nederland;2022;1850.0;34.1;26.1;31.3;25.7
204;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2011;750.0;23.5;18.4;21.7;17.4
205;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2012;750.0;24.6;19.1;22.9;18.3
206;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2013;750.0;25.9;20.0;24.0;19.1
207;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2014;850.0;26.7;20.0;24.7;19.0
208;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2015;900.0;27.7;21.6;25.4;20.9
209;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2016;950.0;27.9;21.8;25.6;21.4
210;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2017;1000.0;30.1;22.0;27.0;21.5
211;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2018;1050.0;29.1;21.7;26.6;21.1
212;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2019;1100.0;30.0;22.9;27.4;22.4
213;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2020;1150.0;31.4;23.2;28.5;22.7
214;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2021;1250.0;31.5;22.9;29.0;22.4
215;Totaal mannen en vrouwen;Positie hh: hoofdk. alleenstaande ouder;Bonaire;2022;1400.0;33.7;25.2;30.7;24.7
