ID;BedrijfstakBranchesSBI2008;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6
173;Detailhandel geen apotheek, tankstations;2010 1e kwartaal;98.2;104.1;94.3;-2.0;0.1;-2.0
174;Detailhandel geen apotheek, tankstations;2010 april;110.2;106.7;103.3;-1.2;-0.1;-1.2
175;Detailhandel geen apotheek, tankstations;2010 mei;110.0;106.4;103.4;-2.6;-0.2;-2.3
176;Detailhandel geen apotheek, tankstations;2010 juni;110.6;104.7;105.7;1.7;-0.2;1.9
177;Detailhandel geen apotheek, tankstations;2010 2e kwartaal;110.3;105.9;104.1;-0.7;-0.2;-0.6
178;Detailhandel geen apotheek, tankstations;2010 juli;110.6;103.0;107.4;0.8;0.6;0.2
179;Detailhandel geen apotheek, tankstations;2010 augustus;102.6;103.5;99.2;0.5;0.4;0.1
180;Detailhandel geen apotheek, tankstations;2010 september;108.1;105.4;102.6;2.6;0.2;2.4
181;Detailhandel geen apotheek, tankstations;2010 3e kwartaal;107.1;104.0;103.0;1.3;0.4;0.9
182;Detailhandel geen apotheek, tankstations;2010 oktober;110.5;105.9;104.3;-2.3;0.3;-2.7
183;Detailhandel geen apotheek, tankstations;2010 november;108.3;105.7;102.5;4.6;0.3;4.2
184;Detailhandel geen apotheek, tankstations;2010 december;127.0;104.4;121.7;-0.1;0.6;-0.7
185;Detailhandel geen apotheek, tankstations;2010 4e kwartaal;115.2;105.3;109.4;0.6;0.4;0.1
186;Detailhandel geen apotheek, tankstations;2010;107.7;104.8;102.7;-0.2;0.2;-0.4
187;Detailhandel geen apotheek, tankstations;2011 januari;96.8;102.7;94.3;-0.5;0.7;-1.2
188;Detailhandel geen apotheek, tankstations;2011 februari;92.3;104.4;88.5;2.3;0.9;1.5
189;Detailhandel geen apotheek, tankstations;2011 maart;107.8;107.5;100.3;0.8;0.8;0.0
190;Detailhandel geen apotheek, tankstations;2011 1e kwartaal;99.0;104.9;94.4;0.8;0.8;0.1
191;Detailhandel geen apotheek, tankstations;2011 april;113.3;108.1;104.9;2.9;1.3;1.6
192;Detailhandel geen apotheek, tankstations;2011 mei;109.7;108.1;101.5;-0.2;1.6;-1.8
193;Detailhandel geen apotheek, tankstations;2011 juni;110.1;106.5;103.4;-0.5;1.7;-2.2
194;Detailhandel geen apotheek, tankstations;2011 2e kwartaal;111.0;107.5;103.3;0.7;1.5;-0.8
195;Detailhandel geen apotheek, tankstations;2011 juli;109.1;104.7;104.1;-1.4;1.7;-3.0
196;Detailhandel geen apotheek, tankstations;2011 augustus;104.9;105.3;99.7;2.2;1.7;0.5
197;Detailhandel geen apotheek, tankstations;2011 september;106.4;107.5;99.0;-1.6;2.0;-3.5
198;Detailhandel geen apotheek, tankstations;2011 3e kwartaal;106.8;105.8;100.9;-0.3;1.8;-2.1
199;Detailhandel geen apotheek, tankstations;2011 oktober;107.6;107.9;99.7;-2.6;1.9;-4.4
200;Detailhandel geen apotheek, tankstations;2011 november;108.8;107.8;101.0;0.5;2.0;-1.5
201;Detailhandel geen apotheek, tankstations;2011 december;128.0;106.5;120.2;0.8;2.0;-1.2
202;Detailhandel geen apotheek, tankstations;2011 4e kwartaal;114.8;107.4;106.9;-0.4;2.0;-2.3
203;Detailhandel geen apotheek, tankstations;2011;107.9;106.4;101.4;0.2;1.5;-1.3
204;Detailhandel geen apotheek, tankstations;2012 januari;97.5;104.7;93.1;0.6;1.9;-1.2
205;Detailhandel geen apotheek, tankstations;2012 februari;93.0;106.3;87.5;0.8;1.9;-1.1
206;Detailhandel geen apotheek, tankstations;2012 maart;110.7;109.6;101.0;2.7;2.0;0.7
207;Detailhandel geen apotheek, tankstations;2012 1e kwartaal;100.4;106.9;94.0;1.4;1.9;-0.5
208;Detailhandel geen apotheek, tankstations;2012 april;102.6;109.6;93.6;-9.5;1.5;-10.8
209;Detailhandel geen apotheek, tankstations;2012 mei;111.9;109.5;102.2;2.1;1.3;0.7
210;Detailhandel geen apotheek, tankstations;2012 juni;111.8;108.2;103.4;1.6;1.6;0.0
211;Detailhandel geen apotheek, tankstations;2012 2e kwartaal;108.8;109.1;99.7;-2.0;1.5;-3.5
212;Detailhandel geen apotheek, tankstations;2012 juli;104.6;106.1;98.6;-4.1;1.3;-5.3
213;Detailhandel geen apotheek, tankstations;2012 augustus;105.4;106.2;99.2;0.5;0.9;-0.4
214;Detailhandel geen apotheek, tankstations;2012 september;106.3;108.4;98.0;-0.1;0.9;-1.0
215;Detailhandel geen apotheek, tankstations;2012 3e kwartaal;105.4;106.9;98.6;-1.3;1.0;-2.3
216;Detailhandel geen apotheek, tankstations;2012 oktober;107.6;109.9;97.9;0.0;1.8;-1.8
217;Detailhandel geen apotheek, tankstations;2012 november;107.4;109.8;97.8;-1.3;1.9;-3.1
218;Detailhandel geen apotheek, tankstations;2012 december;123.3;108.9;113.2;-3.6;2.3;-5.8
219;Detailhandel geen apotheek, tankstations;2012 4e kwartaal;112.8;109.5;103.0;-1.8;2.0;-3.7
220;Detailhandel geen apotheek, tankstations;2012;106.8;108.1;98.8;-1.0;1.6;-2.5
221;Detailhandel geen apotheken;2000 januari;81.1;96.4;84.1;;;
222;Detailhandel geen apotheken;2000 februari;81.3;97.3;83.5;;;
223;Detailhandel geen apotheken;2000 maart;92.8;98.7;94.1;;;
224;Detailhandel geen apotheken;2000 1e kwartaal;85.0;97.4;87.3;;;
225;Detailhandel geen apotheken;2000 april;93.2;98.7;94.5;;;
226;Detailhandel geen apotheken;2000 mei;98.5;99.0;99.4;;;
227;Detailhandel geen apotheken;2000 juni;96.5;98.6;97.9;;;
228;Detailhandel geen apotheken;2000 2e kwartaal;96.0;98.7;97.3;;;
229;Detailhandel geen apotheken;2000 juli;93.1;96.5;96.5;;;
230;Detailhandel geen apotheken;2000 augustus;91.5;97.4;93.9;;;
231;Detailhandel geen apotheken;2000 september;96.6;99.8;96.8;;;
232;Detailhandel geen apotheken;2000 3e kwartaal;93.7;97.9;95.7;;;
233;Detailhandel geen apotheken;2000 oktober;95.1;100.3;94.9;;;
234;Detailhandel geen apotheken;2000 november;98.8;100.5;98.4;;;
235;Detailhandel geen apotheken;2000 december;112.5;99.1;113.5;;;
236;Detailhandel geen apotheken;2000 4e kwartaal;102.2;99.9;102.2;;;
237;Detailhandel geen apotheken;2000;94.2;98.5;95.7;;;
238;Detailhandel geen apotheken;2001 januari;87.7;98.4;89.1;8.1;2.1;5.9
239;Detailhandel geen apotheken;2001 februari;84.0;100.0;84.0;3.4;2.8;0.6
240;Detailhandel geen apotheken;2001 maart;100.4;101.8;98.7;8.2;3.1;4.9
241;Detailhandel geen apotheken;2001 1e kwartaal;90.7;100.0;90.7;6.7;2.7;3.9
242;Detailhandel geen apotheken;2001 april;96.4;102.7;93.9;3.4;4.1;-0.6
243;Detailhandel geen apotheken;2001 mei;106.7;103.0;103.6;8.4;4.0;4.2
244;Detailhandel geen apotheken;2001 juni;103.8;102.1;101.7;7.6;3.6;3.9
245;Detailhandel geen apotheken;2001 2e kwartaal;102.3;102.6;99.7;6.5;3.9;2.5
246;Detailhandel geen apotheken;2001 juli;96.5;100.0;96.5;3.7;3.6;0.1
247;Detailhandel geen apotheken;2001 augustus;98.0;100.6;97.5;7.2;3.3;3.8
248;Detailhandel geen apotheken;2001 september;100.3;103.2;97.2;3.8;3.3;0.5
249;Detailhandel geen apotheken;2001 3e kwartaal;98.3;101.3;97.1;4.9;3.4;1.4
250;Detailhandel geen apotheken;2001 oktober;102.9;103.0;99.9;8.2;2.7;5.3
251;Detailhandel geen apotheken;2001 november;105.3;102.6;102.6;6.5;2.1;4.3
252;Detailhandel geen apotheken;2001 december;115.5;101.9;113.4;2.7;2.8;-0.1
253;Detailhandel geen apotheken;2001 4e kwartaal;107.9;102.5;105.3;5.6;2.5;3.0
254;Detailhandel geen apotheken;2001;99.8;101.6;98.2;5.9;3.1;2.7
255;Detailhandel geen apotheken;2002 januari;91.7;101.7;90.2;4.6;3.4;1.2
256;Detailhandel geen apotheken;2002 februari;86.8;102.6;84.6;3.3;2.6;0.7
257;Detailhandel geen apotheken;2002 maart;103.0;104.3;98.7;2.5;2.5;0.0
258;Detailhandel geen apotheken;2002 1e kwartaal;93.8;102.9;91.2;3.4;2.8;0.6
259;Detailhandel geen apotheken;2002 april;101.9;104.7;97.4;5.7;2.0;3.7
260;Detailhandel geen apotheken;2002 mei;108.8;104.4;104.2;2.0;1.4;0.6
261;Detailhandel geen apotheken;2002 juni;104.2;103.5;100.7;0.4;1.4;-1.0
262;Detailhandel geen apotheken;2002 2e kwartaal;105.0;104.2;100.7;2.6;1.6;1.0
263;Detailhandel geen apotheken;2002 juli;101.6;101.6;100.0;5.3;1.5;3.6
264;Detailhandel geen apotheken;2002 augustus;102.2;102.1;100.1;4.3;1.5;2.7
265;Detailhandel geen apotheken;2002 september;100.3;104.2;96.2;0.0;1.0;-1.0
266;Detailhandel geen apotheken;2002 3e kwartaal;101.4;102.6;98.8;3.1;1.4;1.8
267;Detailhandel geen apotheken;2002 oktober;107.5;103.8;103.6;4.5;0.8;3.7
268;Detailhandel geen apotheken;2002 november;106.0;103.1;102.8;0.7;0.5;0.2
269;Detailhandel geen apotheken;2002 december;116.4;102.4;113.7;0.7;0.5;0.3
270;Detailhandel geen apotheken;2002 4e kwartaal;110.0;103.1;106.7;1.9;0.6;1.3
271;Detailhandel geen apotheken;2002;102.5;103.2;99.4;2.7;1.6;1.1
272;Detailhandel geen apotheken;2003 januari;95.5;101.3;94.2;4.2;-0.3;4.5
273;Detailhandel geen apotheken;2003 februari;89.8;102.3;87.8;3.5;-0.3;3.8
274;Detailhandel geen apotheken;2003 maart;100.7;104.4;96.5;-2.2;0.1;-2.2
275;Detailhandel geen apotheken;2003 1e kwartaal;95.3;102.7;92.9;1.6;-0.2;1.8
276;Detailhandel geen apotheken;2003 april;102.6;103.9;98.8;0.7;-0.8;1.5
277;Detailhandel geen apotheken;2003 mei;108.0;103.6;104.3;-0.8;-0.8;0.0
278;Detailhandel geen apotheken;2003 juni;99.3;102.3;97.1;-4.7;-1.2;-3.5
