ID;Geslacht;Leeftijd;Nationaliteit;AfgeleidMigratiedoel;SociaaleconomischeCategorie;Verblijfsduur;JaarVanImmigratie;ImmigrantenUitEUEFTALanden_1
27;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2002 ;59670.0
28;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2003;53575.0
29;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2004 ;58400.0
30;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2005 ;60070.0
31;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2006;68805.0
32;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2007 ;84770.0
33;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2008;100855.0
34;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2009;100940.0
35;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2010 ;105355.0
36;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2011;114270.0
37;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2012 ;114045.0
38;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2013 ;116115.0
39;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2014 ;125765.0
40;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2015 ;127815.0
41;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2016;137670.0
42;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2017;151200.0
43;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2018;163245.0
44;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2019;178860.0
45;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2020;159830.0
46;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2021;162625.0
47;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;2 jaar;2022;
48;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;1999 ;65180.0
49;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2000 ;67445.0
50;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2001;65205.0
51;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2002 ;59670.0
52;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2003;53575.0
53;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2004 ;58400.0
54;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2005 ;60070.0
55;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2006;68805.0
56;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2007 ;84770.0
57;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2008;100855.0
58;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2009;100940.0
59;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2010 ;105355.0
60;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2011;114270.0
61;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2012 ;114045.0
62;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2013 ;116115.0
63;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2014 ;125765.0
64;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2015 ;127815.0
65;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2016;137670.0
66;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2017;151200.0
67;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2018;163245.0
68;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2019;178860.0
69;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2020;159830.0
70;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2021;
71;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;3 jaar;2022;
72;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;1999 ;65180.0
73;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2000 ;67445.0
74;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2001;65205.0
75;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2002 ;59670.0
76;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2003;53575.0
77;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2004 ;58400.0
78;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2005 ;60070.0
79;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2006;68805.0
80;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2007 ;84770.0
81;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2008;100855.0
82;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2009;100940.0
83;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2010 ;105355.0
84;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2011;114270.0
85;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2012 ;114045.0
86;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2013 ;116115.0
87;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2014 ;125765.0
88;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2015 ;127815.0
89;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2016;137670.0
90;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2017;151200.0
91;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2018;163245.0
92;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2019;178860.0
93;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2020;
94;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2021;
95;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;4 jaar;2022;
96;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;1999 ;65180.0
97;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2000 ;67445.0
98;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2001;65205.0
99;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2002 ;59670.0
100;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2003;53575.0
101;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2004 ;58400.0
102;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2005 ;60070.0
103;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2006;68805.0
104;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2007 ;84770.0
105;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2008;100855.0
106;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2009;100940.0
107;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2010 ;105355.0
108;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2011;114270.0
109;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2012 ;114045.0
110;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2013 ;116115.0
111;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2014 ;125765.0
112;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2015 ;127815.0
113;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2016;137670.0
114;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2017;151200.0
115;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2018;163245.0
116;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2019;
117;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2020;
118;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2021;
119;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;5 jaar;2022;
120;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;1999 ;65180.0
121;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2000 ;67445.0
122;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2001;65205.0
123;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2002 ;59670.0
124;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2003;53575.0
125;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2004 ;58400.0
126;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2005 ;60070.0
127;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2006;68805.0
128;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2007 ;84770.0
129;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2008;100855.0
130;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2009;100940.0
131;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2010 ;105355.0
132;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2011;114270.0
133;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2012 ;114045.0
134;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2013 ;116115.0
135;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2014 ;125765.0
136;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2015 ;127815.0
137;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2016;137670.0
138;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2017;151200.0
139;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2018;
140;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2019;
141;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2020;
142;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2021;
143;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;6 jaar;2022;
144;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;1999 ;65180.0
145;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2000 ;67445.0
146;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2001;65205.0
147;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2002 ;59670.0
148;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2003;53575.0
149;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2004 ;58400.0
150;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2005 ;60070.0
151;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2006;68805.0
152;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2007 ;84770.0
153;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2008;100855.0
154;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2009;100940.0
155;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2010 ;105355.0
156;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2011;114270.0
157;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2012 ;114045.0
158;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2013 ;116115.0
159;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2014 ;125765.0
160;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2015 ;127815.0
161;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2016;137670.0
162;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2017;
163;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2018;
164;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2019;
165;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2020;
166;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2021;
167;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;7 jaar;2022;
168;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;1999 ;65180.0
169;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2000 ;67445.0
170;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2001;65205.0
171;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2002 ;59670.0
172;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2003;53575.0
173;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2004 ;58400.0
174;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2005 ;60070.0
175;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2006;68805.0
176;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2007 ;84770.0
177;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2008;100855.0
178;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2009;100940.0
179;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2010 ;105355.0
180;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2011;114270.0
181;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2012 ;114045.0
182;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2013 ;116115.0
183;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2014 ;125765.0
184;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2015 ;127815.0
185;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2016;
186;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2017;
187;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2018;
188;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2019;
189;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2020;
190;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2021;
191;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;8 jaar;2022;
192;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;1999 ;65180.0
193;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2000 ;67445.0
194;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2001;65205.0
195;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2002 ;59670.0
196;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2003;53575.0
197;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2004 ;58400.0
198;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2005 ;60070.0
199;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2006;68805.0
200;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2007 ;84770.0
201;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2008;100855.0
202;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2009;100940.0
203;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2010 ;105355.0
204;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2011;114270.0
205;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2012 ;114045.0
206;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2013 ;116115.0
207;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2014 ;125765.0
208;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2015 ;
209;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2016;
210;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2017;
211;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2018;
212;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2019;
213;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2020;
214;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2021;
215;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;9 jaar;2022;
216;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;1999 ;65180.0
217;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2000 ;67445.0
218;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2001;65205.0
219;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2002 ;59670.0
220;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2003;53575.0
221;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2004 ;58400.0
222;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2005 ;60070.0
223;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2006;68805.0
224;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2007 ;84770.0
225;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2008;100855.0
226;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2009;100940.0
227;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2010 ;105355.0
228;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2011;114270.0
229;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2012 ;114045.0
230;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2013 ;116115.0
231;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2014 ;
232;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2015 ;
233;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2016;
234;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2017;
235;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2018;
236;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2019;
237;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2020;
238;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2021;
239;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;10 jaar;2022;
240;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;1999 ;65180.0
241;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2000 ;67445.0
242;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2001;65205.0
243;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2002 ;59670.0
244;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2003;53575.0
245;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2004 ;58400.0
246;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2005 ;60070.0
247;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2006;68805.0
248;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2007 ;84770.0
249;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2008;100855.0
250;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2009;100940.0
251;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2010 ;105355.0
252;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2011;114270.0
253;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2012 ;114045.0
254;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2013 ;
255;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2014 ;
256;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2015 ;
257;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2016;
258;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2017;
259;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2018;
260;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2019;
261;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2020;
262;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2021;
263;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;11 jaar;2022;
264;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;1999 ;65180.0
265;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2000 ;67445.0
266;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2001;65205.0
267;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2002 ;59670.0
268;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2003;53575.0
269;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2004 ;58400.0
270;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2005 ;60070.0
271;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2006;68805.0
272;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2007 ;84770.0
273;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2008;100855.0
274;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2009;100940.0
275;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2010 ;105355.0
276;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2011;114270.0
277;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2012 ;
278;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2013 ;
279;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2014 ;
280;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2015 ;
281;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2016;
282;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2017;
283;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2018;
284;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2019;
285;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2020;
286;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal;12 jaar;2021;
