ID;Persoonskenmerken;Geslacht;Perioden;TotaalTijdsbestedingInUrenMinuten_1;PersoonlijkeVerzorging_2;VerzorgingVanAnderen_3;Onderweg_4;BetaaldWerk_5;Onderwijs_6;HuishoudelijkeVerplichtingen_7;Vrijwilligerswerk_8;VrijeTijd_9;OverigeEnOnbekendeTijdsbesteding_10;PersoonlijkeVerzorging_11;VerzorgingVanAnderen_12;Onderweg_13;BetaaldWerk_14;Onderwijs_15;HuishoudelijkeVerplichtingen_16;Vrijwilligerswerk_17;VrijeTijd_18;OverigeEnOnbekendeTijdsbesteding_19
10;Eenpersoonshuishouden;Vrouwen;2001; 24:00;10:38;0:13 ; 0:41 ; 1:38 ; 0:20 ; 2:46 ; 0:09 ; 7:04 ; 0:33 ;100.0;8.0;49.0;22.0;8.0;86.0;5.0;99.0;27.0
11;Eenpersoonshuishouden;Vrouwen;2003; 24:00;10:36;0:09 ; 0:46 ; 1:20 ; 0:18 ; 2:50 ; 0:08 ; 7:29 ; 0:23 ;100.0;6.0;54.0;19.0;8.0;88.0;6.0;100.0;23.0
12;Lid van eenoudergezin;Mannen en vrouwen;1997; 24:00;10:55;0:32 ; 0:53 ; 2:18 ; 1:03 ; 1:48 ; 0:07 ; 5:44 ; 0:40 ;100.0;22.0;66.0;32.0;20.0;67.0;4.0;98.0;31.0
13;Lid van eenoudergezin;Mannen en vrouwen;1999; 24:00;10:21;0:41 ; 0:48 ; 2:16 ; 0:53 ; 2:44 ; 0:07 ; 5:39 ; 0:32 ;100.0;34.0;57.0;31.0;19.0;79.0;4.0;96.0;24.0
14;Lid van eenoudergezin;Mannen en vrouwen;2001; 24:00;10:21;0:31 ; 0:55 ; 2:28 ; 0:53 ; 2:16 ; 0:09 ; 6:02 ; 0:24 ;100.0;25.0;63.0;33.0;18.0;66.0;3.0;97.0;27.0
15;Lid van eenoudergezin;Mannen en vrouwen;2003; 24:00;10:14;0:26 ; 1:01 ; 2:15 ; 0:47 ; 2:25 ; 0:02 ; 6:22 ; 0:27 ;100.0;25.0;64.0;29.0;14.0;76.0;1.0;97.0;22.0
16;Lid van eenoudergezin;Mannen;1997; 24:00;10:21;0:02 ; 0:54 ; 3:30 ; 1:16 ; 1:13 ; 0:09 ; 5:55 ; 0:39 ;100.0;3.0;74.0;43.0;22.0;52.0;4.0;98.0;30.0
17;Lid van eenoudergezin;Mannen;1999; 24:00;10:24;0:28 ; 0:48 ; 2:45 ; 1:32 ; 1:37 ; 0:04 ; 5:54 ; 0:28 ;100.0;15.0;64.0;36.0;28.0;65.0;3.0;98.0;21.0
18;Lid van eenoudergezin;Mannen;2001; 24:00;10:01;0:20 ; 1:02 ; 3:36 ; 0:34 ; 1:09 ; 0:09 ; 6:43 ; 0:27 ;100.0;14.0;66.0;43.0;15.0;47.0;2.0;98.0;30.0
19;Lid van eenoudergezin;Mannen;2003; 24:00;9:55 ;0:10 ; 1:07 ; 2:59 ; 1:03 ; 1:12 ; -    ; 7:08 ; 0:27 ;100.0;14.0;67.0;37.0;17.0;58.0;0.0;97.0;24.0
20;Lid van eenoudergezin;Vrouwen;1997; 24:00;11:29;1:02 ; 0:52 ; 1:06 ; 0:49 ; 2:23 ; 0:05 ; 5:33 ; 0:41 ;100.0;40.0;58.0;21.0;17.0;83.0;4.0;98.0;32.0
21;Lid van eenoudergezin;Vrouwen;1999; 24:00;10:19;0:48 ; 0:48 ; 2:01 ; 0:33 ; 3:18 ; 0:08 ; 5:31 ; 0:34 ;100.0;43.0;54.0;29.0;14.0;87.0;5.0;95.0;25.0
22;Lid van eenoudergezin;Vrouwen;2001; 24:00;10:32;0:38 ; 0:51 ; 1:50 ; 1:04 ; 2:54 ; 0:10 ; 5:39 ; 0:22 ;100.0;31.0;61.0;28.0;21.0;77.0;4.0;97.0;25.0
23;Lid van eenoudergezin;Vrouwen;2003; 24:00;10:23;0:34 ; 0:58 ; 1:54 ; 0:39 ; 3:01 ; 0:03 ; 6:01 ; 0:27 ;100.0;30.0;63.0;25.0;13.0;85.0;2.0;97.0;22.0
24;Lid van paar zonder kinderen;Mannen en vrouwen;1997; 24:00;11:10;0:16 ; 0:46 ; 2:17 ; 0:10 ; 2:06 ; 0:13 ; 6:29 ; 0:38 ;100.0;15.0;53.0;29.0;5.0;72.0;8.0;99.0;32.0
25;Lid van paar zonder kinderen;Mannen en vrouwen;1999; 24:00;10:20;0:14 ; 0:49 ; 2:31 ; 0:08 ; 2:54 ; 0:14 ; 6:16 ; 0:33 ;100.0;12.0;53.0;31.0;5.0;83.0;7.0;98.0;30.0
26;Lid van paar zonder kinderen;Mannen en vrouwen;2001; 24:00;10:20;0:12 ; 0:52 ; 2:41 ; 0:11 ; 2:40 ; 0:15 ; 6:20 ; 0:29 ;100.0;9.0;55.0;34.0;5.0;81.0;9.0;98.0;28.0
27;Lid van paar zonder kinderen;Mannen en vrouwen;2003; 24:00;10:27;0:09 ; 0:53 ; 2:24 ; 0:11 ; 2:43 ; 0:11 ; 6:36 ; 0:26 ;100.0;9.0;56.0;31.0;5.0;84.0;6.0;99.0;23.0
28;Lid van paar zonder kinderen;Mannen;1997; 24:00;10:41;0:10 ; 0:49 ; 2:48 ; 0:10 ; 1:47 ; 0:17 ; 6:44 ; 0:36 ;100.0;12.0;54.0;35.0;5.0;65.0;10.0;99.0;29.0
29;Lid van paar zonder kinderen;Mannen;1999; 24:00;10:08;0:09 ; 0:55 ; 2:55 ; 0:09 ; 2:19 ; 0:19 ; 6:32 ; 0:34 ;100.0;10.0;56.0;35.0;4.0;75.0;9.0;98.0;30.0
30;Lid van paar zonder kinderen;Mannen;2001; 24:00;10:07;0:10 ; 0:57 ; 3:17 ; 0:11 ; 2:05 ; 0:20 ; 6:26 ; 0:27 ;100.0;8.0;58.0;39.0;5.0;74.0;10.0;97.0;27.0
31;Lid van paar zonder kinderen;Mannen;2003; 24:00;10:17;0:05 ; 0:59 ; 2:47 ; 0:11 ; 2:13 ; 0:15 ; 6:47 ; 0:26 ;100.0;6.0;60.0;36.0;5.0;76.0;8.0;99.0;22.0
32;Lid van paar zonder kinderen;Vrouwen;1997; 24:00;11:38;0:21 ; 0:43 ; 1:45 ; 0:09 ; 2:24 ; 0:08 ; 6:13 ; 0:40 ;100.0;19.0;53.0;24.0;5.0;79.0;6.0;99.0;35.0
33;Lid van paar zonder kinderen;Vrouwen;1999; 24:00;10:32;0:20 ; 0:42 ; 2:06 ; 0:08 ; 3:31 ; 0:10 ; 6:00 ; 0:32 ;100.0;15.0;50.0;28.0;5.0;91.0;6.0;98.0;31.0
34;Lid van paar zonder kinderen;Vrouwen;2001; 24:00;10:36;0:13 ; 0:47 ; 2:00 ; 0:10 ; 3:21 ; 0:10 ; 6:13 ; 0:31 ;100.0;11.0;51.0;28.0;6.0;90.0;7.0;99.0;30.0
35;Lid van paar zonder kinderen;Vrouwen;2003; 24:00;10:38;0:14 ; 0:46 ; 2:00 ; 0:11 ; 3:14 ; 0:07 ; 6:24 ; 0:26 ;100.0;11.0;52.0;26.0;6.0;92.0;4.0;99.0;24.0
36;Lid van paar met jongste kind 0-5 jaar;Mannen en vrouwen;1997; 24:00;10:16;2:14 ; 0:52 ; 3:10 ; 0:19 ; 2:01 ; 0:05 ; 4:35 ; 0:30 ;100.0;81.0;62.0;41.0;9.0;70.0;4.0;96.0;30.0
37;Lid van paar met jongste kind 0-5 jaar;Mannen en vrouwen;1999; 24:00;9:47 ;1:54 ; 1:00 ; 3:07 ; 0:20 ; 2:43 ; 0:07 ; 4:33 ; 0:29 ;100.0;80.0;61.0;42.0;9.0;78.0;6.0;97.0;32.0
38;Lid van paar met jongste kind 0-5 jaar;Mannen en vrouwen;2001; 24:00;9:49 ;1:53 ; 1:01 ; 3:32 ; 0:22 ; 2:27 ; 0:05 ; 4:27 ; 0:24 ;100.0;79.0;65.0;45.0;8.0;78.0;5.0;97.0;26.0
39;Lid van paar met jongste kind 0-5 jaar;Mannen en vrouwen;2003; 24:00;9:53 ;1:53 ; 0:58 ; 3:42 ; 0:16 ; 2:25 ; 0:05 ; 4:22 ; 0:24 ;100.0;79.0;68.0;47.0;7.0;78.0;4.0;97.0;22.0
40;Lid van paar met jongste kind 0-5 jaar;Mannen;1997; 24:00;9:47 ;1:24 ; 0:57 ; 5:05 ; 0:17 ; 1:24 ; 0:06 ; 4:31 ; 0:28 ;100.0;72.0;67.0;60.0;8.0;53.0;5.0;96.0;28.0
41;Lid van paar met jongste kind 0-5 jaar;Mannen;1999; 24:00;9:35 ;1:16 ; 1:12 ; 4:39 ; 0:25 ; 1:49 ; 0:07 ; 4:33 ; 0:26 ;100.0;70.0;67.0;54.0;10.0;62.0;5.0;96.0;28.0
42;Lid van paar met jongste kind 0-5 jaar;Mannen;2001; 24:00;9:22 ;1:13 ; 1:09 ; 5:21 ; 0:29 ; 1:29 ; 0:06 ; 4:30 ; 0:21 ;100.0;70.0;70.0;62.0;10.0;65.0;5.0;97.0;22.0
43;Lid van paar met jongste kind 0-5 jaar;Mannen;2003; 24:00;9:31 ;1:28 ; 1:03 ; 5:17 ; 0:16 ; 1:32 ; 0:05 ; 4:22 ; 0:28 ;100.0;69.0;70.0;61.0;7.0;63.0;3.0;97.0;22.0
44;Lid van paar met jongste kind 0-5 jaar;Vrouwen;1997; 24:00;10:45;3:03 ; 0:46 ; 1:14 ; 0:21 ; 2:37 ; 0:04 ; 4:39 ; 0:31 ;100.0;91.0;56.0;22.0;9.0;86.0;4.0;96.0;31.0
45;Lid van paar met jongste kind 0-5 jaar;Vrouwen;1999; 24:00;9:59 ;2:32 ; 0:48 ; 1:36 ; 0:15 ; 3:37 ; 0:08 ; 4:34 ; 0:32 ;100.0;90.0;56.0;30.0;8.0;93.0;7.0;98.0;35.0
46;Lid van paar met jongste kind 0-5 jaar;Vrouwen;2001; 24:00;10:12;2:28 ; 0:53 ; 1:55 ; 0:17 ; 3:18 ; 0:04 ; 4:25 ; 0:27 ;100.0;87.0;61.0;29.0;7.0;89.0;5.0;98.0;30.0
47;Lid van paar met jongste kind 0-5 jaar;Vrouwen;2003; 24:00;10:15;2:19 ; 0:52 ; 2:07 ; 0:17 ; 3:19 ; 0:06 ; 4:23 ; 0:21 ;100.0;88.0;66.0;32.0;7.0;92.0;5.0;98.0;23.0
48;Lid van paar met jongste kind 6-11 jaar;Mannen en vrouwen;1997; 24:00;10:49;0:57 ; 0:49 ; 2:05 ; 1:10 ; 1:51 ; 0:13 ; 5:31 ; 0:39 ;100.0;44.0;63.0;32.0;23.0;63.0;9.0;97.0;37.0
49;Lid van paar met jongste kind 6-11 jaar;Mannen en vrouwen;1999; 24:00;9:57 ;0:45 ; 1:07 ; 2:57 ; 0:59 ; 2:17 ; 0:13 ; 5:13 ; 0:33 ;100.0;48.0;66.0;40.0;23.0;71.0;8.0;97.0;30.0
50;Lid van paar met jongste kind 6-11 jaar;Mannen en vrouwen;2001; 24:00;10:13;0:45 ; 0:56 ; 2:56 ; 1:08 ; 2:16 ; 0:13 ; 5:12 ; 0:20 ;100.0;44.0;69.0;42.0;24.0;69.0;10.0;98.0;25.0
51;Lid van paar met jongste kind 6-11 jaar;Mannen en vrouwen;2003; 24:00;10:09;0:38 ; 1:01 ; 3:02 ; 1:12 ; 2:17 ; 0:11 ; 5:06 ; 0:24 ;100.0;39.0;75.0;44.0;23.0;73.0;7.0;98.0;24.0
52;Lid van paar met jongste kind 6-11 jaar;Mannen;1997; 24:00;10:26;0:42 ; 0:51 ; 2:59 ; 1:14 ; 1:21 ; 0:16 ; 5:33 ; 0:39 ;100.0;35.0;64.0;40.0;22.0;51.0;9.0;97.0;33.0
53;Lid van paar met jongste kind 6-11 jaar;Mannen;1999; 24:00;9:46 ;0:33 ; 1:09 ; 4:09 ; 0:58 ; 1:19 ; 0:13 ; 5:19 ; 0:35 ;100.0;37.0;68.0;50.0;22.0;60.0;7.0;97.0;30.0
54;Lid van paar met jongste kind 6-11 jaar;Mannen;2001; 24:00;10:10;0:32 ; 1:00 ; 3:46 ; 1:13 ; 1:14 ; 0:09 ; 5:36 ; 0:20 ;100.0;32.0;69.0;47.0;24.0;54.0;9.0;98.0;21.0
55;Lid van paar met jongste kind 6-11 jaar;Mannen;2003; 24:00;9:58 ;0:23 ; 1:01 ; 4:02 ; 1:13 ; 1:21 ; 0:10 ; 5:22 ; 0:30 ;100.0;28.0;77.0;53.0;22.0;62.0;7.0;97.0;24.0
56;Lid van paar met jongste kind 6-11 jaar;Vrouwen;1997; 24:00;11:11;1:11 ; 0:47 ; 1:10 ; 1:06 ; 2:20 ; 0:09 ; 5:28 ; 0:38 ;100.0;54.0;63.0;24.0;23.0;76.0;8.0;97.0;40.0
57;Lid van paar met jongste kind 6-11 jaar;Vrouwen;1999; 24:00;10:09;0:58 ; 1:04 ; 1:34 ; 0:59 ; 3:26 ; 0:13 ; 5:06 ; 0:31 ;100.0;60.0;64.0;30.0;24.0;84.0;9.0;97.0;30.0
58;Lid van paar met jongste kind 6-11 jaar;Vrouwen;2001; 24:00;10:17;0:58 ; 0:52 ; 2:06 ; 1:04 ; 3:17 ; 0:16 ; 4:49 ; 0:20 ;100.0;56.0;69.0;36.0;24.0;84.0;11.0;98.0;29.0
59;Lid van paar met jongste kind 6-11 jaar;Vrouwen;2003; 24:00;10:18;0:51 ; 1:01 ; 2:08 ; 1:11 ; 3:07 ; 0:13 ; 4:52 ; 0:19 ;100.0;50.0;74.0;36.0;23.0;83.0;8.0;99.0;23.0
60;Lid van paar met jongste kind 12-17 jaar;Mannen en vrouwen;1997; 24:00;10:54;0:20 ; 0:49 ; 2:25 ; 1:39 ; 1:32 ; 0:09 ; 5:38 ; 0:34 ;100.0;19.0;66.0;36.0;30.0;59.0;4.0;96.0;28.0
61;Lid van paar met jongste kind 12-17 jaar;Mannen en vrouwen;1999; 24:00;10:33;0:18 ; 0:56 ; 2:32 ; 1:20 ; 2:13 ; 0:06 ; 5:26 ; 0:37 ;100.0;18.0;62.0;35.0;27.0;67.0;4.0;97.0;32.0
62;Lid van paar met jongste kind 12-17 jaar;Mannen en vrouwen;2001; 24:00;10:28;0:13 ; 0:59 ; 2:32 ; 1:28 ; 2:00 ; 0:08 ; 5:41 ; 0:31 ;100.0;13.0;66.0;36.0;28.0;65.0;6.0;98.0;31.0
63;Lid van paar met jongste kind 12-17 jaar;Mannen en vrouwen;2003; 24:00;10:28;0:10 ; 0:59 ; 2:28 ; 1:29 ; 1:51 ; 0:10 ; 6:03 ; 0:23 ;100.0;11.0;68.0;36.0;29.0;63.0;5.0;98.0;20.0
64;Lid van paar met jongste kind 12-17 jaar;Mannen;1997; 24:00;10:27;0:10 ; 0:48 ; 3:26 ; 1:36 ; 1:07 ; 0:12 ; 5:36 ; 0:37 ;100.0;14.0;67.0;45.0;30.0;49.0;5.0;96.0;29.0
65;Lid van paar met jongste kind 12-17 jaar;Mannen;1999; 24:00;10:29;0:13 ; 1:02 ; 3:03 ; 1:19 ; 1:42 ; 0:05 ; 5:36 ; 0:31 ;100.0;14.0;62.0;38.0;26.0;58.0;4.0;97.0;28.0
66;Lid van paar met jongste kind 12-17 jaar;Mannen;2001; 24:00;10:16;0:08 ; 1:08 ; 3:13 ; 1:33 ; 1:11 ; 0:10 ; 5:50 ; 0:31 ;100.0;7.0;68.0;40.0;28.0;51.0;7.0;97.0;29.0
67;Lid van paar met jongste kind 12-17 jaar;Mannen;2003; 24:00;10:09;0:07 ; 1:07 ; 3:00 ; 1:26 ; 1:12 ; 0:11 ; 6:25 ; 0:23 ;100.0;8.0;72.0;41.0;27.0;52.0;5.0;99.0;19.0
68;Lid van paar met jongste kind 12-17 jaar;Vrouwen;1997; 24:00;11:20;0:30 ; 0:50 ; 1:26 ; 1:42 ; 1:56 ; 0:06 ; 5:39 ; 0:31 ;100.0;23.0;64.0;27.0;30.0;70.0;4.0;97.0;27.0
69;Lid van paar met jongste kind 12-17 jaar;Vrouwen;1999; 24:00;10:38;0:24 ; 0:50 ; 1:57 ; 1:22 ; 2:46 ; 0:06 ; 5:14 ; 0:43 ;100.0;22.0;62.0;31.0;28.0;76.0;3.0;97.0;36.0
70;Lid van paar met jongste kind 12-17 jaar;Vrouwen;2001; 24:00;10:39;0:18 ; 0:52 ; 1:54 ; 1:23 ; 2:44 ; 0:07 ; 5:32 ; 0:31 ;100.0;18.0;64.0;33.0;27.0;77.0;5.0;99.0;32.0
71;Lid van paar met jongste kind 12-17 jaar;Vrouwen;2003; 24:00;10:48;0:13 ; 0:49 ; 1:54 ; 1:32 ; 2:31 ; 0:09 ; 5:41 ; 0:22 ;100.0;15.0;65.0;31.0;31.0;75.0;5.0;98.0;21.0
72;Lid van paar met jongste kind 18+  jaar;Mannen en vrouwen;1997; 24:00;10:32;0:22 ; 0:52 ; 2:52 ; 0:38 ; 1:48 ; 0:10 ; 6:09 ; 0:39 ;100.0;17.0;61.0;38.0;16.0;62.0;6.0;97.0;30.0
73;Lid van paar met jongste kind 18+  jaar;Mannen en vrouwen;1999; 24:00;10:10;0:12 ; 0:51 ; 3:08 ; 0:37 ; 2:31 ; 0:10 ; 5:46 ; 0:35 ;100.0;12.0;59.0;38.0;14.0;67.0;6.0;97.0;29.0
74;Lid van paar met jongste kind 18+  jaar;Mannen en vrouwen;2001; 24:00;10:14;0:08 ; 1:00 ; 3:10 ; 0:33 ; 2:38 ; 0:07 ; 5:41 ; 0:29 ;100.0;9.0;57.0;40.0;12.0;70.0;4.0;99.0;30.0
75;Lid van paar met jongste kind 18+  jaar;Mannen en vrouwen;2003; 24:00;9:57 ;0:07 ; 1:03 ; 3:10 ; 0:29 ; 2:27 ; 0:14 ; 6:08 ; 0:24 ;100.0;9.0;67.0;42.0;11.0;69.0;7.0;99.0;21.0
76;Lid van paar met jongste kind 18+  jaar;Mannen;1997; 24:00;10:01;0:15 ; 0:57 ; 3:50 ; 0:38 ; 1:16 ; 0:11 ; 6:14 ; 0:38 ;100.0;12.0;63.0;47.0;14.0;50.0;7.0;97.0;28.0
77;Lid van paar met jongste kind 18+  jaar;Mannen;1999; 24:00;9:37 ;0:08 ; 0:57 ; 4:21 ; 0:46 ; 1:32 ; 0:10 ; 5:58 ; 0:32 ;100.0;8.0;64.0;50.0;18.0;53.0;5.0;97.0;29.0
78;Lid van paar met jongste kind 18+  jaar;Mannen;2001; 24:00;10:01;0:04 ; 1:12 ; 3:54 ; 0:28 ; 1:58 ; 0:08 ; 5:46 ; 0:29 ;100.0;5.0;61.0;47.0;11.0;63.0;4.0;98.0;28.0
79;Lid van paar met jongste kind 18+  jaar;Mannen;2003; 24:00;9:38 ;0:04 ; 1:10 ; 3:57 ; 0:34 ; 1:45 ; 0:13 ; 6:19 ; 0:20 ;100.0;7.0;73.0;49.0;12.0;60.0;6.0;99.0;18.0
80;Lid van paar met jongste kind 18+  jaar;Vrouwen;1997; 24:00;11:02;0:28 ; 0:47 ; 1:54 ; 0:37 ; 2:19 ; 0:09 ; 6:04 ; 0:39 ;100.0;21.0;58.0;29.0;17.0;74.0;5.0;98.0;32.0
81;Lid van paar met jongste kind 18+  jaar;Vrouwen;1999; 24:00;10:53;0:17 ; 0:43 ; 1:34 ; 0:25 ; 3:48 ; 0:10 ; 5:31 ; 0:39 ;100.0;18.0;51.0;23.0;9.0;84.0;7.0;97.0;29.0
82;Lid van paar met jongste kind 18+  jaar;Vrouwen;2001; 24:00;10:33;0:12 ; 0:42 ; 2:04 ; 0:42 ; 3:38 ; 0:06 ; 5:33 ; 0:29 ;100.0;15.0;50.0;30.0;14.0;82.0;5.0;99.0;33.0
83;Lid van paar met jongste kind 18+  jaar;Vrouwen;2003; 24:00;10:28;0:11 ; 0:52 ; 1:56 ; 0:22 ; 3:33 ; 0:16 ; 5:52 ; 0:30 ;100.0;12.0;58.0;32.0;10.0;84.0;8.0;98.0;26.0
84;Hooggeschoolde hoofdarbeid;Mannen en vrouwen;1997; 24:00;10:10;0:41 ; 1:06 ; 4:51 ; 0:16 ; 1:34 ; 0:08 ; 4:39 ; 0:38 ;100.0;31.0;73.0;60.0;9.0;65.0;6.0;95.0;31.0
85;Hooggeschoolde hoofdarbeid;Mannen en vrouwen;1999; 24:00;9:34 ;0:32 ; 1:09 ; 4:50 ; 0:13 ; 2:01 ; 0:09 ; 5:07 ; 0:24 ;100.0;29.0;70.0;59.0;8.0;74.0;6.0;96.0;24.0
86;Hooggeschoolde hoofdarbeid;Mannen en vrouwen;2001; 24:00;9:42 ;0:37 ; 1:13 ; 4:55 ; 0:16 ; 1:55 ; 0:10 ; 4:51 ; 0:22 ;100.0;29.0;74.0;61.0;8.0;74.0;7.0;97.0;24.0
87;Hooggeschoolde hoofdarbeid;Mannen en vrouwen;2003; 24:00;.    ;.    ; .    ; .    ; .    ; .    ; .    ; .    ; .    ;;;;;;;;;
88;Hooggeschoolde hoofdarbeid;Mannen;1997; 24:00;9:52 ;0:31 ; 1:04 ; 5:25 ; 0:17 ; 1:23 ; 0:12 ; 4:42 ; 0:34 ;100.0;30.0;69.0;62.0;9.0;55.0;8.0;96.0;28.0
89;Hooggeschoolde hoofdarbeid;Mannen;1999; 24:00;9:25 ;0:25 ; 1:15 ; 5:12 ; 0:14 ; 1:39 ; 0:08 ; 5:19 ; 0:22 ;100.0;26.0;70.0;60.0;8.0;66.0;6.0;97.0;23.0
90;Hooggeschoolde hoofdarbeid;Mannen;2001; 24:00;9:35 ;0:27 ; 1:17 ; 5:18 ; 0:17 ; 1:34 ; 0:11 ; 5:01 ; 0:20 ;100.0;25.0;74.0;63.0;8.0;68.0;9.0;97.0;22.0
91;Hooggeschoolde hoofdarbeid;Mannen;2003; 24:00;.    ;.    ; .    ; .    ; .    ; .    ; .    ; .    ; .    ;;;;;;;;;
92;Hooggeschoolde hoofdarbeid;Vrouwen;1997; 24:00;10:27;0:50 ; 1:07 ; 4:16 ; 0:14 ; 1:45 ; 0:04 ; 4:36 ; 0:42 ;100.0;32.0;76.0;58.0;8.0;74.0;4.0;95.0;33.0
93;Hooggeschoolde hoofdarbeid;Vrouwen;1999; 24:00;9:49 ;0:44 ; 1:01 ; 4:15 ; 0:13 ; 2:34 ; 0:09 ; 4:50 ; 0:26 ;100.0;33.0;69.0;56.0;8.0;88.0;5.0;96.0;26.0
94;Hooggeschoolde hoofdarbeid;Vrouwen;2001; 24:00;9:53 ;0:52 ; 1:07 ; 4:17 ; 0:14 ; 2:29 ; 0:08 ; 4:36 ; 0:24 ;100.0;36.0;72.0;58.0;8.0;84.0;5.0;97.0;28.0
95;Hooggeschoolde hoofdarbeid;Vrouwen;2003; 24:00;.    ;.    ; .    ; .    ; .    ; .    ; .    ; .    ; .    ;;;;;;;;;
96;Overige hoofdarbeid;Mannen en vrouwen;1997; 24:00;10:16;0:36 ; 0:52 ; 4:27 ; 0:17 ; 1:55 ; 0:08 ; 5:29 ; 0:33 ;100.0;25.0;66.0;54.0;8.0;70.0;7.0;98.0;28.0
97;Overige hoofdarbeid;Mannen en vrouwen;1999; 24:00;9:50 ;0:36 ; 0:58 ; 4:10 ; 0:17 ; 2:22 ; 0:09 ; 5:09 ; 0:29 ;100.0;29.0;70.0;55.0;9.0;80.0;5.0;97.0;27.0
98;Overige hoofdarbeid;Mannen en vrouwen;2001; 24:00;9:51 ;0:33 ; 1:04 ; 4:18 ; 0:21 ; 2:24 ; 0:04 ; 4:59 ; 0:26 ;100.0;28.0;70.0;56.0;10.0;77.0;4.0;98.0;26.0
99;Overige hoofdarbeid;Mannen en vrouwen;2003; 24:00;.    ;.    ; .    ; .    ; .    ; .    ; .    ; .    ; .    ;;;;;;;;;
100;Overige hoofdarbeid;Mannen;1997; 24:00;9:46 ;0:28 ; 0:56 ; 4:42 ; 0:13 ; 1:29 ; 0:11 ; 5:45 ; 0:30 ;100.0;21.0;66.0;59.0;5.0;62.0;10.0;98.0;24.0
101;Overige hoofdarbeid;Mannen;1999; 24:00;9:26 ;0:24 ; 1:10 ; 5:01 ; 0:22 ; 1:39 ; 0:13 ; 5:20 ; 0:26 ;100.0;22.0;72.0;60.0;11.0;67.0;7.0;98.0;26.0
102;Overige hoofdarbeid;Mannen;2001; 24:00;9:14 ;0:18 ; 1:16 ; 5:39 ; 0:21 ; 1:30 ; 0:06 ; 5:09 ; 0:27 ;100.0;19.0;72.0;64.0;9.0;64.0;5.0;95.0;25.0
103;Overige hoofdarbeid;Mannen;2003; 24:00;.    ;.    ; .    ; .    ; .    ; .    ; .    ; .    ; .    ;;;;;;;;;
