ID;Geslacht;Leeftijd;Migratieachtergrond;SamenstellingHuishouden;Perioden;PersonenMetUitgesprokenSchuldsanering_1
66;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2017;5735.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2018;4855.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2019;3885.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2020;2870.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2021;2050.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Eenouderhuishouden;2022;1300.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;1999;835.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2000;1745.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2001;2540.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2002;3010.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2003;3240.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2004;3820.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2005;4395.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2006;5140.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2007;5720.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2008;5285.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2009;4590.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2010;4170.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2011;4650.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2012;5440.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2013;5810.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2014;5885.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2015;5645.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2016;5300.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2017;4615.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2018;3665.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2019;2750.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2020;1955.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2021;1520.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Paar zonder thuiswonende kinderen;2022;1095.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);1999;2545.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2000;5405.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2001;7530.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2002;9115.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2003;9815.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2004;11255.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2005;12610.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2006;13575.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2007;14070.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2008;12305.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2009;10620.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2010;10335.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2011;11695.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2012;12805.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2013;13030.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2014;12520.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2015;11940.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2016;10850.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2017;9520.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2018;7725.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2019;5930.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2020;4295.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2021;3080.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Paar met kind(eren);2022;2140.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;1999;70.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2000;185.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2001;280.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2002;385.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2003;445.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2004;525.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2005;580.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2006;640.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2007;755.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2008;705.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2009;560.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2010;440.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2011;485.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2012;590.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2013;475.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2014;465.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2015;405.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2016;355.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2017;285.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2018;265.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2019;215.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2020;165.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2021;130.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Overig huishouden;2022;125.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;1999;780.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2000;1615.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2001;2310.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2002;2780.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2003;2950.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2004;3430.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2005;3700.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2006;3645.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2007;3420.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2008;2720.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2009;2070.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2010;1770.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2011;1615.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2012;1505.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2013;1385.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2014;1235.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2015;980.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2016;695.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2017;395.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2018;245.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2019;180.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2020;135.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2021;100.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Huishouden onbekend;2022;85.0
168;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;1999;3920.0
169;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2000;8540.0
170;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2001;12465.0
171;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2002;15220.0
172;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2003;16590.0
173;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2004;19190.0
174;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2005;21505.0
175;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2006;23635.0
176;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2007;25130.0
177;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2008;22570.0
178;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2009;19920.0
179;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2010;19050.0
180;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2011;21615.0
181;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2012;24450.0
182;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2013;25520.0
183;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2014;25195.0
184;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2015;23920.0
185;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2016;22030.0
186;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2017;19235.0
187;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2018;15570.0
188;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2019;12080.0
189;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2020;8625.0
190;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2021;6345.0
191;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2022;4575.0
192;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;1999;835.0
193;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2000;2030.0
194;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2001;3065.0
195;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2002;3780.0
196;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2003;4220.0
197;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2004;4990.0
198;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2005;5785.0
199;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2006;6715.0
200;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2007;7270.0
201;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2008;6600.0
202;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2009;5920.0
203;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2010;5555.0
204;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2011;6350.0
205;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2012;7250.0
206;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2013;7575.0
207;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2014;7535.0
208;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2015;7120.0
209;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2016;6700.0
210;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2017;5955.0
211;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2018;4875.0
212;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2019;3895.0
213;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2020;2845.0
214;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2021;2190.0
215;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenpersoonshuishouden;2022;1645.0
216;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;1999;505.0
217;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2000;1205.0
218;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2001;1955.0
219;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2002;2580.0
220;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2003;2945.0
221;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2004;3515.0
222;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2005;3825.0
223;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2006;4100.0
224;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2007;4255.0
225;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2008;3785.0
226;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2009;3415.0
227;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2010;3250.0
228;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2011;3685.0
229;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2012;4070.0
230;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2013;4240.0
231;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2014;4220.0
232;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2015;3975.0
233;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2016;3665.0
234;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2017;3250.0
235;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2018;2645.0
236;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2019;2080.0
237;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2020;1480.0
238;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2021;1050.0
239;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Eenouderhuishouden;2022;735.0
240;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;1999;630.0
241;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2000;1315.0
242;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2001;1935.0
243;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2002;2255.0
244;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2003;2405.0
245;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2004;2800.0
246;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2005;3245.0
247;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2006;3735.0
248;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2007;4235.0
249;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2008;3870.0
250;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2009;3385.0
251;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2010;3085.0
252;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2011;3525.0
253;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2012;4195.0
254;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2013;4510.0
255;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2014;4555.0
256;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2015;4365.0
257;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2016;4115.0
258;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2017;3540.0
259;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2018;2785.0
260;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2019;2090.0
261;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2020;1470.0
262;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2021;1145.0
263;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar zonder thuiswonende kinderen;2022;800.0
264;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);1999;1890.0
265;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2000;3805.0
266;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2001;5260.0
267;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2002;6230.0
268;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2003;6570.0
269;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2004;7370.0
270;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2005;8095.0
271;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2006;8500.0
272;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2007;8660.0
273;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2008;7625.0
274;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2009;6675.0
275;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2010;6715.0
276;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2011;7625.0
277;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2012;8440.0
278;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2013;8755.0
279;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2014;8460.0
280;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2015;8100.0
281;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2016;7245.0
282;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2017;6250.0
283;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2018;5030.0
284;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2019;3835.0
285;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2020;2675.0
286;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2021;1850.0
287;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Paar met kind(eren);2022;1280.0
288;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Overig huishouden;1999;45.0
289;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Overig huishouden;2000;135.0
290;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Overig huishouden;2001;195.0
