ID;Geslacht;Leeftijd;LevenLangOntwikkelen;Bedrijfskenmerken;Perioden;WerkzameBeroepsbevolking15Tot75Jaar_1
68;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2015;2753.0
69;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2016;2733.0
70;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2017;2732.0
71;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2018;2820.0
72;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2019;2930.0
73;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2020;3001.0
74;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2021;3316.0
75;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2022;3444.0
76;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O-U Niet-commerciële dienstverlening;2023;3526.0
77;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2013;379.0
78;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2014;372.0
79;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2015;379.0
80;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2016;376.0
81;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2017;378.0
82;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2018;378.0
83;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2019;396.0
84;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2020;405.0
85;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2021;421.0
86;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2022;429.0
87;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;R-U Cultuur, recreatie, overige diensten;2023;441.0
88;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2013;170.0
89;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2014;181.0
90;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2015;179.0
91;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2016;184.0
92;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2017;180.0
93;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2018;171.0
94;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2019;168.0
95;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2020;173.0
96;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2021;202.0
97;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2022;176.0
98;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;A Landbouw, bosbouw en visserij;2023;180.0
99;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2013;13.0
100;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2014;10.0
101;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2015;14.0
102;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2016;11.0
103;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2017;8.0
104;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2018;10.0
105;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2019;8.0
106;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2020;10.0
107;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2021;13.0
108;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2022;16.0
109;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;B Delfstoffenwinning;2023;15.0
110;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2013;792.0
111;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2014;794.0
112;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2015;826.0
113;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2016;834.0
114;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2017;832.0
115;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2018;849.0
116;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2019;848.0
117;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2020;848.0
118;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2021;772.0
119;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2022;802.0
120;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;C Industrie;2023;809.0
121;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2013;34.0
122;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2014;28.0
123;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2015;29.0
124;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2016;35.0
125;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2017;33.0
126;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2018;33.0
127;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2019;35.0
128;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2020;32.0
129;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2021;41.0
130;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2022;40.0
131;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;D Energievoorziening;2023;48.0
132;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2013;36.0
133;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2014;34.0
134;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2015;34.0
135;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2016;37.0
136;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2017;38.0
137;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2018;35.0
138;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2019;38.0
139;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2020;38.0
140;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2021;42.0
141;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2022;40.0
142;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;E Waterbedrijven en afvalbeheer;2023;42.0
143;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2013;427.0
144;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2014;412.0
145;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2015;415.0
146;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2016;410.0
147;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2017;418.0
148;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2018;412.0
149;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2019;418.0
150;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2020;416.0
151;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2021;397.0
152;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2022;412.0
153;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;F Bouwnijverheid;2023;431.0
154;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2013;1287.0
155;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2014;1303.0
156;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2015;1314.0
157;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2016;1318.0
158;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2017;1331.0
159;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2018;1342.0
160;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2019;1338.0
161;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2020;1319.0
162;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2021;1446.0
163;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2022;1439.0
164;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;G Handel;2023;1459.0
165;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2013;404.0
166;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2014;388.0
167;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2015;385.0
168;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2016;408.0
169;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2017;421.0
170;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2018;446.0
171;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2019;437.0
172;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2020;397.0
173;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2021;459.0
174;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2022;448.0
175;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;H Vervoer en opslag;2023;451.0
176;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2013;368.0
177;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2014;378.0
178;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2015;417.0
179;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2016;422.0
180;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2017;426.0
181;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2018;450.0
182;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2019;461.0
183;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2020;410.0
184;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2021;379.0
185;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2022;433.0
186;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;I Horeca;2023;465.0
187;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2013;271.0
188;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2014;261.0
189;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2015;265.0
190;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2016;287.0
191;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2017;281.0
192;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2018;297.0
193;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2019;309.0
194;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2020;323.0
195;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2021;410.0
196;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2022;431.0
197;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;J Informatie en communicatie;2023;436.0
198;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2013;280.0
199;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2014;285.0
200;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2015;270.0
201;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2016;270.0
202;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2017;255.0
203;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2018;264.0
204;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2019;254.0
205;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2020;257.0
206;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2021;282.0
207;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2022;297.0
208;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;K Financiële dienstverlening;2023;304.0
209;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2013;64.0
210;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2014;63.0
211;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2015;68.0
212;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2016;65.0
213;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2017;64.0
214;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2018;66.0
215;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2019;69.0
216;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2020;70.0
217;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2021;74.0
218;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2022;73.0
219;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;L Verhuur en handel van onroerend goed;2023;78.0
220;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2013;593.0
221;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2014;579.0
222;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2015;587.0
223;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2016;582.0
224;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2017;595.0
225;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2018;651.0
226;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2019;661.0
227;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2020;670.0
228;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2021;802.0
229;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2022;843.0
230;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;M Specialistische zakelijke diensten;2023;833.0
231;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2013;445.0
232;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2014;463.0
233;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2015;473.0
234;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2016;505.0
235;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2017;492.0
236;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2018;503.0
237;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2019;531.0
238;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2020;497.0
239;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2021;430.0
240;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2022;446.0
241;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;N Verhuur en overige zakelijke diensten;2023;463.0
242;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2013;502.0
243;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2014;495.0
244;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2015;497.0
245;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2016;482.0
246;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2017;505.0
247;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2018;519.0
248;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2019;530.0
249;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2020;563.0
250;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2021;630.0
251;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2022;656.0
252;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;O Openbaar bestuur en overheidsdiensten;2023;693.0
253;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2013;559.0
254;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2014;547.0
255;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2015;576.0
256;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2016;576.0
257;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2017;565.0
258;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2018;603.0
259;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2019;613.0
260;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2020;608.0
261;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2021;698.0
262;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2022;746.0
263;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;P Onderwijs;2023;731.0
