ID;Baanvindduur;RegioS;Perioden;WerklozeBeroepsbevolking_1
677;4;Noord-Nederland (LD);2003;7.0
678;4;Noord-Nederland (LD);2004;9.0
679;4;Noord-Nederland (LD);2005;10.0
680;4;Noord-Nederland (LD);2006;6.0
681;4;Noord-Nederland (LD);2007;8.0
682;4;Noord-Nederland (LD);2008;5.0
683;4;Noord-Nederland (LD);2009;8.0
684;4;Noord-Nederland (LD);2010;6.0
685;4;Noord-Nederland (LD);2011;8.0
686;4;Noord-Nederland (LD);2012;7.0
687;4;Noord-Nederland (LD);2013;10.0
688;4;Noord-Nederland (LD);2014;14.0
689;4;Oost-Nederland (LD);2002;6.0
690;4;Oost-Nederland (LD);2003;12.0
691;4;Oost-Nederland (LD);2004;17.0
692;4;Oost-Nederland (LD);2005;18.0
693;4;Oost-Nederland (LD);2006;10.0
694;4;Oost-Nederland (LD);2007;11.0
695;4;Oost-Nederland (LD);2008;10.0
696;4;Oost-Nederland (LD);2009;11.0
697;4;Oost-Nederland (LD);2010;13.0
698;4;Oost-Nederland (LD);2011;14.0
699;4;Oost-Nederland (LD);2012;14.0
700;4;Oost-Nederland (LD);2013;23.0
701;4;Oost-Nederland (LD);2014;26.0
702;4;West-Nederland (LD);2002;16.0
703;4;West-Nederland (LD);2003;27.0
704;4;West-Nederland (LD);2004;31.0
705;4;West-Nederland (LD);2005;34.0
706;4;West-Nederland (LD);2006;30.0
707;4;West-Nederland (LD);2007;22.0
708;4;West-Nederland (LD);2008;20.0
709;4;West-Nederland (LD);2009;21.0
710;4;West-Nederland (LD);2010;26.0
711;4;West-Nederland (LD);2011;31.0
712;4;West-Nederland (LD);2012;35.0
713;4;West-Nederland (LD);2013;52.0
714;4;West-Nederland (LD);2014;52.0
715;4;Zuid-Nederland (LD);2002;9.0
716;4;Zuid-Nederland (LD);2003;13.0
717;4;Zuid-Nederland (LD);2004;17.0
718;4;Zuid-Nederland (LD);2005;15.0
719;4;Zuid-Nederland (LD);2006;11.0
720;4;Zuid-Nederland (LD);2007;12.0
721;4;Zuid-Nederland (LD);2008;9.0
722;4;Zuid-Nederland (LD);2009;12.0
723;4;Zuid-Nederland (LD);2010;14.0
724;4;Zuid-Nederland (LD);2011;10.0
725;4;Zuid-Nederland (LD);2012;14.0
726;4;Zuid-Nederland (LD);2013;21.0
727;4;Zuid-Nederland (LD);2014;22.0
728;4;Groningen (PV);2002;4.0
729;4;Groningen (PV);2003;3.0
730;4;Groningen (PV);2004;4.0
731;4;Groningen (PV);2005;4.0
732;4;Groningen (PV);2006;2.0
733;4;Groningen (PV);2007;4.0
734;4;Groningen (PV);2008;2.0
735;4;Groningen (PV);2009;4.0
736;4;Groningen (PV);2010;3.0
737;4;Groningen (PV);2011;3.0
738;4;Groningen (PV);2012;4.0
739;4;Groningen (PV);2013;3.0
740;4;Groningen (PV);2014;6.0
741;4;Friesland (PV);2002;2.0
742;4;Friesland (PV);2003;3.0
743;4;Friesland (PV);2004;3.0
744;4;Friesland (PV);2005;3.0
745;4;Friesland (PV);2006;3.0
746;4;Friesland (PV);2007;2.0
747;4;Friesland (PV);2008;
748;4;Friesland (PV);2009;2.0
749;4;Friesland (PV);2010;2.0
750;4;Friesland (PV);2011;3.0
751;4;Friesland (PV);2012;3.0
752;4;Friesland (PV);2013;5.0
753;4;Friesland (PV);2014;6.0
754;4;Drenthe (PV);2002;
755;4;Drenthe (PV);2003;
756;4;Drenthe (PV);2004;2.0
757;4;Drenthe (PV);2005;3.0
758;4;Drenthe (PV);2006;2.0
759;4;Drenthe (PV);2007;3.0
760;4;Drenthe (PV);2008;
761;4;Drenthe (PV);2009;2.0
762;4;Drenthe (PV);2010;
763;4;Drenthe (PV);2011;2.0
764;4;Drenthe (PV);2012;
765;4;Drenthe (PV);2013;2.0
766;4;Drenthe (PV);2014;2.0
767;4;Overijssel (PV);2002;2.0
768;4;Overijssel (PV);2003;4.0
769;4;Overijssel (PV);2004;5.0
770;4;Overijssel (PV);2005;5.0
771;4;Overijssel (PV);2006;4.0
772;4;Overijssel (PV);2007;4.0
773;4;Overijssel (PV);2008;3.0
774;4;Overijssel (PV);2009;4.0
775;4;Overijssel (PV);2010;4.0
776;4;Overijssel (PV);2011;5.0
777;4;Overijssel (PV);2012;5.0
778;4;Overijssel (PV);2013;6.0
779;4;Overijssel (PV);2014;8.0
780;4;Flevoland (PV);2002;
781;4;Flevoland (PV);2003;
782;4;Flevoland (PV);2004;3.0
783;4;Flevoland (PV);2005;3.0
784;4;Flevoland (PV);2006;2.0
785;4;Flevoland (PV);2007;
786;4;Flevoland (PV);2008;
787;4;Flevoland (PV);2009;2.0
788;4;Flevoland (PV);2010;2.0
789;4;Flevoland (PV);2011;3.0
790;4;Flevoland (PV);2012;2.0
791;4;Flevoland (PV);2013;4.0
792;4;Flevoland (PV);2014;4.0
793;4;Gelderland (PV);2002;3.0
794;4;Gelderland (PV);2003;7.0
795;4;Gelderland (PV);2004;9.0
796;4;Gelderland (PV);2005;10.0
797;4;Gelderland (PV);2006;5.0
798;4;Gelderland (PV);2007;6.0
799;4;Gelderland (PV);2008;5.0
800;4;Gelderland (PV);2009;5.0
801;4;Gelderland (PV);2010;7.0
802;4;Gelderland (PV);2011;7.0
803;4;Gelderland (PV);2012;6.0
804;4;Gelderland (PV);2013;12.0
805;4;Gelderland (PV);2014;14.0
806;4;Utrecht (PV);2002;
807;4;Utrecht (PV);2003;3.0
808;4;Utrecht (PV);2004;4.0
809;4;Utrecht (PV);2005;4.0
810;4;Utrecht (PV);2006;3.0
811;4;Utrecht (PV);2007;3.0
812;4;Utrecht (PV);2008;2.0
813;4;Utrecht (PV);2009;2.0
814;4;Utrecht (PV);2010;3.0
815;4;Utrecht (PV);2011;5.0
816;4;Utrecht (PV);2012;5.0
817;4;Utrecht (PV);2013;7.0
818;4;Utrecht (PV);2014;7.0
819;4;Noord-Holland (PV);2002;6.0
820;4;Noord-Holland (PV);2003;9.0
821;4;Noord-Holland (PV);2004;12.0
822;4;Noord-Holland (PV);2005;14.0
823;4;Noord-Holland (PV);2006;13.0
824;4;Noord-Holland (PV);2007;7.0
825;4;Noord-Holland (PV);2008;7.0
826;4;Noord-Holland (PV);2009;7.0
827;4;Noord-Holland (PV);2010;9.0
828;4;Noord-Holland (PV);2011;10.0
829;4;Noord-Holland (PV);2012;13.0
830;4;Noord-Holland (PV);2013;20.0
831;4;Noord-Holland (PV);2014;18.0
832;4;Zuid-Holland (PV);2002;9.0
833;4;Zuid-Holland (PV);2003;14.0
834;4;Zuid-Holland (PV);2004;13.0
835;4;Zuid-Holland (PV);2005;15.0
836;4;Zuid-Holland (PV);2006;14.0
837;4;Zuid-Holland (PV);2007;12.0
838;4;Zuid-Holland (PV);2008;10.0
839;4;Zuid-Holland (PV);2009;11.0
840;4;Zuid-Holland (PV);2010;12.0
841;4;Zuid-Holland (PV);2011;16.0
842;4;Zuid-Holland (PV);2012;17.0
843;4;Zuid-Holland (PV);2013;24.0
844;4;Zuid-Holland (PV);2014;27.0
845;4;Zeeland (PV);2002;
846;4;Zeeland (PV);2003;
847;4;Zeeland (PV);2004;
848;4;Zeeland (PV);2005;
849;4;Zeeland (PV);2006;
850;4;Zeeland (PV);2007;
851;4;Zeeland (PV);2008;
852;4;Zeeland (PV);2009;
853;4;Zeeland (PV);2010;
854;4;Zeeland (PV);2011;
855;4;Zeeland (PV);2012;
856;4;Zeeland (PV);2013;
857;4;Zeeland (PV);2014;
858;4;Noord-Brabant (PV);2002;6.0
859;4;Noord-Brabant (PV);2003;8.0
860;4;Noord-Brabant (PV);2004;11.0
861;4;Noord-Brabant (PV);2005;10.0
862;4;Noord-Brabant (PV);2006;7.0
863;4;Noord-Brabant (PV);2007;6.0
864;4;Noord-Brabant (PV);2008;5.0
865;4;Noord-Brabant (PV);2009;9.0
866;4;Noord-Brabant (PV);2010;9.0
867;4;Noord-Brabant (PV);2011;7.0
868;4;Noord-Brabant (PV);2012;10.0
869;4;Noord-Brabant (PV);2013;13.0
870;4;Noord-Brabant (PV);2014;15.0
871;4;Limburg (PV);2002;3.0
872;4;Limburg (PV);2003;5.0
873;4;Limburg (PV);2004;6.0
874;4;Limburg (PV);2005;4.0
875;4;Limburg (PV);2006;4.0
876;4;Limburg (PV);2007;5.0
877;4;Limburg (PV);2008;4.0
878;4;Limburg (PV);2009;3.0
879;4;Limburg (PV);2010;5.0
880;4;Limburg (PV);2011;3.0
881;4;Limburg (PV);2012;4.0
882;4;Limburg (PV);2013;8.0
883;4;Limburg (PV);2014;7.0
884;5;Nederland;2002;50.0
885;5;Nederland;2003;95.0
886;5;Nederland;2004;121.0
887;5;Nederland;2005;123.0
888;5;Nederland;2006;88.0
889;5;Nederland;2007;60.0
890;5;Nederland;2008;52.0
891;5;Nederland;2009;82.0
892;5;Nederland;2010;78.0
893;5;Nederland;2011;86.0
894;5;Nederland;2012;109.0
895;5;Nederland;2013;191.0
896;5;Nederland;2014;194.0
897;5;Noord-Nederland (LD);2002;9.0
898;5;Noord-Nederland (LD);2003;15.0
899;5;Noord-Nederland (LD);2004;18.0
900;5;Noord-Nederland (LD);2005;19.0
901;5;Noord-Nederland (LD);2006;10.0
902;5;Noord-Nederland (LD);2007;8.0
903;5;Noord-Nederland (LD);2008;7.0
904;5;Noord-Nederland (LD);2009;9.0
905;5;Noord-Nederland (LD);2010;12.0
906;5;Noord-Nederland (LD);2011;12.0
907;5;Noord-Nederland (LD);2012;12.0
908;5;Noord-Nederland (LD);2013;23.0
909;5;Noord-Nederland (LD);2014;22.0
910;5;Oost-Nederland (LD);2002;10.0
911;5;Oost-Nederland (LD);2003;17.0
912;5;Oost-Nederland (LD);2004;25.0
913;5;Oost-Nederland (LD);2005;25.0
914;5;Oost-Nederland (LD);2006;20.0
915;5;Oost-Nederland (LD);2007;13.0
916;5;Oost-Nederland (LD);2008;11.0
917;5;Oost-Nederland (LD);2009;16.0
918;5;Oost-Nederland (LD);2010;16.0
919;5;Oost-Nederland (LD);2011;19.0
920;5;Oost-Nederland (LD);2012;22.0
921;5;Oost-Nederland (LD);2013;40.0
922;5;Oost-Nederland (LD);2014;40.0
923;5;West-Nederland (LD);2002;18.0
924;5;West-Nederland (LD);2003;43.0
925;5;West-Nederland (LD);2004;51.0
926;5;West-Nederland (LD);2005;53.0
927;5;West-Nederland (LD);2006;39.0
928;5;West-Nederland (LD);2007;28.0
929;5;West-Nederland (LD);2008;23.0
930;5;West-Nederland (LD);2009;37.0
931;5;West-Nederland (LD);2010;31.0
932;5;West-Nederland (LD);2011;37.0
933;5;West-Nederland (LD);2012;57.0
934;5;West-Nederland (LD);2013;86.0
935;5;West-Nederland (LD);2014;94.0
936;5;Zuid-Nederland (LD);2002;13.0
937;5;Zuid-Nederland (LD);2003;21.0
938;5;Zuid-Nederland (LD);2004;27.0
939;5;Zuid-Nederland (LD);2005;26.0
940;5;Zuid-Nederland (LD);2006;20.0
941;5;Zuid-Nederland (LD);2007;11.0
942;5;Zuid-Nederland (LD);2008;11.0
943;5;Zuid-Nederland (LD);2009;20.0
944;5;Zuid-Nederland (LD);2010;18.0
945;5;Zuid-Nederland (LD);2011;18.0
946;5;Zuid-Nederland (LD);2012;19.0
947;5;Zuid-Nederland (LD);2013;41.0
948;5;Zuid-Nederland (LD);2014;38.0
949;5;Groningen (PV);2002;2.0
950;5;Groningen (PV);2003;5.0
951;5;Groningen (PV);2004;6.0
952;5;Groningen (PV);2005;11.0
953;5;Groningen (PV);2006;4.0
954;5;Groningen (PV);2007;4.0
955;5;Groningen (PV);2008;4.0
956;5;Groningen (PV);2009;4.0
957;5;Groningen (PV);2010;5.0
958;5;Groningen (PV);2011;5.0
959;5;Groningen (PV);2012;6.0
960;5;Groningen (PV);2013;9.0
961;5;Groningen (PV);2014;10.0
962;5;Friesland (PV);2002;3.0
963;5;Friesland (PV);2003;5.0
964;5;Friesland (PV);2004;7.0
965;5;Friesland (PV);2005;4.0
966;5;Friesland (PV);2006;3.0
967;5;Friesland (PV);2007;2.0
968;5;Friesland (PV);2008;2.0
969;5;Friesland (PV);2009;
970;5;Friesland (PV);2010;5.0
971;5;Friesland (PV);2011;3.0
972;5;Friesland (PV);2012;3.0
973;5;Friesland (PV);2013;9.0
974;5;Friesland (PV);2014;8.0
975;5;Drenthe (PV);2002;3.0
976;5;Drenthe (PV);2003;4.0
977;5;Drenthe (PV);2004;5.0
978;5;Drenthe (PV);2005;4.0
979;5;Drenthe (PV);2006;3.0
980;5;Drenthe (PV);2007;2.0
981;5;Drenthe (PV);2008;2.0
982;5;Drenthe (PV);2009;3.0
983;5;Drenthe (PV);2010;3.0
984;5;Drenthe (PV);2011;3.0
985;5;Drenthe (PV);2012;3.0
986;5;Drenthe (PV);2013;5.0
987;5;Drenthe (PV);2014;4.0
988;5;Overijssel (PV);2002;3.0
989;5;Overijssel (PV);2003;5.0
990;5;Overijssel (PV);2004;8.0
991;5;Overijssel (PV);2005;9.0
992;5;Overijssel (PV);2006;7.0
993;5;Overijssel (PV);2007;4.0
994;5;Overijssel (PV);2008;4.0
995;5;Overijssel (PV);2009;6.0
996;5;Overijssel (PV);2010;5.0
997;5;Overijssel (PV);2011;6.0
998;5;Overijssel (PV);2012;8.0
999;5;Overijssel (PV);2013;11.0
1000;5;Overijssel (PV);2014;10.0
1001;5;Flevoland (PV);2002;2.0
1002;5;Flevoland (PV);2003;4.0
1003;5;Flevoland (PV);2004;3.0
1004;5;Flevoland (PV);2005;5.0
1005;5;Flevoland (PV);2006;3.0
1006;5;Flevoland (PV);2007;2.0
1007;5;Flevoland (PV);2008;2.0
1008;5;Flevoland (PV);2009;3.0
1009;5;Flevoland (PV);2010;3.0
1010;5;Flevoland (PV);2011;3.0
1011;5;Flevoland (PV);2012;3.0
1012;5;Flevoland (PV);2013;7.0
1013;5;Flevoland (PV);2014;7.0
1014;5;Gelderland (PV);2002;6.0
1015;5;Gelderland (PV);2003;8.0
1016;5;Gelderland (PV);2004;14.0
1017;5;Gelderland (PV);2005;11.0
1018;5;Gelderland (PV);2006;10.0
1019;5;Gelderland (PV);2007;6.0
1020;5;Gelderland (PV);2008;5.0
1021;5;Gelderland (PV);2009;7.0
1022;5;Gelderland (PV);2010;9.0
1023;5;Gelderland (PV);2011;10.0
1024;5;Gelderland (PV);2012;10.0
1025;5;Gelderland (PV);2013;22.0
1026;5;Gelderland (PV);2014;23.0
1027;5;Utrecht (PV);2002;2.0
1028;5;Utrecht (PV);2003;5.0
1029;5;Utrecht (PV);2004;7.0
1030;5;Utrecht (PV);2005;6.0
1031;5;Utrecht (PV);2006;4.0
1032;5;Utrecht (PV);2007;3.0
1033;5;Utrecht (PV);2008;3.0
1034;5;Utrecht (PV);2009;4.0
1035;5;Utrecht (PV);2010;4.0
1036;5;Utrecht (PV);2011;5.0
1037;5;Utrecht (PV);2012;7.0
1038;5;Utrecht (PV);2013;12.0
1039;5;Utrecht (PV);2014;12.0
1040;5;Noord-Holland (PV);2002;6.0
1041;5;Noord-Holland (PV);2003;15.0
1042;5;Noord-Holland (PV);2004;16.0
1043;5;Noord-Holland (PV);2005;19.0
1044;5;Noord-Holland (PV);2006;14.0
1045;5;Noord-Holland (PV);2007;9.0
1046;5;Noord-Holland (PV);2008;6.0
1047;5;Noord-Holland (PV);2009;12.0
1048;5;Noord-Holland (PV);2010;11.0
1049;5;Noord-Holland (PV);2011;11.0
1050;5;Noord-Holland (PV);2012;16.0
1051;5;Noord-Holland (PV);2013;28.0
1052;5;Noord-Holland (PV);2014;27.0
1053;5;Zuid-Holland (PV);2002;10.0
1054;5;Zuid-Holland (PV);2003;20.0
1055;5;Zuid-Holland (PV);2004;27.0
1056;5;Zuid-Holland (PV);2005;26.0
1057;5;Zuid-Holland (PV);2006;20.0
1058;5;Zuid-Holland (PV);2007;15.0
1059;5;Zuid-Holland (PV);2008;12.0
1060;5;Zuid-Holland (PV);2009;19.0
1061;5;Zuid-Holland (PV);2010;14.0
1062;5;Zuid-Holland (PV);2011;20.0
1063;5;Zuid-Holland (PV);2012;33.0
1064;5;Zuid-Holland (PV);2013;44.0
1065;5;Zuid-Holland (PV);2014;53.0
1066;5;Zeeland (PV);2002;
1067;5;Zeeland (PV);2003;2.0
1068;5;Zeeland (PV);2004;2.0
1069;5;Zeeland (PV);2005;2.0
1070;5;Zeeland (PV);2006;
1071;5;Zeeland (PV);2007;
1072;5;Zeeland (PV);2008;
1073;5;Zeeland (PV);2009;2.0
1074;5;Zeeland (PV);2010;2.0
1075;5;Zeeland (PV);2011;2.0
1076;5;Zeeland (PV);2012;
1077;5;Zeeland (PV);2013;3.0
1078;5;Zeeland (PV);2014;3.0
1079;5;Noord-Brabant (PV);2002;6.0
1080;5;Noord-Brabant (PV);2003;11.0
1081;5;Noord-Brabant (PV);2004;17.0
1082;5;Noord-Brabant (PV);2005;16.0
1083;5;Noord-Brabant (PV);2006;11.0
1084;5;Noord-Brabant (PV);2007;6.0
1085;5;Noord-Brabant (PV);2008;7.0
1086;5;Noord-Brabant (PV);2009;13.0
1087;5;Noord-Brabant (PV);2010;12.0
1088;5;Noord-Brabant (PV);2011;12.0
1089;5;Noord-Brabant (PV);2012;13.0
1090;5;Noord-Brabant (PV);2013;29.0
1091;5;Noord-Brabant (PV);2014;27.0
1092;5;Limburg (PV);2002;7.0
1093;5;Limburg (PV);2003;10.0
1094;5;Limburg (PV);2004;10.0
1095;5;Limburg (PV);2005;9.0
1096;5;Limburg (PV);2006;9.0
1097;5;Limburg (PV);2007;5.0
1098;5;Limburg (PV);2008;5.0
1099;5;Limburg (PV);2009;7.0
1100;5;Limburg (PV);2010;6.0
1101;5;Limburg (PV);2011;6.0
1102;5;Limburg (PV);2012;5.0
1103;5;Limburg (PV);2013;12.0
1104;5;Limburg (PV);2014;11.0
