ID;Geslacht;Leeftijd;MigratieachtergrondEnGeneratie;GeneesmiddelengroepATC;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2
112;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A02X Ov midd bij zuurgerelateerde afwijk;2013;0;0.0
113;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A02X Ov midd bij zuurgerelateerde afwijk;2014;0;0.0
114;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A02X Ov midd bij zuurgerelateerde afwijk;2015;0;0.0
115;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A02X Ov midd bij zuurgerelateerde afwijk;2016;0;0.0
116;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A02X Ov midd bij zuurgerelateerde afwijk;2017;0;0.0
117;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A02X Ov midd bij zuurgerelateerde afwijk;2018;0;0.0
118;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A02X Ov midd bij zuurgerelateerde afwijk;2019;0;0.0
119;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A02X Ov midd bij zuurgerelateerde afwijk;2020;0;0.0
120;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2006;346270;2.08
121;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2007;361875;2.17
122;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2008;360570;2.15
123;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2009;366475;2.18
124;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2010;372355;2.2
125;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2011;382420;2.25
126;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2012;369020;2.16
127;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2013;348950;2.04
128;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2014;368575;2.14
129;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2015;406800;2.35
130;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2016;407125;2.34
131;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2017;400305;2.29
132;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2018;405705;2.31
133;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2019;391785;2.21
134;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03 Middelen bij funct. maagdarmstoorn.;2020;371205;2.09
135;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2006;129905;0.78
136;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2007;132655;0.8
137;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2008;131630;0.79
138;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2009;132045;0.78
139;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2010;131210;0.77
140;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2011;131325;0.77
141;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2012;128535;0.75
142;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2013;119550;0.7
143;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2014;117065;0.68
144;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2015;110675;0.64
145;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2016;107915;0.62
146;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2017;105930;0.61
147;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2018;104195;0.59
148;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2019;101390;0.57
149;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03A Middelen bij funct. darmstoornissen;2020;94720;0.53
150;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2006;4250;0.03
151;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2007;4065;0.02
152;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2008;3865;0.02
153;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2009;3900;0.02
154;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2010;4265;0.03
155;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2011;4895;0.03
156;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2012;4600;0.03
157;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2013;4555;0.03
158;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2014;4800;0.03
159;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2015;4655;0.03
160;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2016;4940;0.03
161;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2017;4970;0.03
162;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2018;5070;0.03
163;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2019;5055;0.03
164;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03B Belladonna en derivaten;2020;4530;0.03
165;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2006;0;0.0
166;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2007;0;0.0
167;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2008;0;0.0
168;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2009;0;0.0
169;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2010;0;0.0
170;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2011;0;0.0
171;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2012;0;0.0
172;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2013;0;0.0
173;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2014;0;0.0
174;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2015;0;0.0
175;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2016;0;0.0
176;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2017;0;0.0
177;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2018;0;0.0
178;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2019;0;0.0
179;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03C Spasmolytica met psycholeptica;2020;0;0.0
180;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2006;0;0.0
181;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2007;0;0.0
182;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2008;0;0.0
183;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2009;0;0.0
184;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2010;0;0.0
185;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2011;0;0.0
186;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2012;0;0.0
187;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2013;0;0.0
188;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2014;0;0.0
189;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2015;0;0.0
190;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2016;0;0.0
191;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2017;0;0.0
192;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2018;0;0.0
193;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2019;0;0.0
194;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03D Spasmolytica met analgetica;2020;0;0.0
195;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2006;0;0.0
196;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2007;0;0.0
197;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2008;0;0.0
198;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2009;0;0.0
199;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2010;0;0.0
200;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2011;0;0.0
201;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2012;0;0.0
202;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2013;0;0.0
203;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2014;0;0.0
204;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2015;0;0.0
205;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2016;0;0.0
206;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2017;0;0.0
207;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2018;0;0.0
208;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2019;0;0.0
209;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03E Ov spasmolytica en parasympath.comb;2020;0;0.0
210;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2006;223060;1.34
211;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2007;236790;1.42
212;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2008;236685;1.41
213;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2009;242165;1.44
214;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2010;249015;1.47
215;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2011;258965;1.52
216;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2012;247900;1.45
217;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2013;235635;1.38
218;Totaal mannen en vrouwen;10000;Totaal migratieachtergrond en generatie;A03F Motiliteitsbevorderende middelen;2014;258230;1.5
