ID;Leeftijd;Geslacht;Perioden;Bevolking1564Jaar_1;TotaalBeroepsbevolking_2;JaarmutatieBeroepsbevolking_3;SeizoengecorrigeerdBB_4;BrutoSeizoengecorrigeerd_5;NettoSeizoengecorrigeerd_6;BrutoNietSeizoengecorrigeerd_7;NettoNietSeizoengecorrigeerd_8;TotaalWerkzameBeroepsbevolking_9;JaarmutatieWerkzameBeroepsbevolking_10;SeizoengecorrigeerdWZBB_11;TotaalWerklozeBeroepsbevolking_12;JaarmutatieWerklozeBeroepsbevolking_13;SeizoengecorrigeerdWLBB_14;Werkloosheidspercentage_15;SeizoengecorWerkloosheidspercentage_16;WerklozeBBInternationaleDefinitie_17;TotaalNietBeroepsbevolking_18;JaarmutatieNietBeroepsbevolking_19;SeizoengecorrigeerdNBB_20
1295;25 tot 45 jaar;Totaal;2006 nov./2007 jan.;4638.0;3945.0;-34.0;3940.0;84.9;81.3;85.1;81.4;3775.0;6.0;3771.0;171.0;-39.0;168.0;4.3;4.3;134.0;693.0;-42.0;698.0
1296;25 tot 45 jaar;Totaal;2006;4673.0;3961.0;-21.0;3961.0;84.8;80.7;84.8;80.7;3773.0;24.0;3773.0;187.0;-45.0;187.0;4.7;4.7;149.0;712.0;-49.0;712.0
1297;25 tot 45 jaar;Totaal;2006 dec./2007 feb.;4632.0;3938.0;-47.0;3936.0;85.0;81.4;85.0;81.3;3767.0;-5.0;3771.0;171.0;-42.0;165.0;4.3;4.2;132.0;694.0;-29.0;696.0
1298;25 tot 45 jaar;Totaal;2007 jan./2007 mrt.;4625.0;3934.0;-49.0;3934.0;85.1;81.5;85.1;81.3;3759.0;-5.0;3772.0;175.0;-43.0;162.0;4.4;4.1;136.0;691.0;-28.0;691.0
1299;25 tot 45 jaar;Totaal;2007 feb./2007 apr.;4619.0;3935.0;-46.0;3931.0;85.1;81.8;85.2;81.7;3773.0;9.0;3780.0;161.0;-55.0;152.0;4.1;3.9;127.0;684.0;-31.0;687.0
1300;25 tot 45 jaar;Totaal;2007 mrt./2007 mei;4612.0;3940.0;-27.0;3938.0;85.4;82.2;85.4;82.2;3790.0;35.0;3792.0;150.0;-61.0;146.0;3.8;3.7;120.0;672.0;-50.0;675.0
1301;25 tot 45 jaar;Totaal;2007 apr./2007 juni;4606.0;3936.0;-22.0;3937.0;85.5;82.5;85.5;82.5;3801.0;32.0;3798.0;135.0;-53.0;139.0;3.4;3.5;106.0;669.0;-55.0;669.0
1302;25 tot 45 jaar;Totaal;2007 mei/2007 juli;4599.0;3933.0;-19.0;3938.0;85.6;82.6;85.5;82.6;3800.0;28.0;3800.0;133.0;-47.0;138.0;3.4;3.5;98.0;666.0;-58.0;661.0
1303;25 tot 45 jaar;Totaal;2007 juni/2007 aug.;4593.0;3923.0;-24.0;3927.0;85.5;82.6;85.4;82.7;3798.0;16.0;3793.0;125.0;-40.0;134.0;3.2;3.4;91.0;670.0;-53.0;666.0
1304;25 tot 45 jaar;Totaal;2007 juli/2007 sep.;4586.0;3923.0;-25.0;3931.0;85.7;82.7;85.5;82.6;3790.0;14.0;3793.0;133.0;-39.0;138.0;3.4;3.5;101.0;664.0;-52.0;655.0
1305;25 tot 45 jaar;Totaal;2007 aug./2007 okt.;4580.0;3922.0;-31.0;3926.0;85.7;82.7;85.6;82.8;3792.0;8.0;3789.0;131.0;-39.0;137.0;3.3;3.5;103.0;657.0;-46.0;654.0
1306;25 tot 45 jaar;Totaal;2007 sep./2007 nov.;4573.0;3920.0;-36.0;3917.0;85.7;82.8;85.7;82.9;3791.0;9.0;3786.0;129.0;-45.0;132.0;3.3;3.4;100.0;654.0;-42.0;656.0
1307;25 tot 45 jaar;Totaal;2007 okt./2007 dec.;4567.0;3918.0;-37.0;3912.0;85.7;83.0;85.8;83.1;3796.0;14.0;3789.0;122.0;-50.0;123.0;3.1;3.1;91.0;649.0;-41.0;655.0
1308;25 tot 45 jaar;Totaal;2007 nov./2008 jan.;4560.0;3911.0;-35.0;3906.0;85.6;83.0;85.8;83.1;3789.0;14.0;3785.0;122.0;-49.0;120.0;3.1;3.1;94.0;650.0;-43.0;655.0
1309;25 tot 45 jaar;Totaal;2007;4596.0;3928.0;-33.0;3928.0;85.5;82.4;85.5;82.4;3787.0;13.0;3787.0;141.0;-47.0;141.0;3.6;3.6;108.0;668.0;-44.0;668.0
1310;25 tot 45 jaar;Totaal;2007 dec./2008 feb.;4554.0;3919.0;-19.0;3917.0;86.0;83.3;86.0;83.2;3789.0;22.0;3793.0;130.0;-41.0;125.0;3.3;3.2;97.0;635.0;-59.0;637.0
1311;25 tot 45 jaar;Totaal;2008 jan./2008 mrt.;4547.0;3924.0;-10.0;3926.0;86.3;83.7;86.3;83.4;3793.0;33.0;3805.0;131.0;-43.0;121.0;3.3;3.1;98.0;623.0;-68.0;621.0
1312;25 tot 45 jaar;Totaal;2008 feb./2008 apr.;4540.0;3929.0;-5.0;3927.0;86.5;83.9;86.5;83.8;3806.0;32.0;3812.0;124.0;-37.0;115.0;3.2;2.9;94.0;611.0;-73.0;614.0
1313;25 tot 45 jaar;Totaal;2008 mrt./2008 mei;4534.0;3924.0;-16.0;3921.0;86.5;84.0;86.5;84.0;3806.0;16.0;3808.0;118.0;-32.0;114.0;3.0;2.9;93.0;610.0;-62.0;612.0
1314;25 tot 45 jaar;Totaal;2008 apr./2008 juni;4527.0;3923.0;-14.0;3923.0;86.6;84.0;86.6;84.1;3807.0;6.0;3804.0;116.0;-19.0;119.0;2.9;3.0;90.0;605.0;-65.0;605.0
1315;25 tot 45 jaar;Totaal;2008 mei/2008 juli;4520.0;3909.0;-24.0;3913.0;86.6;83.9;86.5;83.9;3795.0;-5.0;3795.0;114.0;-19.0;119.0;2.9;3.0;82.0;611.0;-55.0;607.0
1316;25 tot 45 jaar;Totaal;2008 juni/2008 aug.;4514.0;3910.0;-13.0;3913.0;86.7;84.2;86.6;84.3;3803.0;5.0;3799.0;107.0;-18.0;114.0;2.7;2.9;75.0;604.0;-66.0;601.0
1317;25 tot 45 jaar;Totaal;2008 juli/2008 sep.;4507.0;3896.0;-26.0;3904.0;86.6;84.1;86.4;84.1;3788.0;-2.0;3791.0;108.0;-25.0;113.0;2.8;2.9;75.0;611.0;-53.0;603.0
1318;25 tot 45 jaar;Totaal;2008 aug./2008 okt.;4500.0;3907.0;-15.0;3911.0;86.9;84.4;86.8;84.4;3799.0;7.0;3797.0;108.0;-22.0;114.0;2.8;2.9;81.0;593.0;-64.0;590.0
1319;25 tot 45 jaar;Totaal;2008 sep./2008 nov.;4494.0;3905.0;-15.0;3902.0;86.8;84.3;86.9;84.4;3792.0;1.0;3787.0;113.0;-16.0;115.0;2.9;3.0;87.0;589.0;-65.0;591.0
1320;25 tot 45 jaar;Totaal;2008 okt./2008 dec.;4487.0;3904.0;-14.0;3898.0;86.9;84.2;87.0;84.4;3787.0;-9.0;3779.0;118.0;-4.0;119.0;3.0;3.1;90.0;583.0;-67.0;589.0
1321;25 tot 45 jaar;Totaal;2008 nov./2009 jan.;4480.0;3902.0;-9.0;3896.0;87.0;84.2;87.1;84.3;3776.0;-13.0;3773.0;125.0;3.0;124.0;3.2;3.2;98.0;579.0;-71.0;584.0
1322;25 tot 45 jaar;Totaal;2008;4517.0;3912.0;-16.0;3912.0;86.6;84.0;86.6;84.0;3794.0;7.0;3794.0;118.0;-23.0;118.0;3.0;3.0;88.0;605.0;-63.0;605.0
1323;25 tot 45 jaar;Totaal;2008 dec./2009 feb.;4474.0;3895.0;-23.0;3894.0;87.0;84.2;87.1;84.1;3764.0;-25.0;3768.0;132.0;2.0;126.0;3.4;3.2;104.0;578.0;-57.0;580.0
1324;25 tot 45 jaar;Totaal;2009 jan./2009 mrt.;4467.0;3875.0;-49.0;3876.0;86.8;84.0;86.7;83.7;3740.0;-53.0;3752.0;136.0;4.0;125.0;3.5;3.2;107.0;592.0;-31.0;591.0
1325;25 tot 45 jaar;Totaal;2009 feb./2009 apr.;4461.0;3875.0;-54.0;3871.0;86.8;83.8;86.9;83.6;3731.0;-75.0;3736.0;144.0;21.0;135.0;3.7;3.5;117.0;586.0;-25.0;590.0
1326;25 tot 45 jaar;Totaal;2009 mrt./2009 mei;4455.0;3870.0;-54.0;3866.0;86.8;83.5;86.9;83.5;3721.0;-86.0;3722.0;149.0;32.0;144.0;3.9;3.7;124.0;585.0;-25.0;589.0
1327;25 tot 45 jaar;Totaal;2009 apr./2009 juni;4449.0;3860.0;-62.0;3860.0;86.8;83.2;86.8;83.3;3705.0;-102.0;3702.0;155.0;39.0;159.0;4.0;4.1;122.0;588.0;-16.0;588.0
1328;25 tot 45 jaar;Totaal;2009 mei/2009 juli;4442.0;3851.0;-58.0;3857.0;86.8;83.3;86.7;83.3;3699.0;-96.0;3699.0;153.0;38.0;158.0;4.0;4.1;118.0;591.0;-21.0;586.0
1329;25 tot 45 jaar;Totaal;2009 juni/2009 aug.;4436.0;3849.0;-61.0;3855.0;86.9;83.1;86.8;83.2;3691.0;-112.0;3687.0;158.0;51.0;167.0;4.1;4.3;119.0;587.0;-17.0;581.0
1330;25 tot 45 jaar;Totaal;2009 juli/2009 sep.;4430.0;3845.0;-51.0;3854.0;87.0;83.1;86.8;83.0;3676.0;-112.0;3680.0;168.0;60.0;174.0;4.4;4.5;130.0;585.0;-26.0;576.0
1331;25 tot 45 jaar;Totaal;2009 aug./2009 okt.;4423.0;3839.0;-68.0;3844.0;86.9;82.9;86.8;83.0;3670.0;-128.0;3669.0;169.0;61.0;176.0;4.4;4.6;133.0;584.0;-9.0;579.0
1332;25 tot 45 jaar;Totaal;2009 sep./2009 nov.;4417.0;3845.0;-60.0;3842.0;87.0;83.1;87.0;83.2;3675.0;-117.0;3669.0;170.0;58.0;173.0;4.4;4.5;142.0;572.0;-17.0;575.0
1333;25 tot 45 jaar;Totaal;2009 okt./2009 dec.;4411.0;3841.0;-64.0;3834.0;86.9;83.0;87.1;83.2;3668.0;-119.0;3660.0;173.0;55.0;174.0;4.5;4.5;141.0;570.0;-12.0;577.0
1334;25 tot 45 jaar;Totaal;2009 nov./2010 jan.;4405.0;3844.0;-58.0;3837.0;87.1;83.0;87.3;83.1;3658.0;-118.0;3655.0;185.0;60.0;182.0;4.8;4.7;153.0;561.0;-18.0;568.0
1335;25 tot 45 jaar;Totaal;2009;4439.0;3855.0;-57.0;3855.0;86.8;83.3;86.8;83.3;3697.0;-96.0;3697.0;158.0;40.0;158.0;4.1;4.1;125.0;584.0;-21.0;584.0
1336;25 tot 45 jaar;Totaal;2009 dec./2010 feb.;4400.0;3836.0;-59.0;3834.0;87.1;82.9;87.2;82.8;3645.0;-119.0;3649.0;192.0;60.0;185.0;5.0;4.8;158.0;564.0;-15.0;566.0
1337;25 tot 45 jaar;Totaal;2010 jan./2010 mrt.;4397.0;3818.0;-57.0;3816.0;86.8;82.5;86.8;82.3;3617.0;-123.0;3629.0;201.0;66.0;188.0;5.3;4.9;166.0;579.0;-14.0;581.0
1338;25 tot 45 jaar;Totaal;2010 feb./2010 apr.;4394.0;3820.0;-55.0;3814.0;86.8;82.7;86.9;82.6;3630.0;-101.0;3635.0;190.0;46.0;179.0;5.0;4.7;151.0;575.0;-11.0;580.0
1339;25 tot 45 jaar;Totaal;2010 mrt./2010 mei;4391.0;3815.0;-55.0;3811.0;86.8;82.8;86.9;82.8;3636.0;-85.0;3637.0;179.0;30.0;174.0;4.7;4.6;152.0;577.0;-8.0;580.0
1340;25 tot 45 jaar;Mannen;1999 dec./2000 feb.;;;;;;;;;;;;;;;;;;;;
1341;25 tot 45 jaar;Mannen;2000 jan./2000 mrt.;;;;;;;;;;;;;;;;;;;;
1342;25 tot 45 jaar;Mannen;2000 feb./2000 apr.;;;;;;;;;;;;;;;;;;;;
1343;25 tot 45 jaar;Mannen;2000 mrt./2000 mei;;;;;;;;;;;;;;;;;;;;
1344;25 tot 45 jaar;Mannen;2000 apr./2000 juni;;;;;;;;;;;;;;;;;;;;
1345;25 tot 45 jaar;Mannen;2000 mei/2000 juli;;;;;;;;;;;;;;;;;;;;
1346;25 tot 45 jaar;Mannen;2000 juni/2000 aug.;;;;;;;;;;;;;;;;;;;;
1347;25 tot 45 jaar;Mannen;2000 juli/2000 sep.;;;;;;;;;;;;;;;;;;;;
1348;25 tot 45 jaar;Mannen;2000 aug./2000 okt.;;;;;;;;;;;;;;;;;;;;
1349;25 tot 45 jaar;Mannen;2000 sep./2000 nov.;;;;;;;;;;;;;;;;;;;;
1350;25 tot 45 jaar;Mannen;2000 okt./2000 dec.;;;;;;;;;;;;;;;;;;;;
1351;25 tot 45 jaar;Mannen;2000 nov./2001 jan.;;;;;;;;;;;;;;;;;;;;
1352;25 tot 45 jaar;Mannen;2000;;;;;;;;;;;;;;;;;;;;
1353;25 tot 45 jaar;Mannen;2000 dec./2001 feb.;2519.0;2381.0;13.0;2382.0;94.6;92.5;94.5;92.4;2328.0;19.0;2331.0;53.0;-6.0;51.0;2.2;2.1;45.0;139.0;-24.0;137.0
1354;25 tot 45 jaar;Mannen;2001 jan./2001 mrt.;2518.0;2386.0;8.0;2391.0;94.9;92.9;94.7;92.5;2329.0;12.0;2340.0;57.0;-5.0;51.0;2.4;2.1;48.0;132.0;-19.0;128.0
1355;25 tot 45 jaar;Mannen;2001 feb./2001 apr.;2517.0;2381.0;-3.0;2384.0;94.7;92.7;94.6;92.3;2324.0;-1.0;2332.0;58.0;-2.0;52.0;2.4;2.2;48.0;135.0;-9.0;133.0
1356;25 tot 45 jaar;Mannen;2001 mrt./2001 mei;2516.0;2378.0;-6.0;2378.0;94.5;92.6;94.6;92.5;2326.0;-2.0;2329.0;53.0;-4.0;48.0;2.2;2.0;45.0;137.0;-6.0;138.0
1357;25 tot 45 jaar;Mannen;2001 apr./2001 juni;2514.0;2371.0;-15.0;2369.0;94.2;92.5;94.3;92.5;2326.0;-10.0;2325.0;45.0;-6.0;45.0;1.9;1.9;39.0;143.0;3.0;145.0
1358;25 tot 45 jaar;Mannen;2001 mei/2001 juli;2513.0;2376.0;-8.0;2373.0;94.4;92.8;94.5;92.9;2336.0;7.0;2331.0;40.0;-15.0;41.0;1.7;1.7;32.0;137.0;-5.0;140.0
1359;25 tot 45 jaar;Mannen;2001 juni/2001 aug.;2512.0;2371.0;-11.0;2367.0;94.2;92.7;94.4;93.0;2337.0;7.0;2329.0;34.0;-18.0;38.0;1.4;1.6;26.0;141.0;-2.0;144.0
1360;25 tot 45 jaar;Mannen;2001 juli/2001 sep.;2510.0;2374.0;-5.0;2374.0;94.6;92.8;94.6;93.0;2334.0;8.0;2331.0;40.0;-13.0;44.0;1.7;1.8;29.0;136.0;-8.0;136.0
1361;25 tot 45 jaar;Mannen;2001 aug./2001 okt.;2509.0;2372.0;-6.0;2372.0;94.5;92.7;94.6;92.9;2331.0;5.0;2325.0;41.0;-11.0;47.0;1.7;2.0;31.0;137.0;-8.0;137.0
1362;25 tot 45 jaar;Mannen;2001 sep./2001 nov.;2508.0;2373.0;-5.0;2373.0;94.6;92.8;94.6;92.9;2329.0;3.0;2327.0;44.0;-8.0;46.0;1.8;1.9;36.0;135.0;-9.0;135.0
1363;25 tot 45 jaar;Mannen;2001 okt./2001 dec.;2507.0;2366.0;-3.0;2366.0;94.4;92.6;94.4;92.6;2321.0;4.0;2320.0;45.0;-6.0;46.0;1.9;1.9;34.0;141.0;-12.0;141.0
1364;25 tot 45 jaar;Mannen;2001 nov./2002 jan.;2505.0;2357.0;-2.0;2358.0;94.1;92.3;94.1;92.3;2312.0;-1.0;2313.0;46.0;-1.0;45.0;1.9;1.9;40.0;148.0;-13.0;147.0
1365;25 tot 45 jaar;Mannen;2001;2512.0;2374.0;-4.0;2374.0;94.5;92.6;94.5;92.6;2327.0;3.0;2327.0;47.0;-7.0;47.0;2.0;2.0;37.0;138.0;-9.0;138.0
1366;25 tot 45 jaar;Mannen;2001 dec./2002 feb.;2504.0;2357.0;-24.0;2358.0;94.2;92.1;94.1;91.9;2302.0;-26.0;2305.0;55.0;2.0;53.0;2.3;2.2;48.0;147.0;8.0;146.0
1367;25 tot 45 jaar;Mannen;2002 jan./2002 mrt.;2501.0;2351.0;-35.0;2354.0;94.1;91.9;94.0;91.5;2288.0;-41.0;2298.0;63.0;6.0;56.0;2.7;2.4;52.0;150.0;18.0;147.0
1368;25 tot 45 jaar;Mannen;2002 feb./2002 apr.;2499.0;2354.0;-28.0;2355.0;94.2;91.8;94.2;91.5;2286.0;-37.0;2294.0;67.0;10.0;61.0;2.9;2.6;53.0;145.0;10.0;144.0
1369;25 tot 45 jaar;Mannen;2002 mrt./2002 mei;2497.0;2352.0;-27.0;2350.0;94.1;91.8;94.2;91.7;2289.0;-37.0;2292.0;63.0;10.0;58.0;2.7;2.5;51.0;145.0;8.0;147.0
1370;25 tot 45 jaar;Mannen;2002 apr./2002 juni;2495.0;2350.0;-20.0;2349.0;94.2;91.5;94.2;91.6;2284.0;-42.0;2283.0;66.0;21.0;66.0;2.8;2.8;55.0;144.0;1.0;146.0
1371;25 tot 45 jaar;Mannen;2002 mei/2002 juli;2492.0;2344.0;-32.0;2342.0;94.0;91.3;94.1;91.4;2279.0;-57.0;2275.0;65.0;25.0;67.0;2.8;2.9;55.0;148.0;11.0;151.0
1372;25 tot 45 jaar;Mannen;2002 juni/2002 aug.;2490.0;2343.0;-28.0;2341.0;94.0;91.1;94.1;91.4;2276.0;-61.0;2269.0;67.0;33.0;72.0;2.8;3.1;54.0;147.0;6.0;149.0
1373;25 tot 45 jaar;Mannen;2002 juli/2002 sep.;2488.0;2330.0;-45.0;2330.0;93.7;90.8;93.6;91.0;2263.0;-71.0;2260.0;66.0;26.0;70.0;2.8;3.0;54.0;158.0;22.0;158.0
1374;25 tot 45 jaar;Mannen;2002 aug./2002 okt.;2486.0;2332.0;-40.0;2332.0;93.8;90.8;93.8;91.0;2262.0;-69.0;2256.0;70.0;29.0;77.0;3.0;3.3;57.0;154.0;17.0;153.0
1375;25 tot 45 jaar;Mannen;2002 sep./2002 nov.;2483.0;2329.0;-43.0;2330.0;93.8;90.8;93.8;90.9;2257.0;-72.0;2254.0;73.0;29.0;76.0;3.1;3.3;60.0;154.0;19.0;153.0
1376;25 tot 45 jaar;Mannen;2002 okt./2002 dec.;2481.0;2329.0;-37.0;2330.0;93.9;90.7;93.9;90.7;2250.0;-71.0;2250.0;78.0;33.0;80.0;3.4;3.4;63.0;152.0;12.0;151.0
1377;25 tot 45 jaar;Mannen;2002 nov./2003 jan.;2479.0;2326.0;-31.0;2326.0;93.8;90.5;93.8;90.5;2243.0;-69.0;2244.0;83.0;37.0;81.0;3.6;3.5;71.0;153.0;5.0;153.0
1378;25 tot 45 jaar;Mannen;2002;2491.0;2340.0;-34.0;2340.0;93.9;91.2;93.9;91.2;2271.0;-56.0;2271.0;68.0;22.0;68.0;2.9;2.9;56.0;151.0;13.0;151.0
1379;25 tot 45 jaar;Mannen;2002 dec./2003 feb.;2476.0;2322.0;-35.0;2321.0;93.7;90.3;93.8;90.2;2234.0;-68.0;2237.0;88.0;33.0;84.0;3.8;3.6;82.0;155.0;8.0;155.0
1380;25 tot 45 jaar;Mannen;2003 jan./2003 mrt.;2474.0;2313.0;-38.0;2314.0;93.5;89.9;93.5;89.5;2214.0;-74.0;2224.0;99.0;36.0;90.0;4.3;3.9;93.0;161.0;10.0;160.0
1381;25 tot 45 jaar;Mannen;2003 feb./2003 apr.;2471.0;2313.0;-41.0;2312.0;93.6;89.9;93.6;89.6;2213.0;-73.0;2221.0;99.0;32.0;91.0;4.3;4.0;91.0;158.0;13.0;159.0
1382;25 tot 45 jaar;Mannen;2003 mrt./2003 mei;2468.0;2319.0;-33.0;2316.0;93.8;89.9;94.0;89.8;2217.0;-72.0;2220.0;102.0;39.0;96.0;4.4;4.2;90.0;149.0;4.0;152.0
1383;25 tot 45 jaar;Mannen;2003 apr./2003 juni;2466.0;2323.0;-27.0;2322.0;94.2;90.3;94.2;90.3;2228.0;-56.0;2227.0;95.0;29.0;95.0;4.1;4.1;83.0;143.0;-1.0;144.0
1384;25 tot 45 jaar;Mannen;2003 mei/2003 juli;2463.0;2325.0;-19.0;2324.0;94.3;90.2;94.4;90.4;2226.0;-53.0;2222.0;99.0;34.0;101.0;4.3;4.4;86.0;138.0;-10.0;139.0
1385;25 tot 45 jaar;Mannen;2003 juni/2003 aug.;2460.0;2319.0;-24.0;2318.0;94.2;90.0;94.3;90.3;2222.0;-54.0;2215.0;97.0;30.0;103.0;4.2;4.4;86.0;141.0;-6.0;142.0
1386;25 tot 45 jaar;Mannen;2003 juli/2003 sep.;2458.0;2312.0;-17.0;2314.0;94.2;89.8;94.1;90.0;2211.0;-52.0;2208.0;101.0;35.0;106.0;4.4;4.6;86.0;145.0;-13.0;143.0
1387;25 tot 45 jaar;Mannen;2003 aug./2003 okt.;2455.0;2307.0;-25.0;2309.0;94.1;89.7;94.0;89.9;2207.0;-55.0;2201.0;100.0;30.0;108.0;4.3;4.7;84.0;148.0;-6.0;146.0
1388;25 tot 45 jaar;Mannen;2003 sep./2003 nov.;2452.0;2300.0;-30.0;2302.0;93.9;89.3;93.8;89.4;2193.0;-63.0;2191.0;106.0;33.0;111.0;4.6;4.8;89.0;153.0;-1.0;151.0
1389;25 tot 45 jaar;Mannen;2003 okt./2003 dec.;2450.0;2301.0;-27.0;2303.0;94.0;89.3;93.9;89.4;2189.0;-61.0;2189.0;112.0;34.0;114.0;4.9;5.0;94.0;148.0;-4.0;147.0
1390;25 tot 45 jaar;Mannen;2003 nov./2004 jan.;2447.0;2297.0;-29.0;2297.0;93.9;89.0;93.9;89.0;2177.0;-66.0;2178.0;121.0;37.0;118.0;5.2;5.2;105.0;150.0;-3.0;150.0
1391;25 tot 45 jaar;Mannen;2003;2462.0;2313.0;-27.0;2313.0;93.9;89.8;93.9;89.8;2211.0;-61.0;2211.0;102.0;34.0;102.0;4.4;4.4;89.0;149.0;-2.0;149.0
1392;25 tot 45 jaar;Mannen;2003 dec./2004 feb.;2444.0;2300.0;-22.0;2299.0;94.1;89.2;94.1;89.1;2178.0;-56.0;2181.0;122.0;34.0;118.0;5.3;5.1;108.0;144.0;-11.0;145.0
1393;25 tot 45 jaar;Mannen;2004 jan./2004 mrt.;2441.0;2300.0;-14.0;2299.0;94.2;89.3;94.2;88.9;2171.0;-43.0;2180.0;129.0;29.0;119.0;5.6;5.2;113.0;141.0;-19.0;142.0
1394;25 tot 45 jaar;Mannen;2004 feb./2004 apr.;2438.0;2299.0;-14.0;2297.0;94.2;89.4;94.3;89.2;2173.0;-40.0;2180.0;126.0;26.0;117.0;5.5;5.1;110.0;139.0;-20.0;141.0
1395;25 tot 45 jaar;Mannen;2004 mrt./2004 mei;2435.0;2291.0;-28.0;2289.0;94.0;89.1;94.1;89.0;2167.0;-50.0;2170.0;125.0;22.0;119.0;5.4;5.2;110.0;143.0;-6.0;146.0
1396;25 tot 45 jaar;Mannen;2004 apr./2004 juni;2432.0;2288.0;-35.0;2287.0;94.1;89.3;94.1;89.4;2173.0;-54.0;2172.0;115.0;19.0;115.0;5.0;5.0;99.0;144.0;1.0;144.0
1397;25 tot 45 jaar;Mannen;2004 mei/2004 juli.;2428.0;2285.0;-41.0;2284.0;94.1;89.4;94.1;89.6;2175.0;-51.0;2172.0;110.0;11.0;113.0;4.8;4.9;93.0;144.0;6.0;144.0
1398;25 tot 45 jaar;Mannen;2004 juni/2004 aug.;2425.0;2283.0;-36.0;2283.0;94.2;89.4;94.2;89.6;2174.0;-48.0;2168.0;110.0;13.0;116.0;4.8;5.1;94.0;142.0;0.0;142.0
1399;25 tot 45 jaar;Mannen;2004 juli/2004 sep.;2422.0;2280.0;-32.0;2281.0;94.2;89.8;94.1;90.0;2179.0;-32.0;2175.0;101.0;0.0;106.0;4.5;4.7;90.0;142.0;-4.0;141.0
1400;25 tot 45 jaar;Mannen;2004 aug./2004 okt.;2419.0;2270.0;-37.0;2272.0;93.9;89.3;93.8;89.5;2165.0;-43.0;2159.0;105.0;5.0;113.0;4.6;5.0;95.0;149.0;1.0;147.0
1401;25 tot 45 jaar;Mannen;2004 sep./2004 nov.;2416.0;2260.0;-39.0;2263.0;93.7;89.1;93.6;89.2;2154.0;-40.0;2151.0;107.0;1.0;112.0;4.7;4.9;95.0;155.0;2.0;153.0
1402;25 tot 45 jaar;Mannen;2004 okt./2004 dec.;2412.0;2258.0;-43.0;2261.0;93.7;88.9;93.6;89.0;2147.0;-43.0;2146.0;112.0;0.0;115.0;5.0;5.1;97.0;154.0;6.0;152.0
1403;25 tot 45 jaar;Mannen;2004 nov./2005 jan.;2409.0;2257.0;-40.0;2258.0;93.7;89.0;93.7;88.9;2142.0;-35.0;2144.0;115.0;-5.0;114.0;5.1;5.0;102.0;152.0;2.0;152.0
1404;25 tot 45 jaar;Mannen;2004;2427.0;2282.0;-31.0;2282.0;94.0;89.3;94.0;89.3;2167.0;-43.0;2167.0;114.0;12.0;114.0;5.0;5.0;100.0;145.0;-4.0;145.0
1405;25 tot 45 jaar;Mannen;2004 dec./2005 feb.;2406.0;2258.0;-42.0;2257.0;93.8;89.0;93.8;88.9;2140.0;-38.0;2143.0;118.0;-4.0;115.0;5.2;5.1;108.0;148.0;4.0;149.0
1406;25 tot 45 jaar;Mannen;2005 jan./2005 mrt.;2403.0;2250.0;-50.0;2249.0;93.6;88.9;93.6;88.5;2127.0;-43.0;2136.0;122.0;-7.0;113.0;5.4;5.0;113.0;153.0;12.0;154.0
1407;25 tot 45 jaar;Mannen;2005 feb./2005 apr.;2400.0;2250.0;-49.0;2248.0;93.7;89.0;93.8;88.8;2131.0;-43.0;2137.0;119.0;-6.0;111.0;5.3;5.0;108.0;150.0;11.0;152.0
1408;25 tot 45 jaar;Mannen;2005 mrt./2005 mei;2397.0;2249.0;-42.0;2247.0;93.7;89.3;93.8;89.1;2137.0;-30.0;2140.0;113.0;-12.0;107.0;5.0;4.8;102.0;148.0;5.0;150.0
1409;25 tot 45 jaar;Mannen;2005 apr./2005 juni;2394.0;2242.0;-46.0;2241.0;93.6;89.0;93.7;89.1;2133.0;-40.0;2132.0;109.0;-5.0;110.0;4.9;4.9;96.0;152.0;8.0;153.0
1410;25 tot 45 jaar;Mannen;2005 mei/2005 juli;2391.0;2236.0;-48.0;2236.0;93.5;89.1;93.5;89.2;2133.0;-42.0;2130.0;103.0;-7.0;106.0;4.6;4.7;90.0;154.0;11.0;155.0
1411;25 tot 45 jaar;Mannen;2005 juni/2005 aug.;2388.0;2234.0;-50.0;2234.0;93.5;89.1;93.6;89.3;2133.0;-41.0;2127.0;101.0;-9.0;106.0;4.5;4.8;86.0;154.0;12.0;154.0
1412;25 tot 45 jaar;Mannen;2005 juli/2005 sep.;2385.0;2239.0;-42.0;2240.0;93.9;89.5;93.9;89.7;2138.0;-41.0;2135.0;101.0;-1.0;105.0;4.5;4.7;85.0;146.0;4.0;144.0
1413;25 tot 45 jaar;Mannen;2005 aug./2005 okt.;2382.0;2236.0;-34.0;2237.0;93.9;89.4;93.9;89.7;2135.0;-29.0;2130.0;101.0;-5.0;107.0;4.5;4.8;87.0;145.0;-4.0;145.0
1414;25 tot 45 jaar;Mannen;2005 sep./2005 nov.;2379.0;2231.0;-29.0;2233.0;93.9;89.4;93.8;89.5;2128.0;-26.0;2125.0;103.0;-3.0;108.0;4.6;4.8;91.0;147.0;-8.0;145.0
1415;25 tot 45 jaar;Mannen;2005 okt./2005 dec.;2375.0;2222.0;-37.0;2223.0;93.6;89.4;93.5;89.5;2126.0;-21.0;2125.0;96.0;-16.0;99.0;4.3;4.4;87.0;154.0;0.0;152.0
