ID;TypeHuishouden;Leeftijd;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalHuishoudens_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;Partnertoeslag_6;OpgebouwdeJaarlijkseAanspraken_7;ContanteWaarde_8;TeBereikenJaarlijkseAanspraken_9;Vervangingspercentage_10;VierdePijler_11;OpgebouwdeJaarlijkseAanspraken_12;ContanteWaarde_13;TeBereikenJaarlijkseAanspraken_14;Vervangingspercentage_15
10;Totaal alleenstaanden en paren;0;Totaal autochtonen en allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;56800;6900.0;44000.0;13100.0;28.0;32.0;7800.0;53600.0;15600.0;33.0;46.0;14700.0;97600.0;28700.0;61.0
11;Totaal alleenstaanden en paren;0;Totaal autochtonen en allochtonen;2;Nooit gescheiden;2005;208350;6600.0;40100.0;14100.0;29.0;19.0;7200.0;47400.0;16900.0;34.0;49.0;13800.0;87500.0;31000.0;63.0
12;Totaal alleenstaanden en paren;0;Totaal autochtonen en allochtonen;3;Totaal ooit of nooit gescheiden;2005;663750;3800.0;22100.0;10300.0;44.0;7.0;1700.0;11300.0;4700.0;20.0;13.0;5500.0;33400.0;15000.0;64.0
13;Totaal alleenstaanden en paren;0;Totaal autochtonen en allochtonen;3;Ooit gescheiden;2005;137850;4700.0;31500.0;9100.0;43.0;3.0;1900.0;13700.0;4100.0;19.0;13.0;6600.0;45200.0;13200.0;62.0
14;Totaal alleenstaanden en paren;0;Totaal autochtonen en allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;38950;4600.0;25400.0;12000.0;36.0;20.0;2600.0;16600.0;6800.0;21.0;18.0;7200.0;42000.0;18800.0;57.0
15;Totaal alleenstaanden en paren;0;Totaal autochtonen en allochtonen;3;Nooit gescheiden;2005;487000;3500.0;19200.0;10500.0;46.0;8.0;1600.0;10200.0;4700.0;20.0;12.0;5100.0;29400.0;15200.0;66.0
16;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;0;Totaal ooit of nooit gescheiden;2005;5027550;7700.0;50500.0;13700.0;33.0;17.0;7200.0;48600.0;16800.0;40.0;53.0;14900.0;99100.0;30500.0;73.0
17;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;0;Ooit gescheiden;2005;695650;8000.0;58700.0;11700.0;37.0;11.0;5900.0;43100.0;11100.0;36.0;39.0;13900.0;101800.0;22800.0;73.0
18;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;309550;8900.0;56700.0;14700.0;28.0;31.0;9700.0;65200.0;20500.0;39.0;57.0;18600.0;121900.0;35200.0;67.0
19;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;0;Nooit gescheiden;2005;4022350;7600.0;48600.0;13900.0;33.0;16.0;7300.0;48200.0;17500.0;41.0;55.0;14900.0;96800.0;31400.0;74.0
20;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;1;Totaal ooit of nooit gescheiden;2005;4678450;7900.0;51400.0;13800.0;33.0;16.0;7300.0;49200.0;17200.0;41.0;54.0;15200.0;100600.0;31000.0;74.0
21;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;1;Ooit gescheiden;2005;641500;8100.0;59400.0;11900.0;38.0;11.0;6000.0;43300.0;11400.0;36.0;39.0;14100.0;102700.0;23300.0;74.0
22;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;271250;9100.0;58100.0;15000.0;28.0;30.0;10000.0;66200.0;21200.0;40.0;58.0;19100.0;124300.0;36200.0;68.0
23;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;1;Nooit gescheiden;2005;3765700;7700.0;49500.0;14100.0;33.0;16.0;7400.0;48900.0;17900.0;42.0;56.0;15100.0;98400.0;32000.0;75.0
24;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;2;Totaal ooit of nooit gescheiden;2005;173650;7500.0;51400.0;13600.0;27.0;31.0;8900.0;62600.0;17900.0;35.0;56.0;16400.0;114000.0;31500.0;62.0
25;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;2;Ooit gescheiden;2005;16500;8500.0;64700.0;12500.0;27.0;53.0;9800.0;77100.0;15900.0;34.0;49.0;18300.0;141800.0;28400.0;61.0
26;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;32600;7300.0;49300.0;12900.0;26.0;38.0;8800.0;62600.0;16700.0;34.0;52.0;16100.0;111900.0;29600.0;60.0
27;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;2;Nooit gescheiden;2005;124550;7500.0;50200.0;13900.0;27.0;27.0;8800.0;60700.0;18500.0;36.0;58.0;16300.0;110900.0;32400.0;63.0
28;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;3;Totaal ooit of nooit gescheiden;2005;175450;3500.0;24700.0;9400.0;37.0;8.0;2500.0;18700.0;5600.0;22.0;19.0;6000.0;43400.0;15000.0;59.0
29;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;3;Ooit gescheiden;2005;37700;5500.0;43100.0;8800.0;38.0;4.0;3100.0;24800.0;5400.0;24.0;23.0;8600.0;67900.0;14200.0;62.0
30;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;5700;4900.0;34200.0;10400.0;26.0;41.0;4700.0;34400.0;9200.0;23.0;35.0;9600.0;68600.0;19600.0;49.0
31;Totaal alleenstaanden en paren;0;Autochtonen en westerse-allochtonen;3;Nooit gescheiden;2005;132100;2900.0;19000.0;9500.0;37.0;8.0;2200.0;16300.0;5500.0;21.0;17.0;5100.0;35300.0;15000.0;58.0
32;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;0;Totaal ooit of nooit gescheiden;2005;131450;6000.0;31100.0;14200.0;29.0;14.0;6000.0;35600.0;15800.0;32.0;39.0;12000.0;66700.0;30000.0;61.0
33;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;0;Ooit gescheiden;2005;8100;7800.0;51400.0;13200.0;27.0;35.0;8200.0;57900.0;15700.0;32.0;38.0;16000.0;109300.0;28900.0;59.0
34;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;0;Paar met gemengde scheidingsachtergrond;2005;27250;6500.0;38200.0;13300.0;29.0;25.0;6700.0;43400.0;14700.0;32.0;39.0;13200.0;81600.0;28000.0;61.0
35;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;0;Nooit gescheiden;2005;96100;5600.0;27400.0;14500.0;29.0;9.0;5600.0;31500.0;16100.0;32.0;39.0;11200.0;58900.0;30600.0;61.0
36;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;1;Totaal ooit of nooit gescheiden;2005;27500;6000.0;26800.0;15700.0;29.0;6.0;5600.0;29800.0;17800.0;33.0;38.0;11600.0;56600.0;33500.0;62.0
37;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;1;Ooit gescheiden;2005;900;9000.0;55300.0;15100.0;26.0;27.0;10200.0;65400.0;21000.0;36.0;47.0;19200.0;120700.0;36100.0;62.0
38;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;1;Paar met gemengde scheidingsachtergrond;2005;2850;7400.0;38500.0;15400.0;28.0;15.0;7300.0;42800.0;18500.0;33.0;42.0;14700.0;81300.0;33900.0;61.0
39;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;1;Nooit gescheiden;2005;23750;5700.0;24300.0;15800.0;30.0;5.0;5300.0;26900.0;17500.0;33.0;38.0;11000.0;51200.0;33300.0;63.0
40;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;2;Totaal ooit of nooit gescheiden;2005;91600;6200.0;33700.0;14000.0;29.0;16.0;6400.0;39100.0;16100.0;33.0;42.0;12600.0;72800.0;30100.0;62.0
41;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;2;Ooit gescheiden;2005;6450;7800.0;52000.0;13100.0;27.0;36.0;8300.0;58700.0;15600.0;32.0;38.0;16100.0;110700.0;28700.0;59.0
42;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;2;Paar met gemengde scheidingsachtergrond;2005;21750;6600.0;39400.0;13300.0;29.0;26.0;6900.0;45100.0;14900.0;32.0;41.0;13500.0;84500.0;28200.0;61.0
43;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;2;Nooit gescheiden;2005;63400;5900.0;29900.0;14300.0;29.0;10.0;6100.0;35000.0;16500.0;33.0;42.0;12000.0;64900.0;30800.0;62.0
44;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;3;Totaal ooit of nooit gescheiden;2005;12350;3900.0;21500.0;12100.0;30.0;16.0;3600.0;22900.0;9400.0;23.0;24.0;7500.0;44400.0;21500.0;53.0
45;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;3;Ooit gescheiden;2005;750;6100.0;41000.0;11500.0;28.0;39.0;5600.0;41300.0;10000.0;24.0;26.0;11700.0;82300.0;21500.0;52.0
46;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;3;Paar met gemengde scheidingsachtergrond;2005;2700;4600.0;27600.0;11600.0;31.0;27.0;4300.0;30100.0;9200.0;25.0;27.0;8900.0;57700.0;20800.0;56.0
47;Totaal alleenstaanden en paren;0;Paar met gecombineerde herkomst;3;Nooit gescheiden;2005;8900;3500.0;18100.0;12400.0;30.0;11.0;3300.0;19300.0;9500.0;23.0;23.0;6800.0;37400.0;21900.0;53.0
48;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;0;Totaal ooit of nooit gescheiden;2005;564600;3700.0;19200.0;10900.0;50.0;6.0;1300.0;7500.0;4300.0;20.0;10.0;5000.0;26700.0;15200.0;70.0
49;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;0;Ooit gescheiden;2005;104750;4500.0;26700.0;9300.0;45.0;2.0;1400.0;9400.0;3700.0;18.0;9.0;5900.0;36100.0;13000.0;63.0
50;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;33250;4500.0;22800.0;12500.0;40.0;14.0;2100.0;11700.0;6300.0;20.0;14.0;6600.0;34500.0;18800.0;60.0
51;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;0;Nooit gescheiden;2005;426650;3500.0;17100.0;11200.0;53.0;6.0;1200.0;6800.0;4300.0;20.0;10.0;4700.0;23900.0;15500.0;73.0
52;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;1;Totaal ooit of nooit gescheiden;2005;65350;2500.0;7700.0;11500.0;76.0;0.0;600.0;2600.0;3200.0;21.0;6.0;3100.0;10300.0;14700.0;97.0
53;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;1;Ooit gescheiden;2005;4900;4400.0;21300.0;11000.0;51.0;0.0;1700.0;10200.0;5000.0;23.0;14.0;6100.0;31500.0;16000.0;74.0
54;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;200;3800.0;10700.0;15900.0;42.0;0.0;1600.0;4900.0;10600.0;28.0;17.0;5400.0;15600.0;26500.0;70.0
55;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;1;Nooit gescheiden;2005;60250;2300.0;6600.0;11500.0;79.0;0.0;500.0;2000.0;3100.0;21.0;5.0;2800.0;8600.0;14600.0;100.0
56;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;2;Totaal ooit of nooit gescheiden;2005;23250;3400.0;10600.0;15000.0;43.0;1.0;1400.0;5300.0;7900.0;23.0;13.0;4800.0;15900.0;22900.0;66.0
57;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;2;Ooit gescheiden;2005;400;4700.0;18300.0;14600.0;38.0;5.0;2600.0;10800.0;9500.0;25.0;17.0;7300.0;29100.0;24100.0;63.0
58;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;2450;3900.0;14700.0;14600.0;43.0;5.0;1700.0;7300.0;7600.0;22.0;13.0;5600.0;22000.0;22200.0;65.0
59;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;2;Nooit gescheiden;2005;20400;3400.0;9900.0;15000.0;44.0;1.0;1400.0;5000.0;8000.0;23.0;13.0;4800.0;14900.0;23000.0;67.0
60;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;3;Totaal ooit of nooit gescheiden;2005;476000;3900.0;21200.0;10600.0;48.0;7.0;1400.0;8300.0;4300.0;19.0;10.0;5300.0;29500.0;14900.0;67.0
61;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;3;Ooit gescheiden;2005;99450;4500.0;27000.0;9200.0;45.0;2.0;1400.0;9400.0;3600.0;17.0;9.0;5900.0;36400.0;12800.0;62.0
62;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;30600;4600.0;23600.0;12300.0;39.0;15.0;2100.0;12100.0;6200.0;20.0;15.0;6700.0;35700.0;18500.0;59.0
63;Totaal alleenstaanden en paren;0;Niet-westerse allochtonen;3;Nooit gescheiden;2005;346000;3700.0;19300.0;10900.0;51.0;8.0;1300.0;7700.0;4300.0;20.0;10.0;5000.0;27000.0;15200.0;71.0
64;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;0;Totaal ooit of nooit gescheiden;2005;68950;1000.0;2400.0;12100.0;;1.0;200.0;700.0;900.0;;2.0;1200.0;3100.0;13000.0;
65;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;0;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
66;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;1050;4200.0;24600.0;14900.0;;24.0;2900.0;18800.0;7300.0;;20.0;7100.0;43400.0;22200.0;
67;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;0;Nooit gescheiden;2005;67850;900.0;2000.0;12000.0;;0.0;100.0;400.0;800.0;;2.0;1000.0;2400.0;12800.0;
68;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;1;Totaal ooit of nooit gescheiden;2005;54900;1000.0;2400.0;12100.0;;1.0;100.0;700.0;1000.0;;2.0;1100.0;3100.0;13100.0;
69;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;1;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
70;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;650;4800.0;29100.0;15300.0;;27.0;3500.0;22900.0;8900.0;;25.0;8300.0;52000.0;24200.0;
71;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;1;Nooit gescheiden;2005;54250;1000.0;2100.0;12000.0;;0.0;100.0;400.0;900.0;;2.0;1100.0;2500.0;12900.0;
72;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;2;Totaal ooit of nooit gescheiden;2005;2150;2200.0;7900.0;15200.0;;5.0;900.0;5100.0;3300.0;;7.0;3100.0;13000.0;18500.0;
73;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
74;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;300;3700.0;20500.0;14500.0;;22.0;2400.0;15600.0;6000.0;;13.0;6100.0;36100.0;20500.0;
75;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;2;Nooit gescheiden;2005;1850;2000.0;5900.0;15400.0;;3.0;700.0;3400.0;2900.0;;6.0;2700.0;9300.0;18300.0;
76;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;3;Totaal ooit of nooit gescheiden;2005;11900;700.0;1400.0;11500.0;;0.0;0.0;200.0;200.0;;0.0;700.0;1600.0;11700.0;
77;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;3;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
78;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;150;2600.0;13200.0;13700.0;;17.0;1100.0;7100.0;3200.0;;9.0;3700.0;20300.0;16900.0;
79;Totaal alleenstaanden en paren;1;Totaal autochtonen en allochtonen;3;Nooit gescheiden;2005;11750;600.0;1300.0;11500.0;;0.0;0.0;100.0;200.0;;0.0;600.0;1400.0;11700.0;
80;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;0;Totaal ooit of nooit gescheiden;2005;47750;1000.0;2500.0;12100.0;;1.0;200.0;800.0;1100.0;;3.0;1200.0;3300.0;13200.0;
81;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;0;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
82;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;650;4700.0;28500.0;15100.0;;29.0;3600.0;23400.0;8900.0;;25.0;8300.0;51900.0;24000.0;
83;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;0;Nooit gescheiden;2005;47150;1000.0;2100.0;12100.0;;0.0;100.0;500.0;1000.0;;2.0;1100.0;2600.0;13100.0;
84;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;1;Totaal ooit of nooit gescheiden;2005;44900;1100.0;2500.0;12100.0;;1.0;200.0;700.0;1100.0;;3.0;1300.0;3200.0;13200.0;
85;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;1;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
86;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;550;4800.0;29200.0;15300.0;;27.0;3500.0;22600.0;8800.0;;26.0;8300.0;51800.0;24100.0;
87;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;1;Nooit gescheiden;2005;44300;1000.0;2200.0;12100.0;;0.0;100.0;500.0;1000.0;;3.0;1100.0;2700.0;13100.0;
88;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;2;Totaal ooit of nooit gescheiden;2005;500;2100.0;7700.0;15100.0;;8.0;1200.0;6800.0;4500.0;;8.0;3300.0;14500.0;19600.0;
89;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
90;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;50;3700.0;23700.0;13900.0;;39.0;4600.0;30500.0;10900.0;;16.0;8300.0;54200.0;24800.0;
91;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;2;Nooit gescheiden;2005;450;1900.0;5500.0;15200.0;;3.0;800.0;3700.0;3600.0;;7.0;2700.0;9200.0;18800.0;
92;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;3;Totaal ooit of nooit gescheiden;2005;2350;500.0;1000.0;11200.0;;0.0;0.0;200.0;100.0;;0.0;500.0;1200.0;11300.0;
93;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;3;Ooit gescheiden;2005;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
94;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;0;;;;;;;;;;;;;;
95;Totaal alleenstaanden en paren;1;Autochtonen en westerse-allochtonen;3;Nooit gescheiden;2005;2350;400.0;800.0;11100.0;;0.0;0.0;0.0;100.0;;0.0;400.0;800.0;11200.0;
96;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;0;Totaal ooit of nooit gescheiden;2005;1600;2100.0;7100.0;15500.0;;3.0;800.0;4600.0;2900.0;;6.0;2900.0;11700.0;18400.0;
97;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;0;Ooit gescheiden;2005;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
98;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;0;Paar met gemengde scheidingsachtergrond;2005;150;4600.0;27900.0;15100.0;;23.0;3400.0;24400.0;8100.0;;18.0;8000.0;52300.0;23200.0;
99;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;0;Nooit gescheiden;2005;1450;1900.0;5100.0;15600.0;;2.0;500.0;2700.0;2400.0;;5.0;2400.0;7800.0;18000.0;
100;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;1;Totaal ooit of nooit gescheiden;2005;700;2300.0;7500.0;15900.0;;3.0;700.0;4100.0;3400.0;;7.0;3000.0;11600.0;19300.0;
101;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;1;Ooit gescheiden;2005;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
102;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;1;Paar met gemengde scheidingsachtergrond;2005;50;5100.0;32200.0;15500.0;;25.0;4100.0;29900.0;10600.0;;21.0;9200.0;62100.0;26100.0;
103;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;1;Nooit gescheiden;2005;650;2000.0;5300.0;15900.0;;1.0;400.0;1800.0;2800.0;;6.0;2400.0;7100.0;18700.0;
104;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;2;Totaal ooit of nooit gescheiden;2005;750;2100.0;7500.0;15400.0;;4.0;900.0;5800.0;2700.0;;6.0;3000.0;13300.0;18100.0;
105;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;2;Ooit gescheiden;2005;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
106;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;2;Paar met gemengde scheidingsachtergrond;2005;100;4400.0;26100.0;14900.0;;23.0;2900.0;21400.0;6700.0;;14.0;7300.0;47500.0;21600.0;
107;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;2;Nooit gescheiden;2005;700;1900.0;5400.0;15400.0;;2.0;700.0;4000.0;2300.0;;5.0;2600.0;9400.0;17700.0;
108;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;3;Totaal ooit of nooit gescheiden;2005;150;1300.0;3600.0;14600.0;;0.0;200.0;1000.0;1100.0;;4.0;1500.0;4600.0;15700.0;
109;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;3;Ooit gescheiden;2005;0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;
110;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;3;Paar met gemengde scheidingsachtergrond;2005;0;;;;;;;;;;;;;;
111;Totaal alleenstaanden en paren;1;Paar met gecombineerde herkomst;3;Nooit gescheiden;2005;150;1200.0;3300.0;14700.0;;0.0;200.0;500.0;1000.0;;3.0;1400.0;3800.0;15700.0;
112;Totaal alleenstaanden en paren;1;Niet-westerse allochtonen;0;Totaal ooit of nooit gescheiden;2005;19550;800.0;1800.0;11600.0;;0.0;100.0;200.0;300.0;;1.0;900.0;2000.0;11900.0;
113;Totaal alleenstaanden en paren;1;Niet-westerse allochtonen;0;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
114;Totaal alleenstaanden en paren;1;Niet-westerse allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;300;3000.0;14400.0;14300.0;;14.0;1000.0;5600.0;3300.0;;9.0;4000.0;20000.0;17600.0;
115;Totaal alleenstaanden en paren;1;Niet-westerse allochtonen;0;Nooit gescheiden;2005;19250;800.0;1600.0;11600.0;;0.0;0.0;200.0;300.0;;1.0;800.0;1800.0;11900.0;
116;Totaal alleenstaanden en paren;1;Niet-westerse allochtonen;1;Totaal ooit of nooit gescheiden;2005;9300;800.0;1400.0;11400.0;;0.0;0.0;0.0;100.0;;0.0;800.0;1400.0;11500.0;
117;Totaal alleenstaanden en paren;1;Niet-westerse allochtonen;1;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
118;Totaal alleenstaanden en paren;1;Niet-westerse allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;0;;;;;;;;;;;;;;
