ID;WijkenEnBuurten1999;RegioAanduiding_1;StedelijkheidGemeenteWijkOfBuurt_2;Gemeentenaam_3;Gemeentecode_4;Wijkcode_5;Buurtcode_6;OmgevingsadressenDichtheid_7;MeestVoorkomendeNumeriekePostcode_8;Inwoners_9;Mannen_10;Vrouwen_11;Personen014Jr_12;Personen1524Jr_13;Personen2544Jr_14;Personen4564Jr_15;Personen65JrEnOuder_16;NietInGezinsverbandLevendePersonen_17;Gezinnen_18;GezinnenMetKinderen_19;GemiddeldeGezinsgrootte_20;Bevolkingsdichtheid_21;Allochtonen_22;WOZWaarde_23;Woningen_24;GemiddeldInkomenPerInwoner_25;GemiddeldInkomenPerInkomensontvanger_26;LageInkomens_27;HogeInkomens_28;NietActieven_29;Vestigingen_30;Industrie_31;CommercieleDienstverlening_32;OverigeDienstverlening_33;OppervlakteTotaal_34;OppervlakteLand_35;OverigeOppervlakte_36
2049;1500804;B;3;Deventer                           ;150;08;04;1129.0;7421;1850;920;930;27.0;7.0;38.0;16.0;12.0;11.0;520;65.0;3.1;4822.0;5.0;88.0;670;8576.0;14566.0;39.0;17.0;15.0;2;;;;38;38;0
2050;1500805;B;4;Deventer                           ;150;08;05;906.0;7421;1710;860;840;27.0;8.0;40.0;18.0;8.0;12.0;470;65.0;3.2;7296.0;3.0;108.0;580;10936.0;17471.0;31.0;30.0;7.0;3;;;;23;23;0
2051;1500806;B;4;Deventer                           ;150;08;06;666.0;7421;1440;720;720;27.0;7.0;50.0;15.0;2.0;14.0;390;69.0;3.2;2837.0;2.0;102.0;510;10618.0;16926.0;26.0;23.0;6.0;3;;;;54;51;3
2052;1500807;B;4;Deventer                           ;150;08;07;828.0;7421;0;0;0;;;;;;;0;;;;;;0;;;;;;1;;;;17;16;1
2053;1500808;B;5;Deventer                           ;150;08;08;217.0;7427;90;50;50;31.0;;20.0;24.0;;;30;;;43.0;;;30;;;;;;1;;;;232;228;4
2054;1500809;B;5;Deventer                           ;150;08;09;35.0;7428;160;80;70;17.0;15.0;20.0;29.0;19.0;13.0;50;;;29.0;;;60;;;;;;1;;;;553;548;5
2055;15009;W;5;Deventer                           ;150;09;  ;420.0;  . ;10650;5280;5370;19.0;10.0;26.0;28.0;18.0;15.0;3020;56.0;3.0;158.0;1.0;121.0;3990;10528.0;16064.0;40.0;25.0;14.0;6;15.0;51.0;34.0;6798;6729;69
2056;1500900;B;5;Deventer                           ;150;09;00;493.0;7431;4140;2010;2140;17.0;10.0;24.0;30.0;18.0;16.0;1190;54.0;2.9;861.0;1.0;125.0;1640;10573.0;16336.0;38.0;28.0;15.0;5;16.0;52.0;32.0;485;481;4
2057;1500901;B;5;Deventer                           ;150;09;01;128.0;7431;140;70;70;22.0;14.0;28.0;27.0;9.0;16.0;30;;;29.0;;;40;6761.0;10755.0;57.0;;;1;;;;504;475;29
2058;1500902;B;5;Deventer                           ;150;09;02;171.0;7431;220;120;90;19.0;7.0;21.0;27.0;25.0;16.0;60;49.0;3.1;24.0;;148.0;70;9393.0;14294.0;43.0;;;1;;;;913;909;4
2059;1500903;B;4;Deventer                           ;150;09;03;551.0;7433;3810;1860;1940;17.0;9.0;25.0;30.0;19.0;18.0;1090;50.0;2.9;1029.0;2.0;113.0;1530;11118.0;16381.0;40.0;26.0;19.0;5;12.0;45.0;43.0;374;370;4
2060;1500904;B;5;Deventer                           ;150;09;04;27.0;7433;520;270;240;22.0;9.0;32.0;20.0;17.0;11.0;140;66.0;3.3;35.0;;130.0;140;10255.0;13659.0;49.0;14.0;;2;;;;1489;1476;13
2061;1500905;B;5;Deventer                           ;150;09;05;36.0;7435;280;130;140;19.0;12.0;31.0;21.0;17.0;15.0;80;62.0;3.1;153.0;;116.0;100;9030.0;15746.0;39.0;26.0;;1;;;;180;180;0
2062;1500906;B;5;Deventer                           ;150;09;06;63.0;7434;380;200;190;25.0;9.0;39.0;15.0;12.0;14.0;100;72.0;3.4;565.0;;116.0;120;8259.0;13568.0;43.0;15.0;;2;;;;68;68;0
2063;1500907;B;5;Deventer                           ;150;09;07;110.0;7434;80;40;40;18.0;13.0;26.0;31.0;13.0;;30;;;96.0;;;20;;;;;;1;;;;81;81;0
2064;1500908;B;5;Deventer                           ;150;09;08;28.0;7434;1090;570;510;23.0;10.0;30.0;23.0;14.0;9.0;310;71.0;3.3;41.0;;130.0;320;10119.0;16472.0;41.0;19.0;8.0;3;;;;2703;2688;15
2065;151;G;5;Diepenheim                         ;151;  ;  ;200.0;  . ;2750;1370;1380;18.0;10.0;29.0;28.0;15.0;15.0;770;58.0;3.0;104.0;1.0;96.0;1010;9756.0;14839.0;40.0;20.0;11.0;4;19.0;56.0;25.0;2661;2644;17
2066;15100;W;5;Diepenheim                         ;151;00;  ;200.0;  . ;2750;1370;1380;18.0;10.0;29.0;28.0;15.0;15.0;780;58.0;3.0;104.0;1.0;96.0;1010;9756.0;14839.0;40.0;20.0;11.0;4;19.0;56.0;25.0;2661;2644;17
2067;1510000;B;5;Diepenheim                         ;151;00;00;266.0;7478;1220;610;610;18.0;10.0;30.0;26.0;15.0;15.0;350;57.0;3.0;1140.0;1.0;90.0;490;9575.0;15020.0;39.0;18.0;11.0;3;;;;107;107;0
2068;1510001;B;5;Diepenheim                         ;151;00;01;261.0;7478;670;310;350;21.0;10.0;31.0;24.0;14.0;16.0;180;63.0;3.1;1385.0;2.0;92.0;270;10346.0;15837.0;42.0;24.0;8.0;3;;;;48;48;0
2069;1510008;B;5;Diepenheim                         ;151;00;08;17.0;7478;330;170;160;18.0;12.0;25.0;30.0;14.0;13.0;80;66.0;3.3;35.0;;128.0;90;7987.0;12615.0;48.0;11.0;;1;;;;923;920;3
2070;1510009;B;5;Diepenheim                         ;151;00;09;61.0;7478;550;280;270;13.0;8.0;27.0;33.0;18.0;15.0;160;53.0;2.9;35.0;;113.0;160;10482.0;14385.0;36.0;24.0;17.0;2;;;;1583;1569;14
2071;153;G;2;Enschede                           ;153;  ;  ;1832.0;  . ;148810;75310;73500;17.0;15.0;31.0;23.0;14.0;29.0;35730;60.0;3.0;1063.0;12.0;63.0;62720;8939.0;13432.0;49.0;13.0;25.0;9;17.0;66.0;17.0;14147;14004;143
2072;15300;W;1;Enschede                           ;153;00;  ;2890.0;  . ;20880;10490;10380;11.0;18.0;35.0;19.0;17.0;50.0;3770;53.0;2.8;4863.0;13.0;53.0;10150;9257.0;13160.0;50.0;11.0;26.0;8;12.0;69.0;18.0;429;429;0
2073;1530000;B;1;Enschede                           ;153;00;00;3089.0;7511;2240;1140;1100;2.0;25.0;41.0;12.0;20.0;80.0;200;30.0;2.3;4830.0;8.0;45.0;1300;9529.0;12570.0;60.0;9.0;27.0;7;5.0;79.0;16.0;46;46;0
2074;1530001;B;1;Enschede                           ;153;00;01;2711.0;7514;1350;710;640;12.0;15.0;32.0;26.0;15.0;46.0;260;59.0;2.9;4641.0;6.0;77.0;600;10981.0;15565.0;42.0;21.0;23.0;4;11.0;61.0;29.0;29;29;0
2075;1530002;B;1;Enschede                           ;153;00;02;3014.0;7514;1990;1030;960;18.0;22.0;34.0;18.0;7.0;35.0;430;73.0;3.0;6799.0;19.0;47.0;810;6807.0;11254.0;58.0;5.0;39.0;4;17.0;68.0;16.0;29;29;0
2076;1530003;B;1;Enschede                           ;153;00;03;3294.0;7511;4880;2290;2590;8.0;14.0;34.0;14.0;30.0;63.0;690;42.0;2.6;6811.0;11.0;50.0;2670;10528.0;13296.0;49.0;12.0;23.0;5;14.0;67.0;20.0;72;72;0
2077;1530004;B;1;Enschede                           ;153;00;04;2971.0;7512;2610;1270;1330;15.0;16.0;29.0;25.0;16.0;30.0;640;56.0;2.8;7263.0;15.0;51.0;1160;8622.0;12615.0;49.0;10.0;34.0;4;16.0;66.0;18.0;36;36;0
2078;1530005;B;1;Enschede                           ;153;00;05;2659.0;7512;3310;1710;1600;12.0;14.0;38.0;23.0;14.0;42.0;700;54.0;2.8;5075.0;19.0;58.0;1470;8667.0;12978.0;49.0;9.0;22.0;6;23.0;59.0;18.0;65;65;0
2079;1530006;B;1;Enschede                           ;153;00;06;2636.0;7513;2020;1010;1000;14.0;17.0;32.0;22.0;16.0;34.0;470;56.0;2.8;4968.0;9.0;48.0;950;8622.0;12570.0;54.0;9.0;26.0;5;15.0;71.0;13.0;41;41;0
2080;1530007;B;2;Enschede                           ;153;00;07;2403.0;7513;1930;1030;900;8.0;25.0;36.0;22.0;9.0;58.0;290;50.0;2.7;2925.0;11.0;60.0;920;9348.0;15111.0;40.0;21.0;17.0;5;9.0;61.0;29.0;66;66;0
2081;1530008;B;2;Enschede                           ;153;00;08;2253.0;7514;560;300;260;10.0;29.0;33.0;19.0;10.0;53.0;90;55.0;3.0;1244.0;4.0;67.0;270;11571.0;16245.0;40.0;25.0;18.0;5;22.0;66.0;11.0;46;46;0
2082;15301;W;2;Enschede                           ;153;01;  ;1862.0;  . ;12140;6110;6030;17.0;12.0;30.0;26.0;15.0;23.0;3210;59.0;2.9;2568.0;8.0;67.0;5080;9212.0;13704.0;47.0;14.0;24.0;6;18.0;60.0;22.0;474;473;1
2083;1530100;B;2;Enschede                           ;153;01;00;2127.0;7533;4660;2430;2230;18.0;16.0;33.0;21.0;12.0;30.0;1100;65.0;3.0;6640.0;13.0;55.0;1980;8395.0;12842.0;51.0;10.0;32.0;5;20.0;63.0;17.0;70;70;0
2084;1530101;B;2;Enschede                           ;153;01;01;1643.0;7535;1380;690;690;16.0;10.0;23.0;32.0;19.0;14.0;420;47.0;2.8;3077.0;2.0;114.0;560;11163.0;17289.0;35.0;30.0;13.0;3;;;;45;45;0
2085;1530102;B;2;Enschede                           ;153;01;02;1565.0;7535;2510;1240;1270;19.0;10.0;30.0;30.0;12.0;15.0;720;57.0;3.0;6587.0;2.0;78.0;990;9756.0;14793.0;38.0;18.0;13.0;3;;;;38;38;0
2086;1530103;B;2;Enschede                           ;153;01;03;1888.0;7541;3320;1620;1710;17.0;11.0;28.0;26.0;19.0;22.0;900;58.0;2.8;2106.0;9.0;55.0;1510;9076.0;12887.0;51.0;11.0;24.0;5;14.0;51.0;35.0;158;158;0
2087;1530104;B;4;Enschede                           ;153;01;04;804.0;7532;240;120;120;14.0;13.0;28.0;36.0;10.0;17.0;80;60.0;2.6;393.0;;;30;7760.0;10618.0;67.0;;50.0;3;;;;60;60;0
2088;1530105;B;4;Enschede                           ;153;01;05;833.0;7532;20;10;0;;;;;;;10;;;31.0;;;0;;;;;;1;;;;56;56;0
2089;1530106;B;4;Enschede                           ;153;01;06;508.0;7534;10;0;0;;;;;;;0;;;13.0;;;10;;;;;;1;;;;46;46;0
2090;15302;W;2;Enschede                           ;153;02;  ;2289.0;  . ;22870;11760;11110;18.0;15.0;35.0;21.0;11.0;29.0;5490;63.0;3.0;5064.0;15.0;53.0;10080;8259.0;12434.0;52.0;8.0;27.0;6;17.0;65.0;18.0;453;452;1
2091;1530200;B;2;Enschede                           ;153;02;00;2072.0;7543;1860;930;940;15.0;18.0;33.0;14.0;20.0;48.0;350;66.0;2.9;2496.0;36.0;32.0;940;7487.0;10664.0;68.0;;46.0;3;;;;75;75;0
2092;1530201;B;2;Enschede                           ;153;02;01;2464.0;7543;4890;2550;2330;18.0;15.0;37.0;21.0;10.0;29.0;1180;59.0;3.0;7465.0;13.0;57.0;2160;8758.0;13160.0;45.0;9.0;20.0;4;13.0;73.0;15.0;65;65;0
2093;1530202;B;1;Enschede                           ;153;02;02;2806.0;7545;2380;1200;1180;22.0;15.0;34.0;21.0;8.0;26.0;610;72.0;2.9;10055.0;23.0;37.0;1010;6897.0;10528.0;65.0;;48.0;3;;;;24;24;0
2094;1530203;B;1;Enschede                           ;153;02;03;2620.0;7545;4820;2460;2360;17.0;15.0;34.0;23.0;12.0;30.0;1150;64.0;2.9;8549.0;12.0;46.0;2210;7896.0;11481.0;57.0;5.0;31.0;4;16.0;62.0;22.0;56;56;0
2095;1530204;B;2;Enschede                           ;153;02;04;2193.0;7545;2010;1090;920;13.0;20.0;29.0;23.0;15.0;37.0;460;50.0;2.7;6377.0;19.0;47.0;980;8440.0;12161.0;53.0;8.0;34.0;3;;;;32;32;0
2096;1530205;B;2;Enschede                           ;153;02;05;2290.0;7545;2850;1510;1340;18.0;14.0;36.0;23.0;9.0;23.0;730;63.0;3.0;4444.0;5.0;55.0;1170;8213.0;12797.0;46.0;9.0;20.0;5;23.0;59.0;18.0;64;64;0
2097;1530206;B;2;Enschede                           ;153;02;06;1529.0;7545;2010;1000;1010;18.0;16.0;29.0;20.0;16.0;29.0;480;62.0;3.0;5257.0;18.0;59.0;890;8304.0;12570.0;52.0;11.0;22.0;3;;;;39;38;1
2098;1530207;B;3;Enschede                           ;153;02;07;1402.0;7545;1760;870;880;28.0;9.0;44.0;18.0;2.0;11.0;470;72.0;3.3;2860.0;3.0;117.0;590;9393.0;16245.0;32.0;25.0;7.0;2;;;;62;62;0
2099;1530208;B;2;Enschede                           ;153;02;08;1931.0;7543;290;140;140;18.0;7.0;42.0;21.0;12.0;26.0;70;51.0;3.0;810.0;3.0;83.0;140;12797.0;17108.0;29.0;28.0;;1;;;;36;36;0
2100;15303;W;3;Enschede                           ;153;03;  ;1382.0;  . ;9270;4870;4410;14.0;18.0;31.0;23.0;13.0;34.0;2180;56.0;2.8;4557.0;12.0;49.0;4330;8713.0;12842.0;51.0;10.0;27.0;6;15.0;66.0;20.0;204;204;0
2101;1530300;B;2;Enschede                           ;153;03;00;1562.0;7521;5140;2700;2430;16.0;15.0;33.0;27.0;10.0;26.0;1310;58.0;2.9;4515.0;6.0;56.0;2230;9121.0;13886.0;43.0;15.0;22.0;6;17.0;68.0;15.0;114;114;0
2102;1530301;B;3;Enschede                           ;153;03;01;1188.0;7521;4150;2180;1970;12.0;21.0;29.0;19.0;18.0;43.0;870;54.0;2.7;4610.0;19.0;43.0;2100;8168.0;11481.0;61.0;5.0;35.0;5;11.0;61.0;28.0;90;90;0
2103;15304;W;2;Enschede                           ;153;04;  ;1580.0;  . ;17750;9620;8120;14.0;22.0;30.0;20.0;14.0;42.0;3590;56.0;2.9;2213.0;15.0;60.0;7150;9030.0;13886.0;50.0;15.0;29.0;7;15.0;66.0;19.0;802;802;0
2104;1530400;B;2;Enschede                           ;153;04;00;1802.0;7522;2240;1130;1110;18.0;13.0;36.0;21.0;13.0;31.0;520;59.0;3.0;2764.0;4.0;70.0;980;10119.0;15338.0;37.0;20.0;14.0;5;19.0;60.0;21.0;81;81;0
2105;1530401;B;3;Enschede                           ;153;04;01;1242.0;7522;1690;800;890;13.0;8.0;19.0;32.0;28.0;23.0;490;40.0;2.7;1081.0;1.0;108.0;850;14158.0;20692.0;29.0;44.0;15.0;4;11.0;62.0;27.0;156;156;0
2106;1530402;B;2;Enschede                           ;153;04;02;2433.0;7523;3170;1660;1500;17.0;19.0;33.0;22.0;9.0;30.0;730;63.0;3.0;4416.0;14.0;55.0;1300;8486.0;13341.0;49.0;14.0;24.0;5;21.0;67.0;11.0;72;72;0
2107;1530403;B;2;Enschede                           ;153;04;03;2021.0;7523;2140;1040;1100;12.0;13.0;30.0;22.0;23.0;44.0;430;55.0;2.8;5358.0;17.0;43.0;1100;9484.0;12071.0;60.0;7.0;29.0;4;13.0;62.0;25.0;40;40;0
2108;1530404;B;2;Enschede                           ;153;04;04;1569.0;7523;4870;2600;2280;17.0;19.0;31.0;19.0;14.0;38.0;1040;60.0;2.9;6414.0;29.0;43.0;2420;7987.0;12207.0;53.0;8.0;34.0;4;12.0;77.0;11.0;76;76;0
2109;1530405;B;2;Enschede                           ;153;04;05;1654.0;7523;1440;700;740;12.0;10.0;35.0;23.0;19.0;46.0;270;58.0;2.9;1450.0;6.0;80.0;370;9529.0;11934.0;67.0;8.0;60.0;2;;;;99;99;0
2110;1530406;B;4;Enschede                           ;153;04;06;809.0;7522;2190;1690;510;2.0;68.0;21.0;7.0;3.0;87.0;110;39.0;2.6;792.0;10.0;134.0;130;5491.0;15701.0;48.0;26.0;12.0;4;5.0;71.0;24.0;278;278;0
2111;15305;W;2;Enschede                           ;153;05;  ;1934.0;  . ;9240;4510;4720;17.0;12.0;28.0;29.0;15.0;21.0;2490;59.0;2.9;4046.0;6.0;80.0;3960;9711.0;14476.0;44.0;19.0;20.0;6;13.0;65.0;22.0;228;228;0
2112;1530500;B;2;Enschede                           ;153;05;00;2373.0;7531;2510;1210;1310;15.0;13.0;27.0;27.0;19.0;25.0;670;58.0;2.8;5446.0;9.0;57.0;1130;9030.0;12252.0;53.0;9.0;29.0;4;14.0;72.0;14.0;46;46;0
2113;1530501;B;2;Enschede                           ;153;05;01;2391.0;7531;1940;970;970;17.0;13.0;34.0;23.0;13.0;28.0;480;62.0;3.0;6681.0;11.0;55.0;850;8440.0;12570.0;51.0;9.0;23.0;4;22.0;67.0;12.0;29;29;0
2114;1530502;B;2;Enschede                           ;153;05;02;1622.0;7531;3730;1810;1910;18.0;11.0;28.0;29.0;13.0;18.0;1000;60.0;3.0;5930.0;2.0;76.0;1550;9847.0;15247.0;38.0;23.0;14.0;4;12.0;61.0;27.0;63;63;0
2115;1530503;B;4;Enschede                           ;153;05;03;929.0;7531;1070;530;540;16.0;11.0;17.0;43.0;13.0;9.0;340;51.0;2.9;1178.0;1.0;208.0;420;13795.0;21781.0;29.0;48.0;15.0;3;;;;90;90;0
2116;15306;W;2;Enschede                           ;153;06;  ;1648.0;  . ;36520;17880;18640;22.0;12.0;31.0;23.0;12.0;19.0;9470;65.0;3.1;5258.0;15.0;67.0;14420;8531.0;13477.0;49.0;14.0;26.0;7;12.0;68.0;20.0;694;694;0
2117;1530600;B;3;Enschede                           ;153;06;00;1204.0;7542;3980;1960;2020;24.0;13.0;28.0;27.0;8.0;10.0;1100;69.0;3.3;4730.0;3.0;92.0;1410;10528.0;17289.0;37.0;29.0;9.0;4;11.0;68.0;21.0;84;84;0
2118;1530601;B;3;Enschede                           ;153;06;01;1310.0;7542;5000;2450;2550;22.0;13.0;30.0;23.0;11.0;21.0;1240;66.0;3.2;5833.0;20.0;56.0;2070;7442.0;12252.0;52.0;7.0;30.0;3;;;;86;86;0
2119;1530602;B;2;Enschede                           ;153;06;02;1866.0;7542;2460;1240;1220;18.0;13.0;26.0;36.0;7.0;10.0;740;58.0;3.0;4630.0;4.0;80.0;940;10029.0;15519.0;39.0;26.0;16.0;3;;;;53;53;0
2120;1530603;B;2;Enschede                           ;153;06;03;2235.0;7544;3990;1930;2050;17.0;14.0;32.0;23.0;15.0;29.0;980;57.0;2.9;4463.0;22.0;47.0;1820;8350.0;12025.0;54.0;6.0;34.0;5;19.0;68.0;13.0;89;89;0
2121;1530604;B;2;Enschede                           ;153;06;04;1562.0;7544;4300;1990;2320;18.0;11.0;22.0;25.0;23.0;20.0;1150;56.0;3.0;7865.0;22.0;61.0;1610;8213.0;11889.0;59.0;8.0;40.0;3;;;;55;55;0
2122;1530605;B;2;Enschede                           ;153;06;05;1739.0;7544;2480;1270;1210;19.0;17.0;33.0;24.0;7.0;25.0;600;67.0;3.1;3813.0;23.0;54.0;1140;7987.0;12615.0;53.0;8.0;41.0;2;;;;65;65;0
2123;1530606;B;2;Enschede                           ;153;06;06;2223.0;7544;5310;2570;2740;22.0;12.0;31.0;19.0;16.0;24.0;1320;64.0;3.0;4668.0;26.0;59.0;2290;8077.0;12252.0;58.0;8.0;33.0;4;6.0;65.0;29.0;114;114;0
2124;1530607;B;3;Enschede                           ;153;06;07;1223.0;7546;4460;2160;2290;27.0;10.0;37.0;18.0;8.0;13.0;1170;71.0;3.3;4756.0;5.0;91.0;1540;9121.0;15111.0;39.0;20.0;13.0;4;10.0;66.0;24.0;94;94;0
2125;1530608;B;3;Enschede                           ;153;06;08;1201.0;7546;4540;2290;2240;26.0;12.0;36.0;20.0;6.0;15.0;1170;71.0;3.3;8273.0;9.0;74.0;1570;8123.0;14022.0;44.0;18.0;23.0;4;13.0;63.0;24.0;55;55;0
2126;15307;W;4;Enschede                           ;153;07;  ;737.0;  . ;420;230;180;18.0;14.0;27.0;30.0;11.0;18.0;110;61.0;3.0;73.0;;85.0;150;9529.0;13477.0;43.0;13.0;;6;35.0;63.0;3.0;605;570;35
2127;1530700;B;4;Enschede                           ;153;07;00;960.0;7547;310;170;130;18.0;15.0;27.0;30.0;10.0;21.0;80;63.0;3.1;142.0;;75.0;100;9076.0;12933.0;43.0;;;6;43.0;54.0;2.0;240;216;24
2128;1530701;B;5;Enschede                           ;153;07;01;58.0;7547;90;50;40;19.0;;28.0;29.0;;;30;;;55.0;;;30;;;;;;4;39.0;59.0;1.0;151;151;0
2129;1530702;B;5;Enschede                           ;153;07;02;476.0;7521;10;10;10;;;;;;;0;;;12.0;;;10;;;;;;2;;;;134;123;11
2130;1530703;B;4;Enschede                           ;153;07;03;807.0;7521;20;0;10;;;;;;;10;;;16.0;;;0;;;;;;4;11.0;83.0;6.0;81;81;0
2131;15308;W;4;Enschede                           ;153;08;  ;854.0;  . ;10750;5320;5440;20.0;12.0;32.0;24.0;13.0;19.0;2880;65.0;3.0;2238.0;4.0;66.0;4330;8395.0;12797.0;51.0;10.0;24.0;6;24.0;62.0;14.0;480;480;0
2132;1530800;B;4;Enschede                           ;153;08;00;741.0;7532;970;520;440;19.0;12.0;31.0;26.0;12.0;16.0;270;67.0;3.1;1165.0;2.0;68.0;350;7850.0;12161.0;48.0;8.0;19.0;3;;;;83;83;0
2133;1530801;B;4;Enschede                           ;153;08;01;920.0;7532;3140;1470;1660;20.0;8.0;31.0;20.0;22.0;22.0;820;61.0;3.0;3366.0;1.0;71.0;1280;8758.0;13160.0;52.0;11.0;13.0;5;17.0;66.0;16.0;93;93;0
2134;1530802;B;4;Enschede                           ;153;08;02;950.0;7534;2840;1420;1430;22.0;13.0;31.0;25.0;8.0;14.0;770;69.0;3.2;7151.0;8.0;69.0;1050;8213.0;13205.0;47.0;13.0;24.0;4;17.0;63.0;19.0;40;40;0
2135;1530803;B;3;Enschede                           ;153;08;03;1118.0;7534;1920;950;970;15.0;13.0;29.0;29.0;14.0;22.0;540;59.0;2.8;3206.0;3.0;49.0;860;8531.0;12071.0;55.0;7.0;37.0;4;15.0;71.0;14.0;60;60;0
2136;1530804;B;4;Enschede                           ;153;08;04;704.0;7534;480;250;220;22.0;;40.0;22.0;;19.0;120;68.0;3.3;1554.0;6.0;86.0;190;8213.0;13205.0;45.0;13.0;21.0;1;;;;31;31;0
2137;1530806;B;5;Enschede                           ;153;08;06;324.0;7532;180;90;90;24.0;;38.0;24.0;;9.0;60;66.0;3.0;332.0;;;40;11118.0;17425.0;31.0;37.0;;4;42.0;51.0;7.0;53;53;0
2138;1530807;B;5;Enschede                           ;153;08;07;485.0;7532;780;380;400;22.0;13.0;33.0;24.0;8.0;20.0;220;72.0;2.8;1615.0;6.0;49.0;320;6807.0;10618.0;64.0;;52.0;2;;;;48;48;0
2139;1530808;B;5;Enschede                           ;153;08;08;379.0;7534;450;230;220;;16.0;49.0;19.0;;33.0;100;68.0;2.9;622.0;6.0;82.0;210;10392.0;13296.0;39.0;;;1;;;;72;72;0
2140;15309;W;5;Enschede                           ;153;09;  ;269.0;  . ;8990;4510;4470;16.0;10.0;25.0;31.0;19.0;18.0;2540;54.0;2.9;93.0;1.0;104.0;3070;10891.0;15655.0;42.0;22.0;16.0;6;18.0;63.0;19.0;9777;9672;105
2141;1530900;B;5;Enschede                           ;153;09;00;275.0;7524;1530;760;770;14.0;12.0;21.0;33.0;19.0;16.0;450;54.0;2.8;2277.0;1.0;102.0;640;10755.0;15882.0;37.0;27.0;18.0;4;21.0;59.0;20.0;67;67;0
2142;1530901;B;5;Enschede                           ;153;09;01;264.0;7548;1960;960;990;20.0;7.0;25.0;28.0;19.0;14.0;580;51.0;2.9;1508.0;1.0;103.0;810;11254.0;17380.0;37.0;26.0;14.0;4;11.0;66.0;22.0;130;130;0
2143;1530902;B;5;Enschede                           ;153;09;02;332.0;7524;1050;540;520;16.0;11.0;26.0;30.0;16.0;13.0;300;59.0;3.1;55.0;1.0;97.0;340;10709.0;15202.0;37.0;20.0;20.0;4;18.0;64.0;18.0;1959;1920;39
2144;1530903;B;5;Enschede                           ;153;09;03;126.0;7525;700;360;340;16.0;10.0;25.0;33.0;16.0;14.0;200;57.0;3.0;38.0;;131.0;220;11481.0;15746.0;40.0;21.0;14.0;3;;;;1820;1818;2
2145;1530904;B;4;Enschede                           ;153;09;04;508.0;7534;1230;570;650;13.0;8.0;26.0;23.0;30.0;32.0;290;56.0;2.9;94.0;1.0;96.0;390;9938.0;12842.0;58.0;13.0;14.0;3;;;;1302;1302;0
2146;1530905;B;5;Enschede                           ;153;09;05;229.0;7544;330;160;160;18.0;7.0;28.0;29.0;18.0;12.0;100;53.0;2.9;39.0;;115.0;100;11481.0;15973.0;38.0;23.0;;1;;;;875;874;1
2147;1530906;B;5;Enschede                           ;153;09;06;272.0;7546;950;510;440;14.0;10.0;25.0;35.0;17.0;15.0;290;50.0;2.8;79.0;2.0;112.0;240;10165.0;14430.0;45.0;19.0;15.0;4;24.0;58.0;18.0;1245;1209;36
2148;1530907;B;5;Enschede                           ;153;09;07;76.0;7548;990;530;470;14.0;10.0;25.0;35.0;16.0;20.0;270;58.0;2.9;59.0;;102.0;260;12207.0;16881.0;38.0;22.0;24.0;3;;;;1716;1691;25
2149;1530908;B;5;Enschede                           ;153;09;08;138.0;7547;240;120;110;17.0;12.0;27.0;31.0;13.0;23.0;60;48.0;2.9;36.0;;118.0;90;10255.0;17380.0;34.0;;;3;;;;663;660;3
2150;154;G;4;Genemuiden                         ;154;  ;  ;665.0;  . ;8920;4510;4420;28.0;16.0;29.0;18.0;10.0;8.0;2240;70.0;3.7;319.0;1.0;82.0;2930;8304.0;15610.0;39.0;24.0;9.0;6;32.0;57.0;11.0;2980;2800;180
2151;15400;W;4;Genemuiden                         ;154;00;  ;704.0;  . ;8310;4210;4110;28.0;16.0;29.0;18.0;10.0;8.0;2090;70.0;3.7;737.0;1.0;82.0;2750;8350.0;15655.0;39.0;24.0;9.0;6;31.0;58.0;11.0;1181;1128;53
2152;1540000;B;4;Genemuiden                         ;154;00;00;857.0;8281;890;450;440;23.0;16.0;31.0;20.0;10.0;14.0;220;67.0;3.4;3930.0;1.0;76.0;370;9212.0;15519.0;31.0;19.0;11.0;4;10.0;72.0;18.0;24;23;1
2153;1540001;B;4;Genemuiden                         ;154;00;01;784.0;8281;1020;500;510;23.0;17.0;28.0;19.0;13.0;14.0;250;64.0;3.4;1427.0;1.0;64.0;410;8667.0;14793.0;44.0;19.0;9.0;5;47.0;51.0;2.0;84;71;13
2154;1540002;B;4;Genemuiden                         ;154;00;02;743.0;8281;4140;2100;2040;26.0;17.0;24.0;21.0;12.0;8.0;1020;70.0;3.7;6753.0;1.0;75.0;1300;8123.0;15383.0;42.0;23.0;10.0;4;20.0;57.0;22.0;61;61;0
2155;1540003;B;4;Genemuiden                         ;154;00;03;550.0;8281;2060;1040;1030;36.0;12.0;39.0;10.0;4.0;3.0;540;71.0;3.6;4509.0;0.0;109.0;630;8213.0;16608.0;34.0;30.0;7.0;3;;;;48;46;2
2156;1540007;B;5;Genemuiden                         ;154;00;07;244.0;8281;90;50;40;30.0;23.0;24.0;;;;20;;;28.0;;;20;;;;;;4;47.0;53.0;0.0;356;331;25
2157;1540009;B;5;Genemuiden                         ;154;00;09;341.0;8281;110;50;60;38.0;;26.0;17.0;;;20;;;18.0;;;20;8576.0;15837.0;40.0;35.0;;1;;;;608;597;11
2158;15401;W;5;Genemuiden                         ;154;01;  ;42.0;  . ;510;250;240;31.0;13.0;28.0;20.0;9.0;5.0;130;68.0;3.7;85.0;;94.0;150;6943.0;14929.0;38.0;20.0;;3;;;;621;592;29
