ID;Geslacht;Leeftijd;Onderwijsvolgend;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
22;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2017 3e kwartaal;2090;1663;1498;1452;282;1170;46;42;2;2;0;1139;829;620;210;310;158;152;359;165;9.9;426;79.6;71.7
23;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2017 4e kwartaal;2094;1634;1481;1434;305;1129;47;42;3;2;0;1146;857;659;197;289;141;148;335;152;9.3;460;78.0;70.7
24;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2017;2088;1629;1460;1411;287;1124;49;45;2;2;0;1132;839;644;195;293;143;150;328;169;10.4;459;78.0;69.9
25;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018 1e kwartaal;2097;1621;1469;1421;303;1118;48;44;2;2;0;1153;862;661;201;292;140;152;315;153;9.4;476;77.3;70.0
26;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018 2e kwartaal;2099;1643;1500;1448;305;1142;53;48;3;2;0;1171;850;641;208;321;159;161;330;143;8.7;456;78.3;71.5
27;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018 3e kwartaal;2102;1677;1525;1479;316;1163;47;43;2;2;0;1161;822;620;202;339;180;159;365;151;9.0;425;79.8;72.6
28;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018 4e kwartaal;2104;1653;1514;1463;326;1138;51;47;2;2;0;1185;876;672;203;309;148;161;330;139;8.4;451;78.6;72.0
29;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2018;2101;1649;1502;1453;312;1140;50;45;2;2;0;1167;852;649;204;315;157;158;335;146;8.9;452;78.5;71.5
30;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019 1e kwartaal;2108;1651;1507;1453;333;1121;54;49;2;2;0;1192;884;675;208;308;152;156;315;144;8.7;457;78.3;71.5
31;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019 2e kwartaal;2112;1681;1545;1491;339;1152;54;50;2;3;0;1202;875;658;217;326;165;162;343;135;8.1;432;79.6;73.2
32;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019 3e kwartaal;2117;1705;1558;1504;339;1165;54;50;2;3;0;1200;832;615;217;368;182;186;358;147;8.6;412;80.5;73.6
33;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019 4e kwartaal;2121;1693;1548;1493;352;1141;55;49;3;3;0;1197;885;669;216;312;155;157;351;145;8.6;428;79.8;73.0
34;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2019;2115;1682;1540;1485;340;1145;54;49;2;3;0;1198;869;654;215;329;164;165;342;143;8.5;432;79.6;72.8
35;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020 1e kwartaal;2124;1674;1532;1471;358;1113;61;54;3;4;0;1204;885;681;204;319;148;171;328;142;8.5;450;78.8;72.1
36;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020 2e kwartaal;2125;1625;1446;1391;334;1057;55;49;3;3;0;1132;825;628;198;307;154;154;313;179;11.0;500;76.5;68.0
37;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020 3e kwartaal;2125;1679;1479;1420;354;1067;58;54;2;2;0;1147;804;587;217;343;175;169;332;201;11.9;446;79.0;69.6
38;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020 4e kwartaal;2126;1668;1488;1428;358;1070;60;56;1;2;0;1159;866;672;195;293;141;151;329;180;10.8;458;78.4;70.0
39;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2020;2125;1662;1486;1428;351;1077;59;53;2;3;0;1161;845;642;203;316;154;161;325;175;10.6;464;78.2;69.9
40;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021 1e kwartaal;2119;1633;1455;1389;245;1144;66;59;3;4;0;1098;787;538;249;311;153;158;357;178;10.9;486;77.1;68.7
41;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021 2e kwartaal;2115;1665;1503;1433;254;1179;70;60;5;6;0;1138;806;537;269;332;158;174;365;162;9.7;449;78.8;71.1
42;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021 3e kwartaal;2109;1708;1556;1487;267;1220;69;59;4;6;0;1166;790;506;284;377;193;184;389;153;8.9;400;81.0;73.8
43;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021 4e kwartaal;2139;1699;1566;1500;285;1215;66;58;4;4;0;1188;861;587;274;328;165;163;377;133;7.8;440;79.4;73.2
44;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2021;2120;1676;1520;1452;263;1189;68;59;4;5;0;1148;811;542;269;337;167;170;372;156;9.3;444;79.1;71.7
45;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2022 1e kwartaal;2137;1708;1578;1510;304;1207;68;59;3;5;0;1210;883;612;271;326;167;159;368;130;7.6;429;79.9;73.9
46;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2022 2e kwartaal;2143;1757;1629;1546;303;1243;83;72;4;7;0;1247;884;580;304;363;184;180;382;128;7.3;386;82.0;76.0
47;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2022 3e kwartaal;2138;1778;1630;1547;319;1228;83;72;4;7;0;1228;829;531;297;400;202;198;402;148;8.3;360;83.2;76.2
48;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2022 4e kwartaal;2170;1778;1648;1558;316;1242;90;82;3;5;0;1243;904;599;305;339;167;172;405;130;7.3;392;81.9;75.9
49;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2022;2147;1755;1621;1540;310;1230;81;71;4;6;0;1232;875;581;294;357;180;177;389;134;7.6;392;81.8;75.5
50;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2023 1e kwartaal;2169;1777;1633;1551;307;1245;81;74;2;5;0;1242;892;606;286;350;164;187;390;144;8.1;392;81.9;75.3
51;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2023 2e kwartaal;2167;1818;1669;1587;304;1283;82;75;3;4;0;1269;872;581;291;397;200;197;400;148;8.2;349;83.9;77.0
52;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2023 3e kwartaal;2158;1830;1667;1580;327;1253;87;78;3;5;0;1245;821;533;288;425;229;196;421;164;8.9;328;84.8;77.2
53;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2023 4e kwartaal;2183;1808;1668;1582;333;1249;86;76;5;5;0;1263;886;593;292;377;190;187;405;140;7.8;375;82.8;76.4
54;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2023;2169;1808;1659;1575;318;1257;84;76;3;5;0;1255;868;579;289;387;196;192;404;149;8.2;361;83.4;76.5
55;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2024 1e kwartaal;2179;1797;1640;1555;308;1246;85;77;4;4;0;1263;893;599;294;370;181;189;376;157;8.8;382;82.5;75.3
56;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2024 2e kwartaal;2175;1824;1670;1583;313;1270;87;79;5;3;0;1269;872;573;300;397;197;200;401;154;8.4;351;83.9;76.8
57;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2024 3e kwartaal;2162;1813;1646;1560;328;1233;85;76;5;5;0;1247;820;530;290;427;215;212;399;167;9.2;349;83.9;76.1
58;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2024 4e kwartaal;2184;1807;1657;1571;333;1238;86;75;5;5;0;1261;878;589;290;383;177;206;396;150;8.3;377;82.8;75.9
59;Totaal mannen en vrouwen;15 tot 25 jaar;Totaal;2024;2175;1810;1653;1568;321;1247;86;77;4;4;0;1260;866;573;293;394;192;202;393;157;8.7;364;83.2;76.0
60;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2013 1e kwartaal;1463;1078;920;890;168;722;30;28;0;1;0;829;714;585;129;115;63;51;91;158;14.7;385;73.7;62.9
61;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2013 2e kwartaal;1485;1110;950;917;167;750;32;30;1;2;0;856;725;583;141;131;70;62;94;161;14.5;375;74.7;63.9
62;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2013 3e kwartaal;1491;1140;966;933;158;775;33;30;1;2;0;849;680;534;146;168;99;69;118;174;15.2;351;76.5;64.8
63;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2013 4e kwartaal;1470;1081;918;888;155;732;30;28;1;1;0;843;727;590;137;116;56;61;75;163;15.1;389;73.5;62.5
64;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2013;1477;1102;938;907;162;745;31;29;1;2;0;844;711;573;138;133;72;61;94;164;14.9;375;74.6;63.5
65;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2014 1e kwartaal;1485;1063;892;863;152;711;30;28;0;2;0;814;705;586;120;108;54;54;79;171;16.1;422;71.6;60.1
66;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2014 2e kwartaal;1518;1099;935;902;153;748;34;31;0;2;0;855;722;587;135;133;73;60;81;164;14.9;419;72.4;61.6
67;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2014 3e kwartaal;1509;1115;963;935;152;784;28;24;1;3;0;856;699;545;153;157;86;71;107;152;13.6;394;73.9;63.8
68;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2014 4e kwartaal;1489;1080;931;898;150;747;33;30;1;2;0;848;741;600;141;107;60;47;83;149;13.8;409;72.5;62.5
69;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2014;1500;1089;930;899;152;747;31;28;1;2;0;843;717;579;137;126;68;58;87;159;14.6;411;72.6;62.0
70;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2015 1e kwartaal;1507;1091;935;903;148;755;32;29;0;3;0;853;741;611;129;112;62;50;82;156;14.3;416;72.4;62.0
71;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2015 2e kwartaal;1537;1147;991;954;143;811;37;34;1;3;0;896;767;617;150;129;70;59;95;156;13.6;391;74.6;64.5
72;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2015 3e kwartaal;1538;1163;1007;977;139;838;30;26;0;3;0;882;708;546;162;174;99;75;125;156;13.4;376;75.6;65.4
73;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2015 4e kwartaal;1497;1085;944;907;134;773;37;33;1;3;0;865;751;607;144;114;60;54;79;141;13.0;412;72.5;63.1
74;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2015 ;1520;1121;969;935;141;794;34;30;1;3;0;874;742;595;146;132;73;59;95;152;13.6;399;73.8;63.8
75;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2016 1e kwartaal;1519;1098;941;900;125;774;42;37;0;5;0;861;748;607;141;113;61;52;80;156;14.2;422;72.2;62.0
76;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2016 2e kwartaal;1542;1140;986;949;129;819;38;32;0;5;0;904;765;608;157;139;83;56;82;154;13.5;401;74.0;64.0
77;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2016 3e kwartaal;1549;1162;1018;984;128;856;34;30;1;4;0;903;720;555;165;183;109;74;115;145;12.5;386;75.1;65.7
78;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2016 4e kwartaal;1537;1112;970;936;134;802;34;30;1;4;0;894;769;612;157;125;62;63;76;143;12.8;425;72.3;63.1
79;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2016;1537;1128;979;942;129;813;37;32;0;4;0;890;750;595;155;140;79;61;88;149;13.2;409;73.4;63.7
80;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2017 1e kwartaal;1550;1114;968;937;129;807;32;29;1;2;0;898;766;615;151;131;68;63;71;145;13.0;436;71.9;62.5
81;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2017 2e kwartaal;1583;1166;1032;1001;134;867;31;28;0;2;0;943;791;617;174;152;80;71;89;135;11.5;417;73.7;65.2
82;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2017 3e kwartaal;1585;1204;1066;1041;132;909;26;23;0;2;0;944;767;586;181;178;99;79;122;138;11.5;381;76.0;67.3
83;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2017 4e kwartaal;1544;1135;1017;993;135;859;24;22;0;1;0;929;792;624;168;137;76;61;88;118;10.4;408;73.5;65.9
84;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2017;1565;1155;1021;993;132;860;28;26;0;2;0;929;779;611;168;149;81;68;92;134;11.6;410;73.8;65.2
85;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2018 1e kwartaal;1552;1131;1012;987;136;851;25;23;0;2;0;936;797;623;174;138;75;64;76;119;10.5;421;72.9;65.2
86;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2018 2e kwartaal;1571;1169;1056;1027;139;888;30;28;0;2;0;971;799;613;186;172;100;72;86;112;9.6;403;74.4;67.2
87;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2018 3e kwartaal;1576;1206;1085;1061;146;915;24;22;0;1;0;967;769;586;183;198;118;80;118;121;10.1;370;76.5;68.8
88;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2018 4e kwartaal;1552;1154;1043;1016;147;869;27;26;0;1;0;965;818;639;179;147;81;66;77;111;9.6;398;74.4;67.2
89;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2018;1563;1165;1049;1023;142;881;26;25;0;1;0;960;796;615;180;164;94;70;89;116;10.0;398;74.5;67.1
90;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2019 1e kwartaal;1574;1170;1060;1027;158;868;33;32;0;1;0;987;829;648;182;158;88;70;73;110;9.4;404;74.3;67.3
91;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2019 2e kwartaal;1585;1205;1100;1066;160;905;34;33;0;1;0;1004;825;630;195;180;107;72;95;106;8.8;380;76.0;69.4
92;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2019 3e kwartaal;1582;1225;1112;1078;161;918;34;31;1;2;0;994;778;584;194;216;122;93;118;113;9.3;357;77.4;70.3
93;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2019 4e kwartaal;1547;1178;1065;1035;155;880;31;28;1;2;0;981;835;642;193;146;79;67;85;113;9.6;369;76.1;68.9
94;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2019;1572;1195;1084;1051;158;893;33;31;1;1;0;991;817;626;191;175;99;76;93;110;9.2;378;76.0;69.0
95;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2020 1e kwartaal;1564;1169;1063;1029;155;874;34;31;1;2;0;985;823;647;177;162;91;71;78;106;9.1;395;74.7;67.9
96;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2020 2e kwartaal;1602;1165;1025;995;150;845;30;28;0;2;0;934;762;590;172;172;95;77;91;140;12.0;437;72.7;64.0
97;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2020 3e kwartaal;1607;1221;1065;1036;166;870;28;27;0;1;0;953;746;555;192;207;123;84;112;156;12.8;386;76.0;66.3
98;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2020 4e kwartaal;1572;1172;1039;1005;164;841;34;32;1;1;0;953;807;638;169;146;78;68;87;133;11.3;400;74.5;66.1
99;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2020;1587;1182;1048;1016;159;858;32;29;1;2;0;956;785;607;177;172;97;75;92;134;11.3;405;74.5;66.1
100;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2021 1e kwartaal;1622;1178;1034;997;96;901;37;32;0;4;0;912;726;504;222;185;106;80;122;144;12.3;443;72.7;63.8
101;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2021 2e kwartaal;1663;1265;1123;1082;120;962;41;34;2;5;0;969;751;510;241;218;120;98;154;142;11.2;398;76.1;67.5
102;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2021 3e kwartaal;1665;1303;1175;1136;127;1010;39;31;3;5;0;1010;747;484;263;262;152;111;165;128;9.8;362;78.3;70.6
103;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2021 4e kwartaal;1666;1263;1154;1112;133;979;41;35;3;3;0;1021;821;567;254;200;119;82;132;110;8.7;402;75.9;69.3
104;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2021;1654;1252;1121;1082;119;963;39;33;2;4;0;978;761;516;245;217;124;93;143;131;10.5;401;75.7;67.8
105;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2022 1e kwartaal;1668;1284;1177;1134;150;984;43;36;2;5;0;1040;838;591;247;202;123;79;137;107;8.3;384;77.0;70.6
106;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2022 2e kwartaal;1660;1321;1213;1163;152;1011;51;42;2;7;0;1064;829;556;273;235;140;95;149;107;8.1;340;79.5;73.1
107;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2022 3e kwartaal;1641;1326;1205;1153;157;997;52;44;1;7;0;1039;771;504;267;268;161;107;165;121;9.1;315;80.8;73.4
108;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2022 4e kwartaal;1634;1294;1196;1139;145;995;56;51;1;5;0;1055;846;571;276;208;125;83;141;98;7.6;340;79.2;73.2
109;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2022;1651;1306;1198;1147;151;996;50;43;2;6;0;1050;821;556;266;228;137;91;148;108;8.3;345;79.1;72.6
110;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2023 1e kwartaal;1647;1307;1194;1146;145;1002;48;43;1;4;0;1046;844;583;262;202;113;89;148;113;8.7;340;79.4;72.5
111;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2023 2e kwartaal;1654;1354;1235;1188;149;1040;46;44;0;2;0;1074;825;561;264;249;146;103;160;120;8.8;300;81.9;74.6
112;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2023 3e kwartaal;1618;1339;1212;1165;152;1014;47;42;0;4;0;1053;774;513;261;279;171;108;159;127;9.5;279;82.7;74.9
113;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2023 4e kwartaal;1623;1303;1191;1145;152;992;46;41;1;5;0;1052;835;573;262;217;132;85;139;112;8.6;321;80.2;73.4
114;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2023;1636;1326;1208;1161;149;1012;47;42;1;4;0;1056;820;557;262;237;141;96;151;118;8.9;310;81.1;73.8
115;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2024 1e kwartaal;1642;1316;1193;1149;149;1000;44;39;1;4;0;1058;841;576;265;217;127;90;135;123;9.3;326;80.1;72.7
116;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2024 2e kwartaal;1622;1326;1204;1161;148;1013;44;39;1;3;0;1052;813;547;266;239;143;96;152;122;9.2;296;81.8;74.2
117;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2024 3e kwartaal;1614;1315;1185;1139;152;988;46;40;1;4;0;1032;766;507;259;266;159;108;153;130;9.9;299;81.5;73.4
118;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2024 4e kwartaal;1600;1282;1171;1127;144;984;44;38;2;4;0;1037;822;567;255;215;119;97;133;112;8.7;318;80.1;73.1
119;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt formeel onderwijs;2024;1620;1310;1188;1144;148;996;44;39;1;4;0;1045;810;549;261;234;137;98;143;122;9.3;310;80.9;73.4
120;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt geen formeel onderwijs;2013 1e kwartaal;573;517;449;429;166;262;20;18;1;1;0;213;72;43;29;142;77;64;236;68;13.2;55;90.3;78.4
121;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt geen formeel onderwijs;2013 2e kwartaal;553;505;442;421;161;260;21;19;1;1;0;210;78;45;33;132;60;72;232;63;12.4;48;91.4;80.0
122;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt geen formeel onderwijs;2013 3e kwartaal;550;498;437;414;168;247;23;20;1;2;0;206;75;48;27;131;56;75;231;61;12.2;53;90.5;79.4
123;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt geen formeel onderwijs;2013 4e kwartaal;574;525;459;434;167;267;25;23;1;2;0;220;79;50;30;140;58;82;239;66;12.6;49;91.5;80.0
124;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt geen formeel onderwijs;2013;562;511;447;425;165;259;22;20;1;1;0;212;76;46;30;136;63;73;235;65;12.6;51;90.9;79.5
125;Totaal mannen en vrouwen;15 tot 25 jaar;Volgt geen formeel onderwijs;2014 1e kwartaal;560;505;440;418;163;256;22;19;2;1;0;211;70;42;28;141;70;70;229;65;12.9;55;90.2;78.6
