ID;Geslacht;Leeftijd;Geboorteland;Herkomst;Opleiding;Huishoudensinkomen;Perioden;TotaalVerdachtenVanMisdrijven_1;VerdachtenVanVermogensmisdrijven_2;VerdachtenVanVernielingEnOpenbOrde_3;VerdachtenVanGeweldsmisdrijven_4;VerdachtenVanVerkeersmisdrijven_5;VerdachtenVanDrugsmisdrijven_6;VerdachtenVanVuurWapenmisdrijven_7;TotaalVerdachtenVanMisdrijven_8;VerdachtenVanVermogensmisdrijven_9;VerdachtenVanVernielingEnOpenbOrde_10;VerdachtenVanGeweldsmisdrijven_11;VerdachtenVanVerkeersmisdrijven_12;VerdachtenVanDrugsmisdrijven_13;VerdachtenVanVuurWapenmisdrijven_14
22;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen tot lage-inkomensgrens;2017;28600.0;12600.0;3900.0;8500.0;4000.0;2900.0;900.0;337.0;147.0;46.0;100.0;47.0;33.0;11.0
23;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen tot lage-inkomensgrens;2018;27000.0;11700.0;4100.0;7800.0;4200.0;3000.0;1000.0;317.0;136.0;48.0;92.0;49.0;35.0;12.0
24;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen tot lage-inkomensgrens;2019;25600.0;10800.0;4300.0;7500.0;4300.0;3000.0;1200.0;318.0;134.0;53.0;93.0;54.0;37.0;15.0
25;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen tot lage-inkomensgrens;2020;21800.0;9200.0;3800.0;6400.0;3900.0;2500.0;1100.0;296.0;123.0;52.0;86.0;53.0;34.0;15.0
26;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen tot lage-inkomensgrens;2021;19900.0;7600.0;3700.0;5800.0;3900.0;2300.0;1200.0;271.0;103.0;51.0;79.0;53.0;31.0;16.0
27;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen tot lage-inkomensgrens;2022;13300.0;5200.0;2400.0;3500.0;3000.0;1500.0;800.0;270.0;106.0;48.0;71.0;61.0;31.0;16.0
28;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen tot lage-inkomensgrens;2023;11400.0;4400.0;2000.0;2800.0;2800.0;1500.0;600.0;251.0;96.0;43.0;63.0;62.0;33.0;14.0
29;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen tot lage-inkomensgrens;2024;;;;;;;;;;;;;;
30;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2010;;;;;;;;;;;;;;
31;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2011;168700.0;47400.0;28900.0;47800.0;41800.0;10300.0;4400.0;128.0;36.0;22.0;36.0;32.0;8.0;3.0
32;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2012;151300.0;43000.0;23600.0;43000.0;37500.0;9800.0;3900.0;115.0;33.0;18.0;33.0;29.0;8.0;3.0
33;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2013;135200.0;39600.0;18800.0;37800.0;33800.0;9500.0;3400.0;104.0;30.0;14.0;29.0;26.0;7.0;3.0
34;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2014;126900.0;37300.0;17400.0;34300.0;32200.0;9300.0;3100.0;97.0;28.0;13.0;26.0;25.0;7.0;2.0
35;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2015;115000.0;34700.0;15100.0;31900.0;28100.0;8700.0;3000.0;87.0;26.0;11.0;24.0;21.0;7.0;2.0
36;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2016;107900.0;32200.0;14000.0;29000.0;27400.0;8000.0;2900.0;81.0;24.0;10.0;22.0;21.0;6.0;2.0
37;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2017;99700.0;29500.0;12200.0;26600.0;25800.0;7600.0;2500.0;74.0;22.0;9.0;20.0;19.0;6.0;2.0
38;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2018;95100.0;27100.0;12200.0;24800.0;27000.0;7500.0;2900.0;70.0;20.0;9.0;18.0;20.0;6.0;2.0
39;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2019;97400.0;28600.0;13400.0;24300.0;29000.0;8600.0;3500.0;71.0;21.0;10.0;18.0;21.0;6.0;3.0
40;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2020;91300.0;27600.0;13700.0;22900.0;25700.0;8100.0;3900.0;65.0;20.0;10.0;16.0;18.0;6.0;3.0
41;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2021;85800.0;22800.0;14300.0;21000.0;26500.0;7000.0;3700.0;61.0;16.0;10.0;15.0;19.0;5.0;3.0
42;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2022;99700.0;26800.0;14600.0;23100.0;34700.0;7400.0;4000.0;69.0;19.0;10.0;16.0;24.0;5.0;3.0
43;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2023;95200.0;26600.0;13700.0;21300.0;32500.0;8300.0;3800.0;65.0;18.0;9.0;15.0;22.0;6.0;3.0
44;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Inkomen boven lage-inkomensgrens;2024;;;;;;;;;;;;;;
45;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2010;;;;;;;;;;;;;;
46;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2011;59600.0;27500.0;9500.0;13900.0;9300.0;7100.0;1800.0;;;;;;;
47;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2012;55900.0;26300.0;7500.0;13100.0;8200.0;7200.0;1800.0;;;;;;;
48;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2013;53500.0;26400.0;6800.0;12200.0;7300.0;7300.0;1700.0;;;;;;;
49;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2014;50400.0;24900.0;6500.0;11600.0;6900.0;6700.0;1600.0;;;;;;;
50;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2015;47600.0;23400.0;6400.0;11200.0;6200.0;6000.0;1500.0;;;;;;;
51;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2016;45300.0;22000.0;6400.0;10900.0;6200.0;5200.0;1500.0;;;;;;;
52;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2017;42900.0;20900.0;6000.0;10000.0;6200.0;4800.0;1300.0;;;;;;;
53;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2018;42500.0;20600.0;6300.0;9600.0;7300.0;4900.0;1500.0;;;;;;;
54;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2019;43600.0;21400.0;7000.0;9800.0;7900.0;5300.0;1900.0;;;;;;;
55;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2020;39700.0;19200.0;6900.0;9400.0;7700.0;4700.0;1900.0;;;;;;;
56;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2021;36300.0;16300.0;6700.0;8400.0;8000.0;4100.0;2000.0;;;;;;;
57;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2022;42700.0;19800.0;7400.0;9400.0;10100.0;4000.0;2100.0;;;;;;;
58;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2023;43700.0;21100.0;7700.0;8900.0;10000.0;4200.0;2200.0;;;;;;;
59;Totaal mannen en vrouwen;10000;Totaal;Totaal;Totaal opleidingen;Niet ingedeeld;2024;;;;;;;;;;;;;;
60;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2010;;;;;;;;;;;;;;
61;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2011;;;;;;;;;;;;;;
62;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2012;;;;;;;;;;;;;;
63;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2013;11030.0;4910.0;1410.0;3310.0;1430.0;1010.0;260.0;270.0;119.0;30.0;85.0;38.0;27.0;6.0
64;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2014;10240.0;4580.0;1250.0;3090.0;1440.0;830.0;240.0;244.0;107.0;27.0;77.0;37.0;21.0;6.0
65;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2015;9410.0;4140.0;1100.0;2860.0;1310.0;760.0;200.0;220.0;95.0;23.0;70.0;32.0;19.0;5.0
66;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2016;8770.0;3890.0;1070.0;2690.0;1200.0;680.0;210.0;198.0;86.0;22.0;63.0;29.0;16.0;5.0
67;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2017;7700.0;3440.0;960.0;2240.0;1170.0;590.0;170.0;175.0;76.0;20.0;53.0;28.0;14.0;4.0
68;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2018;7000.0;3070.0;880.0;2000.0;1170.0;570.0;170.0;163.0;69.0;20.0;48.0;29.0;14.0;4.0
69;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2019;6430.0;2690.0;890.0;1890.0;1120.0;630.0;210.0;152.0;62.0;20.0;46.0;28.0;16.0;5.0
70;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2020;5690.0;2320.0;890.0;1680.0;990.0;480.0;210.0;135.0;53.0;20.0;41.0;25.0;12.0;5.0
71;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2021;4970.0;2020.0;820.0;1410.0;950.0;380.0;220.0;117.0;45.0;19.0;35.0;24.0;10.0;5.0
72;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2022;4870.0;2010.0;750.0;1300.0;1060.0;370.0;200.0;116.0;45.0;17.0;33.0;27.0;10.0;5.0
73;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2023;4500.0;1890.0;660.0;1140.0;1030.0;340.0;180.0;110.0;44.0;16.0;29.0;27.0;9.0;5.0
74;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Totaal;2024;;;;;;;;;;;;;;
75;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2010;;;;;;;;;;;;;;
76;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2011;;;;;;;;;;;;;;
77;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2012;;;;;;;;;;;;;;
78;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2013;4800.0;2300.0;600.0;1400.0;500.0;500.0;100.0;395.0;188.0;41.0;119.0;44.0;42.0;10.0
79;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2014;4200.0;2000.0;500.0;1200.0;500.0;300.0;100.0;358.0;165.0;40.0;110.0;47.0;31.0;9.0
80;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2015;3800.0;1800.0;400.0;1100.0;400.0;300.0;100.0;331.0;154.0;33.0;105.0;38.0;29.0;8.0
81;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2016;3500.0;1700.0;400.0;1100.0;400.0;300.0;100.0;309.0;143.0;35.0;98.0;35.0;28.0;9.0
82;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2017;3000.0;1500.0;400.0;900.0;300.0;200.0;100.0;266.0;130.0;31.0;79.0;32.0;21.0;7.0
83;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2018;2700.0;1300.0;400.0;800.0;300.0;200.0;100.0;250.0;118.0;32.0;73.0;32.0;22.0;6.0
84;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2019;2300.0;1100.0;300.0;700.0;300.0;200.0;100.0;233.0;107.0;32.0;68.0;34.0;23.0;8.0
85;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2020;1900.0;900.0;300.0;500.0;300.0;200.0;100.0;213.0;95.0;29.0;63.0;30.0;20.0;9.0
86;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2021;1700.0;700.0;300.0;500.0;200.0;100.0;100.0;187.0;81.0;29.0;55.0;29.0;17.0;8.0
87;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2022;1000.0;500.0;200.0;200.0;200.0;100.0;0.0;189.0;90.0;30.0;46.0;33.0;15.0;8.0
88;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2023;700.0;300.0;100.0;200.0;100.0;100.0;0.0;176.0;76.0;22.0;43.0;35.0;19.0;5.0
89;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen tot lage-inkomensgrens;2024;;;;;;;;;;;;;;
90;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2010;;;;;;;;;;;;;;
91;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2011;;;;;;;;;;;;;;
92;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2012;;;;;;;;;;;;;;
93;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2013;4400.0;1600.0;600.0;1300.0;700.0;300.0;100.0;164.0;59.0;17.0;53.0;30.0;12.0;4.0
94;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2014;4200.0;1600.0;500.0;1300.0;700.0;300.0;100.0;152.0;56.0;14.0;50.0;28.0;11.0;3.0
95;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2015;3900.0;1400.0;400.0;1200.0;700.0;300.0;100.0;135.0;49.0;13.0;42.0;26.0;10.0;2.0
96;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2016;3800.0;1400.0;400.0;1100.0;700.0;200.0;100.0;125.0;45.0;11.0;39.0;25.0;8.0;3.0
97;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2017;3400.0;1300.0;400.0;1000.0;700.0;200.0;100.0;111.0;39.0;10.0;33.0;25.0;8.0;2.0
98;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2018;3100.0;1100.0;300.0;900.0;700.0;200.0;100.0;102.0;35.0;10.0;30.0;25.0;7.0;3.0
99;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2019;3000.0;1100.0;300.0;900.0;600.0;200.0;100.0;97.0;33.0;9.0;30.0;23.0;9.0;3.0
100;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2020;2700.0;900.0;400.0;800.0;600.0;200.0;100.0;86.0;28.0;10.0;27.0;20.0;6.0;3.0
101;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2021;2400.0;900.0;400.0;700.0;500.0;200.0;100.0;76.0;25.0;10.0;23.0;19.0;6.0;3.0
102;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2022;2900.0;1100.0;400.0;800.0;700.0;200.0;100.0;85.0;28.0;10.0;23.0;23.0;6.0;3.0
103;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2023;2900.0;1100.0;400.0;700.0;800.0;200.0;100.0;84.0;31.0;10.0;22.0;24.0;5.0;3.0
104;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Inkomen boven lage-inkomensgrens;2024;;;;;;;;;;;;;;
105;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2010;;;;;;;;;;;;;;
106;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2011;;;;;;;;;;;;;;
107;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2012;;;;;;;;;;;;;;
108;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2013;1800.0;1000.0;300.0;600.0;200.0;200.0;0.0;;;;;;;
109;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2014;1800.0;1000.0;300.0;500.0;200.0;200.0;100.0;;;;;;;
110;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2015;1800.0;900.0;200.0;500.0;200.0;200.0;0.0;;;;;;;
111;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2016;1500.0;800.0;200.0;500.0;100.0;200.0;0.0;;;;;;;
112;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2017;1300.0;700.0;200.0;400.0;100.0;100.0;0.0;;;;;;;
113;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2018;1200.0;600.0;200.0;400.0;200.0;100.0;0.0;;;;;;;
114;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2019;1100.0;500.0;200.0;400.0;100.0;200.0;0.0;;;;;;;
115;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2020;1100.0;500.0;300.0;300.0;200.0;100.0;100.0;;;;;;;
116;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2021;900.0;400.0;200.0;300.0;200.0;100.0;100.0;;;;;;;
117;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2022;900.0;400.0;200.0;300.0;200.0;100.0;100.0;;;;;;;
118;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2023;800.0;400.0;200.0;300.0;100.0;100.0;100.0;;;;;;;
119;Totaal mannen en vrouwen;10000;Totaal;Totaal;Basisonderwijs;Niet ingedeeld;2024;;;;;;;;;;;;;;
120;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2010;;;;;;;;;;;;;;
121;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2011;;;;;;;;;;;;;;
122;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2012;;;;;;;;;;;;;;
123;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2013;22810.0;10330.0;4150.0;6400.0;2610.0;1670.0;680.0;312.0;142.0;57.0;88.0;36.0;23.0;9.0
124;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2014;21090.0;9610.0;3730.0;5840.0;2400.0;1530.0;700.0;283.0;129.0;50.0;78.0;32.0;21.0;9.0
125;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2015;19250.0;9030.0;3390.0;5290.0;2080.0;1360.0;690.0;256.0;120.0;45.0;70.0;28.0;18.0;9.0
126;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2016;17510.0;8050.0;3060.0;4570.0;2010.0;1220.0;600.0;232.0;107.0;41.0;61.0;27.0;16.0;8.0
127;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2017;15320.0;7030.0;2500.0;3960.0;1810.0;1120.0;500.0;206.0;94.0;34.0;53.0;24.0;15.0;7.0
128;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2018;13760.0;6220.0;2270.0;3660.0;1840.0;1050.0;540.0;187.0;85.0;31.0;50.0;25.0;14.0;7.0
129;Totaal mannen en vrouwen;10000;Totaal;Totaal;Vmbo;Totaal;2019;14130.0;6410.0;2580.0;3600.0;2060.0;1240.0;730.0;194.0;88.0;35.0;49.0;28.0;17.0;10.0
