ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;VertragingInDeSchoolloopbaan;Perioden;AantalLeerlingenVoortgezetOnderwijs_1;AantalVsvErsVoortgezetOnderwijs_2;AantalNietVsvErsVoortgezetOnderwijs_3;PercentageVsvErsVoortgezetOnderwijs_4
73;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2005/'06;626240.0;4650.0;621590.0;0.7
74;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2006/'07;627740.0;4280.0;623460.0;0.7
75;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2007/'08;625240.0;3700.0;621540.0;0.6
76;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2008/'09;623550.0;3180.0;620360.0;0.5
77;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2009/'10;626240.0;3280.0;622950.0;0.5
78;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2010/'11;629870.0;2940.0;626930.0;0.5
79;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2011/'12;638630.0;3240.0;635400.0;0.5
80;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2012/'13 Oude methode;653300.0;3130.0;650170.0;0.5
81;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2012/'13 Nieuwe methode;651020.0;1400.0;649620.0;0.2
82;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2013/'14;668360.0;1440.0;666910.0;0.2
83;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2014/'15;685510.0;1460.0;684050.0;0.2
84;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2004/'05;243260.0;10360.0;232900.0;4.3
85;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2005/'06;255220.0;9040.0;246180.0;3.5
86;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2006/'07;255440.0;8090.0;247350.0;3.2
87;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2007/'08;255440.0;6780.0;248660.0;2.7
88;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2008/'09;251470.0;5730.0;245730.0;2.3
89;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2009/'10;251630.0;5660.0;245970.0;2.2
90;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2010/'11;254740.0;5430.0;249310.0;2.1
91;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2011/'12;257030.0;5630.0;251410.0;2.2
92;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2012/'13 Oude methode;255510.0;5210.0;250300.0;2.0
93;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2012/'13 Nieuwe methode;252820.0;3350.0;249470.0;1.3
94;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2013/'14;250030.0;3210.0;246830.0;1.3
95;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Wel vertraging;2014/'15;245780.0;3300.0;242480.0;1.3
96;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2004/'05;213660.0;7350.0;206310.0;3.4
97;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2005/'06;226380.0;6630.0;219750.0;2.9
98;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2006/'07;227890.0;5940.0;221940.0;2.6
99;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2007/'08;227950.0;4720.0;223240.0;2.1
100;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2008/'09;224920.0;3960.0;220970.0;1.8
101;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2009/'10;224320.0;3700.0;220620.0;1.6
102;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2010/'11;225930.0;3400.0;222540.0;1.5
103;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2011/'12;227750.0;3630.0;224130.0;1.6
104;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2012/'13 Oude methode;226010.0;3320.0;222690.0;1.5
105;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2012/'13 Nieuwe methode;223900.0;1800.0;222100.0;0.8
106;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2013/'14;221230.0;1730.0;219510.0;0.8
107;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;1 jaar vertraging;2014/'15;216910.0;1690.0;215210.0;0.8
108;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2004/'05;29610.0;3010.0;26590.0;10.2
109;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2005/'06;28840.0;2410.0;26430.0;8.4
110;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2006/'07;27550.0;2150.0;25410.0;7.8
111;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2007/'08;27490.0;2070.0;25430.0;7.5
112;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2008/'09;26540.0;1780.0;24760.0;6.7
113;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2009/'10;27300.0;1960.0;25340.0;7.2
114;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2010/'11;28800.0;2030.0;26780.0;7.0
115;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2011/'12;29280.0;2000.0;27280.0;6.8
116;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2012/'13 Oude methode;29500.0;1890.0;27610.0;6.4
117;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2012/'13 Nieuwe methode;28920.0;1550.0;27370.0;5.3
118;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2013/'14;28800.0;1480.0;27320.0;5.1
119;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;2 jaar of meer vertraging;2014/'15;28880.0;1610.0;27260.0;5.6
120;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2004/'05;18470.0;2320.0;16160.0;12.6
121;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2005/'06;21910.0;2260.0;19650.0;10.3
122;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2006/'07;24050.0;2290.0;21760.0;9.5
123;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2007/'08;25410.0;1900.0;23510.0;7.5
124;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2008/'09;24410.0;1670.0;22740.0;6.8
125;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2009/'10;21870.0;1530.0;20340.0;7.0
126;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2010/'11;19360.0;1450.0;17910.0;7.5
127;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2011/'12;16690.0;1280.0;15410.0;7.7
128;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2012/'13 Oude methode;14790.0;1110.0;13680.0;7.5
129;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2012/'13 Nieuwe methode;14160.0;570.0;13600.0;4.0
130;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2013/'14;11440.0;500.0;10950.0;4.4
131;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Totaal wel en geen vertraging;2014/'15;9040.0;390.0;8650.0;4.3
132;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2004/'05;7190.0;510.0;6680.0;7.1
133;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2005/'06;8970.0;580.0;8390.0;6.4
134;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2006/'07;9850.0;540.0;9310.0;5.5
135;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2007/'08;10500.0;450.0;10050.0;4.3
136;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2008/'09;10040.0;380.0;9660.0;3.8
137;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2009/'10;8650.0;350.0;8300.0;4.1
138;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2010/'11;7500.0;350.0;7150.0;4.6
139;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2011/'12;6290.0;280.0;6010.0;4.5
140;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2012/'13 Oude methode;5490.0;230.0;5260.0;4.1
141;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2012/'13 Nieuwe methode;5320.0;70.0;5240.0;1.3
142;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2013/'14;4250.0;90.0;4170.0;2.0
143;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Geen vertraging;2014/'15;3370.0;60.0;3310.0;1.9
144;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2004/'05;11290.0;1810.0;9480.0;16.0
145;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2005/'06;12950.0;1690.0;11260.0;13.0
146;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2006/'07;14200.0;1750.0;12450.0;12.3
147;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2007/'08;14920.0;1450.0;13460.0;9.7
148;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2008/'09;14370.0;1290.0;13080.0;9.0
149;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2009/'10;13230.0;1180.0;12050.0;8.9
150;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2010/'11;11860.0;1110.0;10750.0;9.3
151;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2011/'12;10410.0;1000.0;9400.0;9.6
152;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2012/'13 Oude methode;9300.0;880.0;8420.0;9.5
153;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2012/'13 Nieuwe methode;8850.0;490.0;8360.0;5.6
154;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2013/'14;7190.0;410.0;6780.0;5.7
155;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;Wel vertraging;2014/'15;5670.0;320.0;5340.0;5.7
156;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2004/'05;8890.0;1250.0;7640.0;14.0
157;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2005/'06;10380.0;1170.0;9210.0;11.2
158;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2006/'07;11620.0;1250.0;10370.0;10.8
159;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2007/'08;12290.0;1000.0;11290.0;8.2
160;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2008/'09;11820.0;870.0;10950.0;7.4
161;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2009/'10;10730.0;730.0;10000.0;6.8
162;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2010/'11;9400.0;630.0;8780.0;6.7
163;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2011/'12;8120.0;580.0;7540.0;7.1
164;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Wel verdacht van misdrijf;1 jaar vertraging;2012/'13 Oude methode;7230.0;490.0;6740.0;6.8
