ID;Geslacht;Leeftijd;BurgerlijkeStaat;PositieInHetHuishouden;Perioden;PersonenInHuishoudens_1
5230;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2057;
5231;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2058;
5232;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2059;
5233;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2060;
5234;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2061;
5235;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2062;
5236;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2063;
5237;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2064;
5238;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2065;
5239;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2066;
5240;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2067;
5241;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2068;
5242;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2069;
5243;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in particulier huishoudens;2070;
5244;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2025;
5245;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2026;
5246;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2027;
5247;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2028;
5248;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2029;
5249;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2030;
5250;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2031;
5251;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2032;
5252;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2033;
5253;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2034;
5254;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2035;
5255;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2036;
5256;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2037;
5257;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2038;
5258;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2039;
5259;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2040;
5260;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2041;
5261;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2042;
5262;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2043;
5263;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2044;
5264;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2045;
5265;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2046;
5266;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2047;
5267;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2048;
5268;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2049;
5269;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2050;
5270;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2051;
5271;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2052;
5272;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2053;
5273;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2054;
5274;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2055;
5275;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2056;
5276;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2057;
5277;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2058;
5278;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2059;
5279;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2060;
5280;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2061;
5281;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2062;
5282;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2063;
5283;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2064;
5284;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2065;
5285;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2066;
5286;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2067;
5287;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2068;
5288;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2069;
5289;Totaal mannen en vrouwen;1 jaar;Gescheiden;Thuiswonend kind;2070;
5290;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2025;
5291;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2026;
5292;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2027;
5293;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2028;
5294;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2029;
5295;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2030;
5296;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2031;
5297;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2032;
5298;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2033;
5299;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2034;
5300;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2035;
5301;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2036;
5302;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2037;
5303;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2038;
5304;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2039;
5305;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2040;
5306;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2041;
5307;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2042;
5308;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2043;
5309;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2044;
5310;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2045;
5311;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2046;
5312;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2047;
5313;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2048;
5314;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2049;
5315;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2050;
5316;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2051;
5317;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2052;
5318;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2053;
5319;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2054;
5320;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2055;
5321;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2056;
5322;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2057;
5323;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2058;
5324;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2059;
5325;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2060;
5326;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2061;
5327;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2062;
5328;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2063;
5329;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2064;
5330;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2065;
5331;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2066;
5332;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2067;
5333;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2068;
5334;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2069;
5335;Totaal mannen en vrouwen;1 jaar;Gescheiden;Alleenstaand;2070;
5336;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2025;
5337;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2026;
5338;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2027;
5339;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2028;
5340;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2029;
5341;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2030;
5342;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2031;
5343;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2032;
5344;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2033;
5345;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2034;
5346;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2035;
5347;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2036;
5348;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2037;
5349;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2038;
5350;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2039;
5351;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2040;
5352;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2041;
5353;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2042;
5354;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2043;
5355;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2044;
5356;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2045;
5357;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2046;
5358;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2047;
5359;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2048;
5360;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2049;
5361;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2050;
5362;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2051;
5363;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2052;
5364;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2053;
5365;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2054;
5366;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2055;
5367;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2056;
5368;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2057;
5369;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2058;
5370;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2059;
5371;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2060;
5372;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2061;
5373;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2062;
5374;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2063;
5375;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2064;
5376;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2065;
5377;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2066;
5378;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2067;
5379;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2068;
5380;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2069;
5381;Totaal mannen en vrouwen;1 jaar;Gescheiden;Samenwonend;2070;
5382;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2025;
5383;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2026;
5384;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2027;
5385;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2028;
5386;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2029;
5387;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2030;
5388;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2031;
5389;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2032;
5390;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2033;
5391;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2034;
5392;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2035;
5393;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2036;
5394;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2037;
5395;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2038;
5396;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2039;
5397;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2040;
5398;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2041;
5399;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2042;
5400;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2043;
5401;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2044;
5402;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2045;
5403;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2046;
5404;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2047;
5405;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2048;
5406;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2049;
5407;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2050;
5408;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2051;
5409;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2052;
5410;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2053;
5411;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2054;
5412;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2055;
5413;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2056;
5414;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2057;
5415;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2058;
5416;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2059;
5417;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2060;
5418;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2061;
5419;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2062;
5420;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2063;
5421;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2064;
5422;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2065;
5423;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2066;
5424;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2067;
5425;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2068;
5426;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2069;
5427;Totaal mannen en vrouwen;1 jaar;Gescheiden;Ouder in eenouderhuishouden;2070;
5428;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2025;0.0
5429;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2026;0.0
5430;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2027;0.0
5431;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2028;0.0
5432;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2029;0.0
5433;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2030;0.0
5434;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2031;0.0
5435;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2032;0.0
5436;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2033;0.0
5437;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2034;0.0
5438;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2035;0.0
5439;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2036;0.0
5440;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2037;0.0
5441;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2038;0.0
5442;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2039;0.0
5443;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2040;0.0
5444;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2041;0.0
5445;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2042;0.0
5446;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2043;0.0
5447;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2044;0.0
5448;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2045;0.0
5449;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2046;0.0
5450;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2047;0.0
5451;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2048;0.0
5452;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2049;0.0
5453;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2050;0.0
5454;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2051;0.0
5455;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2052;0.0
5456;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2053;0.0
5457;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2054;0.0
5458;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2055;0.0
5459;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2056;0.0
5460;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2057;0.0
5461;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2058;0.0
5462;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2059;0.0
5463;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2060;0.0
5464;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2061;0.0
5465;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2062;0.0
5466;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2063;0.0
5467;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2064;0.0
5468;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2065;0.0
5469;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2066;0.0
5470;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2067;0.0
5471;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2068;0.0
5472;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2069;0.0
5473;Totaal mannen en vrouwen;1 jaar;Gescheiden;Overig lid huishouden;2070;0.0
5474;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2025;0.0
5475;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2026;0.0
5476;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2027;0.0
5477;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2028;0.0
5478;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2029;0.0
5479;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2030;0.0
5480;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2031;0.0
5481;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2032;0.0
5482;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2033;0.0
5483;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2034;0.0
5484;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2035;0.0
5485;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2036;0.0
5486;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2037;0.0
5487;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2038;0.0
5488;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2039;0.0
5489;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2040;0.0
5490;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2041;0.0
5491;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2042;0.0
5492;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2043;0.0
5493;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2044;0.0
5494;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2045;0.0
5495;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2046;0.0
5496;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2047;0.0
5497;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2048;0.0
5498;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2049;0.0
5499;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2050;0.0
5500;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2051;0.0
5501;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2052;0.0
5502;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2053;0.0
5503;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2054;0.0
5504;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2055;0.0
5505;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2056;0.0
5506;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2057;0.0
5507;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2058;0.0
5508;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2059;0.0
5509;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2060;0.0
5510;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2061;0.0
5511;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2062;0.0
5512;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2063;0.0
5513;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2064;0.0
5514;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2065;0.0
5515;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2066;0.0
5516;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2067;0.0
5517;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2068;0.0
5518;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2069;0.0
5519;Totaal mannen en vrouwen;1 jaar;Gescheiden;Personen in institutioneel huishoudens;2070;0.0
5520;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2025;170296.0
5521;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2026;167012.0
5522;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2027;167909.0
5523;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2028;167946.0
5524;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2029;169633.0
5525;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2030;172651.0
5526;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2031;176322.0
5527;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2032;180671.0
5528;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2033;185184.0
5529;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2034;188934.0
5530;Totaal mannen en vrouwen;2 jaar;Totaal burgerlijke staat;Totaal personen in huishoudens;2035;192054.0
