ID;Geslacht;Leeftijd;Migratieachtergrond;DuurVanDeUitkeringssituatie;Perioden;PersonenVanWieBijstandIsBeeindigd_1
24;Totaal mannen en vrouwen;Totaal;Totaal;0 tot 6 maanden;2017;30460
25;Totaal mannen en vrouwen;Totaal;Totaal;0 tot 6 maanden;2018;26030
26;Totaal mannen en vrouwen;Totaal;Totaal;0 tot 6 maanden;2019;22530
27;Totaal mannen en vrouwen;Totaal;Totaal;0 tot 6 maanden;2020;28120
28;Totaal mannen en vrouwen;Totaal;Totaal;0 tot 6 maanden;2021;24580
29;Totaal mannen en vrouwen;Totaal;Totaal;0 tot 6 maanden;2022;16750
30;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2008;15720
31;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2009;15030
32;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2010;22930
33;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2011;24780
34;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2012;24690
35;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2013;25380
36;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2014;28880
37;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2015;26680
38;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2016;24350
39;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2017;21880
40;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2018;17980
41;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2019;15300
42;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2020;12510
43;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2021;17100
44;Totaal mannen en vrouwen;Totaal;Totaal;6 tot 12 maanden;2022;11140
45;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2008;16360
46;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2009;12910
47;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2010;17710
48;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2011;22810
49;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2012;16620
50;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2013;24800
51;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2014;25050
52;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2015;27360
53;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2016;24140
54;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2017;24090
55;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2018;22710
56;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2019;17590
57;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2020;12320
58;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2021;18350
59;Totaal mannen en vrouwen;Totaal;Totaal;1 tot 2 jaar;2022;15940
60;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2008;9830
61;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2009;6050
62;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2010;6880
63;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2011;7020
64;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2012;8720
65;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2013;8000
66;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2014;12630
67;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2015;12600
68;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2016;13210
69;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2017;13810
70;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2018;14970
71;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2019;12850
72;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2020;8050
73;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2021;9170
74;Totaal mannen en vrouwen;Totaal;Totaal;2 tot 3 jaar;2022;10060
75;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2008;6750
76;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2009;4200
77;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2010;3690
78;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2011;3850
79;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2012;4730
80;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2013;4650
81;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2014;5050
82;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2015;7960
83;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2016;7440
84;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2017;8720
85;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2018;9400
86;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2019;9030
87;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2020;6310
88;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2021;6570
89;Totaal mannen en vrouwen;Totaal;Totaal;3 tot 4 jaar;2022;6240
90;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2008;5140
91;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2009;3160
92;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2010;2590
93;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2011;2280
94;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2012;2820
95;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2013;2930
96;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2014;3290
97;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2015;3690
98;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2016;5270
99;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2017;5550
100;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2018;6070
101;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2019;5850
102;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2020;4540
103;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2021;5190
104;Totaal mannen en vrouwen;Totaal;Totaal;4 tot 5 jaar;2022;4710
105;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2008;19630
106;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2009;14520
107;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2010;11880
108;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2011;10720
109;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2012;12250
110;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2013;9680
111;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2014;9560
112;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2015;10620
113;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2016;10680
114;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2017;13620
115;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2018;16460
116;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2019;16850
117;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2020;13680
118;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2021;17080
119;Totaal mannen en vrouwen;Totaal;Totaal;5 jaar of langer;2022;18710
120;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2008;45340
121;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2009;39530
122;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2010;48480
123;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2011;49690
124;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2012;50870
125;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2013;56690
126;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2014;61810
127;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2015;60720
128;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2016;56290
129;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2017;52610
130;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2018;47140
131;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2019;39770
132;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2020;36980
133;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2021;39640
134;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;Totaal;2022;32920
135;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2008;11670
136;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2009;14420
137;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2010;18610
138;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2011;17880
139;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2012;20380
140;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2013;22870
141;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2014;23330
142;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2015;19930
143;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2016;18070
144;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2017;14920
145;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2018;12330
146;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2019;10370
147;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2020;13550
148;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2021;10740
149;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;0 tot 6 maanden;2022;7270
150;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2008;7120
151;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2009;7000
152;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2010;11090
153;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2011;11420
154;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2012;11340
155;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2013;12550
156;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2014;14140
157;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2015;12890
158;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2016;11530
159;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2017;9930
160;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2018;7930
161;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2019;6570
162;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2020;5610
163;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2021;7030
164;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;6 tot 12 maanden;2022;4490
165;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2008;7540
166;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2009;5280
167;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2010;7750
168;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2011;10070
169;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2012;7300
170;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2013;10780
171;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2014;11820
172;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2015;12970
173;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2016;11080
174;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2017;10370
175;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2018;8780
176;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2019;6860
177;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2020;5320
178;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2021;7480
179;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;1 tot 2 jaar;2022;6190
180;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2008;4310
181;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2009;2620
182;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2010;2660
183;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2011;2910
184;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2012;3650
185;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2013;3280
186;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2014;5170
187;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2015;5650
188;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2016;5820
189;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2017;5590
190;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2018;5160
191;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2019;4000
192;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2020;3040
193;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2021;3540
194;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;2 tot 3 jaar;2022;3850
195;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2008;2940
196;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2009;1790
197;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2010;1480
198;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2011;1420
199;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2012;1880
200;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2013;1890
201;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2014;1990
202;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2015;3300
203;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2016;3240
204;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2017;3670
205;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2018;3440
206;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2019;2870
207;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2020;2010
208;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2021;2260
209;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;3 tot 4 jaar;2022;2360
210;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2008;2170
211;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2009;1400
212;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2010;1100
213;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2011;880
214;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2012;990
215;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2013;1110
216;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2014;1300
217;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2015;1470
218;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2016;2130
219;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2017;2450
220;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2018;2600
221;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2019;2240
222;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2020;1590
223;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2021;1670
224;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;4 tot 5 jaar;2022;1650
225;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2008;9590
226;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2009;7040
227;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2010;5790
228;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2011;5110
229;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2012;5320
230;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2013;4230
231;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2014;4060
232;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2015;4510
233;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2016;4420
234;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2017;5680
235;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2018;6900
236;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2019;6870
237;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2020;5850
238;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2021;6920
239;Totaal mannen en vrouwen;Totaal;Nederlandse achtergrond;5 jaar of langer;2022;7130
240;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2008;52790
241;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2009;44370
242;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2010;51120
243;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2011;56370
244;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2012;58560
245;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2013;60410
246;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2014;65160
247;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2015;65220
248;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2016;63640
249;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2017;65510
250;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2018;66450
251;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2019;60200
252;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2020;48530
253;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2021;58400
254;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;Totaal;2022;50630
255;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2008;13240
256;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2009;13790
257;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2010;16400
258;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2011;17050
259;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2012;19340
260;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2013;18820
261;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2014;19220
262;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2015;17110
263;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2016;16780
264;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2017;15540
265;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2018;13690
266;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2019;12150
267;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2020;14570
268;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2021;13840
269;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;0 tot 6 maanden;2022;9490
270;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2008;8510
271;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2009;7930
272;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2010;11330
273;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2011;13200
274;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2012;13300
275;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2013;12830
276;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2014;14710
277;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2015;13780
278;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2016;12810
279;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2017;11940
280;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2018;10040
281;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2019;8730
282;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2020;6900
283;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2021;10070
284;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;6 tot 12 maanden;2022;6650
285;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2008;8750
286;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2009;7590
287;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2010;9600
288;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2011;12640
289;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2012;9280
290;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2013;14010
291;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2014;13220
292;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2015;14390
293;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2016;13060
294;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2017;13720
295;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2018;13930
296;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2019;10720
297;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2020;6990
298;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2021;10870
299;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;1 tot 2 jaar;2022;9750
300;Totaal mannen en vrouwen;Totaal;Met migratieachtergrond;2 tot 3 jaar;2008;5510
