ID;ParticipationAndTrust;PersonalCharacteristics;Periods;NotHappy_1;Happy_2;NotSatisfiedWithLife_3;SatisfiedWithLife_4
73;999;Origin: Native Dutch background;2006;10.0;90.0;12.0;88.0
74;999;Origin: Native Dutch background;2007;11.0;89.0;12.0;88.0
75;999;Origin: Native Dutch background;2008;10.0;90.0;11.0;89.0
76;999;Origin: Native Dutch background;2009;10.0;90.0;11.0;89.0
77;999;Origin: Native Dutch background;2010 old method;11.0;89.0;12.0;88.0
78;999;Origin: Native Dutch background;2010 new method;15.0;85.0;15.0;85.0
79;999;Origin: Native Dutch background;2012;16.0;84.0;16.0;84.0
80;999;Origin: Western foreign background ;2003;17.0;83.0;16.0;84.0
81;999;Origin: Western foreign background ;2004;14.0;86.0;16.0;84.0
82;999;Origin: Western foreign background ;2005;17.0;83.0;15.0;85.0
83;999;Origin: Western foreign background ;2006;13.0;87.0;16.0;84.0
84;999;Origin: Western foreign background ;2007;15.0;85.0;16.0;84.0
85;999;Origin: Western foreign background ;2008;15.0;85.0;15.0;85.0
86;999;Origin: Western foreign background ;2009;12.0;88.0;17.0;83.0
87;999;Origin: Western foreign background ;2010 old method;15.0;85.0;18.0;82.0
88;999;Origin: Western foreign background ;2010 new method;19.0;81.0;18.0;82.0
89;999;Origin: Western foreign background ;2012;19.0;81.0;21.0;79.0
90;999;Origin: Non-western foreign background;2003;28.0;72.0;25.0;75.0
91;999;Origin: Non-western foreign background;2004;28.0;72.0;27.0;73.0
92;999;Origin: Non-western foreign background;2005;28.0;72.0;27.0;73.0
93;999;Origin: Non-western foreign background;2006;22.0;78.0;28.0;72.0
94;999;Origin: Non-western foreign background;2007;25.0;75.0;19.0;81.0
95;999;Origin: Non-western foreign background;2008;23.0;77.0;19.0;81.0
96;999;Origin: Non-western foreign background;2009;22.0;78.0;24.0;76.0
97;999;Origin: Non-western foreign background;2010 old method;23.0;77.0;22.0;78.0
98;999;Origin: Non-western foreign background;2010 new method;26.0;74.0;20.0;80.0
99;999;Origin: Non-western foreign background;2012;23.0;77.0;25.0;75.0
100;123;Total population;2003;;;;
101;123;Total population;2004;;;;
102;123;Total population;2005;;;;
103;123;Total population;2006;;;;
104;123;Total population;2007;;;;
105;123;Total population;2008;;;;
106;123;Total population;2009;14.0;86.0;16.0;84.0
107;123;Total population;2010 old method;15.0;85.0;16.0;84.0
108;123;Total population;2010 new method;18.0;82.0;17.0;83.0
109;123;Total population;2012;20.0;80.0;21.0;79.0
110;123;Gender: male;2003;;;;
111;123;Gender: male;2004;;;;
112;123;Gender: male;2005;;;;
113;123;Gender: male;2006;;;;
114;123;Gender: male;2007;;;;
115;123;Gender: male;2008;;;;
116;123;Gender: male;2009;13.0;87.0;16.0;84.0
117;123;Gender: male;2010 old method;13.0;87.0;15.0;85.0
118;123;Gender: male;2010 new method;17.0;83.0;17.0;83.0
119;123;Gender: male;2012;22.0;78.0;22.0;78.0
120;123;Gender: female;2003;;;;
121;123;Gender: female;2004;;;;
122;123;Gender: female;2005;;;;
123;123;Gender: female;2006;;;;
124;123;Gender: female;2007;;;;
125;123;Gender: female;2008;;;;
126;123;Gender: female;2009;15.0;85.0;16.0;84.0
127;123;Gender: female;2010 old method;16.0;84.0;17.0;83.0
128;123;Gender: female;2010 new method;20.0;80.0;18.0;82.0
129;123;Gender: female;2012;18.0;82.0;21.0;79.0
130;123;Age: 18 to 35 years;2003;;;;
131;123;Age: 18 to 35 years;2004;;;;
132;123;Age: 18 to 35 years;2005;;;;
133;123;Age: 18 to 35 years;2006;;;;
134;123;Age: 18 to 35 years;2007;;;;
135;123;Age: 18 to 35 years;2008;;;;
136;123;Age: 18 to 35 years;2009;11.0;89.0;13.0;87.0
137;123;Age: 18 to 35 years;2010 old method;11.0;89.0;12.0;88.0
138;123;Age: 18 to 35 years;2010 new method;16.0;84.0;15.0;85.0
139;123;Age: 18 to 35 years;2012;16.0;84.0;21.0;79.0
140;123;Age: 35 to 50 years;2003;;;;
141;123;Age: 35 to 50 years;2004;;;;
142;123;Age: 35 to 50 years;2005;;;;
143;123;Age: 35 to 50 years;2006;;;;
144;123;Age: 35 to 50 years;2007;;;;
145;123;Age: 35 to 50 years;2008;;;;
146;123;Age: 35 to 50 years;2009;14.0;86.0;17.0;83.0
147;123;Age: 35 to 50 years;2010 old method;19.0;81.0;17.0;83.0
148;123;Age: 35 to 50 years;2010 new method;18.0;82.0;20.0;80.0
149;123;Age: 35 to 50 years;2012;18.0;82.0;21.0;79.0
150;123;Age: 50 to 65 years;2003;;;;
151;123;Age: 50 to 65 years;2004;;;;
152;123;Age: 50 to 65 years;2005;;;;
153;123;Age: 50 to 65 years;2006;;;;
154;123;Age: 50 to 65 years;2007;;;;
155;123;Age: 50 to 65 years;2008;;;;
156;123;Age: 50 to 65 years;2009;14.0;86.0;16.0;84.0
157;123;Age: 50 to 65 years;2010 old method;16.0;84.0;18.0;82.0
158;123;Age: 50 to 65 years;2010 new method;19.0;81.0;17.0;83.0
159;123;Age: 50 to 65 years;2012;23.0;77.0;24.0;76.0
160;123;Age: 65 years or older;2003;;;;
161;123;Age: 65 years or older;2004;;;;
162;123;Age: 65 years or older;2005;;;;
163;123;Age: 65 years or older;2006;;;;
164;123;Age: 65 years or older;2007;;;;
165;123;Age: 65 years or older;2008;;;;
166;123;Age: 65 years or older;2009;19.0;81.0;17.0;83.0
167;123;Age: 65 years or older;2010 old method;19.0;81.0;17.0;83.0
168;123;Age: 65 years or older;2010 new method;21.0;79.0;17.0;83.0
169;123;Age: 65 years or older;2012;22.0;78.0;18.0;82.0
170;123;Origin: Native Dutch background;2003;;;;
171;123;Origin: Native Dutch background;2004;;;;
172;123;Origin: Native Dutch background;2005;;;;
173;123;Origin: Native Dutch background;2006;;;;
174;123;Origin: Native Dutch background;2007;;;;
175;123;Origin: Native Dutch background;2008;;;;
176;123;Origin: Native Dutch background;2009;12.0;88.0;14.0;86.0
177;123;Origin: Native Dutch background;2010 old method;13.0;87.0;14.0;86.0
178;123;Origin: Native Dutch background;2010 new method;16.0;84.0;16.0;84.0
179;123;Origin: Native Dutch background;2012;19.0;81.0;20.0;80.0
180;123;Origin: Western foreign background ;2003;;;;
181;123;Origin: Western foreign background ;2004;;;;
182;123;Origin: Western foreign background ;2005;;;;
183;123;Origin: Western foreign background ;2006;;;;
184;123;Origin: Western foreign background ;2007;;;;
185;123;Origin: Western foreign background ;2008;;;;
186;123;Origin: Western foreign background ;2009;15.0;85.0;19.0;81.0
187;123;Origin: Western foreign background ;2010 old method;18.0;82.0;24.0;76.0
188;123;Origin: Western foreign background ;2010 new method;21.0;79.0;21.0;79.0
189;123;Origin: Western foreign background ;2012;;;;
190;123;Origin: Non-western foreign background;2003;;;;
191;123;Origin: Non-western foreign background;2004;;;;
192;123;Origin: Non-western foreign background;2005;;;;
193;123;Origin: Non-western foreign background;2006;;;;
194;123;Origin: Non-western foreign background;2007;;;;
195;123;Origin: Non-western foreign background;2008;;;;
196;123;Origin: Non-western foreign background;2009;24.0;76.0;25.0;75.0
197;123;Origin: Non-western foreign background;2010 old method;24.0;76.0;21.0;79.0
198;123;Origin: Non-western foreign background;2010 new method;27.0;73.0;21.0;79.0
199;123;Origin: Non-western foreign background;2012;;;;
200;456;Total population;2003;;;;
201;456;Total population;2004;;;;
202;456;Total population;2005;;;;
203;456;Total population;2006;;;;
204;456;Total population;2007;;;;
205;456;Total population;2008;;;;
206;456;Total population;2009;8.0;92.0;9.0;91.0
207;456;Total population;2010 old method;9.0;91.0;10.0;90.0
208;456;Total population;2010 new method;13.0;87.0;12.0;88.0
209;456;Total population;2012;13.0;87.0;12.0;88.0
210;456;Gender: male;2003;;;;
211;456;Gender: male;2004;;;;
212;456;Gender: male;2005;;;;
213;456;Gender: male;2006;;;;
214;456;Gender: male;2007;;;;
215;456;Gender: male;2008;;;;
216;456;Gender: male;2009;6.0;94.0;7.0;93.0
217;456;Gender: male;2010 old method;6.0;94.0;10.0;90.0
218;456;Gender: male;2010 new method;11.0;89.0;12.0;88.0
219;456;Gender: male;2012;13.0;87.0;13.0;87.0
220;456;Gender: female;2003;;;;
221;456;Gender: female;2004;;;;
222;456;Gender: female;2005;;;;
223;456;Gender: female;2006;;;;
224;456;Gender: female;2007;;;;
225;456;Gender: female;2008;;;;
226;456;Gender: female;2009;10.0;90.0;10.0;90.0
227;456;Gender: female;2010 old method;12.0;88.0;10.0;90.0
228;456;Gender: female;2010 new method;15.0;85.0;13.0;87.0
229;456;Gender: female;2012;13.0;87.0;12.0;88.0
230;456;Age: 18 to 35 years;2003;;;;
231;456;Age: 18 to 35 years;2004;;;;
232;456;Age: 18 to 35 years;2005;;;;
233;456;Age: 18 to 35 years;2006;;;;
234;456;Age: 18 to 35 years;2007;;;;
235;456;Age: 18 to 35 years;2008;;;;
236;456;Age: 18 to 35 years;2009;6.0;94.0;7.0;93.0
237;456;Age: 18 to 35 years;2010 old method;5.0;95.0;8.0;92.0
238;456;Age: 18 to 35 years;2010 new method;10.0;90.0;11.0;89.0
239;456;Age: 18 to 35 years;2012;8.0;92.0;9.0;91.0
240;456;Age: 35 to 50 years;2003;;;;
241;456;Age: 35 to 50 years;2004;;;;
242;456;Age: 35 to 50 years;2005;;;;
243;456;Age: 35 to 50 years;2006;;;;
244;456;Age: 35 to 50 years;2007;;;;
245;456;Age: 35 to 50 years;2008;;;;
246;456;Age: 35 to 50 years;2009;6.0;94.0;10.0;90.0
247;456;Age: 35 to 50 years;2010 old method;17.0;83.0;9.0;91.0
248;456;Age: 35 to 50 years;2010 new method;11.0;89.0;9.0;91.0
249;456;Age: 35 to 50 years;2012;12.0;88.0;12.0;88.0
250;456;Age: 50 to 65 years;2003;;;;
251;456;Age: 50 to 65 years;2004;;;;
252;456;Age: 50 to 65 years;2005;;;;
253;456;Age: 50 to 65 years;2006;;;;
254;456;Age: 50 to 65 years;2007;;;;
255;456;Age: 50 to 65 years;2008;;;;
256;456;Age: 50 to 65 years;2009;8.0;92.0;9.0;91.0
257;456;Age: 50 to 65 years;2010 old method;10.0;90.0;10.0;90.0
258;456;Age: 50 to 65 years;2010 new method;14.0;86.0;15.0;85.0
259;456;Age: 50 to 65 years;2012;19.0;81.0;17.0;83.0
260;456;Age: 65 years or older;2003;;;;
261;456;Age: 65 years or older;2004;;;;
262;456;Age: 65 years or older;2005;;;;
263;456;Age: 65 years or older;2006;;;;
264;456;Age: 65 years or older;2007;;;;
265;456;Age: 65 years or older;2008;;;;
266;456;Age: 65 years or older;2009;11.0;89.0;8.0;92.0
267;456;Age: 65 years or older;2010 old method;17.0;83.0;9.0;91.0
268;456;Age: 65 years or older;2010 new method;19.0;81.0;14.0;86.0
269;456;Age: 65 years or older;2012;13.0;87.0;11.0;89.0
270;456;Origin: Native Dutch background;2003;;;;
271;456;Origin: Native Dutch background;2004;;;;
272;456;Origin: Native Dutch background;2005;;;;
273;456;Origin: Native Dutch background;2006;;;;
274;456;Origin: Native Dutch background;2007;;;;
275;456;Origin: Native Dutch background;2008;;;;
276;456;Origin: Native Dutch background;2009;7.0;93.0;7.0;93.0
277;456;Origin: Native Dutch background;2010 old method;8.0;92.0;9.0;91.0
278;456;Origin: Native Dutch background;2010 new method;12.0;88.0;12.0;88.0
279;456;Origin: Native Dutch background;2012;12.0;88.0;12.0;88.0
280;456;Origin: Western foreign background ;2003;;;;
281;456;Origin: Western foreign background ;2004;;;;
282;456;Origin: Western foreign background ;2005;;;;
283;456;Origin: Western foreign background ;2006;;;;
284;456;Origin: Western foreign background ;2007;;;;
285;456;Origin: Western foreign background ;2008;;;;
286;456;Origin: Western foreign background ;2009;8.0;92.0;13.0;87.0
287;456;Origin: Western foreign background ;2010 old method;10.0;90.0;7.0;93.0
288;456;Origin: Western foreign background ;2010 new method;15.0;85.0;12.0;88.0
289;456;Origin: Western foreign background ;2012;;;;
290;456;Origin: Non-western foreign background;2003;;;;
291;456;Origin: Non-western foreign background;2004;;;;
292;456;Origin: Non-western foreign background;2005;;;;
293;456;Origin: Non-western foreign background;2006;;;;
294;456;Origin: Non-western foreign background;2007;;;;
295;456;Origin: Non-western foreign background;2008;;;;
296;456;Origin: Non-western foreign background;2009;17.0;83.0;21.0;79.0
297;456;Origin: Non-western foreign background;2010 old method;;;;
298;456;Origin: Non-western foreign background;2010 new method;;;;
299;456;Origin: Non-western foreign background;2012;;;;
300;1234;Total population;2003;11.0;89.0;11.0;89.0
301;1234;Total population;2004;12.0;88.0;12.0;88.0
302;1234;Total population;2005;14.0;86.0;14.0;86.0
303;1234;Total population;2006;11.0;89.0;10.0;90.0
304;1234;Total population;2007;10.0;90.0;9.0;91.0
305;1234;Total population;2008;9.0;91.0;10.0;90.0
306;1234;Total population;2009;11.0;89.0;13.0;87.0
307;1234;Total population;2010 old method;11.0;89.0;10.0;90.0
308;1234;Total population;2010 new method;13.0;87.0;12.0;88.0
309;1234;Total population;2012;12.0;88.0;13.0;87.0
310;1234;Gender: male;2003;13.0;87.0;11.0;89.0
311;1234;Gender: male;2004;13.0;87.0;13.0;87.0
312;1234;Gender: male;2005;14.0;86.0;17.0;83.0
313;1234;Gender: male;2006;11.0;89.0;12.0;88.0
314;1234;Gender: male;2007;10.0;90.0;9.0;91.0
315;1234;Gender: male;2008;8.0;92.0;11.0;89.0
316;1234;Gender: male;2009;8.0;92.0;13.0;87.0
317;1234;Gender: male;2010 old method;9.0;91.0;10.0;90.0
318;1234;Gender: male;2010 new method;11.0;89.0;13.0;87.0
319;1234;Gender: male;2012;;;;
320;1234;Gender: female;2003;10.0;90.0;10.0;90.0
321;1234;Gender: female;2004;12.0;88.0;10.0;90.0
322;1234;Gender: female;2005;13.0;87.0;11.0;89.0
323;1234;Gender: female;2006;11.0;89.0;9.0;91.0
324;1234;Gender: female;2007;10.0;90.0;8.0;92.0
325;1234;Gender: female;2008;9.0;91.0;9.0;91.0
326;1234;Gender: female;2009;14.0;86.0;14.0;86.0
327;1234;Gender: female;2010 old method;13.0;87.0;11.0;89.0
328;1234;Gender: female;2010 new method;15.0;85.0;11.0;89.0
329;1234;Gender: female;2012;8.0;92.0;9.0;91.0
330;1234;Age: 18 to 35 years;2003;10.0;90.0;10.0;90.0
331;1234;Age: 18 to 35 years;2004;9.0;91.0;10.0;90.0
332;1234;Age: 18 to 35 years;2005;11.0;89.0;12.0;88.0
333;1234;Age: 18 to 35 years;2006;7.0;93.0;9.0;91.0
334;1234;Age: 18 to 35 years;2007;7.0;93.0;6.0;94.0
335;1234;Age: 18 to 35 years;2008;5.0;95.0;4.0;96.0
336;1234;Age: 18 to 35 years;2009;6.0;94.0;15.0;85.0
337;1234;Age: 18 to 35 years;2010 old method;;;;
338;1234;Age: 18 to 35 years;2010 new method;;;;
339;1234;Age: 18 to 35 years;2012;;;;
340;1234;Age: 35 to 50 years;2003;11.0;89.0;14.0;86.0
341;1234;Age: 35 to 50 years;2004;17.0;83.0;18.0;82.0
342;1234;Age: 35 to 50 years;2005;16.0;84.0;18.0;82.0
343;1234;Age: 35 to 50 years;2006;13.0;87.0;17.0;83.0
344;1234;Age: 35 to 50 years;2007;14.0;86.0;10.0;90.0
345;1234;Age: 35 to 50 years;2008;11.0;89.0;16.0;84.0
346;1234;Age: 35 to 50 years;2009;13.0;87.0;17.0;83.0
347;1234;Age: 35 to 50 years;2010 old method;;;;
348;1234;Age: 35 to 50 years;2010 new method;;;;
349;1234;Age: 35 to 50 years;2012;;;;
350;1234;Age: 50 to 65 years;2003;12.0;88.0;12.0;88.0
351;1234;Age: 50 to 65 years;2004;12.0;88.0;12.0;88.0
352;1234;Age: 50 to 65 years;2005;15.0;85.0;18.0;82.0
353;1234;Age: 50 to 65 years;2006;12.0;88.0;13.0;87.0
354;1234;Age: 50 to 65 years;2007;8.0;92.0;10.0;90.0
355;1234;Age: 50 to 65 years;2008;9.0;91.0;11.0;89.0
356;1234;Age: 50 to 65 years;2009;12.0;88.0;16.0;84.0
357;1234;Age: 50 to 65 years;2010 old method;;;;
358;1234;Age: 50 to 65 years;2010 new method;;;;
359;1234;Age: 50 to 65 years;2012;;;;
360;1234;Age: 65 years or older;2003;12.0;88.0;8.0;92.0
361;1234;Age: 65 years or older;2004;12.0;88.0;9.0;91.0
362;1234;Age: 65 years or older;2005;13.0;87.0;10.0;90.0
363;1234;Age: 65 years or older;2006;10.0;90.0;6.0;94.0
364;1234;Age: 65 years or older;2007;10.0;90.0;9.0;91.0
365;1234;Age: 65 years or older;2008;9.0;91.0;7.0;93.0
366;1234;Age: 65 years or older;2009;12.0;88.0;10.0;90.0
367;1234;Age: 65 years or older;2010 old method;;;;
368;1234;Age: 65 years or older;2010 new method;11.0;89.0;9.0;91.0
369;1234;Age: 65 years or older;2012;8.0;92.0;9.0;91.0
370;1234;Origin: Native Dutch background;2003;8.0;92.0;8.0;92.0
371;1234;Origin: Native Dutch background;2004;9.0;91.0;8.0;92.0
372;1234;Origin: Native Dutch background;2005;9.0;91.0;10.0;90.0
373;1234;Origin: Native Dutch background;2006;9.0;91.0;8.0;92.0
374;1234;Origin: Native Dutch background;2007;7.0;93.0;7.0;93.0
375;1234;Origin: Native Dutch background;2008;7.0;93.0;8.0;92.0
376;1234;Origin: Native Dutch background;2009;9.0;91.0;10.0;90.0
377;1234;Origin: Native Dutch background;2010 old method;9.0;91.0;10.0;90.0
378;1234;Origin: Native Dutch background;2010 new method;11.0;89.0;10.0;90.0
379;1234;Origin: Native Dutch background;2012;;;;
380;1234;Origin: Western foreign background ;2003;14.0;86.0;13.0;87.0
381;1234;Origin: Western foreign background ;2004;16.0;84.0;12.0;88.0
382;1234;Origin: Western foreign background ;2005;;;;
383;1234;Origin: Western foreign background ;2006;;;;
384;1234;Origin: Western foreign background ;2007;;;;
385;1234;Origin: Western foreign background ;2008;;;;
386;1234;Origin: Western foreign background ;2009;;;;
387;1234;Origin: Western foreign background ;2010 old method;;;;
388;1234;Origin: Western foreign background ;2010 new method;;;;
389;1234;Origin: Western foreign background ;2012;;;;
390;1234;Origin: Non-western foreign background;2003;28.0;72.0;25.0;75.0
391;1234;Origin: Non-western foreign background;2004;28.0;72.0;29.0;71.0
392;1234;Origin: Non-western foreign background;2005;35.0;65.0;34.0;66.0
393;1234;Origin: Non-western foreign background;2006;21.0;79.0;24.0;76.0
394;1234;Origin: Non-western foreign background;2007;27.0;73.0;16.0;84.0
395;1234;Origin: Non-western foreign background;2008;15.0;85.0;14.0;86.0
396;1234;Origin: Non-western foreign background;2009;20.0;80.0;28.0;72.0
397;1234;Origin: Non-western foreign background;2010 old method;;;;
398;1234;Origin: Non-western foreign background;2010 new method;;;;
399;1234;Origin: Non-western foreign background;2012;;;;
400;2345;Total population;2003;11.0;89.0;9.0;91.0
401;2345;Total population;2004;11.0;89.0;12.0;88.0
402;2345;Total population;2005;10.0;90.0;11.0;89.0
403;2345;Total population;2006;8.0;92.0;8.0;92.0
404;2345;Total population;2007;8.0;92.0;8.0;92.0
405;2345;Total population;2008;12.0;88.0;12.0;88.0
406;2345;Total population;2009;12.0;88.0;8.0;92.0
407;2345;Total population;2010 old method;11.0;89.0;10.0;90.0
408;2345;Total population;2010 new method;17.0;83.0;18.0;82.0
409;2345;Total population;2012;;;;
410;2345;Gender: male;2003;11.0;89.0;10.0;90.0
411;2345;Gender: male;2004;9.0;91.0;11.0;89.0
412;2345;Gender: male;2005;8.0;92.0;11.0;89.0
413;2345;Gender: male;2006;7.0;93.0;8.0;92.0
414;2345;Gender: male;2007;8.0;92.0;8.0;92.0
415;2345;Gender: male;2008;12.0;88.0;9.0;91.0
416;2345;Gender: male;2009;12.0;88.0;7.0;93.0
417;2345;Gender: male;2010 old method;;;;
418;2345;Gender: male;2010 new method;;;;
419;2345;Gender: male;2012;;;;
420;2345;Gender: female;2003;11.0;89.0;8.0;92.0
421;2345;Gender: female;2004;13.0;87.0;13.0;87.0
422;2345;Gender: female;2005;11.0;89.0;10.0;90.0
423;2345;Gender: female;2006;9.0;91.0;9.0;91.0
424;2345;Gender: female;2007;7.0;93.0;8.0;92.0
425;2345;Gender: female;2008;13.0;87.0;15.0;85.0
426;2345;Gender: female;2009;12.0;88.0;10.0;90.0
427;2345;Gender: female;2010 old method;;;;
428;2345;Gender: female;2010 new method;;;;
429;2345;Gender: female;2012;;;;
430;2345;Age: 18 to 35 years;2003;10.0;90.0;11.0;89.0
431;2345;Age: 18 to 35 years;2004;8.0;92.0;15.0;85.0
432;2345;Age: 18 to 35 years;2005;;;;
433;2345;Age: 18 to 35 years;2006;;;;
434;2345;Age: 18 to 35 years;2007;;;;
435;2345;Age: 18 to 35 years;2008;;;;
436;2345;Age: 18 to 35 years;2009;;;;
437;2345;Age: 18 to 35 years;2010 old method;;;;
438;2345;Age: 18 to 35 years;2010 new method;;;;
439;2345;Age: 18 to 35 years;2012;;;;
440;2345;Age: 35 to 50 years;2003;9.0;91.0;7.0;93.0
441;2345;Age: 35 to 50 years;2004;12.0;88.0;14.0;86.0
442;2345;Age: 35 to 50 years;2005;;;;
443;2345;Age: 35 to 50 years;2006;;;;
444;2345;Age: 35 to 50 years;2007;;;;
445;2345;Age: 35 to 50 years;2008;;;;
446;2345;Age: 35 to 50 years;2009;;;;
447;2345;Age: 35 to 50 years;2010 old method;;;;
448;2345;Age: 35 to 50 years;2010 new method;;;;
449;2345;Age: 35 to 50 years;2012;;;;
450;2345;Age: 50 to 65 years;2003;9.0;91.0;7.0;93.0
451;2345;Age: 50 to 65 years;2004;9.0;91.0;9.0;91.0
452;2345;Age: 50 to 65 years;2005;7.0;93.0;13.0;87.0
453;2345;Age: 50 to 65 years;2006;;;;
454;2345;Age: 50 to 65 years;2007;;;;
455;2345;Age: 50 to 65 years;2008;;;;
456;2345;Age: 50 to 65 years;2009;;;;
457;2345;Age: 50 to 65 years;2010 old method;;;;
458;2345;Age: 50 to 65 years;2010 new method;;;;
459;2345;Age: 50 to 65 years;2012;;;;
460;2345;Age: 65 years or older;2003;17.0;83.0;11.0;89.0
461;2345;Age: 65 years or older;2004;13.0;87.0;11.0;89.0
462;2345;Age: 65 years or older;2005;;;;
463;2345;Age: 65 years or older;2006;;;;
464;2345;Age: 65 years or older;2007;;;;
465;2345;Age: 65 years or older;2008;;;;
466;2345;Age: 65 years or older;2009;;;;
467;2345;Age: 65 years or older;2010 old method;;;;
468;2345;Age: 65 years or older;2010 new method;;;;
469;2345;Age: 65 years or older;2012;;;;
470;2345;Origin: Native Dutch background;2003;9.0;91.0;8.0;92.0
471;2345;Origin: Native Dutch background;2004;9.0;91.0;9.0;91.0
472;2345;Origin: Native Dutch background;2005;7.0;93.0;8.0;92.0
473;2345;Origin: Native Dutch background;2006;8.0;92.0;7.0;93.0
474;2345;Origin: Native Dutch background;2007;5.0;95.0;7.0;93.0
475;2345;Origin: Native Dutch background;2008;10.0;90.0;10.0;90.0
476;2345;Origin: Native Dutch background;2009;12.0;88.0;6.0;94.0
