ID;Populatie;Geslacht;Persoonskenmerken;Reismotieven;Marges;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Verplaatsingen_4;Afstand_5;Reisduur_6
36;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Fryslân (PV);2018;2.7;42.6;75.7;986.0;15548.0;460.5
37;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Fryslân (PV);2019;2.63;43.52;75.01;958.0;15886.0;456.3
38;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Fryslân (PV);2020;2.51;29.52;63.43;918.0;10804.0;386.9
39;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Fryslân (PV);2021;2.49;32.12;69.53;908.0;11725.0;423.0
40;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Fryslân (PV);2022;2.73;36.4;76.09;998.0;13286.0;462.9
41;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Fryslân (PV);2023;2.73;36.4;72.3;995.0;13285.0;439.8
42;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Drenthe (PV);2018;2.82;43.08;73.11;1028.0;15725.0;444.7
43;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Drenthe (PV);2019;2.81;40.32;74.35;1027.0;14716.0;452.3
44;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Drenthe (PV);2020;2.4;28.14;60.2;880.0;10298.0;367.2
45;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Drenthe (PV);2021;2.61;31.99;72.24;952.0;11675.0;439.5
46;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Drenthe (PV);2022;2.69;35.45;75.0;982.0;12940.0;456.2
47;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Drenthe (PV);2023;2.71;37.71;72.06;988.0;13763.0;438.4
48;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Overijssel (PV);2018;2.87;37.98;72.15;1049.0;13861.0;438.9
49;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Overijssel (PV);2019;2.8;38.69;72.65;1023.0;14121.0;441.9
50;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Overijssel (PV);2020;2.42;26.06;61.9;886.0;9539.0;377.6
51;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Overijssel (PV);2021;2.62;28.19;68.69;956.0;10288.0;417.8
52;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Overijssel (PV);2022;2.86;31.95;71.46;1045.0;11662.0;434.7
53;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Overijssel (PV);2023;2.89;34.21;72.18;1054.0;12487.0;439.1
54;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Flevoland (PV);2018;2.69;42.97;76.5;980.0;15685.0;465.4
55;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Flevoland (PV);2019;2.55;41.63;71.07;930.0;15197.0;432.4
56;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Flevoland (PV);2020;2.24;30.09;61.66;820.0;11011.0;376.1
57;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Flevoland (PV);2021;2.34;32.49;68.03;853.0;11861.0;413.9
58;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Flevoland (PV);2022;2.5;35.97;71.1;911.0;13128.0;432.5
59;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Flevoland (PV);2023;2.56;36.19;72.6;936.0;13211.0;441.6
60;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Gelderland (PV);2018;2.86;38.33;74.79;1044.0;13992.0;455.0
61;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Gelderland (PV);2019;2.78;37.95;75.45;1016.0;13853.0;459.0
62;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Gelderland (PV);2020;2.47;27.32;62.55;905.0;10000.0;381.6
63;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Gelderland (PV);2021;2.6;29.75;70.33;947.0;10859.0;427.8
64;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Gelderland (PV);2022;2.86;32.91;75.11;1046.0;12014.0;456.9
65;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Gelderland (PV);2023;2.84;34.92;74.16;1036.0;12746.0;451.1
66;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Utrecht (PV);2018;2.89;37.88;77.13;1056.0;13825.0;469.2
67;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Utrecht (PV);2019;2.81;40.15;76.84;1026.0;14656.0;467.4
68;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Utrecht (PV);2020;2.43;26.57;64.29;888.0;9726.0;392.2
69;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Utrecht (PV);2021;2.57;28.4;71.26;937.0;10366.0;433.5
70;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Utrecht (PV);2022;2.8;31.74;74.44;1021.0;11585.0;452.8
71;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Utrecht (PV);2023;2.82;34.64;76.7;1029.0;12645.0;466.6
72;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Holland (PV);2018;2.76;35.45;78.38;1006.0;12940.0;476.8
73;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Holland (PV);2019;2.63;33.39;78.04;962.0;12186.0;474.7
74;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Holland (PV);2020;2.24;22.38;61.98;820.0;8190.0;378.1
75;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Holland (PV);2021;2.44;25.11;72.26;892.0;9164.0;439.6
76;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Holland (PV);2022;2.59;27.48;73.76;947.0;10030.0;448.7
77;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Holland (PV);2023;2.61;28.63;74.44;954.0;10450.0;452.8
78;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zuid-Holland (PV);2018;2.71;32.95;75.22;989.0;12028.0;457.6
79;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zuid-Holland (PV);2019;2.66;33.25;75.48;970.0;12137.0;459.2
80;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zuid-Holland (PV);2020;2.22;22.7;61.91;814.0;8307.0;377.6
81;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zuid-Holland (PV);2021;2.41;24.84;70.0;880.0;9066.0;425.8
82;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zuid-Holland (PV);2022;2.58;26.68;70.74;940.0;9737.0;430.3
83;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zuid-Holland (PV);2023;2.59;28.99;73.77;945.0;10580.0;448.8
84;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeeland (PV);2018;2.69;32.41;64.93;984.0;11829.0;395.0
85;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeeland (PV);2019;2.72;37.4;69.64;991.0;13652.0;423.7
86;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeeland (PV);2020;2.34;26.94;63.68;858.0;9859.0;388.5
87;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeeland (PV);2021;2.6;31.58;70.73;950.0;11526.0;430.3
88;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeeland (PV);2022;2.78;31.52;74.33;1015.0;11507.0;452.2
89;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeeland (PV);2023;2.67;33.72;69.25;974.0;12308.0;421.3
90;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Brabant (PV);2018;2.8;35.9;72.48;1022.0;13102.0;440.9
91;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Brabant (PV);2019;2.75;35.23;71.02;1005.0;12858.0;432.1
92;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Brabant (PV);2020;2.47;24.43;60.89;904.0;8940.0;371.4
93;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Brabant (PV);2021;2.57;26.41;67.04;939.0;9641.0;407.9
94;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Brabant (PV);2022;2.75;30.76;72.4;1005.0;11227.0;440.4
95;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Noord-Brabant (PV);2023;2.8;33.81;74.0;1023.0;12342.0;450.1
96;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Limburg (PV);2018;2.77;32.67;70.18;1010.0;11925.0;426.9
97;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Limburg (PV);2019;2.71;31.34;68.27;991.0;11440.0;415.3
98;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Limburg (PV);2020;2.38;23.96;60.22;872.0;8771.0;367.3
99;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Limburg (PV);2021;2.51;25.38;68.05;915.0;9265.0;414.0
100;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Limburg (PV);2022;2.69;28.73;69.12;980.0;10487.0;420.4
101;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Limburg (PV);2023;2.77;28.2;69.32;1011.0;10295.0;421.7
102;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeer sterk stedelijk;2018;2.7;32.66;77.71;987.0;11922.0;472.7
103;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeer sterk stedelijk;2019;2.59;31.41;76.64;947.0;11464.0;466.2
104;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeer sterk stedelijk;2020;2.14;20.77;61.54;782.0;7601.0;375.4
105;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeer sterk stedelijk;2021;2.33;23.02;71.0;852.0;8402.0;431.9
106;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeer sterk stedelijk;2022;2.52;25.44;72.81;918.0;9287.0;442.9
107;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Zeer sterk stedelijk;2023;2.55;26.93;74.64;930.0;9831.0;454.0
108;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Sterk stedelijk;2018;2.8;36.07;74.99;1023.0;13165.0;456.2
109;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Sterk stedelijk;2019;2.74;36.08;74.2;1000.0;13168.0;451.4
110;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Sterk stedelijk;2020;2.37;24.69;61.67;869.0;9035.0;376.2
111;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Sterk stedelijk;2021;2.52;27.1;68.85;921.0;9890.0;418.8
112;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Sterk stedelijk;2022;2.72;30.49;72.49;993.0;11128.0;441.0
113;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Sterk stedelijk;2023;2.76;32.42;73.8;1006.0;11832.0;449.0
114;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Matig stedelijk;2018;2.84;35.97;73.58;1036.0;13128.0;447.6
115;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Matig stedelijk;2019;2.8;37.09;74.26;1022.0;13539.0;451.7
116;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Matig stedelijk;2020;2.51;26.07;62.75;917.0;9543.0;382.8
117;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Matig stedelijk;2021;2.61;28.01;68.68;952.0;10222.0;417.8
118;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Matig stedelijk;2022;2.83;31.28;73.98;1032.0;11416.0;450.0
119;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Matig stedelijk;2023;2.83;33.41;73.49;1033.0;12193.0;447.1
120;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Weinig stedelijk;2018;2.84;39.49;73.29;1036.0;14415.0;445.8
121;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Weinig stedelijk;2019;2.76;38.32;72.36;1007.0;13986.0;440.2
122;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Weinig stedelijk;2020;2.44;27.24;62.03;893.0;9969.0;378.4
123;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Weinig stedelijk;2021;2.61;30.02;69.99;951.0;10959.0;425.8
124;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Weinig stedelijk;2022;2.8;33.72;72.51;1022.0;12308.0;441.1
125;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Weinig stedelijk;2023;2.79;34.76;72.09;1019.0;12687.0;438.6
126;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Niet stedelijk;2018;2.67;38.39;69.39;975.0;14011.0;422.1
127;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Niet stedelijk;2019;2.64;41.35;74.01;963.0;15093.0;450.3
128;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Niet stedelijk;2020;2.41;29.99;62.73;881.0;10978.0;382.6
129;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Niet stedelijk;2021;2.53;32.74;71.91;924.0;11950.0;437.4
130;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Niet stedelijk;2022;2.65;33.73;70.64;967.0;12312.0;429.8
131;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Waarde;Niet stedelijk;2023;2.7;37.27;72.29;987.0;13605.0;439.8
132;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Nederland;2018;2.76;35.62;73.85;1008.0;13001.0;449.3
133;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Nederland;2019;2.69;35.41;73.58;981.0;12926.0;447.6
134;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Nederland;2020;2.33;24.46;61.31;854.0;8954.0;374.0
135;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Nederland;2021;2.49;26.81;69.15;908.0;9786.0;420.7
136;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Nederland;2022;2.68;29.74;71.97;977.0;10857.0;437.8
137;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Nederland;2023;2.7;31.5;72.82;985.0;11497.0;443.0
138;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2018;2.71;39.04;71.8;988.0;14251.0;436.8
139;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2019;2.61;38.97;71.9;953.0;14224.0;437.4
140;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2020;2.33;26.57;59.76;854.0;9723.0;364.5
141;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2021;2.44;29.82;67.73;889.0;10883.0;412.0
142;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2022;2.62;33.24;71.83;955.0;12131.0;437.0
143;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Noord-Nederland (LD);2023;2.65;33.22;69.71;968.0;12125.0;424.1
144;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2018;2.8;37.52;72.53;1022.0;13694.0;441.2
145;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2019;2.72;37.24;72.27;991.0;13593.0;439.7
146;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2020;2.39;26.24;60.74;874.0;9605.0;370.5
147;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2021;2.53;28.57;67.98;924.0;10428.0;413.5
148;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2022;2.77;31.88;71.89;1013.0;11637.0;437.3
149;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;Oost-Nederland (LD);2023;2.78;33.75;71.84;1013.0;12319.0;437.0
150;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2018;2.72;33.81;75.05;994.0;12341.0;456.6
151;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2019;2.65;33.82;75.17;966.0;12344.0;457.3
152;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2020;2.24;22.88;61.5;821.0;8374.0;375.2
153;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2021;2.43;25.28;70.09;888.0;9227.0;426.4
154;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2022;2.6;27.41;71.6;949.0;10006.0;435.6
155;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Totaal personen;Totaal;Ondergrens 95%-interval;West-Nederland (LD);2023;2.61;29.39;73.33;954.0;10726.0;446.1
