ID;EigenaarHuurder;HuishoudensEnWoningkenmerken;RegioS;Perioden;AantalHuishoudens_1;TotaleWoonlasten_2;NettoWoonlasten_3;BijkomendeWoonlasten_4;Woonquote_5;TotaleWoonlasten_6;NettoWoonlasten_7;BijkomendeWoonlasten_8;Woonquote_9
60;Totaal;Totaal;Alphen-Chaam;2018;3.8;923.0;666.0;257.0;26.0;754.0;501.0;247.0;22.7
61;Totaal;Totaal;Alphen-Chaam;2019;3.9;936.0;669.0;267.0;25.6;783.0;516.0;259.0;22.1
62;Totaal;Totaal;Alphen-Chaam;2020;3.9;936.0;697.0;239.0;24.5;760.0;525.0;229.0;21.1
63;Totaal;Totaal;Alphen-Chaam;2021;4.0;967.0;713.0;254.0;24.1;783.0;531.0;242.0;20.8
64;Totaal;Totaal;Alphen-Chaam;2022;4.0;898.0;652.0;246.0;22.2;772.0;522.0;229.0;19.1
65;Totaal;Totaal;Altena;2018;;;;;;;;;
66;Totaal;Totaal;Altena;2019;20.8;852.0;616.0;235.0;24.6;732.0;508.0;226.0;22.6
67;Totaal;Totaal;Altena;2020;21.0;846.0;630.0;216.0;23.7;720.0;516.0;205.0;21.5
68;Totaal;Totaal;Altena;2021;21.2;858.0;628.0;231.0;23.5;733.0;515.0;218.0;21.0
69;Totaal;Totaal;Altena;2022;21.5;802.0;590.0;212.0;20.9;707.0;503.0;200.0;18.9
70;Totaal;Totaal;Ameland;2018;1.4;767.0;526.0;241.0;26.9;686.0;450.0;234.0;23.9
71;Totaal;Totaal;Ameland;2019;1.4;767.0;520.0;246.0;26.1;696.0;445.0;238.0;23.0
72;Totaal;Totaal;Ameland;2020;1.4;767.0;540.0;227.0;25.1;675.0;457.0;217.0;22.2
73;Totaal;Totaal;Ameland;2021;1.5;786.0;541.0;245.0;25.0;709.0;469.0;234.0;21.8
74;Totaal;Totaal;Ameland;2022;1.5;774.0;553.0;221.0;22.9;694.0;467.0;211.0;20.1
75;Totaal;Totaal;Amersfoort;2018;62.2;881.0;696.0;185.0;26.5;751.0;576.0;178.0;24.4
76;Totaal;Totaal;Amersfoort;2019;63.2;890.0;702.0;188.0;25.9;764.0;588.0;180.0;23.8
77;Totaal;Totaal;Amersfoort;2020;63.8;878.0;708.0;170.0;24.5;744.0;586.0;161.0;22.5
78;Totaal;Totaal;Amersfoort;2021;64.5;900.0;714.0;185.0;24.5;765.0;592.0;176.0;22.2
79;Totaal;Totaal;Amersfoort;2022;65.5;832.0;677.0;156.0;21.7;731.0;577.0;148.0;19.6
80;Totaal;Totaal;Amstelveen;2018;36.3;977.0;776.0;201.0;28.2;784.0;603.0;189.0;25.5
81;Totaal;Totaal;Amstelveen;2019;36.8;1009.0;800.0;208.0;28.0;812.0;620.0;196.0;25.3
82;Totaal;Totaal;Amstelveen;2020;36.9;1029.0;837.0;191.0;27.3;807.0;628.0;179.0;24.4
83;Totaal;Totaal;Amstelveen;2021;36.9;1042.0;834.0;208.0;27.3;834.0;643.0;194.0;24.2
84;Totaal;Totaal;Amstelveen;2022;37.4;969.0;788.0;181.0;24.3;802.0;633.0;170.0;21.3
85;Totaal;Totaal;Amsterdam;2018;359.3;863.0;696.0;167.0;30.0;679.0;516.0;159.0;27.6
86;Totaal;Totaal;Amsterdam;2019;365.7;905.0;724.0;180.0;30.1;715.0;539.0;172.0;27.7
87;Totaal;Totaal;Amsterdam;2020;373.5;911.0;747.0;164.0;29.2;712.0;552.0;155.0;26.7
88;Totaal;Totaal;Amsterdam;2021;376.2;951.0;771.0;180.0;29.6;752.0;576.0;171.0;27.1
89;Totaal;Totaal;Amsterdam;2022;383.8;879.0;746.0;133.0;25.7;721.0;572.0;133.0;22.4
90;Totaal;Totaal;Apeldoorn;2018;65.9;809.0;605.0;204.0;26.8;706.0;512.0;194.0;24.8
91;Totaal;Totaal;Apeldoorn;2019;66.9;827.0;615.0;213.0;26.3;725.0;520.0;202.0;24.3
92;Totaal;Totaal;Apeldoorn;2020;67.7;828.0;631.0;198.0;25.2;713.0;524.0;187.0;23.2
93;Totaal;Totaal;Apeldoorn;2021;68.5;843.0;630.0;213.0;25.2;730.0;526.0;200.0;22.9
94;Totaal;Totaal;Apeldoorn;2022;69.2;789.0;605.0;184.0;22.2;700.0;515.0;173.0;20.2
95;Totaal;Totaal;Appingedam;2018;5.4;685.0;475.0;210.0;27.8;618.0;411.0;206.0;26.6
96;Totaal;Totaal;Appingedam;2019;5.4;739.0;525.0;214.0;27.3;625.0;413.0;208.0;26.0
97;Totaal;Totaal;Appingedam;2020;5.3;677.0;481.0;196.0;26.0;612.0;415.0;189.0;24.8
98;Totaal;Totaal;Appingedam;2021;;;;;;;;;
99;Totaal;Totaal;Appingedam;2022;;;;;;;;;
100;Totaal;Totaal;Arnhem;2018;65.6;767.0;584.0;182.0;28.7;666.0;489.0;175.0;27.3
101;Totaal;Totaal;Arnhem;2019;66.9;792.0;601.0;191.0;28.3;684.0;499.0;182.0;26.8
102;Totaal;Totaal;Arnhem;2020;68.0;781.0;610.0;171.0;26.8;670.0;503.0;163.0;25.4
103;Totaal;Totaal;Arnhem;2021;69.0;811.0;624.0;187.0;27.1;696.0;514.0;178.0;25.5
104;Totaal;Totaal;Arnhem;2022;70.2;750.0;604.0;146.0;23.3;674.0;514.0;144.0;21.4
105;Totaal;Totaal;Assen;2018;29.0;735.0;538.0;198.0;26.5;655.0;461.0;193.0;24.7
106;Totaal;Totaal;Assen;2019;29.3;751.0;548.0;203.0;26.0;666.0;466.0;196.0;24.0
107;Totaal;Totaal;Assen;2020;29.8;742.0;562.0;180.0;24.7;650.0;474.0;173.0;22.8
108;Totaal;Totaal;Assen;2021;30.1;754.0;562.0;192.0;24.6;664.0;477.0;185.0;22.5
109;Totaal;Totaal;Assen;2022;30.4;709.0;547.0;162.0;21.7;638.0;471.0;158.0;19.8
110;Totaal;Totaal;Asten;2018;6.4;833.0;614.0;219.0;25.5;683.0;471.0;212.0;23.4
111;Totaal;Totaal;Asten;2019;6.4;833.0;606.0;227.0;25.0;700.0;481.0;219.0;22.9
112;Totaal;Totaal;Asten;2020;6.5;827.0;625.0;202.0;24.0;684.0;492.0;194.0;21.8
113;Totaal;Totaal;Asten;2021;6.6;856.0;634.0;223.0;24.0;709.0;501.0;214.0;21.7
114;Totaal;Totaal;Asten;2022;6.7;814.0;617.0;197.0;21.5;690.0;497.0;188.0;19.5
115;Totaal;Totaal;Baarle-Nassau;2018;2.5;806.0;577.0;228.0;26.8;662.0;446.0;219.0;24.0
116;Totaal;Totaal;Baarle-Nassau;2019;2.6;835.0;594.0;240.0;26.2;695.0;460.0;231.0;23.4
117;Totaal;Totaal;Baarle-Nassau;2020;2.6;823.0;605.0;218.0;25.5;679.0;466.0;208.0;22.8
118;Totaal;Totaal;Baarle-Nassau;2021;2.6;832.0;594.0;238.0;25.0;708.0;481.0;226.0;22.3
119;Totaal;Totaal;Baarle-Nassau;2022;2.6;804.0;584.0;220.0;22.8;703.0;482.0;209.0;20.0
120;Totaal;Totaal;Baarn;2018;10.3;908.0;688.0;220.0;26.5;712.0;508.0;205.0;23.8
121;Totaal;Totaal;Baarn;2019;10.4;931.0;704.0;227.0;26.1;727.0;518.0;212.0;23.4
122;Totaal;Totaal;Baarn;2020;10.5;920.0;711.0;209.0;24.9;714.0;522.0;193.0;22.4
123;Totaal;Totaal;Baarn;2021;10.5;932.0;698.0;234.0;25.0;742.0;528.0;217.0;22.2
124;Totaal;Totaal;Baarn;2022;10.5;872.0;660.0;213.0;22.3;717.0;521.0;196.0;19.8
125;Totaal;Totaal;Barendrecht;2018;18.2;942.0;730.0;212.0;25.4;838.0;631.0;210.0;23.1
126;Totaal;Totaal;Barendrecht;2019;18.3;971.0;751.0;220.0;24.8;854.0;641.0;217.0;22.5
127;Totaal;Totaal;Barendrecht;2020;18.4;959.0;758.0;201.0;23.9;836.0;642.0;198.0;21.4
128;Totaal;Totaal;Barendrecht;2021;18.4;981.0;762.0;218.0;23.7;853.0;643.0;215.0;21.0
129;Totaal;Totaal;Barendrecht;2022;18.5;898.0;713.0;185.0;20.8;795.0;614.0;181.0;18.4
130;Totaal;Totaal;Barneveld;2018;19.9;875.0;651.0;224.0;26.0;759.0;544.0;214.0;23.7
131;Totaal;Totaal;Barneveld;2019;20.2;894.0;662.0;232.0;25.6;776.0;557.0;221.0;23.1
132;Totaal;Totaal;Barneveld;2020;20.8;881.0;670.0;211.0;24.4;761.0;560.0;200.0;21.9
133;Totaal;Totaal;Barneveld;2021;21.1;890.0;662.0;228.0;23.9;775.0;558.0;215.0;21.3
134;Totaal;Totaal;Barneveld;2022;21.3;830.0;629.0;201.0;21.1;741.0;542.0;190.0;18.7
135;Totaal;Totaal;Bedum;2018;4.2;731.0;515.0;216.0;24.8;656.0;443.0;209.0;22.7
136;Totaal;Totaal;Bedum;2019;;;;;;;;;
137;Totaal;Totaal;Bedum;2020;;;;;;;;;
138;Totaal;Totaal;Bedum;2021;;;;;;;;;
139;Totaal;Totaal;Bedum;2022;;;;;;;;;
140;Totaal;Totaal;Beek (L.);2018;7.0;762.0;548.0;215.0;25.1;653.0;445.0;208.0;23.2
141;Totaal;Totaal;Beek (L.);2019;7.1;783.0;558.0;225.0;24.8;674.0;454.0;217.0;22.7
142;Totaal;Totaal;Beek (L.);2020;7.1;776.0;573.0;203.0;23.7;656.0;461.0;194.0;21.5
143;Totaal;Totaal;Beek (L.);2021;7.1;802.0;579.0;223.0;24.0;683.0;469.0;213.0;21.8
144;Totaal;Totaal;Beek (L.);2022;7.1;760.0;557.0;203.0;21.6;663.0;460.0;192.0;19.6
145;Totaal;Totaal;Beekdaelen;2018;;;;;;;;;
146;Totaal;Totaal;Beekdaelen;2019;15.4;808.0;564.0;243.0;25.4;705.0;470.0;237.0;22.9
147;Totaal;Totaal;Beekdaelen;2020;15.5;798.0;574.0;225.0;24.3;692.0;475.0;217.0;21.9
148;Totaal;Totaal;Beekdaelen;2021;15.5;836.0;590.0;246.0;24.7;716.0;476.0;237.0;21.9
149;Totaal;Totaal;Beekdaelen;2022;15.5;792.0;565.0;227.0;22.3;698.0;471.0;216.0;19.9
150;Totaal;Totaal;Beemster;2018;3.6;964.0;713.0;251.0;26.1;759.0;528.0;242.0;23.0
151;Totaal;Totaal;Beemster;2019;3.7;985.0;726.0;259.0;25.2;795.0;553.0;250.0;22.2
152;Totaal;Totaal;Beemster;2020;3.8;1002.0;762.0;240.0;24.5;789.0;563.0;230.0;21.5
153;Totaal;Totaal;Beemster;2021;3.8;1030.0;770.0;261.0;24.3;808.0;566.0;248.0;21.0
154;Totaal;Totaal;Beemster;2022;;;;;;;;;
155;Totaal;Totaal;Beesel;2018;5.7;746.0;538.0;209.0;25.4;666.0;463.0;202.0;23.9
156;Totaal;Totaal;Beesel;2019;5.7;752.0;540.0;212.0;24.9;671.0;469.0;205.0;23.2
157;Totaal;Totaal;Beesel;2020;5.7;743.0;560.0;183.0;23.5;646.0;471.0;175.0;22.0
158;Totaal;Totaal;Beesel;2021;5.8;765.0;562.0;202.0;23.9;674.0;481.0;194.0;22.1
159;Totaal;Totaal;Beesel;2022;5.8;724.0;546.0;178.0;21.3;651.0;474.0;175.0;19.7
160;Totaal;Totaal;Berg en Dal;2018;14.4;794.0;577.0;217.0;26.4;670.0;463.0;207.0;24.4
161;Totaal;Totaal;Berg en Dal;2019;14.5;809.0;581.0;228.0;26.0;693.0;475.0;217.0;24.1
162;Totaal;Totaal;Berg en Dal;2020;14.7;806.0;597.0;209.0;24.7;675.0;478.0;198.0;22.9
163;Totaal;Totaal;Berg en Dal;2021;14.8;822.0;593.0;228.0;24.8;702.0;484.0;216.0;22.7
164;Totaal;Totaal;Berg en Dal;2022;14.9;777.0;572.0;205.0;22.2;678.0;475.0;193.0;20.3
165;Totaal;Totaal;Bergambacht;2018;;;;;;;;;
166;Totaal;Totaal;Bergambacht;2019;;;;;;;;;
167;Totaal;Totaal;Bergambacht;2020;;;;;;;;;
168;Totaal;Totaal;Bergambacht;2021;;;;;;;;;
169;Totaal;Totaal;Bergambacht;2022;;;;;;;;;
170;Totaal;Totaal;Bergeijk;2018;7.3;869.0;634.0;235.0;25.5;720.0;492.0;227.0;22.9
171;Totaal;Totaal;Bergeijk;2019;7.3;879.0;637.0;242.0;24.8;735.0;499.0;234.0;22.2
172;Totaal;Totaal;Bergeijk;2020;7.4;854.0;638.0;216.0;23.8;718.0;508.0;207.0;21.2
173;Totaal;Totaal;Bergeijk;2021;7.5;882.0;649.0;233.0;23.5;738.0;510.0;221.0;20.6
174;Totaal;Totaal;Bergeijk;2022;7.6;838.0;622.0;215.0;21.5;720.0;506.0;203.0;18.6
175;Totaal;Totaal;Bergen (L.);2018;5.3;763.0;535.0;228.0;25.2;667.0;448.0;223.0;23.3
176;Totaal;Totaal;Bergen (L.);2019;5.4;777.0;542.0;235.0;24.7;670.0;448.0;228.0;22.8
177;Totaal;Totaal;Bergen (L.);2020;5.4;773.0;556.0;217.0;23.7;660.0;459.0;211.0;21.9
178;Totaal;Totaal;Bergen (L.);2021;5.4;783.0;546.0;237.0;23.4;672.0;453.0;229.0;21.3
179;Totaal;Totaal;Bergen (L.);2022;5.4;766.0;548.0;218.0;21.4;663.0;458.0;208.0;19.5
180;Totaal;Totaal;Bergen (NH.);2018;12.8;923.0;665.0;258.0;27.2;713.0;472.0;246.0;24.0
181;Totaal;Totaal;Bergen (NH.);2019;12.9;928.0;665.0;263.0;26.6;726.0;478.0;251.0;23.4
182;Totaal;Totaal;Bergen (NH.);2020;13.0;911.0;674.0;237.0;25.6;703.0;480.0;224.0;22.3
183;Totaal;Totaal;Bergen (NH.);2021;13.0;931.0;680.0;252.0;25.5;724.0;486.0;237.0;22.1
184;Totaal;Totaal;Bergen (NH.);2022;13.1;862.0;636.0;226.0;22.9;697.0;482.0;210.0;19.7
185;Totaal;Totaal;Bergen op Zoom;2018;27.7;795.0;580.0;215.0;27.4;699.0;491.0;207.0;25.3
186;Totaal;Totaal;Bergen op Zoom;2019;28.1;815.0;591.0;223.0;26.9;716.0;497.0;215.0;24.6
187;Totaal;Totaal;Bergen op Zoom;2020;28.5;797.0;594.0;203.0;25.5;696.0;496.0;195.0;23.4
188;Totaal;Totaal;Bergen op Zoom;2021;28.6;824.0;607.0;217.0;25.6;719.0;504.0;209.0;23.3
189;Totaal;Totaal;Bergen op Zoom;2022;28.7;765.0;579.0;186.0;22.5;687.0;492.0;180.0;20.4
190;Totaal;Totaal;Berkelland;2018;18.0;768.0;541.0;227.0;25.8;674.0;458.0;220.0;23.6
191;Totaal;Totaal;Berkelland;2019;18.0;789.0;555.0;234.0;25.3;687.0;462.0;226.0;23.2
192;Totaal;Totaal;Berkelland;2020;18.1;778.0;564.0;214.0;24.1;671.0;466.0;205.0;22.0
193;Totaal;Totaal;Berkelland;2021;18.2;802.0;571.0;230.0;24.1;690.0;472.0;221.0;21.8
194;Totaal;Totaal;Berkelland;2022;18.3;758.0;553.0;206.0;21.5;669.0;468.0;196.0;19.4
195;Totaal;Totaal;Bernheze;2018;11.3;834.0;612.0;223.0;24.9;711.0;498.0;215.0;22.3
196;Totaal;Totaal;Bernheze;2019;11.5;848.0;616.0;232.0;24.1;720.0;500.0;224.0;21.6
197;Totaal;Totaal;Bernheze;2020;11.8;843.0;635.0;208.0;23.0;710.0;512.0;198.0;20.6
198;Totaal;Totaal;Bernheze;2021;11.9;885.0;657.0;228.0;23.3;741.0;522.0;218.0;20.7
199;Totaal;Totaal;Bernheze;2022;12.0;830.0;623.0;207.0;21.0;718.0;517.0;197.0;18.7
200;Totaal;Totaal;Best;2018;11.7;857.0;643.0;213.0;24.9;730.0;524.0;206.0;22.4
201;Totaal;Totaal;Best;2019;11.9;874.0;655.0;219.0;24.4;742.0;532.0;211.0;21.9
202;Totaal;Totaal;Best;2020;12.1;865.0;671.0;195.0;23.3;715.0;531.0;187.0;20.7
203;Totaal;Totaal;Best;2021;12.2;866.0;656.0;210.0;23.0;737.0;534.0;202.0;20.1
204;Totaal;Totaal;Best;2022;12.5;821.0;634.0;186.0;20.7;710.0;526.0;179.0;18.3
205;Totaal;Totaal;Beuningen;2018;10.5;834.0;622.0;212.0;25.5;730.0;527.0;207.0;23.6
206;Totaal;Totaal;Beuningen;2019;10.6;859.0;635.0;224.0;25.0;747.0;534.0;216.0;23.0
207;Totaal;Totaal;Beuningen;2020;10.6;862.0;657.0;205.0;24.1;733.0;530.0;196.0;22.0
208;Totaal;Totaal;Beuningen;2021;10.8;861.0;641.0;220.0;23.8;744.0;528.0;210.0;21.3
209;Totaal;Totaal;Beuningen;2022;10.8;817.0;623.0;194.0;21.4;717.0;521.0;185.0;19.3
210;Totaal;Totaal;Beverwijk;2018;17.3;779.0;574.0;205.0;26.8;688.0;493.0;198.0;25.1
211;Totaal;Totaal;Beverwijk;2019;17.4;797.0;583.0;214.0;26.3;706.0;502.0;205.0;24.5
212;Totaal;Totaal;Beverwijk;2020;17.6;793.0;596.0;197.0;25.1;693.0;504.0;189.0;23.3
213;Totaal;Totaal;Beverwijk;2021;17.7;805.0;594.0;211.0;25.1;717.0;513.0;202.0;23.0
214;Totaal;Totaal;Beverwijk;2022;17.9;760.0;584.0;176.0;22.1;682.0;506.0;169.0;20.2
215;Totaal;Totaal;Binnenmaas;2018;12.0;828.0;611.0;217.0;24.4;711.0;504.0;209.0;22.5
216;Totaal;Totaal;Binnenmaas;2019;;;;;;;;;
217;Totaal;Totaal;Binnenmaas;2020;;;;;;;;;
218;Totaal;Totaal;Binnenmaas;2021;;;;;;;;;
219;Totaal;Totaal;Binnenmaas;2022;;;;;;;;;
220;Totaal;Totaal;Bladel;2018;8.0;818.0;598.0;219.0;25.1;692.0;485.0;214.0;22.6
221;Totaal;Totaal;Bladel;2019;8.1;832.0;607.0;225.0;24.6;708.0;499.0;218.0;21.9
222;Totaal;Totaal;Bladel;2020;8.2;823.0;623.0;200.0;23.3;689.0;506.0;192.0;20.8
223;Totaal;Totaal;Bladel;2021;8.3;841.0;625.0;216.0;23.2;710.0;508.0;206.0;20.2
224;Totaal;Totaal;Bladel;2022;8.4;784.0;591.0;193.0;20.7;679.0;494.0;183.0;18.1
225;Totaal;Totaal;Blaricum;2018;4.5;1392.0;1121.0;271.0;29.5;885.0;641.0;251.0;25.4
226;Totaal;Totaal;Blaricum;2019;4.6;1342.0;1074.0;268.0;27.7;893.0;648.0;246.0;24.2
227;Totaal;Totaal;Blaricum;2020;4.7;1334.0;1090.0;245.0;27.3;886.0;658.0;224.0;23.3
228;Totaal;Totaal;Blaricum;2021;4.8;1407.0;1145.0;262.0;26.7;915.0;677.0;238.0;22.8
229;Totaal;Totaal;Blaricum;2022;4.9;1197.0;947.0;250.0;23.7;896.0;663.0;221.0;20.0
230;Totaal;Totaal;Bleiswijk;2018;;;;;;;;;
231;Totaal;Totaal;Bleiswijk;2019;;;;;;;;;
232;Totaal;Totaal;Bleiswijk;2020;;;;;;;;;
233;Totaal;Totaal;Bleiswijk;2021;;;;;;;;;
234;Totaal;Totaal;Bleiswijk;2022;;;;;;;;;
235;Totaal;Totaal;Bloemendaal;2018;9.0;1371.0;1094.0;277.0;27.8;877.0;624.0;260.0;23.7
236;Totaal;Totaal;Bloemendaal;2019;9.1;1410.0;1118.0;292.0;27.2;922.0;657.0;274.0;23.1
237;Totaal;Totaal;Bloemendaal;2020;9.2;1366.0;1093.0;273.0;26.9;910.0;657.0;255.0;22.7
238;Totaal;Totaal;Bloemendaal;2021;9.3;1399.0;1103.0;296.0;26.8;937.0;669.0;276.0;22.5
239;Totaal;Totaal;Bloemendaal;2022;9.3;1272.0;981.0;291.0;24.3;935.0;665.0;268.0;20.2
240;Totaal;Totaal;Bodegraven-Reeuwijk;2018;13.1;893.0;663.0;231.0;25.1;734.0;512.0;224.0;22.9
241;Totaal;Totaal;Bodegraven-Reeuwijk;2019;13.4;903.0;667.0;237.0;24.5;752.0;522.0;229.0;22.2
242;Totaal;Totaal;Bodegraven-Reeuwijk;2020;13.6;900.0;683.0;217.0;23.3;736.0;524.0;209.0;21.0
243;Totaal;Totaal;Bodegraven-Reeuwijk;2021;13.8;903.0;673.0;230.0;23.3;757.0;533.0;221.0;20.5
244;Totaal;Totaal;Bodegraven-Reeuwijk;2022;13.9;836.0;634.0;203.0;20.6;723.0;518.0;193.0;18.2
245;Totaal;Totaal;Boekel;2018;3.8;798.0;565.0;233.0;24.6;692.0;466.0;227.0;22.0
246;Totaal;Totaal;Boekel;2019;3.9;828.0;587.0;242.0;24.3;712.0;480.0;237.0;21.8
247;Totaal;Totaal;Boekel;2020;4.0;819.0;601.0;218.0;23.1;695.0;491.0;212.0;20.7
