ID;Geslacht;Leeftijd;Zorgtype;Diagnose;Perioden;AantalPatienten_1;AantalPatientenPer100000Inwoners_2;AantalPatienten_3;AantalPatientenPer100000Inwoners_4
22;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG2.2 Brekingsafwijking;2010;144945.0;872.0;121270.0;730.0
23;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG2.2 Brekingsafwijking;2011;;;114230.0;684.0
24;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG2.3 Overig visus/refractie;2008;36730.0;223.0;29830.0;181.0
25;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG2.3 Overig visus/refractie;2009;42935.0;260.0;34740.0;210.0
26;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG2.3 Overig visus/refractie;2010;51330.0;309.0;42535.0;256.0
27;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG2.3 Overig visus/refractie;2011;;;49945.0;299.0
28;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3 Totaal scheelzien/bin.functie;2008;67120.0;408.0;50315.0;306.0
29;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3 Totaal scheelzien/bin.functie;2009;66115.0;400.0;49920.0;302.0
30;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3 Totaal scheelzien/bin.functie;2010;67395.0;406.0;50470.0;304.0
31;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3 Totaal scheelzien/bin.functie;2011;;;53275.0;319.0
32;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3.1 Concomitant/incomitant scheelzien;2008;40345.0;245.0;29895.0;182.0
33;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3.1 Concomitant/incomitant scheelzien;2009;40035.0;242.0;29845.0;181.0
34;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3.1 Concomitant/incomitant scheelzien;2010;40055.0;241.0;29460.0;177.0
35;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3.1 Concomitant/incomitant scheelzien;2011;;;30390.0;182.0
36;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3.2 Overig scheelzien/bin.functie;2008;27255.0;166.0;20655.0;126.0
37;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3.2 Overig scheelzien/bin.functie;2009;26595.0;161.0;20300.0;123.0
38;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3.2 Overig scheelzien/bin.functie;2010;27860.0;168.0;21265.0;128.0
39;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG3.2 Overig scheelzien/bin.functie;2011;;;23135.0;139.0
40;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG4 Totaal oogleden;2008;88160.0;536.0;74540.0;453.0
41;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG4 Totaal oogleden;2009;86470.0;523.0;73375.0;444.0
42;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG4 Totaal oogleden;2010;90305.0;544.0;76000.0;457.0
43;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG4 Totaal oogleden;2011;;;82220.0;493.0
44;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG5 Totaal traanwegen;2008;17325.0;105.0;14135.0;86.0
45;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG5 Totaal traanwegen;2009;17280.0;105.0;14195.0;86.0
46;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG5 Totaal traanwegen;2010;17795.0;107.0;14420.0;87.0
47;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG5 Totaal traanwegen;2011;;;15360.0;92.0
48;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG6 Totaal oogkas;2008;10505.0;64.0;7980.0;49.0
49;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG6 Totaal oogkas;2009;10125.0;61.0;7685.0;47.0
50;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG6 Totaal oogkas;2010;10540.0;63.0;7805.0;47.0
51;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG6 Totaal oogkas;2011;;;8030.0;48.0
52;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7 Totaal bindvlies;2008;108315.0;659.0;96125.0;585.0
53;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7 Totaal bindvlies;2009;107645.0;651.0;94920.0;574.0
54;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7 Totaal bindvlies;2010;114530.0;689.0;99925.0;601.0
55;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7 Totaal bindvlies;2011;;;107320.0;643.0
56;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7.1 Sicca syndroom;2008;58815.0;358.0;52765.0;321.0
57;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7.1 Sicca syndroom;2009;60495.0;366.0;53675.0;325.0
58;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7.1 Sicca syndroom;2010;68655.0;413.0;60225.0;362.0
59;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7.1 Sicca syndroom;2011;;;66285.0;397.0
60;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7.2 Overig bindvlies;2008;50720.0;308.0;44365.0;270.0
61;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7.2 Overig bindvlies;2009;48315.0;292.0;42210.0;255.0
62;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7.2 Overig bindvlies;2010;47155.0;284.0;40745.0;245.0
63;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG7.2 Overig bindvlies;2011;;;42220.0;253.0
64;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG8 Totaal hoornvlies;2008;92650.0;563.0;79985.0;486.0
65;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG8 Totaal hoornvlies;2009;92530.0;560.0;80295.0;486.0
66;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG8 Totaal hoornvlies;2010;94555.0;569.0;80540.0;485.0
67;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG8 Totaal hoornvlies;2011;;;85700.0;513.0
68;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG9 Totaal uvea;2008;23390.0;142.0;18760.0;114.0
69;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG9 Totaal uvea;2009;23760.0;144.0;18830.0;114.0
70;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG9 Totaal uvea;2010;26285.0;158.0;20485.0;123.0
71;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG9 Totaal uvea;2011;;;21975.0;132.0
72;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10 Totaal lens;2008;289745.0;1762.0;247035.0;1502.0
73;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10 Totaal lens;2009;277695.0;1680.0;239460.0;1449.0
74;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10 Totaal lens;2010;281925.0;1697.0;239480.0;1441.0
75;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10 Totaal lens;2011;;;258255.0;1547.0
76;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10.1 Staar incl. nastaar;2008;284425.0;1729.0;242540.0;1475.0
77;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10.1 Staar incl. nastaar;2009;272515.0;1649.0;234975.0;1421.0
78;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10.1 Staar incl. nastaar;2010;276685.0;1665.0;235090.0;1415.0
79;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10.1 Staar incl. nastaar;2011;;;253895.0;1521.0
80;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10.2 Overig lens;2008;6735.0;41.0;5400.0;33.0
81;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10.2 Overig lens;2009;6260.0;38.0;5210.0;32.0
82;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10.2 Overig lens;2010;6090.0;37.0;5000.0;30.0
83;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG10.2 Overig lens;2011;;;4950.0;30.0
84;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11 Totaal corpus vitreum;2008;60910.0;370.0;54500.0;331.0
85;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11 Totaal corpus vitreum;2009;63885.0;386.0;56265.0;340.0
86;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11 Totaal corpus vitreum;2010;70150.0;422.0;62170.0;374.0
87;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11 Totaal corpus vitreum;2011;;;66965.0;401.0
88;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11.1 CV vertroebeling / loslating;2008;53775.0;327.0;49115.0;299.0
89;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11.1 CV vertroebeling / loslating;2009;56105.0;339.0;50495.0;305.0
90;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11.1 CV vertroebeling / loslating;2010;61045.0;367.0;55075.0;331.0
91;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11.1 CV vertroebeling / loslating;2011;;;59035.0;354.0
92;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11.2 Overig corpus vitreum;2008;7345.0;45.0;5530.0;34.0
93;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11.2 Overig corpus vitreum;2009;7975.0;48.0;5915.0;36.0
94;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11.2 Overig corpus vitreum;2010;9330.0;56.0;7260.0;44.0
95;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG11.2 Overig corpus vitreum;2011;;;8150.0;49.0
96;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12 Totaal netvlies;2008;60680.0;369.0;48650.0;296.0
97;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12 Totaal netvlies;2009;61310.0;371.0;49420.0;299.0
98;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12 Totaal netvlies;2010;65925.0;397.0;53555.0;322.0
99;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12 Totaal netvlies;2011;;;57985.0;347.0
100;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12.1 Netvliesdefect / -loslating;2008;16365.0;99.0;13380.0;81.0
101;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12.1 Netvliesdefect / -loslating;2009;16085.0;97.0;13135.0;79.0
102;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12.1 Netvliesdefect / -loslating;2010;17670.0;106.0;14650.0;88.0
103;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12.1 Netvliesdefect / -loslating;2011;;;15530.0;93.0
104;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12.2 Overig netvlies;2008;44715.0;272.0;35530.0;216.0
105;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12.2 Overig netvlies;2009;45685.0;276.0;36570.0;221.0
106;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12.2 Overig netvlies;2010;48745.0;293.0;39220.0;236.0
107;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG12.2 Overig netvlies;2011;;;42765.0;256.0
108;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13 Totaal gele vlek;2008;90255.0;549.0;75210.0;457.0
109;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13 Totaal gele vlek;2009;94370.0;571.0;79110.0;479.0
110;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13 Totaal gele vlek;2010;105940.0;638.0;88725.0;534.0
111;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13 Totaal gele vlek;2011;;;103215.0;618.0
112;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13.1 Maculadegeneratie;2008;40980.0;249.0;34720.0;211.0
113;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13.1 Maculadegeneratie;2009;39625.0;240.0;33360.0;202.0
114;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13.1 Maculadegeneratie;2010;41075.0;247.0;34555.0;208.0
115;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13.1 Maculadegeneratie;2011;;;36285.0;217.0
116;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13.2 Overig gele vlek;2008;51455.0;313.0;41955.0;255.0
117;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13.2 Overig gele vlek;2009;57115.0;346.0;47205.0;286.0
118;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13.2 Overig gele vlek;2010;67565.0;407.0;55835.0;336.0
119;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG13.2 Overig gele vlek;2011;;;68865.0;413.0
120;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14 Totaal diabetische retina;2008;300610.0;1828.0;265490.0;1614.0
121;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14 Totaal diabetische retina;2009;264980.0;1603.0;233685.0;1414.0
122;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14 Totaal diabetische retina;2010;240270.0;1446.0;208735.0;1256.0
123;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14 Totaal diabetische retina;2011;;;191260.0;1146.0
124;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14.1 Diabetische retinopathie;2008;71905.0;437.0;58820.0;358.0
125;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14.1 Diabetische retinopathie;2009;72465.0;438.0;59480.0;360.0
126;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14.1 Diabetische retinopathie;2010;75075.0;452.0;61980.0;373.0
127;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14.1 Diabetische retinopathie;2011;;;64495.0;386.0
128;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14.2 Geen diabetische retinopathie;2008;230845.0;1404.0;207650.0;1263.0
129;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14.2 Geen diabetische retinopathie;2009;194595.0;1177.0;174930.0;1058.0
130;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14.2 Geen diabetische retinopathie;2010;167040.0;1005.0;147395.0;887.0
131;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG14.2 Geen diabetische retinopathie;2011;;;127415.0;763.0
132;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG15 Totaal bulbus / sclera;2008;7905.0;48.0;6345.0;39.0
133;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG15 Totaal bulbus / sclera;2009;8085.0;49.0;6500.0;39.0
134;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG15 Totaal bulbus / sclera;2010;8175.0;49.0;6580.0;40.0
135;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG15 Totaal bulbus / sclera;2011;;;6900.0;41.0
136;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG16 Totaal neuro-ophthalmologie;2008;35910.0;218.0;29170.0;177.0
137;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG16 Totaal neuro-ophthalmologie;2009;36975.0;224.0;30135.0;182.0
138;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG16 Totaal neuro-ophthalmologie;2010;38535.0;232.0;31045.0;187.0
139;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG16 Totaal neuro-ophthalmologie;2011;;;33195.0;199.0
140;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG17 Totaal glaucoom;2008;230570.0;1402.0;188065.0;1144.0
141;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG17 Totaal glaucoom;2009;234980.0;1421.0;192050.0;1162.0
142;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG17 Totaal glaucoom;2010;243540.0;1466.0;200945.0;1209.0
143;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG17 Totaal glaucoom;2011;;;216085.0;1294.0
144;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG18 Totaal overige diagnosen;2008;17330.0;105.0;13820.0;84.0
145;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG18 Totaal overige diagnosen;2009;14305.0;87.0;11680.0;71.0
146;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG18 Totaal overige diagnosen;2010;13460.0;81.0;10700.0;64.0
147;Totaal mannen en vrouwen;Totaal alle leeftijden;0;OG18 Totaal overige diagnosen;2011;;;16010.0;96.0
148;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO Totaal KNO;2008;1041880.0;6335.0;875195.0;5322.0
149;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO Totaal KNO;2009;1032070.0;6243.0;882775.0;5340.0
150;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO Totaal KNO;2010;1036720.0;6240.0;890870.0;5362.0
151;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO Totaal KNO;2011;;;948610.0;5683.0
152;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1 Totaal oorheelkunde;2008;563830.0;3428.0;471385.0;2866.0
153;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1 Totaal oorheelkunde;2009;554095.0;3352.0;473685.0;2866.0
154;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1 Totaal oorheelkunde;2010;555750.0;3345.0;478965.0;2883.0
155;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1 Totaal oorheelkunde;2011;;;506680.0;3035.0
156;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.1 Oorsmeer, radikaalh.,otitis ext...;2008;113205.0;688.0;95865.0;583.0
157;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.1 Oorsmeer, radikaalh.,otitis ext...;2009;116645.0;706.0;99775.0;604.0
158;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.1 Oorsmeer, radikaalh.,otitis ext...;2010;123665.0;744.0;106375.0;640.0
159;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.1 Oorsmeer, radikaalh.,otitis ext...;2011;;;119525.0;716.0
160;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.2 Middenoorontsteking, tubadysf.;2008;169400.0;1030.0;143580.0;873.0
161;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.2 Middenoorontsteking, tubadysf.;2009;169820.0;1027.0;145805.0;882.0
162;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.2 Middenoorontsteking, tubadysf.;2010;169640.0;1021.0;146790.0;883.0
163;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.2 Middenoorontsteking, tubadysf.;2011;;;152435.0;913.0
164;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.3 Chronische middenoorontsteking;2008;54085.0;329.0;43140.0;262.0
165;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.3 Chronische middenoorontsteking;2009;55020.0;333.0;44350.0;268.0
166;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.3 Chronische middenoorontsteking;2010;56140.0;338.0;45295.0;273.0
167;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.3 Chronische middenoorontsteking;2011;;;48495.0;291.0
168;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.4 Slechthorendheid;2008;210805.0;1282.0;172870.0;1051.0
169;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.4 Slechthorendheid;2009;191010.0;1156.0;163180.0;987.0
170;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.4 Slechthorendheid;2010;184800.0;1112.0;159100.0;958.0
171;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.4 Slechthorendheid;2011;;;164415.0;985.0
172;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.5 Overig oorheelkunde;2008;55485.0;337.0;43775.0;266.0
173;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.5 Overig oorheelkunde;2009;57585.0;348.0;45985.0;278.0
174;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.5 Overig oorheelkunde;2010;61750.0;372.0;50510.0;304.0
175;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO1.5 Overig oorheelkunde;2011;;;55665.0;333.0
176;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2 Totaal neus en/of bijholten;2008;218650.0;1330.0;181025.0;1101.0
177;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2 Totaal neus en/of bijholten;2009;219070.0;1325.0;183875.0;1112.0
178;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2 Totaal neus en/of bijholten;2010;223340.0;1344.0;188420.0;1134.0
179;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2 Totaal neus en/of bijholten;2011;;;202440.0;1213.0
180;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.1 Allergie/hyperreactiviteit;2008;62080.0;377.0;50570.0;308.0
181;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.1 Allergie/hyperreactiviteit;2009;59805.0;362.0;49565.0;300.0
182;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.1 Allergie/hyperreactiviteit;2010;58275.0;351.0;48110.0;290.0
183;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.1 Allergie/hyperreactiviteit;2011;;;51890.0;311.0
184;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.2 Bijholteontsteking;2008;85340.0;519.0;69550.0;423.0
185;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.2 Bijholteontsteking;2009;87110.0;527.0;72120.0;436.0
186;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.2 Bijholteontsteking;2010;92620.0;557.0;77480.0;466.0
187;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.2 Bijholteontsteking;2011;;;85435.0;512.0
188;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.3 Overig neus en/of neusbijholten;2008;81795.0;497.0;68695.0;418.0
189;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.3 Overig neus en/of neusbijholten;2009;81815.0;495.0;69335.0;419.0
190;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.3 Overig neus en/of neusbijholten;2010;83330.0;502.0;70915.0;427.0
191;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO2.3 Overig neus en/of neusbijholten;2011;;;74520.0;446.0
192;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3 Totaal mondholte/pharynx/larynx;2008;261600.0;1591.0;218145.0;1326.0
193;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3 Totaal mondholte/pharynx/larynx;2009;262505.0;1588.0;222855.0;1348.0
194;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3 Totaal mondholte/pharynx/larynx;2010;267200.0;1608.0;226855.0;1365.0
195;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3 Totaal mondholte/pharynx/larynx;2011;;;248300.0;1487.0
196;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.1 Kwaadaardige tumoren;2008;12635.0;77.0;10535.0;64.0
197;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.1 Kwaadaardige tumoren;2009;12725.0;77.0;10745.0;65.0
198;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.1 Kwaadaardige tumoren;2010;13585.0;82.0;10950.0;66.0
199;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.1 Kwaadaardige tumoren;2011;;;10990.0;66.0
200;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.2 Slaapstoornissen en snurken;2008;32180.0;196.0;25450.0;155.0
201;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.2 Slaapstoornissen en snurken;2009;36055.0;218.0;29110.0;176.0
202;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.2 Slaapstoornissen en snurken;2010;40975.0;247.0;33670.0;203.0
203;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.2 Slaapstoornissen en snurken;2011;;;41650.0;250.0
204;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.3 Ziekten van de amandelen;2008;96030.0;584.0;79400.0;483.0
205;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.3 Ziekten van de amandelen;2009;94315.0;571.0;79900.0;483.0
206;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.3 Ziekten van de amandelen;2010;93870.0;565.0;79055.0;476.0
207;Totaal mannen en vrouwen;Totaal alle leeftijden;0;KO3.3 Ziekten van de amandelen;2011;;;81325.0;487.0
