ID;Geslacht;Leeftijd;Migratieachtergrond;RegioS;Perioden;Bevolking15JaarEnOuder_1;Totaal_2;Afgelopen4JaarVoortdurendWerkzaam_3;MeerDan3JaarWerkzaam_4;TussenDe2En3JaarWerkzaam_5;TussenDe1En2JaarWerkzaam_6;Tussen1MndEn1JaarWerkzaam_7;Totaal_8;MeerDan3JaarWerkzaam_9;TussenDe2En3JaarWerkzaam_10;TussenDe1En2JaarWerkzaam_11;Tussen1MndEn1JaarWerkzaam_12;NietWerkzaamAfgelopen4Jaar_13;k_1Maand_14;k_2Maanden_15;k_3Tot6Maanden_16;k_6MaandenTot1Jaar_17;k_1Tot2Jaar_18;k_2Tot3Jaar_19;k_3Tot4Jaar_20;k_4JaarEnLanger_21
32;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2012;2909200;1767400;1331200;199900;110200;75800;50300;1141800;61500;74900;80300;121100;803900;24700;21800;57900;49800;82100;52500;49100;803900
33;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2013;2922900;1745900;1316700;201600;111900;66700;49000;1177000;66000;83600;85300;119800;822300;26400;22700;57000;50800;91100;61600;45100;822300
34;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2014;2940600;1752000;1321100;202400;106400;68200;53800;1188600;61200;82500;87600;123100;834300;27500;20900;54900;46200;87100;65800;51900;834300
35;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2015;2933800;1751100;1303800;202500;110700;75700;58500;1182800;57700;74600;84300;123000;843100;27900;19900;54000;44700;77400;61500;54100;843100
36;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2004;6211200;3655900;2783500;401100;242400;138700;90200;2555300;120800;177200;184300;270000;1803000;41300;42900;126200;109100;200400;131900;100400;1803000
37;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2005;6237800;3689700;2813200;387800;239000;144800;104900;2548000;102400;170600;182100;275800;1817100;39400;40800;119300;98400;191200;134800;107000;1817100
38;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2006;6262000;3764900;2779400;401700;264100;175900;143900;2497100;114000;152200;161700;262600;1806500;52600;41400;113800;88100;176500;115600;102700;1806500
39;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2007;6301300;3850800;2767200;435600;287200;201800;158900;2450600;107600;139100;163500;254800;1785600;64700;42200;113300;83400;153200;117700;90500;1785600
40;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2008;6353000;3905200;2795300;461100;300300;204000;144500;2447800;109500;143300;166400;262700;1765900;69700;46800;120400;88800;157100;104700;94400;1765900
41;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2009;6409000;3891700;2806800;492300;290600;186400;115600;2517300;137800;164800;174200;259000;1781500;70400;49000;131400;115900;179200;105300;84500;1781500
42;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2010;6456900;3911700;2844400;506000;280200;166100;115000;2545200;133700;176200;190700;257000;1787600;59700;46700;127600;114200;194600;127500;87400;1787600
43;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2011;6506700;3963100;2890100;501200;276700;174700;120400;2543600;133300;166100;192000;260900;1791300;57700;49400;127900;118800;171700;130200;96700;1791300
44;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2012;6542900;3940200;2903300;484600;265900;176000;110300;2602800;143000;179400;193600;273500;1813300;56500;49300;130100;123900;197300;123900;108400;1813300
45;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2013;6587300;3911500;2886900;483200;272800;158500;110100;2675900;149900;193800;205900;277000;1849200;59000;49800;128900;125600;212900;145800;104700;1849200
46;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2014;6644100;3942700;2912200;482500;262900;165000;120300;2700800;140200;189800;205900;286000;1878800;63800;47400;122600;114400;202100;150400;121300;1878800
47;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2015;6659700;3959000;2896500;481300;272100;178300;130800;2700700;133500;174500;200800;283300;1908700;65500;46300;120800;111100;182500;142200;123500;1908700
48;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2004;2916500;1701600;1317100;173500;107700;61900;41500;1214800;56600;81500;83400;124900;868500;19100;19700;61200;47600;89000;61500;48200;868500
49;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2005;2925600;1709500;1325000;168600;104300;64700;46900;1216100;48500;78800;82600;127100;879100;18500;18100;56200;43100;88500;61900;50800;879100
50;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2006;2933500;1740200;1308500;176600;115000;76100;63900;1193400;49300;69800;73600;120000;880700;21200;16900;50100;37300;82400;55900;48800;880700
51;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2007;2944400;1773900;1305000;188800;122300;86500;71400;1170500;45300;61600;74600;115900;873100;25200;17000;48700;35700;69300;56900;44600;873100
52;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2008;2959600;1794200;1318200;193300;125800;90200;66800;1165400;47900;62300;72300;118000;864800;28800;18900;51600;36900;69700;48400;46300;864800
53;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2009;2975400;1772000;1317200;200300;120700;81700;52100;1203300;64200;73900;75900;114400;874900;30000;21000;56500;49800;82300;48800;40100;874900
54;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2010;2989800;1778400;1329300;207600;117200;71200;53000;1211500;59400;78700;84000;112300;877000;26000;20100;53700;45300;88700;59500;41000;877000
55;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2011;3005000;1803800;1347500;208400;115500;77000;55400;1201200;56000;71200;84400;113200;876500;24400;19900;53600;46800;73100;61400;45600;876500
56;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2012;3018300;1787800;1347500;202500;111300;76900;49600;1230400;63000;76700;82900;120800;887000;24400;21000;55200;52500;83300;54600;52600;887000
57;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2013;3034600;1774600;1337600;204900;114600;67900;49600;1260000;65500;83600;86100;117600;907200;25100;20500;52900;51600;92200;63200;47300;907200
58;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2014;3049400;1778600;1344100;205100;107900;68800;52800;1270700;62700;81800;87600;120300;918300;27700;19500;51000;47000;86400;67200;53500;918300
59;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Zuid-Nederland (LD);2015;3066000;1789800;1337400;208100;112100;74900;57300;1276200;60300;76800;84600;120100;934400;28000;18600;50100;46800;79200;62900;56300;934400
60;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2004;4100;1900;1400;200;100;100;0;2200;100;200;200;300;1300;0;0;100;100;300;200;200;1300
61;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2005;4200;1900;1400;200;100;100;100;2400;100;200;200;300;1500;0;0;100;100;200;200;200;1500
62;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2006;3700;1600;1200;200;100;100;0;2100;100;100;100;300;1500;0;0;0;100;100;200;200;1500
63;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2007;3400;1500;1100;200;100;100;100;1900;0;100;100;200;1400;0;0;0;0;100;100;100;1400
64;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2008;2600;1400;1000;200;100;100;0;1200;100;100;100;100;800;0;0;100;100;100;100;100;800
65;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2009;2800;1300;900;200;100;100;0;1500;100;100;100;200;900;0;0;100;100;200;100;100;900
66;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2010;2800;1200;800;200;100;100;0;1600;100;100;200;200;900;0;0;100;100;200;200;100;900
67;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2011;1900;800;400;200;100;100;0;1200;0;100;200;200;700;0;0;100;100;100;100;100;700
68;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2012;1800;600;300;100;100;100;0;1200;100;100;200;200;700;0;0;100;100;100;100;100;700
69;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Niet in te delen (LD);2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2004;478700;260000;191500;30000;19700;11400;7400;218800;9900;15000;16200;24400;153200;3600;3600;13300;9700;16600;10800;8000;153200
73;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2005;478900;262300;193300;28900;19400;11900;8700;216600;8300;14400;15700;24600;153600;3500;3400;12100;8500;16000;10900;8600;153600
74;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2006;479700;267200;190600;30000;21100;14400;11000;212500;8600;12800;14500;23700;153000;4100;3700;11100;6800;15400;10000;8400;153000
75;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2007;480600;273300;189500;32500;22500;16100;12700;207200;8100;11100;14600;22800;150500;5200;3500;11200;6600;12400;10100;7600;150500
76;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2008;481900;275500;191400;33400;22900;16400;11400;206400;8500;11600;14200;23700;148500;6300;3900;11400;7000;12800;8300;8000;148500
77;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2009;485000;274000;192800;34500;22500;14800;9500;210900;10400;13100;14900;22900;149600;5900;3900;12000;9000;15000;8800;6700;149600
78;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2010;488000;275600;195100;36300;21600;13200;9400;212400;9700;14000;16000;22500;150200;4700;3800;11900;8500;16000;10200;7100;150200
79;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2011;490300;277900;197600;36000;21000;13700;9500;212400;9600;13500;16200;23000;150100;4600;4200;11900;8900;13900;10800;8000;150100
80;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2012;492200;275300;197500;35000;20600;13300;8900;216900;10200;14400;16400;23900;152000;4400;4000;11900;9300;16200;10100;9000;152000
81;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2013;494500;271900;195500;35100;20100;12300;8900;222600;10800;15400;17100;23800;155400;4800;4100;11700;9100;17100;11900;8500;155400
82;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2014;496800;271600;195100;34700;19600;12700;9500;225200;10600;15300;17100;24300;157900;5300;3900;11400;9100;15800;12100;9700;157900
83;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Groningen (PV);2015;498100;271800;192800;34700;20500;13800;10000;226200;10600;14500;16400;23900;160800;5700;3700;11300;8800;15000;11000;9900;160800
84;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2004;521400;294000;223900;31800;19200;11400;7700;227500;10100;14900;15700;24700;162100;3800;4000;13100;8700;16600;11000;8200;162100
85;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2005;521600;297100;227000;30500;18700;12000;8900;224500;8600;14100;15200;24400;162100;3900;3600;11900;7400;15600;11300;8800;162100
86;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2006;522500;302400;225300;31400;20400;14200;11100;220200;8700;13000;13500;23400;161600;4100;3600;10500;6200;15700;9700;8700;161600
87;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2007;524400;309600;224800;33500;22400;16100;12900;214800;8000;11300;13700;21600;160300;4700;3300;10200;5700;12500;10600;7600;160300
88;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2008;526800;312600;227800;34600;22400;16000;11700;214200;8200;11400;13600;22600;158300;5700;3900;10500;6100;12600;8800;8400;158300
89;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2009;529100;308900;229100;34500;21200;14700;9300;220200;11700;13100;13800;21900;159700;5800;4200;12300;8100;14200;8700;7300;159700
90;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2010;530700;310800;231400;36700;20400;12700;9500;219900;10000;13800;14900;21400;159800;4800;3900;10900;7500;15500;10200;7300;159800
91;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2011;531800;311400;233400;36200;19300;12900;9600;220400;10300;13300;15400;21900;159500;4900;4300;11200;8300;13400;10800;8100;159500
92;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2012;532700;307200;232500;34500;18900;12600;8600;225500;11500;14600;15300;23100;161000;5000;4400;11700;8200;16000;10000;9300;161000
93;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2013;533800;303500;229200;35000;19000;11600;8700;230300;11500;15900;16000;22800;164100;5000;4000;10800;8400;17100;12100;8800;164100
94;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2014;535400;302800;227800;35000;18600;11900;9600;232600;11900;15100;16300;23500;165900;5200;5200;10400;7800;15400;12300;10400;165900
95;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Friesland (PV);2015;494900;280600;207200;33400;18000;12400;9600;214300;9400;13100;14300;21400;156100;5000;3500;9500;7100;13100;10300;9600;156100
96;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2004;393900;219100;170400;21600;13600;8100;5300;174800;7600;10800;11100;17900;127400;2600;2800;8500;6200;12400;8200;6600;127400
97;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2005;395500;220900;172100;21100;13400;8100;6300;174600;6300;11000;11100;17800;128400;2500;2600;7800;5500;12200;8700;6800;128400
98;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2006;397600;225000;171300;21800;14200;9700;8000;172600;6500;9800;10300;17200;128900;2900;2500;6800;4700;11800;7900;7000;128900
99;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2007;399900;230200;170900;23000;15700;11300;9300;169700;6200;8400;10300;16300;128500;3900;2200;6800;4400;9600;8200;6400;128500
100;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2008;402000;233100;172800;23900;16000;11700;8600;168900;6400;8400;9900;16700;127500;3800;2500;7000;5000;9600;6800;6700;127500
101;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2009;403500;230600;174000;24200;15200;10400;6800;172900;8200;9700;10100;16300;128600;4100;2500;7900;6200;11200;6800;5800;128600
102;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2010;404600;231400;175400;25600;14300;9000;7100;173300;7600;10400;10900;15900;128400;3300;2600;7500;5600;11900;8200;5800;128400
103;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2011;405300;232900;177500;25100;13900;9400;7100;172300;7200;9600;11100;16200;128300;3200;2800;7200;5900;9900;8400;6600;128300
104;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2012;405700;230700;177000;24400;13600;9300;6500;175000;7900;10200;10700;16700;129500;3200;2900;7300;6000;11400;7400;7300;129500
105;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2013;406500;228000;174700;24900;13600;8300;6500;178400;8300;10800;11400;16000;132000;3600;2600;6700;6200;12200;8800;6500;132000
106;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2014;407700;227500;174800;24700;12700;8300;6900;180200;8100;10500;11500;16600;133600;3700;2600;6700;5700;11300;9000;7600;133600
107;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Drenthe (PV);2015;409500;228300;173600;24700;13100;9200;7600;181200;8000;10000;11000;16100;136100;3700;2700;6600;5600;10400;8400;7700;136100
108;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2004;893600;523400;401300;54100;34100;20400;13500;370100;17000;24400;25700;39800;263200;6100;6600;19900;14500;26600;18400;14700;263200
109;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2005;898000;528300;406500;52700;33100;20400;15500;369600;14600;24100;25200;40100;265700;5600;6200;18700;13100;26700;18300;15200;265700
110;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2006;901200;538300;401500;54800;36300;24900;20700;363000;17600;20900;22500;37300;264700;9500;6200;16600;11000;24400;16400;14200;264700
111;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2007;905600;554300;404300;58800;39700;28400;23000;351300;13400;18700;22300;36100;260900;8000;5500;16600;10300;20600;16400;13100;260900
112;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2008;911700;561800;409000;61300;41000;29000;21500;349900;14200;19000;22400;36400;257900;9300;6700;16700;10900;21000;14200;13100;257900
113;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2009;917500;557500;412200;63700;38800;26200;16600;359900;19200;21700;23800;35700;259700;10000;6900;18300;14800;23800;14700;11700;259700
114;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2010;921700;560400;416900;66600;37200;22600;17000;361300;17600;23700;25200;35500;259300;8500;6500;17500;13500;26700;17000;12300;259300
115;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2011;926000;567900;423900;66200;36100;24200;17500;358200;16900;21300;25600;35200;259200;8200;6900;17200;13300;21700;18500;13200;259200
116;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2012;929400;563400;424300;64200;35200;23900;15800;365900;18900;23200;24800;37500;261500;8000;6500;17900;14900;25100;16100;15800;261500
117;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2013;932100;556100;419000;65700;35000;20900;15500;375900;20400;25600;26400;36500;267000;8500;6800;17600;15400;27800;18900;13900;267000
118;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2014;935800;556900;420500;65100;33100;21300;16900;378900;19100;25700;27000;37400;269700;8800;6400;16800;14200;26700;20200;16000;269700
119;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Overijssel (PV);2015;942400;561200;418500;65400;35000;24000;18400;381200;18500;23400;26500;37800;275000;9000;6200;17100;13900;24000;19200;16800;275000
