ID;Geslacht;Leeftijd;RegioSSituatie2011;Perioden;BevolkingTotaal_1;Autochtonen_2;TotaalWesterseAllochtonen_3;Eerstegeneratieallochtoon_4;Tweedegeneratieallochtoon_5;TotaalNietWesterseAllochtonen_6;Eerstegeneratieallochtoon_7;Tweedegeneratieallochtoon_8;RegionaleCodering_9
32;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2015;1733.0;1538.7;107.6;45.5;62.1;86.7;49.6;37.0;LD01  
33;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2016;1735.6;1537.3;108.9;46.4;62.5;89.4;51.0;38.4;LD01  
34;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2017;1738.3;1536.1;110.1;47.1;63.0;92.1;52.2;39.9;LD01  
35;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2018;1740.6;1534.5;111.4;47.8;63.6;94.8;53.3;41.4;LD01  
36;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2019;1742.3;1532.0;112.5;48.5;64.1;97.8;54.6;43.2;LD01  
37;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2020;1744.4;1529.8;113.8;49.2;64.6;100.7;55.9;44.8;LD01  
38;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2021;1746.6;1528.0;114.8;49.7;65.1;103.8;57.3;46.5;LD01  
39;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2022;1747.9;1525.6;115.9;50.3;65.6;106.5;58.2;48.2;LD01  
40;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2023;1749.6;1523.4;117.0;51.0;66.0;109.2;59.3;49.9;LD01  
41;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2024;1751.2;1521.3;118.1;51.8;66.3;111.8;60.3;51.6;LD01  
42;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2025;1751.6;1518.1;119.0;52.2;66.7;114.6;61.3;53.3;LD01  
43;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2026;1752.1;1515.0;119.9;52.8;67.1;117.2;62.3;54.9;LD01  
44;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2027;1752.3;1511.5;120.9;53.4;67.5;119.9;63.2;56.7;LD01  
45;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2028;1752.1;1507.6;121.6;53.8;67.8;122.9;64.3;58.5;LD01  
46;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2029;1751.7;1503.2;122.6;54.5;68.2;125.8;65.5;60.3;LD01  
47;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2030;1750.8;1498.5;123.6;55.0;68.5;128.7;66.6;62.1;LD01  
48;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2031;1749.8;1493.9;124.6;55.6;69.0;131.3;67.5;63.8;LD01  
49;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2032;1748.5;1488.6;125.6;56.3;69.3;134.4;68.6;65.7;LD01  
50;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2033;1746.9;1483.4;126.3;56.7;69.6;137.2;69.6;67.6;LD01  
51;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2034;1744.8;1477.8;127.0;57.2;69.7;140.0;70.6;69.4;LD01  
52;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2035;1742.5;1472.1;127.8;57.7;70.1;142.5;71.3;71.3;LD01  
53;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2036;1739.9;1466.4;128.4;58.2;70.2;145.2;72.2;73.0;LD01  
54;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2037;1736.6;1459.7;128.9;58.5;70.4;147.9;73.2;74.7;LD01  
55;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2038;1733.1;1453.0;129.5;58.9;70.6;150.6;74.1;76.4;LD01  
56;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2039;1729.0;1445.4;130.3;59.4;70.8;153.3;75.2;78.1;LD01  
57;Mannen en vrouwen;Totaal alle leeftijden;Noord-Nederland (LD);2040;1724.8;1437.9;130.8;59.9;70.9;156.1;76.2;79.9;LD01  
58;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2012;3547.3;2979.9;269.9;103.4;166.6;297.5;164.1;133.4;LD02  
59;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2013;3562.1;2984.9;273.4;105.9;167.5;303.8;166.0;137.8;LD02  
60;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2014;3576.0;2988.9;277.0;108.5;168.5;310.1;167.9;142.2;LD02  
61;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2015;3589.4;2993.3;280.1;110.8;169.3;315.9;169.8;146.1;LD02  
62;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2016;3602.2;2996.7;283.4;113.2;170.2;322.0;172.0;150.0;LD02  
63;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2017;3614.2;2999.5;286.8;115.6;171.3;327.8;174.2;153.7;LD02  
64;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2018;3627.1;3003.3;290.0;117.7;172.3;333.8;176.3;157.5;LD02  
65;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2019;3639.6;3006.7;292.9;119.8;173.1;339.9;178.6;161.3;LD02  
66;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2020;3652.0;3010.1;296.0;122.0;174.0;345.9;180.9;165.1;LD02  
67;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2021;3663.6;3012.9;298.8;124.0;174.7;351.9;183.2;168.7;LD02  
68;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2022;3675.2;3016.3;301.9;126.3;175.6;357.0;184.9;172.1;LD02  
69;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2023;3685.9;3018.9;305.0;128.8;176.2;362.0;186.6;175.4;LD02  
70;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2024;3696.2;3020.2;308.2;131.3;177.0;367.7;188.6;179.2;LD02  
71;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2025;3706.9;3023.1;311.1;133.4;177.7;372.7;190.0;182.6;LD02  
72;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2026;3716.2;3024.1;314.3;135.7;178.6;377.9;191.8;186.1;LD02  
73;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2027;3724.2;3024.4;316.9;137.7;179.1;382.9;193.7;189.3;LD02  
74;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2028;3732.0;3024.0;320.3;140.1;180.2;387.7;195.1;192.6;LD02  
75;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2029;3738.6;3023.3;322.8;142.0;180.9;392.4;196.8;195.6;LD02  
76;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2030;3743.6;3021.5;324.9;143.6;181.3;397.2;198.5;198.7;LD02  
77;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2031;3748.8;3019.6;327.0;145.2;181.8;402.2;200.4;201.8;LD02  
78;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2032;3752.9;3016.6;329.2;147.0;182.2;407.2;202.2;205.0;LD02  
79;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2033;3756.9;3013.6;331.4;148.7;182.7;411.8;203.7;208.1;LD02  
80;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2034;3759.9;3009.2;333.7;150.5;183.2;417.0;205.4;211.7;LD02  
81;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2035;3762.2;3004.4;336.2;152.3;183.9;421.6;206.9;214.7;LD02  
82;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2036;3764.1;2999.1;338.5;154.0;184.5;426.4;208.6;217.9;LD02  
83;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2037;3765.1;2993.4;340.7;155.7;185.1;431.0;209.9;221.1;LD02  
84;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2038;3765.1;2986.5;343.0;157.4;185.6;435.6;211.4;224.2;LD02  
85;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2039;3764.6;2979.3;345.0;159.2;185.8;440.3;212.9;227.4;LD02  
86;Mannen en vrouwen;Totaal alle leeftijden;Oost-Nederland (LD);2040;3763.4;2970.8;347.6;161.0;186.6;445.0;214.3;230.7;LD02  
87;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2012;7876.7;5770.3;810.0;386.1;423.9;1296.4;721.8;574.6;LD03  
88;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2013;7925.8;5780.7;825.3;395.9;429.3;1319.9;728.1;591.8;LD03  
89;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2014;7971.7;5789.4;839.4;405.0;434.4;1342.9;734.9;608.0;LD03  
90;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2015;8013.8;5795.3;853.0;413.8;439.2;1365.5;741.9;623.6;LD03  
91;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2016;8053.6;5800.8;865.7;421.8;443.9;1387.1;748.4;638.8;LD03  
92;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2017;8092.3;5806.5;877.8;429.2;448.5;1408.1;754.6;653.5;LD03  
93;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2018;8130.7;5812.4;889.7;436.6;453.1;1428.6;760.9;667.7;LD03  
94;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2019;8169.1;5819.5;901.5;443.5;458.0;1448.2;766.9;681.3;LD03  
95;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2020;8207.0;5826.8;912.7;450.0;462.7;1467.4;772.7;694.8;LD03  
96;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2021;8244.1;5834.5;923.5;456.3;467.1;1486.0;778.2;707.8;LD03  
97;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2022;8280.9;5841.6;933.0;461.4;471.7;1506.2;785.5;720.7;LD03  
98;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2023;8316.2;5848.2;941.6;465.4;476.2;1526.4;792.7;733.6;LD03  
99;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2024;8350.1;5854.6;950.0;469.5;480.4;1545.5;799.5;746.0;LD03  
100;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2025;8382.9;5859.7;958.2;473.5;484.7;1565.0;806.6;758.4;LD03  
101;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2026;8414.4;5864.7;965.6;477.0;488.6;1584.1;813.2;770.9;LD03  
102;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2027;8445.1;5868.7;973.0;480.5;492.5;1603.3;819.8;783.5;LD03  
103;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2028;8473.7;5872.0;979.5;483.6;495.9;1622.2;826.4;795.8;LD03  
104;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2029;8500.7;5873.5;986.0;486.6;499.4;1641.1;832.8;808.3;LD03  
105;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2030;8524.9;5873.2;992.6;489.6;503.0;1659.1;838.8;820.3;LD03  
106;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2031;8548.1;5871.8;999.0;492.7;506.3;1677.3;844.9;832.4;LD03  
107;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2032;8569.9;5869.8;1005.2;495.5;509.7;1695.0;850.7;844.2;LD03  
108;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2033;8589.2;5865.1;1011.3;498.4;513.0;1712.8;856.7;856.1;LD03  
109;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2034;8607.2;5860.0;1017.4;501.1;516.3;1729.8;862.3;867.5;LD03  
110;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2035;8624.6;5853.9;1023.1;504.1;518.9;1747.6;868.2;879.4;LD03  
111;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2036;8640.4;5846.7;1029.1;507.1;521.9;1764.7;873.4;891.3;LD03  
112;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2037;8654.7;5838.1;1035.2;510.3;524.8;1781.4;878.5;902.9;LD03  
113;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2038;8668.0;5828.9;1041.0;513.3;527.8;1798.1;883.4;914.6;LD03  
114;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2039;8680.4;5819.3;1046.9;516.3;530.6;1814.2;887.9;926.3;LD03  
115;Mannen en vrouwen;Totaal alle leeftijden;West-Nederland (LD);2040;8691.2;5809.1;1052.7;519.4;533.3;1829.4;892.0;937.4;LD03  
116;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2012;3586.6;2953.8;366.0;148.6;217.5;266.8;149.3;117.4;LD04  
117;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2013;3594.2;2952.7;368.9;152.2;216.8;272.5;151.7;120.8;LD04  
118;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2014;3600.0;2950.4;371.6;155.6;216.0;278.0;154.1;123.9;LD04  
119;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2015;3605.0;2948.0;374.0;158.9;215.1;283.1;156.5;126.5;LD04  
120;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2016;3609.9;2945.0;376.4;162.1;214.4;288.5;159.2;129.2;LD04  
121;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2017;3614.6;2941.5;378.8;165.2;213.6;294.3;162.2;132.1;LD04  
122;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2018;3618.0;2937.4;380.8;168.0;212.8;299.8;165.0;134.8;LD04  
123;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2019;3622.0;2933.9;382.8;170.8;212.0;305.3;167.9;137.5;LD04  
124;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2020;3625.5;2930.2;384.5;173.3;211.2;310.8;170.7;140.0;LD04  
125;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2021;3629.6;2926.7;386.6;175.8;210.8;316.3;173.6;142.7;LD04  
126;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2022;3633.6;2923.5;388.9;178.7;210.3;321.1;175.7;145.4;LD04  
127;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2023;3638.2;2920.8;391.5;181.6;209.9;325.9;177.7;148.1;LD04  
128;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2024;3642.7;2918.3;393.8;184.2;209.6;330.7;179.9;150.8;LD04  
129;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2025;3646.9;2915.1;396.1;186.9;209.2;335.7;182.2;153.5;LD04  
130;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2026;3651.2;2912.3;398.3;189.5;208.8;340.6;184.5;156.1;LD04  
131;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2027;3655.3;2909.3;400.5;191.9;208.6;345.5;186.7;158.8;LD04  
132;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2028;3659.0;2906.0;402.5;194.2;208.3;350.5;189.0;161.5;LD04  
133;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2029;3663.0;2902.9;404.6;196.5;208.1;355.4;191.0;164.5;LD04  
134;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2030;3668.4;2900.6;406.8;198.9;207.9;361.0;193.3;167.7;LD04  
135;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2031;3671.8;2896.8;408.7;200.9;207.8;366.3;195.4;170.9;LD04  
136;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2032;3674.6;2892.5;410.5;203.0;207.5;371.6;197.6;174.0;LD04  
137;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2033;3676.9;2887.7;412.3;205.0;207.3;377.0;199.7;177.2;LD04  
138;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2034;3678.3;2882.2;413.9;206.8;207.1;382.2;201.7;180.4;LD04  
139;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2035;3677.7;2874.8;415.5;208.7;206.9;387.3;203.7;183.7;LD04  
140;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2036;3675.8;2866.1;417.2;210.6;206.7;392.5;205.7;186.8;LD04  
141;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2037;3673.6;2857.0;418.9;212.6;206.4;397.7;207.7;190.0;LD04  
142;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2038;3670.3;2846.9;420.7;214.7;206.0;402.6;209.5;193.1;LD04  
143;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2039;3665.9;2836.1;422.5;216.5;206.0;407.3;211.2;196.1;LD04  
144;Mannen en vrouwen;Totaal alle leeftijden;Zuid-Nederland (LD);2040;3661.3;2824.8;424.1;218.4;205.7;412.5;213.1;199.4;LD04  
145;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2012;579.9;503.0;41.7;18.4;23.3;35.2;20.8;14.4;PV20  
146;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2013;581.4;503.2;42.2;18.7;23.5;36.0;21.1;14.8;PV20  
147;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2014;582.9;503.6;42.5;18.9;23.6;36.8;21.5;15.2;PV20  
148;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2015;584.5;504.1;42.7;19.0;23.8;37.6;21.9;15.7;PV20  
149;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2016;585.5;504.2;42.9;19.0;23.9;38.4;22.3;16.1;PV20  
150;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2017;586.1;503.8;43.1;19.1;24.0;39.2;22.6;16.6;PV20  
151;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2018;586.8;503.7;43.3;19.1;24.2;39.9;22.9;17.0;PV20  
152;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2019;587.4;503.2;43.4;19.1;24.3;40.8;23.3;17.5;PV20  
153;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2020;588.4;503.0;43.7;19.1;24.6;41.7;23.7;18.1;PV20  
154;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2021;589.9;503.3;43.9;19.1;24.8;42.7;24.1;18.7;PV20  
155;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2022;590.7;503.1;43.9;19.0;24.9;43.7;24.4;19.2;PV20  
156;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2023;591.3;502.8;43.9;19.0;25.0;44.6;24.7;19.8;PV20  
157;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2024;592.2;502.7;44.0;19.0;25.0;45.4;25.0;20.4;PV20  
158;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2025;593.0;502.7;44.0;18.8;25.1;46.3;25.2;21.0;PV20  
159;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2026;593.5;502.3;44.0;18.8;25.2;47.2;25.6;21.7;PV20  
160;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2027;593.3;501.2;44.1;18.8;25.3;48.0;25.8;22.2;PV20  
161;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2028;593.4;500.5;44.0;18.8;25.2;49.0;26.1;22.8;PV20  
162;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2029;593.0;499.1;44.0;18.8;25.2;49.9;26.5;23.4;PV20  
163;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2030;592.6;497.7;43.9;18.7;25.2;51.0;27.0;24.1;PV20  
164;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2031;592.5;496.7;44.0;18.7;25.3;51.8;27.2;24.6;PV20  
165;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2032;592.0;495.1;44.1;18.7;25.4;52.8;27.5;25.2;PV20  
166;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2033;591.7;493.9;44.0;18.7;25.3;53.7;27.8;25.9;PV20  
167;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2034;591.1;492.3;44.1;18.8;25.3;54.7;28.1;26.6;PV20  
168;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2035;590.5;490.8;44.1;18.7;25.4;55.5;28.3;27.2;PV20  
169;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2036;589.8;489.2;44.2;18.8;25.4;56.4;28.6;27.8;PV20  
170;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2037;588.8;487.5;44.1;18.7;25.3;57.2;28.8;28.4;PV20  
171;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2038;588.0;485.8;44.0;18.7;25.3;58.2;29.2;29.0;PV20  
172;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2039;586.6;483.5;44.0;18.8;25.3;59.1;29.5;29.6;PV20  
173;Mannen en vrouwen;Totaal alle leeftijden;Groningen (PV);2040;585.3;481.3;44.0;18.8;25.2;59.9;29.8;30.2;PV20  
174;Mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2012;651.2;592.8;32.7;13.0;19.8;25.7;15.0;10.7;PV21  
175;Mannen en vrouwen;Totaal alle leeftijden;Friesland (PV);2013;653.4;593.1;33.5;13.4;20.0;26.8;15.4;11.4;PV21  
