ID;Functions;Financing;Periods;HealthCareExpenditure_1
186;HC13: Outpatient curative care;HF11: Government schemes;2021;1587.0
187;HC13: Outpatient curative care;HF11: Government schemes;2022;1674.0
188;HC13: Outpatient curative care;HF11: Government schemes;2023;1913.0
189;HC13: Outpatient curative care;HF12: Compulsory contributory schemes;2021;19272.0
190;HC13: Outpatient curative care;HF12: Compulsory contributory schemes;2022;19901.0
191;HC13: Outpatient curative care;HF12: Compulsory contributory schemes;2023;21701.0
192;HC13: Outpatient curative care;HF121a: Long-term care insurance;2021;95.0
193;HC13: Outpatient curative care;HF121a: Long-term care insurance;2022;103.0
194;HC13: Outpatient curative care;HF121a: Long-term care insurance;2023;123.0
195;HC13: Outpatient curative care;HF121b: Health Insurance Fund;2021;
196;HC13: Outpatient curative care;HF121b: Health Insurance Fund;2022;
197;HC13: Outpatient curative care;HF121b: Health Insurance Fund;2023;
198;HC13: Outpatient curative care;HF122: Compulsory private insurance;2021;19177.0
199;HC13: Outpatient curative care;HF122: Compulsory private insurance;2022;19798.0
200;HC13: Outpatient curative care;HF122: Compulsory private insurance;2023;21578.0
201;HC13: Outpatient curative care;Voluntary schemes (incl. OOP);2021;5041.0
202;HC13: Outpatient curative care;Voluntary schemes (incl. OOP);2022;5649.0
203;HC13: Outpatient curative care;Voluntary schemes (incl. OOP);2023;6102.0
204;HC13: Outpatient curative care;HF2: Voluntary schemes;2021;1491.0
205;HC13: Outpatient curative care;HF2: Voluntary schemes;2022;1487.0
206;HC13: Outpatient curative care;HF2: Voluntary schemes;2023;1603.0
207;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2021;1491.0
208;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2022;1487.0
209;HC13: Outpatient curative care;HF21: Voluntary health insurance schemes;2023;1603.0
210;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2021;0.0
211;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2022;0.0
212;HC13: Outpatient curative care;HF22: Financing schemes NPISH;2023;0.0
213;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2021;0.0
214;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2022;0.0
215;HC13: Outpatient curative care;HF23: Enterprise financing schemes;2023;0.0
216;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2021;3550.0
217;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2022;4161.0
218;HC13: Outpatient curative care;HF3: Household out-of-pocket payments;2023;4499.0
219;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2021;2480.0
220;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2022;3042.0
221;HC13: Outpatient curative care;HF31: Out-of-pocket excl cost sharing;2023;3347.0
222;HC13: Outpatient curative care;HF32: Cost sharing;2021;1069.0
223;HC13: Outpatient curative care;HF32: Cost sharing;2022;1119.0
224;HC13: Outpatient curative care;HF32: Cost sharing;2023;1152.0
225;HC13.1: General outpatient curative care;Total financing of residents;2021;4868.0
226;HC13.1: General outpatient curative care;Total financing of residents;2022;5031.0
227;HC13.1: General outpatient curative care;Total financing of residents;2023;5575.0
228;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2021;4787.0
229;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2022;4938.0
230;HC13.1: General outpatient curative care;HF1: Government, comp. contr. schemes;2023;5477.0
231;HC13.1: General outpatient curative care;HF11: Government schemes;2021;31.0
232;HC13.1: General outpatient curative care;HF11: Government schemes;2022;13.0
233;HC13.1: General outpatient curative care;HF11: Government schemes;2023;13.0
234;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2021;4757.0
235;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2022;4925.0
236;HC13.1: General outpatient curative care;HF12: Compulsory contributory schemes;2023;5464.0
237;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2021;0.0
238;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2022;0.0
239;HC13.1: General outpatient curative care;HF121a: Long-term care insurance;2023;0.0
240;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2021;
241;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2022;
242;HC13.1: General outpatient curative care;HF121b: Health Insurance Fund;2023;
243;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2021;4757.0
244;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2022;4925.0
245;HC13.1: General outpatient curative care;HF122: Compulsory private insurance;2023;5464.0
246;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2021;81.0
247;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2022;93.0
248;HC13.1: General outpatient curative care;Voluntary schemes (incl. OOP);2023;98.0
249;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2021;16.0
250;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2022;19.0
251;HC13.1: General outpatient curative care;HF2: Voluntary schemes;2023;21.0
252;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2021;16.0
253;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2022;19.0
254;HC13.1: General outpatient curative care;HF21: Voluntary health insurance schemes;2023;21.0
255;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2021;0.0
256;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2022;0.0
257;HC13.1: General outpatient curative care;HF22: Financing schemes NPISH;2023;0.0
258;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2021;0.0
259;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2022;0.0
260;HC13.1: General outpatient curative care;HF23: Enterprise financing schemes;2023;0.0
261;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2021;65.0
262;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2022;74.0
263;HC13.1: General outpatient curative care;HF3: Household out-of-pocket payments;2023;77.0
264;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2021;14.0
265;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2022;22.0
266;HC13.1: General outpatient curative care;HF31: Out-of-pocket excl cost sharing;2023;24.0
267;HC13.1: General outpatient curative care;HF32: Cost sharing;2021;51.0
268;HC13.1: General outpatient curative care;HF32: Cost sharing;2022;51.0
269;HC13.1: General outpatient curative care;HF32: Cost sharing;2023;53.0
270;HC13.2: Outpatient dental care;Total financing of residents;2021;2333.0
271;HC13.2: Outpatient dental care;Total financing of residents;2022;2379.0
272;HC13.2: Outpatient dental care;Total financing of residents;2023;2586.0
273;HC13.2: Outpatient dental care;HF1: Government, comp. contr. schemes;2021;710.0
274;HC13.2: Outpatient dental care;HF1: Government, comp. contr. schemes;2022;756.0
275;HC13.2: Outpatient dental care;HF1: Government, comp. contr. schemes;2023;841.0
276;HC13.2: Outpatient dental care;HF11: Government schemes;2021;14.0
277;HC13.2: Outpatient dental care;HF11: Government schemes;2022;9.0
278;HC13.2: Outpatient dental care;HF11: Government schemes;2023;9.0
279;HC13.2: Outpatient dental care;HF12: Compulsory contributory schemes;2021;696.0
280;HC13.2: Outpatient dental care;HF12: Compulsory contributory schemes;2022;747.0
281;HC13.2: Outpatient dental care;HF12: Compulsory contributory schemes;2023;831.0
282;HC13.2: Outpatient dental care;HF121a: Long-term care insurance;2021;95.0
283;HC13.2: Outpatient dental care;HF121a: Long-term care insurance;2022;103.0
284;HC13.2: Outpatient dental care;HF121a: Long-term care insurance;2023;122.0
285;HC13.2: Outpatient dental care;HF121b: Health Insurance Fund;2021;
286;HC13.2: Outpatient dental care;HF121b: Health Insurance Fund;2022;
287;HC13.2: Outpatient dental care;HF121b: Health Insurance Fund;2023;
288;HC13.2: Outpatient dental care;HF122: Compulsory private insurance;2021;601.0
289;HC13.2: Outpatient dental care;HF122: Compulsory private insurance;2022;644.0
290;HC13.2: Outpatient dental care;HF122: Compulsory private insurance;2023;709.0
291;HC13.2: Outpatient dental care;Voluntary schemes (incl. OOP);2021;1623.0
292;HC13.2: Outpatient dental care;Voluntary schemes (incl. OOP);2022;1623.0
293;HC13.2: Outpatient dental care;Voluntary schemes (incl. OOP);2023;1746.0
294;HC13.2: Outpatient dental care;HF2: Voluntary schemes;2021;1121.0
295;HC13.2: Outpatient dental care;HF2: Voluntary schemes;2022;1099.0
296;HC13.2: Outpatient dental care;HF2: Voluntary schemes;2023;1184.0
297;HC13.2: Outpatient dental care;HF21: Voluntary health insurance schemes;2021;1121.0
298;HC13.2: Outpatient dental care;HF21: Voluntary health insurance schemes;2022;1099.0
299;HC13.2: Outpatient dental care;HF21: Voluntary health insurance schemes;2023;1184.0
300;HC13.2: Outpatient dental care;HF22: Financing schemes NPISH;2021;0.0
301;HC13.2: Outpatient dental care;HF22: Financing schemes NPISH;2022;0.0
302;HC13.2: Outpatient dental care;HF22: Financing schemes NPISH;2023;0.0
303;HC13.2: Outpatient dental care;HF23: Enterprise financing schemes;2021;0.0
304;HC13.2: Outpatient dental care;HF23: Enterprise financing schemes;2022;0.0
305;HC13.2: Outpatient dental care;HF23: Enterprise financing schemes;2023;0.0
306;HC13.2: Outpatient dental care;HF3: Household out-of-pocket payments;2021;502.0
307;HC13.2: Outpatient dental care;HF3: Household out-of-pocket payments;2022;524.0
308;HC13.2: Outpatient dental care;HF3: Household out-of-pocket payments;2023;562.0
309;HC13.2: Outpatient dental care;HF31: Out-of-pocket excl cost sharing;2021;408.0
310;HC13.2: Outpatient dental care;HF31: Out-of-pocket excl cost sharing;2022;430.0
311;HC13.2: Outpatient dental care;HF31: Out-of-pocket excl cost sharing;2023;462.0
312;HC13.2: Outpatient dental care;HF32: Cost sharing;2021;94.0
313;HC13.2: Outpatient dental care;HF32: Cost sharing;2022;94.0
314;HC13.2: Outpatient dental care;HF32: Cost sharing;2023;100.0
315;HC13.3: Spec. outpatient curative care;Total financing of residents;2021;15690.0
316;HC13.3: Spec. outpatient curative care;Total financing of residents;2022;16462.0
317;HC13.3: Spec. outpatient curative care;Total financing of residents;2023;17876.0
318;HC13.3: Spec. outpatient curative care;HF1: Government, comp. contr. schemes;2021;14007.0
319;HC13.3: Spec. outpatient curative care;HF1: Government, comp. contr. schemes;2022;14566.0
320;HC13.3: Spec. outpatient curative care;HF1: Government, comp. contr. schemes;2023;15857.0
321;HC13.3: Spec. outpatient curative care;HF11: Government schemes;2021;1213.0
322;HC13.3: Spec. outpatient curative care;HF11: Government schemes;2022;1307.0
323;HC13.3: Spec. outpatient curative care;HF11: Government schemes;2023;1523.0
324;HC13.3: Spec. outpatient curative care;HF12: Compulsory contributory schemes;2021;12794.0
325;HC13.3: Spec. outpatient curative care;HF12: Compulsory contributory schemes;2022;13259.0
326;HC13.3: Spec. outpatient curative care;HF12: Compulsory contributory schemes;2023;14334.0
327;HC13.3: Spec. outpatient curative care;HF121a: Long-term care insurance;2021;0.0
328;HC13.3: Spec. outpatient curative care;HF121a: Long-term care insurance;2022;0.0
329;HC13.3: Spec. outpatient curative care;HF121a: Long-term care insurance;2023;0.0
330;HC13.3: Spec. outpatient curative care;HF121b: Health Insurance Fund;2021;
331;HC13.3: Spec. outpatient curative care;HF121b: Health Insurance Fund;2022;
332;HC13.3: Spec. outpatient curative care;HF121b: Health Insurance Fund;2023;
333;HC13.3: Spec. outpatient curative care;HF122: Compulsory private insurance;2021;12794.0
334;HC13.3: Spec. outpatient curative care;HF122: Compulsory private insurance;2022;13259.0
335;HC13.3: Spec. outpatient curative care;HF122: Compulsory private insurance;2023;14334.0
336;HC13.3: Spec. outpatient curative care;Voluntary schemes (incl. OOP);2021;1682.0
337;HC13.3: Spec. outpatient curative care;Voluntary schemes (incl. OOP);2022;1896.0
338;HC13.3: Spec. outpatient curative care;Voluntary schemes (incl. OOP);2023;2019.0
339;HC13.3: Spec. outpatient curative care;HF2: Voluntary schemes;2021;15.0
340;HC13.3: Spec. outpatient curative care;HF2: Voluntary schemes;2022;13.0
341;HC13.3: Spec. outpatient curative care;HF2: Voluntary schemes;2023;15.0
342;HC13.3: Spec. outpatient curative care;HF21: Voluntary health insurance schemes;2021;15.0
343;HC13.3: Spec. outpatient curative care;HF21: Voluntary health insurance schemes;2022;13.0
344;HC13.3: Spec. outpatient curative care;HF21: Voluntary health insurance schemes;2023;15.0
345;HC13.3: Spec. outpatient curative care;HF22: Financing schemes NPISH;2021;0.0
346;HC13.3: Spec. outpatient curative care;HF22: Financing schemes NPISH;2022;0.0
347;HC13.3: Spec. outpatient curative care;HF22: Financing schemes NPISH;2023;0.0
348;HC13.3: Spec. outpatient curative care;HF23: Enterprise financing schemes;2021;0.0
349;HC13.3: Spec. outpatient curative care;HF23: Enterprise financing schemes;2022;0.0
350;HC13.3: Spec. outpatient curative care;HF23: Enterprise financing schemes;2023;0.0
351;HC13.3: Spec. outpatient curative care;HF3: Household out-of-pocket payments;2021;1668.0
352;HC13.3: Spec. outpatient curative care;HF3: Household out-of-pocket payments;2022;1883.0
353;HC13.3: Spec. outpatient curative care;HF3: Household out-of-pocket payments;2023;2004.0
354;HC13.3: Spec. outpatient curative care;HF31: Out-of-pocket excl cost sharing;2021;789.0
355;HC13.3: Spec. outpatient curative care;HF31: Out-of-pocket excl cost sharing;2022;958.0
356;HC13.3: Spec. outpatient curative care;HF31: Out-of-pocket excl cost sharing;2023;1055.0
357;HC13.3: Spec. outpatient curative care;HF32: Cost sharing;2021;879.0
358;HC13.3: Spec. outpatient curative care;HF32: Cost sharing;2022;925.0
359;HC13.3: Spec. outpatient curative care;HF32: Cost sharing;2023;949.0
360;HC13.9: Other outpatient curative care;Total financing of residents;2021;3010.0
361;HC13.9: Other outpatient curative care;Total financing of residents;2022;3352.0
362;HC13.9: Other outpatient curative care;Total financing of residents;2023;3680.0
363;HC13.9: Other outpatient curative care;HF1: Government, comp. contr. schemes;2021;1355.0
364;HC13.9: Other outpatient curative care;HF1: Government, comp. contr. schemes;2022;1315.0
365;HC13.9: Other outpatient curative care;HF1: Government, comp. contr. schemes;2023;1441.0
366;HC13.9: Other outpatient curative care;HF11: Government schemes;2021;329.0
367;HC13.9: Other outpatient curative care;HF11: Government schemes;2022;346.0
368;HC13.9: Other outpatient curative care;HF11: Government schemes;2023;367.0
369;HC13.9: Other outpatient curative care;HF12: Compulsory contributory schemes;2021;1025.0
370;HC13.9: Other outpatient curative care;HF12: Compulsory contributory schemes;2022;970.0
371;HC13.9: Other outpatient curative care;HF12: Compulsory contributory schemes;2023;1073.0
372;HC13.9: Other outpatient curative care;HF121a: Long-term care insurance;2021;0.0
373;HC13.9: Other outpatient curative care;HF121a: Long-term care insurance;2022;0.0
374;HC13.9: Other outpatient curative care;HF121a: Long-term care insurance;2023;1.0
