ID;Geslacht;Migratieachtergrond;GestandaardiseerdInkomen;WoonsituatieKind;Perioden;EindtoetsGemiddeldeTotaalscore_1;Taal_2;RekenenWiskunde_3;Studievaardigheden_4
18;Totaal jongens en meisjes;Totaal;Totaal;Woont met beide juridische ouders;2011/'12;536.0;7.0;7.0;8.0
19;Totaal jongens en meisjes;Totaal;Totaal;Woont met beide juridische ouders;2012/'13;536.0;6.0;7.0;7.0
20;Totaal jongens en meisjes;Totaal;Totaal;Woont met beide juridische ouders;2013/'14;536.0;7.0;7.0;7.0
21;Totaal jongens en meisjes;Totaal;Totaal;Woont met beide juridische ouders;2014/'15;536.0;6.0;7.0;
22;Totaal jongens en meisjes;Totaal;Totaal;Woont met beide juridische ouders;2015/'16;535.0;7.0;8.0;
23;Totaal jongens en meisjes;Totaal;Totaal;Woont met beide juridische ouders;2016/'17;536.0;8.0;8.0;
24;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2005/'06;532.0;-13.0;-23.0;-25.0
25;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2006/'07;533.0;-18.0;-20.0;-22.0
26;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2007/'08;533.0;-19.0;-21.0;-21.0
27;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2008/'09;533.0;-19.0;-21.0;-23.0
28;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2009/'10;533.0;-18.0;-21.0;-23.0
29;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2010/'11;533.0;-18.0;-22.0;-23.0
30;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2011/'12;533.0;-21.0;-22.0;-24.0
31;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2012/'13;532.0;-21.0;-23.0;-25.0
32;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2013/'14;532.0;-23.0;-24.0;-25.0
33;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2014/'15;533.0;-21.0;-23.0;
34;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2015/'16;532.0;-22.0;-26.0;
35;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met moeder;2016/'17;533.0;-23.0;-27.0;
36;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2005/'06;534.0;-5.0;-10.0;-10.0
37;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2006/'07;534.0;-9.0;-5.0;-7.0
38;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2007/'08;534.0;-11.0;-8.0;-12.0
39;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2008/'09;534.0;-10.0;-5.0;-11.0
40;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2009/'10;535.0;-7.0;-6.0;-5.0
41;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2010/'11;535.0;-3.0;-5.0;-4.0
42;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2011/'12;534.0;-12.0;-9.0;-11.0
43;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2012/'13;534.0;-9.0;-8.0;-10.0
44;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2013/'14;534.0;-9.0;-9.0;-8.0
45;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2014/'15;534.0;-9.0;-7.0;
46;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2015/'16;534.0;-8.0;-7.0;
47;Totaal jongens en meisjes;Totaal;Totaal;Woont alleen met vader;2016/'17;534.0;-9.0;-7.0;
48;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2005/'06;533.0;-9.0;-19.0;-18.0
49;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2006/'07;533.0;-17.0;-21.0;-19.0
50;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2007/'08;533.0;-16.0;-20.0;-18.0
51;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2008/'09;533.0;-15.0;-21.0;-19.0
52;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2009/'10;534.0;-14.0;-19.0;-16.0
53;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2010/'11;534.0;-16.0;-20.0;-16.0
54;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2011/'12;534.0;-16.0;-19.0;-14.0
55;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2012/'13;533.0;-19.0;-24.0;-20.0
56;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2013/'14;532.0;-20.0;-22.0;-18.0
57;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2014/'15;533.0;-18.0;-22.0;
58;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2015/'16;532.0;-18.0;-25.0;
59;Totaal jongens en meisjes;Totaal;Totaal;Woont met moeder en partner;2016/'17;533.0;-16.0;-19.0;
60;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2005/'06;532.0;-19.0;-21.0;-23.0
61;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2006/'07;533.0;-18.0;-18.0;-17.0
62;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2007/'08;533.0;-14.0;-15.0;-14.0
63;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2008/'09;533.0;-15.0;-16.0;-16.0
64;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2009/'10;533.0;-19.0;-19.0;-22.0
65;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2010/'11;534.0;-14.0;-15.0;-15.0
66;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2011/'12;534.0;-12.0;-12.0;-7.0
67;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2012/'13;533.0;-17.0;-17.0;-15.0
68;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2013/'14;532.0;-21.0;-25.0;-20.0
69;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2014/'15;534.0;-8.0;-11.0;
70;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2015/'16;533.0;-14.0;-14.0;
71;Totaal jongens en meisjes;Totaal;Totaal;Woont met vader en partner;2016/'17;534.0;-13.0;-16.0;
72;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2005/'06;529.0;-42.0;-55.0;-54.0
73;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2006/'07;530.0;-43.0;-51.0;-50.0
74;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2007/'08;530.0;-43.0;-53.0;-48.0
75;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2008/'09;530.0;-42.0;-50.0;-49.0
76;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2009/'10;530.0;-48.0;-57.0;-53.0
77;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2010/'11;530.0;-52.0;-58.0;-54.0
78;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2011/'12;530.0;-51.0;-58.0;-57.0
79;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2012/'13;528.0;-57.0;-65.0;-59.0
80;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2013/'14;528.0;-54.0;-57.0;-58.0
81;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2014/'15;529.0;-50.0;-52.0;
82;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2015/'16;529.0;-43.0;-55.0;
83;Totaal jongens en meisjes;Totaal;Totaal;Woont zonder ouders;2016/'17;530.0;-50.0;-58.0;
84;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2005/'06;531.0;-28.0;-27.0;-35.0
85;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2006/'07;531.0;-37.0;-28.0;-35.0
86;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2007/'08;531.0;-36.0;-28.0;-33.0
87;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2008/'09;531.0;-37.0;-26.0;-37.0
88;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2009/'10;532.0;-34.0;-27.0;-35.0
89;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2010/'11;532.0;-36.0;-26.0;-34.0
90;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2011/'12;532.0;-33.0;-25.0;-35.0
91;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2012/'13;531.0;-37.0;-26.0;-35.0
92;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2013/'14;531.0;-36.0;-27.0;-36.0
93;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2014/'15;532.0;-32.0;-26.0;
94;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2015/'16;531.0;-37.0;-34.0;
95;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2016/'17;532.0;-35.0;-33.0;
96;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2005/'06;531.0;-29.0;-24.0;-34.0
97;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2006/'07;531.0;-37.0;-23.0;-33.0
98;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2007/'08;532.0;-34.0;-21.0;-29.0
99;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2008/'09;532.0;-37.0;-20.0;-34.0
100;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2009/'10;532.0;-34.0;-21.0;-31.0
101;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2010/'11;533.0;-35.0;-19.0;-30.0
102;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2011/'12;533.0;-29.0;-16.0;-30.0
103;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2012/'13;532.0;-35.0;-18.0;-29.0
104;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2013/'14;532.0;-31.0;-17.0;-30.0
105;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2014/'15;532.0;-29.0;-18.0;
106;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2015/'16;532.0;-33.0;-25.0;
107;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met beide juridische ouders;2016/'17;533.0;-29.0;-22.0;
108;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2005/'06;531.0;-24.0;-31.0;-36.0
109;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2006/'07;531.0;-35.0;-33.0;-37.0
110;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2007/'08;531.0;-36.0;-34.0;-37.0
111;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2008/'09;531.0;-36.0;-32.0;-40.0
112;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2009/'10;531.0;-35.0;-34.0;-39.0
113;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2010/'11;532.0;-36.0;-34.0;-39.0
114;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2011/'12;532.0;-36.0;-33.0;-39.0
115;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2012/'13;531.0;-37.0;-34.0;-40.0
116;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2013/'14;530.0;-41.0;-38.0;-42.0
117;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2014/'15;531.0;-35.0;-35.0;
118;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2015/'16;530.0;-42.0;-45.0;
119;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met moeder;2016/'17;530.0;-43.0;-48.0;
120;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2005/'06;531.0;-25.0;-28.0;-32.0
121;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2006/'07;531.0;-36.0;-24.0;-34.0
122;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2007/'08;531.0;-48.0;-30.0;-41.0
123;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2008/'09;531.0;-41.0;-31.0;-43.0
124;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2009/'10;533.0;-25.0;-27.0;-24.0
125;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2010/'11;532.0;-34.0;-24.0;-32.0
126;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2011/'12;532.0;-29.0;-25.0;-29.0
127;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2012/'13;532.0;-31.0;-23.0;-28.0
128;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2013/'14;531.0;-35.0;-29.0;-36.0
129;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2014/'15;532.0;-30.0;-28.0;
130;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2015/'16;531.0;-39.0;-36.0;
131;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont alleen met vader;2016/'17;530.0;-50.0;-45.0;
132;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2005/'06;530.0;-34.0;-37.0;-43.0
133;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2006/'07;531.0;-33.0;-34.0;-36.0
134;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2007/'08;530.0;-40.0;-41.0;-40.0
135;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2008/'09;531.0;-37.0;-31.0;-40.0
136;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2009/'10;531.0;-37.0;-39.0;-40.0
137;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2010/'11;532.0;-37.0;-35.0;-33.0
138;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2011/'12;531.0;-42.0;-35.0;-42.0
139;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2012/'13;530.0;-47.0;-45.0;-45.0
140;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2013/'14;530.0;-43.0;-38.0;-42.0
141;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2014/'15;530.0;-46.0;-45.0;
142;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2015/'16;530.0;-37.0;-41.0;
143;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met moeder en partner;2016/'17;531.0;-38.0;-41.0;
144;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2005/'06;529.0;-49.0;-41.0;-52.0
145;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2006/'07;528.0;-58.0;-55.0;-57.0
146;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2007/'08;530.0;-45.0;-45.0;-49.0
147;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2008/'09;530.0;-55.0;-24.0;-51.0
148;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2009/'10;531.0;-39.0;-35.0;-42.0
149;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2010/'11;530.0;-62.0;-48.0;-58.0
150;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2011/'12;530.0;-62.0;-40.0;-53.0
151;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2012/'13;530.0;-52.0;-29.0;-48.0
152;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2013/'14;530.0;-44.0;-41.0;-49.0
153;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2014/'15;532.0;-33.0;-26.0;
154;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2015/'16;529.0;-54.0;-48.0;
155;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont met vader en partner;2016/'17;531.0;-41.0;-45.0;
156;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2005/'06;528.0;-56.0;-59.0;-69.0
157;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2006/'07;527.0;-67.0;-61.0;-71.0
158;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2007/'08;528.0;-56.0;-62.0;-61.0
159;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2008/'09;527.0;-72.0;-64.0;-78.0
160;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2009/'10;529.0;-60.0;-53.0;-64.0
161;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2010/'11;529.0;-59.0;-63.0;-61.0
162;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2011/'12;529.0;-54.0;-56.0;-66.0
163;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2012/'13;526.0;-77.0;-80.0;-80.0
164;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2013/'14;528.0;-65.0;-57.0;-65.0
165;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2014/'15;528.0;-64.0;-57.0;
166;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2015/'16;528.0;-56.0;-65.0;
167;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Woont zonder ouders;2016/'17;529.0;-62.0;-54.0;
168;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2005/'06;533.0;-9.0;-15.0;-15.0
169;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2006/'07;533.0;-18.0;-17.0;-18.0
170;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2007/'08;533.0;-18.0;-18.0;-17.0
171;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2008/'09;533.0;-19.0;-18.0;-20.0
172;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2009/'10;533.0;-18.0;-17.0;-17.0
173;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2010/'11;534.0;-18.0;-17.0;-18.0
174;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2011/'12;534.0;-18.0;-18.0;-17.0
175;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2012/'13;533.0;-19.0;-18.0;-19.0
176;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2013/'14;533.0;-20.0;-19.0;-19.0
177;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2014/'15;533.0;-19.0;-18.0;
178;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2015/'16;532.0;-20.0;-21.0;
179;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Totaal ;2016/'17;533.0;-17.0;-18.0;
180;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2005/'06;533.0;-9.0;-13.0;-13.0
181;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2006/'07;533.0;-17.0;-15.0;-16.0
182;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2007/'08;533.0;-17.0;-16.0;-16.0
183;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2008/'09;533.0;-19.0;-16.0;-18.0
184;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2009/'10;534.0;-18.0;-15.0;-15.0
185;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2010/'11;534.0;-17.0;-14.0;-15.0
186;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2011/'12;534.0;-16.0;-14.0;-15.0
187;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2012/'13;533.0;-17.0;-15.0;-16.0
188;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2013/'14;533.0;-18.0;-16.0;-17.0
189;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2014/'15;533.0;-16.0;-14.0;
190;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2015/'16;533.0;-18.0;-17.0;
191;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont met beide juridische ouders;2016/'17;534.0;-14.0;-14.0;
192;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont alleen met moeder;2005/'06;533.0;-4.0;-18.0;-17.0
193;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont alleen met moeder;2006/'07;533.0;-14.0;-20.0;-19.0
194;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont alleen met moeder;2007/'08;533.0;-15.0;-19.0;-18.0
195;Totaal jongens en meisjes;Totaal;Gestandaardiseerd inkomen, 2e 20%-groep;Woont alleen met moeder;2008/'09;533.0;-15.0;-20.0;-21.0
