ID;Geslacht;Leeftijd;IndicatieGrondslag;IndicatieZZV;GebruikZZV;Persoonskenmerken;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3;UrenInJaar_4;DagdelenInJaar_5
11;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: eenpersoonshuishouden;2014;454005.0;15.74;385475.0;;
12;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: eenouderhuishouden;2009;49780.0;4.05;38745.0;;
13;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: eenouderhuishouden;2010;57580.0;4.57;43520.0;;
14;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: eenouderhuishouden;2011;61690.0;4.75;47180.0;;
15;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: eenouderhuishouden;2012;61500.0;4.66;47915.0;;
16;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: eenouderhuishouden;2013;60235.0;4.47;47545.0;;
17;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: eenouderhuishouden;2014;59980.0;4.34;47795.0;;
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar met kinderen;2009;98710.0;1.2;72230.0;;
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar met kinderen;2010;114810.0;1.4;80235.0;;
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar met kinderen;2011;115875.0;1.41;82455.0;;
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar met kinderen;2012;109510.0;1.34;80905.0;;
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar met kinderen;2013;103730.0;1.27;78280.0;;
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar met kinderen;2014;101415.0;1.25;77135.0;;
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar zonder kinderen;2009;232740.0;5.35;150860.0;;
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar zonder kinderen;2010;248560.0;5.69;161030.0;;
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar zonder kinderen;2011;256935.0;5.87;170740.0;;
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar zonder kinderen;2012;259350.0;5.9;173665.0;;
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar zonder kinderen;2013;254305.0;5.76;168930.0;;
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: paar zonder kinderen;2014;250410.0;5.64;167470.0;;
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: overige huishoudens;2009;20030.0;5.8;14490.0;;
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: overige huishoudens;2010;19685.0;5.65;13640.0;;
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: overige huishoudens;2011;22170.0;6.37;15330.0;;
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: overige huishoudens;2012;20670.0;6.0;14175.0;;
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: overige huishoudens;2013;17920.0;4.94;11900.0;;
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Huishouden: overige huishoudens;2014;18915.0;4.87;13545.0;;
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: autochtoon;2009;691855.0;5.17;526745.0;;
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: autochtoon;2010;730030.0;5.45;550350.0;;
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: autochtoon;2011;754160.0;5.63;577810.0;;
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: autochtoon;2012;754460.0;5.63;582740.0;;
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: autochtoon;2013;739810.0;5.52;566535.0;;
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: autochtoon;2014;730010.0;5.45;567500.0;;
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: allochtoon;2009;121955.0;3.51;94650.0;;
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: allochtoon;2010;140025.0;3.95;106600.0;;
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: allochtoon;2011;150330.0;4.15;115930.0;;
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: allochtoon;2012;152675.0;4.15;120300.0;;
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: allochtoon;2013;153315.0;4.1;119960.0;;
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: allochtoon;2014;154710.0;4.07;123915.0;;
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: westerse allochtoon;2009;70650.0;4.52;53660.0;;
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: westerse allochtoon;2010;75965.0;4.77;57300.0;;
50;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: westerse allochtoon;2011;79370.0;4.88;60780.0;;
51;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: westerse allochtoon;2012;80060.0;4.84;61920.0;;
52;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: westerse allochtoon;2013;79420.0;4.73;61065.0;;
53;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: westerse allochtoon;2014;79360.0;4.65;61865.0;;
54;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: niet-westerse allochtoon;2009;51305.0;2.69;40995.0;;
55;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: niet-westerse allochtoon;2010;64060.0;3.28;49295.0;;
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: niet-westerse allochtoon;2011;70960.0;3.56;55150.0;;
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: niet-westerse allochtoon;2012;72610.0;3.58;58380.0;;
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: niet-westerse allochtoon;2013;73890.0;3.59;58900.0;;
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: niet-westerse allochtoon;2014;75350.0;3.59;62050.0;;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Suriname;2009;14115.0;4.06;11425.0;;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Suriname;2010;16085.0;4.59;12755.0;;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Suriname;2011;17550.0;4.97;13990.0;;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Suriname;2012;18025.0;5.09;14760.0;;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Suriname;2013;18290.0;5.15;14475.0;;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Suriname;2014;18180.0;5.12;15040.0;;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Nederlandse Antillen of Aruba;2009;4225.0;2.94;3345.0;;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Nederlandse Antillen of Aruba;2010;5145.0;3.5;3855.0;;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Nederlandse Antillen of Aruba;2011;5830.0;3.9;4390.0;;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Nederlandse Antillen of Aruba;2012;6010.0;3.97;4720.0;;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Nederlandse Antillen of Aruba;2013;6185.0;4.04;4880.0;;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Nederlandse Antillen of Aruba;2014;6520.0;4.22;5295.0;;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Turkije;2009;11960.0;3.07;9455.0;;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Turkije;2010;16125.0;4.08;12445.0;;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Turkije;2011;18135.0;4.53;14170.0;;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Turkije;2012;18390.0;4.56;14900.0;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Turkije;2013;18515.0;4.57;14895.0;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Turkije;2014;18410.0;4.53;15265.0;;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Marokko;2009;8970.0;2.53;7280.0;;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Marokko;2010;11475.0;3.18;8840.0;;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Marokko;2011;12705.0;3.45;9870.0;;
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Marokko;2012;12985.0;3.47;10440.0;;
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Marokko;2013;13285.0;3.5;10700.0;;
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: Marokko;2014;13825.0;3.58;11460.0;;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: overig niet-westers allochtoon;2009;12035.0;1.79;9490.0;;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: overig niet-westers allochtoon;2010;15235.0;2.18;11400.0;;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: overig niet-westers allochtoon;2011;16740.0;2.31;12725.0;;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: overig niet-westers allochtoon;2012;17205.0;2.32;13560.0;;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: overig niet-westers allochtoon;2013;17620.0;2.3;13945.0;;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Herkomst: overig niet-westers allochtoon;2014;18420.0;2.31;14985.0;;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 1e 10%-groep;2009;75295.0;4.47;59255.0;;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 1e 10%-groep;2010;71280.0;4.21;53775.0;;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 1e 10%-groep;2011;72640.0;4.27;55260.0;;
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 1e 10%-groep;2012;69845.0;4.09;54020.0;;
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 1e 10%-groep;2013;68735.0;4.01;53305.0;;
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 1e 10%-groep;2014;64215.0;3.73;50835.0;;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 2e 10%-groep;2009;203085.0;12.06;163630.0;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 2e 10%-groep;2010;198920.0;11.75;159555.0;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 2e 10%-groep;2011;198305.0;11.65;161400.0;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 2e 10%-groep;2012;196320.0;11.5;161700.0;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 2e 10%-groep;2013;194490.0;11.35;158455.0;;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 2e 10%-groep;2014;181075.0;10.53;150855.0;;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 3e 10%-groep;2009;158110.0;9.39;124695.0;;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 3e 10%-groep;2010;186150.0;11.0;146410.0;;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 3e 10%-groep;2011;197340.0;11.6;157785.0;;
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 3e 10%-groep;2012;199410.0;11.67;160660.0;;
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 3e 10%-groep;2013;198740.0;11.6;157890.0;;
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 3e 10%-groep;2014;206645.0;12.02;167830.0;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 4e 10%-groep;2009;101975.0;6.05;78625.0;;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 4e 10%-groep;2010;119280.0;7.04;91580.0;;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 4e 10%-groep;2011;133720.0;7.86;104290.0;;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 4e 10%-groep;2012;136190.0;7.97;107035.0;;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 4e 10%-groep;2013;135030.0;7.88;104815.0;;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Totaal indicatie en/of gebruik ZZV;Inkomen: 4e 10%-groep;2014;143845.0;8.36;113745.0;;
