ID;Geslacht;GeboortelandOuders;Herkomstland;Perioden;Personen_1;GemiddeldGestandaardiseerdInkomen_2;PersonenMetInkomen_3;GemiddeldPersoonlijkInkomen_4;PersonenEconomischZelfstandig_5;PersonenMetLaagInkomen_6
34;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);2019;1275.6;32.5;1011.4;33.1;70.1;7.1
35;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);2020;1322.2;33.0;1047.5;34.0;69.5;6.5
36;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);2021;1357.6;34.8;1080.5;35.8;71.8;6.0
37;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);2022;1403.7;37.0;1135.6;37.5;74.7;4.6
38;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);2023;1528.9;38.4;1227.3;39.0;73.1;6.6
39;Totaal mannen en vrouwen;Totaal;België;2011;121.6;28.2;95.5;29.9;65.5;5.8
40;Totaal mannen en vrouwen;Totaal;België;2012;122.3;28.4;95.7;30.2;65.7;6.6
41;Totaal mannen en vrouwen;Totaal;België;2013;122.9;28.5;95.8;30.7;65.2;7.3
42;Totaal mannen en vrouwen;Totaal;België;2014;123.2;30.4;96.1;31.5;65.5;7.0
43;Totaal mannen en vrouwen;Totaal;België;2015;124.1;30.0;96.7;31.9;66.3;6.8
44;Totaal mannen en vrouwen;Totaal;België;2016;124.9;31.2;97.4;32.5;67.4;6.2
45;Totaal mannen en vrouwen;Totaal;België;2017;126.2;32.3;98.5;33.7;68.4;6.1
46;Totaal mannen en vrouwen;Totaal;België;2018;127.5;32.7;99.5;34.2;69.8;6.1
47;Totaal mannen en vrouwen;Totaal;België;2019;128.7;35.6;100.8;35.2;70.7;5.7
48;Totaal mannen en vrouwen;Totaal;België;2020;129.8;35.8;101.6;36.1;70.5;5.2
49;Totaal mannen en vrouwen;Totaal;België;2021;131.0;37.3;103.2;37.4;72.3;4.7
50;Totaal mannen en vrouwen;Totaal;België;2022;132.0;39.8;106.0;38.6;74.5;3.6
51;Totaal mannen en vrouwen;Totaal;België;2023;132.5;42.5;106.0;41.1;74.5;3.2
52;Totaal mannen en vrouwen;Totaal;Duitsland;2011;376.1;26.4;323.8;27.4;61.5;5.2
53;Totaal mannen en vrouwen;Totaal;Duitsland;2012;372.7;26.5;321.9;27.5;62.0;5.7
54;Totaal mannen en vrouwen;Totaal;Duitsland;2013;368.4;26.6;318.3;27.8;62.0;6.2
55;Totaal mannen en vrouwen;Totaal;Duitsland;2014;363.6;28.2;314.4;28.4;62.6;5.9
56;Totaal mannen en vrouwen;Totaal;Duitsland;2015;359.9;28.0;311.6;28.9;63.6;5.6
57;Totaal mannen en vrouwen;Totaal;Duitsland;2016;355.9;29.1;308.6;29.6;64.9;5.2
58;Totaal mannen en vrouwen;Totaal;Duitsland;2017;353.1;30.2;307.3;30.6;66.1;5.1
59;Totaal mannen en vrouwen;Totaal;Duitsland;2018;350.2;30.3;305.5;30.8;67.9;5.1
60;Totaal mannen en vrouwen;Totaal;Duitsland;2019;347.4;32.8;303.6;31.8;69.1;4.8
61;Totaal mannen en vrouwen;Totaal;Duitsland;2020;344.3;33.3;300.6;32.7;69.0;4.5
62;Totaal mannen en vrouwen;Totaal;Duitsland;2021;341.2;34.9;298.3;34.0;70.9;4.2
63;Totaal mannen en vrouwen;Totaal;Duitsland;2022;338.5;36.9;298.1;35.7;72.9;3.1
64;Totaal mannen en vrouwen;Totaal;Duitsland;2023;334.1;39.9;293.2;38.2;73.2;2.7
65;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2011;79.6;31.4;57.7;37.8;67.8;6.8
66;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2012;80.0;31.8;58.6;37.9;68.2;7.3
67;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2013;81.0;31.8;59.5;38.4;67.7;7.8
68;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2014;81.9;34.1;60.4;39.7;67.8;7.5
69;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2015;82.9;34.1;61.4;41.0;68.7;7.1
70;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2016;84.2;35.8;62.8;41.4;69.8;6.5
71;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2017;85.9;37.0;64.7;42.1;70.7;6.4
72;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2018;88.2;37.0;67.1;42.1;72.2;6.2
73;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2019;91.2;39.7;69.9;43.5;73.3;5.9
74;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2020;94.9;40.3;72.5;44.1;72.3;5.6
75;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2021;97.8;42.9;75.2;46.9;74.2;5.1
76;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2022;98.4;45.8;77.5;48.9;76.8;3.9
77;Totaal mannen en vrouwen;Totaal;Verenigd Koninkrijk;2023;98.9;48.7;78.2;51.7;77.0;3.7
78;Totaal mannen en vrouwen;Totaal;Bulgarije;2011;12.6;17.4;8.1;18.8;45.5;33.2
79;Totaal mannen en vrouwen;Totaal;Bulgarije;2012;14.0;16.9;8.8;18.5;43.6;36.2
80;Totaal mannen en vrouwen;Totaal;Bulgarije;2013;14.9;17.2;9.2;19.0;43.1;37.9
81;Totaal mannen en vrouwen;Totaal;Bulgarije;2014;17.3;17.7;11.3;18.9;44.3;32.6
82;Totaal mannen en vrouwen;Totaal;Bulgarije;2015;19.9;18.5;13.3;19.4;46.1;29.8
83;Totaal mannen en vrouwen;Totaal;Bulgarije;2016;22.3;19.5;15.0;20.2;48.6;27.0
84;Totaal mannen en vrouwen;Totaal;Bulgarije;2017;24.7;20.5;16.9;21.4;52.4;23.2
85;Totaal mannen en vrouwen;Totaal;Bulgarije;2018;28.0;21.3;19.5;22.9;56.6;20.1
86;Totaal mannen en vrouwen;Totaal;Bulgarije;2019;31.6;23.0;22.5;24.0;60.2;17.7
87;Totaal mannen en vrouwen;Totaal;Bulgarije;2020;36.8;23.6;26.7;24.4;58.6;15.4
88;Totaal mannen en vrouwen;Totaal;Bulgarije;2021;41.3;25.2;30.2;25.5;61.1;14.6
89;Totaal mannen en vrouwen;Totaal;Bulgarije;2022;46.1;27.7;34.8;27.4;66.4;11.4
90;Totaal mannen en vrouwen;Totaal;Bulgarije;2023;51.2;28.4;38.6;28.8;65.2;12.4
91;Totaal mannen en vrouwen;Totaal;Polen;2011;82.9;21.1;61.1;22.6;61.6;13.0
92;Totaal mannen en vrouwen;Totaal;Polen;2012;95.9;20.6;71.3;22.4;61.6;15.0
93;Totaal mannen en vrouwen;Totaal;Polen;2013;106.7;20.7;79.2;22.5;61.2;15.4
94;Totaal mannen en vrouwen;Totaal;Polen;2014;119.0;21.5;88.4;22.8;62.5;14.0
95;Totaal mannen en vrouwen;Totaal;Polen;2015;133.4;21.7;99.7;23.1;63.8;11.7
96;Totaal mannen en vrouwen;Totaal;Polen;2016;145.2;22.9;108.6;23.8;66.4;10.3
97;Totaal mannen en vrouwen;Totaal;Polen;2017;156.5;23.9;117.6;24.8;69.0;8.8
98;Totaal mannen en vrouwen;Totaal;Polen;2018;168.3;25.0;127.4;26.0;71.4;8.0
99;Totaal mannen en vrouwen;Totaal;Polen;2019;180.6;26.4;137.3;27.2;72.7;7.1
100;Totaal mannen en vrouwen;Totaal;Polen;2020;192.8;27.5;147.2;28.2;72.4;6.4
101;Totaal mannen en vrouwen;Totaal;Polen;2021;203.3;29.1;156.7;29.5;75.2;5.7
102;Totaal mannen en vrouwen;Totaal;Polen;2022;214.4;31.0;167.6;31.4;77.9;4.6
103;Totaal mannen en vrouwen;Totaal;Polen;2023;224.5;33.5;176.4;33.4;77.8;4.5
104;Totaal mannen en vrouwen;Totaal;Roemenië;2011;13.8;23.7;9.0;26.1;53.6;15.4
105;Totaal mannen en vrouwen;Totaal;Roemenië;2012;14.8;23.6;9.6;26.7;54.7;16.5
106;Totaal mannen en vrouwen;Totaal;Roemenië;2013;15.6;24.0;10.1;27.5;54.7;17.5
107;Totaal mannen en vrouwen;Totaal;Roemenië;2014;16.9;25.5;11.3;27.9;55.2;16.4
108;Totaal mannen en vrouwen;Totaal;Roemenië;2015;19.0;25.2;12.9;28.2;56.9;15.3
109;Totaal mannen en vrouwen;Totaal;Roemenië;2016;21.0;26.0;14.6;28.6;59.2;13.9
110;Totaal mannen en vrouwen;Totaal;Roemenië;2017;22.9;26.8;16.2;29.4;62.1;12.3
111;Totaal mannen en vrouwen;Totaal;Roemenië;2018;26.8;26.8;19.6;29.7;65.4;11.1
112;Totaal mannen en vrouwen;Totaal;Roemenië;2019;31.3;28.5;23.5;30.5;68.1;10.1
113;Totaal mannen en vrouwen;Totaal;Roemenië;2020;35.8;29.3;27.3;31.6;68.5;8.6
114;Totaal mannen en vrouwen;Totaal;Roemenië;2021;39.5;31.1;30.4;34.0;71.5;8.1
115;Totaal mannen en vrouwen;Totaal;Roemenië;2022;44.5;32.5;35.2;35.1;75.5;6.6
116;Totaal mannen en vrouwen;Totaal;Roemenië;2023;49.7;34.7;39.4;37.4;76.1;6.2
117;Totaal mannen en vrouwen;Totaal;Overig Europa;2011;349.6;25.7;257.0;28.3;61.4;10.4
118;Totaal mannen en vrouwen;Totaal;Overig Europa;2012;360.6;25.9;265.0;28.7;61.3;12.1
119;Totaal mannen en vrouwen;Totaal;Overig Europa;2013;372.2;26.1;273.6;29.1;60.7;13.2
120;Totaal mannen en vrouwen;Totaal;Overig Europa;2014;383.5;27.7;282.4;29.9;61.2;12.5
121;Totaal mannen en vrouwen;Totaal;Overig Europa;2015;395.9;27.9;292.6;30.8;62.4;11.5
122;Totaal mannen en vrouwen;Totaal;Overig Europa;2016;409.1;29.2;303.5;31.4;63.9;10.5
123;Totaal mannen en vrouwen;Totaal;Overig Europa;2017;424.6;30.3;317.4;32.4;65.6;9.8
124;Totaal mannen en vrouwen;Totaal;Overig Europa;2018;443.3;30.8;334.6;33.3;67.8;9.4
125;Totaal mannen en vrouwen;Totaal;Overig Europa;2019;464.9;33.2;353.8;34.7;69.6;8.6
126;Totaal mannen en vrouwen;Totaal;Overig Europa;2020;487.7;33.8;371.5;35.8;68.8;7.8
127;Totaal mannen en vrouwen;Totaal;Overig Europa;2021;503.6;35.9;386.5;38.0;71.2;7.2
128;Totaal mannen en vrouwen;Totaal;Overig Europa;2022;529.7;38.2;416.4;39.9;74.4;5.4
129;Totaal mannen en vrouwen;Totaal;Overig Europa;2023;638.0;37.9;495.4;40.0;70.9;10.3
130;Totaal mannen en vrouwen;Totaal;Buiten Europa;2011;2385.6;21.9;1718.1;24.5;54.9;16.4
131;Totaal mannen en vrouwen;Totaal;Buiten Europa;2012;2422.3;22.0;1748.8;24.7;53.8;19.3
132;Totaal mannen en vrouwen;Totaal;Buiten Europa;2013;2449.2;22.1;1772.1;24.9;52.6;21.0
133;Totaal mannen en vrouwen;Totaal;Buiten Europa;2014;2476.7;23.1;1799.9;25.3;52.3;20.3
134;Totaal mannen en vrouwen;Totaal;Buiten Europa;2015;2515.3;23.5;1841.0;25.6;52.9;19.3
135;Totaal mannen en vrouwen;Totaal;Buiten Europa;2016;2567.8;24.5;1894.1;26.1;53.9;18.5
136;Totaal mannen en vrouwen;Totaal;Buiten Europa;2017;2639.8;25.4;1967.6;26.8;55.1;18.2
137;Totaal mannen en vrouwen;Totaal;Buiten Europa;2018;2713.5;25.9;2040.5;27.4;57.1;18.0
138;Totaal mannen en vrouwen;Totaal;Buiten Europa;2019;2786.2;27.8;2110.5;28.6;58.9;16.6
139;Totaal mannen en vrouwen;Totaal;Buiten Europa;2020;2861.5;28.8;2174.5;29.6;58.1;15.0
140;Totaal mannen en vrouwen;Totaal;Buiten Europa;2021;2920.7;30.4;2243.5;31.0;60.3;13.7
141;Totaal mannen en vrouwen;Totaal;Buiten Europa;2022;2999.7;32.5;2339.2;33.1;63.8;9.9
142;Totaal mannen en vrouwen;Totaal;Buiten Europa;2023;3102.9;35.1;2422.6;35.4;64.2;8.4
143;Totaal mannen en vrouwen;Totaal;Indonesië;2011;392.2;29.0;359.2;33.9;68.9;5.2
144;Totaal mannen en vrouwen;Totaal;Indonesië;2012;389.2;29.1;357.2;34.3;68.2;6.0
145;Totaal mannen en vrouwen;Totaal;Indonesië;2013;386.0;29.3;354.4;34.8;67.3;6.7
146;Totaal mannen en vrouwen;Totaal;Indonesië;2014;381.8;31.0;351.1;35.6;67.3;6.4
147;Totaal mannen en vrouwen;Totaal;Indonesië;2015;378.7;30.8;348.7;36.0;68.1;6.0
148;Totaal mannen en vrouwen;Totaal;Indonesië;2016;375.1;32.0;346.3;36.6;68.9;5.6
149;Totaal mannen en vrouwen;Totaal;Indonesië;2017;372.4;33.2;345.2;37.7;69.8;5.5
150;Totaal mannen en vrouwen;Totaal;Indonesië;2018;369.2;33.4;342.9;37.9;71.1;5.5
151;Totaal mannen en vrouwen;Totaal;Indonesië;2019;365.8;36.2;340.7;39.0;72.1;5.1
152;Totaal mannen en vrouwen;Totaal;Indonesië;2020;362.6;36.3;338.3;39.8;71.4;4.6
153;Totaal mannen en vrouwen;Totaal;Indonesië;2021;359.0;37.8;335.9;41.1;72.9;4.3
154;Totaal mannen en vrouwen;Totaal;Indonesië;2022;355.4;39.9;334.6;42.7;75.1;3.0
155;Totaal mannen en vrouwen;Totaal;Indonesië;2023;351.2;43.1;330.3;45.4;75.3;2.5
156;Totaal mannen en vrouwen;Totaal;Marokko;2011;351.0;17.4;215.5;18.8;42.5;23.8
157;Totaal mannen en vrouwen;Totaal;Marokko;2012;358.0;17.4;220.8;18.9;41.4;27.4
158;Totaal mannen en vrouwen;Totaal;Marokko;2013;363.7;17.5;225.5;19.1;40.4;29.9
159;Totaal mannen en vrouwen;Totaal;Marokko;2014;369.9;18.2;231.4;19.4;40.1;29.1
160;Totaal mannen en vrouwen;Totaal;Marokko;2015;375.8;18.7;239.0;19.6;41.0;27.6
161;Totaal mannen en vrouwen;Totaal;Marokko;2016;380.5;19.7;246.0;20.2;42.5;25.0
162;Totaal mannen en vrouwen;Totaal;Marokko;2017;385.3;20.6;254.2;20.9;44.6;23.5
163;Totaal mannen en vrouwen;Totaal;Marokko;2018;390.4;21.3;263.3;21.8;46.9;23.0
164;Totaal mannen en vrouwen;Totaal;Marokko;2019;396.1;22.8;272.1;22.8;48.6;21.2
165;Totaal mannen en vrouwen;Totaal;Marokko;2020;402.2;24.4;281.3;23.8;48.0;18.6
166;Totaal mannen en vrouwen;Totaal;Marokko;2021;407.4;25.7;291.3;24.8;50.5;17.2
167;Totaal mannen en vrouwen;Totaal;Marokko;2022;411.7;27.8;299.7;27.1;53.9;12.6
168;Totaal mannen en vrouwen;Totaal;Marokko;2023;416.6;30.3;306.2;29.0;54.2;11.1
169;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2011;144.6;21.0;106.0;23.6;60.7;17.2
170;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2012;147.2;20.9;108.2;23.6;59.1;19.9
171;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2013;148.7;21.0;109.6;23.7;57.3;21.6
172;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2014;150.1;22.0;111.3;24.1;56.8;21.1
173;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2015;152.4;22.3;113.8;24.2;57.6;20.3
174;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2016;154.3;23.3;115.9;24.9;59.1;19.1
175;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2017;156.7;24.2;118.4;25.7;61.3;18.3
176;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2018;160.3;24.8;122.1;26.6;64.0;17.0
177;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2019;164.0;26.5;125.6;27.6;65.8;15.8
178;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2020;168.8;27.3;128.8;28.6;65.0;14.6
179;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2021;174.0;28.5;133.9;29.6;67.4;13.0
180;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2022;179.2;30.5;140.7;31.5;70.8;8.8
181;Totaal mannen en vrouwen;Totaal;Nederlandse Cariben;2023;183.6;33.1;144.1;33.7;71.1;6.7
182;Totaal mannen en vrouwen;Totaal;Suriname;2011;339.8;22.6;264.5;24.9;63.2;11.3
183;Totaal mannen en vrouwen;Totaal;Suriname;2012;341.7;22.6;267.1;25.1;61.7;14.2
184;Totaal mannen en vrouwen;Totaal;Suriname;2013;342.3;22.9;269.2;25.3;60.1;15.7
185;Totaal mannen en vrouwen;Totaal;Suriname;2014;342.4;23.8;271.5;25.6;59.4;15.0
186;Totaal mannen en vrouwen;Totaal;Suriname;2015;343.1;24.3;275.1;25.8;59.9;13.4
187;Totaal mannen en vrouwen;Totaal;Suriname;2016;343.3;25.4;278.5;26.4;61.2;12.5
188;Totaal mannen en vrouwen;Totaal;Suriname;2017;344.4;26.4;283.0;27.2;62.9;11.8
189;Totaal mannen en vrouwen;Totaal;Suriname;2018;345.9;27.3;287.8;28.1;65.0;11.4
190;Totaal mannen en vrouwen;Totaal;Suriname;2019;347.6;29.0;291.9;29.3;66.6;10.6
191;Totaal mannen en vrouwen;Totaal;Suriname;2020;349.7;30.0;294.8;30.4;65.5;9.5
192;Totaal mannen en vrouwen;Totaal;Suriname;2021;351.5;31.5;299.5;31.6;67.6;8.7
193;Totaal mannen en vrouwen;Totaal;Suriname;2022;352.9;33.6;304.8;33.8;70.7;5.3
194;Totaal mannen en vrouwen;Totaal;Suriname;2023;353.8;36.3;306.5;36.2;71.0;4.5
195;Totaal mannen en vrouwen;Totaal;Turkije;2011;383.0;18.7;261.8;19.9;46.6;17.6
196;Totaal mannen en vrouwen;Totaal;Turkije;2012;386.5;18.7;266.2;19.9;45.7;20.6
197;Totaal mannen en vrouwen;Totaal;Turkije;2013;388.7;19.0;269.6;20.1;44.5;22.4
198;Totaal mannen en vrouwen;Totaal;Turkije;2014;390.2;19.8;273.8;20.4;44.4;21.3
199;Totaal mannen en vrouwen;Totaal;Turkije;2015;390.5;20.5;277.9;20.8;45.8;19.7
200;Totaal mannen en vrouwen;Totaal;Turkije;2016;391.3;21.7;282.3;21.5;47.8;17.8
201;Totaal mannen en vrouwen;Totaal;Turkije;2017;394.3;22.8;288.9;22.5;49.9;16.4
202;Totaal mannen en vrouwen;Totaal;Turkije;2018;398.1;23.8;295.7;23.8;52.3;16.0
203;Totaal mannen en vrouwen;Totaal;Turkije;2019;403.3;25.6;303.4;25.1;54.1;14.6
204;Totaal mannen en vrouwen;Totaal;Turkije;2020;409.6;27.2;312.0;26.5;53.7;12.9
205;Totaal mannen en vrouwen;Totaal;Turkije;2021;415.3;28.7;320.0;27.8;55.7;12.4
206;Totaal mannen en vrouwen;Totaal;Turkije;2022;422.5;31.0;330.6;30.2;59.2;9.2
207;Totaal mannen en vrouwen;Totaal;Turkije;2023;434.6;33.6;340.4;33.0;59.7;8.4
208;Totaal mannen en vrouwen;Totaal;Afghanistan;2011;38.6;15.4;26.0;14.6;35.3;34.4
209;Totaal mannen en vrouwen;Totaal;Afghanistan;2012;39.8;15.5;27.0;14.9;34.3;39.7
210;Totaal mannen en vrouwen;Totaal;Afghanistan;2013;40.7;15.7;27.8;15.2;34.0;42.6
211;Totaal mannen en vrouwen;Totaal;Afghanistan;2014;41.4;16.5;28.5;15.8;34.8;40.4
212;Totaal mannen en vrouwen;Totaal;Afghanistan;2015;42.3;17.2;29.3;16.4;36.5;37.5
213;Totaal mannen en vrouwen;Totaal;Afghanistan;2016;43.0;18.3;30.0;17.3;39.6;34.3
214;Totaal mannen en vrouwen;Totaal;Afghanistan;2017;44.2;19.4;31.0;18.5;43.0;32.3
215;Totaal mannen en vrouwen;Totaal;Afghanistan;2018;45.6;20.4;32.1;19.8;45.8;31.2
216;Totaal mannen en vrouwen;Totaal;Afghanistan;2019;47.2;21.9;33.2;21.3;48.4;28.7
217;Totaal mannen en vrouwen;Totaal;Afghanistan;2020;48.9;23.5;34.8;22.4;45.7;25.6
218;Totaal mannen en vrouwen;Totaal;Afghanistan;2021;50.4;25.1;36.1;23.8;48.9;23.4
219;Totaal mannen en vrouwen;Totaal;Afghanistan;2022;52.3;27.2;37.4;26.2;54.8;16.7
220;Totaal mannen en vrouwen;Totaal;Afghanistan;2023;56.8;29.1;40.0;27.8;53.5;16.0
221;Totaal mannen en vrouwen;Totaal;Eritrea;2011;1.4;13.9;1.0;14.9;18.5;49.0
222;Totaal mannen en vrouwen;Totaal;Eritrea;2012;1.7;13.9;1.2;14.9;15.9;58.8
223;Totaal mannen en vrouwen;Totaal;Eritrea;2013;1.9;14.1;1.4;15.2;14.8;60.9
224;Totaal mannen en vrouwen;Totaal;Eritrea;2014;2.3;14.5;1.5;15.1;14.5;61.8
225;Totaal mannen en vrouwen;Totaal;Eritrea;2015;3.4;13.9;2.5;13.9;10.3;68.0
226;Totaal mannen en vrouwen;Totaal;Eritrea;2016;6.2;13.1;4.7;13.2;6.8;77.5
227;Totaal mannen en vrouwen;Totaal;Eritrea;2017;10.1;13.1;7.3;13.1;7.3;77.7
228;Totaal mannen en vrouwen;Totaal;Eritrea;2018;13.2;13.8;8.8;13.7;16.4;70.1
229;Totaal mannen en vrouwen;Totaal;Eritrea;2019;16.7;15.0;10.1;14.7;30.1;61.1
230;Totaal mannen en vrouwen;Totaal;Eritrea;2020;19.4;15.8;11.0;15.3;37.5;53.1
231;Totaal mannen en vrouwen;Totaal;Eritrea;2021;21.7;17.5;12.5;16.2;45.9;39.8
232;Totaal mannen en vrouwen;Totaal;Eritrea;2022;24.0;19.6;14.4;17.7;54.1;24.5
233;Totaal mannen en vrouwen;Totaal;Eritrea;2023;25.6;22.3;15.6;19.0;54.7;14.9
234;Totaal mannen en vrouwen;Totaal;Irak;2011;49.9;15.3;34.0;15.7;29.0;41.5
235;Totaal mannen en vrouwen;Totaal;Irak;2012;50.8;15.2;34.7;15.7;28.2;47.1
236;Totaal mannen en vrouwen;Totaal;Irak;2013;51.4;15.4;35.2;15.9;27.8;49.5
237;Totaal mannen en vrouwen;Totaal;Irak;2014;52.2;16.2;35.9;16.4;28.1;47.8
238;Totaal mannen en vrouwen;Totaal;Irak;2015;53.4;16.8;37.0;16.6;29.7;45.3
239;Totaal mannen en vrouwen;Totaal;Irak;2016;54.4;17.8;38.0;17.4;32.4;41.9
240;Totaal mannen en vrouwen;Totaal;Irak;2017;56.3;18.7;39.6;18.2;35.1;40.6
241;Totaal mannen en vrouwen;Totaal;Irak;2018;58.6;19.5;41.6;19.3;38.3;39.5
242;Totaal mannen en vrouwen;Totaal;Irak;2019;60.8;20.7;43.4;20.3;40.5;36.1
243;Totaal mannen en vrouwen;Totaal;Irak;2020;62.5;22.1;44.9;21.3;40.2;32.9
244;Totaal mannen en vrouwen;Totaal;Irak;2021;64.1;23.7;46.5;22.5;43.3;29.0
245;Totaal mannen en vrouwen;Totaal;Irak;2022;65.8;25.9;48.3;24.5;47.5;20.9
246;Totaal mannen en vrouwen;Totaal;Irak;2023;67.4;28.5;49.5;26.7;48.7;15.7
247;Totaal mannen en vrouwen;Totaal;Iran;2011;31.5;20.1;24.1;22.5;47.4;23.2
248;Totaal mannen en vrouwen;Totaal;Iran;2012;32.6;20.3;25.0;22.8;46.3;27.9
249;Totaal mannen en vrouwen;Totaal;Iran;2013;33.9;20.4;26.0;23.0;44.8;30.7
