ID;Functies;Perioden;TotaalUitgaven_1;LonenEnSocialeLasten_2;Aankopen_3;RenteEnPacht_4;TotaalOverdrachten_5;Inkomensoverdrachten_6;Kapitaaloverdrachten_7;Investeringen_8;TotaalInkomsten_9;Verkopen_10;RentePachtEnDividend_11;Inkomensoverdrachten_12;Kapitaalinkomsten_13
41;Algemene dienstverlening gecentraliseerd;2004;472;70;124;0;270;245;25;8;64;27;0;36;1
42;Algemene dienstverlening gecentraliseerd;2005;513;86;157;0;248;220;28;22;85;41;3;39;1
43;Algemene dienstverlening gecentraliseerd;2006;630;91;205;0;307;227;80;27;136;73;5;57;2
44;Algemene dienstverlening gecentraliseerd;2007;772;112;301;0;309;262;48;50;140;83;0;52;5
45;Algemene dienstverlening gecentraliseerd;2008;796;126;329;0;295;269;27;46;123;70;0;47;6
46;Algemene dienstverlening gecentraliseerd;2009;868;150;420;0;245;245;-1;54;129;54;1;49;25
47;Algemene dienstverlening gecentraliseerd;2010*;937;179;485;0;223;223;0;51;146;48;3;73;22
48;Fundamenteel wetenschappelijk onderzoek;2003;2382;2;2;0;2378;2373;5;0;0;0;0;0;0
49;Fundamenteel wetenschappelijk onderzoek;2004;2497;0;4;0;2494;2490;4;0;0;0;0;0;0
50;Fundamenteel wetenschappelijk onderzoek;2005;2579;0;0;0;2579;2575;4;0;2;2;0;0;0
51;Fundamenteel wetenschappelijk onderzoek;2006;2753;0;3;0;2750;2746;4;0;0;0;0;0;0
52;Fundamenteel wetenschappelijk onderzoek;2007;2876;0;3;0;2873;2868;4;0;1;1;0;0;0
53;Fundamenteel wetenschappelijk onderzoek;2008;2996;0;4;0;2993;2988;5;0;2;2;0;0;0
54;Fundamenteel wetenschappelijk onderzoek;2009;3204;0;4;0;3201;3196;5;0;1;1;0;0;0
55;Fundamenteel wetenschappelijk onderzoek;2010*;3966;0;4;0;3962;3958;5;0;0;0;0;0;0
56;Onderzoek algemeen overheidsbestuur;2003;43;7;5;0;30;30;0;0;1;1;0;0;0
57;Onderzoek algemeen overheidsbestuur;2004;81;7;6;0;68;68;0;0;1;1;0;0;0
58;Onderzoek algemeen overheidsbestuur;2005;55;7;3;0;45;45;0;0;1;1;0;0;0
59;Onderzoek algemeen overheidsbestuur;2006;66;7;3;0;56;56;0;0;1;1;0;0;0
60;Onderzoek algemeen overheidsbestuur;2007;69;7;3;0;59;59;0;0;1;1;0;0;0
61;Onderzoek algemeen overheidsbestuur;2008;73;8;4;0;62;62;0;0;2;2;0;0;0
62;Onderzoek algemeen overheidsbestuur;2009;78;9;3;0;65;65;0;0;2;2;0;0;0
63;Onderzoek algemeen overheidsbestuur;2010*;63;10;3;0;51;51;0;0;2;2;0;0;0
64;Verrichtingen inzake overheidsschuld;2003;10310;0;2;10308;0;0;0;0;109;0;109;0;0
65;Verrichtingen inzake overheidsschuld;2004;10109;0;1;10108;0;0;0;0;134;0;134;0;0
66;Verrichtingen inzake overheidsschuld;2005;9909;0;63;9846;0;0;0;0;243;0;243;0;0
67;Verrichtingen inzake overheidsschuld;2006;9704;0;47;9657;0;0;0;0;253;5;248;0;0
68;Verrichtingen inzake overheidsschuld;2007;10045;0;79;9966;0;0;0;0;341;4;336;0;0
69;Verrichtingen inzake overheidsschuld;2008;11062;0;119;10943;0;0;0;0;1164;0;1164;0;0
70;Verrichtingen inzake overheidsschuld;2009;11203;0;476;10727;0;0;0;0;1088;0;1088;0;0
71;Verrichtingen inzake overheidsschuld;2010*;10068;0;461;9607;0;0;0;0;342;0;342;0;0
72;Algemene overdrachten tussen overheden;2003;16690;0;3;0;16687;15892;795;0;0;0;0;0;0
73;Algemene overdrachten tussen overheden;2004;14537;0;2;0;14535;13881;654;0;0;0;0;0;0
74;Algemene overdrachten tussen overheden;2005;14856;0;2;0;14854;14152;702;0;0;0;0;0;0
75;Algemene overdrachten tussen overheden;2006;16630;0;3;0;16627;15820;807;0;0;0;0;0;0
76;Algemene overdrachten tussen overheden;2007;18490;0;2;0;18488;17598;890;0;8;0;0;8;0
77;Algemene overdrachten tussen overheden;2008;19977;0;3;0;19974;18983;991;0;0;0;0;0;0
78;Algemene overdrachten tussen overheden;2009;21798;0;3;0;21795;20701;1094;0;0;0;0;0;0
79;Algemene overdrachten tussen overheden;2010*;22206;0;3;0;22202;21034;1169;0;0;0;0;0;0
80;Overig algemeen overheidsbestuur;2003;0;0;0;0;0;0;0;0;0;0;0;0;0
81;Overig algemeen overheidsbestuur;2004;0;0;0;0;0;0;0;0;0;0;0;0;0
82;Overig algemeen overheidsbestuur;2005;0;0;0;0;0;0;0;0;0;0;0;0;0
83;Overig algemeen overheidsbestuur;2006;0;0;0;0;0;0;0;0;0;0;0;0;0
84;Overig algemeen overheidsbestuur;2007;0;0;0;0;0;0;0;0;0;0;0;0;0
85;Overig algemeen overheidsbestuur;2008;0;0;0;0;0;0;0;0;0;0;0;0;0
86;Overig algemeen overheidsbestuur;2009;0;0;0;0;0;0;0;0;0;0;0;0;0
87;Overig algemeen overheidsbestuur;2010*;0;0;0;0;0;0;0;0;0;0;0;0;0
88;Totaal landsverdediging;2003;7299;4017;2638;16;174;128;46;455;223;142;2;52;27
89;Totaal landsverdediging;2004;7314;4028;2570;16;200;142;58;501;289;209;4;45;32
90;Totaal landsverdediging;2005;7452;4094;2458;22;200;150;50;678;938;812;1;38;88
91;Totaal landsverdediging;2006;7983;4163;2810;1;176;138;39;833;740;590;1;40;110
92;Totaal landsverdediging;2007;8162;4182;2968;1;328;262;67;683;444;274;0;2;168
93;Totaal landsverdediging;2008;8238;4332;3249;1;211;178;33;446;397;292;0;12;94
94;Totaal landsverdediging;2009;9227;4492;4164;0;227;192;36;344;959;291;0;18;650
95;Totaal landsverdediging;2010*;8826;4552;3710;0;214;205;9;349;931;353;0;9;568
96;Landsverdediging (algemeen);2003;1222;534;375;0;127;81;46;186;87;35;0;25;27
97;Landsverdediging (algemeen);2004;1276;456;497;0;111;53;58;212;191;134;0;25;32
98;Landsverdediging (algemeen);2005;1488;710;468;0;119;69;50;192;299;189;0;22;88
99;Landsverdediging (algemeen);2006;1658;678;590;0;116;77;39;274;417;306;0;26;85
100;Landsverdediging (algemeen);2007;2129;770;847;1;149;83;67;362;528;360;0;0;168
101;Landsverdediging (algemeen);2008;2385;842;1111;0;98;66;33;334;538;445;0;0;94
102;Landsverdediging (algemeen);2009;2603;996;1322;0;107;71;36;178;561;332;0;-2;231
103;Landsverdediging (algemeen);2010*;2415;983;1159;0;97;88;9;176;275;69;0;0;206
104;Defensie (algemeen);2003;0;0;0;0;0;0;0;0;0;0;0;0;0
105;Defensie (algemeen);2004;0;0;0;0;0;0;0;0;0;0;0;0;0
106;Defensie (algemeen);2005;0;0;0;0;0;0;0;0;-9;-9;0;0;0
107;Defensie (algemeen);2006;18;0;6;0;0;0;0;12;0;0;0;0;0
108;Defensie (algemeen);2007;16;-5;13;0;0;0;0;8;31;31;0;0;0
109;Defensie (algemeen);2008;24;-3;24;0;0;0;0;2;45;45;0;0;0
110;Defensie (algemeen);2009;33;0;30;0;0;0;0;3;0;0;0;0;0
111;Defensie (algemeen);2010*;15;0;14;0;0;0;0;1;0;0;0;0;0
112;Landmacht;2003;2081;1239;694;16;1;1;0;131;67;57;1;10;0
113;Landmacht;2004;2158;1228;781;15;10;10;0;125;63;55;3;5;0
114;Landmacht;2005;2221;1193;732;20;8;8;0;270;19;11;0;9;0
115;Landmacht;2006;2211;1143;852;1;0;0;0;216;9;6;0;3;0
116;Landmacht;2007;2076;1099;784;0;0;0;0;193;4;4;0;0;0
117;Landmacht;2008;2184;1179;902;0;0;0;0;103;81;80;0;2;0
118;Landmacht;2009;2332;1241;938;0;0;0;0;153;-24;-39;0;0;15
119;Landmacht;2010*;2180;1265;756;0;0;0;0;160;57;29;0;0;28
120;Luchtmacht;2003;1456;543;829;0;0;0;0;85;34;30;1;3;0
121;Luchtmacht;2004;1339;505;747;0;0;0;0;87;40;36;1;3;0
122;Luchtmacht;2005;1186;503;549;1;0;0;0;134;296;292;2;3;0
123;Luchtmacht;2006;1455;568;623;0;0;0;0;263;-46;-50;0;4;0
124;Luchtmacht;2007;1194;494;620;0;0;0;0;81;3;3;0;0;0
125;Luchtmacht;2008;1230;551;675;0;0;0;0;5;-143;-143;0;0;0
126;Luchtmacht;2009;1096;508;584;0;0;0;0;4;-16;-17;0;0;0
127;Luchtmacht;2010*;1081;517;558;0;0;0;0;6;-8;-9;0;0;1
128;Zeemacht;2003;1349;703;592;0;3;3;0;50;26;21;0;6;0
129;Zeemacht;2004;1272;791;405;0;1;1;0;75;-12;-17;0;5;0
130;Zeemacht;2005;1284;616;585;2;2;2;0;81;329;327;0;2;0
131;Zeemacht;2006;1294;727;501;0;0;0;0;66;359;326;1;7;25
132;Zeemacht;2007;1342;787;443;0;74;74;0;38;-125;-125;0;0;0
133;Zeemacht;2008;922;592;328;0;0;0;0;2;-137;-137;0;0;0
134;Zeemacht;2009;1221;593;624;0;-1;-1;0;6;-27;-27;0;0;1
135;Zeemacht;2010*;1121;582;533;0;0;0;0;6;-1;-2;0;0;1
136;Militaire pensioenen;2003;952;938;14;0;0;0;0;0;0;0;0;0;0
137;Militaire pensioenen;2004;1007;971;36;0;0;0;0;0;0;0;0;0;0
138;Militaire pensioenen;2005;1033;1016;17;0;0;0;0;0;0;0;0;0;0
139;Militaire pensioenen;2006;1034;997;36;0;0;0;0;0;0;0;0;0;0
140;Militaire pensioenen;2007;1012;1011;0;0;0;0;0;0;0;0;0;0;0
141;Militaire pensioenen;2008;1083;1083;0;0;0;0;0;0;0;0;0;0;0
142;Militaire pensioenen;2009;1056;1056;0;0;0;0;0;0;0;0;0;0;0
143;Militaire pensioenen;2010*;1133;1133;0;0;0;0;0;0;0;0;0;0;0
144;Bescherming van de burgerbevolking;2003;0;0;0;0;0;0;0;0;0;0;0;0;0
145;Bescherming van de burgerbevolking;2004;0;0;0;0;0;0;0;0;0;0;0;0;0
146;Bescherming van de burgerbevolking;2005;0;0;0;0;0;0;0;0;0;0;0;0;0
147;Bescherming van de burgerbevolking;2006;0;0;0;0;0;0;0;0;0;0;0;0;0
148;Bescherming van de burgerbevolking;2007;0;0;0;0;0;0;0;0;0;0;0;0;0
149;Bescherming van de burgerbevolking;2008;0;0;0;0;0;0;0;0;0;0;0;0;0
150;Bescherming van de burgerbevolking;2009;0;0;0;0;0;0;0;0;0;0;0;0;0
151;Bescherming van de burgerbevolking;2010*;0;0;0;0;0;0;0;0;0;0;0;0;0
152;Militaire hulp aan het buitenland;2003;238;60;135;0;40;40;0;3;8;0;0;8;0
153;Militaire hulp aan het buitenland;2004;260;76;106;0;76;76;0;2;7;1;0;6;0
154;Militaire hulp aan het buitenland;2005;231;57;108;0;64;64;0;2;4;2;0;3;0
155;Militaire hulp aan het buitenland;2006;313;49;202;0;60;60;0;1;2;1;0;0;0
156;Militaire hulp aan het buitenland;2007;393;26;262;0;105;105;0;1;4;2;0;2;0
157;Militaire hulp aan het buitenland;2008;411;90;208;0;113;113;0;0;12;2;0;10;0
158;Militaire hulp aan het buitenland;2009;430;99;231;0;100;100;0;0;25;1;0;20;4
159;Militaire hulp aan het buitenland;2010*;399;75;227;0;97;97;0;0;11;0;0;9;1
160;Onderzoek inzake landsverdediging;2003;0;0;0;0;0;0;0;0;0;0;0;0;0
161;Onderzoek inzake landsverdediging;2004;0;0;0;0;0;0;0;0;0;0;0;0;0
162;Onderzoek inzake landsverdediging;2005;0;0;0;0;0;0;0;0;0;0;0;0;0
163;Onderzoek inzake landsverdediging;2006;0;0;0;0;0;0;0;0;0;0;0;0;0
164;Onderzoek inzake landsverdediging;2007;0;0;0;0;0;0;0;0;0;0;0;0;0
165;Onderzoek inzake landsverdediging;2008;0;0;0;0;0;0;0;0;0;0;0;0;0
166;Onderzoek inzake landsverdediging;2009;21;0;0;0;21;21;0;0;0;0;0;0;0
167;Onderzoek inzake landsverdediging;2010*;20;0;0;0;20;20;0;0;0;0;0;0;0
168;Landsverdediging (overig);2003;3;0;0;0;3;3;0;0;0;0;0;0;0
169;Landsverdediging (overig);2004;3;0;0;0;3;3;0;0;0;0;0;0;0
170;Landsverdediging (overig);2005;8;0;0;0;8;8;0;0;0;0;0;0;0
171;Landsverdediging (overig);2006;0;0;0;0;0;0;0;0;0;0;0;0;0
172;Landsverdediging (overig);2007;0;0;0;0;0;0;0;0;0;0;0;0;0
173;Landsverdediging (overig);2008;0;0;0;0;0;0;0;0;0;0;0;0;0
174;Landsverdediging (overig);2009;0;0;0;0;0;0;0;0;0;0;0;0;0
175;Landsverdediging (overig);2010*;0;0;0;0;0;0;0;0;0;0;0;0;0
176;Totaal openbare orde en veiligheid;2003;8254;1998;1475;0;4271;4255;17;510;1159;333;0;724;102
177;Totaal openbare orde en veiligheid;2004;8587;2119;1579;0;4443;4430;13;447;1231;298;0;763;169
178;Totaal openbare orde en veiligheid;2005;8712;2153;1618;0;4535;4523;12;406;1290;333;0;791;166
179;Totaal openbare orde en veiligheid;2006;9282;2252;1723;0;4856;4820;36;452;1325;308;0;843;174
180;Totaal openbare orde en veiligheid;2007;10005;2420;1867;0;5147;5133;14;572;1268;327;2;758;180
181;Totaal openbare orde en veiligheid;2008;10783;2550;2143;0;5628;5614;14;461;1304;380;4;726;195
182;Totaal openbare orde en veiligheid;2009;11505;2689;2455;0;5753;5746;7;608;1698;414;13;769;502
183;Totaal openbare orde en veiligheid;2010*;11515;2747;2389;0;5884;5882;2;495;1766;496;0;772;497
184;Openbare orde en veiligheid (algemeen);2003;456;93;226;0;105;105;0;32;52;46;0;2;5
185;Openbare orde en veiligheid (algemeen);2004;484;108;263;0;100;100;0;12;102;54;0;1;47
186;Openbare orde en veiligheid (algemeen);2005;366;100;206;0;49;49;0;10;75;72;0;1;2
187;Openbare orde en veiligheid (algemeen);2006;312;103;153;0;46;46;0;10;37;34;0;0;2
188;Openbare orde en veiligheid (algemeen);2007;345;87;153;0;88;88;0;17;27;25;0;0;2
189;Openbare orde en veiligheid (algemeen);2008;300;79;135;0;78;78;0;9;28;26;0;0;2
190;Openbare orde en veiligheid (algemeen);2009;330;78;124;0;116;116;0;13;47;30;0;0;17
191;Openbare orde en veiligheid (algemeen);2010*;431;76;123;0;217;217;0;16;49;31;0;0;18
192;Politie;2003;3969;314;255;0;3304;3304;1;95;111;87;0;2;22
193;Politie;2004;4144;352;268;0;3439;3438;1;86;75;45;0;0;30
194;Politie;2005;4152;336;269;0;3500;3499;1;47;63;27;0;0;36
195;Politie;2006;4536;374;357;0;3732;3730;2;74;96;59;0;0;37
196;Politie;2007;4786;405;365;0;3917;3914;3;99;101;67;0;0;35
197;Politie;2008;5134;437;366;0;4247;4247;0;84;111;71;0;0;40
198;Politie;2009;5373;454;427;0;4355;4355;0;137;121;46;0;0;75
199;Politie;2010*;5283;453;399;0;4361;4361;0;70;93;20;0;0;74
200;Brandweer en rampenbestrijding;2003;152;10;20;0;113;111;2;9;0;0;0;0;0
201;Brandweer en rampenbestrijding;2004;155;10;19;0;119;117;2;8;0;0;0;0;0
202;Brandweer en rampenbestrijding;2005;170;15;33;0;118;118;0;3;0;0;0;0;0
203;Brandweer en rampenbestrijding;2006;181;15;41;0;122;122;0;4;0;0;0;0;0
204;Brandweer en rampenbestrijding;2007;189;16;41;0;132;132;0;0;3;3;0;0;0
205;Brandweer en rampenbestrijding;2008;181;13;37;0;130;130;0;1;6;5;0;0;0
206;Brandweer en rampenbestrijding;2009;202;10;40;0;151;151;0;1;13;8;0;0;5
207;Brandweer en rampenbestrijding;2010*;215;10;38;0;163;163;0;4;9;1;0;0;8
208;Rechtspraak;2003;1819;827;453;0;394;394;0;145;761;160;0;571;31
209;Rechtspraak;2004;1883;845;473;0;426;426;0;138;808;166;0;612;30
210;Rechtspraak;2005;1965;876;522;0;427;427;0;140;899;194;0;638;66
211;Rechtspraak;2006;2028;897;520;0;456;456;0;154;919;171;0;680;68
212;Rechtspraak;2007;2174;971;547;0;474;474;0;182;1005;179;0;745;81
213;Rechtspraak;2008;2231;1052;541;0;501;501;0;136;1008;213;0;714;82
214;Rechtspraak;2009;2499;1116;670;0;536;536;0;177;1204;261;0;758;185
215;Rechtspraak;2010*;2565;1220;658;0;528;528;0;159;1285;341;0;761;184
216;Gevangeniswezen;2003;1766;700;484;0;355;341;14;227;234;40;0;150;44
217;Gevangeniswezen;2004;1821;745;514;0;359;350;9;203;245;33;0;149;63
218;Gevangeniswezen;2005;1935;760;536;0;434;423;11;205;252;38;0;152;62
219;Gevangeniswezen;2006;2071;786;589;0;490;456;34;206;273;44;0;163;66
220;Gevangeniswezen;2007;2316;853;685;0;525;514;11;252;130;52;2;13;62
221;Gevangeniswezen;2008;2702;864;951;0;661;646;14;227;148;61;4;12;71
222;Gevangeniswezen;2009;2846;913;1076;0;583;576;7;275;299;64;13;11;211
223;Gevangeniswezen;2010*;2764;870;1047;0;605;604;2;241;315;100;0;12;204
224;Onderzoek inzake openbare orde;2003;14;5;7;0;0;0;0;2;0;0;0;0;0
225;Onderzoek inzake openbare orde;2004;13;6;7;0;0;0;0;0;1;1;0;0;0
226;Onderzoek inzake openbare orde;2005;17;6;5;0;7;7;0;0;1;1;0;0;0
227;Onderzoek inzake openbare orde;2006;22;6;5;0;11;11;0;0;0;0;0;0;0
228;Onderzoek inzake openbare orde;2007;21;6;5;0;10;10;0;0;0;0;0;0;0
229;Onderzoek inzake openbare orde;2008;20;6;4;0;11;11;0;0;0;0;0;0;0
230;Onderzoek inzake openbare orde;2009;23;6;5;0;13;13;0;0;0;0;0;0;0
231;Onderzoek inzake openbare orde;2010*;19;5;4;0;10;10;0;0;0;0;0;0;0
232;Openbare orde en veiligheid (overig);2003;79;48;32;0;0;0;0;0;1;0;0;0;0
233;Openbare orde en veiligheid (overig);2004;88;53;35;0;0;0;0;0;1;1;0;0;0
234;Openbare orde en veiligheid (overig);2005;108;62;47;0;0;0;0;0;1;1;0;0;0
235;Openbare orde en veiligheid (overig);2006;134;72;58;0;0;0;0;4;0;0;0;0;0
236;Openbare orde en veiligheid (overig);2007;175;82;72;0;0;0;0;21;1;1;0;0;0
237;Openbare orde en veiligheid (overig);2008;215;100;110;0;0;0;0;5;3;3;0;0;0
238;Openbare orde en veiligheid (overig);2009;225;113;107;0;0;0;0;5;7;4;0;0;3
239;Openbare orde en veiligheid (overig);2010*;232;113;114;0;0;0;0;5;7;3;0;0;4
240;Totaal economische aangelegenheden;2003;17711;1296;2580;-50;10933;7780;3153;2952;6596;812;5084;439;261
241;Totaal economische aangelegenheden;2004;16006;1219;2189;-21;10213;7184;3029;2405;7236;719;5705;446;366
242;Totaal economische aangelegenheden;2005;15696;1170;2058;50;10425;7831;2595;1992;8507;605;7299;432;170
243;Totaal economische aangelegenheden;2006;15865;1272;2290;0;10288;7819;2469;2015;11414;682;9800;655;278
244;Totaal economische aangelegenheden;2007;17133;1344;2670;0;10848;7960;2889;2271;10748;714;9495;314;226
245;Totaal economische aangelegenheden;2008;17706;1430;2695;0;10654;7952;2702;2928;15938;787;14442;355;353
246;Totaal economische aangelegenheden;2009;24098;1471;4349;0;15372;9392;5980;2906;15276;910;11961;339;2065
247;Totaal economische aangelegenheden;2010*;25201;1504;4417;0;16075;9766;6309;3205;16389;1382;12260;406;2341
248;Economische aangelegenheden (algemeen);2003;788;237;419;-50;76;76;0;107;757;42;708;7;0
249;Economische aangelegenheden (algemeen);2004;739;231;359;-21;92;31;62;77;1084;28;1056;1;0
250;Economische aangelegenheden (algemeen);2005;554;172;269;0;36;36;0;77;1163;9;0;0;0
251;Economische aangelegenheden (algemeen);2006;414;146;194;0;16;16;0;58;1295;10;1285;0;0
252;Economische aangelegenheden (algemeen);2007;434;187;150;0;23;23;0;74;1527;10;1517;0;0
253;Economische aangelegenheden (algemeen);2008;406;152;186;0;18;18;0;51;1805;7;1798;0;0
254;Economische aangelegenheden (algemeen);2009;467;152;223;0;19;19;0;73;61;1;12;0;48
255;Economische aangelegenheden (algemeen);2010*;422;152;196;0;10;10;0;64;63;3;8;0;51
256;Algemene economische aangelegenheden;2003;5554;234;287;0;5025;4728;297;8;349;101;111;86;50
257;Algemene economische aangelegenheden;2004;4931;230;214;0;4481;4385;96;6;308;87;9;135;77
258;Algemene economische aangelegenheden;2005;4720;266;185;0;4260;4431;-171;9;332;71;0;233;28
259;Algemene economische aangelegenheden;2006;4085;276;206;0;3594;4276;-682;9;542;82;1;381;77
260;Algemene economische aangelegenheden;2007;4677;288;246;0;4135;4237;-102;8;296;88;2;145;62
261;Algemene economische aangelegenheden;2008;4935;296;251;0;4380;4456;-76;9;394;144;2;163;86
262;Algemene economische aangelegenheden;2009;7279;306;277;0;6682;4409;2273;14;3071;248;2623;151;49
263;Algemene economische aangelegenheden;2010*;6020;305;311;0;5378;4307;1071;26;3224;701;2271;205;47
264;Landbouw, bosbouw, visserij en jacht;2003;1505;398;440;0;503;303;200;165;450;159;20;181;91
265;Landbouw, bosbouw, visserij en jacht;2004;1127;355;316;0;335;209;126;120;400;156;23;152;69
266;Landbouw, bosbouw, visserij en jacht;2005;983;297;264;0;283;181;102;141;218;81;21;45;71
267;Landbouw, bosbouw, visserij en jacht;2006;1203;317;292;0;431;184;248;162;312;97;20;116;79
268;Landbouw, bosbouw, visserij en jacht;2007;1211;336;286;0;481;155;326;108;159;55;20;23;60
269;Landbouw, bosbouw, visserij en jacht;2008;1308;362;332;0;532;147;385;82;181;59;19;30;72
270;Landbouw, bosbouw, visserij en jacht;2009;1205;336;450;0;340;149;192;79;232;71;16;25;121
271;Landbouw, bosbouw, visserij en jacht;2010*;1438;348;438;0;570;209;361;82;232;80;15;20;117
272;Brandstoffen en energie;2003;257;0;4;0;253;199;55;0;3568;0;3479;89;0
273;Brandstoffen en energie;2004;244;4;7;0;232;185;48;0;3990;0;3902;88;0
274;Brandstoffen en energie;2005;385;0;1;0;385;312;72;0;7071;0;6993;78;0
275;Brandstoffen en energie;2006;785;0;0;0;785;764;21;0;8567;0;8486;81;0
276;Brandstoffen en energie;2007;650;0;0;0;650;636;14;0;8034;0;7949;85;0
277;Brandstoffen en energie;2008;504;0;0;0;504;494;10;0;12700;0;12617;83;0
278;Brandstoffen en energie;2009;865;0;1;0;864;839;25;0;9139;0;9045;94;0
279;Brandstoffen en energie;2010*;850;0;2;0;848;818;30;0;9855;2;9764;89;0
280;Mijnbouw, industrie en bouwnijverheid;2003;20;3;4;0;13;13;0;0;763;0;763;0;0
281;Mijnbouw, industrie en bouwnijverheid;2004;-8;0;3;0;-11;-11;0;0;708;0;708;0;0
282;Mijnbouw, industrie en bouwnijverheid;2005;50;3;4;0;43;33;10;0;-874;0;-874;0;0
283;Mijnbouw, industrie en bouwnijverheid;2006;39;3;5;0;31;16;15;0;3;1;2;0;0
284;Mijnbouw, industrie en bouwnijverheid;2007;18;3;6;0;9;9;0;0;2;0;2;0;0
