ID;Geslacht;OnderwijspositieBasisjaar;PositieInVolgendSchooljaar;Migratieachtergrond;Generatie;Regiokenmerken;Perioden;AantalDeelnemers_1;PercentageDeelnemers_2
28;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2006/'07 naar 2007/'08;90281.0;100.0
29;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2007/'08 naar 2008/'09;93310.0;100.0
30;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2008/'09 naar 2009/'10;93963.0;100.0
31;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2009/'10 naar 2010/'11;95814.0;100.0
32;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2010/'11 naar 2011/'12;99617.0;100.0
33;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2011/'12 naar 2012/'13;94347.0;100.0
34;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2012/'13 naar 2013/'14;95863.0;100.0
35;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2013/'14 naar 2014/'15;96763.0;100.0
36;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2014/'15 naar 2015/'16;102588.0;100.0
37;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2015/'16 naar 2016/'17;104578.0;100.0
38;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten >= 100.000 inwoners (excl. G4);2016/'17 naar 2017/'18;106161.0;100.0
39;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2004/'05 naar 2005/'06;306406.0;100.0
40;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2005/'06 naar 2006/'07;336140.0;100.0
41;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2006/'07 naar 2007/'08;343174.0;100.0
42;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2007/'08 naar 2008/'09;351291.0;100.0
43;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2008/'09 naar 2009/'10;354470.0;100.0
44;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2009/'10 naar 2010/'11;360500.0;100.0
45;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2010/'11 naar 2011/'12;361125.0;100.0
46;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2011/'12 naar 2012/'13;359500.0;100.0
47;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2012/'13 naar 2013/'14;350357.0;100.0
48;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2013/'14 naar 2014/'15;339634.0;100.0
49;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2014/'15 naar 2015/'16;320651.0;100.0
50;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2015/'16 naar 2016/'17;314080.0;100.0
51;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeenten < 100.000 inwoners;2016/'17 naar 2017/'18;319293.0;100.0
52;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2004/'05 naar 2005/'06;2047.0;100.0
53;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2005/'06 naar 2006/'07;2533.0;100.0
54;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2006/'07 naar 2007/'08;2727.0;100.0
55;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2007/'08 naar 2008/'09;2781.0;100.0
56;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2008/'09 naar 2009/'10;3772.0;100.0
57;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2009/'10 naar 2010/'11;3984.0;100.0
58;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2010/'11 naar 2011/'12;4419.0;100.0
59;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2011/'12 naar 2012/'13;4622.0;100.0
60;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2012/'13 naar 2013/'14;4397.0;100.0
61;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2013/'14 naar 2014/'15;2569.0;100.0
62;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2014/'15 naar 2015/'16;1332.0;100.0
63;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2015/'16 naar 2016/'17;1306.0;100.0
64;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Gemeente onbekend;2016/'17 naar 2017/'18;1140.0;100.0
65;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2004/'05 naar 2005/'06;17799.0;100.0
66;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2005/'06 naar 2006/'07;19487.0;100.0
67;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2006/'07 naar 2007/'08;19480.0;100.0
68;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2007/'08 naar 2008/'09;20399.0;100.0
69;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2008/'09 naar 2009/'10;19722.0;100.0
70;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2009/'10 naar 2010/'11;19838.0;100.0
71;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2010/'11 naar 2011/'12;19701.0;100.0
72;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2011/'12 naar 2012/'13;18764.0;100.0
73;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2012/'13 naar 2013/'14;18029.0;100.0
74;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2013/'14 naar 2014/'15;17776.0;100.0
75;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2014/'15 naar 2015/'16;16838.0;100.0
76;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2015/'16 naar 2016/'17;16538.0;100.0
77;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Amsterdam;2016/'17 naar 2017/'18;16609.0;100.0
78;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2004/'05 naar 2005/'06;6515.0;100.0
79;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2005/'06 naar 2006/'07;11804.0;100.0
80;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2006/'07 naar 2007/'08;12391.0;100.0
81;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2007/'08 naar 2008/'09;12804.0;100.0
82;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2008/'09 naar 2009/'10;13323.0;100.0
83;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2009/'10 naar 2010/'11;13288.0;100.0
84;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2010/'11 naar 2011/'12;13874.0;100.0
85;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2011/'12 naar 2012/'13;13835.0;100.0
86;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2012/'13 naar 2013/'14;14050.0;100.0
87;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2013/'14 naar 2014/'15;13586.0;100.0
88;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2014/'15 naar 2015/'16;12813.0;100.0
89;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2015/'16 naar 2016/'17;12467.0;100.0
90;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;'s-Gravenhage;2016/'17 naar 2017/'18;12760.0;100.0
91;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2004/'05 naar 2005/'06;19609.0;100.0
92;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2005/'06 naar 2006/'07;20698.0;100.0
93;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2006/'07 naar 2007/'08;21654.0;100.0
94;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2007/'08 naar 2008/'09;22308.0;100.0
95;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2008/'09 naar 2009/'10;22025.0;100.0
96;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2009/'10 naar 2010/'11;22017.0;100.0
97;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2010/'11 naar 2011/'12;22354.0;100.0
98;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2011/'12 naar 2012/'13;21936.0;100.0
99;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2012/'13 naar 2013/'14;21577.0;100.0
100;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2013/'14 naar 2014/'15;21463.0;100.0
101;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2014/'15 naar 2015/'16;21060.0;100.0
102;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2015/'16 naar 2016/'17;21116.0;100.0
103;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Rotterdam;2016/'17 naar 2017/'18;20929.0;100.0
104;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2004/'05 naar 2005/'06;5734.0;100.0
105;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2005/'06 naar 2006/'07;6223.0;100.0
106;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2006/'07 naar 2007/'08;6520.0;100.0
107;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2007/'08 naar 2008/'09;6749.0;100.0
108;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2008/'09 naar 2009/'10;6650.0;100.0
109;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2009/'10 naar 2010/'11;6833.0;100.0
110;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2010/'11 naar 2011/'12;7072.0;100.0
111;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2011/'12 naar 2012/'13;6958.0;100.0
112;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2012/'13 naar 2013/'14;6584.0;100.0
113;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2013/'14 naar 2014/'15;6317.0;100.0
114;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2014/'15 naar 2015/'16;6123.0;100.0
115;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2015/'16 naar 2016/'17;6190.0;100.0
116;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Utrecht (gemeente);2016/'17 naar 2017/'18;6470.0;100.0
117;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2004/'05 naar 2005/'06;47107.0;100.0
118;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2005/'06 naar 2006/'07;58414.0;100.0
119;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2006/'07 naar 2007/'08;59537.0;100.0
120;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2007/'08 naar 2008/'09;60020.0;100.0
121;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2008/'09 naar 2009/'10;60359.0;100.0
122;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2009/'10 naar 2010/'11;60865.0;100.0
123;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2010/'11 naar 2011/'12;61973.0;100.0
124;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2011/'12 naar 2012/'13;60372.0;100.0
125;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2012/'13 naar 2013/'14;60324.0;100.0
126;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2013/'14 naar 2014/'15;59517.0;100.0
127;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2014/'15 naar 2015/'16;58181.0;100.0
128;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2015/'16 naar 2016/'17;58334.0;100.0
129;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Noord-Nederland (LD);2016/'17 naar 2017/'18;59848.0;100.0
130;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2004/'05 naar 2005/'06;104593.0;100.0
131;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2005/'06 naar 2006/'07;112047.0;100.0
132;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2006/'07 naar 2007/'08;115094.0;100.0
133;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2007/'08 naar 2008/'09;117929.0;100.0
134;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2008/'09 naar 2009/'10;119059.0;100.0
135;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2009/'10 naar 2010/'11;120420.0;100.0
136;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2010/'11 naar 2011/'12;121856.0;100.0
137;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2011/'12 naar 2012/'13;120767.0;100.0
138;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2012/'13 naar 2013/'14;118963.0;100.0
139;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2013/'14 naar 2014/'15;116120.0;100.0
140;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2014/'15 naar 2015/'16;113437.0;100.0
141;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2015/'16 naar 2016/'17;112710.0;100.0
142;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Oost-Nederland (LD);2016/'17 naar 2017/'18;115420.0;100.0
143;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2004/'05 naar 2005/'06;187684.0;100.0
144;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2005/'06 naar 2006/'07;209991.0;100.0
145;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2006/'07 naar 2007/'08;215171.0;100.0
146;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2007/'08 naar 2008/'09;221424.0;100.0
147;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2008/'09 naar 2009/'10;221483.0;100.0
148;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2009/'10 naar 2010/'11;224238.0;100.0
149;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2010/'11 naar 2011/'12;227585.0;100.0
150;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2011/'12 naar 2012/'13;224466.0;100.0
151;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2012/'13 naar 2013/'14;220723.0;100.0
152;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2013/'14 naar 2014/'15;216034.0;100.0
153;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2014/'15 naar 2015/'16;209633.0;100.0
154;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2015/'16 naar 2016/'17;207428.0;100.0
155;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;West-Nederland (LD);2016/'17 naar 2017/'18;210132.0;100.0
156;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2004/'05 naar 2005/'06;93886.0;100.0
157;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2005/'06 naar 2006/'07;100827.0;100.0
158;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2006/'07 naar 2007/'08;103698.0;100.0
159;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2007/'08 naar 2008/'09;107488.0;100.0
160;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2008/'09 naar 2009/'10;109252.0;100.0
161;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2009/'10 naar 2010/'11;112767.0;100.0
162;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2010/'11 naar 2011/'12;112329.0;100.0
163;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2011/'12 naar 2012/'13;109735.0;100.0
164;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2012/'13 naar 2013/'14;106450.0;100.0
165;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2013/'14 naar 2014/'15;103868.0;100.0
166;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2014/'15 naar 2015/'16;98822.0;100.0
167;Totaal mannen en vrouwen;Totaal mbo (excl. extranei);Totaal;Totaal;Totaal;Zuid-Nederland (LD);2015/'16 naar 2016/'17;96497.0;100.0
