ID;Geslacht;Migratieachtergrond;Onderwijssoort;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
55;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);2013/'14;388970;22530;366440;6.0
56;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);2014/'15;388590;21310;367290;5.0
57;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);2015/'16;388940;20270;368670;5.0
58;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);2016/'17;395090;20890;374190;5.0
59;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);2017/'18;398580;22760;375820;6.0
60;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);2018/'19;403260;24400;378860;6.0
61;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);2019/'20;404020;20860;383170;5.0
62;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);2020/'21;408700;22730;385960;6.0
63;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2012/'13;12030;4140;7890;34.0
64;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2013/'14;11370;4260;7110;37.0
65;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2014/'15;10060;3750;6310;37.0
66;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2015/'16;9390;3310;6080;35.0
67;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2016/'17;9840;3190;6650;32.0
68;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2017/'18;11210;3250;7960;29.0
69;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2018/'19;12310;3600;8720;29.0
70;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2019/'20;12850;3280;9570;26.0
71;Totaal mannen en vrouwen;Totaal;Entreeopleiding (incl. extranei);2020/'21;12330;3340;8990;27.0
72;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2012/'13;4940;2130;2800;43.0
73;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2013/'14;4330;2050;2280;47.0
74;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2014/'15;3660;1800;1860;49.0
75;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2015/'16;3260;1630;1630;50.0
76;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2016/'17;3410;1670;1740;49.0
77;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2017/'18;4110;1800;2310;44.0
78;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2018/'19;4590;1950;2640;42.0
79;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2019/'20;4710;1700;3010;36.0
80;Totaal mannen en vrouwen;Totaal;Entreeopl zonder diploma (incl.extranei);2020/'21;4500;1730;2770;39.0
81;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2012/'13;7100;2010;5090;28.0
82;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2013/'14;7040;2210;4830;31.0
83;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2014/'15;6400;1960;4450;31.0
84;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2015/'16;6120;1670;4450;27.0
85;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2016/'17;6430;1520;4910;24.0
86;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2017/'18;7100;1450;5650;20.0
87;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2018/'19;7720;1650;6080;21.0
88;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2019/'20;8150;1590;6560;19.0
89;Totaal mannen en vrouwen;Totaal;Entreeopl. met diploma (incl.extranei);2020/'21;7830;1610;6220;21.0
90;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2012/'13;89200;10090;79110;11.0
91;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2013/'14;85690;8880;76810;10.0
92;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2014/'15;81400;8080;73320;10.0
93;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2015/'16;76380;7470;68910;10.0
94;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2016/'17;71900;7290;64610;10.0
95;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2017/'18;70640;7720;62920;11.0
96;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2018/'19;70070;8160;61920;12.0
97;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2019/'20;68640;6810;61840;10.0
98;Totaal mannen en vrouwen;Totaal;Niveau 2 (inclusief extranei);2020/'21;69460;7330;62130;11.0
99;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2012/'13;100650;4050;96610;4.0
100;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2013/'14;97900;3580;94320;4.0
101;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2014/'15;94790;3310;91480;3.0
102;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2015/'16;95590;3280;92310;3.0
103;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2016/'17;96220;3490;92730;4.0
104;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2017/'18;94360;3810;90550;4.0
105;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2018/'19;89440;3960;85490;4.0
106;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2019/'20;84940;3310;81630;4.0
107;Totaal mannen en vrouwen;Totaal;Niveau 3 (inclusief extranei);2020/'21;82160;3540;78630;4.0
108;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2012/'13;187940;6080;181860;3.0
109;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2013/'14;194020;5810;188200;3.0
110;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2014/'15;202340;6160;196180;3.0
111;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2015/'16;207580;6210;201370;3.0
112;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2016/'17;217120;6930;210200;3.0
113;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2017/'18;222370;7980;214390;4.0
114;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2018/'19;231430;8690;222740;4.0
115;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2019/'20;237590;7450;230140;3.0
116;Totaal mannen en vrouwen;Totaal;Niveau 4 (inclusief extranei);2020/'21;244750;8530;236220;3.0
117;Totaal mannen en vrouwen;Totaal;Bol totaal;2012/'13;320200;17890;302310;6.0
118;Totaal mannen en vrouwen;Totaal;Bol totaal;2013/'14;328820;17480;311340;5.0
119;Totaal mannen en vrouwen;Totaal;Bol totaal;2014/'15;334580;17060;317520;5.0
120;Totaal mannen en vrouwen;Totaal;Bol totaal;2015/'16;336120;16240;319880;5.0
121;Totaal mannen en vrouwen;Totaal;Bol totaal;2016/'17;339750;16630;323120;5.0
122;Totaal mannen en vrouwen;Totaal;Bol totaal;2017/'18;340200;17960;322250;5.0
123;Totaal mannen en vrouwen;Totaal;Bol totaal;2018/'19;339540;18660;320880;5.0
124;Totaal mannen en vrouwen;Totaal;Bol totaal;2019/'20;337590;15400;322180;5.0
125;Totaal mannen en vrouwen;Totaal;Bol totaal;2020/'21;342890;17390;325500;5.0
126;Totaal mannen en vrouwen;Totaal;Bbl totaal;2012/'13;63700;5630;58070;9.0
127;Totaal mannen en vrouwen;Totaal;Bbl totaal;2013/'14;54660;4290;50380;8.0
128;Totaal mannen en vrouwen;Totaal;Bbl totaal;2014/'15;49050;3490;45550;7.0
129;Totaal mannen en vrouwen;Totaal;Bbl totaal;2015/'16;48730;3380;45360;7.0
130;Totaal mannen en vrouwen;Totaal;Bbl totaal;2016/'17;50870;3620;47260;7.0
131;Totaal mannen en vrouwen;Totaal;Bbl totaal;2017/'18;53780;4200;49580;8.0
132;Totaal mannen en vrouwen;Totaal;Bbl totaal;2018/'19;58730;5090;53640;9.0
133;Totaal mannen en vrouwen;Totaal;Bbl totaal;2019/'20;61360;4890;56470;8.0
134;Totaal mannen en vrouwen;Totaal;Bbl totaal;2020/'21;60210;4840;55370;8.0
135;Totaal mannen en vrouwen;Totaal;Extranei;2012/'13;5920;840;5080;14.0
136;Totaal mannen en vrouwen;Totaal;Extranei;2013/'14;5490;760;4730;14.0
137;Totaal mannen en vrouwen;Totaal;Extranei;2014/'15;4970;750;4220;15.0
138;Totaal mannen en vrouwen;Totaal;Extranei;2015/'16;4080;650;3430;16.0
139;Totaal mannen en vrouwen;Totaal;Extranei;2016/'17;4460;640;3820;14.0
140;Totaal mannen en vrouwen;Totaal;Extranei;2017/'18;4590;610;3990;13.0
141;Totaal mannen en vrouwen;Totaal;Extranei;2018/'19;4990;650;4340;13.0
142;Totaal mannen en vrouwen;Totaal;Extranei;2019/'20;5080;560;4520;11.0
143;Totaal mannen en vrouwen;Totaal;Extranei;2020/'21;5600;510;5090;9.0
144;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2012/'13;4070;1720;2340;42.0
145;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2013/'14;3690;1740;1950;47.0
146;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2014/'15;3130;1510;1620;48.0
147;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2015/'16;2770;1370;1400;50.0
148;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2016/'17;2900;1400;1500;48.0
149;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2017/'18;3560;1540;2020;43.0
150;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2018/'19;3840;1570;2270;41.0
151;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2019/'20;3890;1330;2570;34.0
152;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding zonder diploma;2020/'21;3800;1400;2400;37.0
153;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2012/'13;5360;1290;4080;24.0
154;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2013/'14;5510;1480;4030;27.0
155;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2014/'15;5070;1370;3700;27.0
156;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2015/'16;4850;1140;3710;23.0
157;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2016/'17;5010;1020;3990;20.0
158;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2017/'18;5480;910;4580;17.0
159;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2018/'19;5940;1070;4870;18.0
160;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2019/'20;6090;980;5110;16.0
161;Totaal mannen en vrouwen;Totaal;Bol entreeopleiding met diploma;2020/'21;5800;1030;4760;18.0
162;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2012/'13;710;340;370;48.0
163;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2013/'14;510;260;260;50.0
164;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2014/'15;400;220;180;55.0
165;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2015/'16;350;190;160;53.0
166;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2016/'17;350;200;150;56.0
167;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2017/'18;410;200;200;50.0
168;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2018/'19;600;320;280;53.0
169;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2019/'20;660;320;340;49.0
170;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding zonder diploma;2020/'21;520;270;250;52.0
171;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2012/'13;1130;540;590;48.0
172;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2013/'14;960;540;420;56.0
173;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2014/'15;770;390;380;50.0
174;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2015/'16;760;370;390;49.0
175;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2016/'17;790;330;460;42.0
176;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2017/'18;970;380;590;39.0
177;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2018/'19;1090;420;670;39.0
178;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2019/'20;1220;460;760;38.0
179;Totaal mannen en vrouwen;Totaal;Bbl entreeopleiding met diploma;2020/'21;1090;420;660;39.0
180;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2012/'13;160;70;90;44.0
181;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2013/'14;130;60;70;44.0
182;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2014/'15;130;60;70;49.0
183;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2015/'16;140;80;70;52.0
184;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2016/'17;170;80;90;47.0
185;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2017/'18;140;60;80;42.0
186;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2018/'19;150;60;90;40.0
187;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2019/'20;160;50;110;32.0
188;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding zonder diploma;2020/'21;180;60;120;34.0
189;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2012/'13;600;180;430;30.0
190;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2013/'14;570;190;380;34.0
191;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2014/'15;570;200;370;36.0
192;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2015/'16;520;170;350;32.0
193;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2016/'17;630;160;470;26.0
194;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2017/'18;650;170;490;25.0
195;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2018/'19;690;150;540;22.0
196;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2019/'20;840;150;690;18.0
197;Totaal mannen en vrouwen;Totaal;Extranei entreeopleiding met diploma;2020/'21;950;160;790;16.0
198;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2012/'13;58050;6160;51890;11.0
199;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2013/'14;60250;6020;54230;10.0
200;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2014/'15;59180;5750;53440;10.0
201;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2015/'16;55870;5280;50590;9.0
202;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2016/'17;51920;5030;46900;10.0
203;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2017/'18;50960;5180;45780;10.0
204;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2018/'19;49200;5240;43970;11.0
205;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2019/'20;47350;4130;43220;9.0
206;Totaal mannen en vrouwen;Totaal;Bol niveau 2;2020/'21;48420;4710;43710;10.0
207;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2012/'13;29360;3590;25770;12.0
208;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2013/'14;23820;2590;21230;11.0
209;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2014/'15;20760;2100;18660;10.0
210;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2015/'16;19480;1990;17490;10.0
211;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2016/'17;18840;2070;16770;11.0
212;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2017/'18;18600;2370;16230;13.0
213;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2018/'19;19690;2710;16980;14.0
214;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2019/'20;20140;2490;17650;12.0
215;Totaal mannen en vrouwen;Totaal;Bbl niveau 2;2020/'21;19750;2470;17280;13.0
216;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2012/'13;1790;340;1450;19.0
217;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2013/'14;1620;260;1360;16.0
218;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2014/'15;1460;240;1220;16.0
219;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2015/'16;1030;200;830;20.0
220;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2016/'17;1140;200;950;17.0
221;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2017/'18;1080;170;910;16.0
222;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2018/'19;1190;210;970;18.0
223;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2019/'20;1160;190;970;17.0
224;Totaal mannen en vrouwen;Totaal;Extranei niveau 2;2020/'21;1290;140;1140;11.0
225;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2012/'13;74070;3050;71020;4.0
226;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2013/'14;73940;2770;71170;4.0
227;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2014/'15;72600;2580;70020;4.0
228;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2015/'16;73000;2530;70470;3.0
229;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2016/'17;71530;2600;68920;4.0
230;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2017/'18;67690;2750;64940;4.0
231;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2018/'19;60970;2630;58340;4.0
232;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2019/'20;56060;2100;53960;4.0
233;Totaal mannen en vrouwen;Totaal;Bol niveau 3;2020/'21;54090;2310;51790;4.0
234;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2012/'13;24880;870;24010;3.0
235;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2013/'14;22310;690;21620;3.0
236;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2014/'15;20620;590;20030;3.0
237;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2015/'16;21320;650;20660;3.0
238;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2016/'17;23390;770;22620;3.0
239;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2017/'18;25330;940;24390;4.0
240;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2018/'19;27050;1210;25840;4.0
241;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2019/'20;27570;1140;26430;4.0
242;Totaal mannen en vrouwen;Totaal;Bbl niveau 3;2020/'21;26810;1160;25640;4.0
243;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2012/'13;1710;130;1580;8.0
244;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2013/'14;1650;120;1540;7.0
245;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2014/'15;1570;140;1430;9.0
246;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2015/'16;1280;100;1180;8.0
247;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2016/'17;1300;110;1190;9.0
248;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2017/'18;1340;120;1220;9.0
249;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2018/'19;1430;120;1310;8.0
250;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2019/'20;1310;70;1240;5.0
251;Totaal mannen en vrouwen;Totaal;Extranei niveau 3;2020/'21;1270;70;1200;6.0
252;Totaal mannen en vrouwen;Totaal;Bol niveau 4;2012/'13;178650;5670;172980;3.0
253;Totaal mannen en vrouwen;Totaal;Bol niveau 4;2013/'14;185430;5480;179960;3.0
254;Totaal mannen en vrouwen;Totaal;Bol niveau 4;2014/'15;194600;5850;188750;3.0
255;Totaal mannen en vrouwen;Totaal;Bol niveau 4;2015/'16;199630;5920;193710;3.0
256;Totaal mannen en vrouwen;Totaal;Bol niveau 4;2016/'17;208400;6580;201810;3.0
257;Totaal mannen en vrouwen;Totaal;Bol niveau 4;2017/'18;212510;7580;204930;4.0
258;Totaal mannen en vrouwen;Totaal;Bol niveau 4;2018/'19;219590;8150;211440;4.0
259;Totaal mannen en vrouwen;Totaal;Bol niveau 4;2019/'20;224200;6870;217330;3.0
