ID;BedrijfstakkenBranchesSBI2008;Seizoencorrectie;Marges;Perioden;OmzetAfgelopen3Maanden_1;OmzetKomende3Maanden_2;VerkoopprTarievenKomende3Mnd_3;InkoopordersKomende3Mnd_4;PersoneelssterkteAfgelopen3Mnd_5;PersoneelssterkteKomende3Mnd_6;InvesteringenVerslagjaar_7;EconomischKlimaatAfgelopen3Mnd_8;EconomischKlimaatKomende3Mnd_9;WinstgevendheidAfgelopen3Mnd_10
3684;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 april;8.8;10.9;6.2;2.8;-4.0;-4.0;2.0;1.9;6.9;2.0
3685;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 mei;;;5.4;3.6;;-4.0;;;5.0;
3686;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 juni;;;5.2;4.6;;-3.1;;;5.4;
3687;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 juli;7.0;9.5;4.8;3.4;-1.7;-3.2;2.4;0.6;5.0;1.0
3688;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 augustus;;;6.0;2.1;;-1.2;;;2.6;
3689;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 september;;;6.4;2.4;;-2.2;;;2.7;
3690;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 oktober;10.8;11.3;4.5;3.0;1.3;-3.1;6.7;0.1;5.5;0.9
3691;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 november;;;5.8;3.4;;-2.7;;;3.2;
3692;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2014 december;;;3.7;4.0;;-1.6;;;3.1;
3693;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 januari;12.7;9.1;3.2;2.9;-0.4;-2.9;6.6;3.6;6.3;3.2
3694;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 februari;;;5.5;3.0;;-1.1;;;4.0;
3695;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 maart;;;6.3;4.5;;-0.5;;;6.0;
3696;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 april;13.5;10.2;5.0;4.9;-1.9;-0.2;4.5;5.9;6.2;2.2
3697;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 mei;;;5.5;4.9;;1.5;;;6.8;
3698;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 juni;;;6.8;5.6;;1.4;;;6.0;
3699;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 juli;13.2;11.2;7.2;5.5;0.2;1.0;6.4;7.0;7.5;4.9
3700;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 augustus;;;8.4;6.5;;0.5;;;8.1;
3701;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 september;;;7.5;4.4;;2.6;;;7.1;
3702;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 oktober;11.8;13.6;7.5;8.2;2.7;4.1;9.4;7.8;9.2;7.0
3703;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 november;;;6.7;8.6;;4.0;;;8.5;
3704;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2015 december;;;6.8;7.0;;2.7;;;7.9;
3705;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 januari;14.9;12.5;5.8;7.3;3.9;2.9;8.8;7.9;8.8;7.7
3706;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 februari;;;5.6;5.6;;3.2;;;7.2;
3707;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 maart;;;4.4;5.6;;0.8;;;4.6;
3708;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 april;12.8;12.4;7.2;5.4;4.0;3.6;8.5;6.6;5.0;6.9
3709;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 mei;;;6.9;5.9;;4.4;;;5.7;
3710;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 juni;;;6.8;8.4;;5.1;;;7.1;
3711;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 juli;10.4;14.8;7.2;7.1;5.9;3.0;11.5;5.1;5.0;4.8
3712;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 augustus;;;6.7;7.6;;4.6;;;4.4;
3713;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 september;;;7.3;6.7;;7.7;;;6.2;
3714;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 oktober;13.7;13.5;7.4;8.0;7.7;5.3;13.9;7.6;8.3;7.4
3715;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 november;;;8.6;9.7;;5.8;;;9.1;
3716;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2016 december;;;5.2;10.9;;6.7;;;10.5;
3717;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 januari;19.8;16.4;6.2;8.1;9.1;7.7;11.3;13.8;13.1;10.2
3718;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 februari;;;7.9;11.4;;7.7;;;10.8;
3719;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 maart;;;8.7;9.2;;8.6;;;10.4;
3720;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 april;21.3;17.6;9.2;9.2;7.7;8.8;10.5;13.5;10.3;10.4
3721;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 mei;;;9.7;9.8;;9.3;;;7.8;
3722;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 juni;;;9.0;10.1;;11.4;;;9.5;
3723;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 juli;16.2;18.0;9.7;10.2;11.2;13.0;11.7;11.3;9.9;8.4
3724;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 augustus;;;10.6;11.8;;12.2;;;10.7;
3725;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 september;;;11.9;12.8;;13.7;;;12.1;
3726;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 oktober;18.5;20.6;11.0;13.1;11.1;14.6;10.8;12.7;12.9;9.9
3727;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 november;;;10.2;13.4;;13.9;;;12.0;
3728;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2017 december;;;8.9;12.5;;15.1;;;12.5;
3729;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 januari;20.1;20.4;11.2;13.4;16.4;15.0;9.8;15.7;13.9;13.2
3730;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 februari;;;10.4;12.5;;14.8;;;13.0;
3731;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 maart;;;10.5;11.2;;14.9;;;11.1;
3732;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 april;16.9;18.1;9.9;10.5;13.6;15.0;11.2;12.1;10.3;8.9
3733;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 mei;;;10.3;10.0;;15.4;;;9.7;
3734;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 juni;;;11.6;11.2;;14.6;;;9.3;
3735;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 juli;16.9;17.0;11.9;8.5;15.3;16.0;12.2;11.5;9.3;8.4
3736;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 augustus;;;12.2;9.9;;14.4;;;8.7;
3737;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 september;;;12.3;10.2;;15.9;;;10.5;
3738;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 oktober;17.1;19.0;12.8;10.8;14.8;17.5;14.1;8.5;9.9;6.1
3739;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 november;;;14.1;10.7;;16.5;;;9.1;
3740;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2018 december;;;15.6;9.8;;13.2;;;8.6;
3741;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 januari;13.3;18.0;18.4;9.3;13.8;12.5;8.6;4.9;5.0;4.0
3742;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 februari;;;13.3;9.6;;13.8;;;4.5;
3743;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 maart;;;12.9;10.7;;13.7;;;5.6;
3744;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 april;14.9;15.7;10.8;7.6;11.7;13.8;9.7;2.7;3.0;7.3
3745;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 mei;;;10.8;7.6;;12.5;;;4.7;
3746;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 juni;;;9.8;4.7;;10.8;;;3.8;
3747;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 juli;15.4;13.2;9.9;6.8;10.0;10.6;9.2;2.1;2.9;5.3
3748;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 augustus;;;10.3;5.4;;10.5;;;2.4;
3749;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 september;;;9.9;6.7;;10.3;;;1.1;
3750;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 oktober;12.3;10.3;9.8;5.3;6.7;10.4;8.4;-1.7;0.0;3.4
3751;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 november;;;10.0;6.3;;11.1;;;0.9;
3752;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2019 december;;;11.9;6.5;;11.3;;;2.0;
3753;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 januari;9.0;13.2;13.4;8.8;7.7;11.0;7.6;1.3;3.5;2.4
3754;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 februari;;;12.7;6.9;;10.2;;;2.3;
3755;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 maart;;;8.9;-1.3;;3.8;;;-15.2;
3756;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 april;-12.5;-64.6;-4.6;-52.7;-5.1;-29.0;-35.2;-30.9;-65.0;-25.8
3757;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 mei;;;-2.1;-40.7;;-19.5;;;-46.4;
3758;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 juni;;;3.8;-12.5;;-10.0;;;-11.8;
3759;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 juli;-35.7;13.6;6.1;2.3;-19.6;-4.2;-21.7;-40.3;-0.1;-40.9
3760;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 augustus;;;6.8;2.0;;-1.4;;;1.7;
3761;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 september;;;5.6;-0.4;;-1.6;;;-2.4;
3762;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 oktober;11.5;-7.0;2.5;-5.7;-9.3;-5.9;-15.7;-9.6;-18.4;-5.6
3763;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 november;;;2.1;-7.4;;-4.4;;;-16.6;
3764;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2020 december;;;2.9;-2.6;;-2.1;;;-4.8;
3765;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 januari;-1.2;0.3;2.7;-3.1;-5.5;-0.1;-6.6;-14.6;-6.4;-10.6
3766;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 februari;;;6.0;-6.5;;0.9;;;-4.1;
3767;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 maart;;;8.3;2.6;;5.8;;;2.5;
3768;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 april;5.0;8.1;13.2;7.2;-0.3;7.9;2.1;-6.4;8.3;-4.4
3769;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 mei;;;15.9;12.8;;14.5;;;17.4;
3770;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 juni;;;20.3;19.8;;19.9;;;22.4;
3771;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 juli;21.2;22.9;21.8;16.5;10.1;20.5;14.5;17.2;17.4;11.6
3772;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 augustus;;;20.7;14.3;;20.6;;;15.0;
3773;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 september;;;21.2;12.9;;22.5;;;13.4;
3774;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 oktober;24.3;20.8;28.1;17.2;13.3;24.7;11.4;18.0;14.7;16.4
3775;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 november;;;29.5;13.8;;21.6;;;7.6;
3776;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2021 december;;;27.0;10.2;;19.0;;;-2.7;
3777;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 januari;9.9;8.3;27.7;9.0;12.4;16.3;9.5;-1.2;1.9;1.7
3778;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 februari;;;30.4;14.4;;20.5;;;12.6;
3779;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 maart;;;35.4;13.0;;20.9;;;3.3;
3780;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 april;20.2;20.4;40.9;15.4;12.6;20.0;13.2;-0.5;-1.7;2.5
3781;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 mei;;;39.2;13.3;;19.7;;;-1.4;
3782;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 juni;;;36.2;10.6;;20.4;;;-2.8;
3783;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 juli;20.2;13.3;37.4;10.4;10.7;17.6;11.3;-4.7;-4.7;1.7
3784;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 augustus;;;34.8;8.6;;17.6;;;-6.5;
3785;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 september;;;35.5;7.3;;16.8;;;-13.5;
3786;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 oktober;13.8;9.5;41.4;6.5;10.0;14.2;6.7;-13.6;-17.8;-8.4
3787;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 november;;;40.0;7.0;;15.1;;;-11.3;
3788;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2022 december;;;38.4;7.2;;15.6;;;-10.2;
3789;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 januari;16.5;10.3;38.1;8.5;9.9;16.3;6.8;-9.8;-7.8;-6.2
3790;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 februari;;;31.6;9.0;;14.6;;;-2.9;
3791;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 maart;;;26.1;8.7;;14.7;;;0.5;
3792;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 april;15.1;12.6;21.8;5.1;7.0;14.2;8.8;-4.7;-1.1;-1.5
3793;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 mei;;;19.6;4.1;;12.0;;-4.8;-1.6;
3794;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 juni;;;16.7;5.2;;9.2;;-5.3;-2.7;
3795;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 juli;10.1;8.4;16.8;3.2;6.2;9.5;5.5;-4.2;-2.9;-1.2
3796;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 augustus;;;17.2;3.8;;9.9;;-4.8;-4.0;
3797;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 september;;;15.1;4.4;;10.2;;-5.3;-5.0;
3798;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 oktober;5.4;11.2;16.1;4.6;3.8;9.5;10.8;-7.0;-4.9;-2.8
3799;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 november;;;14.4;5.1;;10.5;;-7.8;-2.2;
3800;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2023 december;;;15.6;0.5;;9.5;;-8.7;-3.8;
3801;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 januari;10.5;7.9;18.7;4.2;6.0;9.3;4.6;-6.6;-1.5;-0.8
3802;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 februari;;;16.7;4.9;;9.3;;-5.7;0.4;
3803;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 maart;;;14.9;4.8;;9.0;;-5.3;-1.2;
3804;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 april;7.9;9.9;14.2;4.7;3.8;7.9;0.9;-6.7;0.9;-4.2
3805;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 mei;;;15.0;3.6;;8.1;;-5.1;0.3;
3806;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 juni;;;15.9;2.6;;6.9;;-1.8;-0.8;
3807;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 juli;9.5;8.7;16.3;0.9;0.0;6.5;2.5;-2.7;-0.9;2.6
3808;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 augustus;;;15.6;2.7;;7.8;;-2.6;-1.3;
3809;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 september;;;15.3;6.6;;10.4;;-3.6;0.7;
3810;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 oktober;6.6;13.2;14.2;6.8;3.2;8.7;3.7;-4.3;1.1;1.6
3811;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 november;;;15.4;7.3;;6.4;;-3.8;0.8;
3812;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2024 december;;;17.2;7.8;;7.6;;-4.2;1.1;
3813;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 januari;12.1;9.7;20.4;6.1;-0.1;9.6;6.3;-7.0;-0.7;1.8
3814;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 februari;;;17.9;5.5;;7.2;;-3.0;-4.1;
3815;C Industrie, H-S diensten en 45+47;Seizoengecorrigeerde cijfers;Bovengrens 95%-interval;2025 maart;;;16.0;8.0;;6.7;;-4.9;-4.5;
3816;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 januari;-0.3;-4.5;14.5;-3.9;-5.6;-10.9;-2.5;-19.9;-16.7;-11.3
3817;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 februari;;;9.4;-6.1;;-8.5;;;-11.7;
3818;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 maart;;;4.8;-1.5;;-5.8;;;-9.1;
3819;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 april;-3.4;5.2;5.1;4.0;-4.0;-9.1;2.2;-19.2;-5.0;-10.7
3820;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 mei;;;-0.2;-4.4;;-11.1;;;-12.4;
3821;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 juni;;;-3.2;-6.5;;-8.2;;;-13.2;
3822;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 juli;6.5;-10.8;-3.6;-8.4;-2.7;-11.5;-0.2;-18.3;-16.1;-11.8
3823;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 augustus;;;2.6;0.0;;-9.6;;;-12.2;
3824;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 september;;;4.5;0.5;;-10.3;;;-12.6;
3825;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 oktober;-11.8;1.1;6.0;-5.3;-7.6;-11.8;-1.8;-21.4;-15.0;-14.3
3826;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 november;;;1.8;-10.1;;-14.0;;;-18.3;
3827;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2012 december;;;8.5;-15.3;;-18.8;;;-18.5;
3828;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 januari;1.6;-10.5;8.8;-7.9;-15.5;-12.6;-6.8;-22.6;-17.7;-18.6
3829;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 februari;;;3.8;-3.9;;-14.9;;;-10.2;
3830;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 maart;;;-1.2;-2.9;;-13.2;;;-11.4;
3831;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 april;-9.9;6.1;-3.3;2.3;-12.0;-12.7;-7.9;-22.6;-10.1;-19.2
3832;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 mei;;;-2.7;-2.3;;-11.4;;;-7.9;
3833;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 juni;;;-2.1;-5.2;;-11.0;;;-8.1;
3834;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 juli;6.7;-5.8;-1.9;-1.7;-6.0;-11.9;-9.7;-11.5;-9.3;-5.1
3835;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 augustus;;;1.6;1.6;;-9.5;;;0.8;
3836;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 september;;;1.6;7.0;;-8.5;;;2.1;
3837;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 oktober;4.4;16.0;0.2;5.4;-1.8;-8.4;-2.7;-7.5;0.3;-4.8
3838;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 november;;;4.0;1.7;;-12.4;;;3.3;
3839;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2013 december;;;7.0;-2.0;;-14.8;;;1.7;
3840;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 januari;17.3;-3.2;9.5;-2.9;-5.0;-10.9;-2.9;0.5;4.5;5.1
3841;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 februari;;;5.5;4.8;;-6.7;;;5.4;
3842;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 maart;;;2.5;8.2;;-5.7;;;5.7;
3843;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 april;5.1;16.6;0.6;6.9;-0.9;-0.7;1.0;0.8;7.8;4.5
3844;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 mei;;;0.0;6.2;;-4.3;;;5.1;
3845;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 juni;;;0.2;0.5;;-5.5;;;5.2;
3846;C Industrie;Oorspronkelijke, ongecorrigeerde cijfers;Waarde;2014 juli;10.0;1.7;0.6;1.9;1.4;-3.2;3.6;-0.6;3.0;3.8
