ID;Geslacht;TypeZelfstandige;SociaaleconomischePositieBijUitstroom;Persoonskenmerken;BedrijfstakkenBranchesSBI2008;Perioden;StoppendeZelfstandigen_1
58;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;F Bouwnijverheid;2012;6.9
59;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;F Bouwnijverheid;2013;7.9
60;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;F Bouwnijverheid;2014;6.4
61;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;F Bouwnijverheid;2015;5.9
62;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;F Bouwnijverheid;2016;6.1
63;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2008;11.6
64;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2009;10.8
65;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2010;9.3
66;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2011;10.5
67;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2012;13.1
68;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2013;14.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2014;12.7
70;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2015;12.4
71;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;G Handel;2016;13.1
72;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2008;2.9
73;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2009;4.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2010;2.6
75;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2011;3.1
76;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2012;3.7
77;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2013;5.3
78;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2014;3.3
79;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2015;3.2
80;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;H Vervoer en opslag;2016;3.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2008;2.6
82;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2009;2.5
83;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2010;2.1
84;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2011;2.4
85;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2012;2.8
86;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2013;3.1
87;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2014;3.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2015;2.9
89;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;I Horeca;2016;2.9
90;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2008;2.5
91;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2009;2.8
92;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2010;3.5
93;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2011;3.4
94;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2012;4.1
95;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2013;4.5
96;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2014;4.2
97;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2015;4.3
98;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;J Informatie en communicatie;2016;5.5
99;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2008;4.7
100;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2009;4.9
101;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2010;4.4
102;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2011;3.9
103;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2012;4.8
104;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2013;5.1
105;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2014;4.8
106;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2015;5.7
107;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;K Financiële dienstverlening;2016;4.2
108;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2008;1.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2009;1.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2010;1.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2011;1.1
112;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2012;1.3
113;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2013;1.2
114;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2014;1.1
115;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2015;0.9
116;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;L Verhuur en handel van onroerend goed;2016;0.9
117;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2008;9.4
118;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2009;9.5
119;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2010;9.9
120;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2011;11.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2012;13.2
122;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2013;14.5
123;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2014;14.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2015;15.4
125;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;M Specialistische zakelijke diensten;2016;16.7
126;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2008;4.1
127;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2009;4.9
128;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2010;4.3
129;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2011;4.8
130;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2012;5.3
131;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2013;5.2
132;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2014;5.7
133;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2015;6.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;N Verhuur en overige zakelijke diensten;2016;5.7
135;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2008;3.5
136;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2009;1.2
137;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2010;2.1
138;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2011;3.8
139;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2012;2.9
140;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2013;5.4
141;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2014;1.3
142;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2015;4.2
143;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;O Openbaar bestuur en overheidsdiensten;2016;3.9
144;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2008;4.1
145;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2009;4.6
146;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2010;4.7
147;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2011;5.4
148;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2012;5.9
149;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2013;6.5
150;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2014;6.7
151;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2015;8.1
152;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;P Onderwijs;2016;8.4
153;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2008;13.2
154;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2009;19.8
155;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2010;39.3
156;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2011;17.1
157;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2012;17.7
158;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2013;19.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2014;24.4
160;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2015;28.6
161;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;Q Gezondheids- en welzijnszorg;2016;25.4
162;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2008;2.3
163;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2009;2.5
164;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2010;2.4
165;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2011;2.7
166;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2012;3.4
167;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2013;3.8
168;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2014;3.5
169;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2015;4.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;R Cultuur, sport en recreatie;2016;4.6
171;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2008;2.9
172;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2009;3.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2010;2.7
174;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2011;3.1
175;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2012;3.7
176;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2013;3.8
177;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2014;3.8
178;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2015;3.9
179;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;S Overige dienstverlening;2016;4.1
180;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2008;0.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2009;0.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2010;0.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2011;0.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2012;0.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2013;0.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2014;0.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2015;0.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;T Huishoudens;2016;0.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2008;0.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2009;0.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2010;0.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2011;0.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2012;0.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2013;0.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2014;0.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2015;0.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;U Extraterritoriale organisaties;2016;0.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2008;71.6
199;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2009;73.5
200;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2010;86.2
201;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2011;63.5
202;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2012;56.2
203;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2013;53.2
204;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2014;53.3
205;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2015;41.3
206;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: Nederland;SBI-code onbekend;2016;36.5
207;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2008;32.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2009;34.6
209;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2010;42.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2011;34.8
211;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2012;37.2
212;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2013;40.6
213;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2014;40.9
214;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2015;42.2
215;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A-U Alle economische activiteiten;2016;42.9
216;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2008;0.2
217;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2009;0.3
218;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2010;0.4
219;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2011;0.3
220;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2012;0.3
221;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2013;0.4
222;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2014;0.4
223;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2015;0.3
224;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;A Landbouw, bosbouw en visserij;2016;0.4
225;Totaal mannen en vrouwen;Totaal;Totaal;Migratieachtergrond: met migratieacht...;B Delfstoffenwinning;2008;0.0
