ID;Geslacht;OnderwijspositieBasisjaar;PositieInVolgendSchooljaar;MigratieachtergrondEnGeneratie;Regiokenmerken;Perioden;Leerlingen_1
22;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;170010.0
23;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;166831.0
24;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;175683.0
25;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;184224.0
26;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;203583.0
27;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;212226.0
28;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;213863.0
29;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;212654.0
30;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;211452.0
31;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;210819.0
32;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;215036.0
33;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;670146.0
34;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;679742.0
35;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;680526.0
36;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;682509.0
37;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;672280.0
38;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;671243.0
39;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;667961.0
40;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;656964.0
41;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;640164.0
42;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;621435.0
43;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;599795.0
44;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2010/'11 naar 2011/'12;32321.0
45;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2011/'12 naar 2012/'13;32945.0
46;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2012/'13 naar 2013/'14;33958.0
47;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2013/'14 naar 2014/'15;34773.0
48;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2014/'15 naar 2015/'16;35553.0
49;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2015/'16 naar 2016/'17;36349.0
50;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2016/'17 naar 2017/'18;36687.0
51;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2017/'18 naar 2018/'19;37238.0
52;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2018/'19 naar 2019/'20;37514.0
53;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2019/'20 naar 2020/'21;37961.0
54;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Amsterdam;2020/'21 naar 2021/'22;38094.0
55;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2010/'11 naar 2011/'12;24313.0
56;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2011/'12 naar 2012/'13;24852.0
57;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2012/'13 naar 2013/'14;25353.0
58;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2013/'14 naar 2014/'15;26054.0
59;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2014/'15 naar 2015/'16;26829.0
60;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2015/'16 naar 2016/'17;27548.0
61;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2016/'17 naar 2017/'18;28086.0
62;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2017/'18 naar 2018/'19;28550.0
63;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2018/'19 naar 2019/'20;29067.0
64;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2019/'20 naar 2020/'21;29283.0
65;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;'s-Gravenhage;2020/'21 naar 2021/'22;29327.0
66;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2010/'11 naar 2011/'12;28582.0
67;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2011/'12 naar 2012/'13;29543.0
68;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2012/'13 naar 2013/'14;29836.0
69;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2013/'14 naar 2014/'15;29913.0
70;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2014/'15 naar 2015/'16;30192.0
71;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2015/'16 naar 2016/'17;30339.0
72;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2016/'17 naar 2017/'18;30592.0
73;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2017/'18 naar 2018/'19;30930.0
74;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2018/'19 naar 2019/'20;30794.0
75;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2019/'20 naar 2020/'21;30689.0
76;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Rotterdam;2020/'21 naar 2021/'22;30665.0
77;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2010/'11 naar 2011/'12;12035.0
78;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2011/'12 naar 2012/'13;12627.0
79;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2012/'13 naar 2013/'14;13171.0
80;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2013/'14 naar 2014/'15;13945.0
81;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2014/'15 naar 2015/'16;14528.0
82;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2015/'16 naar 2016/'17;15426.0
83;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2016/'17 naar 2017/'18;16103.0
84;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2017/'18 naar 2018/'19;16777.0
85;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2018/'19 naar 2019/'20;17166.0
86;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2019/'20 naar 2020/'21;17681.0
87;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Utrecht;2020/'21 naar 2021/'22;18169.0
88;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2010/'11 naar 2011/'12;2125.0
89;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2011/'12 naar 2012/'13;2133.0
90;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2012/'13 naar 2013/'14;2155.0
91;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2013/'14 naar 2014/'15;2096.0
92;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2014/'15 naar 2015/'16;2104.0
93;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2015/'16 naar 2016/'17;2205.0
94;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2016/'17 naar 2017/'18;2185.0
95;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2017/'18 naar 2018/'19;2139.0
96;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2018/'19 naar 2019/'20;2086.0
97;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2019/'20 naar 2020/'21;2593.0
98;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;"Gemeenten; niet in te delen";2020/'21 naar 2021/'22;3142.0
99;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2010/'11 naar 2011/'12;733302.0
100;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2011/'12 naar 2012/'13;738984.0
101;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2012/'13 naar 2013/'14;747142.0
102;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2013/'14 naar 2014/'15;755596.0
103;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2014/'15 naar 2015/'16;761776.0
104;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2015/'16 naar 2016/'17;765560.0
105;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2016/'17 naar 2017/'18;758860.0
106;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2017/'18 naar 2018/'19;744820.0
107;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2018/'19 naar 2019/'20;725179.0
108;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2019/'20 naar 2020/'21;704468.0
109;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Nederland;2020/'21 naar 2021/'22;686161.0
110;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2010/'11 naar 2011/'12;39091.0
111;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2011/'12 naar 2012/'13;40483.0
112;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2012/'13 naar 2013/'14;41409.0
113;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2013/'14 naar 2014/'15;42607.0
114;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2014/'15 naar 2015/'16;44114.0
115;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2015/'16 naar 2016/'17;45476.0
116;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2016/'17 naar 2017/'18;46495.0
117;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2017/'18 naar 2018/'19;47508.0
118;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2018/'19 naar 2019/'20;47831.0
119;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2019/'20 naar 2020/'21;48177.0
120;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;G4;2020/'21 naar 2021/'22;48677.0
121;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2010/'11 naar 2011/'12;124295.0
122;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2011/'12 naar 2012/'13;121509.0
123;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2012/'13 naar 2013/'14;128395.0
124;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2013/'14 naar 2014/'15;134109.0
125;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2014/'15 naar 2015/'16;148211.0
126;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2015/'16 naar 2016/'17;153919.0
127;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2016/'17 naar 2017/'18;153005.0
128;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2017/'18 naar 2018/'19;150793.0
129;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2018/'19 naar 2019/'20;148824.0
130;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2019/'20 naar 2020/'21;147373.0
131;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Meer dan 100 000 inwoners;2020/'21 naar 2021/'22;149777.0
132;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2010/'11 naar 2011/'12;569113.0
133;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2011/'12 naar 2012/'13;576258.0
134;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2012/'13 naar 2013/'14;576621.0
135;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2013/'14 naar 2014/'15;578206.0
136;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2014/'15 naar 2015/'16;568755.0
137;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2015/'16 naar 2016/'17;565353.0
138;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2016/'17 naar 2017/'18;558513.0
139;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2017/'18 naar 2018/'19;545535.0
140;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2018/'19 naar 2019/'20;527669.0
141;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2019/'20 naar 2020/'21;508083.0
142;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Minder dan 100 000 inwoners;2020/'21 naar 2021/'22;486955.0
143;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2010/'11 naar 2011/'12;11277.0
144;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2011/'12 naar 2012/'13;11536.0
145;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2012/'13 naar 2013/'14;11954.0
146;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2013/'14 naar 2014/'15;12332.0
147;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2014/'15 naar 2015/'16;12875.0
148;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2015/'16 naar 2016/'17;13212.0
149;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2016/'17 naar 2017/'18;13390.0
150;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2017/'18 naar 2018/'19;13663.0
151;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2018/'19 naar 2019/'20;13794.0
152;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2019/'20 naar 2020/'21;14124.0
153;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Amsterdam;2020/'21 naar 2021/'22;14453.0
154;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2010/'11 naar 2011/'12;10383.0
155;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2011/'12 naar 2012/'13;10599.0
156;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2012/'13 naar 2013/'14;10795.0
157;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2013/'14 naar 2014/'15;11039.0
158;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2014/'15 naar 2015/'16;11330.0
159;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2015/'16 naar 2016/'17;11654.0
160;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2016/'17 naar 2017/'18;11889.0
161;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2017/'18 naar 2018/'19;12030.0
162;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2018/'19 naar 2019/'20;12089.0
163;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2019/'20 naar 2020/'21;11945.0
164;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;'s-Gravenhage;2020/'21 naar 2021/'22;11745.0
165;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2010/'11 naar 2011/'12;10608.0
166;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2011/'12 naar 2012/'13;11088.0
167;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2012/'13 naar 2013/'14;11142.0
168;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2013/'14 naar 2014/'15;11209.0
169;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2014/'15 naar 2015/'16;11507.0
170;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2015/'16 naar 2016/'17;11661.0
171;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2016/'17 naar 2017/'18;11863.0
172;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2017/'18 naar 2018/'19;12106.0
173;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2018/'19 naar 2019/'20;12013.0
174;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2019/'20 naar 2020/'21;11985.0
175;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Rotterdam;2020/'21 naar 2021/'22;12057.0
176;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Utrecht;2010/'11 naar 2011/'12;6823.0
177;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Utrecht;2011/'12 naar 2012/'13;7260.0
178;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Utrecht;2012/'13 naar 2013/'14;7518.0
179;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Utrecht;2013/'14 naar 2014/'15;8027.0
180;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Nederlandse achtergrond;Utrecht;2014/'15 naar 2015/'16;8402.0
