ID;Geslacht;Leeftijd;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
57;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2016;77.1;76.4;56.1;57.0;93.5;95.5;58.7;78.3
58;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2017;77.4;77.1;54.6;56.4;92.7;94.2;63.7;83.0
59;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2018;77.4;78.3;55.9;57.2;93.7;94.7;62.2;86.2
60;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2019;79.6;79.2;56.0;57.2;93.2;93.6;63.6;86.2
61;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2020;80.5;80.8;54.1;57.3;95.0;95.5;65.7;84.3
62;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2021;79.2;79.3;54.0;56.5;94.4;94.4;67.6;87.0
63;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2022;79.4;79.6;56.8;54.7;93.4;93.0;65.7;89.6
64;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2023;80.2;79.9;55.5;55.2;93.9;93.2;66.7;88.4
65;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2024;79.0;79.6;55.5;54.8;94.0;93.4;65.7;87.3
66;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2014;71.5;73.9;62.6;61.0;92.6;91.2;51.4;66.0
67;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2015;71.4;74.3;62.8;60.9;92.6;92.1;52.6;70.5
68;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2016;72.3;75.2;62.4;60.7;93.4;91.5;54.7;74.3
69;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2017;69.8;74.7;62.2;60.6;92.3;89.8;57.2;79.0
70;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2018;71.3;75.6;61.9;60.2;92.5;90.7;57.8;82.9
71;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2019;72.7;75.4;62.0;60.8;92.8;90.0;58.6;84.7
72;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2020;74.3;76.2;62.0;61.4;94.1;91.7;59.2;82.4
73;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2021;73.5;75.2;61.2;61.0;93.2;90.4;61.5;86.7
74;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2022;74.4;75.6;61.6;60.6;94.2;88.5;63.0;91.1
75;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2023;75.6;76.4;61.6;60.9;94.4;89.3;64.0;89.2
76;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2024;76.3;76.5;61.7;61.2;94.4;89.3;63.7;88.4
77;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2014;70.3;72.7;62.3;60.6;91.8;90.4;50.1;64.8
78;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2015;70.3;73.3;62.5;60.6;91.9;91.4;51.4;69.4
79;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2016;71.3;74.1;62.1;60.4;92.8;90.8;53.5;73.3
80;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2017;68.7;73.7;62.0;60.3;91.6;89.1;56.0;78.0
81;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2018;70.4;74.7;61.7;59.9;91.9;90.1;56.8;82.1
82;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2019;71.7;74.5;61.8;60.5;92.2;89.3;57.6;83.9
83;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2020;73.3;75.3;61.8;61.1;93.5;91.0;58.2;81.6
84;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2021;72.4;74.2;60.9;60.7;92.5;89.7;60.4;85.9
85;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2022;73.5;74.7;61.4;60.3;93.7;87.8;62.0;90.5
86;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2023;74.7;75.6;61.4;60.6;93.9;88.6;63.1;88.5
87;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2024;75.5;75.7;61.5;60.9;93.9;88.6;62.7;87.7
88;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2014;72.7;75.0;62.8;61.3;93.3;91.9;52.7;67.3
89;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2015;72.5;75.4;63.0;61.2;93.2;92.7;53.8;71.6
90;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2016;73.4;76.2;62.6;61.0;94.0;92.1;55.9;75.3
91;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2017;70.9;75.7;62.5;60.9;92.9;90.5;58.4;80.0
92;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2018;72.3;76.5;62.1;60.5;93.1;91.3;58.8;83.7
93;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2019;73.7;76.4;62.3;61.0;93.4;90.6;59.7;85.5
94;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2020;75.2;77.2;62.2;61.7;94.6;92.3;60.3;83.2
95;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2021;74.5;76.2;61.4;61.3;93.7;91.1;62.7;87.5
96;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2022;75.3;76.5;61.8;60.9;94.7;89.2;64.0;91.7
97;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2023;76.4;77.3;61.8;61.2;94.9;89.9;65.0;89.8
98;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2024;77.1;77.3;61.9;61.4;94.8;89.9;64.6;89.0
99;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2014;72.5;76.3;63.3;62.9;92.8;90.4;50.0;61.8
100;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2015;72.3;75.2;63.4;63.0;91.4;91.0;50.8;64.3
101;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2016;73.7;76.5;63.2;62.9;92.6;91.2;53.1;70.4
102;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2017;71.1;75.3;63.2;62.7;90.8;89.8;54.5;74.6
103;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2018;72.2;75.7;63.1;62.9;91.3;89.7;55.3;80.2
104;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2019;74.9;78.2;63.0;62.9;91.8;90.7;57.7;81.2
105;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2020;76.8;79.6;63.4;63.6;93.2;91.5;59.3;80.3
106;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2021;77.6;79.1;62.9;63.5;92.4;90.2;60.6;84.1
107;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2022;74.9;77.0;63.1;63.0;92.3;88.8;60.2;87.1
108;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2023;76.7;77.6;63.1;63.3;93.2;89.5;61.7;86.9
109;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2024;76.2;77.3;63.0;63.1;93.3;89.9;61.1;86.3
110;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2014;71.4;75.2;63.1;62.7;92.1;89.7;48.8;60.6
111;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2015;71.3;74.2;63.2;62.8;90.7;90.3;49.6;63.2
112;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2016;72.7;75.5;63.0;62.7;92.0;90.5;52.0;69.4
113;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2017;70.0;74.3;63.1;62.5;90.1;89.1;53.3;73.6
114;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2018;71.3;74.8;62.9;62.7;90.8;89.1;54.3;79.4
115;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2019;74.0;77.4;62.9;62.8;91.2;90.1;56.6;80.4
116;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2020;75.9;78.7;63.2;63.4;92.6;90.9;58.3;79.5
117;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2021;76.7;78.2;62.7;63.3;91.7;89.5;59.5;83.2
118;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2022;74.0;76.1;62.9;62.8;91.7;88.2;59.2;86.3
119;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2023;75.8;76.7;63.0;63.1;92.7;88.8;60.7;86.2
120;Totaal mannen en vrouwen;35 tot 45 jaar;Ondergrens 95%-interval;2024;75.4;76.5;62.9;63.0;92.8;89.3;60.1;85.6
121;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2014;73.6;77.3;63.5;63.1;93.4;91.1;51.2;62.9
122;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2015;73.3;76.1;63.5;63.2;92.0;91.6;51.9;65.4
123;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2016;74.7;77.4;63.3;63.1;93.2;91.8;54.2;71.5
124;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2017;72.1;76.3;63.4;62.9;91.5;90.5;55.6;75.6
125;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2018;73.0;76.5;63.2;63.0;91.9;90.3;56.3;81.0
126;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2019;75.8;79.1;63.2;63.1;92.4;91.3;58.7;82.0
127;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2020;77.7;80.4;63.5;63.8;93.7;92.1;60.3;81.2
128;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2021;78.5;80.0;63.1;63.7;93.0;90.9;61.6;84.9
129;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2022;75.8;77.8;63.3;63.2;92.9;89.5;61.2;87.8
130;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2023;77.5;78.4;63.3;63.5;93.7;90.1;62.7;87.6
131;Totaal mannen en vrouwen;35 tot 45 jaar;Bovengrens 95%-interval;2024;77.1;78.1;63.2;63.3;93.8;90.5;62.0;87.0
132;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2014;72.8;77.1;63.9;63.9;89.5;89.3;43.7;44.1
133;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2015;73.1;77.7;64.0;64.0;88.8;89.8;44.2;45.6
134;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2016;72.6;78.2;63.8;63.9;89.5;90.6;47.1;51.6
135;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2017;72.4;76.1;63.7;63.8;88.3;88.7;49.1;58.6
136;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2018;72.0;76.8;63.8;63.9;89.1;89.4;49.9;66.2
137;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2019;74.1;78.8;63.9;64.1;88.3;89.3;50.8;66.9
138;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2020;76.9;80.2;64.2;64.9;91.4;92.1;54.1;68.3
139;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2021;78.0;80.4;63.8;64.6;89.6;90.1;56.1;75.0
140;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2022;76.5;78.9;64.5;64.8;90.3;89.2;57.5;80.8
141;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2023;78.5;80.5;64.5;65.0;91.4;89.9;58.9;81.4
142;Totaal mannen en vrouwen;45 tot 55 jaar;Waarde;2024;78.1;80.2;64.5;64.8;90.3;89.4;57.9;81.6
143;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2014;71.9;76.2;63.8;63.8;88.8;88.7;42.7;43.1
144;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2015;72.2;76.9;63.9;63.8;88.2;89.2;43.2;44.6
145;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2016;71.8;77.3;63.7;63.7;88.9;90.0;46.1;50.6
146;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2017;71.5;75.3;63.6;63.6;87.7;88.0;48.1;57.6
147;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2018;71.2;76.1;63.7;63.8;88.6;88.9;49.0;65.4
148;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2019;73.3;78.0;63.8;64.0;87.7;88.7;49.9;66.0
149;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2020;76.1;79.4;64.1;64.8;90.8;91.6;53.2;67.4
150;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2021;77.2;79.6;63.7;64.4;88.9;89.5;55.1;74.1
151;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2022;75.7;78.1;64.4;64.6;89.7;88.6;56.5;80.0
152;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2023;77.7;79.7;64.4;64.9;90.8;89.3;57.9;80.6
153;Totaal mannen en vrouwen;45 tot 55 jaar;Ondergrens 95%-interval;2024;77.3;79.5;64.4;64.7;89.7;88.8;57.0;80.9
154;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2014;73.7;78.0;64.0;64.0;90.1;90.0;44.7;45.2
155;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2015;74.0;78.6;64.1;64.1;89.4;90.4;45.2;46.6
156;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2016;73.5;78.9;63.9;64.0;90.1;91.1;48.1;52.6
157;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2017;73.3;77.0;63.8;63.9;89.0;89.3;50.2;59.6
158;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2018;72.8;77.5;63.8;64.1;89.7;89.9;50.8;67.0
159;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2019;74.9;79.5;64.0;64.2;88.9;89.9;51.8;67.8
160;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2020;77.6;80.9;64.3;65.1;91.9;92.6;55.0;69.1
161;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2021;78.9;81.2;63.9;64.7;90.2;90.7;57.1;75.9
162;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2022;77.3;79.7;64.6;64.9;90.8;89.8;58.4;81.6
163;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2023;79.3;81.2;64.6;65.1;91.9;90.4;59.8;82.2
164;Totaal mannen en vrouwen;45 tot 55 jaar;Bovengrens 95%-interval;2024;78.9;81.0;64.6;65.0;90.9;90.0;58.8;82.4
165;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2014;72.3;78.2;64.8;65.2;85.3;87.0;35.1;22.8
166;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2015;72.7;77.7;65.0;65.4;83.9;87.1;34.8;21.6
167;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2016;72.5;78.3;65.0;65.3;85.4;88.3;37.0;26.3
168;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2017;71.7;77.1;65.0;65.2;81.9;85.1;38.2;30.9
169;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2018;70.9;76.8;65.1;65.4;83.4;87.7;40.5;38.5
170;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2019;73.2;78.3;65.2;65.7;83.7;87.3;41.0;40.8
171;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2020;75.4;79.8;65.4;66.2;86.8;90.2;45.5;43.8
172;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2021;76.7;80.6;65.3;66.1;84.9;88.1;46.1;49.9
173;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2022;74.4;77.9;65.6;66.1;85.4;87.6;48.1;59.9
174;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2023;76.5;79.7;65.7;66.3;86.2;88.8;48.3;61.6
175;Totaal mannen en vrouwen;55 tot 65 jaar;Waarde;2024;76.3;79.6;65.7;66.2;86.4;88.4;49.3;62.8
176;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2014;71.3;77.3;64.7;65.1;84.5;86.2;34.1;21.9
177;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2015;71.8;76.8;64.9;65.3;83.1;86.3;33.8;20.8
178;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2016;71.5;77.4;64.9;65.2;84.6;87.6;35.9;25.3
179;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2017;70.7;76.2;64.9;65.1;81.1;84.3;37.2;29.9
180;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2018;70.1;76.0;65.0;65.3;82.7;87.1;39.6;37.6
181;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2019;72.4;77.6;65.1;65.6;83.0;86.6;40.1;39.9
182;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2020;74.6;79.0;65.3;66.1;86.2;89.7;44.6;42.9
183;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2021;75.9;79.8;65.2;66.0;84.2;87.5;45.2;49.0
184;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2022;73.6;77.1;65.5;66.0;84.7;87.0;47.2;59.0
185;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2023;75.7;79.0;65.7;66.2;85.6;88.2;47.5;60.7
186;Totaal mannen en vrouwen;55 tot 65 jaar;Ondergrens 95%-interval;2024;75.6;78.9;65.7;66.1;85.8;87.8;48.4;62.0
187;Totaal mannen en vrouwen;55 tot 65 jaar;Bovengrens 95%-interval;2014;73.3;79.1;64.9;65.4;86.1;87.8;36.2;23.7
