ID;Zorgaanbieders;FinancieringsvormenZorg;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
62;HP1: Ziekenhuizen;HF121b: Ziekenfonds;2023;
63;HP1: Ziekenhuizen;HF122: Zorgverzekeringswet;2021;26744.0
64;HP1: Ziekenhuizen;HF122: Zorgverzekeringswet;2022;27431.0
65;HP1: Ziekenhuizen;HF122: Zorgverzekeringswet;2023;29537.0
66;HP1: Ziekenhuizen;Vrijwillige financiering, eigen betaling;2021;2073.0
67;HP1: Ziekenhuizen;Vrijwillige financiering, eigen betaling;2022;2150.0
68;HP1: Ziekenhuizen;Vrijwillige financiering, eigen betaling;2023;2204.0
69;HP1: Ziekenhuizen;HF2: Vrijwillige financieringsvormen;2021;16.0
70;HP1: Ziekenhuizen;HF2: Vrijwillige financieringsvormen;2022;16.0
71;HP1: Ziekenhuizen;HF2: Vrijwillige financieringsvormen;2023;17.0
72;HP1: Ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2021;16.0
73;HP1: Ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2022;16.0
74;HP1: Ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2023;17.0
75;HP1: Ziekenhuizen;HF22: Financiering door IZWH;2021;0.0
76;HP1: Ziekenhuizen;HF22: Financiering door IZWH;2022;0.0
77;HP1: Ziekenhuizen;HF22: Financiering door IZWH;2023;0.0
78;HP1: Ziekenhuizen;HF23: Financiering door ondernemingen;2021;0.0
79;HP1: Ziekenhuizen;HF23: Financiering door ondernemingen;2022;0.0
80;HP1: Ziekenhuizen;HF23: Financiering door ondernemingen;2023;0.0
81;HP1: Ziekenhuizen;HF3: Eigen betalingen;2021;2057.0
82;HP1: Ziekenhuizen;HF3: Eigen betalingen;2022;2134.0
83;HP1: Ziekenhuizen;HF3: Eigen betalingen;2023;2187.0
84;HP1: Ziekenhuizen;HF31: Directe eigen betalingen;2021;151.0
85;HP1: Ziekenhuizen;HF31: Directe eigen betalingen;2022;138.0
86;HP1: Ziekenhuizen;HF31: Directe eigen betalingen;2023;131.0
87;HP1: Ziekenhuizen;HF32: Eigen risico en bijdragen;2021;1906.0
88;HP1: Ziekenhuizen;HF32: Eigen risico en bijdragen;2022;1996.0
89;HP1: Ziekenhuizen;HF32: Eigen risico en bijdragen;2023;2056.0
90;HP11:Algemene en academ. ziekenhuizen;Totaal financiering van ingezetenen;2021;26351.0
91;HP11:Algemene en academ. ziekenhuizen;Totaal financiering van ingezetenen;2022;26787.0
92;HP11:Algemene en academ. ziekenhuizen;Totaal financiering van ingezetenen;2023;28453.0
93;HP11:Algemene en academ. ziekenhuizen;HF1: Overheid en soc. verzekering;2021;24517.0
94;HP11:Algemene en academ. ziekenhuizen;HF1: Overheid en soc. verzekering;2022;24918.0
95;HP11:Algemene en academ. ziekenhuizen;HF1: Overheid en soc. verzekering;2023;26539.0
96;HP11:Algemene en academ. ziekenhuizen;HF11: Overheid;2021;1129.0
97;HP11:Algemene en academ. ziekenhuizen;HF11: Overheid;2022;1066.0
98;HP11:Algemene en academ. ziekenhuizen;HF11: Overheid;2023;898.0
99;HP11:Algemene en academ. ziekenhuizen;HF12: Verplichte premiegeb verzekeringen;2021;23388.0
100;HP11:Algemene en academ. ziekenhuizen;HF12: Verplichte premiegeb verzekeringen;2022;23852.0
101;HP11:Algemene en academ. ziekenhuizen;HF12: Verplichte premiegeb verzekeringen;2023;25641.0
102;HP11:Algemene en academ. ziekenhuizen;HF121a: Wlz, AWBZ;2021;560.0
103;HP11:Algemene en academ. ziekenhuizen;HF121a: Wlz, AWBZ;2022;575.0
104;HP11:Algemene en academ. ziekenhuizen;HF121a: Wlz, AWBZ;2023;641.0
105;HP11:Algemene en academ. ziekenhuizen;HF121b: Ziekenfonds;2021;
106;HP11:Algemene en academ. ziekenhuizen;HF121b: Ziekenfonds;2022;
107;HP11:Algemene en academ. ziekenhuizen;HF121b: Ziekenfonds;2023;
108;HP11:Algemene en academ. ziekenhuizen;HF122: Zorgverzekeringswet;2021;22828.0
109;HP11:Algemene en academ. ziekenhuizen;HF122: Zorgverzekeringswet;2022;23277.0
110;HP11:Algemene en academ. ziekenhuizen;HF122: Zorgverzekeringswet;2023;25000.0
111;HP11:Algemene en academ. ziekenhuizen;Vrijwillige financiering, eigen betaling;2021;1833.0
112;HP11:Algemene en academ. ziekenhuizen;Vrijwillige financiering, eigen betaling;2022;1869.0
113;HP11:Algemene en academ. ziekenhuizen;Vrijwillige financiering, eigen betaling;2023;1914.0
114;HP11:Algemene en academ. ziekenhuizen;HF2: Vrijwillige financieringsvormen;2021;16.0
115;HP11:Algemene en academ. ziekenhuizen;HF2: Vrijwillige financieringsvormen;2022;16.0
116;HP11:Algemene en academ. ziekenhuizen;HF2: Vrijwillige financieringsvormen;2023;17.0
117;HP11:Algemene en academ. ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2021;16.0
118;HP11:Algemene en academ. ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2022;16.0
119;HP11:Algemene en academ. ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2023;17.0
120;HP11:Algemene en academ. ziekenhuizen;HF22: Financiering door IZWH;2021;0.0
121;HP11:Algemene en academ. ziekenhuizen;HF22: Financiering door IZWH;2022;0.0
122;HP11:Algemene en academ. ziekenhuizen;HF22: Financiering door IZWH;2023;0.0
123;HP11:Algemene en academ. ziekenhuizen;HF23: Financiering door ondernemingen;2021;0.0
124;HP11:Algemene en academ. ziekenhuizen;HF23: Financiering door ondernemingen;2022;0.0
125;HP11:Algemene en academ. ziekenhuizen;HF23: Financiering door ondernemingen;2023;0.0
126;HP11:Algemene en academ. ziekenhuizen;HF3: Eigen betalingen;2021;1817.0
127;HP11:Algemene en academ. ziekenhuizen;HF3: Eigen betalingen;2022;1853.0
128;HP11:Algemene en academ. ziekenhuizen;HF3: Eigen betalingen;2023;1897.0
129;HP11:Algemene en academ. ziekenhuizen;HF31: Directe eigen betalingen;2021;151.0
130;HP11:Algemene en academ. ziekenhuizen;HF31: Directe eigen betalingen;2022;138.0
131;HP11:Algemene en academ. ziekenhuizen;HF31: Directe eigen betalingen;2023;131.0
132;HP11:Algemene en academ. ziekenhuizen;HF32: Eigen risico en bijdragen;2021;1666.0
133;HP11:Algemene en academ. ziekenhuizen;HF32: Eigen risico en bijdragen;2022;1715.0
134;HP11:Algemene en academ. ziekenhuizen;HF32: Eigen risico en bijdragen;2023;1767.0
135;HP12: Geestelijke gez., verslavingszorg;Totaal financiering van ingezetenen;2021;4656.0
136;HP12: Geestelijke gez., verslavingszorg;Totaal financiering van ingezetenen;2022;4985.0
137;HP12: Geestelijke gez., verslavingszorg;Totaal financiering van ingezetenen;2023;5431.0
138;HP12: Geestelijke gez., verslavingszorg;HF1: Overheid en soc. verzekering;2021;4507.0
139;HP12: Geestelijke gez., verslavingszorg;HF1: Overheid en soc. verzekering;2022;4798.0
140;HP12: Geestelijke gez., verslavingszorg;HF1: Overheid en soc. verzekering;2023;5237.0
141;HP12: Geestelijke gez., verslavingszorg;HF11: Overheid;2021;1344.0
142;HP12: Geestelijke gez., verslavingszorg;HF11: Overheid;2022;1431.0
143;HP12: Geestelijke gez., verslavingszorg;HF11: Overheid;2023;1511.0
144;HP12: Geestelijke gez., verslavingszorg;HF12: Verplichte premiegeb verzekeringen;2021;3164.0
145;HP12: Geestelijke gez., verslavingszorg;HF12: Verplichte premiegeb verzekeringen;2022;3366.0
146;HP12: Geestelijke gez., verslavingszorg;HF12: Verplichte premiegeb verzekeringen;2023;3726.0
147;HP12: Geestelijke gez., verslavingszorg;HF121a: Wlz, AWBZ;2021;465.0
148;HP12: Geestelijke gez., verslavingszorg;HF121a: Wlz, AWBZ;2022;446.0
149;HP12: Geestelijke gez., verslavingszorg;HF121a: Wlz, AWBZ;2023;522.0
150;HP12: Geestelijke gez., verslavingszorg;HF121b: Ziekenfonds;2021;
151;HP12: Geestelijke gez., verslavingszorg;HF121b: Ziekenfonds;2022;
152;HP12: Geestelijke gez., verslavingszorg;HF121b: Ziekenfonds;2023;
153;HP12: Geestelijke gez., verslavingszorg;HF122: Zorgverzekeringswet;2021;2699.0
154;HP12: Geestelijke gez., verslavingszorg;HF122: Zorgverzekeringswet;2022;2920.0
155;HP12: Geestelijke gez., verslavingszorg;HF122: Zorgverzekeringswet;2023;3205.0
156;HP12: Geestelijke gez., verslavingszorg;Vrijwillige financiering, eigen betaling;2021;149.0
157;HP12: Geestelijke gez., verslavingszorg;Vrijwillige financiering, eigen betaling;2022;188.0
158;HP12: Geestelijke gez., verslavingszorg;Vrijwillige financiering, eigen betaling;2023;194.0
159;HP12: Geestelijke gez., verslavingszorg;HF2: Vrijwillige financieringsvormen;2021;0.0
160;HP12: Geestelijke gez., verslavingszorg;HF2: Vrijwillige financieringsvormen;2022;0.0
161;HP12: Geestelijke gez., verslavingszorg;HF2: Vrijwillige financieringsvormen;2023;0.0
162;HP12: Geestelijke gez., verslavingszorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
163;HP12: Geestelijke gez., verslavingszorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
164;HP12: Geestelijke gez., verslavingszorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
165;HP12: Geestelijke gez., verslavingszorg;HF22: Financiering door IZWH;2021;0.0
166;HP12: Geestelijke gez., verslavingszorg;HF22: Financiering door IZWH;2022;0.0
167;HP12: Geestelijke gez., verslavingszorg;HF22: Financiering door IZWH;2023;0.0
168;HP12: Geestelijke gez., verslavingszorg;HF23: Financiering door ondernemingen;2021;0.0
169;HP12: Geestelijke gez., verslavingszorg;HF23: Financiering door ondernemingen;2022;0.0
170;HP12: Geestelijke gez., verslavingszorg;HF23: Financiering door ondernemingen;2023;0.0
171;HP12: Geestelijke gez., verslavingszorg;HF3: Eigen betalingen;2021;149.0
172;HP12: Geestelijke gez., verslavingszorg;HF3: Eigen betalingen;2022;188.0
173;HP12: Geestelijke gez., verslavingszorg;HF3: Eigen betalingen;2023;194.0
174;HP12: Geestelijke gez., verslavingszorg;HF31: Directe eigen betalingen;2021;0.0
175;HP12: Geestelijke gez., verslavingszorg;HF31: Directe eigen betalingen;2022;0.0
176;HP12: Geestelijke gez., verslavingszorg;HF31: Directe eigen betalingen;2023;0.0
177;HP12: Geestelijke gez., verslavingszorg;HF32: Eigen risico en bijdragen;2021;149.0
178;HP12: Geestelijke gez., verslavingszorg;HF32: Eigen risico en bijdragen;2022;188.0
179;HP12: Geestelijke gez., verslavingszorg;HF32: Eigen risico en bijdragen;2023;194.0
180;HP13: Categorale ziekenhuizen;Totaal financiering van ingezetenen;2021;1417.0
181;HP13: Categorale ziekenhuizen;Totaal financiering van ingezetenen;2022;1440.0
182;HP13: Categorale ziekenhuizen;Totaal financiering van ingezetenen;2023;1546.0
183;HP13: Categorale ziekenhuizen;HF1: Overheid en soc. verzekering;2021;1326.0
184;HP13: Categorale ziekenhuizen;HF1: Overheid en soc. verzekering;2022;1346.0
185;HP13: Categorale ziekenhuizen;HF1: Overheid en soc. verzekering;2023;1450.0
186;HP13: Categorale ziekenhuizen;HF11: Overheid;2021;108.0
187;HP13: Categorale ziekenhuizen;HF11: Overheid;2022;112.0
188;HP13: Categorale ziekenhuizen;HF11: Overheid;2023;117.0
189;HP13: Categorale ziekenhuizen;HF12: Verplichte premiegeb verzekeringen;2021;1218.0
190;HP13: Categorale ziekenhuizen;HF12: Verplichte premiegeb verzekeringen;2022;1234.0
191;HP13: Categorale ziekenhuizen;HF12: Verplichte premiegeb verzekeringen;2023;1333.0
192;HP13: Categorale ziekenhuizen;HF121a: Wlz, AWBZ;2021;0.0
193;HP13: Categorale ziekenhuizen;HF121a: Wlz, AWBZ;2022;0.0
194;HP13: Categorale ziekenhuizen;HF121a: Wlz, AWBZ;2023;0.0
195;HP13: Categorale ziekenhuizen;HF121b: Ziekenfonds;2021;
196;HP13: Categorale ziekenhuizen;HF121b: Ziekenfonds;2022;
197;HP13: Categorale ziekenhuizen;HF121b: Ziekenfonds;2023;
198;HP13: Categorale ziekenhuizen;HF122: Zorgverzekeringswet;2021;1218.0
199;HP13: Categorale ziekenhuizen;HF122: Zorgverzekeringswet;2022;1234.0
200;HP13: Categorale ziekenhuizen;HF122: Zorgverzekeringswet;2023;1333.0
201;HP13: Categorale ziekenhuizen;Vrijwillige financiering, eigen betaling;2021;91.0
202;HP13: Categorale ziekenhuizen;Vrijwillige financiering, eigen betaling;2022;93.0
203;HP13: Categorale ziekenhuizen;Vrijwillige financiering, eigen betaling;2023;96.0
204;HP13: Categorale ziekenhuizen;HF2: Vrijwillige financieringsvormen;2021;0.0
205;HP13: Categorale ziekenhuizen;HF2: Vrijwillige financieringsvormen;2022;0.0
206;HP13: Categorale ziekenhuizen;HF2: Vrijwillige financieringsvormen;2023;0.0
207;HP13: Categorale ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
208;HP13: Categorale ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
209;HP13: Categorale ziekenhuizen;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
210;HP13: Categorale ziekenhuizen;HF22: Financiering door IZWH;2021;0.0
211;HP13: Categorale ziekenhuizen;HF22: Financiering door IZWH;2022;0.0
212;HP13: Categorale ziekenhuizen;HF22: Financiering door IZWH;2023;0.0
213;HP13: Categorale ziekenhuizen;HF23: Financiering door ondernemingen;2021;0.0
214;HP13: Categorale ziekenhuizen;HF23: Financiering door ondernemingen;2022;0.0
215;HP13: Categorale ziekenhuizen;HF23: Financiering door ondernemingen;2023;0.0
216;HP13: Categorale ziekenhuizen;HF3: Eigen betalingen;2021;91.0
217;HP13: Categorale ziekenhuizen;HF3: Eigen betalingen;2022;93.0
218;HP13: Categorale ziekenhuizen;HF3: Eigen betalingen;2023;96.0
219;HP13: Categorale ziekenhuizen;HF31: Directe eigen betalingen;2021;0.0
220;HP13: Categorale ziekenhuizen;HF31: Directe eigen betalingen;2022;0.0
221;HP13: Categorale ziekenhuizen;HF31: Directe eigen betalingen;2023;0.0
222;HP13: Categorale ziekenhuizen;HF32: Eigen risico en bijdragen;2021;91.0
223;HP13: Categorale ziekenhuizen;HF32: Eigen risico en bijdragen;2022;93.0
224;HP13: Categorale ziekenhuizen;HF32: Eigen risico en bijdragen;2023;96.0
225;HP2: Instellingen langdurige zorg;Totaal financiering van ingezetenen;2021;26735.0
226;HP2: Instellingen langdurige zorg;Totaal financiering van ingezetenen;2022;27254.0
227;HP2: Instellingen langdurige zorg;Totaal financiering van ingezetenen;2023;29738.0
228;HP2: Instellingen langdurige zorg;HF1: Overheid en soc. verzekering;2021;24963.0
229;HP2: Instellingen langdurige zorg;HF1: Overheid en soc. verzekering;2022;25384.0
230;HP2: Instellingen langdurige zorg;HF1: Overheid en soc. verzekering;2023;27769.0
231;HP2: Instellingen langdurige zorg;HF11: Overheid;2021;877.0
232;HP2: Instellingen langdurige zorg;HF11: Overheid;2022;628.0
233;HP2: Instellingen langdurige zorg;HF11: Overheid;2023;667.0
234;HP2: Instellingen langdurige zorg;HF12: Verplichte premiegeb verzekeringen;2021;24086.0
235;HP2: Instellingen langdurige zorg;HF12: Verplichte premiegeb verzekeringen;2022;24756.0
236;HP2: Instellingen langdurige zorg;HF12: Verplichte premiegeb verzekeringen;2023;27102.0
237;HP2: Instellingen langdurige zorg;HF121a: Wlz, AWBZ;2021;19309.0
238;HP2: Instellingen langdurige zorg;HF121a: Wlz, AWBZ;2022;20255.0
239;HP2: Instellingen langdurige zorg;HF121a: Wlz, AWBZ;2023;22335.0
240;HP2: Instellingen langdurige zorg;HF121b: Ziekenfonds;2021;
241;HP2: Instellingen langdurige zorg;HF121b: Ziekenfonds;2022;
242;HP2: Instellingen langdurige zorg;HF121b: Ziekenfonds;2023;
243;HP2: Instellingen langdurige zorg;HF122: Zorgverzekeringswet;2021;4778.0
244;HP2: Instellingen langdurige zorg;HF122: Zorgverzekeringswet;2022;4501.0
245;HP2: Instellingen langdurige zorg;HF122: Zorgverzekeringswet;2023;4767.0
246;HP2: Instellingen langdurige zorg;Vrijwillige financiering, eigen betaling;2021;1772.0
247;HP2: Instellingen langdurige zorg;Vrijwillige financiering, eigen betaling;2022;1870.0
248;HP2: Instellingen langdurige zorg;Vrijwillige financiering, eigen betaling;2023;1969.0
249;HP2: Instellingen langdurige zorg;HF2: Vrijwillige financieringsvormen;2021;25.0
250;HP2: Instellingen langdurige zorg;HF2: Vrijwillige financieringsvormen;2022;24.0
251;HP2: Instellingen langdurige zorg;HF2: Vrijwillige financieringsvormen;2023;26.0
252;HP2: Instellingen langdurige zorg;HF21:Vrijwillige ziektekostenverzekering;2021;25.0
253;HP2: Instellingen langdurige zorg;HF21:Vrijwillige ziektekostenverzekering;2022;24.0
254;HP2: Instellingen langdurige zorg;HF21:Vrijwillige ziektekostenverzekering;2023;26.0
255;HP2: Instellingen langdurige zorg;HF22: Financiering door IZWH;2021;0.0
256;HP2: Instellingen langdurige zorg;HF22: Financiering door IZWH;2022;0.0
257;HP2: Instellingen langdurige zorg;HF22: Financiering door IZWH;2023;0.0
258;HP2: Instellingen langdurige zorg;HF23: Financiering door ondernemingen;2021;0.0
259;HP2: Instellingen langdurige zorg;HF23: Financiering door ondernemingen;2022;0.0
260;HP2: Instellingen langdurige zorg;HF23: Financiering door ondernemingen;2023;0.0
261;HP2: Instellingen langdurige zorg;HF3: Eigen betalingen;2021;1747.0
262;HP2: Instellingen langdurige zorg;HF3: Eigen betalingen;2022;1846.0
263;HP2: Instellingen langdurige zorg;HF3: Eigen betalingen;2023;1943.0
264;HP2: Instellingen langdurige zorg;HF31: Directe eigen betalingen;2021;30.0
265;HP2: Instellingen langdurige zorg;HF31: Directe eigen betalingen;2022;31.0
266;HP2: Instellingen langdurige zorg;HF31: Directe eigen betalingen;2023;32.0
267;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2021;1717.0
268;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2022;1815.0
269;HP2: Instellingen langdurige zorg;HF32: Eigen risico en bijdragen;2023;1911.0
270;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2021;19234.0
271;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2022;19499.0
272;HP21: Verpleeg-,verzorgingsh., thuiszorg;Totaal financiering van ingezetenen;2023;21331.0
273;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2021;17876.0
274;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2022;18067.0
275;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF1: Overheid en soc. verzekering;2023;19823.0
276;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2021;533.0
277;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2022;348.0
278;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF11: Overheid;2023;363.0
279;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2021;17343.0
280;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2022;17719.0
281;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF12: Verplichte premiegeb verzekeringen;2023;19460.0
282;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2021;12873.0
283;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2022;13526.0
284;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121a: Wlz, AWBZ;2023;15032.0
285;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2021;
286;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2022;
287;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF121b: Ziekenfonds;2023;
288;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2021;4470.0
289;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2022;4193.0
290;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF122: Zorgverzekeringswet;2023;4428.0
291;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2021;1358.0
292;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2022;1431.0
293;HP21: Verpleeg-,verzorgingsh., thuiszorg;Vrijwillige financiering, eigen betaling;2023;1507.0
294;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2021;25.0
295;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2022;24.0
296;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF2: Vrijwillige financieringsvormen;2023;26.0
297;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2021;25.0
298;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2022;24.0
299;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF21:Vrijwillige ziektekostenverzekering;2023;26.0
300;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF22: Financiering door IZWH;2021;0.0
301;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF22: Financiering door IZWH;2022;0.0
302;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF22: Financiering door IZWH;2023;0.0
303;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF23: Financiering door ondernemingen;2021;0.0
304;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF23: Financiering door ondernemingen;2022;0.0
305;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF23: Financiering door ondernemingen;2023;0.0
306;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF3: Eigen betalingen;2021;1333.0
307;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF3: Eigen betalingen;2022;1407.0
308;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF3: Eigen betalingen;2023;1481.0
309;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF31: Directe eigen betalingen;2021;30.0
310;HP21: Verpleeg-,verzorgingsh., thuiszorg;HF31: Directe eigen betalingen;2022;31.0
