ID;Geslacht;Leeftijd;TypeInstelling;RegioS;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
41;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Nederland;2009;59790;0.46;63600.0;0.49;21637.0
42;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;4 grote gemeenten;2004;3235;0.19;3440.0;0.21;1154.0
43;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;4 grote gemeenten;2005;3425;0.2;3700.0;0.22;1224.0
44;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;4 grote gemeenten;2006;3600;0.21;3940.0;0.24;1308.0
45;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;4 grote gemeenten;2007;3925;0.23;;;
46;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;4 grote gemeenten;2008;4130;0.24;4480.0;0.27;1485.0
47;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;4 grote gemeenten;2009;4405;0.25;4720.0;0.28;1560.0
48;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overige gemeenten;2004;46585;0.42;49420.0;0.45;16853.0
49;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overige gemeenten;2005;48390;0.44;51195.0;0.46;17382.0
50;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overige gemeenten;2006;50125;0.45;53235.0;0.48;18050.0
51;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overige gemeenten;2007;52430;0.47;;;
52;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overige gemeenten;2008;52770;0.47;57285.0;0.51;19545.0
53;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Gehandicaptenzorg;Overige gemeenten;2009;55390;0.49;58875.0;0.52;20077.0
54;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Nederland;2004;15770;0.12;18425.0;0.14;5540.0
55;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Nederland;2005;17070;0.13;19990.0;0.16;5985.0
56;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Nederland;2006;18725;0.15;21545.0;0.17;6555.0
57;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Nederland;2007;18845;0.15;;;
58;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Nederland;2008;20025;0.15;23230.0;0.18;7035.0
59;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Nederland;2009;21690;0.17;25350.0;0.19;7593.0
60;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;4 grote gemeenten;2004;2085;0.12;2455.0;0.15;696.0
61;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;4 grote gemeenten;2005;2410;0.14;2905.0;0.18;814.0
62;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;4 grote gemeenten;2006;2875;0.17;3340.0;0.2;986.0
63;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;4 grote gemeenten;2007;3110;0.18;;;
64;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;4 grote gemeenten;2008;3435;0.2;3955.0;0.24;1162.0
65;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;4 grote gemeenten;2009;3955;0.23;4515.0;0.27;1345.0
66;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Overige gemeenten;2004;13680;0.12;15970.0;0.14;4844.0
67;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Overige gemeenten;2005;14660;0.13;17085.0;0.15;5171.0
68;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Overige gemeenten;2006;15850;0.14;18205.0;0.16;5570.0
69;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Overige gemeenten;2007;15730;0.14;;;
70;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Overige gemeenten;2008;16585;0.15;19275.0;0.17;5874.0
71;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;Geestelijke gezondheidszorg;Overige gemeenten;2009;17735;0.16;20835.0;0.18;6248.0
72;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Nederland;2004;18025;0.51;20400.0;0.59;6190.0
73;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Nederland;2005;19540;0.56;22065.0;0.65;6644.0
74;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Nederland;2006;20885;0.61;23640.0;0.71;7188.0
75;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Nederland;2007;22015;0.65;;;
76;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Nederland;2008;23465;0.69;26530.0;0.81;8345.0
77;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Nederland;2009;25335;0.74;28495.0;0.86;8926.0
78;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;4 grote gemeenten;2004;1670;0.28;1920.0;0.34;563.0
79;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;4 grote gemeenten;2005;1880;0.32;2160.0;0.39;621.0
80;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;4 grote gemeenten;2006;2085;0.36;2385.0;0.44;715.0
81;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;4 grote gemeenten;2007;2285;0.39;;;
82;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;4 grote gemeenten;2008;2585;0.43;2925.0;0.53;876.0
83;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;4 grote gemeenten;2009;2860;0.46;3200.0;0.57;969.0
84;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Overige gemeenten;2004;16360;0.55;18480.0;0.63;5627.0
85;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Overige gemeenten;2005;17665;0.61;19905.0;0.7;6023.0
86;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Overige gemeenten;2006;18800;0.66;21255.0;0.76;6473.0
87;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Overige gemeenten;2007;19730;0.71;;;
88;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Overige gemeenten;2008;20880;0.75;23605.0;0.86;7469.0
89;Totaal mannen en vrouwen;18 tot 35 jaar;Totaal zorg met verblijf;Overige gemeenten;2009;22475;0.8;25300.0;0.92;7956.0
90;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Nederland;2004;445;0.01;580.0;0.02;156.0
91;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Nederland;2005;435;0.01;585.0;0.02;152.0
92;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Nederland;2006;435;0.01;595.0;0.02;152.0
93;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Nederland;2007;745;0.02;;;
94;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Nederland;2008;865;0.03;1150.0;0.03;293.0
95;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Nederland;2009;925;0.03;1275.0;0.04;320.0
96;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;4 grote gemeenten;2004;30;0.01;65.0;0.01;13.0
97;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;4 grote gemeenten;2005;35;0.01;55.0;0.01;12.0
98;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;4 grote gemeenten;2006;35;0.01;70.0;0.01;14.0
99;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;4 grote gemeenten;2007;45;0.01;;;
100;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;4 grote gemeenten;2008;55;0.01;105.0;0.02;18.0
101;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;4 grote gemeenten;2009;55;0.01;95.0;0.02;17.0
102;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Overige gemeenten;2004;410;0.01;515.0;0.02;143.0
103;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Overige gemeenten;2005;400;0.01;530.0;0.02;140.0
104;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Overige gemeenten;2006;395;0.01;525.0;0.02;138.0
105;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Overige gemeenten;2007;700;0.03;;;
106;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Overige gemeenten;2008;805;0.03;1045.0;0.04;276.0
107;Totaal mannen en vrouwen;18 tot 35 jaar;Verpleging en verzorging;Overige gemeenten;2009;870;0.03;1180.0;0.04;303.0
108;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Nederland;2004;14270;0.4;15835.0;0.45;4966.0
109;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Nederland;2005;15225;0.44;16835.0;0.49;5234.0
110;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Nederland;2006;16085;0.47;17910.0;0.54;5581.0
111;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Nederland;2007;17215;0.51;;;
112;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Nederland;2008;18040;0.53;20150.0;0.61;6533.0
113;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Nederland;2009;19340;0.56;21380.0;0.64;6921.0
114;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;4 grote gemeenten;2004;1155;0.19;1270.0;0.23;400.0
115;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;4 grote gemeenten;2005;1275;0.22;1405.0;0.25;432.0
116;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;4 grote gemeenten;2006;1385;0.24;1555.0;0.28;487.0
117;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;4 grote gemeenten;2007;1565;0.26;;;
118;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;4 grote gemeenten;2008;1765;0.29;1940.0;0.35;613.0
119;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;4 grote gemeenten;2009;1900;0.31;2110.0;0.38;668.0
120;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Overige gemeenten;2004;13110;0.44;14565.0;0.5;4566.0
121;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Overige gemeenten;2005;13955;0.48;15430.0;0.54;4802.0
122;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Overige gemeenten;2006;14700;0.52;16360.0;0.58;5094.0
123;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Overige gemeenten;2007;15650;0.56;;;
124;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Overige gemeenten;2008;16275;0.58;18210.0;0.67;5920.0
125;Totaal mannen en vrouwen;18 tot 35 jaar;Gehandicaptenzorg;Overige gemeenten;2009;17440;0.62;19270.0;0.7;6253.0
126;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederland;2004;3315;0.09;4070.0;0.12;1068.0
127;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederland;2005;3880;0.11;4750.0;0.14;1259.0
128;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederland;2006;4370;0.13;5260.0;0.16;1454.0
129;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederland;2007;4055;0.12;;;
130;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederland;2008;4560;0.13;5545.0;0.17;1519.0
131;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Nederland;2009;5070;0.15;6260.0;0.19;1684.0
132;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;4 grote gemeenten;2004;480;0.08;590.0;0.11;150.0
133;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;4 grote gemeenten;2005;570;0.1;710.0;0.13;176.0
134;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;4 grote gemeenten;2006;665;0.11;780.0;0.14;214.0
135;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;4 grote gemeenten;2007;675;0.11;;;
136;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;4 grote gemeenten;2008;765;0.13;905.0;0.17;246.0
137;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;4 grote gemeenten;2009;905;0.15;1025.0;0.18;284.0
138;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overige gemeenten;2004;2835;0.1;3480.0;0.12;918.0
139;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overige gemeenten;2005;3310;0.11;4040.0;0.14;1082.0
140;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overige gemeenten;2006;3705;0.13;4480.0;0.16;1240.0
141;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overige gemeenten;2007;3380;0.12;;;
142;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overige gemeenten;2008;3800;0.14;4635.0;0.17;1273.0
143;Totaal mannen en vrouwen;18 tot 35 jaar;Geestelijke gezondheidszorg;Overige gemeenten;2009;4165;0.15;5230.0;0.19;1401.0
144;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Nederland;2004;23620;0.62;25350.0;0.67;8472.0
145;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Nederland;2005;24350;0.63;26105.0;0.68;8694.0
146;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Nederland;2006;25185;0.66;27030.0;0.71;8997.0
147;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Nederland;2007;25605;0.67;;;
148;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Nederland;2008;25530;0.67;28075.0;0.75;9240.0
149;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Nederland;2009;26205;0.7;28370.0;0.76;9344.0
150;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;4 grote gemeenten;2004;1830;0.37;2115.0;0.43;618.0
151;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;4 grote gemeenten;2005;2025;0.41;2360.0;0.48;700.0
152;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;4 grote gemeenten;2006;2260;0.46;2625.0;0.54;799.0
153;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;4 grote gemeenten;2007;2460;0.5;;;
154;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;4 grote gemeenten;2008;2635;0.53;3020.0;0.62;899.0
155;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;4 grote gemeenten;2009;2780;0.56;3185.0;0.65;965.0
156;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Overige gemeenten;2004;21790;0.65;23235.0;0.7;7854.0
157;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Overige gemeenten;2005;22325;0.67;23745.0;0.71;7995.0
158;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Overige gemeenten;2006;22925;0.68;24405.0;0.73;8198.0
159;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Overige gemeenten;2007;23145;0.69;;;
160;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Overige gemeenten;2008;22895;0.69;25055.0;0.77;8342.0
161;Totaal mannen en vrouwen;35 tot 50 jaar;Totaal zorg met verblijf;Overige gemeenten;2009;23425;0.72;25180.0;0.78;8378.0
162;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Nederland;2004;1420;0.04;2135.0;0.06;491.0
163;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Nederland;2005;1475;0.04;2220.0;0.06;512.0
164;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Nederland;2006;1555;0.04;2310.0;0.06;538.0
165;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Nederland;2007;1760;0.05;;;
166;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Nederland;2008;1795;0.05;2800.0;0.07;616.0
167;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Nederland;2009;1770;0.05;2820.0;0.08;625.0
168;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;4 grote gemeenten;2004;180;0.04;350.0;0.07;59.0
169;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;4 grote gemeenten;2005;190;0.04;345.0;0.07;62.0
170;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;4 grote gemeenten;2006;200;0.04;355.0;0.07;68.0
171;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;4 grote gemeenten;2007;250;0.05;;;
172;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;4 grote gemeenten;2008;270;0.05;510.0;0.1;89.0
173;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;4 grote gemeenten;2009;255;0.05;470.0;0.1;85.0
174;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Overige gemeenten;2004;1240;0.04;1785.0;0.05;432.0
175;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Overige gemeenten;2005;1285;0.04;1870.0;0.06;450.0
176;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Overige gemeenten;2006;1355;0.04;1955.0;0.06;470.0
177;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Overige gemeenten;2007;1510;0.05;;;
178;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Overige gemeenten;2008;1520;0.05;2295.0;0.07;527.0
179;Totaal mannen en vrouwen;35 tot 50 jaar;Verpleging en verzorging;Overige gemeenten;2009;1515;0.05;2350.0;0.07;539.0
180;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;Nederland;2004;17675;0.46;18175.0;0.48;6431.0
181;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;Nederland;2005;17880;0.47;18355.0;0.48;6472.0
182;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;Nederland;2006;18045;0.47;18595.0;0.49;6543.0
183;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;Nederland;2007;18175;0.47;;;
184;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;Nederland;2008;17615;0.46;18615.0;0.5;6519.0
185;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;Nederland;2009;17880;0.47;18420.0;0.49;6448.0
186;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;4 grote gemeenten;2004;930;0.19;965.0;0.2;333.0
187;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;4 grote gemeenten;2005;965;0.2;1025.0;0.21;352.0
188;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;4 grote gemeenten;2006;990;0.2;1075.0;0.22;369.0
189;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;4 grote gemeenten;2007;1050;0.21;;;
190;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;4 grote gemeenten;2008;1050;0.21;1090.0;0.22;377.0
191;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;4 grote gemeenten;2009;1070;0.21;1125.0;0.23;384.0
192;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;Overige gemeenten;2004;16745;0.5;17210.0;0.52;6098.0
193;Totaal mannen en vrouwen;35 tot 50 jaar;Gehandicaptenzorg;Overige gemeenten;2005;16910;0.5;17330.0;0.52;6121.0
