ID;Geslacht;Leeftijd;Regiokenmerken;Perioden;AnwUitkeringen_1
17;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Regio totaal;2012 2e kwartaal;81130
18;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Regio totaal;2012 3e kwartaal;78190
19;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Regio totaal;2012 4e kwartaal;74980
20;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Regio totaal;2013 1e kwartaal;73330
21;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Regio totaal;2013 2e kwartaal;70730
22;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Regio totaal;2013 3e kwartaal;67370
23;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Regio totaal;2013 4e kwartaal;55250
24;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2008 1e kwartaal;112810
25;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2008 2e kwartaal;111150
26;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2008 3e kwartaal;108980
27;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2008 4e kwartaal;106720
28;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2009 1e kwartaal;105040
29;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2009 2e kwartaal;103090
30;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2009 3e kwartaal;100800
31;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2009 4e kwartaal;98690
32;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2010 1e kwartaal;96960
33;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2010 2e kwartaal;94840
34;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2010 3e kwartaal;93050
35;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2010 4e kwartaal;91070
36;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2011 1e kwartaal;89360
37;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2011 2e kwartaal;86140
38;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2011 3e kwartaal;83160
39;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2011 4e kwartaal;80120
40;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2012 1e kwartaal;77840
41;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2012 2e kwartaal;74960
42;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2012 3e kwartaal;72190
43;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2012 4e kwartaal;69130
44;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2013 1e kwartaal;67650
45;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2013 2e kwartaal;65200
46;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2013 3e kwartaal;62050
47;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Nederland;2013 4e kwartaal;50590
48;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2008 1e kwartaal;8910
49;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2008 2e kwartaal;8780
50;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2008 3e kwartaal;8620
51;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2008 4e kwartaal;8460
52;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2009 1e kwartaal;8280
53;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2009 2e kwartaal;8130
54;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2009 3e kwartaal;7940
55;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2009 4e kwartaal;7810
56;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2010 1e kwartaal;7650
57;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2010 2e kwartaal;7540
58;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2010 3e kwartaal;7390
59;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2010 4e kwartaal;7290
60;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2011 1e kwartaal;7100
61;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2011 2e kwartaal;6860
62;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2011 3e kwartaal;6680
63;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2011 4e kwartaal;6540
64;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2012 1e kwartaal;6360
65;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2012 2e kwartaal;6170
66;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2012 3e kwartaal;6000
67;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2012 4e kwartaal;5850
68;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2013 1e kwartaal;5690
69;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2013 2e kwartaal;5530
70;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2013 3e kwartaal;5320
71;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Buitenland;2013 4e kwartaal;4660
72;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2008 1e kwartaal;12750
73;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2008 2e kwartaal;12580
74;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2008 3e kwartaal;12350
75;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2008 4e kwartaal;12050
76;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2009 1e kwartaal;11890
77;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2009 2e kwartaal;11670
78;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2009 3e kwartaal;11420
79;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2009 4e kwartaal;11180
80;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2010 1e kwartaal;11000
81;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2010 2e kwartaal;10740
82;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2010 3e kwartaal;10480
83;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2010 4e kwartaal;10180
84;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2011 1e kwartaal;10010
85;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2011 2e kwartaal;9680
86;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2011 3e kwartaal;9320
87;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2011 4e kwartaal;8940
88;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2012 1e kwartaal;8710
89;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2012 2e kwartaal;8380
90;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2012 3e kwartaal;8120
91;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2012 4e kwartaal;7740
92;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2013 1e kwartaal;7590
93;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2013 2e kwartaal;7290
94;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2013 3e kwartaal;6970
95;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Noord-Nederland (LD);2013 4e kwartaal;5660
96;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2008 1e kwartaal;23900
97;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2008 2e kwartaal;23560
98;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2008 3e kwartaal;23120
99;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2008 4e kwartaal;22730
100;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2009 1e kwartaal;22390
101;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2009 2e kwartaal;21980
102;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2009 3e kwartaal;21460
103;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2009 4e kwartaal;21040
104;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2010 1e kwartaal;20640
105;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2010 2e kwartaal;20180
106;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2010 3e kwartaal;19740
107;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2010 4e kwartaal;19360
108;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2011 1e kwartaal;18920
109;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2011 2e kwartaal;18200
110;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2011 3e kwartaal;17630
111;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2011 4e kwartaal;17000
112;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2012 1e kwartaal;16510
113;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2012 2e kwartaal;15940
114;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2012 3e kwartaal;15330
115;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2012 4e kwartaal;14690
116;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2013 1e kwartaal;14460
117;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2013 2e kwartaal;13920
118;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2013 3e kwartaal;13230
119;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Oost-Nederland (LD);2013 4e kwartaal;10810
120;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2008 1e kwartaal;49900
121;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2008 2e kwartaal;49190
122;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2008 3e kwartaal;48230
123;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2008 4e kwartaal;47230
124;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2009 1e kwartaal;46530
125;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2009 2e kwartaal;45620
126;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2009 3e kwartaal;44590
127;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2009 4e kwartaal;43610
128;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2010 1e kwartaal;42920
129;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2010 2e kwartaal;42040
130;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2010 3e kwartaal;41380
131;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2010 4e kwartaal;40680
132;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2011 1e kwartaal;40050
133;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2011 2e kwartaal;38510
134;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2011 3e kwartaal;37180
135;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2011 4e kwartaal;35800
136;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2012 1e kwartaal;34790
137;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2012 2e kwartaal;33480
138;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2012 3e kwartaal;32240
139;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2012 4e kwartaal;30890
140;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2013 1e kwartaal;30230
141;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2013 2e kwartaal;29140
142;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2013 3e kwartaal;27780
143;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;West-Nederland (LD);2013 4e kwartaal;22590
144;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2008 1e kwartaal;26180
145;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2008 2e kwartaal;25740
146;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2008 3e kwartaal;25200
147;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2008 4e kwartaal;24630
148;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2009 1e kwartaal;24160
149;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2009 2e kwartaal;23760
150;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2009 3e kwartaal;23290
151;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2009 4e kwartaal;22820
152;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2010 1e kwartaal;22370
153;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2010 2e kwartaal;21850
154;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2010 3e kwartaal;21400
155;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2010 4e kwartaal;20800
156;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2011 1e kwartaal;20350
157;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2011 2e kwartaal;19700
158;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2011 3e kwartaal;18990
159;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2011 4e kwartaal;18340
160;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2012 1e kwartaal;17800
161;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2012 2e kwartaal;17120
162;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2012 3e kwartaal;16450
163;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2012 4e kwartaal;15760
164;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2013 1e kwartaal;15320
165;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2013 2e kwartaal;14800
166;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2013 3e kwartaal;14030
167;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Zuid-Nederland (LD);2013 4e kwartaal;11500
168;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2008 1e kwartaal;4200
169;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2008 2e kwartaal;4160
170;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2008 3e kwartaal;4040
171;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2008 4e kwartaal;3950
172;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2009 1e kwartaal;3880
173;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2009 2e kwartaal;3810
174;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2009 3e kwartaal;3730
175;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2009 4e kwartaal;3640
176;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2010 1e kwartaal;3580
177;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2010 2e kwartaal;3480
178;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2010 3e kwartaal;3380
179;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2010 4e kwartaal;3270
180;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2011 1e kwartaal;3220
181;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2011 2e kwartaal;3120
182;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2011 3e kwartaal;3020
183;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2011 4e kwartaal;2880
184;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2012 1e kwartaal;2830
185;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2012 2e kwartaal;2700
186;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2012 3e kwartaal;2620
187;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2012 4e kwartaal;2490
188;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2013 1e kwartaal;2430
189;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2013 2e kwartaal;2350
190;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2013 3e kwartaal;2260
191;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Groningen (PV);2013 4e kwartaal;1810
192;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2008 1e kwartaal;4770
193;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2008 2e kwartaal;4710
194;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2008 3e kwartaal;4630
195;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2008 4e kwartaal;4520
196;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2009 1e kwartaal;4460
197;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2009 2e kwartaal;4400
198;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2009 3e kwartaal;4300
199;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2009 4e kwartaal;4240
200;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2010 1e kwartaal;4150
201;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2010 2e kwartaal;4070
202;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2010 3e kwartaal;3990
203;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2010 4e kwartaal;3890
204;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2011 1e kwartaal;3810
205;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2011 2e kwartaal;3710
206;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2011 3e kwartaal;3570
207;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2011 4e kwartaal;3430
208;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2012 1e kwartaal;3330
209;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2012 2e kwartaal;3220
210;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2012 3e kwartaal;3110
211;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2012 4e kwartaal;2970
212;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2013 1e kwartaal;2880
213;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2013 2e kwartaal;2770
214;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2013 3e kwartaal;2620
215;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Friesland (PV);2013 4e kwartaal;2160
216;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2008 1e kwartaal;3780
217;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2008 2e kwartaal;3720
218;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2008 3e kwartaal;3680
219;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2008 4e kwartaal;3580
220;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2009 1e kwartaal;3550
221;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2009 2e kwartaal;3470
222;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2009 3e kwartaal;3390
223;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2009 4e kwartaal;3300
224;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2010 1e kwartaal;3270
225;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2010 2e kwartaal;3190
226;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2010 3e kwartaal;3110
227;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2010 4e kwartaal;3020
228;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2011 1e kwartaal;2980
229;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2011 2e kwartaal;2850
230;Totaal geslacht, incl. onbekend;Totaal leeftijd, incl. onbekend;Drenthe (PV);2011 3e kwartaal;2730
