ID;Geslacht;OnderwijspositieBasisjaar;PositieInVolgendSchooljaar;Migratieachtergrond;Generatie;Regiokenmerken;Perioden;Woongemeente_1;Schoolgemeente_2;Woongemeente_3;Schoolgemeente_4
18;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2006/'07 - 2007/'08;92570.0;97591.0;100.0;100.0
19;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2007/'08 - 2008/'09;96151.0;101621.0;100.0;100.0
20;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2008/'09 - 2009/'10;95258.0;100505.0;100.0;100.0
21;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2009/'10 - 2010/'11;95730.0;101436.0;100.0;100.0
22;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2010/'11 - 2011/'12;97251.0;103973.0;100.0;100.0
23;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2011/'12 - 2012/'13;99967.0;106173.0;100.0;100.0
24;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2012/'13 - 2013/'14;102318.0;108635.0;100.0;100.0
25;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2013/'14 - 2014/'15;104685.0;110786.0;100.0;100.0
26;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2014/'15 - 2015/'16;107102.0;112753.0;100.0;100.0
27;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2015/'16 - 2016/'17;109662.0;114928.0;100.0;100.0
28;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2016/'17 - 2017/'18;111468.0;116853.0;100.0;100.0
29;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Vier grootste gemeenten (G4);2017/'18 - 2018/'19;113495.0;119047.0;100.0;100.0
30;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2003/'04 - 2004/'05;148323.0;200486.0;100.0;100.0
31;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2004/'05 - 2005/'06;150572.0;202571.0;100.0;100.0
32;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2005/'06 - 2006/'07;156980.0;208781.0;100.0;100.0
33;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2006/'07 - 2007/'08;157817.0;209365.0;100.0;100.0
34;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2007/'08 - 2008/'09;163382.0;216116.0;100.0;100.0
35;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2008/'09 - 2009/'10;162482.0;215255.0;100.0;100.0
36;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2009/'10 - 2010/'11;163273.0;215588.0;100.0;100.0
37;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2010/'11 - 2011/'12;170010.0;223573.0;100.0;100.0
38;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2011/'12 - 2012/'13;166831.0;217160.0;100.0;100.0
39;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2012/'13 - 2013/'14;175683.0;224722.0;100.0;100.0
40;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2013/'14 - 2014/'15;184224.0;234328.0;100.0;100.0
41;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2014/'15 - 2015/'16;203583.0;260684.0;100.0;100.0
42;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2015/'16 - 2016/'17;212226.0;271966.0;100.0;100.0
43;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2016/'17 - 2017/'18;213863.0;273357.0;100.0;100.0
44;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2017/'18 - 2018/'19;212654.0;271676.0;100.0;100.0
45;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2003/'04 - 2004/'05;617330.0;564883.0;100.0;100.0
46;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2004/'05 - 2005/'06;626956.0;574573.0;100.0;100.0
47;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2005/'06 - 2006/'07;659032.0;605593.0;100.0;100.0
48;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2006/'07 - 2007/'08;662660.0;608289.0;100.0;100.0
49;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2007/'08 - 2008/'09;678927.0;623399.0;100.0;100.0
50;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2008/'09 - 2009/'10;674568.0;618800.0;100.0;100.0
51;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2009/'10 - 2010/'11;673687.0;617919.0;100.0;100.0
52;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2010/'11 - 2011/'12;670146.0;611986.0;100.0;100.0
53;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2011/'12 - 2012/'13;679742.0;625340.0;100.0;100.0
54;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2012/'13 - 2013/'14;680526.0;627325.0;100.0;100.0
55;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2013/'14 - 2014/'15;682509.0;628400.0;100.0;100.0
56;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2014/'15 - 2015/'16;672280.0;611632.0;100.0;100.0
57;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2015/'16 - 2016/'17;671243.0;608442.0;100.0;100.0
58;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2016/'17 - 2017/'18;667961.0;605267.0;100.0;100.0
59;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Gemeenten < 100 000 inwoners;2017/'18 - 2018/'19;656964.0;594529.0;100.0;100.0
60;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2003/'04 - 2004/'05;86723.0;88071.0;100.0;100.0
61;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2004/'05 - 2005/'06;87208.0;88315.0;100.0;100.0
62;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2005/'06 - 2006/'07;92302.0;93008.0;100.0;100.0
63;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2006/'07 - 2007/'08;92932.0;93480.0;100.0;100.0
64;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2007/'08 - 2008/'09;96590.0;97268.0;100.0;100.0
65;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2008/'09 - 2009/'10;96316.0;96953.0;100.0;100.0
66;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2009/'10 - 2010/'11;96976.0;97591.0;100.0;100.0
67;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2010/'11 - 2011/'12;97309.0;97931.0;100.0;100.0
68;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2011/'12 - 2012/'13;98360.0;99044.0;100.0;100.0
69;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2012/'13 - 2013/'14;99451.0;100000.0;100.0;100.0
70;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2013/'14 - 2014/'15;100767.0;101360.0;100.0;100.0
71;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2014/'15 - 2015/'16;101765.0;102321.0;100.0;100.0
72;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2015/'16 - 2016/'17;102423.0;102898.0;100.0;100.0
73;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2016/'17 - 2017/'18;101519.0;101901.0;100.0;100.0
74;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Noord-Nederland;2017/'18 - 2018/'19;99973.0;100271.0;100.0;100.0
75;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2003/'04 - 2004/'05;192303.0;189285.0;100.0;100.0
76;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2004/'05 - 2005/'06;194468.0;191214.0;100.0;100.0
77;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2005/'06 - 2006/'07;202096.0;198526.0;100.0;100.0
78;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2006/'07 - 2007/'08;203360.0;200189.0;100.0;100.0
79;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2007/'08 - 2008/'09;209696.0;206956.0;100.0;100.0
80;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2008/'09 - 2009/'10;209048.0;206323.0;100.0;100.0
81;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2009/'10 - 2010/'11;209485.0;206882.0;100.0;100.0
82;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2010/'11 - 2011/'12;210193.0;207768.0;100.0;100.0
83;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2011/'12 - 2012/'13;212547.0;210030.0;100.0;100.0
84;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2012/'13 - 2013/'14;215841.0;213483.0;100.0;100.0
85;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2013/'14 - 2014/'15;219386.0;217043.0;100.0;100.0
86;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2014/'15 - 2015/'16;222298.0;220119.0;100.0;100.0
87;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2015/'16 - 2016/'17;225693.0;223895.0;100.0;100.0
88;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2016/'17 - 2017/'18;226150.0;224557.0;100.0;100.0
89;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Oost-Nederland;2017/'18 - 2018/'19;223111.0;221775.0;100.0;100.0
90;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2003/'04 - 2004/'05;386482.0;393632.0;100.0;100.0
91;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2004/'05 - 2005/'06;393875.0;400823.0;100.0;100.0
92;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2005/'06 - 2006/'07;416507.0;421530.0;100.0;100.0
93;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2006/'07 - 2007/'08;417791.0;421476.0;100.0;100.0
94;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2007/'08 - 2008/'09;429476.0;433020.0;100.0;100.0
95;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2008/'09 - 2009/'10;426563.0;429827.0;100.0;100.0
96;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2009/'10 - 2010/'11;427008.0;430156.0;100.0;100.0
97;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2010/'11 - 2011/'12;430368.0;433268.0;100.0;100.0
98;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2011/'12 - 2012/'13;435862.0;438716.0;100.0;100.0
99;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2012/'13 - 2013/'14;442963.0;445789.0;100.0;100.0
100;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2013/'14 - 2014/'15;449803.0;452451.0;100.0;100.0
101;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2014/'15 - 2015/'16;456595.0;458952.0;100.0;100.0
102;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2015/'16 - 2016/'17;462746.0;464974.0;100.0;100.0
103;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2016/'17 - 2017/'18;464669.0;466858.0;100.0;100.0
104;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;West-Nederland;2017/'18 - 2018/'19;462835.0;464882.0;100.0;100.0
105;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2003/'04 - 2004/'05;189339.0;191554.0;100.0;100.0
106;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2004/'05 - 2005/'06;191786.0;193963.0;100.0;100.0
107;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2005/'06 - 2006/'07;198235.0;199537.0;100.0;100.0
108;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2006/'07 - 2007/'08;198964.0;200100.0;100.0;100.0
109;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2007/'08 - 2008/'09;202698.0;203892.0;100.0;100.0
110;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2008/'09 - 2009/'10;200381.0;201457.0;100.0;100.0
111;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2009/'10 - 2010/'11;199221.0;200314.0;100.0;100.0
112;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2010/'11 - 2011/'12;199537.0;200565.0;100.0;100.0
113;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2011/'12 - 2012/'13;199771.0;200883.0;100.0;100.0
114;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2012/'13 - 2013/'14;200272.0;201410.0;100.0;100.0
115;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2013/'14 - 2014/'15;201462.0;202660.0;100.0;100.0
116;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2014/'15 - 2015/'16;202307.0;203677.0;100.0;100.0
117;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2015/'16 - 2016/'17;202269.0;203569.0;100.0;100.0
118;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2016/'17 - 2017/'18;200954.0;202161.0;100.0;100.0
119;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Zuid-Nederland;2017/'18 - 2018/'19;197194.0;198324.0;100.0;100.0
120;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2003/'04 - 2004/'05;29784.0;33589.0;100.0;100.0
121;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2004/'05 - 2005/'06;30004.0;33736.0;100.0;100.0
122;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2005/'06 - 2006/'07;30952.0;33685.0;100.0;100.0
123;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2006/'07 - 2007/'08;30678.0;33291.0;100.0;100.0
124;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2007/'08 - 2008/'09;31743.0;34464.0;100.0;100.0
125;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2008/'09 - 2009/'10;31267.0;34262.0;100.0;100.0
126;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2009/'10 - 2010/'11;31568.0;34875.0;100.0;100.0
127;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2010/'11 - 2011/'12;32321.0;35839.0;100.0;100.0
128;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2011/'12 - 2012/'13;32945.0;36791.0;100.0;100.0
129;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2012/'13 - 2013/'14;33958.0;38049.0;100.0;100.0
130;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2013/'14 - 2014/'15;34773.0;39007.0;100.0;100.0
131;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2014/'15 - 2015/'16;35553.0;39918.0;100.0;100.0
132;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2015/'16 - 2016/'17;36349.0;40713.0;100.0;100.0
133;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2016/'17 - 2017/'18;36687.0;41149.0;100.0;100.0
134;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;Amsterdam;2017/'18 - 2018/'19;37238.0;41635.0;100.0;100.0
135;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2003/'04 - 2004/'05;21178.0;19199.0;100.0;100.0
136;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2004/'05 - 2005/'06;21716.0;19679.0;100.0;100.0
137;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2005/'06 - 2006/'07;22510.0;20550.0;100.0;100.0
138;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2006/'07 - 2007/'08;22637.0;20975.0;100.0;100.0
139;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2007/'08 - 2008/'09;23864.0;22772.0;100.0;100.0
140;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2008/'09 - 2009/'10;23854.0;22686.0;100.0;100.0
141;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2009/'10 - 2010/'11;23834.0;22669.0;100.0;100.0
142;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2010/'11 - 2011/'12;24313.0;23657.0;100.0;100.0
143;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2011/'12 - 2012/'13;24852.0;24155.0;100.0;100.0
144;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2012/'13 - 2013/'14;25353.0;24451.0;100.0;100.0
145;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2013/'14 - 2014/'15;26054.0;25194.0;100.0;100.0
146;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2014/'15 - 2015/'16;26829.0;25866.0;100.0;100.0
147;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2015/'16 - 2016/'17;27548.0;26411.0;100.0;100.0
148;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Totaal;Totaal;Totaal;'s-Gravenhage;2016/'17 - 2017/'18;28086.0;26936.0;100.0;100.0
