ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;EconomischeActiviteitVanBaan;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
38;Totaal mannen en vrouwen;0;0;0;SBI 55 Horeca;2007/'08;65320.0;3930.0;61390.0;6.0
39;Totaal mannen en vrouwen;0;0;0;SBI 55 Horeca;2008/'09;70210.0;3660.0;66550.0;5.2
40;Totaal mannen en vrouwen;0;0;0;SBI 70-74 Zakelijke dienstverlening;2004/'05;56410.0;6230.0;50190.0;11.0
41;Totaal mannen en vrouwen;0;0;0;SBI 70-74 Zakelijke dienstverlening;2005/'06;64000.0;6360.0;57640.0;9.9
42;Totaal mannen en vrouwen;0;0;0;SBI 70-74 Zakelijke dienstverlening;2006/'07;67450.0;7730.0;59720.0;11.5
43;Totaal mannen en vrouwen;0;0;0;SBI 70-74 Zakelijke dienstverlening;2007/'08;74590.0;7880.0;66710.0;10.6
44;Totaal mannen en vrouwen;0;0;0;SBI 70-74 Zakelijke dienstverlening;2008/'09;74090.0;7040.0;67050.0;9.5
45;Totaal mannen en vrouwen;0;0;0;SBI 85 Gezondheids- en welzijnszorg;2004/'05;48210.0;5570.0;42630.0;11.6
46;Totaal mannen en vrouwen;0;0;0;SBI 85 Gezondheids- en welzijnszorg;2005/'06;50360.0;4260.0;46100.0;8.5
47;Totaal mannen en vrouwen;0;0;0;SBI 85 Gezondheids- en welzijnszorg;2006/'07;53600.0;4270.0;49330.0;8.0
48;Totaal mannen en vrouwen;0;0;0;SBI 85 Gezondheids- en welzijnszorg;2007/'08;61660.0;5480.0;56180.0;8.9
49;Totaal mannen en vrouwen;0;0;0;SBI 85 Gezondheids- en welzijnszorg;2008/'09;61530.0;5120.0;56410.0;8.3
50;Totaal mannen en vrouwen;0;0;0;SBI 90-93 Cultuur/overig dienstverlening;2004/'05;21320.0;2060.0;19260.0;9.6
51;Totaal mannen en vrouwen;0;0;0;SBI 90-93 Cultuur/overig dienstverlening;2005/'06;21930.0;1850.0;20080.0;8.5
52;Totaal mannen en vrouwen;0;0;0;SBI 90-93 Cultuur/overig dienstverlening;2006/'07;23360.0;1870.0;21490.0;8.0
53;Totaal mannen en vrouwen;0;0;0;SBI 90-93 Cultuur/overig dienstverlening;2007/'08;25720.0;2040.0;23670.0;7.9
54;Totaal mannen en vrouwen;0;0;0;SBI 90-93 Cultuur/overig dienstverlening;2008/'09;27420.0;1990.0;25430.0;7.3
55;Totaal mannen en vrouwen;0;0;0;Overige SBI's en SBI onbekend;2004/'05;30230.0;3720.0;26510.0;12.3
56;Totaal mannen en vrouwen;0;0;0;Overige SBI's en SBI onbekend;2005/'06;29050.0;3470.0;25570.0;12.0
57;Totaal mannen en vrouwen;0;0;0;Overige SBI's en SBI onbekend;2006/'07;28850.0;3040.0;25810.0;10.5
58;Totaal mannen en vrouwen;0;0;0;Overige SBI's en SBI onbekend;2007/'08;34780.0;3540.0;31230.0;10.2
59;Totaal mannen en vrouwen;0;0;0;Overige SBI's en SBI onbekend;2008/'09;32990.0;3010.0;29980.0;9.1
60;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal economische activiteit baan;2004/'05;509360.0;3610.0;505750.0;0.7
61;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal economische activiteit baan;2005/'06;528530.0;3720.0;524810.0;0.7
62;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal economische activiteit baan;2006/'07;523210.0;3420.0;519790.0;0.7
63;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal economische activiteit baan;2007/'08;517090.0;3250.0;513850.0;0.6
64;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal economische activiteit baan;2008/'09;512900.0;2830.0;510070.0;0.6
65;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0;2004/'05;492940.0;3520.0;489420.0;0.7
66;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0;2005/'06;514190.0;3660.0;510530.0;0.7
67;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0;2006/'07;513460.0;3390.0;510070.0;0.7
68;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0;2007/'08;505270.0;3200.0;502080.0;0.6
69;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0;2008/'09;500730.0;2790.0;497950.0;0.6
70;Totaal mannen en vrouwen;0;0;15 jaar of jonger;1;2004/'05;16380.0;90.0;16280.0;0.6
71;Totaal mannen en vrouwen;0;0;15 jaar of jonger;1;2005/'06;14210.0;60.0;14150.0;0.4
72;Totaal mannen en vrouwen;0;0;15 jaar of jonger;1;2006/'07;9740.0;30.0;9700.0;0.3
73;Totaal mannen en vrouwen;0;0;15 jaar of jonger;1;2007/'08;11820.0;50.0;11770.0;0.4
74;Totaal mannen en vrouwen;0;0;15 jaar of jonger;1;2008/'09;12160.0;50.0;12120.0;0.4
75;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 01-05 Landbouw en visserij;2004/'05;4210.0;10.0;4200.0;0.3
76;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 01-05 Landbouw en visserij;2005/'06;4200.0;;4190.0;
77;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 01-05 Landbouw en visserij;2006/'07;4400.0;10.0;4390.0;0.2
78;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 01-05 Landbouw en visserij;2007/'08;4870.0;10.0;4860.0;0.3
79;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 01-05 Landbouw en visserij;2008/'09;4070.0;;4060.0;
80;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 15-37 Industrie;2004/'05;400.0;;400.0;
81;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 15-37 Industrie;2005/'06;390.0;;390.0;
82;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 15-37 Industrie;2006/'07;380.0;;380.0;
83;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 15-37 Industrie;2007/'08;500.0;;490.0;
84;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 15-37 Industrie;2008/'09;550.0;0.0;550.0;0.0
85;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 45 Bouwnijverheid;2004/'05;50.0;;50.0;
86;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 45 Bouwnijverheid;2005/'06;90.0;0.0;90.0;0.0
87;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 45 Bouwnijverheid;2006/'07;100.0;;100.0;
88;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 45 Bouwnijverheid;2007/'08;100.0;;100.0;
89;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 45 Bouwnijverheid;2008/'09;120.0;0.0;120.0;0.0
90;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 50-52 Handel;2004/'05;2430.0;10.0;2420.0;0.5
91;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 50-52 Handel;2005/'06;2320.0;10.0;2310.0;0.6
92;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 50-52 Handel;2006/'07;2280.0;;2270.0;
93;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 50-52 Handel;2007/'08;3050.0;10.0;3030.0;0.4
94;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 50-52 Handel;2008/'09;3940.0;20.0;3920.0;0.5
95;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 55 Horeca;2004/'05;800.0;;800.0;
96;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 55 Horeca;2005/'06;820.0;;820.0;
97;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 55 Horeca;2006/'07;1070.0;;1070.0;
98;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 55 Horeca;2007/'08;1330.0;;1320.0;
99;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 55 Horeca;2008/'09;1610.0;;1600.0;
100;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 70-74 Zakelijke dienstverlening;2004/'05;6500.0;50.0;6450.0;0.7
101;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 70-74 Zakelijke dienstverlening;2005/'06;6020.0;30.0;5990.0;0.4
102;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 70-74 Zakelijke dienstverlening;2006/'07;1060.0;;1060.0;
103;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 70-74 Zakelijke dienstverlening;2007/'08;1330.0;;1320.0;
104;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 70-74 Zakelijke dienstverlening;2008/'09;1350.0;10.0;1340.0;0.7
105;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 85 Gezondheids- en welzijnszorg;2004/'05;70.0;0.0;70.0;0.0
106;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 85 Gezondheids- en welzijnszorg;2005/'06;70.0;0.0;70.0;0.0
107;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 85 Gezondheids- en welzijnszorg;2006/'07;70.0;0.0;70.0;0.0
108;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 85 Gezondheids- en welzijnszorg;2007/'08;160.0;0.0;160.0;0.0
109;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 85 Gezondheids- en welzijnszorg;2008/'09;60.0;0.0;60.0;0.0
110;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 90-93 Cultuur/overig dienstverlening;2004/'05;160.0;;160.0;
111;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 90-93 Cultuur/overig dienstverlening;2005/'06;160.0;;160.0;
112;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 90-93 Cultuur/overig dienstverlening;2006/'07;150.0;;150.0;
113;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 90-93 Cultuur/overig dienstverlening;2007/'08;200.0;;200.0;
114;Totaal mannen en vrouwen;0;0;15 jaar of jonger;SBI 90-93 Cultuur/overig dienstverlening;2008/'09;290.0;0.0;290.0;0.0
115;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Overige SBI's en SBI onbekend;2004/'05;1750.0;;1740.0;
116;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Overige SBI's en SBI onbekend;2005/'06;150.0;0.0;150.0;0.0
117;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Overige SBI's en SBI onbekend;2006/'07;230.0;;230.0;
118;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Overige SBI's en SBI onbekend;2007/'08;290.0;;290.0;
119;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Overige SBI's en SBI onbekend;2008/'09;180.0;;180.0;
120;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal economische activiteit baan;2004/'05;343060.0;15880.0;327180.0;4.6
121;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal economische activiteit baan;2005/'06;367130.0;15060.0;352070.0;4.1
122;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal economische activiteit baan;2006/'07;376370.0;13730.0;362650.0;3.6
123;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal economische activiteit baan;2007/'08;375520.0;10060.0;365460.0;2.7
124;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal economische activiteit baan;2008/'09;370220.0;8180.0;362040.0;2.2
125;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0;2004/'05;240080.0;11020.0;229060.0;4.6
126;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0;2005/'06;262020.0;10800.0;251220.0;4.1
127;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0;2006/'07;262210.0;9730.0;252480.0;3.7
128;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0;2007/'08;242530.0;6860.0;235660.0;2.8
129;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0;2008/'09;231420.0;5500.0;225920.0;2.4
130;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;1;2004/'05;102700.0;4860.0;97840.0;4.7
131;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;1;2005/'06;104700.0;4250.0;100450.0;4.1
132;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;1;2006/'07;114110.0;3990.0;110120.0;3.5
133;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;1;2007/'08;132990.0;3200.0;129790.0;2.4
134;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;1;2008/'09;138800.0;2680.0;136120.0;1.9
135;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 01-05 Landbouw en visserij;2004/'05;9310.0;310.0;9000.0;3.4
136;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 01-05 Landbouw en visserij;2005/'06;9920.0;280.0;9640.0;2.8
137;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 01-05 Landbouw en visserij;2006/'07;10050.0;220.0;9830.0;2.1
138;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 01-05 Landbouw en visserij;2007/'08;9700.0;120.0;9580.0;1.2
139;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 01-05 Landbouw en visserij;2008/'09;8130.0;80.0;8050.0;1.0
140;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 15-37 Industrie;2004/'05;5210.0;300.0;4910.0;5.8
141;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 15-37 Industrie;2005/'06;5300.0;240.0;5060.0;4.5
142;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 15-37 Industrie;2006/'07;4770.0;200.0;4580.0;4.1
143;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 15-37 Industrie;2007/'08;5460.0;150.0;5320.0;2.7
144;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 15-37 Industrie;2008/'09;5430.0;120.0;5310.0;2.3
145;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 45 Bouwnijverheid;2004/'05;1270.0;140.0;1130.0;11.3
146;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 45 Bouwnijverheid;2005/'06;1510.0;120.0;1380.0;8.2
147;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 45 Bouwnijverheid;2006/'07;1450.0;100.0;1350.0;7.0
148;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 45 Bouwnijverheid;2007/'08;1750.0;100.0;1650.0;5.8
149;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 45 Bouwnijverheid;2008/'09;1640.0;80.0;1560.0;4.6
150;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 50-52 Handel;2004/'05;46920.0;2050.0;44870.0;4.4
151;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 50-52 Handel;2005/'06;49630.0;1920.0;47710.0;3.9
152;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 50-52 Handel;2006/'07;56340.0;1790.0;54560.0;3.2
153;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 50-52 Handel;2007/'08;66150.0;1490.0;64670.0;2.2
154;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 50-52 Handel;2008/'09;72840.0;1200.0;71640.0;1.6
155;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 55 Horeca;2004/'05;14170.0;730.0;13440.0;5.2
156;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 55 Horeca;2005/'06;14710.0;640.0;14070.0;4.3
157;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 55 Horeca;2006/'07;18220.0;700.0;17520.0;3.8
158;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 55 Horeca;2007/'08;22630.0;560.0;22080.0;2.5
159;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 55 Horeca;2008/'09;25440.0;550.0;24880.0;2.2
160;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 70-74 Zakelijke dienstverlening;2004/'05;14290.0;730.0;13570.0;5.1
161;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 70-74 Zakelijke dienstverlening;2005/'06;14720.0;600.0;14130.0;4.0
162;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 70-74 Zakelijke dienstverlening;2006/'07;12530.0;570.0;11970.0;4.5
163;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 70-74 Zakelijke dienstverlening;2007/'08;14570.0;440.0;14130.0;3.0
164;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 70-74 Zakelijke dienstverlening;2008/'09;14610.0;350.0;14250.0;2.4
165;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 85 Gezondheids- en welzijnszorg;2004/'05;3250.0;130.0;3120.0;3.9
166;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 85 Gezondheids- en welzijnszorg;2005/'06;2820.0;110.0;2700.0;4.0
167;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 85 Gezondheids- en welzijnszorg;2006/'07;4080.0;110.0;3970.0;2.7
168;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 85 Gezondheids- en welzijnszorg;2007/'08;4680.0;100.0;4580.0;2.1
169;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 85 Gezondheids- en welzijnszorg;2008/'09;2700.0;60.0;2630.0;2.3
170;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 90-93 Cultuur/overig dienstverlening;2004/'05;3580.0;220.0;3370.0;6.1
171;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 90-93 Cultuur/overig dienstverlening;2005/'06;3460.0;190.0;3270.0;5.4
172;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 90-93 Cultuur/overig dienstverlening;2006/'07;3900.0;170.0;3730.0;4.4
173;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 90-93 Cultuur/overig dienstverlening;2007/'08;4390.0;150.0;4240.0;3.4
174;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;SBI 90-93 Cultuur/overig dienstverlening;2008/'09;4960.0;150.0;4810.0;2.9
175;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Overige SBI's en SBI onbekend;2004/'05;4700.0;250.0;4450.0;5.3
176;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Overige SBI's en SBI onbekend;2005/'06;2640.0;160.0;2480.0;6.0
177;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Overige SBI's en SBI onbekend;2006/'07;2770.0;150.0;2620.0;5.3
178;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Overige SBI's en SBI onbekend;2007/'08;3650.0;110.0;3550.0;2.9
179;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Overige SBI's en SBI onbekend;2008/'09;3060.0;90.0;2980.0;2.8
180;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal economische activiteit baan;2004/'05;852410.0;19490.0;832920.0;2.3
181;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal economische activiteit baan;2005/'06;895660.0;18780.0;876880.0;2.1
182;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal economische activiteit baan;2006/'07;899580.0;17150.0;882430.0;1.9
183;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal economische activiteit baan;2007/'08;892610.0;13310.0;879300.0;1.5
184;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal economische activiteit baan;2008/'09;883120.0;11010.0;872110.0;1.2
185;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0;2004/'05;733020.0;14540.0;718490.0;2.0
186;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0;2005/'06;776210.0;14460.0;761750.0;1.9
187;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0;2006/'07;775670.0;13120.0;762550.0;1.7
188;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0;2007/'08;747800.0;10060.0;737740.0;1.3
189;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0;2008/'09;732160.0;8280.0;723870.0;1.1
190;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1;2004/'05;119080.0;4950.0;114130.0;4.2
191;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1;2005/'06;118910.0;4310.0;114600.0;3.6
192;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1;2006/'07;123850.0;4020.0;119820.0;3.2
193;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1;2007/'08;144810.0;3250.0;141570.0;2.2
194;Totaal mannen en vrouwen;0;0;17 jaar of jonger;1;2008/'09;150960.0;2730.0;148230.0;1.8
195;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 01-05 Landbouw en visserij;2004/'05;13520.0;320.0;13200.0;2.4
196;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 01-05 Landbouw en visserij;2005/'06;14120.0;290.0;13830.0;2.0
197;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 01-05 Landbouw en visserij;2006/'07;14450.0;230.0;14220.0;1.6
198;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 01-05 Landbouw en visserij;2007/'08;14570.0;130.0;14440.0;0.9
199;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 01-05 Landbouw en visserij;2008/'09;12200.0;90.0;12110.0;0.7
200;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 15-37 Industrie;2004/'05;5610.0;310.0;5310.0;5.4
201;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 15-37 Industrie;2005/'06;5690.0;240.0;5440.0;4.2
202;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 15-37 Industrie;2006/'07;5150.0;200.0;4950.0;3.8
203;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 15-37 Industrie;2007/'08;5960.0;150.0;5810.0;2.5
204;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 15-37 Industrie;2008/'09;5990.0;120.0;5860.0;2.1
205;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 45 Bouwnijverheid;2004/'05;1320.0;150.0;1180.0;11.0
206;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 45 Bouwnijverheid;2005/'06;1590.0;120.0;1470.0;7.8
207;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 45 Bouwnijverheid;2006/'07;1550.0;100.0;1450.0;6.6
208;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 45 Bouwnijverheid;2007/'08;1860.0;100.0;1750.0;5.5
209;Totaal mannen en vrouwen;0;0;17 jaar of jonger;SBI 45 Bouwnijverheid;2008/'09;1760.0;80.0;1680.0;4.3
