ID;Populatie;KenmerkenVanHuishoudens;Regio;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;GemiddeldGestandaardiseerdInkomen_3;MediaanGestandaardiseerdInkomen_4;GemiddeldBesteedbaarInkomen_5;MediaanBesteedbaarInkomen_6;GestandaardiseerdInkomen1e10Groep_7;GestandaardiseerdInkomen2e10Groep_8;GestandaardiseerdInkomen3e10Groep_9;GestandaardiseerdInkomen4e10Groep_10;GestandaardiseerdInkomen5e10Groep_11;GestandaardiseerdInkomen6e10Groep_12;GestandaardiseerdInkomen7e10Groep_13;GestandaardiseerdInkomen8e10Groep_14;GestandaardiseerdInkomen9e10Groep_15;GestandaardiseerdInkomen10e10Groep_16
25;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2012;3575.4;100;26.5;23.4;37.4;31.1;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
26;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2013;3601.3;100;26.7;23.5;37.6;31.1;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
27;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2014;3619.0;100;28.2;24.3;39.8;32.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
28;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2015;3658.9;100;28.0;24.6;39.5;32.3;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
29;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2016;3690.0;100;29.1;25.6;41.0;33.3;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
30;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2017;3724.7;100;30.1;26.2;42.5;34.0;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
31;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2018;3755.8;100;30.4;26.8;43.0;34.8;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
32;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2011;1557.9;100;25.5;23.0;36.8;32.1;8.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
33;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2012;1571.1;100;25.7;23.3;37.0;32.2;8.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
34;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2013;1583.3;100;25.9;23.5;37.2;32.1;8.0;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
35;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2014;1589.7;100;27.2;24.1;39.1;32.8;9.0;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
36;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2015;1603.2;100;27.0;24.5;38.7;33.1;9.0;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
37;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2016;1613.0;100;28.1;25.4;40.2;34.1;8.0;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
38;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2017;1628.4;100;29.1;26.0;41.6;34.7;9.0;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
39;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2018;1641.0;100;29.4;26.7;42.0;35.4;9.0;10.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
40;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2011;274.6;100;22.1;20.2;30.7;26.5;17.0;12.0;12.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
41;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2012;277.3;100;22.2;20.4;30.7;26.5;17.0;12.0;12.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
42;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2013;279.6;100;22.3;20.5;30.9;26.6;17.0;11.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
43;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2014;280.1;100;23.3;21.1;32.2;27.3;17.0;11.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
44;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2015;282.9;100;23.3;21.3;32.2;27.3;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
45;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2016;283.7;100;24.2;22.0;33.3;28.2;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
46;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2017;284.5;100;24.9;22.6;34.3;28.7;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
47;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2018;285.1;100;25.3;23.2;34.9;29.3;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
48;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2011;279.8;100;23.7;21.5;34.0;30.1;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
49;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2012;281.1;100;23.8;21.8;34.1;30.3;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
50;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2013;282.5;100;24.1;22.0;34.4;30.4;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
51;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2014;283.3;100;25.2;22.6;36.0;30.9;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
52;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2015;284.6;100;25.1;23.0;35.7;31.2;9.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
53;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2016;285.4;100;26.1;23.9;37.2;32.2;9.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
54;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2017;287.4;100;26.9;24.5;38.3;32.7;10.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
55;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2018;288.6;100;27.4;25.1;38.9;33.4;9.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
56;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2011;208.8;100;24.8;22.5;35.8;32.0;7.0;10.0;11.0;12.0;11.0;11.0;11.0;10.0;9.0;8.0
57;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2012;209.9;100;25.0;22.7;36.0;32.1;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
58;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2013;210.7;100;25.1;23.0;36.1;32.2;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
59;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2014;210.6;100;26.3;23.7;37.9;32.9;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
60;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2015;211.5;100;26.3;24.0;37.7;33.2;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
61;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2016;212.2;100;27.4;24.9;39.3;34.2;7.0;10.0;11.0;11.0;12.0;11.0;11.0;10.0;9.0;8.0
62;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2017;214.3;100;28.2;25.5;40.4;34.8;7.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;8.0
63;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2018;215.6;100;28.6;26.2;41.0;35.5;7.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
64;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2011;474.6;100;24.3;22.2;35.6;31.6;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
65;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2012;477.9;100;24.5;22.4;35.8;31.7;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
66;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2013;481.0;100;24.7;22.6;36.0;31.8;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
67;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2014;480.0;100;26.0;23.3;38.0;32.6;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
68;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2015;483.4;100;25.8;23.6;37.6;32.9;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
69;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2016;486.6;100;26.9;24.6;39.2;33.8;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
70;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2017;491.2;100;27.7;25.2;40.5;34.5;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
71;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2018;494.7;100;28.1;25.8;41.0;35.2;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
72;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2011;157.4;100;25.2;23.0;37.4;33.6;8.0;10.0;10.0;10.0;10.0;11.0;11.0;10.0;10.0;9.0
73;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2012;159.9;100;25.1;23.1;37.0;33.3;9.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;8.0
74;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2013;161.4;100;25.4;23.3;37.5;33.4;9.0;10.0;10.0;10.0;10.0;11.0;11.0;10.0;10.0;9.0
75;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2014;162.2;100;26.5;24.0;39.2;34.3;9.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
76;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2015;163.9;100;26.6;24.4;39.2;34.7;8.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0
77;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2016;165.4;100;27.7;25.5;40.8;35.9;8.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0
78;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2017;167.5;100;28.4;26.1;41.9;36.7;8.0;10.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;9.0
79;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2018;169.6;100;29.0;26.9;42.7;37.7;8.0;10.0;10.0;11.0;10.0;11.0;11.0;11.0;10.0;9.0
80;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2011;850.9;100;25.4;22.9;37.0;32.5;9.0;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
81;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2012;859.1;100;25.6;23.1;37.1;32.5;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
82;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2013;867.6;100;25.7;23.3;37.2;32.5;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
83;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2014;871.5;100;27.1;24.0;39.3;33.2;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
84;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2015;880.2;100;26.7;24.3;38.5;33.4;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
85;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2016;886.8;100;27.8;25.3;40.2;34.4;9.0;9.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
86;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2017;896.8;100;28.8;25.9;41.6;35.1;9.0;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
87;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Gelderland (PV);2018;904.6;100;29.2;26.6;42.1;35.9;9.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;9.0
88;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2011;555.5;100;27.3;24.3;39.3;33.4;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;13.0
89;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2012;560.4;100;27.5;24.5;39.5;33.5;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
90;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2013;565.6;100;27.7;24.7;39.7;33.6;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
91;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2014;569.2;100;29.2;25.5;42.1;34.5;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
92;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2015;575.8;100;29.0;25.9;41.6;34.9;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;14.0
93;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2016;580.9;100;30.2;26.9;43.4;35.9;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;13.0
94;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2017;586.6;100;31.2;27.6;44.9;36.8;11.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;13.0
95;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Utrecht (PV);2018;591.5;100;31.6;28.3;45.4;37.7;10.0;8.0;8.0;9.0;9.0;9.0;10.0;11.0;12.0;13.0
96;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2011;1249.6;100;26.6;23.1;37.1;30.4;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
97;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2012;1261.3;100;26.8;23.3;37.3;30.5;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;10.0;12.0
98;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2013;1271.0;100;27.0;23.5;37.6;30.6;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
99;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2014;1280.8;100;28.6;24.3;39.9;31.5;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
100;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2015;1296.5;100;28.5;24.7;39.8;31.9;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
101;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2016;1309.3;100;29.7;25.7;41.4;32.9;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;12.0
102;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2017;1321.9;100;30.7;26.3;43.0;33.7;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;13.0
103;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Holland (PV);2018;1331.7;100;31.1;26.9;43.5;34.5;11.0;10.0;9.0;9.0;9.0;9.0;9.0;10.0;10.0;13.0
104;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2011;1570.2;100;25.9;22.9;36.7;30.6;11.0;11.0;10.0;9.0;9.0;9.0;10.0;10.0;10.0;11.0
105;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2012;1585.3;100;26.0;23.0;36.7;30.6;11.0;11.0;10.0;9.0;9.0;9.0;10.0;10.0;10.0;11.0
106;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2013;1595.3;100;26.1;23.1;36.9;30.6;11.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0
107;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2014;1599.5;100;27.6;23.8;39.0;31.4;11.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0
108;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2015;1616.5;100;27.3;24.1;38.6;31.7;11.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0
109;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2016;1629.2;100;28.3;25.0;40.0;32.6;11.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0
110;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2017;1644.5;100;29.3;25.6;41.5;33.4;11.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0
111;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Holland (PV);2018;1660.1;100;29.6;26.3;41.9;34.1;11.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0
112;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2011;167.2;100;25.6;23.2;36.6;32.2;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
113;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2012;168.4;100;25.8;23.5;36.6;32.4;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
114;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2013;169.4;100;26.1;23.6;37.0;32.4;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
115;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2014;169.6;100;27.3;24.3;38.8;33.0;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
116;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2015;170.1;100;27.2;24.7;38.5;33.4;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
117;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2016;170.7;100;28.0;25.5;39.8;34.2;7.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
118;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2017;171.7;100;28.8;26.0;40.9;34.7;8.0;9.0;11.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
119;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zeeland (PV);2018;172.6;100;29.2;26.6;41.3;35.3;8.0;9.0;11.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0
120;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2011;1057.0;100;26.0;23.5;37.7;33.0;8.0;9.0;10.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0
121;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2012;1066.9;100;26.2;23.7;37.9;33.0;8.0;9.0;10.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0
122;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2013;1076.5;100;26.4;23.9;38.1;33.0;8.0;9.0;10.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0
123;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2014;1082.8;100;27.8;24.6;40.1;33.7;9.0;9.0;10.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0
124;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2015;1093.9;100;27.5;24.9;39.6;34.0;9.0;9.0;10.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0
125;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Brabant (PV);2016;1101.9;100;28.6;25.9;41.3;35.0;8.0;9.0;10.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0
