ID;Geslacht;Migratieachtergrond;Cluster;Regiokenmerken;Perioden;LeerlingenOpSpecialeScholenTotaal_1;LeerlingenOpSpecialeScholenBasis_2;LeerlingenOpSpecialeScholenVO_3
32;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Nederland (LD);2021/'22;17320;7372;9948
33;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2011/'12;28357;14475;13882
34;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2012/'13;28171;14197;13974
35;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2013/'14;28904;13585;15319
36;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2014/'15;29061;13456;15605
37;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2015/'16;28517;13108;15409
38;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2016/'17;28523;12994;15529
39;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2017/'18;29187;13583;15604
40;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2018/'19;29819;14050;15769
41;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2019/'20;30489;14562;15927
42;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2020/'21;30487;14683;15804
43;Totaal mannen en vrouwen;Totaal;Totaal;West-Nederland (LD);2021/'22;31221;15242;15979
44;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2011/'12;16623;8463;8160
45;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2012/'13;16720;8218;8502
46;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2013/'14;16959;7771;9188
47;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2014/'15;16791;7644;9147
48;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2015/'16;16081;7297;8784
49;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2016/'17;15809;7199;8610
50;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2017/'18;15999;7355;8644
51;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2018/'19;16205;7649;8556
52;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2019/'20;16469;7910;8559
53;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2020/'21;16685;8114;8571
54;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2021/'22;17115;8510;8605
55;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2011/'12;194;94;100
56;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2012/'13;229;97;132
57;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2013/'14;198;84;114
58;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2014/'15;166;80;86
59;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2015/'16;132;61;71
60;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2016/'17;124;47;77
61;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2017/'18;120;44;76
62;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2018/'19;125;41;84
63;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2019/'20;122;42;80
64;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2020/'21;119;51;68
65;Totaal mannen en vrouwen;Totaal;Totaal;Niet in te delen (LD);2021/'22;122;47;75
66;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2011/'12;8507;4461;4046
67;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2012/'13;8285;4294;3991
68;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2013/'14;8504;4181;4323
69;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2014/'15;8440;4073;4367
70;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2015/'16;8328;4050;4278
71;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2016/'17;8317;4031;4286
72;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2017/'18;8643;4329;4314
73;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2018/'19;8798;4532;4266
74;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2019/'20;8989;4685;4304
75;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2020/'21;9072;4821;4251
76;Totaal mannen en vrouwen;Totaal;Totaal;Vier grootste gemeenten (G4);2021/'22;9177;4914;4263
77;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;13547;6472;7075
78;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;13907;6372;7535
79;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;14589;6320;8269
80;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;15760;6782;8978
81;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;15673;6711;8962
82;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;15612;6737;8875
83;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;15944;7027;8917
84;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;16433;7351;9082
85;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;16778;7647;9131
86;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;17331;8086;9245
87;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;17710;8366;9344
88;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2011/'12;47906;23212;24694
89;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2012/'13;47995;22577;25418
90;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2013/'14;47939;21237;26702
91;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2014/'15;46614;20168;26446
92;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2015/'16;44063;18828;25235
93;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2016/'17;42991;18316;24675
94;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2017/'18;42809;18465;24344
95;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2018/'19;43070;18941;24129
96;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2019/'20;43927;19694;24233
97;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2020/'21;43686;19631;24055
98;Totaal mannen en vrouwen;Totaal;Totaal;Gemeenten < 100 000 inwoners;2021/'22;44596;20281;24315
99;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2011/'12;194;94;100
100;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2012/'13;229;97;132
101;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2013/'14;198;84;114
102;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2014/'15;166;80;86
103;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2015/'16;132;61;71
104;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2016/'17;124;47;77
105;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2017/'18;120;44;76
106;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2018/'19;125;41;84
107;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2019/'20;122;42;80
108;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2020/'21;119;51;68
109;Totaal mannen en vrouwen;Totaal;Totaal;"Gemeenten; niet in te delen";2021/'22;122;47;75
110;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2011/'12;2811;1470;1341
111;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2012/'13;2681;1343;1338
112;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2013/'14;2777;1304;1473
113;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2014/'15;2692;1267;1425
114;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2015/'16;2565;1184;1381
115;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2016/'17;2534;1116;1418
116;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2017/'18;2596;1168;1428
117;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2018/'19;2648;1187;1461
118;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2019/'20;2675;1242;1433
119;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2020/'21;2681;1336;1345
120;Totaal mannen en vrouwen;Totaal;Totaal;Amsterdam;2021/'22;2729;1429;1300
121;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2011/'12;1781;952;829
122;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2012/'13;1702;925;777
123;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2013/'14;1771;893;878
124;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2014/'15;1770;876;894
125;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2015/'16;1726;866;860
126;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2016/'17;1713;884;829
127;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2017/'18;1832;965;867
128;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2018/'19;1904;1039;865
129;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2019/'20;2013;1098;915
130;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2020/'21;2029;1135;894
131;Totaal mannen en vrouwen;Totaal;Totaal;'s-Gravenhage;2021/'22;2017;1131;886
132;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2011/'12;2768;1465;1303
133;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2012/'13;2739;1425;1314
134;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2013/'14;2781;1356;1425
135;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2014/'15;2791;1304;1487
136;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2015/'16;2825;1365;1460
137;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2016/'17;2822;1377;1445
138;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2017/'18;2953;1494;1459
139;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2018/'19;2985;1600;1385
140;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2019/'20;3016;1656;1360
141;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2020/'21;3020;1631;1389
142;Totaal mannen en vrouwen;Totaal;Totaal;Rotterdam;2021/'22;3022;1600;1422
143;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2011/'12;1147;574;573
144;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2012/'13;1163;601;562
145;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2013/'14;1175;628;547
146;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2014/'15;1187;626;561
147;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2015/'16;1212;635;577
148;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2016/'17;1248;654;594
149;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2017/'18;1262;702;560
150;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2018/'19;1261;706;555
151;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2019/'20;1285;689;596
152;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2020/'21;1342;719;623
153;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht;2021/'22;1409;754;655
154;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2011/'12;752;503;249
155;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2012/'13;738;421;317
156;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2013/'14;736;327;409
157;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2014/'15;702;297;405
158;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2015/'16;653;278;375
159;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2016/'17;600;246;354
160;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2017/'18;565;247;318
161;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2018/'19;575;270;305
162;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2019/'20;584;291;293
163;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2020/'21;587;294;293
164;Totaal mannen en vrouwen;Totaal;Cluster 1;Nederland;2021/'22;572;286;286
165;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2011/'12;73;66;7
166;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2012/'13;64;61;3
167;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2013/'14;67;35;32
168;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2014/'15;64;28;36
169;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2015/'16;58;28;30
170;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2016/'17;54;25;29
171;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2017/'18;59;31;28
172;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2018/'19;67;36;31
173;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2019/'20;68;40;28
174;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2020/'21;72;41;31
175;Totaal mannen en vrouwen;Totaal;Cluster 1;Noord-Nederland (LD);2021/'22;63;33;30
176;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2011/'12;160;108;52
177;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2012/'13;158;97;61
178;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2013/'14;156;76;80
179;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2014/'15;148;66;82
180;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2015/'16;130;57;73
181;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2016/'17;124;47;77
182;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2017/'18;120;51;69
183;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2018/'19;103;47;56
184;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2019/'20;105;50;55
185;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2020/'21;103;47;56
186;Totaal mannen en vrouwen;Totaal;Cluster 1;Oost-Nederland (LD);2021/'22;93;47;46
187;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2011/'12;371;218;153
188;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2012/'13;368;188;180
189;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2013/'14;372;150;222
190;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2014/'15;356;144;212
191;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2015/'16;335;133;202
192;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2016/'17;299;122;177
193;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2017/'18;268;107;161
194;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2018/'19;282;133;149
195;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2019/'20;291;145;146
196;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2020/'21;297;154;143
197;Totaal mannen en vrouwen;Totaal;Cluster 1;West-Nederland (LD);2021/'22;308;161;147
198;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2011/'12;141;106;35
199;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2012/'13;141;73;68
200;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2013/'14;136;66;70
201;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2014/'15;130;59;71
202;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2015/'16;127;60;67
203;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2016/'17;119;52;67
204;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2017/'18;115;57;58
205;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2018/'19;122;54;68
206;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2019/'20;120;56;64
207;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2020/'21;114;52;62
208;Totaal mannen en vrouwen;Totaal;Cluster 1;Zuid-Nederland (LD);2021/'22;106;45;61
209;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2011/'12;7;5;2
210;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2012/'13;7;2;5
211;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2013/'14;5;0;5
212;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2014/'15;4;0;4
213;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2015/'16;3;0;3
214;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2016/'17;4;0;4
215;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2017/'18;3;1;2
216;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2018/'19;1;0;1
217;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2019/'20;0;0;0
218;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2020/'21;1;0;1
219;Totaal mannen en vrouwen;Totaal;Cluster 1;Niet in te delen (LD);2021/'22;2;0;2
220;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2011/'12;113;70;43
221;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2012/'13;116;61;55
222;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2013/'14;110;54;56
223;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2014/'15;109;49;60
224;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2015/'16;98;42;56
225;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2016/'17;81;36;45
226;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2017/'18;75;32;43
227;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2018/'19;73;33;40
228;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2019/'20;79;41;38
229;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2020/'21;88;46;42
230;Totaal mannen en vrouwen;Totaal;Cluster 1;Vier grootste gemeenten (G4);2021/'22;100;54;46
231;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;133;87;46
232;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;131;78;53
233;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;133;69;64
234;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;141;73;68
235;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;133;66;67
236;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;137;67;70
237;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;131;62;69
238;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;130;66;64
239;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;142;77;65
240;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;146;73;73
241;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;134;59;75
242;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2011/'12;499;341;158
243;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2012/'13;484;280;204
244;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2013/'14;488;204;284
245;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2014/'15;448;175;273
246;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2015/'16;419;170;249
247;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2016/'17;378;143;235
248;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2017/'18;356;152;204
249;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2018/'19;371;171;200
250;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2019/'20;363;173;190
251;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2020/'21;352;175;177
252;Totaal mannen en vrouwen;Totaal;Cluster 1;Gemeenten < 100 000 inwoners;2021/'22;336;173;163
253;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2011/'12;7;5;2
254;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2012/'13;7;2;5
255;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2013/'14;5;0;5
256;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2014/'15;4;0;4
257;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2015/'16;3;0;3
258;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2016/'17;4;0;4
259;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2017/'18;3;1;2
260;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2018/'19;1;0;1
261;Totaal mannen en vrouwen;Totaal;Cluster 1;"Gemeenten; niet in te delen";2019/'20;0;0;0
