ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;InstroomBijstandInclHerinstroom_1;HerinstroomBijstand_2
46;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 3e kwartaal;8540;2730
47;Totaal mannen en vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 4e kwartaal;9540;2820
48;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 1e kwartaal;8720;1780
49;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 2e kwartaal;5920;1170
50;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 3e kwartaal;6400;1300
51;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 4e kwartaal;5520;1220
52;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 1e kwartaal;6750;1770
53;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 2e kwartaal;4950;1180
54;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 3e kwartaal;4620;1160
55;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 4e kwartaal;4010;1060
56;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 1e kwartaal;4440;1090
57;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 2e kwartaal;3140;710
58;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 3e kwartaal;3610;690
59;Totaal mannen en vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 4e kwartaal;3750;660
60;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2005 1e kwartaal;4570;880
61;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2005 2e kwartaal;3020;570
62;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2005 3e kwartaal;3440;630
63;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2005 4e kwartaal;2760;600
64;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2006 1e kwartaal;3500;940
65;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2006 2e kwartaal;2450;600
66;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2006 3e kwartaal;2260;590
67;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2006 4e kwartaal;1940;520
68;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2007 1e kwartaal;2250;540
69;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2007 2e kwartaal;1550;340
70;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2007 3e kwartaal;1750;340
71;Totaal mannen en vrouwen;Jonger dan 25 jaar;Autochtoon;2007 4e kwartaal;1680;340
72;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 1e kwartaal;710;150
73;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 2e kwartaal;470;100
74;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 3e kwartaal;500;110
75;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 4e kwartaal;470;100
76;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 1e kwartaal;550;160
77;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 2e kwartaal;450;110
78;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 3e kwartaal;390;100
79;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 4e kwartaal;340;90
80;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 1e kwartaal;380;110
81;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 2e kwartaal;300;70
82;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 3e kwartaal;320;60
83;Totaal mannen en vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 4e kwartaal;380;60
84;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 1e kwartaal;3430;750
85;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 2e kwartaal;2420;500
86;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 3e kwartaal;2470;560
87;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 4e kwartaal;2290;520
88;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 1e kwartaal;2690;680
89;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 2e kwartaal;2060;470
90;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1970;470
91;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1730;450
92;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1810;440
93;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1300;300
94;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1540;290
95;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1680;270
96;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 1e kwartaal;10300;2920
97;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 2e kwartaal;7830;2050
98;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 3e kwartaal;8210;2280
99;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 4e kwartaal;7560;2190
100;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 1e kwartaal;9530;3200
101;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 2e kwartaal;7390;2380
102;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 3e kwartaal;6730;2290
103;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 4e kwartaal;6100;2220
104;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 1e kwartaal;6620;2370
105;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 2e kwartaal;4890;1660
106;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 3e kwartaal;5400;1760
107;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 4e kwartaal;5830;1810
108;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2005 1e kwartaal;4660;1250
109;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2005 2e kwartaal;3560;910
110;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2005 3e kwartaal;3860;960
111;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2005 4e kwartaal;3370;900
112;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2006 1e kwartaal;4380;1460
113;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2006 2e kwartaal;3290;1020
114;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2006 3e kwartaal;2900;930
115;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2006 4e kwartaal;2630;940
116;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2007 1e kwartaal;2840;970
117;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2007 2e kwartaal;2110;700
118;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2007 3e kwartaal;2170;700
119;Totaal mannen en vrouwen;25 tot 35 jaar;Autochtoon;2007 4e kwartaal;2090;720
120;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 1e kwartaal;1040;300
121;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 2e kwartaal;780;180
122;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 3e kwartaal;790;240
123;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 4e kwartaal;720;210
124;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 1e kwartaal;930;310
125;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 2e kwartaal;720;250
126;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 3e kwartaal;650;210
127;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 4e kwartaal;600;190
128;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 1e kwartaal;690;250
129;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 2e kwartaal;480;130
130;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 3e kwartaal;580;170
131;Totaal mannen en vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 4e kwartaal;760;160
132;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 1e kwartaal;4590;1370
133;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 2e kwartaal;3490;960
134;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 3e kwartaal;3560;1080
135;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 4e kwartaal;3480;1080
136;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 1e kwartaal;4220;1430
137;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 2e kwartaal;3380;1100
138;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 3e kwartaal;3180;1140
139;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 4e kwartaal;2870;1090
140;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 1e kwartaal;3100;1160
141;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 2e kwartaal;2300;830
142;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 3e kwartaal;2650;890
143;Totaal mannen en vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 4e kwartaal;2990;940
144;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 1e kwartaal;7660;2730
145;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 2e kwartaal;5990;1680
146;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 3e kwartaal;6410;1990
147;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 4e kwartaal;6040;1890
148;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 1e kwartaal;8590;3260
149;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 2e kwartaal;7040;2290
150;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 3e kwartaal;6630;2300
151;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 4e kwartaal;6060;2110
152;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 1e kwartaal;6570;2330
153;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 2e kwartaal;5100;1790
154;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 3e kwartaal;5590;1890
155;Totaal mannen en vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 4e kwartaal;6060;1950
156;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2005 1e kwartaal;3630;1270
157;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2005 2e kwartaal;2920;790
158;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2005 3e kwartaal;3130;910
159;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2005 4e kwartaal;2810;840
160;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2006 1e kwartaal;4220;1590
161;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2006 2e kwartaal;3450;1080
162;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2006 3e kwartaal;3190;1010
163;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2006 4e kwartaal;2780;940
164;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2007 1e kwartaal;3050;1060
165;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2007 2e kwartaal;2450;820
166;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2007 3e kwartaal;2420;830
167;Totaal mannen en vrouwen;35 tot 45 jaar;Autochtoon;2007 4e kwartaal;2330;860
168;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 1e kwartaal;870;300
169;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 2e kwartaal;640;170
170;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 3e kwartaal;670;180
171;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 4e kwartaal;700;200
172;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 1e kwartaal;970;340
173;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 2e kwartaal;780;270
174;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 3e kwartaal;680;250
175;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 4e kwartaal;680;220
176;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 1e kwartaal;710;230
177;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 2e kwartaal;530;180
178;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 3e kwartaal;690;180
179;Totaal mannen en vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 4e kwartaal;910;190
180;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 1e kwartaal;3170;1160
181;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 2e kwartaal;2430;730
182;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 3e kwartaal;2610;910
183;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 4e kwartaal;2530;850
184;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 1e kwartaal;3400;1330
185;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 2e kwartaal;2810;940
186;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 3e kwartaal;2760;1040
187;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 4e kwartaal;2600;940
188;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 1e kwartaal;2810;1050
189;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 2e kwartaal;2120;790
190;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 3e kwartaal;2480;880
191;Totaal mannen en vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 4e kwartaal;2820;910
192;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 1e kwartaal;4270;1580
193;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 2e kwartaal;3460;1060
194;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 3e kwartaal;3360;1150
195;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 4e kwartaal;2950;1000
196;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 1e kwartaal;4430;1830
197;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 2e kwartaal;3760;1320
198;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 3e kwartaal;3720;1310
199;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 4e kwartaal;3610;1270
200;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 1e kwartaal;4040;1320
201;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 2e kwartaal;3370;1060
202;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 3e kwartaal;3600;1150
203;Totaal mannen en vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 4e kwartaal;3970;1220
204;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2005 1e kwartaal;2220;770
205;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2005 2e kwartaal;1820;510
206;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2005 3e kwartaal;1780;550
207;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2005 4e kwartaal;1540;480
208;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2006 1e kwartaal;2340;930
209;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2006 2e kwartaal;1950;630
210;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2006 3e kwartaal;1910;610
211;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2006 4e kwartaal;1910;630
212;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2007 1e kwartaal;2130;640
213;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2007 2e kwartaal;1780;510
214;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2007 3e kwartaal;1750;530
215;Totaal mannen en vrouwen;45 tot 55 jaar;Autochtoon;2007 4e kwartaal;1850;580
216;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 1e kwartaal;560;210
217;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 2e kwartaal;480;140
218;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 3e kwartaal;430;120
219;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 4e kwartaal;370;110
220;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 1e kwartaal;560;220
221;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 2e kwartaal;480;160
222;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 3e kwartaal;440;130
223;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 4e kwartaal;440;140
224;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 1e kwartaal;520;150
225;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 2e kwartaal;400;110
226;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 3e kwartaal;520;140
227;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 4e kwartaal;670;130
228;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 1e kwartaal;1490;600
229;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1160;410
230;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1160;480
231;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1040;410
232;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 1e kwartaal;1530;690
233;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1330;530
234;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1360;570
235;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1250;500
236;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1400;540
237;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1190;440
238;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1320;480
239;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1450;510
240;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 1e kwartaal;2050;870
241;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 2e kwartaal;1470;500
242;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 3e kwartaal;1640;580
243;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 4e kwartaal;1420;540
244;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 1e kwartaal;2130;920
245;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 2e kwartaal;1660;570
246;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 3e kwartaal;1730;680
247;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 4e kwartaal;1470;540
248;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 1e kwartaal;1650;510
249;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 2e kwartaal;1400;450
250;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 3e kwartaal;1620;490
251;Totaal mannen en vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 4e kwartaal;1620;460
252;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2005 1e kwartaal;1170;490
253;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2005 2e kwartaal;840;280
254;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2005 3e kwartaal;870;250
255;Totaal mannen en vrouwen;55 tot 65 jaar;Autochtoon;2005 4e kwartaal;780;230
