ID;Zorgtype;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
26;Totaal gezondheids- en welzijnszorg;GLZ: Tandartsenpraktijken;2023;3400
27;Totaal gezondheids- en welzijnszorg;GLZ: Paramedische, verlosk. praktijken;2021;4123
28;Totaal gezondheids- en welzijnszorg;GLZ: Paramedische, verlosk. praktijken;2022;4456
29;Totaal gezondheids- en welzijnszorg;GLZ: Paramedische, verlosk. praktijken;2023;4853
30;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;22391
31;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;22755
32;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;24818
33;Totaal gezondheids- en welzijnszorg;GLZ: Aanbieders gehandicaptenzorg;2021;12014
34;Totaal gezondheids- en welzijnszorg;GLZ: Aanbieders gehandicaptenzorg;2022;12550
35;Totaal gezondheids- en welzijnszorg;GLZ: Aanbieders gehandicaptenzorg;2023;13569
36;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. preventie,publieke gezondheid;2021;7412
37;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. preventie,publieke gezondheid;2022;5190
38;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. preventie,publieke gezondheid;2023;4283
39;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. ondersteunende diensten;2021;1122
40;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. ondersteunende diensten;2022;934
41;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. ondersteunende diensten;2023;878
42;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. overige diensten gezondheid;2021;2555
43;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. overige diensten gezondheid;2022;3003
44;Totaal gezondheids- en welzijnszorg;GLZ: Aanb. overige diensten gezondheid;2023;3236
45;Totaal gezondheids- en welzijnszorg;WJK: Totaal aanbieders WJK;2021;13191
46;Totaal gezondheids- en welzijnszorg;WJK: Totaal aanbieders WJK;2022;15831
47;Totaal gezondheids- en welzijnszorg;WJK: Totaal aanbieders WJK;2023;18774
48;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders kinderopvang;2021;5563
49;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders kinderopvang;2022;6260
50;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders kinderopvang;2023;7218
51;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders jeugdzorg;2021;2527
52;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders jeugdzorg;2022;2900
53;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders jeugdzorg;2023;3212
54;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders maatschappelijke opvang;2021;2086
55;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders maatschappelijke opvang;2022;2953
56;Totaal gezondheids- en welzijnszorg;WJK: Aanbieders maatschappelijke opvang;2023;4180
57;Totaal gezondheids- en welzijnszorg;WJK: Aanb. sociaal werk, overig welzijn;2021;3016
58;Totaal gezondheids- en welzijnszorg;WJK: Aanb. sociaal werk, overig welzijn;2022;3718
59;Totaal gezondheids- en welzijnszorg;WJK: Aanb. sociaal werk, overig welzijn;2023;4164
60;Totaal gezondheids- en welzijnszorg;BZW: Aanb. buiten sector zorg en welzijn;2021;17709
61;Totaal gezondheids- en welzijnszorg;BZW: Aanb. buiten sector zorg en welzijn;2022;17963
62;Totaal gezondheids- en welzijnszorg;BZW: Aanb. buiten sector zorg en welzijn;2023;18426
63;Totaal gezondheids- en welzijnszorg;BZW: Apotheken;2021;4763
64;Totaal gezondheids- en welzijnszorg;BZW: Apotheken;2022;5016
65;Totaal gezondheids- en welzijnszorg;BZW: Apotheken;2023;5200
66;Totaal gezondheids- en welzijnszorg;BZW: Aanbieders van hulpmiddelen;2021;4133
67;Totaal gezondheids- en welzijnszorg;BZW: Aanbieders van hulpmiddelen;2022;4005
68;Totaal gezondheids- en welzijnszorg;BZW: Aanbieders van hulpmiddelen;2023;4194
69;Totaal gezondheids- en welzijnszorg;BZW: Aanb. zorg als nevenactiviteit;2021;2805
70;Totaal gezondheids- en welzijnszorg;BZW: Aanb. zorg als nevenactiviteit;2022;2770
71;Totaal gezondheids- en welzijnszorg;BZW: Aanb. zorg als nevenactiviteit;2023;2717
72;Totaal gezondheids- en welzijnszorg;BZW: Gezinshuishoudingen;2021;1716
73;Totaal gezondheids- en welzijnszorg;BZW: Gezinshuishoudingen;2022;1745
74;Totaal gezondheids- en welzijnszorg;BZW: Gezinshuishoudingen;2023;1856
75;Totaal gezondheids- en welzijnszorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;639
76;Totaal gezondheids- en welzijnszorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;692
77;Totaal gezondheids- en welzijnszorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;657
78;Totaal gezondheids- en welzijnszorg;BZW: Beleids- en beheerorganisaties;2021;3653
79;Totaal gezondheids- en welzijnszorg;BZW: Beleids- en beheerorganisaties;2022;3735
80;Totaal gezondheids- en welzijnszorg;BZW: Beleids- en beheerorganisaties;2023;3801
81;MSZ klinische zorg;Totaal aanbieders zorg en welzijn;2021;9427
82;MSZ klinische zorg;Totaal aanbieders zorg en welzijn;2022;9324
83;MSZ klinische zorg;Totaal aanbieders zorg en welzijn;2023;9884
84;MSZ klinische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;9413
85;MSZ klinische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;9312
86;MSZ klinische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;9871
87;MSZ klinische zorg;GLZ: Aanb. medisch specialistische zorg;2021;9256
88;MSZ klinische zorg;GLZ: Aanb. medisch specialistische zorg;2022;9149
89;MSZ klinische zorg;GLZ: Aanb. medisch specialistische zorg;2023;9696
90;MSZ klinische zorg;GLZMS: Algemene ziekenhuizen;2021;6651
91;MSZ klinische zorg;GLZMS: Algemene ziekenhuizen;2022;6556
92;MSZ klinische zorg;GLZMS: Algemene ziekenhuizen;2023;6926
93;MSZ klinische zorg;GLZMS: UMC's;2021;2176
94;MSZ klinische zorg;GLZMS: UMC's;2022;2136
95;MSZ klinische zorg;GLZMS: UMC's;2023;2277
96;MSZ klinische zorg;GLZMS: Overige aanb. med. spec. zorg;2021;429
97;MSZ klinische zorg;GLZMS: Overige aanb. med. spec. zorg;2022;457
98;MSZ klinische zorg;GLZMS: Overige aanb. med. spec. zorg;2023;493
99;MSZ klinische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
100;MSZ klinische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
101;MSZ klinische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
102;MSZ klinische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;0
103;MSZ klinische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;0
104;MSZ klinische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;0
105;MSZ klinische zorg;GLZ: Tandartsenpraktijken;2021;0
106;MSZ klinische zorg;GLZ: Tandartsenpraktijken;2022;0
107;MSZ klinische zorg;GLZ: Tandartsenpraktijken;2023;0
108;MSZ klinische zorg;GLZ: Paramedische, verlosk. praktijken;2021;0
109;MSZ klinische zorg;GLZ: Paramedische, verlosk. praktijken;2022;0
110;MSZ klinische zorg;GLZ: Paramedische, verlosk. praktijken;2023;0
111;MSZ klinische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;81
112;MSZ klinische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;77
113;MSZ klinische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;82
114;MSZ klinische zorg;GLZ: Aanbieders gehandicaptenzorg;2021;41
115;MSZ klinische zorg;GLZ: Aanbieders gehandicaptenzorg;2022;42
116;MSZ klinische zorg;GLZ: Aanbieders gehandicaptenzorg;2023;45
117;MSZ klinische zorg;GLZ: Aanb. preventie,publieke gezondheid;2021;21
118;MSZ klinische zorg;GLZ: Aanb. preventie,publieke gezondheid;2022;27
119;MSZ klinische zorg;GLZ: Aanb. preventie,publieke gezondheid;2023;29
120;MSZ klinische zorg;GLZ: Aanb. ondersteunende diensten;2021;0
121;MSZ klinische zorg;GLZ: Aanb. ondersteunende diensten;2022;0
122;MSZ klinische zorg;GLZ: Aanb. ondersteunende diensten;2023;0
123;MSZ klinische zorg;GLZ: Aanb. overige diensten gezondheid;2021;14
124;MSZ klinische zorg;GLZ: Aanb. overige diensten gezondheid;2022;18
125;MSZ klinische zorg;GLZ: Aanb. overige diensten gezondheid;2023;19
126;MSZ klinische zorg;WJK: Totaal aanbieders WJK;2021;1
127;MSZ klinische zorg;WJK: Totaal aanbieders WJK;2022;0
128;MSZ klinische zorg;WJK: Totaal aanbieders WJK;2023;0
129;MSZ klinische zorg;WJK: Aanbieders kinderopvang;2021;0
130;MSZ klinische zorg;WJK: Aanbieders kinderopvang;2022;0
131;MSZ klinische zorg;WJK: Aanbieders kinderopvang;2023;0
132;MSZ klinische zorg;WJK: Aanbieders jeugdzorg;2021;0
133;MSZ klinische zorg;WJK: Aanbieders jeugdzorg;2022;0
134;MSZ klinische zorg;WJK: Aanbieders jeugdzorg;2023;0
135;MSZ klinische zorg;WJK: Aanbieders maatschappelijke opvang;2021;0
136;MSZ klinische zorg;WJK: Aanbieders maatschappelijke opvang;2022;0
137;MSZ klinische zorg;WJK: Aanbieders maatschappelijke opvang;2023;0
138;MSZ klinische zorg;WJK: Aanb. sociaal werk, overig welzijn;2021;1
139;MSZ klinische zorg;WJK: Aanb. sociaal werk, overig welzijn;2022;0
140;MSZ klinische zorg;WJK: Aanb. sociaal werk, overig welzijn;2023;0
141;MSZ klinische zorg;BZW: Aanb. buiten sector zorg en welzijn;2021;13
142;MSZ klinische zorg;BZW: Aanb. buiten sector zorg en welzijn;2022;12
143;MSZ klinische zorg;BZW: Aanb. buiten sector zorg en welzijn;2023;13
144;MSZ klinische zorg;BZW: Apotheken;2021;0
145;MSZ klinische zorg;BZW: Apotheken;2022;0
146;MSZ klinische zorg;BZW: Apotheken;2023;0
147;MSZ klinische zorg;BZW: Aanbieders van hulpmiddelen;2021;0
148;MSZ klinische zorg;BZW: Aanbieders van hulpmiddelen;2022;0
149;MSZ klinische zorg;BZW: Aanbieders van hulpmiddelen;2023;0
150;MSZ klinische zorg;BZW: Aanb. zorg als nevenactiviteit;2021;13
151;MSZ klinische zorg;BZW: Aanb. zorg als nevenactiviteit;2022;12
152;MSZ klinische zorg;BZW: Aanb. zorg als nevenactiviteit;2023;13
153;MSZ klinische zorg;BZW: Gezinshuishoudingen;2021;0
154;MSZ klinische zorg;BZW: Gezinshuishoudingen;2022;0
155;MSZ klinische zorg;BZW: Gezinshuishoudingen;2023;0
156;MSZ klinische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
157;MSZ klinische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
158;MSZ klinische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
159;MSZ klinische zorg;BZW: Beleids- en beheerorganisaties;2021;0
160;MSZ klinische zorg;BZW: Beleids- en beheerorganisaties;2022;0
161;MSZ klinische zorg;BZW: Beleids- en beheerorganisaties;2023;0
162;MSZ dagbehandeling;Totaal aanbieders zorg en welzijn;2021;2419
163;MSZ dagbehandeling;Totaal aanbieders zorg en welzijn;2022;2639
164;MSZ dagbehandeling;Totaal aanbieders zorg en welzijn;2023;2849
165;MSZ dagbehandeling;GLZ: Totaal aanb. gezondh., langd. zorg;2021;2418
166;MSZ dagbehandeling;GLZ: Totaal aanb. gezondh., langd. zorg;2022;2637
167;MSZ dagbehandeling;GLZ: Totaal aanb. gezondh., langd. zorg;2023;2847
168;MSZ dagbehandeling;GLZ: Aanb. medisch specialistische zorg;2021;2367
169;MSZ dagbehandeling;GLZ: Aanb. medisch specialistische zorg;2022;2575
170;MSZ dagbehandeling;GLZ: Aanb. medisch specialistische zorg;2023;2780
171;MSZ dagbehandeling;GLZMS: Algemene ziekenhuizen;2021;1806
172;MSZ dagbehandeling;GLZMS: Algemene ziekenhuizen;2022;1982
173;MSZ dagbehandeling;GLZMS: Algemene ziekenhuizen;2023;2139
174;MSZ dagbehandeling;GLZMS: UMC's;2021;390
175;MSZ dagbehandeling;GLZMS: UMC's;2022;409
176;MSZ dagbehandeling;GLZMS: UMC's;2023;442
177;MSZ dagbehandeling;GLZMS: Overige aanb. med. spec. zorg;2021;172
178;MSZ dagbehandeling;GLZMS: Overige aanb. med. spec. zorg;2022;184
179;MSZ dagbehandeling;GLZMS: Overige aanb. med. spec. zorg;2023;200
180;MSZ dagbehandeling;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
181;MSZ dagbehandeling;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
182;MSZ dagbehandeling;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
183;MSZ dagbehandeling;GLZ: Huisartsenpraktijken,gezondh.centra;2021;0
184;MSZ dagbehandeling;GLZ: Huisartsenpraktijken,gezondh.centra;2022;0
185;MSZ dagbehandeling;GLZ: Huisartsenpraktijken,gezondh.centra;2023;0
186;MSZ dagbehandeling;GLZ: Tandartsenpraktijken;2021;0
187;MSZ dagbehandeling;GLZ: Tandartsenpraktijken;2022;0
188;MSZ dagbehandeling;GLZ: Tandartsenpraktijken;2023;0
189;MSZ dagbehandeling;GLZ: Paramedische, verlosk. praktijken;2021;0
190;MSZ dagbehandeling;GLZ: Paramedische, verlosk. praktijken;2022;0
191;MSZ dagbehandeling;GLZ: Paramedische, verlosk. praktijken;2023;0
192;MSZ dagbehandeling;GLZ: Aanb. verpleging, verzorg., kraam;2021;27
193;MSZ dagbehandeling;GLZ: Aanb. verpleging, verzorg., kraam;2022;30
194;MSZ dagbehandeling;GLZ: Aanb. verpleging, verzorg., kraam;2023;33
195;MSZ dagbehandeling;GLZ: Aanbieders gehandicaptenzorg;2021;0
196;MSZ dagbehandeling;GLZ: Aanbieders gehandicaptenzorg;2022;0
197;MSZ dagbehandeling;GLZ: Aanbieders gehandicaptenzorg;2023;0
198;MSZ dagbehandeling;GLZ: Aanb. preventie,publieke gezondheid;2021;0
199;MSZ dagbehandeling;GLZ: Aanb. preventie,publieke gezondheid;2022;3
200;MSZ dagbehandeling;GLZ: Aanb. preventie,publieke gezondheid;2023;3
201;MSZ dagbehandeling;GLZ: Aanb. ondersteunende diensten;2021;0
202;MSZ dagbehandeling;GLZ: Aanb. ondersteunende diensten;2022;0
203;MSZ dagbehandeling;GLZ: Aanb. ondersteunende diensten;2023;0
204;MSZ dagbehandeling;GLZ: Aanb. overige diensten gezondheid;2021;23
205;MSZ dagbehandeling;GLZ: Aanb. overige diensten gezondheid;2022;28
206;MSZ dagbehandeling;GLZ: Aanb. overige diensten gezondheid;2023;31
207;MSZ dagbehandeling;WJK: Totaal aanbieders WJK;2021;0
208;MSZ dagbehandeling;WJK: Totaal aanbieders WJK;2022;0
209;MSZ dagbehandeling;WJK: Totaal aanbieders WJK;2023;0
210;MSZ dagbehandeling;WJK: Aanbieders kinderopvang;2021;0
211;MSZ dagbehandeling;WJK: Aanbieders kinderopvang;2022;0
212;MSZ dagbehandeling;WJK: Aanbieders kinderopvang;2023;0
213;MSZ dagbehandeling;WJK: Aanbieders jeugdzorg;2021;0
214;MSZ dagbehandeling;WJK: Aanbieders jeugdzorg;2022;0
215;MSZ dagbehandeling;WJK: Aanbieders jeugdzorg;2023;0
216;MSZ dagbehandeling;WJK: Aanbieders maatschappelijke opvang;2021;0
217;MSZ dagbehandeling;WJK: Aanbieders maatschappelijke opvang;2022;0
218;MSZ dagbehandeling;WJK: Aanbieders maatschappelijke opvang;2023;0
219;MSZ dagbehandeling;WJK: Aanb. sociaal werk, overig welzijn;2021;0
220;MSZ dagbehandeling;WJK: Aanb. sociaal werk, overig welzijn;2022;0
221;MSZ dagbehandeling;WJK: Aanb. sociaal werk, overig welzijn;2023;0
222;MSZ dagbehandeling;BZW: Aanb. buiten sector zorg en welzijn;2021;1
223;MSZ dagbehandeling;BZW: Aanb. buiten sector zorg en welzijn;2022;2
224;MSZ dagbehandeling;BZW: Aanb. buiten sector zorg en welzijn;2023;3
225;MSZ dagbehandeling;BZW: Apotheken;2021;0
226;MSZ dagbehandeling;BZW: Apotheken;2022;0
227;MSZ dagbehandeling;BZW: Apotheken;2023;0
228;MSZ dagbehandeling;BZW: Aanbieders van hulpmiddelen;2021;0
229;MSZ dagbehandeling;BZW: Aanbieders van hulpmiddelen;2022;0
230;MSZ dagbehandeling;BZW: Aanbieders van hulpmiddelen;2023;0
231;MSZ dagbehandeling;BZW: Aanb. zorg als nevenactiviteit;2021;1
232;MSZ dagbehandeling;BZW: Aanb. zorg als nevenactiviteit;2022;2
233;MSZ dagbehandeling;BZW: Aanb. zorg als nevenactiviteit;2023;3
234;MSZ dagbehandeling;BZW: Gezinshuishoudingen;2021;0
235;MSZ dagbehandeling;BZW: Gezinshuishoudingen;2022;0
236;MSZ dagbehandeling;BZW: Gezinshuishoudingen;2023;0
237;MSZ dagbehandeling;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
238;MSZ dagbehandeling;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
239;MSZ dagbehandeling;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
240;MSZ dagbehandeling;BZW: Beleids- en beheerorganisaties;2021;0
241;MSZ dagbehandeling;BZW: Beleids- en beheerorganisaties;2022;0
242;MSZ dagbehandeling;BZW: Beleids- en beheerorganisaties;2023;0
243;MSZ poliklinische zorg;Totaal aanbieders zorg en welzijn;2021;8009
244;MSZ poliklinische zorg;Totaal aanbieders zorg en welzijn;2022;8322
245;MSZ poliklinische zorg;Totaal aanbieders zorg en welzijn;2023;8984
246;MSZ poliklinische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;7982
247;MSZ poliklinische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;8305
248;MSZ poliklinische zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;8966
249;MSZ poliklinische zorg;GLZ: Aanb. medisch specialistische zorg;2021;7806
250;MSZ poliklinische zorg;GLZ: Aanb. medisch specialistische zorg;2022;8121
251;MSZ poliklinische zorg;GLZ: Aanb. medisch specialistische zorg;2023;8766
252;MSZ poliklinische zorg;GLZMS: Algemene ziekenhuizen;2021;5640
253;MSZ poliklinische zorg;GLZMS: Algemene ziekenhuizen;2022;5844
254;MSZ poliklinische zorg;GLZMS: Algemene ziekenhuizen;2023;6307
255;MSZ poliklinische zorg;GLZMS: UMC's;2021;1301
256;MSZ poliklinische zorg;GLZMS: UMC's;2022;1328
257;MSZ poliklinische zorg;GLZMS: UMC's;2023;1434
258;MSZ poliklinische zorg;GLZMS: Overige aanb. med. spec. zorg;2021;865
259;MSZ poliklinische zorg;GLZMS: Overige aanb. med. spec. zorg;2022;948
260;MSZ poliklinische zorg;GLZMS: Overige aanb. med. spec. zorg;2023;1026
261;MSZ poliklinische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
262;MSZ poliklinische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
263;MSZ poliklinische zorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
264;MSZ poliklinische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;0
265;MSZ poliklinische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;0
266;MSZ poliklinische zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;0
267;MSZ poliklinische zorg;GLZ: Tandartsenpraktijken;2021;0
268;MSZ poliklinische zorg;GLZ: Tandartsenpraktijken;2022;0
269;MSZ poliklinische zorg;GLZ: Tandartsenpraktijken;2023;0
270;MSZ poliklinische zorg;GLZ: Paramedische, verlosk. praktijken;2021;1
271;MSZ poliklinische zorg;GLZ: Paramedische, verlosk. praktijken;2022;0
272;MSZ poliklinische zorg;GLZ: Paramedische, verlosk. praktijken;2023;0
273;MSZ poliklinische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;81
274;MSZ poliklinische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;86
275;MSZ poliklinische zorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;94
276;MSZ poliklinische zorg;GLZ: Aanbieders gehandicaptenzorg;2021;43
277;MSZ poliklinische zorg;GLZ: Aanbieders gehandicaptenzorg;2022;40
278;MSZ poliklinische zorg;GLZ: Aanbieders gehandicaptenzorg;2023;44
279;MSZ poliklinische zorg;GLZ: Aanb. preventie,publieke gezondheid;2021;17
280;MSZ poliklinische zorg;GLZ: Aanb. preventie,publieke gezondheid;2022;17
281;MSZ poliklinische zorg;GLZ: Aanb. preventie,publieke gezondheid;2023;18
282;MSZ poliklinische zorg;GLZ: Aanb. ondersteunende diensten;2021;0
283;MSZ poliklinische zorg;GLZ: Aanb. ondersteunende diensten;2022;0
284;MSZ poliklinische zorg;GLZ: Aanb. ondersteunende diensten;2023;0
285;MSZ poliklinische zorg;GLZ: Aanb. overige diensten gezondheid;2021;33
286;MSZ poliklinische zorg;GLZ: Aanb. overige diensten gezondheid;2022;41
287;MSZ poliklinische zorg;GLZ: Aanb. overige diensten gezondheid;2023;45
288;MSZ poliklinische zorg;WJK: Totaal aanbieders WJK;2021;0
289;MSZ poliklinische zorg;WJK: Totaal aanbieders WJK;2022;0
290;MSZ poliklinische zorg;WJK: Totaal aanbieders WJK;2023;0
291;MSZ poliklinische zorg;WJK: Aanbieders kinderopvang;2021;0
292;MSZ poliklinische zorg;WJK: Aanbieders kinderopvang;2022;0
293;MSZ poliklinische zorg;WJK: Aanbieders kinderopvang;2023;0
294;MSZ poliklinische zorg;WJK: Aanbieders jeugdzorg;2021;0
295;MSZ poliklinische zorg;WJK: Aanbieders jeugdzorg;2022;0
296;MSZ poliklinische zorg;WJK: Aanbieders jeugdzorg;2023;0
297;MSZ poliklinische zorg;WJK: Aanbieders maatschappelijke opvang;2021;0
298;MSZ poliklinische zorg;WJK: Aanbieders maatschappelijke opvang;2022;0
299;MSZ poliklinische zorg;WJK: Aanbieders maatschappelijke opvang;2023;0
300;MSZ poliklinische zorg;WJK: Aanb. sociaal werk, overig welzijn;2021;0
301;MSZ poliklinische zorg;WJK: Aanb. sociaal werk, overig welzijn;2022;0
302;MSZ poliklinische zorg;WJK: Aanb. sociaal werk, overig welzijn;2023;0
303;MSZ poliklinische zorg;BZW: Aanb. buiten sector zorg en welzijn;2021;27
304;MSZ poliklinische zorg;BZW: Aanb. buiten sector zorg en welzijn;2022;16
305;MSZ poliklinische zorg;BZW: Aanb. buiten sector zorg en welzijn;2023;18
306;MSZ poliklinische zorg;BZW: Apotheken;2021;0
307;MSZ poliklinische zorg;BZW: Apotheken;2022;0
308;MSZ poliklinische zorg;BZW: Apotheken;2023;0
309;MSZ poliklinische zorg;BZW: Aanbieders van hulpmiddelen;2021;0
310;MSZ poliklinische zorg;BZW: Aanbieders van hulpmiddelen;2022;0
311;MSZ poliklinische zorg;BZW: Aanbieders van hulpmiddelen;2023;0
312;MSZ poliklinische zorg;BZW: Aanb. zorg als nevenactiviteit;2021;27
313;MSZ poliklinische zorg;BZW: Aanb. zorg als nevenactiviteit;2022;16
314;MSZ poliklinische zorg;BZW: Aanb. zorg als nevenactiviteit;2023;18
315;MSZ poliklinische zorg;BZW: Gezinshuishoudingen;2021;0
316;MSZ poliklinische zorg;BZW: Gezinshuishoudingen;2022;0
317;MSZ poliklinische zorg;BZW: Gezinshuishoudingen;2023;0
318;MSZ poliklinische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
319;MSZ poliklinische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
320;MSZ poliklinische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
321;MSZ poliklinische zorg;BZW: Beleids- en beheerorganisaties;2021;0
322;MSZ poliklinische zorg;BZW: Beleids- en beheerorganisaties;2022;0
323;MSZ poliklinische zorg;BZW: Beleids- en beheerorganisaties;2023;0
324;MSZ overige zorg;Totaal aanbieders zorg en welzijn;2021;4141
325;MSZ overige zorg;Totaal aanbieders zorg en welzijn;2022;4611
326;MSZ overige zorg;Totaal aanbieders zorg en welzijn;2023;4869
327;MSZ overige zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;3899
328;MSZ overige zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;4267
329;MSZ overige zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;4518
330;MSZ overige zorg;GLZ: Aanb. medisch specialistische zorg;2021;3725
331;MSZ overige zorg;GLZ: Aanb. medisch specialistische zorg;2022;4103
332;MSZ overige zorg;GLZ: Aanb. medisch specialistische zorg;2023;4343
333;MSZ overige zorg;GLZMS: Algemene ziekenhuizen;2021;996
334;MSZ overige zorg;GLZMS: Algemene ziekenhuizen;2022;985
335;MSZ overige zorg;GLZMS: Algemene ziekenhuizen;2023;1026
336;MSZ overige zorg;GLZMS: UMC's;2021;1691
337;MSZ overige zorg;GLZMS: UMC's;2022;1887
