ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
91;Zuid-Holland (PV);Totaal sociaal-economische categorie;2278.8;18.8
92;Zuid-Holland (PV);Totaal actief;1429.4;21.4
93;Zuid-Holland (PV);Werknemer;1261.3;21.3
94;Zuid-Holland (PV);Zelfstandige;153.0;23.7
95;Zuid-Holland (PV);Totaal niet-actief;849.4;14.5
96;Zuid-Holland (PV);Werkloosheids- en bijstandsuitk. ontv.;113.9;12.1
97;Zuid-Holland (PV);Pensioenontvanger;533.0;16.5
98;Zeeland (PV);Totaal sociaal-economische categorie;254.9;17.6
99;Zeeland (PV);Totaal actief;157.4;19.6
100;Zeeland (PV);Werknemer;131.5;19.3
101;Zeeland (PV);Zelfstandige;23.1;22.4
102;Zeeland (PV);Totaal niet-actief;97.5;14.4
103;Zeeland (PV);Werkloosheids- en bijstandsuitk. ontv.;7.2;12.4
104;Zeeland (PV);Pensioenontvanger;71.2;15.6
105;Noord-Brabant (PV);Totaal sociaal-economische categorie;1640.4;18.0
106;Noord-Brabant (PV);Totaal actief;1039.7;20.2
107;Noord-Brabant (PV);Werknemer;900.8;20.2
108;Noord-Brabant (PV);Zelfstandige;125.6;21.9
109;Noord-Brabant (PV);Totaal niet-actief;600.8;14.1
110;Noord-Brabant (PV);Werkloosheids- en bijstandsuitk. ontv.;57.1;12.3
111;Noord-Brabant (PV);Pensioenontvanger;381.1;15.9
112;Limburg (PV);Totaal sociaal-economische categorie;772.1;17.0
113;Limburg (PV);Totaal actief;449.2;19.4
114;Limburg (PV);Werknemer;390.2;19.4
115;Limburg (PV);Zelfstandige;52.6;20.5
116;Limburg (PV);Totaal niet-actief;322.9;13.7
117;Limburg (PV);Werkloosheids- en bijstandsuitk. ontv.;36.2;11.8
118;Limburg (PV);Pensioenontvanger;201.1;15.2
119;Oost-Groningen (CR);Totaal sociaal-economische categorie;101.9;15.8
120;Oost-Groningen (CR);Totaal actief;57.7;18.1
121;Oost-Groningen (CR);Werknemer;49.6;18.2
122;Oost-Groningen (CR);Zelfstandige;7.4;18.2
123;Oost-Groningen (CR);Totaal niet-actief;44.2;12.8
124;Oost-Groningen (CR);Werkloosheids- en bijstandsuitk. ontv.;4.5;11.8
125;Oost-Groningen (CR);Pensioenontvanger;28.8;13.5
126;Delfzijl en omgeving (CR);Totaal sociaal-economische categorie;34.1;16.4
127;Delfzijl en omgeving (CR);Totaal actief;19.6;18.7
128;Delfzijl en omgeving (CR);Werknemer;16.5;18.6
129;Delfzijl en omgeving (CR);Zelfstandige;2.7;20.9
130;Delfzijl en omgeving (CR);Totaal niet-actief;14.5;13.3
131;Delfzijl en omgeving (CR);Werkloosheids- en bijstandsuitk. ontv.;1.7;11.5
132;Delfzijl en omgeving (CR);Pensioenontvanger;9.8;14.5
133;Overig Groningen (CR);Totaal sociaal-economische categorie;245.1;16.7
134;Overig Groningen (CR);Totaal actief;143.9;19.4
135;Overig Groningen (CR);Werknemer;123.5;19.3
136;Overig Groningen (CR);Zelfstandige;18.2;21.0
137;Overig Groningen (CR);Totaal niet-actief;101.2;13.0
138;Overig Groningen (CR);Werkloosheids- en bijstandsuitk. ontv.;14.3;11.5
139;Overig Groningen (CR);Pensioenontvanger;54.1;15.3
140;Noord-Friesland (CR);Totaal sociaal-economische categorie;217.6;16.4
141;Noord-Friesland (CR);Totaal actief;132.6;18.4
142;Noord-Friesland (CR);Werknemer;110.2;18.2
143;Noord-Friesland (CR);Zelfstandige;20.0;20.8
144;Noord-Friesland (CR);Totaal niet-actief;85.0;13.3
145;Noord-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;10.3;12.1
146;Noord-Friesland (CR);Pensioenontvanger;52.7;14.8
147;Zuidwest-Friesland (CR);Totaal sociaal-economische categorie;68.9;17.0
148;Zuidwest-Friesland (CR);Totaal actief;43.4;18.9
149;Zuidwest-Friesland (CR);Werknemer;34.7;18.6
150;Zuidwest-Friesland (CR);Zelfstandige;8.1;20.7
151;Zuidwest-Friesland (CR);Totaal niet-actief;25.5;13.9
152;Zuidwest-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;2.4;11.6
153;Zuidwest-Friesland (CR);Pensioenontvanger;17.6;15.1
154;Zuidoost-Friesland (CR);Totaal sociaal-economische categorie;137.4;16.7
155;Zuidoost-Friesland (CR);Totaal actief;83.5;18.6
156;Zuidoost-Friesland (CR);Werknemer;69.7;18.5
157;Zuidoost-Friesland (CR);Zelfstandige;12.3;20.7
158;Zuidoost-Friesland (CR);Totaal niet-actief;53.9;13.8
159;Zuidoost-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;5.1;12.1
160;Zuidoost-Friesland (CR);Pensioenontvanger;36.5;15.1
161;Noord-Drenthe (CR);Totaal sociaal-economische categorie;126.0;17.7
162;Noord-Drenthe (CR);Totaal actief;76.7;19.8
163;Noord-Drenthe (CR);Werknemer;65.9;19.8
164;Noord-Drenthe (CR);Zelfstandige;9.9;21.3
165;Noord-Drenthe (CR);Totaal niet-actief;49.3;14.5
166;Noord-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;4.2;12.7
167;Noord-Drenthe (CR);Pensioenontvanger;33.6;16.0
168;Zuidoost-Drenthe (CR);Totaal sociaal-economische categorie;115.8;15.9
169;Zuidoost-Drenthe (CR);Totaal actief;67.6;17.8
170;Zuidoost-Drenthe (CR);Werknemer;57.7;18.0
171;Zuidoost-Drenthe (CR);Zelfstandige;8.9;18.1
172;Zuidoost-Drenthe (CR);Totaal niet-actief;48.2;13.4
173;Zuidoost-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;5.5;11.5
174;Zuidoost-Drenthe (CR);Pensioenontvanger;31.1;14.6
175;Zuidwest-Drenthe (CR);Totaal sociaal-economische categorie;86.1;17.0
176;Zuidwest-Drenthe (CR);Totaal actief;52.3;18.8
177;Zuidwest-Drenthe (CR);Werknemer;43.9;18.6
178;Zuidwest-Drenthe (CR);Zelfstandige;7.6;21.0
179;Zuidwest-Drenthe (CR);Totaal niet-actief;33.8;14.3
180;Zuidwest-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;2.9;12.0
181;Zuidwest-Drenthe (CR);Pensioenontvanger;22.9;15.7
182;Noord-Overijssel (CR);Totaal sociaal-economische categorie;226.1;17.2
183;Noord-Overijssel (CR);Totaal actief;146.1;19.1
184;Noord-Overijssel (CR);Werknemer;124.3;18.8
185;Noord-Overijssel (CR);Zelfstandige;19.5;22.3
186;Noord-Overijssel (CR);Totaal niet-actief;80.0;13.6
187;Noord-Overijssel (CR);Werkloosheids- en bijstandsuitk. ontv.;7.5;12.3
188;Noord-Overijssel (CR);Pensioenontvanger;50.8;15.2
189;Zuidwest-Overijssel (CR);Totaal sociaal-economische categorie;100.6;17.2
190;Zuidwest-Overijssel (CR);Totaal actief;63.5;19.2
191;Zuidwest-Overijssel (CR);Werknemer;55.6;19.1
192;Zuidwest-Overijssel (CR);Zelfstandige;6.9;22.3
193;Zuidwest-Overijssel (CR);Totaal niet-actief;37.1;13.6
194;Zuidwest-Overijssel (CR);Werkloosheids- en bijstandsuitk. ontv.;3.3;11.8
195;Zuidwest-Overijssel (CR);Pensioenontvanger;23.2;15.3
196;Twente (CR);Totaal sociaal-economische categorie;407.8;16.7
197;Twente (CR);Totaal actief;246.7;18.9
198;Twente (CR);Werknemer;212.4;18.8
199;Twente (CR);Zelfstandige;29.7;21.2
200;Twente (CR);Totaal niet-actief;161.1;13.4
201;Twente (CR);Werkloosheids- en bijstandsuitk. ontv.;17.7;11.5
202;Twente (CR);Pensioenontvanger;99.0;15.0
203;Veluwe (CR);Totaal sociaal-economische categorie;422.4;18.1
204;Veluwe (CR);Totaal actief;266.9;20.0
205;Veluwe (CR);Werknemer;230.4;19.8
206;Veluwe (CR);Zelfstandige;32.4;23.4
207;Veluwe (CR);Totaal niet-actief;155.5;14.7
208;Veluwe (CR);Werkloosheids- en bijstandsuitk. ontv.;11.3;12.6
209;Veluwe (CR);Pensioenontvanger;103.3;16.7
210;Achterhoek (CR);Totaal sociaal-economische categorie;273.2;17.1
211;Achterhoek (CR);Totaal actief;171.4;18.9
212;Achterhoek (CR);Werknemer;144.4;18.8
213;Achterhoek (CR);Zelfstandige;24.3;21.1
214;Achterhoek (CR);Totaal niet-actief;101.8;14.0
215;Achterhoek (CR);Werkloosheids- en bijstandsuitk. ontv.;7.9;12.6
216;Achterhoek (CR);Pensioenontvanger;69.8;15.4
217;Arnhem/Nijmegen (CR);Totaal sociaal-economische categorie;470.5;17.6
218;Arnhem/Nijmegen (CR);Totaal actief;288.1;19.9
219;Arnhem/Nijmegen (CR);Werknemer;253.4;19.9
220;Arnhem/Nijmegen (CR);Zelfstandige;31.6;21.0
221;Arnhem/Nijmegen (CR);Totaal niet-actief;182.5;13.9
222;Arnhem/Nijmegen (CR);Werkloosheids- en bijstandsuitk. ontv.;24.6;11.9
223;Arnhem/Nijmegen (CR);Pensioenontvanger;107.2;16.0
224;Zuidwest-Gelderland (CR);Totaal sociaal-economische categorie;150.9;18.5
225;Zuidwest-Gelderland (CR);Totaal actief;103.5;20.6
226;Zuidwest-Gelderland (CR);Werknemer;86.4;20.5
227;Zuidwest-Gelderland (CR);Zelfstandige;15.7;22.0
228;Zuidwest-Gelderland (CR);Totaal niet-actief;47.4;13.8
229;Zuidwest-Gelderland (CR);Werkloosheids- en bijstandsuitk. ontv.;4.1;12.1
230;Zuidwest-Gelderland (CR);Pensioenontvanger;31.4;15.2
231;Utrecht (CR);Totaal sociaal-economische categorie;786.3;19.6
232;Utrecht (CR);Totaal actief;510.7;22.2
233;Utrecht (CR);Werknemer;447.5;22.0
234;Utrecht (CR);Zelfstandige;58.1;24.3
235;Utrecht (CR);Totaal niet-actief;275.6;14.9
236;Utrecht (CR);Werkloosheids- en bijstandsuitk. ontv.;26.4;12.4
237;Utrecht (CR);Pensioenontvanger;165.4;17.5
238;Kop van Noord-Holland (CR);Totaal sociaal-economische categorie;244.6;17.7
239;Kop van Noord-Holland (CR);Totaal actief;159.1;19.7
240;Kop van Noord-Holland (CR);Werknemer;132.9;19.5
241;Kop van Noord-Holland (CR);Zelfstandige;24.1;22.0
242;Kop van Noord-Holland (CR);Totaal niet-actief;85.5;14.1
243;Kop van Noord-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;7.2;13.0
244;Kop van Noord-Holland (CR);Pensioenontvanger;54.3;15.5
245;Alkmaar en omgeving (CR);Totaal sociaal-economische categorie;154.4;18.7
246;Alkmaar en omgeving (CR);Totaal actief;98.0;20.9
247;Alkmaar en omgeving (CR);Werknemer;85.2;20.7
248;Alkmaar en omgeving (CR);Zelfstandige;11.6;23.6
249;Alkmaar en omgeving (CR);Totaal niet-actief;56.4;15.0
250;Alkmaar en omgeving (CR);Werkloosheids- en bijstandsuitk. ontv.;4.6;12.7
251;Alkmaar en omgeving (CR);Pensioenontvanger;35.3;17.0
252;IJmond (CR);Totaal sociaal-economische categorie;128.3;19.0
253;IJmond (CR);Totaal actief;79.1;21.3
254;IJmond (CR);Werknemer;69.9;21.1
255;IJmond (CR);Zelfstandige;8.4;24.4
256;IJmond (CR);Totaal niet-actief;49.2;15.4
257;IJmond (CR);Werkloosheids- en bijstandsuitk. ontv.;3.4;12.7
258;IJmond (CR);Pensioenontvanger;33.8;17.2
259;Agglomeratie Haarlem (CR);Totaal sociaal-economische categorie;149.3;20.6
260;Agglomeratie Haarlem (CR);Totaal actief;89.6;23.6
261;Agglomeratie Haarlem (CR);Werknemer;77.2;23.6
262;Agglomeratie Haarlem (CR);Zelfstandige;11.6;24.9
263;Agglomeratie Haarlem (CR);Totaal niet-actief;59.8;16.2
264;Agglomeratie Haarlem (CR);Werkloosheids- en bijstandsuitk. ontv.;5.5;12.3
265;Agglomeratie Haarlem (CR);Pensioenontvanger;39.4;18.5
266;Zaanstreek (CR);Totaal sociaal-economische categorie;105.8;17.9
267;Zaanstreek (CR);Totaal actief;65.7;20.3
268;Zaanstreek (CR);Werknemer;58.7;20.2
269;Zaanstreek (CR);Zelfstandige;6.5;22.5
270;Zaanstreek (CR);Totaal niet-actief;40.0;14.0
271;Zaanstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;3.9;12.4
272;Zaanstreek (CR);Pensioenontvanger;24.7;15.5
273;Groot-Amsterdam (CR);Totaal sociaal-economische categorie;801.0;19.5
274;Groot-Amsterdam (CR);Totaal actief;502.8;22.6
275;Groot-Amsterdam (CR);Werknemer;427.6;22.8
276;Groot-Amsterdam (CR);Zelfstandige;71.6;22.2
277;Groot-Amsterdam (CR);Totaal niet-actief;298.2;14.2
278;Groot-Amsterdam (CR);Werkloosheids- en bijstandsuitk. ontv.;50.5;12.0
279;Groot-Amsterdam (CR);Pensioenontvanger;156.5;16.5
280;Het Gooi en Vechtstreek (CR);Totaal sociaal-economische categorie;164.2;21.9
281;Het Gooi en Vechtstreek (CR);Totaal actief;100.6;25.2
282;Het Gooi en Vechtstreek (CR);Werknemer;84.6;25.2
283;Het Gooi en Vechtstreek (CR);Zelfstandige;14.7;26.1
284;Het Gooi en Vechtstreek (CR);Totaal niet-actief;63.6;16.8
285;Het Gooi en Vechtstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;4.5;12.9
286;Het Gooi en Vechtstreek (CR);Pensioenontvanger;45.2;18.9
287;Agglomeratie Leiden en Bollenstreek (CR);Totaal sociaal-economische categorie;258.5;19.6
288;Agglomeratie Leiden en Bollenstreek (CR);Totaal actief;168.9;22.1
289;Agglomeratie Leiden en Bollenstreek (CR);Werknemer;148.9;21.9
290;Agglomeratie Leiden en Bollenstreek (CR);Zelfstandige;18.1;25.4
291;Agglomeratie Leiden en Bollenstreek (CR);Totaal niet-actief;89.6;15.0
292;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;6.3;12.5
293;Agglomeratie Leiden en Bollenstreek (CR);Pensioenontvanger;58.6;17.2
294;Agglomeratie 's-Gravenhage (CR);Totaal sociaal-economische categorie;509.6;19.7
295;Agglomeratie 's-Gravenhage (CR);Totaal actief;311.4;22.4
296;Agglomeratie 's-Gravenhage (CR);Werknemer;276.1;22.3
297;Agglomeratie 's-Gravenhage (CR);Zelfstandige;33.1;23.5
298;Agglomeratie 's-Gravenhage (CR);Totaal niet-actief;198.2;15.5
299;Agglomeratie 's-Gravenhage (CR);Werkloosheids- en bijstandsuitk. ontv.;30.1;12.1
300;Agglomeratie 's-Gravenhage (CR);Pensioenontvanger;120.6;18.0
301;Delft en Westland (CR);Totaal sociaal-economische categorie;142.0;18.2
302;Delft en Westland (CR);Totaal actief;92.1;20.4
303;Delft en Westland (CR);Werknemer;79.3;20.1
304;Delft en Westland (CR);Zelfstandige;11.9;23.5
305;Delft en Westland (CR);Totaal niet-actief;50.0;13.9
306;Delft en Westland (CR);Werkloosheids- en bijstandsuitk. ontv.;4.7;13.1
307;Delft en Westland (CR);Pensioenontvanger;30.9;16.1
308;Oost-Zuid-Holland (CR);Totaal sociaal-economische categorie;212.8;19.3
309;Oost-Zuid-Holland (CR);Totaal actief;144.4;21.4
310;Oost-Zuid-Holland (CR);Werknemer;125.0;21.2
311;Oost-Zuid-Holland (CR);Zelfstandige;17.6;24.3
312;Oost-Zuid-Holland (CR);Totaal niet-actief;68.3;14.7
313;Oost-Zuid-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;5.2;12.7
314;Oost-Zuid-Holland (CR);Pensioenontvanger;46.0;16.5
315;Groot-Rijnmond (CR);Totaal sociaal-economische categorie;892.5;18.3
316;Groot-Rijnmond (CR);Totaal actief;543.2;21.0
317;Groot-Rijnmond (CR);Werknemer;482.4;21.0
318;Groot-Rijnmond (CR);Zelfstandige;54.9;22.7
319;Groot-Rijnmond (CR);Totaal niet-actief;349.3;14.0
320;Groot-Rijnmond (CR);Werkloosheids- en bijstandsuitk. ontv.;58.8;11.9
321;Groot-Rijnmond (CR);Pensioenontvanger;213.3;15.7
322;Zuidoost-Zuid-Holland (CR);Totaal sociaal-economische categorie;263.4;18.4
323;Zuidoost-Zuid-Holland (CR);Totaal actief;169.3;20.6
324;Zuidoost-Zuid-Holland (CR);Werknemer;149.6;20.4
325;Zuidoost-Zuid-Holland (CR);Zelfstandige;17.4;24.7
326;Zuidoost-Zuid-Holland (CR);Totaal niet-actief;94.0;14.3
327;Zuidoost-Zuid-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;8.9;12.1
328;Zuidoost-Zuid-Holland (CR);Pensioenontvanger;63.6;15.8
329;Zeeuwsch-Vlaanderen (CR);Totaal sociaal-economische categorie;72.4;17.5
330;Zeeuwsch-Vlaanderen (CR);Totaal actief;43.5;19.9
331;Zeeuwsch-Vlaanderen (CR);Werknemer;36.0;19.9
332;Zeeuwsch-Vlaanderen (CR);Zelfstandige;6.8;21.2
333;Zeeuwsch-Vlaanderen (CR);Totaal niet-actief;29.0;13.8
334;Zeeuwsch-Vlaanderen (CR);Werkloosheids- en bijstandsuitk. ontv.;2.0;11.9
335;Zeeuwsch-Vlaanderen (CR);Pensioenontvanger;21.6;14.7
336;Overig Zeeland (CR);Totaal sociaal-economische categorie;182.5;17.6
337;Overig Zeeland (CR);Totaal actief;114.0;19.4
338;Overig Zeeland (CR);Werknemer;95.4;19.1
339;Overig Zeeland (CR);Zelfstandige;16.3;22.9
340;Overig Zeeland (CR);Totaal niet-actief;68.5;14.7
341;Overig Zeeland (CR);Werkloosheids- en bijstandsuitk. ontv.;5.3;12.6
342;Overig Zeeland (CR);Pensioenontvanger;49.6;16.0
343;West-Noord-Brabant (CR);Totaal sociaal-economische categorie;413.5;18.1
344;West-Noord-Brabant (CR);Totaal actief;260.7;20.4
345;West-Noord-Brabant (CR);Werknemer;227.5;20.4
346;West-Noord-Brabant (CR);Zelfstandige;29.8;22.1
347;West-Noord-Brabant (CR);Totaal niet-actief;152.8;14.1
348;West-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;15.1;12.5
349;West-Noord-Brabant (CR);Pensioenontvanger;99.9;15.7
350;Midden-Noord-Brabant (CR);Totaal sociaal-economische categorie;306.2;17.6
351;Midden-Noord-Brabant (CR);Totaal actief;194.1;19.9
352;Midden-Noord-Brabant (CR);Werknemer;169.7;19.8
353;Midden-Noord-Brabant (CR);Zelfstandige;21.9;22.1
354;Midden-Noord-Brabant (CR);Totaal niet-actief;112.1;13.5
355;Midden-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;10.7;12.0
356;Midden-Noord-Brabant (CR);Pensioenontvanger;68.6;15.3
357;Noordoost-Noord-Brabant (CR);Totaal sociaal-economische categorie;427.1;18.1
358;Noordoost-Noord-Brabant (CR);Totaal actief;275.8;20.2
359;Noordoost-Noord-Brabant (CR);Werknemer;236.0;20.1
360;Noordoost-Noord-Brabant (CR);Zelfstandige;36.5;22.0
361;Noordoost-Noord-Brabant (CR);Totaal niet-actief;151.3;14.1
362;Noordoost-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;13.0;12.5
363;Noordoost-Noord-Brabant (CR);Pensioenontvanger;95.4;15.9
364;Zuidoost-Noord-Brabant (CR);Totaal sociaal-economische categorie;493.7;18.1
365;Zuidoost-Noord-Brabant (CR);Totaal actief;309.0;20.2
366;Zuidoost-Noord-Brabant (CR);Werknemer;267.5;20.3
367;Zuidoost-Noord-Brabant (CR);Zelfstandige;37.4;21.5
368;Zuidoost-Noord-Brabant (CR);Totaal niet-actief;184.7;14.5
369;Zuidoost-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;18.3;12.3
370;Zuidoost-Noord-Brabant (CR);Pensioenontvanger;117.3;16.5
371;Noord-Limburg (CR);Totaal sociaal-economische categorie;190.0;16.9
372;Noord-Limburg (CR);Totaal actief;120.3;18.9
373;Noord-Limburg (CR);Werknemer;104.3;18.7
374;Noord-Limburg (CR);Zelfstandige;14.5;21.4
375;Noord-Limburg (CR);Totaal niet-actief;69.6;13.6
376;Noord-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;6.4;12.2
377;Noord-Limburg (CR);Pensioenontvanger;44.5;15.0
378;Midden-Limburg (CR);Totaal sociaal-economische categorie;159.3;17.3
379;Midden-Limburg (CR);Totaal actief;96.5;19.6
380;Midden-Limburg (CR);Werknemer;82.8;19.7
381;Midden-Limburg (CR);Zelfstandige;12.2;20.8
382;Midden-Limburg (CR);Totaal niet-actief;62.8;13.8
383;Midden-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;6.4;12.5
384;Midden-Limburg (CR);Pensioenontvanger;40.3;15.2
385;Zuid-Limburg (CR);Totaal sociaal-economische categorie;422.8;16.9
386;Zuid-Limburg (CR);Totaal actief;232.4;19.5
387;Zuid-Limburg (CR);Werknemer;203.0;19.7
388;Zuid-Limburg (CR);Zelfstandige;25.9;19.8
389;Zuid-Limburg (CR);Totaal niet-actief;190.4;13.7
390;Zuid-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;23.4;11.6
391;Zuid-Limburg (CR);Pensioenontvanger;116.3;15.4
392;Flevoland (CR);Totaal sociaal-economische categorie;229.7;17.8
393;Flevoland (CR);Totaal actief;159.4;19.7
394;Flevoland (CR);Werknemer;138.7;19.9
395;Flevoland (CR);Zelfstandige;18.7;19.7
396;Flevoland (CR);Totaal niet-actief;70.3;13.4
397;Flevoland (CR);Werkloosheids- en bijstandsuitk. ontv.;10.2;12.5
398;Flevoland (CR);Pensioenontvanger;36.8;15.3
399;Groningen (GA);Totaal sociaal-economische categorie;134.7;16.7
400;Groningen (GA);Totaal actief;74.6;19.9
401;Groningen (GA);Werknemer;65.9;19.8
402;Groningen (GA);Zelfstandige;7.9;22.4
403;Groningen (GA);Totaal niet-actief;60.1;12.7
404;Groningen (GA);Werkloosheids- en bijstandsuitk. ontv.;10.1;11.3
405;Groningen (GA);Pensioenontvanger;27.2;16.0
406;Leeuwarden (GA);Totaal sociaal-economische categorie;61.7;16.4
