ID;Geslacht;Leeftijd;Herkomstgroepering;RegioS;Perioden;VoortdurendWerkzaamAfgelopen4Jaar_1;GedeeltelijkWerkzaamAfgelopen4Jaar_2;MeerDan3Jaar_3;MeerDan2JaarTotEnMet3Jaar_4;MeerDan1JaarTotEnMet2Jaar_5;Minimaal1MaandTotEnMet1Jaar_6;k_0Maanden_7;k_1Maand_8;k_2Maanden_9;k_3Tot6Maanden_10;k_6MaandenTot1Jaar_11;k_1Tot2Jaar_12;k_2Tot3Jaar_13;k_3Tot4Jaar_14;NietWerkzaamAfgelopen4Jaar_15
25;Totaal mannen en vrouwen;Totaal;Totaal herkomst;West-Nederland (LD);2005;2817800;1592600;482400;406900;325100;378200;870300;38100;39500;117000;97400;190000;134000;106200;1827400
26;Totaal mannen en vrouwen;Totaal;Totaal herkomst;West-Nederland (LD);2006;2786200;1660100;506800;413900;335500;404000;978700;50800;40000;111400;87000;175400;114700;102000;1815700
27;Totaal mannen en vrouwen;Totaal;Totaal herkomst;West-Nederland (LD);2007;2775100;1732300;533900;424100;363500;410800;1075700;62900;40800;110800;82200;152800;117100;89900;1794000
28;Totaal mannen en vrouwen;Totaal;Totaal herkomst;West-Nederland (LD);2008;2804000;1775500;560600;441800;368500;404500;1101400;67700;45400;118100;87900;156500;104500;94000;1773500
29;Totaal mannen en vrouwen;Totaal;Totaal herkomst;West-Nederland (LD);2009;2816700;1803600;619600;453200;359100;371800;1076500;68200;47500;128700;114700;178500;105000;84400;1788600
30;Totaal mannen en vrouwen;Totaal;Totaal herkomst;West-Nederland (LD);2010;2854700;1804900;628300;453200;355200;368200;1052200;57800;45100;125200;113400;194900;128600;87800;1797300
31;Totaal mannen en vrouwen;Totaal;Totaal herkomst;West-Nederland (LD);2011;2893300;1814100;626100;443800;364100;380100;1071700;55600;47900;124800;114800;174000;128400;96800;1799300
32;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Nederland (LD);2004;1318500;724800;226800;188100;144700;165300;382400;18600;19200;60200;47200;88400;61100;47800;873200
33;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Nederland (LD);2005;1327200;715100;213600;182200;146600;172700;381900;17900;17600;55000;42500;88100;61500;50500;883300
34;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Nederland (LD);2006;1311700;737400;221800;183900;149200;182500;428800;20500;16300;49000;36800;81900;55600;48500;884500
35;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Nederland (LD);2007;1308500;759400;230000;183100;160500;185800;465800;24400;16400;47500;35100;69100;56600;44400;876500
36;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Nederland (LD);2008;1322100;769500;236700;187500;161900;183300;472600;27900;18200;50500;36400;69500;48300;46100;868000
37;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Nederland (LD);2009;1321600;776000;260000;193700;157300;165100;451500;29000;20300;55200;49100;82100;48700;40000;877800
38;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Nederland (LD);2010;1334200;774300;261800;194600;154700;163200;442300;25200;19400;52500;44900;88600;60100;41300;881400
39;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Nederland (LD);2011;1349000;775900;260800;187200;160000;167900;455900;23400;19200;52200;45000;74000;60500;45700;880100
40;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (LD);2004;1400;1300;300;400;300;300;400;0;0;100;100;300;200;200;1300
41;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (LD);2005;1400;1300;300;300;300;400;400;0;0;100;100;200;200;200;1500
42;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (LD);2006;1200;1000;200;200;200;300;400;0;0;0;100;100;100;200;1500
43;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (LD);2007;1100;900;200;200;200;300;400;0;0;0;0;100;100;100;1400
44;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (LD);2008;1000;800;200;200;200;200;400;0;0;100;100;100;100;100;800
45;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (LD);2009;900;1000;300;300;200;200;400;0;0;100;100;200;100;100;900
46;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (LD);2010;800;1000;300;200;300;300;400;0;0;100;100;200;200;100;900
47;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (LD);2011;400;800;200;200;200;300;300;0;0;100;100;100;100;100;700
48;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Groningen (PV);2004;191900;132600;39300;34600;27400;31400;68000;3500;3500;13000;9500;16400;10700;7900;154200
49;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Groningen (PV);2005;193900;130600;36600;33600;27500;33000;68500;3400;3300;11800;8400;15800;10800;8500;154400
50;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Groningen (PV);2006;191400;134600;37800;33700;28600;34400;76100;4000;3600;10900;6700;15300;9900;8300;153700
51;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Groningen (PV);2007;190400;139000;39700;33500;30600;35200;83300;5000;3300;10900;6400;12400;10100;7500;151200
52;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Groningen (PV);2008;192400;140500;41000;34300;30400;34700;83400;6100;3800;11100;6900;12800;8300;7900;149000
53;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Groningen (PV);2009;193900;141000;43900;35500;29600;32000;80600;5700;3800;11700;8800;14900;8800;6700;150100
54;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Groningen (PV);2010;196300;140800;44900;35400;29000;31500;79300;4500;3700;11600;8300;16000;10300;7100;150900
55;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Groningen (PV);2011;198200;141400;44800;34600;29700;32300;80000;4400;4100;11600;8500;14100;10700;8000;150700
56;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Friesland (PV);2004;224200;134000;41200;33800;26900;32100;69600;3700;3900;12800;8600;16500;10800;8000;163300
57;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Friesland (PV);2005;227400;131000;38400;32500;27000;33000;69600;3800;3500;11600;7200;15400;11200;8700;163100
58;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Friesland (PV);2006;226000;134000;39100;33100;27600;34200;76400;4000;3400;10200;6000;15600;9700;8700;162500
59;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Friesland (PV);2007;225600;137700;40500;33500;29600;34100;84200;4500;3100;9900;5500;12400;10500;7600;161100
60;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Friesland (PV);2008;228700;139100;41900;33600;29500;34000;84100;5400;3700;10200;5900;12600;8800;8400;159000
61;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Friesland (PV);2009;230100;138700;45100;34200;28400;30900;79100;5500;4000;11900;7900;14100;8700;7300;160300
62;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Friesland (PV);2010;232700;137500;45500;34100;27500;30400;78100;4600;3700;10600;7300;15400;10300;7400;160600
63;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Friesland (PV);2011;233900;137700;45600;32900;28000;31200;77900;4700;4100;10800;7900;13600;10600;8100;160200
64;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drenthe (PV);2004;170600;95100;28700;24300;19200;23000;48400;2600;2700;8300;6100;12300;8200;6500;128200
65;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drenthe (PV);2005;172400;94000;26900;24300;19000;23900;48500;2400;2500;7600;5400;12200;8700;6800;129000
66;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drenthe (PV);2006;171900;96300;27600;23900;19800;25000;53300;2800;2400;6600;4600;11700;7800;7000;129400
67;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drenthe (PV);2007;171500;99400;28600;24000;21400;25300;58900;3700;2100;6500;4200;9600;8100;6300;129000
68;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drenthe (PV);2008;173600;100600;29700;24400;21500;25000;59700;3700;2400;6800;4900;9500;6800;6700;127900
69;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drenthe (PV);2009;174800;99600;31600;24800;20500;22800;56100;3900;2400;7600;6000;11100;6700;5800;129000
70;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drenthe (PV);2010;176300;99300;32300;24600;19800;22600;55100;3100;2500;7200;5500;11800;8200;5800;129000
71;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Drenthe (PV);2011;177900;98600;31800;23500;20300;23100;55400;3000;2700;6900;5600;10000;8300;6700;128700
72;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Overijssel (PV);2004;401600;227200;70200;58200;45800;53000;121600;5900;6500;19600;14400;26400;18200;14600;264800
73;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Overijssel (PV);2005;407300;223600;66100;56900;45400;55100;120900;5500;6100;18400;13000;26500;18200;15000;267100
74;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Overijssel (PV);2006;402700;232600;71100;56900;47000;57600;135800;9200;5900;16200;10900;24300;16200;14100;266000
75;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Overijssel (PV);2007;405700;237900;70800;58000;50400;58600;148900;7700;5300;16100;10100;20500;16300;13000;262000
76;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Overijssel (PV);2008;410500;242400;74000;59800;51100;57500;151700;8900;6400;16300;10800;21000;14200;13100;258800
77;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Overijssel (PV);2009;414000;242900;81200;60100;49800;51800;144200;9600;6600;17800;14600;23700;14700;11700;260500
78;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Overijssel (PV);2010;418900;242200;82500;60500;47500;51800;141500;8200;6300;17100;13300;26500;17100;12400;260600
79;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Overijssel (PV);2011;424700;241200;81800;57600;49200;52500;143800;7900;6600;16800;12700;22100;18100;13200;260200
80;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Flevoland (PV);2004;133900;82600;26500;20500;16300;19300;44000;2300;2500;7000;5600;10000;6400;4800;65300
81;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Flevoland (PV);2005;136900;82400;24600;20100;16800;21000;44300;2400;2400;6600;5100;10000;6600;5100;67200
82;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Flevoland (PV);2006;136900;86300;25300;20700;17600;22600;51000;2900;2400;6200;4500;8700;5800;4800;67500
83;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Flevoland (PV);2007;137600;90300;26900;21500;19200;22800;57300;3300;2400;6000;4200;7300;5400;4300;67200
84;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Flevoland (PV);2008;140300;92800;28400;23000;19200;22200;58500;3800;2900;6300;4700;7600;4700;4300;67200
85;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Flevoland (PV);2009;141900;94200;31900;23100;18700;20500;56400;3900;2800;7200;6200;9000;5000;3700;68700
86;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Flevoland (PV);2010;144800;94000;32000;23400;18400;20200;54200;3100;2800;6900;6200;10500;6200;4100;69700
87;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Flevoland (PV);2011;146800;94900;32100;22800;19100;21000;55000;3300;2800;7000;6100;9400;6700;4700;70400
88;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Gelderland (PV);2004;734500;394400;122700;102000;78500;91200;209500;10000;11200;32900;25300;47800;32000;25700;469200
89;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Gelderland (PV);2005;741700;388700;115700;98900;78900;95200;210000;9400;10000;30300;22500;46800;33200;26400;474300
90;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Gelderland (PV);2006;735800;402500;120300;98900;81600;101800;234900;11700;10000;28000;19900;43000;29100;26000;472800
91;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Gelderland (PV);2007;733700;417500;124400;100600;88600;103900;258400;13600;9300;28000;18300;37000;29400;23400;467500
92;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Gelderland (PV);2008;740100;425200;128200;105000;90100;101800;261900;15200;11000;29100;19400;38500;26100;23900;462900
93;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Gelderland (PV);2009;743100;429500;141100;107300;87200;93900;253700;15900;11600;31500;24600;43900;26600;21700;466200
94;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Gelderland (PV);2010;751300;428900;144200;106300;85200;93200;247800;13400;11200;30800;24000;47000;32000;22700;466500
95;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Gelderland (PV);2011;760100;429000;143300;103300;87000;95500;252400;13100;11400;30800;24500;40700;31700;24500;466300
96;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Utrecht (PV);2004;446500;249900;83800;65200;48200;52700;139000;6200;6300;19500;16500;29100;18800;14400;249800
97;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Utrecht (PV);2005;452100;249400;79200;64300;49800;56100;141500;5900;6100;18700;15100;27800;19200;15200;252800
98;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Utrecht (PV);2006;448900;262900;83700;66300;52100;60700;160300;7900;6100;17200;13500;26600;16500;14700;252800
99;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Utrecht (PV);2007;447900;276900;89400;68500;56800;62200;176100;11800;6300;17700;12500;22200;17500;12900;249900
100;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Utrecht (PV);2008;454900;281900;92700;70800;56800;61600;180400;10600;6900;18600;13100;23400;14900;13900;246500
101;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Utrecht (PV);2009;458100;285100;101200;72500;55600;55700;176200;10700;7100;20200;17100;26400;15300;12000;249000
102;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Utrecht (PV);2010;464000;284500;103600;71600;54200;55100;171800;9800;6700;19600;16800;28200;18800;12700;250000
103;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Utrecht (PV);2011;471400;284800;103300;69500;55000;57000;175100;8800;7100;19700;17200;24900;18200;13800;250800
104;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Holland (PV);2004;951700;565700;185000;147800;111500;121500;304900;14300;14500;43500;37900;69600;46300;34800;614700
105;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Holland (PV);2005;963300;559100;173500;143700;112500;129400;306200;13400;13700;40500;32900;68100;46800;37500;619100
106;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Holland (PV);2006;953300;581400;182200;145700;116400;137200;345700;17800;13800;38000;30000;59700;41000;35400;615900
107;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Holland (PV);2007;949400;607200;193500;150000;124900;138800;379800;22000;14100;37900;28600;53100;39700;32000;609400
108;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Holland (PV);2008;960500;621700;203300;156600;126700;135200;387800;23400;15500;40400;31500;54900;36300;31800;604200
109;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Holland (PV);2009;965500;633000;224800;159900;123300;125000;381200;23300;16500;44500;40100;61700;36500;29300;609800
110;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Holland (PV);2010;979600;636100;227800;160900;122600;124700;375900;20100;15700;43600;39400;66900;44200;30400;612700
111;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Holland (PV);2011;994100;641000;226700;158900;126300;129100;384500;19200;16500;43100;39800;60900;43800;33100;611500
112;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Holland (PV);2004;1249700;720300;224000;185000;146200;165200;384500;17700;17800;54600;49500;91400;59700;45100;852200
113;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Holland (PV);2005;1262400;710600;208900;180100;147600;174100;384500;17100;17000;51700;45200;85100;61600;48400;857300
114;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Holland (PV);2006;1245200;739800;218900;183000;151300;186600;431100;22800;17300;50700;39900;80000;51300;46700;848900
115;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Holland (PV);2007;1239300;770200;228400;186600;164900;190300;474900;26300;18100;49600;37800;69800;53700;40100;837200
116;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Holland (PV);2008;1249100;793300;241600;194900;168200;188500;487400;30900;20500;53400;40000;70600;47700;43000;826100
117;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Holland (PV);2009;1253100;806600;268500;201200;163700;173200;474600;31000;21100;58000;53200;82500;47800;38400;832500
118;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Holland (PV);2010;1269400;806700;272000;201300;162400;171000;461800;25200;19900;56400;53000;90900;59500;40000;837000
119;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zuid-Holland (PV);2011;1284700;811300;271500;196700;166600;176500;468700;25000;21600;56100;53900;80600;60200;45100;839600
120;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zeeland (PV);2004;138300;74300;21800;18900;15400;18200;38400;1900;3100;6400;4500;8900;6100;5000;98100
121;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zeeland (PV);2005;140000;73500;20700;18800;15300;18600;38100;1800;2700;6100;4200;9000;6500;5100;98300
122;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zeeland (PV);2006;138800;76000;22000;18900;15600;19500;41500;2300;2800;5600;3600;9000;5900;5300;98000
123;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zeeland (PV);2007;138400;78000;22700;19000;16800;19500;45000;2900;2400;5700;3400;7600;6200;4900;97500
124;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zeeland (PV);2008;139600;78600;23000;19500;16900;19200;45800;2800;2500;5700;3300;7600;5600;5200;96700
125;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zeeland (PV);2009;139900;78900;25100;19600;16400;17800;44500;3200;2800;6100;4300;8000;5400;4700;97300
126;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zeeland (PV);2010;141600;77600;24900;19400;16000;17400;42800;2600;2800;5600;4100;8900;6000;4700;97600
127;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Zeeland (PV);2011;143100;77000;24600;18700;16200;17500;43400;2500;2700;5900;4000;7600;6100;4800;97400
128;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Brabant (PV);2004;912600;492000;159300;127800;96300;108600;266100;12500;12300;40500;31500;58700;39600;31000;563600
129;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Brabant (PV);2005;921700;485600;149800;123600;98400;113900;266100;12000;11500;37200;28300;57400;40600;32700;570500
130;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Brabant (PV);2006;912600;502100;155700;125100;100500;120800;297500;13900;10700;33100;25000;53900;36000;32000;571000
131;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Brabant (PV);2007;912400;517800;161400;125300;108200;122900;323800;16500;10900;32000;23300;45400;37100;28800;566400
132;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Brabant (PV);2008;922400;525800;167000;128600;109000;121200;328100;19000;12100;34100;24600;46100;31700;30100;561000
133;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Brabant (PV);2009;923100;530900;183000;133000;106100;108800;314200;19700;13300;37400;33100;55100;32000;26100;568300
134;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Brabant (PV);2010;932900;530700;184200;133600;105100;107800;307900;16500;12800;35700;31000;59200;40400;27200;570800
135;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Noord-Brabant (PV);2011;943400;533400;184400;128700;108400;111900;318500;15800;12900;35600;30800;49100;40100;30500;569700
136;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Limburg (PV);2004;405900;232800;67500;60300;48400;56700;116300;6100;6900;19700;15700;29700;21500;16900;309600
137;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Limburg (PV);2005;405600;229500;63800;58600;48200;58800;115800;5900;6100;17900;14200;30700;21000;17900;312800
138;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Limburg (PV);2006;399100;235300;66200;58700;48700;61700;131300;6600;5600;15900;11700;28000;19600;16400;313500
139;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Limburg (PV);2007;396100;241600;68600;57800;52300;62900;142100;7900;5500;15500;11800;23700;19500;15700;310000
140;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Limburg (PV);2008;399700;243700;69700;58900;52900;62200;144500;9000;6200;16400;11700;23400;16600;16000;306900
141;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Limburg (PV);2009;398500;245100;76900;60700;51200;56300;137300;9300;7000;17800;16000;27000;16700;13900;309500
142;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Limburg (PV);2010;401200;243600;77600;61000;49600;55400;134500;8700;6500;16900;13900;29400;19600;14200;310500
143;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Limburg (PV);2011;405500;242500;76400;58600;51600;56000;137300;7600;6300;16600;14200;24800;20400;15300;310500
144;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (PV);2004;1400;1300;300;400;300;300;400;0;0;100;100;300;200;200;1300
145;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (PV);2005;1400;1300;300;300;300;400;400;0;0;100;100;200;200;200;1500
146;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (PV);2006;1200;1000;200;200;200;300;400;0;0;0;100;100;100;200;1500
147;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (PV);2007;1100;900;200;200;200;300;400;0;0;0;0;100;100;100;1400
148;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (PV);2008;1000;800;200;200;200;200;400;0;0;100;100;100;100;100;800
149;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (PV);2009;900;1000;300;300;200;200;400;0;0;100;100;200;100;100;900
150;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (PV);2010;800;1000;300;200;300;300;400;0;0;100;100;200;200;100;900
151;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Niet in te delen (PV);2011;400;800;200;200;200;300;300;0;0;100;100;100;100;100;700
152;Totaal mannen en vrouwen;Totaal;Totaal herkomst;Oost-Groningen (CR);2004;49700;30100;8900;7700;6000;7400;14900;800;800;2700;2100;4000;2700;2100;47900
