ID;Geslacht;Leeftijd;Inkomensklasse;Marges;Perioden;VoorwaardelijkeSterftekans_1;Levensverwachting_2;InAlsGoedErvarenGezondheid_3;ZonderLichamelijkeBeperkingen_4;ZonderChronischeZiektes_5;LevensverwInGoedeGeestelijkeGezondh_6
20;Mannen;0 jaar;Midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.7;
21;Mannen;0 jaar;Midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.6;
22;Mannen;0 jaar;Midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
23;Mannen;0 jaar;Midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.6;
24;Mannen;0 jaar;Hoog midden inkomensklasse;Waarde;2004-2007;0.00229;80.1;66.7;73.0;48.4;76.2
25;Mannen;0 jaar;Hoog midden inkomensklasse;Waarde;2007-2010;0.00262;81.8;68.7;73.6;49.6;77.4
26;Mannen;0 jaar;Hoog midden inkomensklasse;Waarde;2011-2014;0.00464;82.1;68.8;74.5;50.0;77.5
27;Mannen;0 jaar;Hoog midden inkomensklasse;Waarde;2014-2017;0.0003;82.5;69.2;76.1;49.6;77.9
28;Mannen;0 jaar;Hoog midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.6;
29;Mannen;0 jaar;Hoog midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.6;
30;Mannen;0 jaar;Hoog midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
31;Mannen;0 jaar;Hoog midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.5;
32;Mannen;0 jaar;Hoogste inkomensklasse;Waarde;2004-2007;0.0028;81.1;70.1;75.8;52.1;77.7
33;Mannen;0 jaar;Hoogste inkomensklasse;Waarde;2007-2010;0.00234;82.5;71.7;76.9;52.8;79.3
34;Mannen;0 jaar;Hoogste inkomensklasse;Waarde;2011-2014;0.00236;83.3;71.9;77.7;52.3;79.4
35;Mannen;0 jaar;Hoogste inkomensklasse;Waarde;2014-2017;8e-05;83.1;72.5;78.8;50.9;79.8
36;Mannen;0 jaar;Hoogste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.7;
37;Mannen;0 jaar;Hoogste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.7;
38;Mannen;0 jaar;Hoogste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
39;Mannen;0 jaar;Hoogste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.5;
40;Mannen;1 jaar;Laagste inkomensklasse;Waarde;2004-2007;0.00165;73.3;51.6;61.4;42.0;63.3
41;Mannen;1 jaar;Laagste inkomensklasse;Waarde;2007-2010;0.00107;73.9;53.0;62.7;42.5;63.7
42;Mannen;1 jaar;Laagste inkomensklasse;Waarde;2011-2014;0.0011;74.4;53.7;63.1;43.4;64.4
43;Mannen;1 jaar;Laagste inkomensklasse;Waarde;2014-2017;0.0003;74.3;52.0;55.3;38.4;62.9
44;Mannen;1 jaar;Laagste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.7;;0.8;
45;Mannen;1 jaar;Laagste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.6;;0.8;
46;Mannen;1 jaar;Laagste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.6;;0.8;
47;Mannen;1 jaar;Laagste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.7;;0.7;
48;Mannen;1 jaar;Laag midden inkomensklasse;Waarde;2004-2007;0.00104;76.9;59.8;66.8;45.1;70.3
49;Mannen;1 jaar;Laag midden inkomensklasse;Waarde;2007-2010;0.0011;77.8;60.1;67.6;44.9;70.9
50;Mannen;1 jaar;Laag midden inkomensklasse;Waarde;2011-2014;0.00114;78.5;59.0;67.5;43.9;69.7
51;Mannen;1 jaar;Laag midden inkomensklasse;Waarde;2014-2017;0.00034;79.0;59.4;68.2;42.0;71.2
52;Mannen;1 jaar;Laag midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.6;;0.7;
53;Mannen;1 jaar;Laag midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.8;
54;Mannen;1 jaar;Laag midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.5;;0.7;
55;Mannen;1 jaar;Laag midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.6;;0.7;
56;Mannen;1 jaar;Midden inkomensklasse;Waarde;2004-2007;0.00082;78.2;63.1;70.5;46.5;73.3
57;Mannen;1 jaar;Midden inkomensklasse;Waarde;2007-2010;0.0007;79.7;64.3;71.2;45.5;74.8
58;Mannen;1 jaar;Midden inkomensklasse;Waarde;2011-2014;0.00039;80.7;64.4;71.7;46.9;74.6
59;Mannen;1 jaar;Midden inkomensklasse;Waarde;2014-2017;0.00015;81.0;65.5;73.3;46.1;75.6
60;Mannen;1 jaar;Midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.6;
61;Mannen;1 jaar;Midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.6;
62;Mannen;1 jaar;Midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
63;Mannen;1 jaar;Midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.6;
64;Mannen;1 jaar;Hoog midden inkomensklasse;Waarde;2004-2007;0.00083;79.3;66.0;72.2;47.5;75.4
65;Mannen;1 jaar;Hoog midden inkomensklasse;Waarde;2007-2010;0.00125;81.0;68.0;72.8;48.8;76.6
66;Mannen;1 jaar;Hoog midden inkomensklasse;Waarde;2011-2014;0.0008;81.4;68.2;73.9;49.3;76.8
67;Mannen;1 jaar;Hoog midden inkomensklasse;Waarde;2014-2017;0.00018;82.0;68.8;75.7;49.2;77.5
68;Mannen;1 jaar;Hoog midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.6;
69;Mannen;1 jaar;Hoog midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.6;
70;Mannen;1 jaar;Hoog midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
71;Mannen;1 jaar;Hoog midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.5;
72;Mannen;1 jaar;Hoogste inkomensklasse;Waarde;2004-2007;0.00118;80.3;69.4;75.0;51.4;76.9
73;Mannen;1 jaar;Hoogste inkomensklasse;Waarde;2007-2010;0.00163;81.7;70.9;76.1;51.9;78.5
74;Mannen;1 jaar;Hoogste inkomensklasse;Waarde;2011-2014;0.00054;82.5;71.2;76.9;51.5;78.6
75;Mannen;1 jaar;Hoogste inkomensklasse;Waarde;2014-2017;0.0;82.6;72.0;78.3;50.4;79.3
76;Mannen;1 jaar;Hoogste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.7;
77;Mannen;1 jaar;Hoogste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.7;
78;Mannen;1 jaar;Hoogste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
79;Mannen;1 jaar;Hoogste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.5;
80;Mannen;5 jaar;Laagste inkomensklasse;Waarde;2004-2007;0.00061;69.4;48.0;57.5;38.5;59.4
81;Mannen;5 jaar;Laagste inkomensklasse;Waarde;2007-2010;0.00044;70.0;49.5;58.8;39.2;59.8
82;Mannen;5 jaar;Laagste inkomensklasse;Waarde;2011-2014;0.00027;70.5;50.1;59.2;40.0;60.5
83;Mannen;5 jaar;Laagste inkomensklasse;Waarde;2014-2017;0.00042;70.4;48.2;51.4;35.0;59.0
84;Mannen;5 jaar;Laagste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.7;;0.8;
85;Mannen;5 jaar;Laagste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.6;;0.8;
86;Mannen;5 jaar;Laagste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.6;;0.8;
87;Mannen;5 jaar;Laagste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.7;;0.7;
88;Mannen;5 jaar;Laag midden inkomensklasse;Waarde;2004-2007;0.00055;73.0;56.1;62.9;41.7;66.3
89;Mannen;5 jaar;Laag midden inkomensklasse;Waarde;2007-2010;0.00039;73.9;56.4;63.7;41.5;67.0
90;Mannen;5 jaar;Laag midden inkomensklasse;Waarde;2011-2014;0.00051;74.6;55.4;63.6;40.4;65.8
91;Mannen;5 jaar;Laag midden inkomensklasse;Waarde;2014-2017;5e-05;75.1;55.5;64.2;38.4;67.2
92;Mannen;5 jaar;Laag midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.6;;0.7;
93;Mannen;5 jaar;Laag midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.7;
94;Mannen;5 jaar;Laag midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.5;;0.7;
95;Mannen;5 jaar;Laag midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.6;;0.7;
96;Mannen;5 jaar;Midden inkomensklasse;Waarde;2004-2007;0.00037;74.3;59.3;66.6;43.0;69.4
97;Mannen;5 jaar;Midden inkomensklasse;Waarde;2007-2010;0.00032;75.7;60.6;67.2;42.0;70.8
98;Mannen;5 jaar;Midden inkomensklasse;Waarde;2011-2014;0.00045;76.8;60.6;67.7;43.3;70.6
99;Mannen;5 jaar;Midden inkomensklasse;Waarde;2014-2017;5e-05;77.0;61.7;69.3;42.3;71.6
100;Mannen;5 jaar;Midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.6;
101;Mannen;5 jaar;Midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.6;
102;Mannen;5 jaar;Midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
103;Mannen;5 jaar;Midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.6;
104;Mannen;5 jaar;Hoog midden inkomensklasse;Waarde;2004-2007;0.00041;75.4;62.3;68.3;43.9;71.4
105;Mannen;5 jaar;Hoog midden inkomensklasse;Waarde;2007-2010;0.0004;77.1;64.3;68.9;45.4;72.7
106;Mannen;5 jaar;Hoog midden inkomensklasse;Waarde;2011-2014;0.00018;77.5;64.4;69.9;45.7;72.9
107;Mannen;5 jaar;Hoog midden inkomensklasse;Waarde;2014-2017;0.00018;78.1;64.9;71.7;45.4;73.5
108;Mannen;5 jaar;Hoog midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.6;
109;Mannen;5 jaar;Hoog midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.6;
110;Mannen;5 jaar;Hoog midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
111;Mannen;5 jaar;Hoog midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.5;
112;Mannen;5 jaar;Hoogste inkomensklasse;Waarde;2004-2007;0.00037;76.4;65.6;71.1;47.8;73.0
113;Mannen;5 jaar;Hoogste inkomensklasse;Waarde;2007-2010;0.00057;77.8;67.2;72.2;48.4;74.6
114;Mannen;5 jaar;Hoogste inkomensklasse;Waarde;2011-2014;0.00055;78.6;67.4;72.9;47.7;74.6
115;Mannen;5 jaar;Hoogste inkomensklasse;Waarde;2014-2017;0.0;78.7;68.1;74.4;46.5;75.3
116;Mannen;5 jaar;Hoogste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;;0.7;
117;Mannen;5 jaar;Hoogste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;;0.7;
118;Mannen;5 jaar;Hoogste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;;0.6;
119;Mannen;5 jaar;Hoogste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;;0.5;
120;Mannen;10 jaar;Laagste inkomensklasse;Waarde;2004-2007;0.00051;64.5;43.5;52.5;34.3;54.5
121;Mannen;10 jaar;Laagste inkomensklasse;Waarde;2007-2010;0.00069;65.0;44.9;53.8;34.8;54.8
122;Mannen;10 jaar;Laagste inkomensklasse;Waarde;2011-2014;0.00067;65.5;45.5;54.2;35.8;55.5
123;Mannen;10 jaar;Laagste inkomensklasse;Waarde;2014-2017;9e-05;65.4;43.6;46.4;30.7;54.0
124;Mannen;10 jaar;Laagste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.7;0.6;0.8;0.7
125;Mannen;10 jaar;Laagste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.6;0.7;0.8;0.7
126;Mannen;10 jaar;Laagste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.6;0.7;0.8;0.7
127;Mannen;10 jaar;Laagste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.7;0.7;0.7;0.6
128;Mannen;10 jaar;Laag midden inkomensklasse;Waarde;2004-2007;0.00034;68.0;51.4;57.9;37.6;61.4
129;Mannen;10 jaar;Laag midden inkomensklasse;Waarde;2007-2010;0.00036;68.9;51.7;58.7;37.4;62.0
130;Mannen;10 jaar;Laag midden inkomensklasse;Waarde;2011-2014;0.00039;69.7;50.7;58.6;36.3;60.8
131;Mannen;10 jaar;Laag midden inkomensklasse;Waarde;2014-2017;5e-05;70.1;50.8;59.2;34.1;62.2
132;Mannen;10 jaar;Laag midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.6;0.5;0.7;0.5
133;Mannen;10 jaar;Laag midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.7;0.5
134;Mannen;10 jaar;Laag midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.5;0.5;0.7;0.6
135;Mannen;10 jaar;Laag midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.6;0.5;0.7;0.5
136;Mannen;10 jaar;Midden inkomensklasse;Waarde;2004-2007;0.00054;69.3;54.7;61.6;38.9;64.4
137;Mannen;10 jaar;Midden inkomensklasse;Waarde;2007-2010;0.00053;70.8;55.8;62.2;37.7;65.9
138;Mannen;10 jaar;Midden inkomensklasse;Waarde;2011-2014;0.00023;71.8;55.8;62.8;39.1;65.7
139;Mannen;10 jaar;Midden inkomensklasse;Waarde;2014-2017;0.0;72.1;56.9;64.3;38.0;66.6
140;Mannen;10 jaar;Midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;0.5;0.6;0.4
141;Mannen;10 jaar;Midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.6;0.4
142;Mannen;10 jaar;Midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;0.5;0.6;0.4
143;Mannen;10 jaar;Midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;0.4;0.6;0.3
144;Mannen;10 jaar;Hoog midden inkomensklasse;Waarde;2004-2007;0.00036;70.4;57.5;63.3;40.0;66.5
145;Mannen;10 jaar;Hoog midden inkomensklasse;Waarde;2007-2010;0.00046;72.1;59.5;63.9;40.9;67.7
146;Mannen;10 jaar;Hoog midden inkomensklasse;Waarde;2011-2014;0.00041;72.5;59.5;65.0;41.2;67.9
147;Mannen;10 jaar;Hoog midden inkomensklasse;Waarde;2014-2017;0.0;73.1;60.1;66.8;40.8;68.5
148;Mannen;10 jaar;Hoog midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;0.5;0.6;0.3
149;Mannen;10 jaar;Hoog midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.6;0.4
150;Mannen;10 jaar;Hoog midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;0.4;0.6;0.3
151;Mannen;10 jaar;Hoog midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;0.4;0.5;0.3
152;Mannen;10 jaar;Hoogste inkomensklasse;Waarde;2004-2007;0.00066;71.5;60.8;66.2;43.7;68.0
153;Mannen;10 jaar;Hoogste inkomensklasse;Waarde;2007-2010;0.00063;72.9;62.4;67.2;43.9;69.7
154;Mannen;10 jaar;Hoogste inkomensklasse;Waarde;2011-2014;0.00069;73.6;62.5;68.0;43.2;69.7
155;Mannen;10 jaar;Hoogste inkomensklasse;Waarde;2014-2017;0.0;73.7;63.2;69.4;42.0;70.3
156;Mannen;10 jaar;Hoogste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;0.4;0.7;0.3
157;Mannen;10 jaar;Hoogste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.7;0.3
158;Mannen;10 jaar;Hoogste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;0.4;0.6;0.3
159;Mannen;10 jaar;Hoogste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;0.4;0.5;0.3
160;Mannen;15 jaar;Laagste inkomensklasse;Waarde;2004-2007;0.00238;59.5;39.0;48.0;30.1;49.9
161;Mannen;15 jaar;Laagste inkomensklasse;Waarde;2007-2010;0.00184;60.0;40.1;49.0;30.7;50.1
162;Mannen;15 jaar;Laagste inkomensklasse;Waarde;2011-2014;0.0014;60.6;40.9;49.6;31.7;50.9
163;Mannen;15 jaar;Laagste inkomensklasse;Waarde;2014-2017;0.0002;60.5;39.1;41.6;26.9;49.2
164;Mannen;15 jaar;Laagste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.7;0.6;0.8;0.6
165;Mannen;15 jaar;Laagste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.6;0.7;0.8;0.7
166;Mannen;15 jaar;Laagste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.6;0.7;0.8;0.7
167;Mannen;15 jaar;Laagste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.7;0.7;0.7;0.6
168;Mannen;15 jaar;Laag midden inkomensklasse;Waarde;2004-2007;0.0016;63.0;46.6;53.2;33.3;56.4
169;Mannen;15 jaar;Laag midden inkomensklasse;Waarde;2007-2010;0.00151;63.9;47.0;53.9;33.1;57.2
170;Mannen;15 jaar;Laag midden inkomensklasse;Waarde;2011-2014;0.00092;64.7;45.9;53.8;32.2;56.1
171;Mannen;15 jaar;Laag midden inkomensklasse;Waarde;2014-2017;0.00025;65.2;46.0;54.6;30.1;57.5
172;Mannen;15 jaar;Laag midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.6;0.5;0.7;0.5
173;Mannen;15 jaar;Laag midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.7;0.5
174;Mannen;15 jaar;Laag midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.5;0.5;0.7;0.5
175;Mannen;15 jaar;Laag midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.6;0.5;0.6;0.5
176;Mannen;15 jaar;Midden inkomensklasse;Waarde;2004-2007;0.00147;64.4;49.9;56.7;34.6;59.5
177;Mannen;15 jaar;Midden inkomensklasse;Waarde;2007-2010;0.00101;65.8;51.1;57.4;33.6;60.9
178;Mannen;15 jaar;Midden inkomensklasse;Waarde;2011-2014;0.00112;66.8;51.2;57.9;34.9;60.9
179;Mannen;15 jaar;Midden inkomensklasse;Waarde;2014-2017;0.00013;67.1;52.1;59.3;33.8;61.8
180;Mannen;15 jaar;Midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;0.4;0.6;0.4
181;Mannen;15 jaar;Midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.6;0.4
182;Mannen;15 jaar;Midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;0.4;0.6;0.4
183;Mannen;15 jaar;Midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;0.4;0.5;0.3
184;Mannen;15 jaar;Hoog midden inkomensklasse;Waarde;2004-2007;0.00121;65.4;52.8;58.4;35.7;61.6
185;Mannen;15 jaar;Hoog midden inkomensklasse;Waarde;2007-2010;0.00113;67.2;54.8;59.2;36.6;62.8
186;Mannen;15 jaar;Hoog midden inkomensklasse;Waarde;2011-2014;0.00119;67.6;54.8;60.2;36.9;63.2
187;Mannen;15 jaar;Hoog midden inkomensklasse;Waarde;2014-2017;0.00014;68.2;55.4;62.0;36.5;63.7
188;Mannen;15 jaar;Hoog midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;0.5;0.6;0.3
189;Mannen;15 jaar;Hoog midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.6;0.4
190;Mannen;15 jaar;Hoog midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;0.4;0.6;0.3
191;Mannen;15 jaar;Hoog midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;0.4;0.5;0.3
192;Mannen;15 jaar;Hoogste inkomensklasse;Waarde;2004-2007;0.00186;66.5;56.0;61.2;39.5;63.2
193;Mannen;15 jaar;Hoogste inkomensklasse;Waarde;2007-2010;0.00097;67.9;57.7;62.4;39.7;64.8
194;Mannen;15 jaar;Hoogste inkomensklasse;Waarde;2011-2014;0.00163;68.7;57.7;63.2;38.9;64.9
195;Mannen;15 jaar;Hoogste inkomensklasse;Waarde;2014-2017;5e-05;68.7;58.4;64.5;37.5;65.5
196;Mannen;15 jaar;Hoogste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;0.4;0.7;0.3
197;Mannen;15 jaar;Hoogste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.6;0.3
198;Mannen;15 jaar;Hoogste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;0.4;0.6;0.3
199;Mannen;15 jaar;Hoogste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;0.4;0.5;0.3
200;Mannen;20 jaar;Laagste inkomensklasse;Waarde;2004-2007;0.00452;54.6;34.4;43.2;26.2;45.2
201;Mannen;20 jaar;Laagste inkomensklasse;Waarde;2007-2010;0.00481;55.1;35.8;44.2;26.5;45.3
202;Mannen;20 jaar;Laagste inkomensklasse;Waarde;2011-2014;0.00272;55.6;36.3;44.8;27.8;46.2
203;Mannen;20 jaar;Laagste inkomensklasse;Waarde;2014-2017;0.0002;55.6;34.6;37.0;23.3;44.6
204;Mannen;20 jaar;Laagste inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.7;0.6;0.7;0.6
205;Mannen;20 jaar;Laagste inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.6;0.7;0.8;0.7
206;Mannen;20 jaar;Laagste inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.6;0.7;0.8;0.7
207;Mannen;20 jaar;Laagste inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.7;0.7;0.7;0.6
208;Mannen;20 jaar;Laag midden inkomensklasse;Waarde;2004-2007;0.00234;58.1;42.2;48.4;29.1;51.6
209;Mannen;20 jaar;Laag midden inkomensklasse;Waarde;2007-2010;0.002;59.0;42.5;49.1;29.3;52.6
210;Mannen;20 jaar;Laag midden inkomensklasse;Waarde;2011-2014;0.00144;59.7;41.2;48.9;28.7;51.5
211;Mannen;20 jaar;Laag midden inkomensklasse;Waarde;2014-2017;0.00022;60.3;41.5;49.6;26.4;52.9
212;Mannen;20 jaar;Laag midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;0.5;0.7;0.5
213;Mannen;20 jaar;Laag midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.7;0.5
214;Mannen;20 jaar;Laag midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.5;0.5;0.7;0.5
215;Mannen;20 jaar;Laag midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.6;0.5;0.6;0.5
216;Mannen;20 jaar;Midden inkomensklasse;Waarde;2004-2007;0.00297;59.5;45.5;51.9;30.6;54.7
217;Mannen;20 jaar;Midden inkomensklasse;Waarde;2007-2010;0.00188;60.9;46.6;52.6;30.1;56.2
218;Mannen;20 jaar;Midden inkomensklasse;Waarde;2011-2014;0.00134;61.9;46.5;53.3;31.1;56.3
219;Mannen;20 jaar;Midden inkomensklasse;Waarde;2014-2017;0.00023;62.2;47.6;54.6;29.7;57.0
220;Mannen;20 jaar;Midden inkomensklasse;Standaardfout;2004-2007;0.0;0.0;0.5;0.4;0.6;0.4
221;Mannen;20 jaar;Midden inkomensklasse;Standaardfout;2007-2010;0.0;0.0;0.5;0.5;0.6;0.4
222;Mannen;20 jaar;Midden inkomensklasse;Standaardfout;2011-2014;0.0;0.0;0.4;0.4;0.6;0.4
223;Mannen;20 jaar;Midden inkomensklasse;Standaardfout;2014-2017;0.0;0.0;0.5;0.4;0.5;0.3
224;Mannen;20 jaar;Hoog midden inkomensklasse;Waarde;2004-2007;0.00237;60.5;48.4;53.5;31.5;56.9
225;Mannen;20 jaar;Hoog midden inkomensklasse;Waarde;2007-2010;0.00202;62.2;50.2;54.5;32.6;58.2
226;Mannen;20 jaar;Hoog midden inkomensklasse;Waarde;2011-2014;0.00105;62.6;50.3;55.3;33.0;58.6
