ID;Geslacht;Leeftijd;UrgentieOpname;Diagnose;Perioden;Opnamen_1;OpnamenPer10000Inwoners_2;Overledenen_3;OverledenenPer10000Inwoners_4;OverledenenPer100Opnamen_5
52;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3 RVP-ziekten;2019;220.0;0.1;0.0;0.0;0.9
53;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3 RVP-ziekten;2020;60.0;0.0;0.0;0.0;3.3
54;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3 RVP-ziekten;2021;25.0;0.0;0.0;0.0;0.0
55;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3 RVP-ziekten;2022;35.0;0.0;0.0;0.0;5.5
56;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.1 Difterie;2015;0.0;0.0;;;
57;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.1 Difterie;2016;0.0;0.0;;;
58;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.1 Difterie;2017;0.0;0.0;;;
59;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.1 Difterie;2018;5.0;0.0;0.0;0.0;33.2
60;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.1 Difterie;2019;0.0;0.0;;;
61;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.1 Difterie;2020;0.0;0.0;;;
62;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.1 Difterie;2021;0.0;0.0;;;
63;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.1 Difterie;2022;0.0;0.0;;;
64;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.2 Kinkhoest;2015;200.0;0.1;0.0;0.0;0.5
65;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.2 Kinkhoest;2016;220.0;0.1;0.0;0.0;0.9
66;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.2 Kinkhoest;2017;220.0;0.1;0.0;0.0;0.5
67;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.2 Kinkhoest;2018;180.0;0.1;0.0;0.0;0.6
68;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.2 Kinkhoest;2019;195.0;0.1;0.0;0.0;1.0
69;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.2 Kinkhoest;2020;50.0;0.0;0.0;0.0;4.1
70;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.2 Kinkhoest;2021;15.0;0.0;0.0;0.0;0.0
71;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.2 Kinkhoest;2022;20.0;0.0;0.0;0.0;0.0
72;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.3 Tetanus;2015;0.0;0.0;;;
73;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.3 Tetanus;2016;0.0;0.0;;;
74;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.3 Tetanus;2017;0.0;0.0;;;
75;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.3 Tetanus;2018;5.0;0.0;0.0;0.0;0.0
76;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.3 Tetanus;2019;0.0;0.0;;;
77;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.3 Tetanus;2020;0.0;0.0;;;
78;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.3 Tetanus;2021;0.0;0.0;;;
79;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.3 Tetanus;2022;0.0;0.0;;;
80;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2015;5.0;0.0;0.0;0.0;0.0
81;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2016;10.0;0.0;0.0;0.0;12.6
82;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2017;10.0;0.0;0.0;0.0;0.0
83;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2018;5.0;0.0;0.0;0.0;0.0
84;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2019;5.0;0.0;0.0;0.0;0.0
85;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2020;5.0;0.0;0.0;0.0;0.0
86;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2021;5.0;0.0;0.0;0.0;0.0
87;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2022;0.0;0.0;;;
88;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.5 Mazelen;2015;5.0;0.0;0.0;0.0;0.0
89;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.5 Mazelen;2016;0.0;0.0;;;
90;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.5 Mazelen;2017;5.0;0.0;0.0;0.0;0.0
91;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.5 Mazelen;2018;10.0;0.0;0.0;0.0;0.0
92;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.5 Mazelen;2019;10.0;0.0;0.0;0.0;0.0
93;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.5 Mazelen;2020;0.0;0.0;;;
94;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.5 Mazelen;2021;0.0;0.0;;;
95;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.5 Mazelen;2022;0.0;0.0;;;
96;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2015;0.0;0.0;;;
97;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2016;0.0;0.0;;;
98;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2017;0.0;0.0;;;
99;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2018;0.0;0.0;;;
100;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2019;0.0;0.0;;;
101;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2020;0.0;0.0;;;
102;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2021;0.0;0.0;;;
103;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2022;5.0;0.0;0.0;0.0;0.0
104;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.7 Rubella;2015;0.0;0.0;;;
105;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.7 Rubella;2016;0.0;0.0;;;
106;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.7 Rubella;2017;0.0;0.0;;;
107;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.7 Rubella;2018;0.0;0.0;;;
108;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.7 Rubella;2019;0.0;0.0;;;
109;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.7 Rubella;2020;0.0;0.0;;;
110;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.7 Rubella;2021;0.0;0.0;;;
111;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.7 Rubella;2022;0.0;0.0;;;
112;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.8 Bof;2015;15.0;0.0;0.0;0.0;0.0
113;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.8 Bof;2016;5.0;0.0;0.0;0.0;0.0
114;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.8 Bof;2017;10.0;0.0;0.0;0.0;8.3
115;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.8 Bof;2018;10.0;0.0;0.0;0.0;9.0
116;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.8 Bof;2019;10.0;0.0;0.0;0.0;0.0
117;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.8 Bof;2020;5.0;0.0;0.0;0.0;0.0
118;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.8 Bof;2021;0.0;0.0;;;
119;Totaal mannen en vrouwen;10000;Totaal opnamen;1.3.8 Bof;2022;5.0;0.0;0.0;0.0;0.0
120;Totaal mannen en vrouwen;10000;Totaal opnamen;1.4 Hersenvliesontsteking;2015;1355.0;0.8;60.0;0.0;4.6
121;Totaal mannen en vrouwen;10000;Totaal opnamen;1.4 Hersenvliesontsteking;2016;1695.0;1.0;70.0;0.0;4.0
122;Totaal mannen en vrouwen;10000;Totaal opnamen;1.4 Hersenvliesontsteking;2017;1835.0;1.1;100.0;0.1;5.5
123;Totaal mannen en vrouwen;10000;Totaal opnamen;1.4 Hersenvliesontsteking;2018;1890.0;1.1;70.0;0.0;3.6
124;Totaal mannen en vrouwen;10000;Totaal opnamen;1.4 Hersenvliesontsteking;2019;1470.0;0.8;75.0;0.0;5.2
125;Totaal mannen en vrouwen;10000;Totaal opnamen;1.4 Hersenvliesontsteking;2020;940.0;0.5;70.0;0.0;7.6
126;Totaal mannen en vrouwen;10000;Totaal opnamen;1.4 Hersenvliesontsteking;2021;985.0;0.6;50.0;0.0;5.3
127;Totaal mannen en vrouwen;10000;Totaal opnamen;1.4 Hersenvliesontsteking;2022;1420.0;0.8;65.0;0.0;4.6
128;Totaal mannen en vrouwen;10000;Totaal opnamen;1.5 Sepsis;2015;6865.0;4.0;1475.0;0.9;21.5
129;Totaal mannen en vrouwen;10000;Totaal opnamen;1.5 Sepsis;2016;6455.0;3.7;1310.0;0.8;20.3
130;Totaal mannen en vrouwen;10000;Totaal opnamen;1.5 Sepsis;2017;5660.0;3.2;1175.0;0.7;20.7
131;Totaal mannen en vrouwen;10000;Totaal opnamen;1.5 Sepsis;2018;5360.0;3.0;1140.0;0.6;21.3
132;Totaal mannen en vrouwen;10000;Totaal opnamen;1.5 Sepsis;2019;4980.0;2.8;1030.0;0.6;20.6
133;Totaal mannen en vrouwen;10000;Totaal opnamen;1.5 Sepsis;2020;3815.0;2.1;800.0;0.4;20.9
134;Totaal mannen en vrouwen;10000;Totaal opnamen;1.5 Sepsis;2021;3910.0;2.2;860.0;0.5;22.0
135;Totaal mannen en vrouwen;10000;Totaal opnamen;1.5 Sepsis;2022;3850.0;2.1;825.0;0.5;21.4
136;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6 Meningokokkenziekten;2015;25.0;0.0;0.0;0.0;0.0
137;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6 Meningokokkenziekten;2016;50.0;0.0;5.0;0.0;5.8
138;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6 Meningokokkenziekten;2017;85.0;0.0;5.0;0.0;4.7
139;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6 Meningokokkenziekten;2018;85.0;0.0;10.0;0.0;14.5
140;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6 Meningokokkenziekten;2019;60.0;0.0;5.0;0.0;5.1
141;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6 Meningokokkenziekten;2020;30.0;0.0;0.0;0.0;7.4
142;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6 Meningokokkenziekten;2021;5.0;0.0;0.0;0.0;16.7
143;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6 Meningokokkenziekten;2022;20.0;0.0;0.0;0.0;4.8
144;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.1 Meningokokkemie;2015;20.0;0.0;0.0;0.0;0.0
145;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.1 Meningokokkemie;2016;40.0;0.0;5.0;0.0;7.2
146;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.1 Meningokokkemie;2017;70.0;0.0;5.0;0.0;5.8
147;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.1 Meningokokkemie;2018;60.0;0.0;10.0;0.0;20.3
148;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.1 Meningokokkemie;2019;45.0;0.0;5.0;0.0;6.9
149;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.1 Meningokokkemie;2020;20.0;0.0;0.0;0.0;10.3
150;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.1 Meningokokkemie;2021;5.0;0.0;0.0;0.0;16.7
151;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.1 Meningokokkemie;2022;15.0;0.0;0.0;0.0;0.0
152;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.2 Overige meningokokkenziekten;2015;5.0;0.0;0.0;0.0;0.0
153;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.2 Overige meningokokkenziekten;2016;10.0;0.0;0.0;0.0;0.0
154;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.2 Overige meningokokkenziekten;2017;15.0;0.0;0.0;0.0;0.0
155;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.2 Overige meningokokkenziekten;2018;25.0;0.0;0.0;0.0;0.0
156;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.2 Overige meningokokkenziekten;2019;15.0;0.0;0.0;0.0;0.0
157;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.2 Overige meningokokkenziekten;2020;10.0;0.0;0.0;0.0;0.0
158;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.2 Overige meningokokkenziekten;2021;0.0;0.0;;;
159;Totaal mannen en vrouwen;10000;Totaal opnamen;1.6.2 Overige meningokokkenziekten;2022;5.0;0.0;0.0;0.0;20.1
160;Totaal mannen en vrouwen;10000;Totaal opnamen;1.7 Aids en hiv-infectie;2015;335.0;0.2;10.0;0.0;2.7
161;Totaal mannen en vrouwen;10000;Totaal opnamen;1.7 Aids en hiv-infectie;2016;260.0;0.1;10.0;0.0;3.9
162;Totaal mannen en vrouwen;10000;Totaal opnamen;1.7 Aids en hiv-infectie;2017;240.0;0.1;10.0;0.0;4.7
163;Totaal mannen en vrouwen;10000;Totaal opnamen;1.7 Aids en hiv-infectie;2018;200.0;0.1;5.0;0.0;2.5
164;Totaal mannen en vrouwen;10000;Totaal opnamen;1.7 Aids en hiv-infectie;2019;185.0;0.1;10.0;0.0;6.6
165;Totaal mannen en vrouwen;10000;Totaal opnamen;1.7 Aids en hiv-infectie;2020;155.0;0.1;5.0;0.0;3.3
166;Totaal mannen en vrouwen;10000;Totaal opnamen;1.7 Aids en hiv-infectie;2021;175.0;0.1;5.0;0.0;2.9
167;Totaal mannen en vrouwen;10000;Totaal opnamen;1.7 Aids en hiv-infectie;2022;160.0;0.1;5.0;0.0;1.9
168;Totaal mannen en vrouwen;10000;Totaal opnamen;1.8 SOA, uitgezonderd hiv en hepatitis;2015;355.0;0.2;5.0;0.0;1.1
169;Totaal mannen en vrouwen;10000;Totaal opnamen;1.8 SOA, uitgezonderd hiv en hepatitis;2016;340.0;0.2;0.0;0.0;0.0
170;Totaal mannen en vrouwen;10000;Totaal opnamen;1.8 SOA, uitgezonderd hiv en hepatitis;2017;350.0;0.2;0.0;0.0;0.0
171;Totaal mannen en vrouwen;10000;Totaal opnamen;1.8 SOA, uitgezonderd hiv en hepatitis;2018;315.0;0.2;0.0;0.0;0.6
172;Totaal mannen en vrouwen;10000;Totaal opnamen;1.8 SOA, uitgezonderd hiv en hepatitis;2019;305.0;0.2;0.0;0.0;0.0
173;Totaal mannen en vrouwen;10000;Totaal opnamen;1.8 SOA, uitgezonderd hiv en hepatitis;2020;300.0;0.2;0.0;0.0;0.0
174;Totaal mannen en vrouwen;10000;Totaal opnamen;1.8 SOA, uitgezonderd hiv en hepatitis;2021;245.0;0.1;0.0;0.0;0.0
175;Totaal mannen en vrouwen;10000;Totaal opnamen;1.8 SOA, uitgezonderd hiv en hepatitis;2022;350.0;0.2;0.0;0.0;0.3
176;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9 Hepatitis A-G (viraal);2015;195.0;0.1;5.0;0.0;2.1
177;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9 Hepatitis A-G (viraal);2016;150.0;0.1;5.0;0.0;2.0
178;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9 Hepatitis A-G (viraal);2017;190.0;0.1;0.0;0.0;0.5
179;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9 Hepatitis A-G (viraal);2018;140.0;0.1;0.0;0.0;0.7
180;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9 Hepatitis A-G (viraal);2019;95.0;0.1;0.0;0.0;2.1
181;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9 Hepatitis A-G (viraal);2020;70.0;0.0;5.0;0.0;4.2
182;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9 Hepatitis A-G (viraal);2021;95.0;0.1;5.0;0.0;5.2
183;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9 Hepatitis A-G (viraal);2022;80.0;0.0;5.0;0.0;6.4
184;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.1 Hepatitis A;2015;20.0;0.0;0.0;0.0;0.0
185;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.1 Hepatitis A;2016;20.0;0.0;0.0;0.0;0.0
186;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.1 Hepatitis A;2017;90.0;0.1;0.0;0.0;0.0
187;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.1 Hepatitis A;2018;50.0;0.0;0.0;0.0;2.0
188;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.1 Hepatitis A;2019;35.0;0.0;0.0;0.0;0.0
189;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.1 Hepatitis A;2020;10.0;0.0;0.0;0.0;0.0
190;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.1 Hepatitis A;2021;25.0;0.0;0.0;0.0;0.0
191;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.1 Hepatitis A;2022;20.0;0.0;0.0;0.0;0.0
192;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.2 Hepatitis B;2015;40.0;0.0;0.0;0.0;0.0
193;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.2 Hepatitis B;2016;55.0;0.0;0.0;0.0;1.8
194;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.2 Hepatitis B;2017;45.0;0.0;0.0;0.0;0.0
195;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.2 Hepatitis B;2018;40.0;0.0;0.0;0.0;0.0
196;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.2 Hepatitis B;2019;25.0;0.0;0.0;0.0;3.7
197;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.2 Hepatitis B;2020;35.0;0.0;5.0;0.0;8.6
198;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.2 Hepatitis B;2021;45.0;0.0;5.0;0.0;8.9
199;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.2 Hepatitis B;2022;30.0;0.0;5.0;0.0;10.0
200;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.3 Hepatitis C-G;2015;135.0;0.1;5.0;0.0;3.0
201;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.3 Hepatitis C-G;2016;70.0;0.0;0.0;0.0;2.9
202;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.3 Hepatitis C-G;2017;60.0;0.0;0.0;0.0;1.6
203;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.3 Hepatitis C-G;2018;50.0;0.0;0.0;0.0;0.0
204;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.3 Hepatitis C-G;2019;35.0;0.0;0.0;0.0;3.0
205;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.3 Hepatitis C-G;2020;25.0;0.0;0.0;0.0;0.0
206;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.3 Hepatitis C-G;2021;25.0;0.0;0.0;0.0;3.7
207;Totaal mannen en vrouwen;10000;Totaal opnamen;1.9.3 Hepatitis C-G;2022;25.0;0.0;0.0;0.0;7.7
