ID;Geslacht;Onderwijsniveau;Perioden;Personen25JaarEnOuderMetPartner_1
76;Totaal mannen en vrouwen;Vmbo/mbo1 - partner basisonderwijs;2017;129
77;Totaal mannen en vrouwen;Vmbo/mbo1 - partner basisonderwijs;2018;122
78;Totaal mannen en vrouwen;Vmbo/mbo1 - partner basisonderwijs;2019;121
79;Totaal mannen en vrouwen;Vmbo/mbo1 - partner basisonderwijs;2020;113
80;Totaal mannen en vrouwen;Vmbo/mbo1 - partner basisonderwijs;2021;102
81;Totaal mannen en vrouwen;Vmbo/mbo1 - partner basisonderwijs;2022;104
82;Totaal mannen en vrouwen;Vmbo/mbo1 - partner basisonderwijs;2023;103
83;Totaal mannen en vrouwen;Vmbo/mbo1 - partner basisonderwijs;2024;103
84;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2013;429
85;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2014;452
86;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2015;449
87;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2016;416
88;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2017;429
89;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2018;423
90;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2019;418
91;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2020;399
92;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2021;379
93;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2022;356
94;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2023;336
95;Totaal mannen en vrouwen;Beiden vmbo/mbo1;2024;316
96;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2013;563
97;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2014;559
98;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2015;553
99;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2016;535
100;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2017;510
101;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2018;474
102;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2019;466
103;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2020;460
104;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2021;408
105;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2022;409
106;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2023;386
107;Totaal mannen en vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2024;383
108;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2013;138
109;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2014;146
110;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2015;146
111;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2016;145
112;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2017;137
113;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2018;154
114;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2019;146
115;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2020;135
116;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2021;145
117;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2022;135
118;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2023;124
119;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2024;122
120;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2013;38
121;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2014;35
122;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2015;37
123;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2016;43
124;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2017;40
125;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2018;41
126;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2019;37
127;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2020;38
128;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2021;51
129;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2022;54
130;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2023;50
131;Totaal mannen en vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2024;46
132;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2013;194
133;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2014;180
134;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2015;175
135;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2016;166
136;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2017;154
137;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2018;159
138;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2019;138
139;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2020;127
140;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2021;110
141;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2022;100
142;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2023;101
143;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2024;95
144;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2013;563
145;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2014;559
146;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2015;553
147;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2016;535
148;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2017;510
149;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2018;474
150;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2019;466
151;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2020;460
152;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2021;404
153;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2022;410
154;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2023;389
155;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2024;385
156;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2013;1490
157;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2014;1463
158;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2015;1426
159;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2016;1439
160;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2017;1410
161;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2018;1356
162;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2019;1340
163;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2020;1356
164;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2021;1126
165;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2022;1059
166;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2023;1073
167;Totaal mannen en vrouwen;Beiden havo/vwo/mbo2-4;2024;1033
168;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2013;530
169;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2014;534
170;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2015;555
171;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2016;553
172;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2017;575
173;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2018;583
174;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2019;573
175;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2020;591
176;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2021;533
177;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2022;523
178;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2023;518
179;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2024;528
180;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2013;205
181;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2014;192
182;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2015;194
183;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2016;193
184;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2017;200
185;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2018;203
186;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2019;214
187;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2020;217
188;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2021;237
189;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2022;228
190;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2023;237
191;Totaal mannen en vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2024;231
192;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2013;42
193;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2014;37
194;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2015;34
195;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2016;32
196;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2017;38
197;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2018;34
198;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2019;34
199;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2020;29
200;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2021;35
201;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2022;34
202;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2023;38
203;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2024;37
204;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2013;138
205;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2014;146
206;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2015;146
207;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2016;145
208;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2017;137
209;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2018;154
210;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2019;146
211;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2020;135
212;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2021;145
213;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2022;133
214;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2023;121
215;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2024;125
216;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2013;530
217;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2014;534
218;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2015;555
219;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2016;553
220;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2017;575
221;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2018;583
222;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2019;573
223;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2020;591
224;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2021;531
225;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2022;522
226;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2023;515
227;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2024;527
228;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2013;548
229;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2014;581
230;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2015;611
231;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2016;643
232;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2017;628
233;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2018;658
234;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2019;700
235;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2020;725
236;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2021;671
237;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2022;662
238;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2023;672
239;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2024;650
240;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2013;267
241;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2014;277
242;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2015;285
243;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2016;288
244;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2017;308
245;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2018;330
246;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2019;332
247;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2020;350
248;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2021;384
249;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2022;377
250;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2023;380
251;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2024;419
252;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2013;13
253;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2014;11
254;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2015;13
255;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2016;9
256;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2017;11
257;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2018;9
258;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2019;11
259;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2020;13
260;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2021;16
261;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2022;18
262;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2023;18
263;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2024;22
264;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2013;38
265;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2014;35
266;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2015;37
267;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2016;43
268;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2017;40
269;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2018;41
270;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2019;37
271;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2020;38
272;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2021;50
273;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2022;54
274;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2023;50
275;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2024;46
276;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2013;205
277;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2014;192
278;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2015;194
279;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2016;193
280;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2017;200
281;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2018;203
282;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2019;214
283;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2020;217
284;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2021;234
285;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2022;227
286;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2023;235
287;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2024;229
288;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2013;267
289;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2014;277
290;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2015;285
291;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2016;288
292;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2017;308
293;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2018;330
294;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2019;332
295;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2020;350
296;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2021;383
297;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2022;374
298;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2023;378
299;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2024;415
300;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2013;394
301;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2014;436
302;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2015;458
303;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2016;460
304;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2017;490
305;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2018;516
306;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2019;544
307;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2020;579
308;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2021;639
309;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2022;675
310;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2023;673
311;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2024;710
312;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2013;2141
313;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2014;2130
314;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2015;2141
315;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2016;2104
316;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2017;2100
317;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2018;2108
318;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2019;2071
319;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2020;2073
320;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2021;2024
