ID;RegioS;Inkomensbron;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2
34;Friesland (PV);Pensioen;69.0;21.7
35;Drenthe (PV);Totaal particulier huishouden;196.7;28.0
36;Drenthe (PV);Loon;102.1;32.3
37;Drenthe (PV);Winst;20.6;29.9
38;Drenthe (PV);Werkloosheid,bijstand,arbeidsongeschikt;16.9;18.0
39;Drenthe (PV);Pensioen;54.6;22.6
40;Overijssel (PV);Totaal particulier huishouden;432.7;28.2
41;Overijssel (PV);Loon;241.4;32.0
42;Overijssel (PV);Winst;40.9;32.2
43;Overijssel (PV);Werkloosheid,bijstand,arbeidsongeschikt;37.0;17.5
44;Overijssel (PV);Pensioen;107.9;22.0
45;Flevoland (PV);Totaal particulier huishouden;138.1;28.8
46;Flevoland (PV);Loon;86.9;32.3
47;Flevoland (PV);Winst;13.9;29.3
48;Flevoland (PV);Werkloosheid,bijstand,arbeidsongeschikt;12.2;17.1
49;Flevoland (PV);Pensioen;23.8;22.4
50;Gelderland (PV);Totaal particulier huishouden;779.2;29.4
51;Gelderland (PV);Loon;435.6;33.2
52;Gelderland (PV);Winst;78.9;32.9
53;Gelderland (PV);Werkloosheid,bijstand,arbeidsongeschikt;61.7;17.5
54;Gelderland (PV);Pensioen;192.8;23.2
55;Utrecht (PV);Totaal particulier huishouden;472.8;31.5
56;Utrecht (PV);Loon;280.4;35.2
57;Utrecht (PV);Winst;45.9;35.6
58;Utrecht (PV);Werkloosheid,bijstand,arbeidsongeschikt;35.6;17.3
59;Utrecht (PV);Pensioen;104.8;24.8
60;Noord-Holland (PV);Totaal particulier huishouden;1135.2;29.1
61;Noord-Holland (PV);Loon;626.9;33.3
62;Noord-Holland (PV);Winst;118.1;31.3
63;Noord-Holland (PV);Werkloosheid,bijstand,arbeidsongeschikt;116.1;16.2
64;Noord-Holland (PV);Pensioen;257.9;23.4
65;Zuid-Holland (PV);Totaal particulier huishouden;1459.1;29.1
66;Zuid-Holland (PV);Loon;822.8;33.3
67;Zuid-Holland (PV);Winst;123.7;33.5
68;Zuid-Holland (PV);Werkloosheid,bijstand,arbeidsongeschikt;142.1;16.0
69;Zuid-Holland (PV);Pensioen;353.3;22.9
70;Zeeland (PV);Totaal particulier huishouden;158.0;28.5
71;Zeeland (PV);Loon;82.6;32.2
72;Zeeland (PV);Winst;17.0;34.2
73;Zeeland (PV);Werkloosheid,bijstand,arbeidsongeschikt;10.7;17.0
74;Zeeland (PV);Pensioen;45.3;22.4
75;Noord-Brabant (PV);Totaal particulier huishouden;966.7;29.9
76;Noord-Brabant (PV);Loon;546.4;34.0
77;Noord-Brabant (PV);Winst;94.4;32.7
78;Noord-Brabant (PV);Werkloosheid,bijstand,arbeidsongeschikt;80.6;17.8
79;Noord-Brabant (PV);Pensioen;234.1;23.1
80;Limburg (PV);Totaal particulier huishouden;473.0;28.1
81;Limburg (PV);Loon;251.0;32.8
82;Limburg (PV);Winst;39.5;31.1
83;Limburg (PV);Werkloosheid,bijstand,arbeidsongeschikt;50.5;17.4
84;Limburg (PV);Pensioen;125.9;22.3
85;Oost-Groningen (CR);Totaal particulier huishouden;65.2;25.3
86;Oost-Groningen (CR);Loon;32.4;30.2
87;Oost-Groningen (CR);Winst;5.5;27.3
88;Oost-Groningen (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.6;17.4
89;Oost-Groningen (CR);Pensioen;18.7;19.7
90;Delfzijl en omgeving (CR);Totaal particulier huishouden;22.0;26.1
91;Delfzijl en omgeving (CR);Loon;10.8;30.5
92;Delfzijl en omgeving (CR);Winst;2.0;29.4
93;Delfzijl en omgeving (CR);Werkloosheid,bijstand,arbeidsongeschikt;2.4;16.5
94;Delfzijl en omgeving (CR);Pensioen;6.6;21.6
95;Overig Groningen (CR);Totaal particulier huishouden;153.0;26.1
96;Overig Groningen (CR);Loon;83.8;29.7
97;Overig Groningen (CR);Winst;14.7;29.2
98;Overig Groningen (CR);Werkloosheid,bijstand,arbeidsongeschikt;16.7;15.1
99;Overig Groningen (CR);Pensioen;35.1;21.7
100;Noord-Friesland (CR);Totaal particulier huishouden;135.4;26.3
101;Noord-Friesland (CR);Loon;70.9;29.9
102;Noord-Friesland (CR);Winst;15.1;30.0
103;Noord-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;13.3;16.2
104;Noord-Friesland (CR);Pensioen;34.2;21.5
105;Zuidwest-Friesland (CR);Totaal particulier huishouden;42.8;27.1
106;Zuidwest-Friesland (CR);Loon;21.4;30.4
107;Zuidwest-Friesland (CR);Winst;6.2;29.5
108;Zuidwest-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;3.2;16.9
109;Zuidwest-Friesland (CR);Pensioen;11.4;21.9
110;Zuidoost-Friesland (CR);Totaal particulier huishouden;84.8;27.2
111;Zuidoost-Friesland (CR);Loon;43.6;30.9
112;Zuidoost-Friesland (CR);Winst;9.5;31.2
113;Zuidoost-Friesland (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.0;17.2
114;Zuidoost-Friesland (CR);Pensioen;23.4;22.0
115;Noord-Drenthe (CR);Totaal particulier huishouden;75.2;29.0
116;Noord-Drenthe (CR);Loon;40.2;33.2
117;Noord-Drenthe (CR);Winst;7.6;30.8
118;Noord-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.6;17.4
119;Noord-Drenthe (CR);Pensioen;20.6;23.7
120;Zuidoost-Drenthe (CR);Totaal particulier huishouden;70.0;26.6
121;Zuidoost-Drenthe (CR);Loon;35.6;31.1
122;Zuidoost-Drenthe (CR);Winst;7.3;27.5
123;Zuidoost-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.0;17.9
124;Zuidoost-Drenthe (CR);Pensioen;19.6;21.3
125;Zuidwest-Drenthe (CR);Totaal particulier huishouden;51.5;28.5
126;Zuidwest-Drenthe (CR);Loon;26.3;32.3
127;Zuidwest-Drenthe (CR);Winst;5.7;31.8
128;Zuidwest-Drenthe (CR);Werkloosheid,bijstand,arbeidsongeschikt;4.3;18.8
129;Zuidwest-Drenthe (CR);Pensioen;14.4;22.7
130;Noord-Overijssel (CR);Totaal particulier huishouden;132.0;28.7
131;Noord-Overijssel (CR);Loon;74.9;32.2
132;Noord-Overijssel (CR);Winst;13.9;32.3
133;Noord-Overijssel (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.8;17.5
134;Noord-Overijssel (CR);Pensioen;31.9;22.1
135;Zuidwest-Overijssel (CR);Totaal particulier huishouden;59.4;28.0
136;Zuidwest-Overijssel (CR);Loon;34.4;31.4
137;Zuidwest-Overijssel (CR);Winst;5.1;31.4
138;Zuidwest-Overijssel (CR);Werkloosheid,bijstand,arbeidsongeschikt;4.8;17.2
139;Zuidwest-Overijssel (CR);Pensioen;14.3;22.4
140;Twente (CR);Totaal particulier huishouden;241.3;28.0
141;Twente (CR);Loon;132.0;32.0
142;Twente (CR);Winst;21.9;32.2
143;Twente (CR);Werkloosheid,bijstand,arbeidsongeschikt;22.5;17.5
144;Twente (CR);Pensioen;61.8;21.9
145;Veluwe (CR);Totaal particulier huishouden;245.6;30.3
146;Veluwe (CR);Loon;138.1;33.9
147;Veluwe (CR);Winst;24.7;34.4
148;Veluwe (CR);Werkloosheid,bijstand,arbeidsongeschikt;16.3;18.1
149;Veluwe (CR);Pensioen;63.2;24.1
150;Achterhoek (CR);Totaal particulier huishouden;152.8;28.9
151;Achterhoek (CR);Loon;82.3;32.8
152;Achterhoek (CR);Winst;17.2;32.7
153;Achterhoek (CR);Werkloosheid,bijstand,arbeidsongeschikt;10.8;18.0
154;Achterhoek (CR);Pensioen;40.7;22.5
155;Arnhem/Nijmegen (CR);Totaal particulier huishouden;293.6;28.3
156;Arnhem/Nijmegen (CR);Loon;165.3;32.2
157;Arnhem/Nijmegen (CR);Winst;25.7;31.4
158;Arnhem/Nijmegen (CR);Werkloosheid,bijstand,arbeidsongeschikt;29.3;16.7
159;Arnhem/Nijmegen (CR);Pensioen;69.6;23.1
160;Zuidwest-Gelderland (CR);Totaal particulier huishouden;87.1;30.9
161;Zuidwest-Gelderland (CR);Loon;50.0;35.2
162;Zuidwest-Gelderland (CR);Winst;11.3;33.6
163;Zuidwest-Gelderland (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.2;18.9
164;Zuidwest-Gelderland (CR);Pensioen;19.4;21.6
165;Utrecht (CR);Totaal particulier huishouden;472.8;31.5
166;Utrecht (CR);Loon;280.4;35.2
167;Utrecht (CR);Winst;45.9;35.6
168;Utrecht (CR);Werkloosheid,bijstand,arbeidsongeschikt;35.6;17.3
169;Utrecht (CR);Pensioen;104.8;24.8
170;Kop van Noord-Holland (CR);Totaal particulier huishouden;147.2;28.8
171;Kop van Noord-Holland (CR);Loon;81.0;32.8
172;Kop van Noord-Holland (CR);Winst;18.2;30.7
173;Kop van Noord-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;11.5;17.7
174;Kop van Noord-Holland (CR);Pensioen;34.8;22.1
175;Alkmaar en omgeving (CR);Totaal particulier huishouden;93.0;30.1
176;Alkmaar en omgeving (CR);Loon;52.6;33.7
177;Alkmaar en omgeving (CR);Winst;9.2;32.8
178;Alkmaar en omgeving (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.6;17.7
179;Alkmaar en omgeving (CR);Pensioen;22.0;24.3
180;IJmond (CR);Totaal particulier huishouden;78.2;30.5
181;IJmond (CR);Loon;43.0;34.7
182;IJmond (CR);Winst;6.6;34.3
183;IJmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.8;17.9
184;IJmond (CR);Pensioen;21.9;24.7
185;Agglomeratie Haarlem (CR);Totaal particulier huishouden;96.9;30.8
186;Agglomeratie Haarlem (CR);Loon;51.8;35.0
187;Agglomeratie Haarlem (CR);Winst;9.4;35.1
188;Agglomeratie Haarlem (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.2;17.0
189;Agglomeratie Haarlem (CR);Pensioen;26.0;24.9
190;Zaanstreek (CR);Totaal particulier huishouden;65.7;29.1
191;Zaanstreek (CR);Loon;37.5;33.3
192;Zaanstreek (CR);Winst;5.2;32.7
193;Zaanstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.2;18.1
194;Zaanstreek (CR);Pensioen;16.0;22.3
195;Groot-Amsterdam (CR);Totaal particulier huishouden;549.7;27.6
196;Groot-Amsterdam (CR);Loon;306.4;32.1
197;Groot-Amsterdam (CR);Winst;57.6;29.0
198;Groot-Amsterdam (CR);Werkloosheid,bijstand,arbeidsongeschikt;69.6;15.3
199;Groot-Amsterdam (CR);Pensioen;108.8;22.3
200;Het Gooi en Vechtstreek (CR);Totaal particulier huishouden;104.5;33.4
201;Het Gooi en Vechtstreek (CR);Loon;54.8;38.1
202;Het Gooi en Vechtstreek (CR);Winst;11.9;37.1
203;Het Gooi en Vechtstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.2;17.5
204;Het Gooi en Vechtstreek (CR);Pensioen;28.4;26.5
205;Agglomeratie Leiden en Bollenstreek (CR);Totaal particulier huishouden;155.4;31.7
206;Agglomeratie Leiden en Bollenstreek (CR);Loon;92.3;35.4
207;Agglomeratie Leiden en Bollenstreek (CR);Winst;14.9;36.5
208;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.6;16.9
209;Agglomeratie Leiden en Bollenstreek (CR);Pensioen;36.6;24.5
210;Agglomeratie 's-Gravenhage (CR);Totaal particulier huishouden;343.4;28.6
211;Agglomeratie 's-Gravenhage (CR);Loon;190.6;32.7
212;Agglomeratie 's-Gravenhage (CR);Winst;27.4;31.0
213;Agglomeratie 's-Gravenhage (CR);Werkloosheid,bijstand,arbeidsongeschikt;37.7;15.6
214;Agglomeratie 's-Gravenhage (CR);Pensioen;83.5;24.3
215;Delft en Westland (CR);Totaal particulier huishouden;82.8;30.3
216;Delft en Westland (CR);Loon;47.3;33.7
217;Delft en Westland (CR);Winst;9.4;35.6
218;Delft en Westland (CR);Werkloosheid,bijstand,arbeidsongeschikt;5.9;17.7
219;Delft en Westland (CR);Pensioen;19.4;23.0
220;Oost-Zuid-Holland (CR);Totaal particulier huishouden;125.6;32.2
221;Oost-Zuid-Holland (CR);Loon;75.0;35.7
222;Oost-Zuid-Holland (CR);Winst;13.8;36.7
223;Oost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;6.9;18.2
224;Oost-Zuid-Holland (CR);Pensioen;28.4;23.7
225;Groot-Rijnmond (CR);Totaal particulier huishouden;590.1;27.7
226;Groot-Rijnmond (CR);Loon;324.9;32.4
227;Groot-Rijnmond (CR);Winst;44.5;32.1
228;Groot-Rijnmond (CR);Werkloosheid,bijstand,arbeidsongeschikt;69.5;15.6
229;Groot-Rijnmond (CR);Pensioen;144.2;21.7
230;Zuidoost-Zuid-Holland (CR);Totaal particulier huishouden;161.6;29.5
231;Zuidoost-Zuid-Holland (CR);Loon;92.6;33.6
232;Zuidoost-Zuid-Holland (CR);Winst;13.7;34.7
233;Zuidoost-Zuid-Holland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.4;16.5
234;Zuidoost-Zuid-Holland (CR);Pensioen;41.2;22.4
235;Zeeuwsch-Vlaanderen (CR);Totaal particulier huishouden;46.2;28.5
236;Zeeuwsch-Vlaanderen (CR);Loon;23.7;33.2
237;Zeeuwsch-Vlaanderen (CR);Winst;5.0;33.7
238;Zeeuwsch-Vlaanderen (CR);Werkloosheid,bijstand,arbeidsongeschikt;3.3;17.0
239;Zeeuwsch-Vlaanderen (CR);Pensioen;13.7;21.3
240;Overig Zeeland (CR);Totaal particulier huishouden;111.8;28.5
241;Overig Zeeland (CR);Loon;58.9;31.8
242;Overig Zeeland (CR);Winst;12.0;34.4
243;Overig Zeeland (CR);Werkloosheid,bijstand,arbeidsongeschikt;7.4;17.0
244;Overig Zeeland (CR);Pensioen;31.6;22.8
245;West-Noord-Brabant (CR);Totaal particulier huishouden;247.6;29.8
246;West-Noord-Brabant (CR);Loon;139.8;34.1
247;West-Noord-Brabant (CR);Winst;22.5;33.5
248;West-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;20.5;17.8
249;West-Noord-Brabant (CR);Pensioen;62.2;22.7
250;Midden-Noord-Brabant (CR);Totaal particulier huishouden;178.5;29.4
251;Midden-Noord-Brabant (CR);Loon;102.8;33.5
252;Midden-Noord-Brabant (CR);Winst;16.8;32.4
253;Midden-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;14.5;17.5
254;Midden-Noord-Brabant (CR);Pensioen;42.2;22.1
255;Noordoost-Noord-Brabant (CR);Totaal particulier huishouden;245.5;30.5
256;Noordoost-Noord-Brabant (CR);Loon;139.2;34.7
257;Noordoost-Noord-Brabant (CR);Winst;26.8;32.8
258;Noordoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;19.5;18.8
259;Noordoost-Noord-Brabant (CR);Pensioen;56.8;23.2
260;Zuidoost-Noord-Brabant (CR);Totaal particulier huishouden;295.1;29.6
261;Zuidoost-Noord-Brabant (CR);Loon;164.6;33.7
262;Zuidoost-Noord-Brabant (CR);Winst;28.3;32.0
263;Zuidoost-Noord-Brabant (CR);Werkloosheid,bijstand,arbeidsongeschikt;26.1;17.4
264;Zuidoost-Noord-Brabant (CR);Pensioen;72.7;23.9
265;Noord-Limburg (CR);Totaal particulier huishouden;110.3;29.1
266;Noord-Limburg (CR);Loon;62.5;33.2
267;Noord-Limburg (CR);Winst;10.8;31.7
268;Noord-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;9.2;18.3
269;Noord-Limburg (CR);Pensioen;26.4;22.1
270;Midden-Limburg (CR);Totaal particulier huishouden;94.8;29.2
271;Midden-Limburg (CR);Loon;51.9;33.6
272;Midden-Limburg (CR);Winst;9.0;31.6
273;Midden-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;8.7;18.5
274;Midden-Limburg (CR);Pensioen;24.2;22.4
275;Zuid-Limburg (CR);Totaal particulier huishouden;267.9;27.4
276;Zuid-Limburg (CR);Loon;136.6;32.4
277;Zuid-Limburg (CR);Winst;19.7;30.5
278;Zuid-Limburg (CR);Werkloosheid,bijstand,arbeidsongeschikt;32.7;16.8
279;Zuid-Limburg (CR);Pensioen;75.3;22.4
280;Flevoland (CR);Totaal particulier huishouden;138.1;28.8
281;Flevoland (CR);Loon;86.9;32.3
282;Flevoland (CR);Winst;13.9;29.3
283;Flevoland (CR);Werkloosheid,bijstand,arbeidsongeschikt;12.2;17.1
284;Flevoland (CR);Pensioen;23.8;22.4
285;Groningen (GA);Totaal particulier huishouden;86.0;25.4
286;Groningen (GA);Loon;48.0;28.7
287;Groningen (GA);Winst;6.7;29.6
288;Groningen (GA);Werkloosheid,bijstand,arbeidsongeschikt;11.1;14.2
289;Groningen (GA);Pensioen;18.6;22.3
290;Leeuwarden (GA);Totaal particulier huishouden;40.5;24.8
291;Leeuwarden (GA);Loon;21.5;28.1
292;Leeuwarden (GA);Winst;2.8;29.1
293;Leeuwarden (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.5;14.6
294;Leeuwarden (GA);Pensioen;10.1;22.7
295;Zwolle (GA);Totaal particulier huishouden;46.7;28.3
296;Zwolle (GA);Loon;28.4;31.4
297;Zwolle (GA);Winst;2.9;34.9
298;Zwolle (GA);Werkloosheid,bijstand,arbeidsongeschikt;4.5;15.9
299;Zwolle (GA);Pensioen;10.3;23.6
300;Enschede (GA);Totaal particulier huishouden;63.0;25.1
301;Enschede (GA);Loon;33.6;28.9
302;Enschede (GA);Winst;4.3;29.2
303;Enschede (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.6;16.3
304;Enschede (GA);Pensioen;15.5;21.0
305;Apeldoorn (GA);Totaal particulier huishouden;64.5;29.3
306;Apeldoorn (GA);Loon;36.7;33.2
307;Apeldoorn (GA);Winst;4.7;33.2
308;Apeldoorn (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.1;17.3
309;Apeldoorn (GA);Pensioen;17.1;23.7
310;Arnhem (GA);Totaal particulier huishouden;64.2;25.8
311;Arnhem (GA);Loon;35.4;29.4
312;Arnhem (GA);Winst;4.9;29.1
313;Arnhem (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.3;15.4
314;Arnhem (GA);Pensioen;13.7;22.9
315;Nijmegen (GA);Totaal particulier huishouden;68.8;25.9
316;Nijmegen (GA);Loon;38.1;29.3
317;Nijmegen (GA);Winst;5.7;30.3
318;Nijmegen (GA);Werkloosheid,bijstand,arbeidsongeschikt;8.9;15.6
319;Nijmegen (GA);Pensioen;15.1;22.0
320;Amersfoort (GA);Totaal particulier huishouden;66.6;31.3
321;Amersfoort (GA);Loon;40.6;35.0
322;Amersfoort (GA);Winst;5.7;34.9
323;Amersfoort (GA);Werkloosheid,bijstand,arbeidsongeschikt;5.3;17.2
324;Amersfoort (GA);Pensioen;14.2;24.6
325;Utrecht (GA);Totaal particulier huishouden;172.5;29.2
326;Utrecht (GA);Loon;107.1;32.8
327;Utrecht (GA);Winst;14.1;32.3
328;Utrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;17.2;16.3
329;Utrecht (GA);Pensioen;32.3;23.0
330;Amsterdam (GA);Totaal particulier huishouden;481.6;26.5
331;Amsterdam (GA);Loon;264.1;30.9
332;Amsterdam (GA);Winst;48.0;27.5
333;Amsterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;68.1;15.2
334;Amsterdam (GA);Pensioen;94.8;21.8
335;Haarlem (GA);Totaal particulier huishouden;84.8;30.7
336;Haarlem (GA);Loon;45.7;34.8
337;Haarlem (GA);Winst;8.0;35.7
338;Haarlem (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.4;16.9
339;Haarlem (GA);Pensioen;22.4;24.8
340;Leiden (GA);Totaal particulier huishouden;103.8;31.2
341;Leiden (GA);Loon;62.4;34.7
342;Leiden (GA);Winst;8.9;36.1
343;Leiden (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.5;16.5
344;Leiden (GA);Pensioen;23.7;24.7
345;'s-Gravenhage (GA);Totaal particulier huishouden;283.1;27.7
346;'s-Gravenhage (GA);Loon;152.3;31.8
347;'s-Gravenhage (GA);Winst;22.9;29.9
348;'s-Gravenhage (GA);Werkloosheid,bijstand,arbeidsongeschikt;33.6;15.2
349;'s-Gravenhage (GA);Pensioen;70.6;24.2
350;Rotterdam (GA);Totaal particulier huishouden;448.2;26.2
351;Rotterdam (GA);Loon;241.5;30.9
352;Rotterdam (GA);Winst;29.9;30.3
353;Rotterdam (GA);Werkloosheid,bijstand,arbeidsongeschikt;62.8;15.3
354;Rotterdam (GA);Pensioen;108.7;21.1
355;Dordrecht (GA);Totaal particulier huishouden;102.8;28.7
356;Dordrecht (GA);Loon;58.4;32.8
357;Dordrecht (GA);Winst;7.6;34.2
358;Dordrecht (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.2;15.9
359;Dordrecht (GA);Pensioen;26.6;22.6
360;Breda (GA);Totaal particulier huishouden;70.6;29.2
361;Breda (GA);Loon;39.8;33.1
362;Breda (GA);Winst;5.7;33.5
363;Breda (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.5;16.6
364;Breda (GA);Pensioen;17.8;23.5
365;Tilburg (GA);Totaal particulier huishouden;90.5;27.8
366;Tilburg (GA);Loon;53.0;31.7
367;Tilburg (GA);Winst;6.7;31.1
368;Tilburg (GA);Werkloosheid,bijstand,arbeidsongeschikt;9.1;16.7
369;Tilburg (GA);Pensioen;20.5;21.8
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;67.5;29.7
371;'s-Hertogenbosch (GA);Loon;38.3;34.0
372;'s-Hertogenbosch (GA);Winst;6.2;31.5
373;'s-Hertogenbosch (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.3;17.0
374;'s-Hertogenbosch (GA);Pensioen;15.7;23.8
375;Eindhoven (GA);Totaal particulier huishouden;137.8;28.6
376;Eindhoven (GA);Loon;75.9;32.4
377;Eindhoven (GA);Winst;10.7;30.3
378;Eindhoven (GA);Werkloosheid,bijstand,arbeidsongeschikt;13.9;16.5
379;Eindhoven (GA);Pensioen;35.6;24.7
380;Geleen/Sittard (GA);Totaal particulier huishouden;59.9;28.3
381;Geleen/Sittard (GA);Loon;31.3;33.3
382;Geleen/Sittard (GA);Winst;4.1;31.7
383;Geleen/Sittard (GA);Werkloosheid,bijstand,arbeidsongeschikt;7.1;17.8
384;Geleen/Sittard (GA);Pensioen;16.6;23.0
385;Heerlen (GA);Totaal particulier huishouden;94.9;25.4
386;Heerlen (GA);Loon;47.4;30.3
387;Heerlen (GA);Winst;5.5;27.2
388;Heerlen (GA);Werkloosheid,bijstand,arbeidsongeschikt;13.7;16.0
389;Heerlen (GA);Pensioen;27.2;21.5
390;Maastricht (GA);Totaal particulier huishouden;52.1;26.5
391;Maastricht (GA);Loon;26.4;31.1
392;Maastricht (GA);Winst;3.8;29.7
393;Maastricht (GA);Werkloosheid,bijstand,arbeidsongeschikt;6.8;16.2
394;Maastricht (GA);Pensioen;14.3;22.3
395;Groningen (SG);Totaal particulier huishouden;142.9;27.0
396;Groningen (SG);Loon;78.8;30.5
397;Groningen (SG);Winst;13.6;30.4
398;Groningen (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.6;15.1
399;Groningen (SG);Pensioen;33.5;22.8
400;Leeuwarden (SG);Totaal particulier huishouden;66.9;26.2
401;Leeuwarden (SG);Loon;35.7;29.6
402;Leeuwarden (SG);Winst;5.9;30.9
403;Leeuwarden (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.3;15.6
404;Leeuwarden (SG);Pensioen;17.0;22.4
405;Zwolle (SG);Totaal particulier huishouden;68.1;29.1
406;Zwolle (SG);Loon;40.1;32.4
407;Zwolle (SG);Winst;5.4;34.8
408;Zwolle (SG);Werkloosheid,bijstand,arbeidsongeschikt;5.5;16.8
409;Zwolle (SG);Pensioen;16.2;23.5
410;Enschede (SG);Totaal particulier huishouden;126.4;26.8
411;Enschede (SG);Loon;69.3;30.6
412;Enschede (SG);Winst;9.2;30.8
413;Enschede (SG);Werkloosheid,bijstand,arbeidsongeschikt;13.9;16.8
414;Enschede (SG);Pensioen;32.3;21.7
415;Apeldoorn (SG);Totaal particulier huishouden;86.5;29.6
416;Apeldoorn (SG);Loon;48.4;33.5
417;Apeldoorn (SG);Winst;7.0;32.9
418;Apeldoorn (SG);Werkloosheid,bijstand,arbeidsongeschikt;6.4;17.6
419;Apeldoorn (SG);Pensioen;23.6;23.8
420;Arnhem (SG);Totaal particulier huishouden;146.8;28.6
421;Arnhem (SG);Loon;81.7;32.5
422;Arnhem (SG);Winst;12.7;31.8
423;Arnhem (SG);Werkloosheid,bijstand,arbeidsongeschikt;14.6;16.6
424;Arnhem (SG);Pensioen;35.8;23.8
425;Nijmegen (SG);Totaal particulier huishouden;114.6;28.0
426;Nijmegen (SG);Loon;64.9;31.7
427;Nijmegen (SG);Winst;10.3;31.2
428;Nijmegen (SG);Werkloosheid,bijstand,arbeidsongeschikt;11.9;16.5
429;Nijmegen (SG);Pensioen;26.1;22.6
430;Amersfoort (SG);Totaal particulier huishouden;106.4;31.6
431;Amersfoort (SG);Loon;63.0;35.4
432;Amersfoort (SG);Winst;10.4;35.4
433;Amersfoort (SG);Werkloosheid,bijstand,arbeidsongeschikt;7.8;17.9
434;Amersfoort (SG);Pensioen;24.0;24.7
435;Utrecht (SG);Totaal particulier huishouden;236.5;30.6
436;Utrecht (SG);Loon;142.8;34.1
