ID;Citizenship;Periods;TotalRequestsAsylumAndFamilyMembers_1;FirstRequestsForAsylumPersons_2;SubsequentRequests_3;FamilyMembersPersons_4
621;Bosnian ;1996;985.0;985.0;;
622;Bosnian ;1997;1970.0;1970.0;;
623;Bosnian ;1998;3770.0;3770.0;;
624;Bosnian ;1999;1170.0;1170.0;;
625;Bosnian ;2000;1635.0;1635.0;;
626;Bosnian ;2001;1025.0;1025.0;;
627;Bosnian ;2002;220.0;220.0;;
628;Bosnian ;2003;105.0;105.0;;
629;Bosnian ;2004;55.0;55.0;;
630;Bosnian ;2005;95.0;95.0;;
631;Bosnian ;2006;115.0;115.0;;
632;Bosnian ;2007;20.0;15.0;5.0;
633;Bosnian ;2008;15.0;5.0;10.0;
634;Bosnian ;2009;20.0;20.0;0.0;
635;Bosnian ;2010;10.0;5.0;0.0;
636;Bosnian ;2011;30.0;25.0;5.0;
637;Bosnian ;2012;70.0;65.0;0.0;
638;Bosnian ;2013;85.0;85.0;;
639;Bosnian ;2014;130.0;125.0;0.0;
640;Bosnian ;2015;125.0;120.0;5.0;
641;Bosnian ;2016;295.0;295.0;0.0;
642;Bosnian ;2017;70.0;65.0;5.0;
643;Bosnian ;2018;60.0;50.0;10.0;
644;Bosnian ;2019;95.0;70.0;20.0;
645;Bosnian ;2020;15.0;10.0;5.0;0.0
646;Bosnian ;2021;10.0;5.0;5.0;
647;Bosnian ;2022;15.0;15.0;0.0;0.0
648;Bosnian ;2023;10.0;10.0;0.0;0.0
649;Bosnian ;2024;10.0;5.0;0.0;0.0
650;Bulgarian ;1975;;;;
651;Bulgarian ;1976;;;;
652;Bulgarian ;1977;;;;
653;Bulgarian ;1978;;;;
654;Bulgarian ;1979;;;;
655;Bulgarian ;1980;20.0;20.0;;
656;Bulgarian ;1981;;;;
657;Bulgarian ;1982;;;;
658;Bulgarian ;1983;15.0;15.0;;
659;Bulgarian ;1984;;;;
660;Bulgarian ;1985;;;;
661;Bulgarian ;1986;;;;
662;Bulgarian ;1987;;;;
663;Bulgarian ;1988;15.0;15.0;;
664;Bulgarian ;1989;40.0;40.0;;
665;Bulgarian ;1990;510.0;510.0;;
666;Bulgarian ;1991;440.0;440.0;;
667;Bulgarian ;1992;195.0;195.0;;
668;Bulgarian ;1993;345.0;345.0;;
669;Bulgarian ;1994;465.0;465.0;;
670;Bulgarian ;1995;145.0;145.0;;
671;Bulgarian ;1996;55.0;55.0;;
672;Bulgarian ;1997;50.0;50.0;;
673;Bulgarian ;1998;55.0;55.0;;
674;Bulgarian ;1999;20.0;20.0;;
675;Bulgarian ;2000;25.0;25.0;;
676;Bulgarian ;2001;25.0;25.0;;
677;Bulgarian ;2002;25.0;25.0;;
678;Bulgarian ;2003;20.0;20.0;;
679;Bulgarian ;2004;5.0;5.0;;
680;Bulgarian ;2005;10.0;10.0;;
681;Bulgarian ;2006;5.0;5.0;;
682;Bulgarian ;2007;0.0;;0.0;
683;Bulgarian ;2008;5.0;5.0;0.0;
684;Bulgarian ;2009;0.0;0.0;0.0;
685;Bulgarian ;2010;0.0;0.0;0.0;
686;Bulgarian ;2011;0.0;0.0;0.0;
687;Bulgarian ;2012;0.0;0.0;0.0;
688;Bulgarian ;2013;0.0;0.0;;
689;Bulgarian ;2014;5.0;5.0;;
690;Bulgarian ;2015;0.0;0.0;;
691;Bulgarian ;2016;5.0;5.0;;
692;Bulgarian ;2017;5.0;5.0;;
693;Bulgarian ;2018;5.0;5.0;;
694;Bulgarian ;2019;;;;
695;Bulgarian ;2020;5.0;5.0;;
696;Bulgarian ;2021;;;;
697;Bulgarian ;2022;0.0;0.0;0.0;0.0
698;Bulgarian ;2023;0.0;0.0;0.0;0.0
699;Bulgarian ;2024;0.0;0.0;0.0;0.0
700;Burundian ;1975;;;;
701;Burundian ;1976;;;;
702;Burundian ;1977;;;;
703;Burundian ;1978;;;;
704;Burundian ;1979;;;;
705;Burundian ;1980;;;;
706;Burundian ;1981;;;;
707;Burundian ;1982;;;;
708;Burundian ;1983;;;;
709;Burundian ;1984;;;;
710;Burundian ;1985;;;;
711;Burundian ;1986;;;;
712;Burundian ;1987;;;;
713;Burundian ;1988;;;;
714;Burundian ;1989;;;;
715;Burundian ;1990;;;;
716;Burundian ;1991;;;;
717;Burundian ;1992;;;;
718;Burundian ;1993;;;;
719;Burundian ;1994;35.0;35.0;;
720;Burundian ;1995;45.0;45.0;;
721;Burundian ;1996;50.0;50.0;;
722;Burundian ;1997;65.0;65.0;;
723;Burundian ;1998;145.0;145.0;;
724;Burundian ;1999;205.0;205.0;;
725;Burundian ;2000;335.0;335.0;;
726;Burundian ;2001;430.0;430.0;;
727;Burundian ;2002;450.0;450.0;;
728;Burundian ;2003;400.0;400.0;;
729;Burundian ;2004;405.0;405.0;;
730;Burundian ;2005;420.0;420.0;;
731;Burundian ;2006;455.0;455.0;;
732;Burundian ;2007;170.0;135.0;35.0;
733;Burundian ;2008;150.0;80.0;70.0;
734;Burundian ;2009;90.0;60.0;30.0;
735;Burundian ;2010;55.0;35.0;25.0;
736;Burundian ;2011;35.0;10.0;25.0;
737;Burundian ;2012;40.0;5.0;35.0;
738;Burundian ;2013;15.0;5.0;10.0;5.0
739;Burundian ;2014;30.0;10.0;15.0;5.0
740;Burundian ;2015;40.0;25.0;15.0;0.0
741;Burundian ;2016;60.0;25.0;35.0;0.0
742;Burundian ;2017;55.0;30.0;15.0;10.0
743;Burundian ;2018;30.0;10.0;15.0;0.0
744;Burundian ;2019;20.0;5.0;15.0;
745;Burundian ;2020;10.0;5.0;10.0;
746;Burundian ;2021;5.0;0.0;5.0;0.0
747;Burundian ;2022;25.0;15.0;5.0;5.0
748;Burundian ;2023;10.0;5.0;0.0;0.0
749;Burundian ;2024;10.0;5.0;5.0;0.0
750;Cameroonian ;1975;;;;
751;Cameroonian ;1976;;;;
752;Cameroonian ;1977;;;;
753;Cameroonian ;1978;;;;
754;Cameroonian ;1979;;;;
755;Cameroonian ;1980;;;;
756;Cameroonian ;1981;;;;
757;Cameroonian ;1982;;;;
758;Cameroonian ;1983;;;;
759;Cameroonian ;1984;;;;
760;Cameroonian ;1985;;;;
761;Cameroonian ;1986;;;;
762;Cameroonian ;1987;;;;
763;Cameroonian ;1988;;;;
764;Cameroonian ;1989;;;;
765;Cameroonian ;1990;;;;
766;Cameroonian ;1991;10.0;10.0;;
767;Cameroonian ;1992;;;;
768;Cameroonian ;1993;10.0;10.0;;
769;Cameroonian ;1994;50.0;50.0;;
770;Cameroonian ;1995;20.0;20.0;;
771;Cameroonian ;1996;10.0;10.0;;
772;Cameroonian ;1997;25.0;25.0;;
773;Cameroonian ;1998;45.0;45.0;;
774;Cameroonian ;1999;100.0;100.0;;
775;Cameroonian ;2000;220.0;220.0;;
776;Cameroonian ;2001;330.0;330.0;;
777;Cameroonian ;2002;270.0;270.0;;
778;Cameroonian ;2003;115.0;115.0;;
779;Cameroonian ;2004;90.0;90.0;;
780;Cameroonian ;2005;55.0;55.0;;
781;Cameroonian ;2006;55.0;55.0;;
782;Cameroonian ;2007;45.0;40.0;5.0;
783;Cameroonian ;2008;55.0;45.0;10.0;
784;Cameroonian ;2009;35.0;25.0;10.0;
785;Cameroonian ;2010;50.0;45.0;5.0;
786;Cameroonian ;2011;20.0;15.0;5.0;
787;Cameroonian ;2012;45.0;35.0;10.0;
788;Cameroonian ;2013;25.0;15.0;5.0;0.0
789;Cameroonian ;2014;40.0;35.0;5.0;0.0
790;Cameroonian ;2015;35.0;25.0;5.0;5.0
791;Cameroonian ;2016;25.0;20.0;5.0;0.0
792;Cameroonian ;2017;45.0;40.0;5.0;0.0
793;Cameroonian ;2018;40.0;30.0;10.0;
794;Cameroonian ;2019;55.0;50.0;5.0;
795;Cameroonian ;2020;40.0;35.0;5.0;
796;Cameroonian ;2021;30.0;15.0;5.0;10.0
797;Cameroonian ;2022;30.0;25.0;5.0;0.0
798;Cameroonian ;2023;70.0;60.0;5.0;5.0
799;Cameroonian ;2024;75.0;70.0;5.0;0.0
800;Chilean ;1975;;;;
801;Chilean ;1976;;;;
802;Chilean ;1977;;;;
803;Chilean ;1978;;;;
804;Chilean ;1979;;;;
805;Chilean ;1980;50.0;50.0;;
806;Chilean ;1981;40.0;40.0;;
807;Chilean ;1982;25.0;25.0;;
808;Chilean ;1983;40.0;40.0;;
809;Chilean ;1984;30.0;30.0;;
810;Chilean ;1985;25.0;25.0;;
811;Chilean ;1986;40.0;40.0;;
812;Chilean ;1987;65.0;65.0;;
813;Chilean ;1988;70.0;70.0;;
814;Chilean ;1989;90.0;90.0;;
815;Chilean ;1990;10.0;10.0;;
816;Chilean ;1991;;;;
817;Chilean ;1992;;;;
818;Chilean ;1993;;;;
819;Chilean ;1994;5.0;5.0;;
820;Chilean ;1995;0.0;0.0;;
821;Chilean ;1996;;;;
822;Chilean ;1997;5.0;5.0;;
823;Chilean ;1998;0.0;0.0;;
824;Chilean ;1999;0.0;0.0;;
825;Chilean ;2000;0.0;0.0;;
826;Chilean ;2001;0.0;0.0;;
827;Chilean ;2002;;;;
828;Chilean ;2003;0.0;0.0;;
829;Chilean ;2004;;;;
830;Chilean ;2005;;;;
831;Chilean ;2006;0.0;0.0;;
832;Chilean ;2007;;;;
833;Chilean ;2008;;;;
834;Chilean ;2009;;;;
835;Chilean ;2010;;;;
836;Chilean ;2011;;;;
837;Chilean ;2012;0.0;0.0;0.0;
838;Chilean ;2013;0.0;0.0;;
839;Chilean ;2014;0.0;0.0;;
840;Chilean ;2015;0.0;0.0;;
841;Chilean ;2016;;;;
842;Chilean ;2017;0.0;0.0;;
843;Chilean ;2018;0.0;0.0;;
844;Chilean ;2019;;;;
845;Chilean ;2020;5.0;5.0;;
846;Chilean ;2021;5.0;;5.0;
847;Chilean ;2022;5.0;5.0;0.0;0.0
848;Chilean ;2023;5.0;5.0;0.0;0.0
849;Chilean ;2024;5.0;5.0;0.0;0.0
850;Chinese ;1975;;;;
851;Chinese ;1976;;;;
852;Chinese ;1977;;;;
853;Chinese ;1978;;;;
854;Chinese ;1979;;;;
855;Chinese ;1980;10.0;10.0;;
856;Chinese ;1981;;;;
857;Chinese ;1982;10.0;10.0;;
858;Chinese ;1983;;;;
859;Chinese ;1984;;;;
860;Chinese ;1985;;;;
861;Chinese ;1986;;;;
862;Chinese ;1987;;;;
863;Chinese ;1988;;;;
864;Chinese ;1989;120.0;120.0;;
865;Chinese ;1990;645.0;645.0;;
866;Chinese ;1991;1310.0;1310.0;;
867;Chinese ;1992;225.0;225.0;;
868;Chinese ;1993;895.0;895.0;;
869;Chinese ;1994;875.0;875.0;;
870;Chinese ;1995;475.0;475.0;;
871;Chinese ;1996;470.0;470.0;;
872;Chinese ;1997;1160.0;1160.0;;
873;Chinese ;1998;915.0;915.0;;
874;Chinese ;1999;1245.0;1245.0;;
875;Chinese ;2000;1395.0;1395.0;;
876;Chinese ;2001;705.0;705.0;;
877;Chinese ;2002;540.0;540.0;;
878;Chinese ;2003;300.0;300.0;;
879;Chinese ;2004;270.0;270.0;;
880;Chinese ;2005;335.0;335.0;;
881;Chinese ;2006;315.0;315.0;;
882;Chinese ;2007;270.0;245.0;25.0;
883;Chinese ;2008;600.0;555.0;45.0;
884;Chinese ;2009;340.0;305.0;40.0;
885;Chinese ;2010;320.0;305.0;15.0;
886;Chinese ;2011;315.0;280.0;35.0;
887;Chinese ;2012;225.0;155.0;70.0;
888;Chinese ;2013;180.0;105.0;45.0;30.0
889;Chinese ;2014;145.0;105.0;5.0;35.0
890;Chinese ;2015;240.0;205.0;5.0;30.0
891;Chinese ;2016;130.0;95.0;5.0;30.0
892;Chinese ;2017;175.0;150.0;10.0;15.0
893;Chinese ;2018;195.0;165.0;20.0;15.0
894;Chinese ;2019;190.0;155.0;15.0;20.0
895;Chinese ;2020;80.0;55.0;10.0;15.0
896;Chinese ;2021;205.0;155.0;10.0;45.0
897;Chinese ;2022;210.0;150.0;15.0;45.0
898;Chinese ;2023;495.0;410.0;10.0;75.0
899;Chinese ;2024;260.0;200.0;20.0;40.0
900;Colombian ;1975;;;;
901;Colombian ;1976;;;;
902;Colombian ;1977;;;;
903;Colombian ;1978;;;;
904;Colombian ;1979;;;;
905;Colombian ;1980;;;;
906;Colombian ;1981;;;;
907;Colombian ;1982;;;;
908;Colombian ;1983;;;;
909;Colombian ;1984;;;;
910;Colombian ;1985;;;;
911;Colombian ;1986;;;;
912;Colombian ;1987;;;;
913;Colombian ;1988;;;;
914;Colombian ;1989;10.0;10.0;;
915;Colombian ;1990;10.0;10.0;;
916;Colombian ;1991;;;;
917;Colombian ;1992;;;;
918;Colombian ;1993;;;;
919;Colombian ;1994;0.0;0.0;;
920;Colombian ;1995;5.0;5.0;;
921;Colombian ;1996;0.0;0.0;;
922;Colombian ;1997;15.0;15.0;;
923;Colombian ;1998;30.0;30.0;;
924;Colombian ;1999;40.0;40.0;;
925;Colombian ;2000;25.0;25.0;;
926;Colombian ;2001;50.0;50.0;;
927;Colombian ;2002;25.0;25.0;;
928;Colombian ;2003;35.0;35.0;;
929;Colombian ;2004;170.0;170.0;;
930;Colombian ;2005;340.0;340.0;;
931;Colombian ;2006;85.0;85.0;;
932;Colombian ;2007;40.0;15.0;25.0;
933;Colombian ;2008;65.0;35.0;30.0;
934;Colombian ;2009;40.0;30.0;10.0;
935;Colombian ;2010;20.0;20.0;0.0;
936;Colombian ;2011;10.0;5.0;0.0;
937;Colombian ;2012;10.0;5.0;5.0;
938;Colombian ;2013;10.0;10.0;5.0;
939;Colombian ;2014;10.0;10.0;;
940;Colombian ;2015;5.0;5.0;;
941;Colombian ;2016;35.0;35.0;;
942;Colombian ;2017;40.0;35.0;5.0;
943;Colombian ;2018;50.0;45.0;5.0;5.0
944;Colombian ;2019;160.0;160.0;0.0;
945;Colombian ;2020;115.0;105.0;5.0;
946;Colombian ;2021;215.0;185.0;20.0;10.0
947;Colombian ;2022;540.0;520.0;5.0;10.0
948;Colombian ;2023;610.0;590.0;15.0;5.0
949;Colombian ;2024;580.0;560.0;10.0;5.0
950;Congolese ;1975;;;;
951;Congolese ;1976;;;;
952;Congolese ;1977;;;;
953;Congolese ;1978;;;;
954;Congolese ;1979;;;;
955;Congolese ;1980;;;;
956;Congolese ;1981;;;;
957;Congolese ;1982;;;;
958;Congolese ;1983;;;;
959;Congolese ;1984;;;;
960;Congolese ;1985;;;;
961;Congolese ;1986;;;;
962;Congolese ;1987;;;;
963;Congolese ;1988;;;;
964;Congolese ;1989;;;;
965;Congolese ;1990;;;;
966;Congolese ;1991;;;;
967;Congolese ;1992;;;;
968;Congolese ;1993;;;;
969;Congolese ;1994;25.0;25.0;;
970;Congolese ;1995;10.0;10.0;;
971;Congolese ;1996;0.0;0.0;;
972;Congolese ;1997;85.0;85.0;;
973;Congolese ;1998;385.0;385.0;;
974;Congolese ;1999;660.0;660.0;;
975;Congolese ;2000;575.0;575.0;;
976;Congolese ;2001;495.0;495.0;;
977;Congolese ;2002;335.0;335.0;;
978;Congolese ;2003;175.0;175.0;;
979;Congolese ;2004;130.0;130.0;;
980;Congolese ;2005;155.0;155.0;;
981;Congolese ;2006;120.0;120.0;;
982;Congolese ;2007;85.0;60.0;25.0;
983;Congolese ;2008;95.0;85.0;10.0;
984;Congolese ;2009;100.0;85.0;15.0;
985;Congolese ;2010;135.0;130.0;10.0;
986;Congolese ;2011;95.0;85.0;10.0;
987;Congolese ;2012;155.0;140.0;15.0;
988;Congolese ;2013;130.0;70.0;25.0;30.0
989;Congolese ;2014;110.0;75.0;20.0;15.0
990;Congolese ;2015;70.0;40.0;20.0;10.0
991;Congolese ;2016;100.0;50.0;30.0;15.0
992;Congolese ;2017;75.0;45.0;20.0;10.0
993;Congolese ;2018;55.0;25.0;20.0;10.0
994;Congolese ;2019;70.0;45.0;25.0;5.0
995;Congolese ;2020;25.0;15.0;5.0;5.0
996;Congolese ;2021;30.0;25.0;5.0;0.0
997;Congolese ;2022;35.0;20.0;5.0;5.0
998;Congolese ;2023;30.0;25.0;10.0;0.0
999;Congolese ;2024;25.0;20.0;5.0;0.0
1000;Congolese (Democratic Republic) ;1975;;;;
1001;Congolese (Democratic Republic) ;1976;;;;
1002;Congolese (Democratic Republic) ;1977;;;;
1003;Congolese (Democratic Republic) ;1978;;;;
1004;Congolese (Democratic Republic) ;1979;;;;
1005;Congolese (Democratic Republic) ;1980;;;;
1006;Congolese (Democratic Republic) ;1981;;;;
1007;Congolese (Democratic Republic) ;1982;;;;
1008;Congolese (Democratic Republic) ;1983;15.0;15.0;;
1009;Congolese (Democratic Republic) ;1984;;;;
1010;Congolese (Democratic Republic) ;1985;35.0;35.0;;
1011;Congolese (Democratic Republic) ;1986;180.0;180.0;;
1012;Congolese (Democratic Republic) ;1987;1355.0;1355.0;;
1013;Congolese (Democratic Republic) ;1988;450.0;450.0;;
1014;Congolese (Democratic Republic) ;1989;680.0;680.0;;
1015;Congolese (Democratic Republic) ;1990;195.0;195.0;;
1016;Congolese (Democratic Republic) ;1991;295.0;295.0;;
1017;Congolese (Democratic Republic) ;1992;475.0;475.0;;
1018;Congolese (Democratic Republic) ;1993;1305.0;1305.0;;
1019;Congolese (Democratic Republic) ;1994;2180.0;2180.0;;
1020;Congolese (Democratic Republic) ;1995;770.0;770.0;;
1021;Congolese (Democratic Republic) ;1996;435.0;435.0;;
1022;Congolese (Democratic Republic) ;1997;590.0;590.0;;
1023;Congolese (Democratic Republic) ;1998;410.0;410.0;;
1024;Congolese (Democratic Republic) ;1999;240.0;240.0;;
1025;Congolese (Democratic Republic) ;2000;535.0;535.0;;
1026;Congolese (Democratic Republic) ;2001;500.0;500.0;;
1027;Congolese (Democratic Republic) ;2002;525.0;525.0;;
1028;Congolese (Democratic Republic) ;2003;220.0;220.0;;
1029;Congolese (Democratic Republic) ;2004;105.0;105.0;;
1030;Congolese (Democratic Republic) ;2005;185.0;185.0;;
1031;Congolese (Democratic Republic) ;2006;265.0;265.0;;
1032;Congolese (Democratic Republic) ;2007;60.0;20.0;40.0;
1033;Congolese (Democratic Republic) ;2008;60.0;40.0;20.0;
1034;Congolese (Democratic Republic) ;2009;50.0;35.0;15.0;
1035;Congolese (Democratic Republic) ;2010;55.0;45.0;5.0;
1036;Congolese (Democratic Republic) ;2011;30.0;25.0;10.0;
1037;Congolese (Democratic Republic) ;2012;45.0;35.0;10.0;
1038;Congolese (Democratic Republic) ;2013;95.0;35.0;10.0;50.0
1039;Congolese (Democratic Republic) ;2014;15.0;5.0;0.0;5.0
1040;Congolese (Democratic Republic) ;2015;10.0;5.0;;5.0
1041;Congolese (Democratic Republic) ;2016;25.0;5.0;5.0;20.0
1042;Congolese (Democratic Republic) ;2017;25.0;15.0;0.0;10.0
1043;Congolese (Democratic Republic) ;2018;30.0;15.0;5.0;15.0
1044;Congolese (Democratic Republic) ;2019;25.0;10.0;5.0;5.0
1045;Congolese (Democratic Republic) ;2020;20.0;10.0;5.0;5.0
1046;Congolese (Democratic Republic) ;2021;20.0;10.0;5.0;5.0
1047;Congolese (Democratic Republic) ;2022;40.0;25.0;5.0;5.0
1048;Congolese (Democratic Republic) ;2023;35.0;30.0;0.0;5.0
1049;Congolese (Democratic Republic) ;2024;45.0;25.0;5.0;15.0
1050;Cuban ;1975;;;;
1051;Cuban ;1976;;;;
1052;Cuban ;1977;;;;
1053;Cuban ;1978;;;;
1054;Cuban ;1979;;;;
1055;Cuban ;1980;;;;
1056;Cuban ;1981;;;;
1057;Cuban ;1982;;;;
1058;Cuban ;1983;;;;
1059;Cuban ;1984;;;;
1060;Cuban ;1985;;;;
1061;Cuban ;1986;;;;
1062;Cuban ;1987;;;;
1063;Cuban ;1988;;;;
1064;Cuban ;1989;;;;
1065;Cuban ;1990;;;;
1066;Cuban ;1991;;;;
1067;Cuban ;1992;;;;
1068;Cuban ;1993;;;;
1069;Cuban ;1994;20.0;20.0;;
1070;Cuban ;1995;10.0;10.0;;
1071;Cuban ;1996;20.0;20.0;;
1072;Cuban ;1997;5.0;5.0;;
1073;Cuban ;1998;10.0;10.0;;
1074;Cuban ;1999;15.0;15.0;;
1075;Cuban ;2000;;;;
1076;Cuban ;2001;;;;
1077;Cuban ;2002;;;;
1078;Cuban ;2003;;;;
1079;Cuban ;2004;;;;
1080;Cuban ;2005;;;;
1081;Cuban ;2006;;;;
1082;Cuban ;2007;20.0;20.0;0.0;
1083;Cuban ;2008;10.0;10.0;0.0;
1084;Cuban ;2009;0.0;0.0;0.0;
1085;Cuban ;2010;10.0;10.0;0.0;
1086;Cuban ;2011;5.0;5.0;0.0;
1087;Cuban ;2012;5.0;5.0;0.0;
1088;Cuban ;2013;10.0;10.0;;0.0
1089;Cuban ;2014;15.0;15.0;;
1090;Cuban ;2015;10.0;10.0;0.0;0.0
1091;Cuban ;2016;25.0;25.0;;
1092;Cuban ;2017;255.0;255.0;;
1093;Cuban ;2018;175.0;160.0;10.0;
1094;Cuban ;2019;40.0;20.0;25.0;
1095;Cuban ;2020;20.0;10.0;10.0;
1096;Cuban ;2021;25.0;15.0;10.0;
1097;Cuban ;2022;15.0;15.0;0.0;0.0
1098;Cuban ;2023;15.0;10.0;5.0;0.0
1099;Cuban ;2024;25.0;20.0;0.0;5.0
1100;Czech ;1975;;;;
1101;Czech ;1976;;;;
1102;Czech ;1977;;;;
1103;Czech ;1978;;;;
1104;Czech ;1979;;;;
1105;Czech ;1980;;;;
1106;Czech ;1981;;;;
1107;Czech ;1982;;;;
1108;Czech ;1983;;;;
1109;Czech ;1984;;;;
1110;Czech ;1985;;;;
1111;Czech ;1986;;;;
1112;Czech ;1987;;;;
1113;Czech ;1988;;;;
1114;Czech ;1989;;;;
1115;Czech ;1990;;;;
1116;Czech ;1991;;;;
1117;Czech ;1992;;;;
1118;Czech ;1993;50.0;50.0;;
1119;Czech ;1994;150.0;150.0;;
1120;Czech ;1995;40.0;40.0;;
1121;Czech ;1996;60.0;60.0;;
1122;Czech ;1997;140.0;140.0;;
1123;Czech ;1998;175.0;175.0;;
1124;Czech ;1999;195.0;195.0;;
1125;Czech ;2000;185.0;185.0;;
1126;Czech ;2001;120.0;120.0;;
1127;Czech ;2002;55.0;55.0;;
1128;Czech ;2003;35.0;35.0;;
1129;Czech ;2004;10.0;10.0;;
1130;Czech ;2005;10.0;10.0;;
1131;Czech ;2006;;;;
1132;Czech ;2007;5.0;5.0;0.0;
1133;Czech ;2008;;;;
1134;Czech ;2009;0.0;0.0;0.0;
1135;Czech ;2010;20.0;20.0;0.0;
1136;Czech ;2011;;;;
1137;Czech ;2012;;;;
1138;Czech ;2013;;;;
1139;Czech ;2014;;;;
1140;Czech ;2015;;;;
1141;Czech ;2016;;;;
1142;Czech ;2017;;;;
1143;Czech ;2018;0.0;0.0;;
1144;Czech ;2019;0.0;0.0;;
1145;Czech ;2020;5.0;5.0;;
1146;Czech ;2021;0.0;0.0;;
1147;Czech ;2022;0.0;0.0;0.0;0.0
1148;Czech ;2023;0.0;0.0;0.0;0.0
1149;Czech ;2024;0.0;0.0;0.0;0.0
1150;Czechslovak;1975;;;;
1151;Czechslovak;1976;;;;
1152;Czechslovak;1977;;;;
1153;Czechslovak;1978;;;;
1154;Czechslovak;1979;;;;
1155;Czechslovak;1980;35.0;35.0;;
1156;Czechslovak;1981;15.0;15.0;;
1157;Czechslovak;1982;20.0;20.0;;
1158;Czechslovak;1983;20.0;20.0;;
1159;Czechslovak;1984;10.0;10.0;;
1160;Czechslovak;1985;20.0;20.0;;
1161;Czechslovak;1986;;;;
1162;Czechslovak;1987;30.0;30.0;;
1163;Czechslovak;1988;15.0;15.0;;
1164;Czechslovak;1989;85.0;85.0;;
1165;Czechslovak;1990;40.0;40.0;;
1166;Czechslovak;1991;250.0;250.0;;
1167;Czechslovak;1992;395.0;395.0;;
1168;Czechslovak;1993;130.0;130.0;;
1169;Czechslovak;1994;45.0;45.0;;
1170;Czechslovak;1995;5.0;5.0;;
1171;Czechslovak;1996;5.0;5.0;;
1172;Czechslovak;1997;;;;
1173;Czechslovak;1998;;;;
1174;Czechslovak;1999;0.0;0.0;;
1175;Czechslovak;2000;;;;
1176;Czechslovak;2001;;;;
1177;Czechslovak;2002;;;;
1178;Czechslovak;2003;;;;
1179;Czechslovak;2004;;;;
1180;Czechslovak;2005;;;;
1181;Czechslovak;2006;;;;
1182;Czechslovak;2007;;;;
1183;Czechslovak;2008;;;;
1184;Czechslovak;2009;;;;
1185;Czechslovak;2010;;;;
1186;Czechslovak;2011;;;;
1187;Czechslovak;2012;;;;
1188;Czechslovak;2013;;;;
1189;Czechslovak;2014;;;;
1190;Czechslovak;2015;;;;
1191;Czechslovak;2016;;;;
1192;Czechslovak;2017;;;;
1193;Czechslovak;2018;;;;
1194;Czechslovak;2019;;;;
1195;Czechslovak;2020;;;;
1196;Czechslovak;2021;;;;
1197;Czechslovak;2022;;;;
1198;Czechslovak;2023;;;;
1199;Czechslovak;2024;;;;
1200;Egyptian ;1975;;;;
1201;Egyptian ;1976;;;;
1202;Egyptian ;1977;;;;
1203;Egyptian ;1978;;;;
1204;Egyptian ;1979;;;;
1205;Egyptian ;1980;;;;
1206;Egyptian ;1981;;;;
1207;Egyptian ;1982;;;;
1208;Egyptian ;1983;;;;
1209;Egyptian ;1984;15.0;15.0;;
1210;Egyptian ;1985;;;;
1211;Egyptian ;1986;20.0;20.0;;
1212;Egyptian ;1987;60.0;60.0;;
1213;Egyptian ;1988;30.0;30.0;;
1214;Egyptian ;1989;25.0;25.0;;
1215;Egyptian ;1990;75.0;75.0;;
1216;Egyptian ;1991;40.0;40.0;;
1217;Egyptian ;1992;25.0;25.0;;
1218;Egyptian ;1993;50.0;50.0;;
1219;Egyptian ;1994;65.0;65.0;;
1220;Egyptian ;1995;50.0;50.0;;
1221;Egyptian ;1996;45.0;45.0;;
1222;Egyptian ;1997;40.0;40.0;;
1223;Egyptian ;1998;30.0;30.0;;
1224;Egyptian ;1999;30.0;30.0;;
1225;Egyptian ;2000;30.0;30.0;;
1226;Egyptian ;2001;30.0;30.0;;
1227;Egyptian ;2002;30.0;30.0;;
1228;Egyptian ;2003;25.0;25.0;;
1229;Egyptian ;2004;25.0;25.0;;
1230;Egyptian ;2005;30.0;30.0;;
1231;Egyptian ;2006;15.0;15.0;;
1232;Egyptian ;2007;15.0;10.0;0.0;
1233;Egyptian ;2008;30.0;30.0;0.0;
1234;Egyptian ;2009;50.0;50.0;0.0;
1235;Egyptian ;2010;45.0;40.0;5.0;
1236;Egyptian ;2011;80.0;65.0;15.0;
1237;Egyptian ;2012;205.0;175.0;35.0;
1238;Egyptian ;2013;240.0;165.0;65.0;10.0
1239;Egyptian ;2014;150.0;95.0;40.0;15.0
1240;Egyptian ;2015;125.0;70.0;45.0;5.0
1241;Egyptian ;2016;160.0;110.0;35.0;15.0
1242;Egyptian ;2017;225.0;180.0;25.0;25.0
1243;Egyptian ;2018;235.0;150.0;65.0;20.0
1244;Egyptian ;2019;215.0;190.0;25.0;
1245;Egyptian ;2020;155.0;100.0;25.0;25.0
1246;Egyptian ;2021;215.0;145.0;30.0;40.0
1247;Egyptian ;2022;330.0;260.0;35.0;35.0
1248;Egyptian ;2023;400.0;320.0;35.0;45.0
1249;Egyptian ;2024;345.0;300.0;35.0;10.0
1250;Eritrean ;1975;;;;
1251;Eritrean ;1976;;;;
1252;Eritrean ;1977;;;;
1253;Eritrean ;1978;;;;
1254;Eritrean ;1979;;;;
1255;Eritrean ;1980;;;;
1256;Eritrean ;1981;;;;
1257;Eritrean ;1982;;;;
1258;Eritrean ;1983;;;;
1259;Eritrean ;1984;;;;
1260;Eritrean ;1985;;;;
1261;Eritrean ;1986;;;;
1262;Eritrean ;1987;;;;
1263;Eritrean ;1988;;;;
1264;Eritrean ;1989;;;;
