ID;VormenVanJeugdzorg;RegioS;Perioden;JongerenMetJeugdzorg_1;JongerenMetJeugdzorgRelatief_2;Jeugdzorgtrajecten_3
53;JZ Totaal jeugdzorg;Groningen (PV);1e halfjaar 2022;14010.0;9.4;
54;JZ Totaal jeugdzorg;Groningen (PV);2e halfjaar 2022;13990.0;9.4;
55;JZ Totaal jeugdzorg;Groningen (PV);2022;16145.0;10.8;
56;JZ Totaal jeugdzorg;Groningen (PV);1e halfjaar 2023;14110.0;9.4;
57;JZ Totaal jeugdzorg;Groningen (PV);2e halfjaar 2023;13935.0;9.3;
58;JZ Totaal jeugdzorg;Groningen (PV);2023;16275.0;10.9;
59;JZ Totaal jeugdzorg;Groningen (PV);1e half jaar 2024;13980.0;9.2;
60;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2021;14940.0;9.0;
61;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2021;14670.0;8.8;
62;JZ Totaal jeugdzorg;Fryslân (PV);2021;17645.0;10.6;
63;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2022;15220.0;9.2;
64;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2022;15455.0;9.3;
65;JZ Totaal jeugdzorg;Fryslân (PV);2022;18030.0;10.9;
66;JZ Totaal jeugdzorg;Fryslân (PV);1e halfjaar 2023;15910.0;9.6;
67;JZ Totaal jeugdzorg;Fryslân (PV);2e halfjaar 2023;15560.0;9.4;
68;JZ Totaal jeugdzorg;Fryslân (PV);2023;18560.0;11.2;
69;JZ Totaal jeugdzorg;Fryslân (PV);1e half jaar 2024;15205.0;9.3;
70;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2021;12400.0;10.4;
71;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2021;12330.0;10.3;
72;JZ Totaal jeugdzorg;Drenthe (PV);2021;14295.0;11.9;
73;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2022;11735.0;9.8;
74;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2022;11620.0;9.7;
75;JZ Totaal jeugdzorg;Drenthe (PV);2022;13530.0;11.3;
76;JZ Totaal jeugdzorg;Drenthe (PV);1e halfjaar 2023;11720.0;9.8;
77;JZ Totaal jeugdzorg;Drenthe (PV);2e halfjaar 2023;11270.0;9.4;
78;JZ Totaal jeugdzorg;Drenthe (PV);2023;13570.0;11.4;
79;JZ Totaal jeugdzorg;Drenthe (PV);1e half jaar 2024;11255.0;9.5;
80;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2021;25430.0;8.2;
81;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2021;25630.0;8.2;
82;JZ Totaal jeugdzorg;Overijssel (PV);2021;29840.0;9.6;
83;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2022;25835.0;8.3;
84;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2022;25830.0;8.3;
85;JZ Totaal jeugdzorg;Overijssel (PV);2022;30110.0;9.7;
86;JZ Totaal jeugdzorg;Overijssel (PV);1e halfjaar 2023;26375.0;8.5;
87;JZ Totaal jeugdzorg;Overijssel (PV);2e halfjaar 2023;26375.0;8.5;
88;JZ Totaal jeugdzorg;Overijssel (PV);2023;30755.0;9.9;
89;JZ Totaal jeugdzorg;Overijssel (PV);1e half jaar 2024;26030.0;9.1;
90;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2021;10685.0;8.6;
91;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2021;10820.0;8.7;
92;JZ Totaal jeugdzorg;Flevoland (PV);2021;12705.0;10.3;
93;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2022;10435.0;8.4;
94;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2022;10710.0;8.6;
95;JZ Totaal jeugdzorg;Flevoland (PV);2022;12560.0;10.1;
96;JZ Totaal jeugdzorg;Flevoland (PV);1e halfjaar 2023;10935.0;8.7;
97;JZ Totaal jeugdzorg;Flevoland (PV);2e halfjaar 2023;10955.0;8.7;
98;JZ Totaal jeugdzorg;Flevoland (PV);2023;13060.0;10.3;
99;JZ Totaal jeugdzorg;Flevoland (PV);1e half jaar 2024;10995.0;8.7;
100;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2021;50025.0;9.3;
101;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2021;49655.0;9.3;
102;JZ Totaal jeugdzorg;Gelderland (PV);2021;58685.0;11.0;
103;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2022;49685.0;9.3;
104;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2022;49835.0;9.3;
105;JZ Totaal jeugdzorg;Gelderland (PV);2022;58685.0;11.0;
106;JZ Totaal jeugdzorg;Gelderland (PV);1e halfjaar 2023;52240.0;9.7;
107;JZ Totaal jeugdzorg;Gelderland (PV);2e halfjaar 2023;52875.0;9.8;
108;JZ Totaal jeugdzorg;Gelderland (PV);2023;61535.0;11.5;
109;JZ Totaal jeugdzorg;Gelderland (PV);1e half jaar 2024;51400.0;9.6;
110;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2021;35445.0;9.7;
111;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2021;35835.0;9.8;
112;JZ Totaal jeugdzorg;Utrecht (PV);2021;42390.0;11.6;
113;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2022;36410.0;9.9;
114;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2022;36370.0;9.9;
115;JZ Totaal jeugdzorg;Utrecht (PV);2022;42835.0;11.7;
116;JZ Totaal jeugdzorg;Utrecht (PV);1e halfjaar 2023;36670.0;9.9;
117;JZ Totaal jeugdzorg;Utrecht (PV);2e halfjaar 2023;36220.0;9.8;
118;JZ Totaal jeugdzorg;Utrecht (PV);2023;43110.0;11.7;
119;JZ Totaal jeugdzorg;Utrecht (PV);1e half jaar 2024;34920.0;9.5;
120;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2021;62160.0;8.7;
121;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2021;61085.0;8.6;
122;JZ Totaal jeugdzorg;Noord-Holland (PV);2021;73410.0;10.3;
123;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2022;64550.0;9.0;
124;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2022;65480.0;9.2;
125;JZ Totaal jeugdzorg;Noord-Holland (PV);2022;76220.0;10.7;
126;JZ Totaal jeugdzorg;Noord-Holland (PV);1e halfjaar 2023;66345.0;9.2;
127;JZ Totaal jeugdzorg;Noord-Holland (PV);2e halfjaar 2023;65910.0;9.1;
128;JZ Totaal jeugdzorg;Noord-Holland (PV);2023;78075.0;10.8;
129;JZ Totaal jeugdzorg;Noord-Holland (PV);1e half jaar 2024;63035.0;8.8;
130;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2021;82615.0;8.5;
131;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2021;81795.0;8.5;
132;JZ Totaal jeugdzorg;Zuid-Holland (PV);2021;98410.0;10.2;
133;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2022;84085.0;8.7;
134;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2022;85640.0;8.8;
135;JZ Totaal jeugdzorg;Zuid-Holland (PV);2022;101280.0;10.4;
136;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e halfjaar 2023;88110.0;9.0;
137;JZ Totaal jeugdzorg;Zuid-Holland (PV);2e halfjaar 2023;87105.0;8.9;
138;JZ Totaal jeugdzorg;Zuid-Holland (PV);2023;104040.0;10.6;
139;JZ Totaal jeugdzorg;Zuid-Holland (PV);1e half jaar 2024;83080.0;8.6;
140;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2021;9085.0;9.9;
141;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2021;9180.0;10.0;
142;JZ Totaal jeugdzorg;Zeeland (PV);2021;10735.0;11.7;
143;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2022;9570.0;10.4;
144;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2022;9710.0;10.6;
145;JZ Totaal jeugdzorg;Zeeland (PV);2022;11225.0;12.2;
146;JZ Totaal jeugdzorg;Zeeland (PV);1e halfjaar 2023;10180.0;11.0;
147;JZ Totaal jeugdzorg;Zeeland (PV);2e halfjaar 2023;10145.0;11.0;
148;JZ Totaal jeugdzorg;Zeeland (PV);2023;11845.0;12.8;
149;JZ Totaal jeugdzorg;Zeeland (PV);1e half jaar 2024;10150.0;12.9;
150;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2021;55840.0;8.8;
151;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2021;55255.0;8.8;
152;JZ Totaal jeugdzorg;Noord-Brabant (PV);2021;66115.0;10.5;
153;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2022;55720.0;8.8;
154;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2022;57025.0;9.0;
155;JZ Totaal jeugdzorg;Noord-Brabant (PV);2022;67095.0;10.6;
156;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e halfjaar 2023;58600.0;9.2;
157;JZ Totaal jeugdzorg;Noord-Brabant (PV);2e halfjaar 2023;59200.0;9.3;
158;JZ Totaal jeugdzorg;Noord-Brabant (PV);2023;70180.0;11.0;
159;JZ Totaal jeugdzorg;Noord-Brabant (PV);1e half jaar 2024;58605.0;9.3;
160;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2021;25245.0;10.3;
161;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2021;25405.0;10.4;
162;JZ Totaal jeugdzorg;Limburg (PV);2021;29425.0;12.1;
163;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2022;24740.0;10.2;
164;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2022;24620.0;10.1;
165;JZ Totaal jeugdzorg;Limburg (PV);2022;28840.0;11.9;
166;JZ Totaal jeugdzorg;Limburg (PV);1e halfjaar 2023;24705.0;10.1;
167;JZ Totaal jeugdzorg;Limburg (PV);2e halfjaar 2023;24750.0;10.1;
168;JZ Totaal jeugdzorg;Limburg (PV);2023;28890.0;11.8;
169;JZ Totaal jeugdzorg;Limburg (PV);1e half jaar 2024;24525.0;10.4;
170;JZ Totaal jeugdzorg;Oost-Groningen (CR);1e halfjaar 2021;3540.0;11.4;
171;JZ Totaal jeugdzorg;Oost-Groningen (CR);2e halfjaar 2021;3445.0;11.1;
172;JZ Totaal jeugdzorg;Oost-Groningen (CR);2021;4040.0;13.0;
173;JZ Totaal jeugdzorg;Oost-Groningen (CR);1e halfjaar 2022;3480.0;11.1;
174;JZ Totaal jeugdzorg;Oost-Groningen (CR);2e halfjaar 2022;3500.0;11.2;
175;JZ Totaal jeugdzorg;Oost-Groningen (CR);2022;3975.0;12.7;
176;JZ Totaal jeugdzorg;Oost-Groningen (CR);1e halfjaar 2023;3550.0;11.3;
177;JZ Totaal jeugdzorg;Oost-Groningen (CR);2e halfjaar 2023;3485.0;11.1;
178;JZ Totaal jeugdzorg;Oost-Groningen (CR);2023;4025.0;12.8;
179;JZ Totaal jeugdzorg;Oost-Groningen (CR);1e half jaar 2024;3520.0;11.3;
180;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);1e halfjaar 2021;1035.0;10.0;
181;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);2e halfjaar 2021;1000.0;9.6;
182;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);2021;1170.0;11.3;
183;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);1e halfjaar 2022;1000.0;9.7;
184;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);2e halfjaar 2022;965.0;9.3;
185;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);2022;1130.0;10.9;
186;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);1e halfjaar 2023;960.0;9.4;
187;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);2e halfjaar 2023;955.0;9.3;
188;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);2023;1110.0;10.8;
189;JZ Totaal jeugdzorg;Delfzijl en omgeving (CR);1e half jaar 2024;975.0;9.7;
190;JZ Totaal jeugdzorg;Overig Groningen (CR);1e halfjaar 2021;9285.0;8.7;
191;JZ Totaal jeugdzorg;Overig Groningen (CR);2e halfjaar 2021;9335.0;8.7;
192;JZ Totaal jeugdzorg;Overig Groningen (CR);2021;10835.0;10.1;
193;JZ Totaal jeugdzorg;Overig Groningen (CR);1e halfjaar 2022;9530.0;8.9;
194;JZ Totaal jeugdzorg;Overig Groningen (CR);2e halfjaar 2022;9525.0;8.9;
195;JZ Totaal jeugdzorg;Overig Groningen (CR);2022;11040.0;10.3;
196;JZ Totaal jeugdzorg;Overig Groningen (CR);1e halfjaar 2023;9600.0;8.9;
197;JZ Totaal jeugdzorg;Overig Groningen (CR);2e halfjaar 2023;9490.0;8.8;
198;JZ Totaal jeugdzorg;Overig Groningen (CR);2023;11140.0;10.3;
199;JZ Totaal jeugdzorg;Overig Groningen (CR);1e half jaar 2024;9490.0;8.6;
200;JZ Totaal jeugdzorg;Noord-Friesland (CR);1e halfjaar 2021;7635.0;9.2;
201;JZ Totaal jeugdzorg;Noord-Friesland (CR);2e halfjaar 2021;7465.0;9.0;
202;JZ Totaal jeugdzorg;Noord-Friesland (CR);2021;9010.0;10.8;
203;JZ Totaal jeugdzorg;Noord-Friesland (CR);1e halfjaar 2022;7790.0;9.4;
204;JZ Totaal jeugdzorg;Noord-Friesland (CR);2e halfjaar 2022;7985.0;9.6;
205;JZ Totaal jeugdzorg;Noord-Friesland (CR);2022;9240.0;11.1;
206;JZ Totaal jeugdzorg;Noord-Friesland (CR);1e halfjaar 2023;8225.0;9.9;
207;JZ Totaal jeugdzorg;Noord-Friesland (CR);2e halfjaar 2023;8090.0;9.7;
208;JZ Totaal jeugdzorg;Noord-Friesland (CR);2023;9550.0;11.5;
209;JZ Totaal jeugdzorg;Noord-Friesland (CR);1e half jaar 2024;7845.0;9.4;
210;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);1e halfjaar 2021;2920.0;8.1;
211;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);2e halfjaar 2021;2890.0;8.1;
212;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);2021;3500.0;9.8;
213;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);1e halfjaar 2022;3005.0;8.5;
214;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);2e halfjaar 2022;3015.0;8.5;
215;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);2022;3590.0;10.1;
216;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);1e halfjaar 2023;3185.0;9.0;
217;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);2e halfjaar 2023;3090.0;8.7;
218;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);2023;3770.0;10.6;
219;JZ Totaal jeugdzorg;Zuidwest-Friesland (CR);1e half jaar 2024;3065.0;8.9;
220;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);1e halfjaar 2021;4390.0;9.3;
221;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);2e halfjaar 2021;4315.0;9.2;
222;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);2021;5135.0;10.9;
223;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);1e halfjaar 2022;4425.0;9.5;
224;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);2e halfjaar 2022;4455.0;9.5;
225;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);2022;5200.0;11.1;
226;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);1e halfjaar 2023;4495.0;9.7;
227;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);2e halfjaar 2023;4380.0;9.4;
228;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);2023;5245.0;11.3;
229;JZ Totaal jeugdzorg;Zuidoost-Friesland (CR);1e half jaar 2024;4290.0;9.3;
230;JZ Totaal jeugdzorg;Noord-Drenthe (CR);1e halfjaar 2021;4960.0;10.6;
231;JZ Totaal jeugdzorg;Noord-Drenthe (CR);2e halfjaar 2021;5025.0;10.8;
232;JZ Totaal jeugdzorg;Noord-Drenthe (CR);2021;5790.0;12.4;
233;JZ Totaal jeugdzorg;Noord-Drenthe (CR);1e halfjaar 2022;4860.0;10.4;
234;JZ Totaal jeugdzorg;Noord-Drenthe (CR);2e halfjaar 2022;4825.0;10.3;
235;JZ Totaal jeugdzorg;Noord-Drenthe (CR);2022;5590.0;12.0;
236;JZ Totaal jeugdzorg;Noord-Drenthe (CR);1e halfjaar 2023;4830.0;10.3;
237;JZ Totaal jeugdzorg;Noord-Drenthe (CR);2e halfjaar 2023;4675.0;10.0;
238;JZ Totaal jeugdzorg;Noord-Drenthe (CR);2023;5615.0;12.0;
239;JZ Totaal jeugdzorg;Noord-Drenthe (CR);1e half jaar 2024;4755.0;10.3;
240;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);1e halfjaar 2021;4020.0;10.2;
241;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);2e halfjaar 2021;3985.0;10.1;
242;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);2021;4595.0;11.7;
243;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);1e halfjaar 2022;3715.0;9.4;
244;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);2e halfjaar 2022;3670.0;9.3;
245;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);2022;4285.0;10.9;
246;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);1e halfjaar 2023;3770.0;9.6;
247;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);2e halfjaar 2023;3625.0;9.2;
248;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);2023;4360.0;11.1;
249;JZ Totaal jeugdzorg;Zuidoost-Drenthe (CR);1e half jaar 2024;3695.0;9.5;
250;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);1e halfjaar 2021;3420.0;10.2;
251;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);2e halfjaar 2021;3320.0;9.9;
252;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);2021;3910.0;11.7;
253;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);1e halfjaar 2022;3165.0;9.4;
254;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);2e halfjaar 2022;3130.0;9.3;
255;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);2022;3650.0;10.9;
256;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);1e halfjaar 2023;3120.0;9.3;
257;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);2e halfjaar 2023;2970.0;8.9;
258;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);2023;3590.0;10.7;
259;JZ Totaal jeugdzorg;Zuidwest-Drenthe (CR);1e half jaar 2024;2805.0;8.5;
260;JZ Totaal jeugdzorg;Noord-Overijssel (CR);1e halfjaar 2021;8660.0;8.2;
261;JZ Totaal jeugdzorg;Noord-Overijssel (CR);2e halfjaar 2021;8715.0;8.3;
262;JZ Totaal jeugdzorg;Noord-Overijssel (CR);2021;10150.0;9.6;
263;JZ Totaal jeugdzorg;Noord-Overijssel (CR);1e halfjaar 2022;8670.0;8.2;
264;JZ Totaal jeugdzorg;Noord-Overijssel (CR);2e halfjaar 2022;8675.0;8.2;
265;JZ Totaal jeugdzorg;Noord-Overijssel (CR);2022;10130.0;9.6;
266;JZ Totaal jeugdzorg;Noord-Overijssel (CR);1e halfjaar 2023;8755.0;8.2;
267;JZ Totaal jeugdzorg;Noord-Overijssel (CR);2e halfjaar 2023;8675.0;8.2;
268;JZ Totaal jeugdzorg;Noord-Overijssel (CR);2023;10165.0;9.6;
269;JZ Totaal jeugdzorg;Noord-Overijssel (CR);1e half jaar 2024;8265.0;7.9;
270;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);1e halfjaar 2021;2935.0;7.4;
271;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);2e halfjaar 2021;2925.0;7.3;
272;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);2021;3420.0;8.6;
273;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);1e halfjaar 2022;2860.0;7.2;
274;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);2e halfjaar 2022;2905.0;7.3;
275;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);2022;3385.0;8.5;
276;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);1e halfjaar 2023;3115.0;7.8;
277;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);2e halfjaar 2023;3280.0;8.2;
278;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);2023;3765.0;9.4;
279;JZ Totaal jeugdzorg;Zuidwest-Overijssel (CR);1e half jaar 2024;3280.0;8.4;
280;JZ Totaal jeugdzorg;Twente (CR);1e halfjaar 2021;13835.0;8.4;
281;JZ Totaal jeugdzorg;Twente (CR);2e halfjaar 2021;13985.0;8.5;
282;JZ Totaal jeugdzorg;Twente (CR);2021;16270.0;9.8;
283;JZ Totaal jeugdzorg;Twente (CR);1e halfjaar 2022;14305.0;8.7;
284;JZ Totaal jeugdzorg;Twente (CR);2e halfjaar 2022;14250.0;8.6;
285;JZ Totaal jeugdzorg;Twente (CR);2022;16595.0;10.1;
286;JZ Totaal jeugdzorg;Twente (CR);1e halfjaar 2023;14500.0;8.8;
287;JZ Totaal jeugdzorg;Twente (CR);2e halfjaar 2023;14420.0;8.8;
288;JZ Totaal jeugdzorg;Twente (CR);2023;16830.0;10.2;
289;JZ Totaal jeugdzorg;Twente (CR);1e half jaar 2024;14485.0;10.2;
290;JZ Totaal jeugdzorg;Veluwe (CR);1e halfjaar 2021;16305.0;8.6;
291;JZ Totaal jeugdzorg;Veluwe (CR);2e halfjaar 2021;16305.0;8.6;
292;JZ Totaal jeugdzorg;Veluwe (CR);2021;19250.0;10.1;
293;JZ Totaal jeugdzorg;Veluwe (CR);1e halfjaar 2022;16395.0;8.6;
294;JZ Totaal jeugdzorg;Veluwe (CR);2e halfjaar 2022;16445.0;8.6;
295;JZ Totaal jeugdzorg;Veluwe (CR);2022;19450.0;10.2;
